,Concept_ID,is,it
515,Kragen::N,kragi,bàvero
516,Kragen::N,kragi,colletto
517,Kragen::N,flibbi,bàvero
518,Kragen::N,flibbi,colletto
519,Ärmel::N,ermi,mànica
520,Hose::N,buxur,calzoni
521,Gürtel::N,belti,cintura
522,Mütze::N,húfa,berretto
523,Schuh::N,skór,scarpa
524,Stiefel::N,stígvél,stivale
525,Ring::N,hringur,anello
526,Band::N,band,nastro
527,Band::N,band,fettuccia
528,Kamm::N,greiða,pèttine
529,Spiegel::N,spegill,specchio
530,Riemen::N,ól,cinghia
531,Riemen::N,reim,cinghia
532,Schnur::N,snúra,corda
533,Leine::N,band,guinzaglio
534,Decke::N,teppi,coperta
535,Kissen::N,koddi,cuscino
536,Kissen::N,koddi,guanciale
537,Tuch::N,klútur,fazzoletto
538,Handtuch::N,þurrka,asciugamano
539,Handtuch::N,handklæði,asciugamano
540,Kraft::N,afl,forza
541,Kraft::N,kraftur,forza
542,Stärke::N,styrkur,forza
543,Stärke::N,styrkur,vigore
544,Stärke::N,styrkur,fortezza
545,Gesundheit::N,heilsa,salute
546,Gesundheit::N,heilbrigði,salute
547,Krankheit::N,sjúkdómur,malattìa
548,Schmerz::N,sársauki,dolore
549,Wunde::N,sár,piaga
550,Wunde::N,sár,ferita
551,Fieber::N,hitasótt,febbre
552,Arznei::N,lyf,fàrmaco
553,Arznei::N,lyf,medicina
554,Brücke::N,brú,ponte
555,Brunnen::N,brunnur,pozzo
556,Weide::N,hagi,pàscolo
557,Pfad::N,stígur,sentiero
558,Weg::N,vegur,via
559,Weg::N,vegur,cammino
560,Straße::N,gata,strada
561,Straße::N,stræti,strada
562,Dorf::N,þorp,paese
563,Dorf::N,þorp,villaggio
564,Stadt::N,borg,città
565,Brief::N,bréf,lèttera
566,Buch::N,bók,libro
567,Buchstabe::N,bókstafur,lèttera
568,Zeitung::N,dagblað,giornale
569,Leben::N,líf,vita
570,Tod::N,dauði,morte
571,Grab::N,gröf,tomba
572,Grab::N,gröf,sepolcro
573,Kirche::N,kirkja,chiesa
574,Sünde::N,synd,peccato
575,Gott::N,guð,dio
576,Arbeiter::N,verkamaður,operaio
577,Arbeiter::N,verkamaður,lavoratore
578,Chef::N,yfirmaður,capo
579,Chef::N,yfirmaður,padrone
580,Meister::N,meistari,mastro
581,Meister::N,meistari,maestro
582,Arzt::N,læknir,mèdico
583,Arzt::N,læknir,dottore
584,Lehrer::N,kennari,professore
585,Geld::N,peningar,soldi
586,Geld::N,peningar,denaro
587,Geschäft::N,viðskipti,affare
588,Geschäft::N,viðskipti,negozio
589,Laden::N,búð,negozio
590,Laden::N,verslun,negozio
591,Preis::N,verð,prezzo
592,Ware::N,vara,merce
593,Nutzen::N,gagn,ùtile
594,Nutzen::N,gagn,profitto
595,Reichtum::N,auður,ricchezza
596,Welt::N,veröld,mondo
597,Land::N,land,paese
598,Staat::N,ríki,Stato
599,König::N,konungur,re
600,Macht::N,vald,potere
601,Grenze::N,landamæri,confine
602,Grenze::N,landamæri,frontiera
603,Krieg::N,stríð,guerra
604,Feind::N,fjandmaður,nemico
605,Gewalt::N,ofbeldi,violenza
606,Kampf::N,bardagi,lotta
607,Bogen[Waffe]::N,bogi,arco
608,Pfeil::N,ör,freccia
609,Gewehr::N,byssa,fucile
610,Fehler::N,villa,errore
611,Fehler::N,villa,sbaglio
612,Lüge::N,lygi,bugìa
613,Lüge::N,lygi,menzogna
614,Schaden::N,skemmd,danno
615,Unglück::N,óhamingja,sfortuna
616,Schuld::N,sök,colpa
617,Alter::N,aldur,età
618,Schluss::N,lok,fine
619,Schluss::N,endir,fine
620,Zeit::N,tími,tempo
621,Tag::N,dagur,giorno
622,Tag::N,dagur,giornata
623,Morgen::N,morgunn,mattina
624,Mittag::N,hádegi,mezzogiorno
625,Abend::N,kvöld,sera
626,Abend::N,kvöld,serata
627,Nacht::N,nótt,notte
628,Woche::N,vika,settimana
629,Monat::N,mánuður,mese
630,Jahr::N,ár,anno
631,Frühling::N,vor,primavera
632,Sommer::N,sumar,estate
633,Herbst::N,haust,autunno
634,Winter::N,vetur,inverno
635,Januar::N,janúar,gennaio
636,Februar::N,február,febbraio
637,März::N,mars,marzo
638,April::N,apríl,aprile
639,Mai::N,maí,maggio
640,Juni::N,júní,giugno
641,Juli::N,júlí,luglio
642,August::N,ágúst,agosto
643,September::N,september,settembre
644,Oktober::N,október,ottobre
645,November::N,nóvember,novembre
646,Dezember::N,desember,dicembre
647,Montag::N,mánudagur,lunedì
648,Dienstag::N,þriðjudagur,martedì
649,Mittwoch::N,miðvikudagur,mercoledì
650,Donnerstag::N,fimmtudagur,giovedì
651,Freitag::N,föstudagur,venerdì
652,Samstag::N,laugardagur,sàbato
653,Sonntag::N,sunnudagur,domenica
654,groß::A,stór,grande
655,klein::A,lítill,pìccolo
656,lang::A,langur,lungo
657,kurz::A,stuttur,corto
658,breit::A,breiður,largo
659,schmal::A,mjór,stretto
660,dicht::A,þéttur,denso
661,dick[Gegenstand]::A,þykkur,spesso
662,dünn::A,þunnur,sottile
663,fein::A,fíngerður,fine
664,fein::A,fíngerður,delicato
665,fest::A,fastur,sodo
666,fest::A,fastur,fisso
667,flach::A,flatur,piano
668,flach::A,flatur,piatto
669,glatt::A,háll,liscio
670,glatt::A,sléttur,liscio
671,hart::A,harður,duro
672,weich::A,mjúkur,molle
673,rund::A,kringlóttur,rotondo
674,spitz::A,oddhvass,aguzzo
675,spitz::A,oddhvass,appuntito
676,scharf::A,beittur,affilato
677,scharf::A,beittur,tagliente
678,stumpf::A,bitlaus,smussato
679,schwer::A,þungur,pesante
680,schön::A,fagur,bello
681,schön::A,fallegur,bello
682,heiß::A,heitur,caldo
683,heiß::A,heitur,bollente
684,warm::A,hlýr,caldo
685,warm::A,heitur,caldo
686,kalt::A,kaldur,freddo
687,kühl::A,svalur,fresco
688,frisch::A,frískur,fresco
689,feucht::A,rakur,ùmido
690,feucht::A,þvalur,ùmido
691,nass::A,votur,bagnato
692,nass::A,blautur,bagnato
693,trocken::A,þurr,secco
694,voll::A,fullur,pieno
695,leer::A,tómur,vuoto
696,offen::A,opinn,aperto
697,geschlossen::A,lokaður,chiuso
698,sauber::A,þrifinn,netto
699,sauber::A,þrifinn,pulito
700,schmutzig::A,óhreinn,sporco
701,schmutzig::A,óhreinn,sùdicio
702,schmutzig::A,sóðalegur,sporco
703,schmutzig::A,sóðalegur,sùdicio
704,roh::A,hrár,crudo
705,reif::A,þroskaður,maturo
706,lecker::A,ljúffengur,ghiotto
707,lecker::A,ljúffengur,squisito
708,süß::A,sætur,dolce
709,bitter::A,beiskur,amaro
710,sauer::A,súr,aspro
711,sauer::A,súr,acerbo
712,hell::A,bjartur,chiaro
713,dunkel::A,dimmur,buio
714,dunkel::A,dimmur,oscuro
715,schwarz::A,svartur,nero
716,weiß::A,hvítur,bianco
717,rot::A,rauður,rosso
718,gelb::A,gulur,giallo
719,blau::A,blár,blu
720,blau::A,blár,azzurro
721,grün::A,grænn,verde
722,grau::A,grár,grigio
723,bunt::A,marglitur,variopinto
724,billig::A,ódýr,a buon prezzo
725,billig::A,ódýr,a buon mercato
726,teuer::A,dýr,caro
727,wertvoll::A,verðmætur,prezioso
728,blind::A,blindur,cieco
729,taub::A,heyrnarlaus,sordo
730,kräftig::A,öflugur,forte
731,kräftig::A,öflugur,robusto
732,stark::A,sterkur,forte
733,stark::A,sterkur,vigoroso
734,schwach::A,veill,dèbole
735,fett::A,feitur,grasso
736,schlank::A,grannur,snello
737,schlank::A,grannur,slanciato
738,schlank::A,spengilegur,snello
739,schlank::A,spengilegur,slanciato
740,hübsch::A,snotur,bello
741,hübsch::A,snotur,carino
742,hübsch::A,laglegur,bello
743,hübsch::A,laglegur,carino
744,böse::A,illur,cattivo
745,böse::A,vondur,cattivo
746,dumm::A,heimskur,stùpido
747,faul::A,latur,pigro
748,fleißig::A,iðinn,diligente
749,geizig::A,nískur,avaro
750,klug::A,hygginn,intelligente
751,geschickt::A,fimur,àbile
752,geschickt::A,laginn,àbile
753,lieb::A,kær,caro
754,lieb::A,ljúfur,caro
755,lustig::A,kátur,gaio
756,lustig::A,kátur,allegro
757,sanft::A,blíður,dolce
758,hungrig::A,soltinn,affamato
759,hungrig::A,hungraður,affamato
760,krank::A,sjúkur,malato
761,krank::A,sjúkur,infermo
762,nackt::A,nakinn,nudo
763,traurig::A,dapur,triste
764,traurig::A,hryggur,triste
765,lebendig::A,lifandi,vivo
766,gut::A,góður,buono
767,schlecht::A,slæmur,cattivo
768,schlecht::A,lélegur,cattivo
769,richtig::A,réttur,giusto
770,schlimm::A,slæmur,grave
771,wahr::A,sannur,vero
772,alt::A,gamall,vecchio
773,neu::A,nýr,nuovo
774,ehemalig::A,fyrrverandi,vecchio
775,ehemalig::A,fyrrverandi,d'una_volta
776,alt[Lebewesen]::A,gamall,anziano
777,jung::A,ungur,giovane
778,arm::A,vesall,pòvero
779,arm::A,fátækur,pòvero
780,reich::A,ríkur,ricco
781,reich::A,auðugur,ricco
782,bekannt::A,kunnugur,noto
783,bekannt::A,kunnugur,conosciuto
784,berühmt::A,frægur,famoso
785,berühmt::A,frægur,cèlebre
786,fremd::A,framandi,estràneo
787,fremd::A,framandi,straniero
788,fremd::A,ókunnugur,estràneo
789,fremd::A,ókunnugur,straniero
790,verschieden::A,ýmis,diverso
791,verschieden::A,ýmis,differente
792,nah::A,nálægur,vicino
793,nah::A,nálægur,propinquo
794,fern::A,fjarri,lontano
795,fern::A,fjarlægur,lontano
796,linker::A,vinstri,sinistro
797,rechter::A,hægri,destro
798,anderer::A,annar,altro
799,erster::A,fyrsti,primo
800,zweiter::A,annar,secondo
801,dritter::A,þriðji,terzo
802,letzter::A,síðasti,ùltimo
803,allein::ADV,einn,solo
804,allein::ADV,einn,da solo
805,allein::ADV,aleinn,solo
806,allein::ADV,aleinn,da solo
807,auf einmal::ADV,allt í einu,insieme
808,zusammen::ADV,saman,insieme
809,lange::ADV,lengi,a lungo
810,plötzlich::ADV,skyndilega,all'improvviso
811,sofort::ADV,strax,sùbito
812,sofort::ADV,strax,all'istante
813,sofort::ADV,þegar í stað,sùbito
814,sofort::ADV,þegar í stað,all'istante
815,später::ADV,seinna,più tardi
816,jetzt::ADV,nú,ora
817,jetzt::ADV,nú,adesso
818,jetzt::ADV,núna,ora
819,jetzt::ADV,núna,adesso
820,heute::ADV,í dag,oggi
821,morgen::ADV,á morgun,domani
822,bald::ADV,brátt,presto
823,bald::ADV,brátt,tra poco
