,Concept_ID,bg,mn
822,hungrig::A,гладен,өлссөн
823,krank::A,болен,өвчтэй
824,nackt::A,гол,нүцгэн
825,traurig::A,тъжен,гунигт
826,traurig::A,печален,гунигт
827,lebendig::A,жив,амьд
828,lebendig::A,жив,амьтай
829,gut::A,добър,сайн
830,schlecht::A,лош,муу
831,schlecht::A,лош,өөдгүй
832,richtig::A,правилен,зөв
833,richtig::A,правилен,зүйтэй
834,schlimm::A,лош,муухай
835,wahr::A,верен,үнэн
836,wahr::A,верен,жинхэнэ
837,wahr::A,истински,үнэн
838,wahr::A,истински,жинхэнэ
839,alt::A,стар,хуучин
840,alt::A,древен,хуучин
841,neu::A,нов,шинэ
842,ehemalig::A,бивш,агсан
843,ehemalig::A,бивш,байсан
844,alt[Lebewesen]::A,стар,өвгөн
845,alt[Lebewesen]::A,стар,хижээл
846,jung::A,млад,залуу
847,arm::A,беден,ядуу
848,reich::A,богат,баян
849,reich::A,богат,баялаг
850,bekannt::A,познат,танил
851,bekannt::A,известен,танил
852,berühmt::A,почут,цуутай
853,berühmt::A,почут,алдартай
854,berühmt::A,известен,цуутай
855,berühmt::A,известен,алдартай
856,fremd::A,чужд,харь
857,fremd::A,чужд,гадаад
858,verschieden::A,разен,ондоо
859,verschieden::A,разен,янз янзын
860,verschieden::A,различен,ондоо
861,verschieden::A,различен,янз янзын
862,nah::A,близък,ойрын
863,nah::A,близък,дөтийн
864,fern::A,далечен,холын
865,linker::A,ляв,буруу
866,rechter::A,прав,баруун
867,anderer::A,друг,өөр
868,anderer::A,друг,нөгөө
869,erster::A,пръв,нэгдэх
870,erster::A,пръв,нэгдүгээр
871,erster::A,първи,нэгдэх
872,erster::A,първи,нэгдүгээр
873,zweiter::A,втори,хоёрдугаар
874,dritter::A,трети,гуравдугаар
875,letzter::A,последен,сүүлийн
876,allein::ADV,само,ганцаараа
877,auf einmal::ADV,същевременно,нэгмөсөн
878,zusammen::ADV,заедно,цуг
879,zusammen::ADV,заедно,хамт
880,lange::ADV,дълго,удаан
881,plötzlich::ADV,изведнъж,гэнэт
882,sofort::ADV,веднага,дороо
883,später::ADV,по-късно,дараа
884,jetzt::ADV,сега,өнөө
885,heute::ADV,днес,өнөө
886,heute::ADV,днес,өнөөдөр
887,morgen::ADV,утре,маргааш
888,morgen::ADV,утре,маргаадар
889,bald::ADV,скоро,түргэн
890,bald::ADV,скоро,удахгүй
891,dann::ADV,после,хожим
892,dann::ADV,после,тэгээд
893,dann::ADV,тогава,хожим
894,dann::ADV,тогава,тэгээд
895,gestern::ADV,вчера,өчигдөр
896,einst::ADV,някога,нэг
897,damals::ADV,тогава,тэгэхэд
898,danach::ADV,после,тэгээд
899,danach::ADV,после,дараа нь
900,danach::ADV,след това,тэгээд
901,danach::ADV,след това,дараа нь
902,vorher::ADV,преди,урьд
903,vorher::ADV,преди това,урьд
904,zuerst::ADV,най-напред,анх
905,zuerst::ADV,най-напред,эхлээд
906,einmal::ADV,веднъж,нэг удаа
907,einmal::ADV,един път,нэг удаа
908,manchmal::ADV,понякога,хааяа
909,manchmal::ADV,понякога,заримдаа
910,oft::ADV,често,олонтоо
911,immer::ADV,винаги,байнга
912,niemals::ADV,никога,хэзээ ч
913,niemals::ADV,никога,хэдийд ч
914,hier::ADV,тук,энд
915,hier::ADV,тука,энд
916,hierhin::ADV,насам,нааш
917,von hier::ADV,оттук,эндээс
918,von hier::ADV,оттука,эндээс
919,dort::ADV,там,тэнд
920,dorthin::ADV,натам,тийш
921,dorthin::ADV,нататък,тийш
922,geradeaus::ADV,направо,шулуун
923,vorwärts::ADV,напред,урагшаа
924,rückwärts::ADV,назад,буцаан
925,rückwärts::ADV,назад,сөөргөө
926,zurück::ADV,обратно,буцаж
927,zurück::ADV,обратно,гэдрэг
928,unten::ADV,долу,дор
929,hinab::ADV,надолу,уруу
930,oben::ADV,горе,дээр
931,hinauf::ADV,нагоре,өөд
932,hinauf::ADV,нагоре,дээш
933,überall::ADV,навсякъде,хааяагүй
934,überall::ADV,навсякъде,энд тэндгүй
935,nicht::ADV,не,эс
936,nicht::ADV,не,-гүй
937,ein wenig::ADV,малко,жаахан
938,kaum::ADV,едва,арай
939,kaum::ADV,едва,арай гэж
940,kaum::ADV,едвам,арай
941,kaum::ADV,едвам,арай гэж
942,sehr::ADV,много,тун
943,sehr::ADV,твърде,тун
944,so::ADV,тъй,тэгж
945,so::ADV,тъй,ингээд
946,so::ADV,така,тэгж
947,so::ADV,така,ингээд
948,noch::ADV,още,дахин
949,noch::ADV,още,дахиад
950,nur::ADV,само,зөвхөн
951,nur::ADV,само,гагцхүү
952,schon::ADV,вече,нэгэнт
953,wieder::ADV,пак,дахин
954,wieder::ADV,пак,дахиад
955,wieder::ADV,отново,дахин
956,wieder::ADV,отново,дахиад
957,vergebens::ADV,напразно,хий
958,vor::PRP,пред,өмнө
959,hinter::PRP,зад,ард
960,unter::PRP,под,доор
961,durch::PRP,през,дундуур
962,neben::PRP,до,хажууд
963,neben::PRP,при,хажууд
964,zwischen::PRP,между,завсар
965,zwischen::PRP,между,хооронд
966,zwischen::PRP,помежду,завсар
967,zwischen::PRP,помежду,хооронд
968,wegen::PRP,заради,төлөө
969,wegen::PRP,заради,дээрээс
970,dies::PRN,този,энэ
971,das::PRN,туй,тэр
972,das::PRN,това,тэр
973,alles::PRN,всичко,цөм
974,alles::PRN,всичко,бүгд
975,ich::PRN,аз,би
976,du::PRN,ти,чи
977,er::PRN,той,тэр
978,er::PRN,той,тэр хүн
979,wir::PRN,ние,бид
980,ihr::PRN,вие,та нар
981,sie::PRN,те,тэд
982,was::FPRN,що,юу
983,was::FPRN,какво,юу
984,wer::FPRN,кой,хэн
985,wo::FADV,къде,хаа
986,wo::FADV,къде,хаана
987,wohin::FADV,накъде,хааш
988,wohin::FADV,накъде,хаана
989,wohin::FADV,накъдето,хааш
990,wohin::FADV,накъдето,хаана
991,wie::FADV,как,яаж
992,wie::FADV,как,хэрхэн
993,warum::FADV,защо,юунд
994,warum::FADV,защо,яагаад
995,wieviel::FNUM,колко,хэдий
996,wieviel::FNUM,колко,хэд
997,eins::NUM,един,нэг
998,zwei::NUM,два,хоёр
999,drei::NUM,три,гурав
1000,vier::NUM,четири,дөрөв
1001,fünf::NUM,пет,тав
1002,sechs::NUM,шест,зургаа
1003,sieben::NUM,седем,долоо
1004,acht::NUM,осем,найм
1005,neun::NUM,девет,ес
1006,zehn::NUM,десет,арав
1007,elf::NUM,единайсет,арван нэг
1008,elf::NUM,единадесет,арван нэг
1009,zwölf::NUM,дванайсет,арван хоёр
1010,zwölf::NUM,дванадесет,арван хоёр
1011,zwanzig::NUM,двайсет,хорь
1012,zwanzig::NUM,двадесет,хорь
1013,dreißig::NUM,тридесет,гуч
1014,vierzig::NUM,четиридесет,дөч
1015,fünfzig::NUM,петдесет,тавь
1016,sechzig::NUM,шестдесет,жар
1017,siebzig::NUM,седемдесет,дал
1018,achtzig::NUM,осемдесет,ная
1019,neunzig::NUM,деветдесет,ер
1020,hundert::NUM,сто,зуу
1021,tausend::NUM,хиляда,мянга
1022,und::CNJ,а,ч
1023,und::CNJ,а,болон
1024,und::CNJ,та,ч
1025,und::CNJ,та,болон
1026,oder::CNJ,или,буюу
1027,stehen::V,стоя,зогсох
1028,sitzen::V,седя,суух
1029,liegen::V,лежа,хэвтэх
1030,hängen::V,вися,өлгөөтэй байх
1031,hängen::V,вися,дүүжлээтэй байх
1032,werden::V,бъда,болох
1033,werden::V,стана,болох
1034,passieren::V,случа се,тохиох
1035,beginnen::V,започна,эхлэх
1036,enden::V,свърша,дүүрэх
1037,wechseln::V,променям,хувирах
1038,aufgehen[Sonne]::V,изгрея,мандах
1039,untergehen[Sonne]::V,заляза,жаргах
1040,scheinen[Sonne]::V,грея,гэрэлтэх
1041,scheinen[Sonne]::V,светя,гэрэлтэх
1042,donnern::V,гърмя,дуугарах
1043,wehen::V,вея,салхилах
1044,wehen::V,вея,хөөрөгдөх
1045,wehen::V,духам,салхилах
1046,wehen::V,духам,хөөрөгдөх
1047,strömen::V,тека,гүйх
1048,strömen::V,тека,урсах
1049,strömen::V,лея се,гүйх
1050,strömen::V,лея се,урсах
1051,fließen::V,тека,урсах
1052,sich drehen::V,въртя се,эргэлдэх
1053,schwanken::V,клатя се,хэлбэлзэх
1054,schwingen::V,трептя,ганхах
1055,schwingen::V,трептя,хэлбэлзэх
1056,fallen::V,падам,унах
1057,brennen::V,горя,шатах
1058,rauchen::V,димя,баагих
1059,regnen::V,вали дъжд,бороо орно
1060,gefrieren::V,замръзна,хөлдөх
1061,tauen::V,топя се,хайлах
1062,schmelzen::V,разтопя се,уярах
1063,trocknen::V,съхна,хатах
1064,sieden::V,вря,буцлах
1065,sieden::V,вря,даргилах
1066,sieden::V,кипя,буцлах
1067,sieden::V,кипя,даргилах
1068,faulen::V,гния,үжрэх
1069,faulen::V,гния,өмхийрөх
1070,verfaulen::V,изгния,бээх
1071,verfaulen::V,изгния,өгрөх
1072,reißen::V,напукам се,цуурах
1073,versinken::V,потъна,живэх
1074,vergehen::V,минавам,нөгчих
1075,vergehen::V,минавам,өнгөрөх
1076,erscheinen::V,явя се,гарах
1077,erscheinen::V,явя се,бултайх
1078,verschwinden::V,изчезна,далд орох
1079,verschwinden::V,изчезна,алга болох
1080,sinken::V,падна,татрах
1081,sinken::V,падна,доошлох
1082,abnehmen::V,отслабна,багасах
1083,abnehmen::V,отслабна,хорогдох
1084,zunehmen::V,нарасна,ихсэх
1085,steigen::V,увелича се,нэмэгдэх
1086,steigen::V,покачвам се,нэмэгдэх
1087,wachsen::V,раста,өсөх
1088,wachsen::V,раста,ургах
1089,glänzen::V,лъщя,гилгэнэх
1090,glänzen::V,лъщя,гилбэгнэх
1091,glänzen::V,блестя,гилгэнэх
1092,glänzen::V,блестя,гилбэгнэх
1093,funkeln::V,искря,гялжах
1094,funkeln::V,искря,гялалзах
1095,lärmen::V,шумя,шуугих
1096,läuten::V,звъня,цохих
1097,klingeln::V,звъня,хонхдох
1098,klingeln::V,звъня,дуугарах
1099,klirren::V,звънтя,хангир жингэр хийх
1100,klirren::V,дрънкам,хангир жингэр хийх
1101,brausen::V,буча,бургилах
1102,rauschen::V,шумя,сэржигнэх
1103,klingen::V,звуча,хангинах
1104,bellen::V,лая,хуцах
1105,heulen::V,вия,улих
1106,heulen::V,рева,улих
1107,blasen::V,духна,үлзэх
1108,pfeifen::V,свиря,исгэрэх
1109,schreien::V,крещя,хашгирах
1110,stöhnen::V,стена,ёолох
1111,stöhnen::V,стена,гэнгэнэх
1112,stöhnen::V,пъшкам,ёолох
1113,stöhnen::V,пъшкам,гэнгэнэх
1114,zittern::V,треперя,дагжих
1115,leben::V,живея,амьдрах
1116,geboren werden::V,родя се,төрөх
1117,atmen::V,дишам,амьсгалах
1118,trinken::V,пия,уух
1119,essen::V,ям,идэх
1120,schlucken::V,гълтам,залгих
1121,müde werden::V,уморя се,ядрах
1122,einschlafen::V,заспя,унтчих
1123,schlafen::V,спя,унтах
1124,aufwachen::V,събудя се,сэрэх
1125,aufstehen::V,стана,босох
1126,sich erholen::V,отдъхвам си,амрах
1127,krank werden::V,заболея,өвдөж эхлэх
1128,krank sein::V,боледувам,өвдөх
1129,schmerzen::V,боля,өвдөх
1130,schmerzen::V,боля,шархирах
1131,husten::V,кашлям,ханиах
1132,genesen::V,оздравея,засрах
1133,sterben::V,умра,үхэх
1134,sterben::V,умра,нас барах
1135,umkommen::V,загина,үхэх
1136,sich bewegen::V,движа се,хөдлөх
1137,sich bewegen::V,мърдам се,хөдлөх
1138,sich rühren::V,движа се,хөдлөх
1139,sich erheben::V,стана,босох
1140,sich setzen::V,седна,суух
1141,hinfallen::V,падна,ойчих
1142,laufen::V,ходя,явган явах
1143,schreiten::V,крача,алхах
1144,spazierengehen::V,разхождам се,зугаалах
1145,eilen::V,бързам,хурдлах
1146,sich beeilen::V,побързам,яарах
1147,sich beeilen::V,побързам,шамдах
1148,sausen::V,тичам,давхих
1149,rennen::V,бягам,гүйх
1150,springen::V,скачам,харайх
1151,springen::V,скачам,дэвхрэх
1152,klettern::V,катеря се,авирах
1153,schaukeln::V,люлея се,ганхалзах
1154,kriechen::V,лазя,мөлхөх
1155,kriechen::V,пълзя,мөлхөх
1156,schwimmen::V,плувам,сэлэх
1157,tauchen::V,гмуркам се,шунгах
1158,rudern::V,греба,сэлүүрдэх
1159,fahren::V,пътувам,явах
1160,fliegen::V,летя,нисэх
1161,fliegen::V,хвърча,нисэх
1162,gehen::V,ида,явах
1163,gehen::V,вървя,явах
1164,weggehen::V,отида си,явах
1165,abfahren::V,отпътувам,одох
1166,abfahren::V,отпътувам,хөдлөх
1167,anhalten::V,спра се,зогсох
1168,hineingehen::V,влизам,орох
1169,eintreten::V,вляза,орох
1170,kommen::V,ида,ирэх
1171,kommen::V,дойда,ирэх
1172,ankommen::V,пристигна,хүрэх
1173,zurückkommen::V,върна се,харих
1174,zurückkommen::V,върна се,буцаж ирэх
1175,bleiben::V,остана,үлдэх
1176,warten::V,чакам,хүлээх
1177,erwarten::V,очаквам,хүлээх
1178,suchen::V,търся,эрэх
1179,suchen::V,търся,бэдрэх
1180,finden::V,намеря,олох
1181,versuchen::V,опитам,оролдох
1182,vorbereiten::V,подготвя,бэлтгэх
1183,lieben::V,любя,янаглах
1184,mögen::V,обичам,таалах
1185,lachen::V,смея се,инээх
1186,rühren::V,трогна,сэтгэл уяруулах
1187,weinen::V,плача,уйлах
1188,schimpfen::V,ругая,хараах
1189,schimpfen::V,псувам,хараах
1190,sich ärgern::V,ядосам се,уурлах
1191,sich fürchten::V,боя се,айх
1192,sich fürchten::V,страхувам се,айх
1193,fürchten::V,боя се от,айх
1194,fürchten::V,страхувам се от,айх
1195,fliehen::V,бягам,зугтах
1196,fliehen::V,бягам,гүйж очих
1197,flüchten::V,бягам,оргох
1198,flüchten::V,избягам,оргох
1199,sehen::V,видя,үзэх
1200,anschauen::V,гледам,харах
1201,ansehen::V,поглеждам,харах
1202,hören::V,чувам,дуулах
1203,zuhören::V,слушам,чагнах
1204,probieren::V,опитам,амсаж үзэх
1205,riechen::V,подуша,үнэрлэх
1206,fühlen::V,усещам,мэдрэх
1207,fühlen::V,чувствувам,мэдрэх
1208,scheinen::V,изглеждам,шиг үзэгдэх
1209,zu sehen sein::V,виждам се,үзэгдэх
1210,zu sehen sein::V,виждам се,харагдах
1211,vernehmen::V,доловя,дуулах
1212,frieren::V,мръзна,даарах
1213,tun::V,правя,хийх
1214,tun::V,правя,үйлдэх
1215,können::V,мога,болох
1216,wollen::V,ща,хүсэх
1217,wollen::V,искам,хүсэх
1218,anfangen::V,започна,эхлэх
1219,beenden::V,свърша,дуусгах
1220,beenden::V,завърша,дуусгах
1221,aufhören::V,престана,болих
1222,aufhören::V,престана,зогсох
1223,gelingen::V,успея,бүтэх
1224,gelingen::V,сполуча,бүтэх
1225,geraten::V,удам се,илрэх
1226,öffnen::V,отворя,нээх
1227,öffnen::V,отворя,тайлах
1228,schließen::V,затворя,хаах
1229,stellen::V,поставя,тавих
1230,stellen::V,поставя,босгох
1231,setzen::V,туря,суулгах
1232,legen::V,сложа,хийх
1233,legen::V,сложа,тавих
1234,legen::V,слагам,хийх
1235,legen::V,слагам,тавих
1236,berühren::V,докосна,шүргэх
1237,verbinden::V,свържа,залгах
1238,bedecken::V,покрия,бүрэх
1239,aufhängen::V,закача,өлгөх
1240,aufhängen::V,закача,дүүжлэх
1241,anzünden::V,запаля,асаах
1242,anzünden::V,запаля,ноцоох
1243,aufheben::V,вдигна,өргөх
1244,aufheben::V,повдигна,өргөх
1245,zurücklassen::V,оставя,орхих
1246,zurücklassen::V,оставя,үлдээх
1247,verlieren::V,загубя,гээх
1248,fallen lassen::V,изпусна,унагах
1249,machen::V,направя,хийх
1250,machen::V,направя,гаргах
1251,herstellen::V,произведа,бүтээх
1252,bauen::V,строя,барих
1253,reparieren::V,поправя,засах
1254,reparieren::V,поправя,сэлбэх
1255,verbessern::V,подобря,засах
1256,verbessern::V,подобря,сайжруулах
1257,ändern::V,променя,өөрчлөх
1258,graben::V,копая,малтах
1259,beugen::V,прегъна,бөгтийлгөх
1260,biegen::V,прегъна,матах
1261,biegen::V,прегъна,муруйлгах
1262,drehen::V,въртя,эргүүлэх
1263,wenden::V,обърна,эргүүлэх
1264,umdrehen::V,обърна,хөрвүүлэх
1265,heben::V,вдигам,өргөх
1266,hochheben::V,издигна,өргөх
1267,ergreifen::V,хвана,атгах
1268,ergreifen::V,обхвана,атгах
1269,halten::V,държа,барих
1270,drücken::V,натискам,дарах
1271,drücken::V,притискам,дарах
1272,schieben::V,тикам,түлхэх
1273,kratzen::V,одраскам,хусах
1274,kratzen::V,одраскам,маажих
1275,lecken::V,лижа,долоох
1276,lecken::V,ближа,долоох
1277,beißen::V,хапя,зуух
1278,beißen::V,хапя,хазах
1279,beißen::V,ухапя,зуух
1280,beißen::V,ухапя,хазах
1281,abreißen::V,откъсна,таслах
1282,abschneiden::V,отрежа,тайрах
1283,binden::V,вържа,боох
1284,binden::V,вържа,хүлэх
1285,stecken::V,пъхна,шаах
1286,stecken::V,пъхна,шигтгэх
1287,brechen::V,троша,хугалах
1288,klopfen::V,чукам,цохих
1289,klopfen::V,чукам,тогших
1290,hauen::V,бия,дэлдэх
1291,kleben::V,лепя,наах
1292,kleben::V,залепя,наах
1293,reiben::V,трия,нухах
1294,reiben::V,трия,нидчих
1295,reiben::V,търкам,нухах
1296,reiben::V,търкам,нидчих
1297,streichen::V,намажа,нялах
1298,streichen::V,намажа,түрхэх
1299,schleifen::V,остря,билүүдэх
1300,schleifen::V,остря,гуранздах
1301,schneiden::V,режа,огтлох
1302,rütteln::V,разтърсвам,холхнулах
1303,schütteln::V,клатя,сэгсрэх
1304,schütteln::V,друсам,сэгсрэх
1305,schwenken::V,размахам,дэвэх
1306,schwenken::V,размахам,даллах
1307,schütten::V,сипя,цутгах
1308,schütten::V,сипя,аягалах
1309,füllen::V,напълня,дүүргэх
1310,einwickeln::V,увия,боох
1311,einwickeln::V,увия,ороох
1312,einwickeln::V,завия,боох
1313,einwickeln::V,завия,ороох
1314,tragen::V,нося,авчрах
1315,schleppen::V,влача,чирэх
1316,ziehen::V,тегля,татах
1317,ziehen::V,дръпна,татах
1318,aufbewahren::V,съхраня,хадгалах
1319,werfen::V,хвърля,хаях
1320,werfen::V,хвърля,шидэх
1321,fangen::V,ловя,барих
1322,fangen::V,уловя,барих
1323,packen::V,хвана,шүүрэх
1324,verstecken::V,крия,нуух
1325,verstecken::V,скрия,нуух
1326,teilen::V,разделя,хуваах
1327,schicken::V,изпращам,илгээх
1328,schicken::V,изпращам,явуулах
1329,bringen::V,донеса,авчрах
1330,bringen::V,донеса,аваачих
1331,hinzufügen::V,прибавя,нэмэх
1332,bekommen::V,сдобия се,хүлээн авах
1333,erhalten::V,получа,хүлээн авах
1334,nehmen::V,взема,авах
1335,wählen::V,избирам,сонгох
1336,auswählen::V,избера,шилэх
1337,bewahren::V,пазя,гамнах
1338,behindern::V,преча,саад хийх
1339,behindern::V,преча,тотгор болох
1340,behindern::V,спъвам,саад хийх
1341,behindern::V,спъвам,тотгор болох
1342,verderben::V,разваля,эвдэх
1343,beschädigen::V,повредя,гэмтээх
1344,zerbrechen::V,счупя,хагалах
1345,zerbrechen::V,счупя,хага цохих
1346,zerreißen::V,скъсам,урах
1347,zerstören::V,разруша,эвдэх
1348,zerstören::V,разруша,сүйтгэх
1349,verbrennen::V,изгоря,шатаах
1350,geben::V,дам,өгөх
1351,reichen::V,подам,өгөх
1352,reichen::V,подам,дамжуулах
1353,schenken::V,подаря,бэлэглэх
1354,versprechen::V,обещая,амлах
1355,wünschen::V,желая,ерөөх
1356,loben::V,хваля,магтах
1357,loben::V,хваля,сайшаах
1358,küssen::V,целувам,озох
1359,küssen::V,целувам,үнсэх
1360,wiegen::V,люлея,бүүвэйлэх
1361,zudecken::V,покрия,хучих
1362,zudecken::V,покрия,бүтээх
1363,wecken::V,събудя,сэрээх
1364,zeigen::V,покажа,үзүүлэх
1365,führen::V,водя,хөтлөх
1366,führen::V,заведа,хөтлөх
1367,lehren::V,уча,заах
1368,unterrichten::V,преподавам,сургах
1369,aufziehen::V,отгледам,өсгөх
1370,aufziehen::V,отгледам,хүмүүжүүлэх
1371,leiten::V,ръководя,удирдах
1372,leiten::V,управлявам,удирдах
1373,antreiben::V,подкарвам,шамдуулах
1374,lassen::V,накарам,-уулах
1375,einladen::V,поканя,залах
1376,vereinigen::V,съединя,нэгтгэх
1377,vereinigen::V,съединя,хамтруулах
1378,besuchen::V,посетя,зочлох
1379,treffen::V,срещна,учрах
1380,treffen::V,срещна,дайралдах
1381,sich versammeln::V,събера се,хуралдах
1382,spielen::V,играя,наадах
1383,singen::V,пея,дуулах
1384,tanzen::V,танцувам,бүжиглэх
1385,sich trennen::V,разделя се,салах
1386,verlassen::V,напусна,хаях
1387,retten::V,спася,гэтэлгэх
1388,bewachen::V,охранявам,сахих
1389,schützen::V,запазя,хамгаалах
1390,verteidigen::V,защитя,хамгаалах
1391,sich schlagen::V,бия се,зодолдох
1392,schießen::V,стрелям,харвах
1393,schießen::V,стрелям,буу буудах
1394,siegen::V,победя,ялах
1395,ärgern::V,ядосам,уурлуулах
1396,ärgern::V,ядосам,уур хүргэх
1397,schlagen::V,бия,цохих
1398,schlagen::V,ударя,цохих
1399,treten::V,ритам,өшиглөх
1400,stechen::V,бодна,хатгах
1401,stoßen::V,бутна,ёврох
1402,stoßen::V,бутна,нудрах
1403,stoßen::V,блъсна,ёврох
1404,stoßen::V,блъсна,нудрах
1405,stören::V,смутя,саад болох
1406,belästigen::V,отегча,зовоох
1407,belästigen::V,отегча,амраахгүй байх
1408,belästigen::V,безпокоя,зовоох
1409,belästigen::V,безпокоя,амраахгүй байх
1410,verbergen::V,скрия,нуух
1411,verbergen::V,скрия,далдлах
1412,täuschen::V,измамя,мэхлэх
1413,betrügen::V,измамя,хуурах
1414,töten::V,убия,алах
1415,töten::V,умъртвя,алах
1416,wohnen::V,живея,суух
1417,wohnen::V,живея,амьдрах
1418,arbeiten::V,работя,ажиллах
1419,arbeiten::V,работя,хөдөлмөрлөх
1420,sammeln::V,събера,түүх
1421,sammeln::V,събера,хураах
1422,pflücken::V,бера,түүх
1423,pflücken::V,откъсна,түүх
1424,jagen::V,ловувам,агнах
1425,jagen::V,ловувам,гөрөөлөх
1426,fischen::V,ловя риба,загасчлах
1427,fischen::V,ловя риба,загас барих
1428,fassen::V,хвана,барих
1429,hüten::V,пазя,маллах
1430,hüten::V,пазя,хариулах
1431,treiben::V,карам,туух
1432,anbinden::V,завържа,уях
1433,füttern::V,храня,тэжээх
1434,melken::V,доя,саах
1435,hacken::V,сека,цавчих
1436,gießen::V,полея,услах
1437,reifen::V,узрея,боловсрох
1438,zubereiten::V,приготвя,бэлдэх
1439,kochen::V,варя,чанах
1440,backen::V,пека,жигнэх
1441,braten::V,пържа,шарах
1442,braten::V,пържа,хайрах
1443,umrühren::V,разбъркам,хутгах
1444,stricken::V,плета,нэхэх
1445,stricken::V,плета,сүлжих
1446,nähen::V,шия,оёх
1447,färben::V,боядисам,будах
1448,reinigen::V,почистя,арилгах
1449,reinigen::V,почистя,цэвэрлэх
1450,waschen::V,мия,угаах
1451,waschen::V,пера,угаах
1452,abwischen::V,избърша,арчих
1453,spülen::V,плакна,зайлах
1454,fegen::V,измета,хамах
1455,fegen::V,измета,шүүрдэх
1456,kehren::V,мета,шүүрдэх
1457,kehren::V,мета,туужуудах
1458,baden::V,къпя се,усанд орох
1459,sich waschen::V,мия се,биеэ угаах
1460,ausziehen::V,съблека,тайлах
1461,anziehen::V,облека,өмсөх
1462,sich anziehen::V,облека се,хувцаслах
1463,kämmen::V,реша,самнах
1464,kämmen::V,вчеша,самнах
1465,schmücken::V,накича,гоёх
1466,schmücken::V,накича,чимэх
1467,sagen::V,кажа,гэх
1468,sagen::V,кажа,хэлэх
1469,sprechen::V,говоря,ярих
1470,sprechen::V,говоря,өгүүлэх
1471,reden::V,говоря,хэлэх
1472,reden::V,говоря,хөөрөлдөх
1473,sich unterhalten::V,разговарям,ярилцах
1474,fragen::V,запитам,асуух
1475,bitten::V,моля,гуйх
1476,erzählen::V,разкажа,өгүүлэх
1477,mitteilen::V,съобщя,дуулгах
1478,mitteilen::V,съобщя,мэдээлэх
1479,nennen::V,нарека,нэрлэх
1480,rufen::V,викам,дуудах
1481,rufen::V,повикам,дуудах
1482,prahlen::V,хваля се,бардах
1483,prahlen::V,хваля се,сайрхах
1484,übersetzen::V,преведа,орчуулах
1485,denken::V,мисля,санах
1486,glauben::V,вярвам,итгэх
1487,bemerken::V,забележа,ажих
1488,bemerken::V,забележа,ажиглах
1489,erkennen::V,позная,таних
1490,begreifen::V,схвана,ойлгох
1491,verstehen::V,разбера,мэдэж авах
1492,lernen::V,уча се,сурах
1493,wissen::V,зная,мэдэх
1494,sich erinnern an::V,спомня си за,дурсах
1495,vergessen::V,забравя,мартах
1496,messen::V,меря,хэмжих
1497,zählen::V,броя,тоолох
1498,rechnen::V,сметна,тооцоох
1499,lesen::V,чета,унших
1500,malen::V,рисувам,зурах
1501,zeichnen::V,рисувам,дүрслэн бичих
1502,schreiben::V,пиша,бичих
1503,besitzen::V,имам,эзэмших
1504,besitzen::V,притежавам,эзэмших
1505,kaufen::V,купя,худалдан авах
1506,kaufen::V,купувам,худалдан авах
1507,verkaufen::V,продам,худалдах
1508,bezahlen::V,заплатя,төлөх
1509,zahlen::V,платя,төлөх
1510,beherrschen::V,владея,эзэмших
1511,ertragen::V,понеса,тэсэх
1512,Platte::N,,хавтан
1513,Stütze::N,,тулгуур
1514,Stütze::N,,тулга
1515,stehlen::V,,хулгайлах
