,Concept_ID,lez,ce
768,untergehen[Sonne]::V,акӏун,чубуза
769,scheinen[Sonne]::V,ишигь гун,серло яла
770,donnern::V,къукърумар авун,къекъа
771,strömen::V,авахьун,эха
772,fließen::V,авахьун,охьаэха
773,sich drehen::V,элкъуьн,хьийза
774,schwanken::V,юзун,леста
775,schwingen::V,галтад хьун,лесто
776,fallen::V,аватун,охьакхета
777,brennen::V,кун,дага
778,brennen::V,ккун,дага
779,regnen::V,къун,догlа догlу
780,gefrieren::V,муркӏади кьун,гӏоро
781,tauen::V,цӏурун,даша
782,schmelzen::V,цӏурун,лала
783,trocknen::V,кьурун,дакъо
784,sieden::V,ругун,кхехка
785,faulen::V,кутӏун,дахкадала
786,verfaulen::V,чуьруьтмиш хьун,дахкадала
787,verfaulen::V,кутӏун,дахкадала
788,reißen::V,атӏун,хеда
789,reißen::V,къазунун,хеда
790,versinken::V,батмиш хьун,хичудаха
791,vergehen::V,алатун,дlаэха
792,erscheinen::V,майдандиз акъатун,схьадала
793,erscheinen::V,майдандиз акъатун,ӏоттадала
794,verschwinden::V,квахьун,къайладала
795,sinken::V,элекьун,лахдала
796,abnehmen::V,тӏимил хьун,
797,abnehmen::V,гъвечӏи хьун,
798,zunehmen::V,артух хьун,лакхадала
799,steigen::V,хкаж хьун,хьаладала
800,wachsen::V,экъечӏун,кхиа
801,glänzen::V,цӏарцӏар гун,лепа
802,funkeln::V,нур гун,къега
803,lärmen::V,ван авун,гӏовгӏаян
804,läuten::V,зенг ягъун,детта
805,klingeln::V,зенг ягъун,дека
806,klirren::V,зигринг авун,дека
807,brausen::V,къати хьун,хьаьдда даха
808,rauschen::V,вишриш авун,леста
809,klingen::V,ван авун,дека
810,bellen::V,элуькьун,лета
811,heulen::V,къув ягъун,угӏа
812,blasen::V,уф гун,хӏуп баха
813,pfeifen::V,уьфт ягъун,шок етта
814,schreien::V,гьараюн,мохь бетта
815,stöhnen::V,суза авун,узарш дан
816,zittern::V,зурзун,дега
817,leben::V,яшамиш хьун,даха
818,geboren werden::V,хьун,хила
819,atmen::V,нефес чӏугун,садеӏа
820,trinken::V,хъун,мала
821,essen::V,тӏуьн,кхалла
822,schlucken::V,туькьуьнун,къурдбан
823,müde werden::V,галатун,кӏаддала
824,müde werden::V,юргъун хьун,кӏаддала
825,einschlafen::V,ксун,наб кхета
826,schlafen::V,ксун,вижа
827,schlafen::V,ксун,наб ян
828,schlafen::V,ксун,дижина хила
829,aufwachen::V,ахварай аватун,самадала
830,aufstehen::V,къарагъун,гӏатта
831,sich erholen::V,ял ягъун,садаӏа
832,krank werden::V,кефсуз хьун,цомгуш хила
833,krank sein::V,тӏа хьун,цомгуш хила
834,schmerzen::V,тӏа хьун,лаза
835,schmerzen::V,тӏа хьун,ӏийжа
836,husten::V,уьгьуь ягъун,йовхарш етта
837,genesen::V,сагъ хъхьун,тадала
838,sterben::V,кьин,дала
839,umkommen::V,терг хьун,хӏаллакхила
840,sich bewegen::V,юзун,лела
841,sich rühren::V,юзун,меттахъхьен
842,sich erheben::V,къарагъун,хьалагlатта
843,sich setzen::V,ацукьун,хаа
844,hinfallen::V,алукьун,дожа
845,hinfallen::V,алукьун,охьакхета
846,laufen::V,къекъуьн,вада
847,laufen::V,къекъуьн,хьада
848,schreiten::V,ккамар къачун,болар дан
849,schreiten::V,ккамар къачун,ког баккха
850,spazierengehen::V,сейр авун,доладала
851,eilen::V,тади авун,сихдала
852,sich beeilen::V,гьерекатун,сихдала
853,sausen::V,чкурун,
854,rennen::V,катун,дада
855,rennen::V,зверун,дада
856,springen::V,хкадарун,ирхкхийсадала
857,klettern::V,акьахун,тӏедийла
858,kriechen::V,капаралди фин,такха
859,schwimmen::V,сирнав авун,некадан
860,tauchen::V,кьилихъди циз вегьин,чулелха
861,rudern::V,кьусуйралди лодка гьалун,дига лело
862,rudern::V,кьусуйралди лодка гьалун,кема лело
863,rudern::V,цуьруьгъуьлдалди кӏватӏун,дига лело
864,rudern::V,цуьруьгъуьлдалди кӏватӏун,кема лело
865,fahren::V,фин,хахка
866,fliegen::V,лув гун,тӏемадала
867,fliegen::V,цавай фин,тӏемадала
868,gehen::V,фин,лeла
869,weggehen::V,хъфин,дӏадаха
870,abfahren::V,фин,дӏадаха
871,abfahren::V,рекье гьатун,дӏадаха
872,anhalten::V,акъвазун,саца
873,hineingehen::V,гьахьун,чудала
874,eintreten::V,гьахьун,чудала
875,kommen::V,атун,кхача
876,kommen::V,атун,дӏакхача
877,kommen::V,атун,схьакхача
878,ankommen::V,атун,кхача
879,ankommen::V,атун,схьакхача
880,zurückkommen::V,хтун,юхада
881,bleiben::V,амукьун,диса
882,warten::V,гуьзлемишун,хьежа
883,warten::V,гуьзлемишун,cобар дан
884,erwarten::V,вил алаз акъвазун,хьоьжуш ӏан
885,suchen::V,къекъуьн,леха
886,finden::V,жугъун,каро
887,versuchen::V,алахъун,дан хьажа
888,vorbereiten::V,гьазурун,кечъян
889,lieben::V,кӏан хьун,деза
890,mögen::V,рикӏ ацукьун,безамхила
891,lachen::V,хъуьруьн,дела
892,weinen::V,шехьун,делха
893,schimpfen::V,сеперар гун,чехо
894,schimpfen::V,экъуьгъунар авун,чехо
895,sich ärgern::V,хъел акатун,оьгӏазъэха
896,sich fürchten::V,кичӏе хьун,кхера
897,fürchten::V,къурхутмиш хьун,кхера
898,fliehen::V,катун,дӏадада
899,flüchten::V,катун,дӏадада
900,sehen::V,акун,ган
901,anschauen::V,вил вегьин,хьажа
902,anschauen::V,вил вегьин,хьежа
903,ansehen::V,килигун,хьовса
904,hören::V,ван хьун,хаза
905,zuhören::V,яб гун,ладогӏа
906,probieren::V,дад акун,хьажа
907,riechen::V,ни чӏугун,хьожа яха
908,fühlen::V,гьисс авун,хаадала
909,frieren::V,кьун,гӏоро
910,frieren::V,мекьи хьун,гӏоро
911,tun::V,авун,дан
912,können::V,хьун,дадала
913,können::V,акъакьун,дадала
914,wollen::V,кӏан хьун,тӏергӏа
915,anfangen::V,башламишун,доло
916,beenden::V,куьтягьун,довла
917,aufhören::V,акъвазун,саца
918,gelingen::V,арадал атун,кадала
919,geraten::V,акъатун,хила
920,öffnen::V,ахъаюн,дӏаделла
921,öffnen::V,ахъаюн,схьаделла
922,schließen::V,акьалун,къовла
923,schließen::V,акьалун,дӏачӏагӏа
924,stellen::V,эцигун,хlотто
925,setzen::V,ацукьарун,дийгӏа
926,legen::V,эцигун,охьадилла
927,berühren::V,хкӏурун,хьедан
928,verbinden::V,гилигун,вовшахтаса
929,bedecken::V,кӏевун,тилла
930,bedecken::V,кӏевун,тӏетаса
931,aufhängen::V,куьрсарун,хьалаолла
932,anzünden::V,куькӏуьрун,лато
933,aufheben::V,хкажун,айа
934,zurücklassen::V,тун,дита
935,verlieren::V,квадарун,дайа
936,fallen lassen::V,авадрун,охьадожо
937,machen::V,авун,дан
938,machen::V,кар авун,дан
939,herstellen::V,расун,дан
940,bauen::V,туькӏуьрун,гӏишлоян
941,reparieren::V,расун,тадан
942,verbessern::V,хъсанрун,нисдан
943,ändern::V,табдил авун,хийца
944,graben::V,эгъуьнун,ахка
945,beugen::V,акӏажарун,сатто
946,beugen::V,кангур авун,сатто
947,biegen::V,патахъарун,сатто
948,drehen::V,алчударун,хьовзо
949,umdrehen::V,элкъуьрун,хьовзo
950,heben::V,хкажун,айа
951,heben::V,хкажун,хьалаайа
952,hochheben::V,хкажун,хьалаайа
953,ergreifen::V,агалчна кьун,дӏалаца
954,halten::V,кьун,латто
955,drücken::V,чуькьуьн,тӏетаӏо
956,schieben::V,хуртӏ гун,татта
957,kratzen::V,къадгъунун,мӏараш тийса
958,lecken::V,мез гун,мотт хьекха
959,beißen::V,кӏасун,катoха
960,abreißen::V,галудун,схьадаккха
961,abschneiden::V,атӏун,кхада
962,stecken::V,сухун,чудахийта
963,brechen::V,хун,кагдан
964,brechen::V,кукӏварун,кагдан
965,klopfen::V,тахъ-тахъ авун,детта
966,hauen::V,ягъун,етта
967,kleben::V,алкӏурун,тӏелато
968,kleben::V,кукӏурун,тӏелато
969,reiben::V,тӏушунун,хьекхо
970,streichen::V,алтадун,тlехьакха
971,schleifen::V,кӏвенкӏв авун,ирдан
972,schneiden::V,атӏун,ларга
973,rütteln::V,къарсурун,лесто
974,schütteln::V,къарсурун,лесто
975,schwenken::V,элягъун,лесто
976,schwenken::V,галтадун,лесто
977,schütten::V,цун,дотта
978,füllen::V,ацӏурун,дуза
979,einwickeln::V,кутун,хьарчо
980,einwickeln::V,элкъуьрун,хьарчо
981,tragen::V,тухун,дахьа
982,schleppen::V,галчӏурун,ийзо
983,ziehen::V,ялун,озо
984,ziehen::V,чӏугун,озо
985,aufbewahren::V,хуьн,ӏалашдан
986,werfen::V,гадрун,кхосса
987,fangen::V,кьун,леца
988,packen::V,кьун,леца
989,verstecken::V,кӏевун,къайладаккха
990,teilen::V,паюн,декъа
991,schicken::V,ракъурун,дӏадахьийта
992,bringen::V,гъун,дан
993,hinzufügen::V,алава авун,тӏетоха
994,bekommen::V,къачун,даккха
995,bekommen::V,жугъурун,даккха
996,erhalten::V,къачун,даккха
997,nehmen::V,къачун,схьаэца
998,wählen::V,хкягъун,харжа
999,auswählen::V,хкягъун,харжа
1000,bewahren::V,хуьн,lалашдан
1001,behindern::V,манийвал авун,новкъарло ян
1002,verderben::V,чӏурун,талхо
1003,beschädigen::V,нукьсанвал гун,дохо
1004,zerbrechen::V,хун,дохо
1005,zerbrechen::V,хун,кагдан
1006,zerreißen::V,къазунун,хадо
1007,zerstören::V,чӏурун,дохо
1008,zerstören::V,чӏурун,кагдан
1009,zerstören::V,барбатӏун,дохо
1010,zerstören::V,барбатӏун,кагдан
1011,verbrennen::V,ккун,даго
1012,geben::V,гун,яла
1013,reichen::V,вугун,дӏадала
1014,reichen::V,вугун,дӏакховдо
1015,reichen::V,гун,дӏадала
1016,reichen::V,гун,дӏакховдо
1017,schenken::V,пишкеш авун,совгӏат дан
1018,versprechen::V,гаф гун,ваӏда дан
1019,wünschen::V,дуьа авун,лаа
1020,loben::V,тариф авун,хасто
1021,küssen::V,темен гун,оба яккха
1022,wiegen::V,эчӏягъун,тахка
1023,zudecken::V,гьалдун,тӏетаса
1024,wecken::V,ахварай авудун,самадаккха
1025,zeigen::V,къалурун,гайта
1026,führen::V,тухун,дига
1027,lehren::V,кӏелиз тун,ӏамо
1028,unterrichten::V,тарс гун,хьеха
1029,aufziehen::V,тербия гун,кхио
1030,aufziehen::V,тербияламишун,кхио
1031,leiten::V,идара авун,урхалла дан
1032,antreiben::V,тади кутун,сихдан
1033,einladen::V,теклиф авун,кхайкха
1034,vereinigen::V,сад авун,цхьаьнатоха
1035,besuchen::V,кьилив атун,хьажахIотта
1036,treffen::V,гьалтун,дуьхьалкхета
1037,sich versammeln::V,алтӏушун,гулдан
1038,spielen::V,къугъун,ловза
1039,singen::V,лугьун,лакха
1040,singen::V,мани лугьун,лакха
1041,tanzen::V,кьуьл авун,хелхадала
1042,sich trennen::V,къакъатун,къаста
1043,verlassen::V,гъил къачун,дита
1044,retten::V,къутармишун,кӏелхьардаккха
1045,bewachen::V,хуьн,ха дан
1046,schützen::V,хуьн,лардан
1047,verteidigen::V,хуьн,лардан
1048,sich schlagen::V,кукӏун,етта
1049,schießen::V,акъатун,детта
1050,siegen::V,гъалиб хьун,тола
1051,ärgern::V,хъел гъун,оьгӏаздахийта
1052,ärgern::V,хъел кутун,оьгӏаздахийта
1053,schlagen::V,ягъун,тоха
1054,schlagen::V,галукьарун,тоха
1055,treten::V,кьуьл къекъягъун,мийра тоха
1056,treten::V,кьуьл эцягъун,мийра тоха
1057,stechen::V,акьадарун,ӏотта
1058,stechen::V,акьадарун,къовзо
1059,stoßen::V,эцягъун,татта
1060,stehlen::V,чуьнуьхун,лачкъо
1061,stören::V,хкуьрун,новкъарло ян
1062,belästigen::V,хкуьрун,сагатдан
1063,belästigen::V,азият гун,сагатдан
1064,verbergen::V,далдаламишун,къайладаккха
1065,täuschen::V,алцурарун,ӏexo
1066,täuschen::V,алцуррун,ӏexo
1067,betrügen::V,алцурарун,ледан
1068,betrügen::V,гьарамзадавал авун,ледан
1069,töten::V,яна кьин,ден
1070,wohnen::V,дуланмиш хьун,даха
1071,arbeiten::V,кӏвалахун,къахьега
1072,arbeiten::V,кӏвалах авун,къахьега
1073,sammeln::V,кӏватӏун,гулдан
1074,pflücken::V,атӏун,даха
1075,jagen::V,гъуьрч авун,талла
1076,fischen::V,гъетер кьун,чӏерий леца
1077,fassen::V,кьун,лаца
1078,fassen::V,кьун,схьалаца
1079,hüten::V,чӏура хуьн,лардан
1080,treiben::V,гьалун,лахка
1081,anbinden::V,акалун,дӏадехка
1082,füttern::V,ем гун,хӏума яла
1083,melken::V,ацун,оза
1084,hacken::V,куьткуьнун,
1085,gießen::V,яд гун,хи тоха
1086,reifen::V,чурун,хьекъа
1087,reifen::V,агакьун,хьекъа
1088,zubereiten::V,гьазурун,кечъян
1089,zubereiten::V,гьазурун,кхача бан
1090,kochen::V,ругун,кхача бан
1091,backen::V,чурун,датта
1092,braten::V,чурун,кхарза
1093,umrühren::V,какадарун,кего
1094,stricken::V,хурун,
1095,nähen::V,цун,тега
1096,färben::V,шир ягъун,басардан
1097,reinigen::V,михьун,цӏандан
1098,waschen::V,чуьхуьн,йила
1099,waschen::V,чуьхуьн,йитта
1100,waschen::V,чуьхуьн,дӏадайа
1101,abwischen::V,гуьцӏун,дӏадайа
1102,spülen::V,экъуьрун,хи кхарза
1103,fegen::V,шуткун,нуй хьакха
1104,kehren::V,кул алтадун,нуй хьакха
1105,baden::V,эхъуьн,лийча
1106,sich waschen::V,жендек чуьхуьн,юьхь йила
1107,ausziehen::V,хутӏунун,духар дӏадаккха
1108,ausziehen::V,галудун,духар дӏадаккха
1109,anziehen::V,алукӏун,
1110,sich anziehen::V,алукӏун,духа
1111,sich anziehen::V,парталар алукӏун,духа
1112,kämmen::V,эвягъун,ехк хьакха
1113,schmücken::V,безетмишун,хаздан
1114,schmücken::V,гуьрчегарун,хаздан
1115,sagen::V,лугьун,ала
1116,sprechen::V,рахун,баха
1117,sprechen::V,рахун,мотт бийца
1118,reden::V,рахун,къамел дан
1119,sich unterhalten::V,ихтилат авун,къамел дан
1120,fragen::V,жузун,хатта
1121,bitten::V,тӏалабун,деха
1122,erzählen::V,ахъаюн,дийца
1123,mitteilen::V,хабар гун,хаам бан
1124,nennen::V,тӏвар гун,цӏе яккха
1125,rufen::V,эверун,кхайкха
1126,prahlen::V,яцӏу гафар авун,куралла ян
1127,prahlen::V,яцӏу гафар авун,дозалла дан
1128,übersetzen::V,таржума авун,гоч дан
1129,übersetzen::V,гафладун,гоч дан
1130,denken::V,фикир авун,ойла ян
1131,glauben::V,агъун,теша
1132,bemerken::V,фикир гун,ган
1133,begreifen::V,гъавурда акьун,кхета
1134,lernen::V,кӏелун,деша
1135,wissen::V,чир хьун,хаа
1136,wissen::V,чирхьун,хаа
1137,sich erinnern an::V,рикӏел хуьн,дагадан
1138,vergessen::V,рикӏелай фин,дицдала
1139,vergessen::V,рикӏелай алатун,дицдала
1140,messen::V,алцумун,дуста
1141,zählen::V,гьисабун,дагардан
1142,rechnen::V,гьисабун,лара
1143,lesen::V,кӏелун,еша
1144,malen::V,кхьин,сурт дилла
1145,malen::V,шикилар чӏугун,сурт дилла
1146,zeichnen::V,чӏугун,сурт дилла
1147,schreiben::V,кхьин,яздан
1148,besitzen::V,иеси хьун,доладан
1149,kaufen::V,къачун,эца
1150,kaufen::V,маса къачун,эца
1151,verkaufen::V,гун,дохка
1152,verkaufen::V,маса гун,дохка
1153,bezahlen::V,къимет гун,мах бала
1154,bezahlen::V,эвезда авун,мах бала
1155,bezahlen::V,гьакъи агакьрун,мах бала
1156,zahlen::V,къимет гун,мах бала
1157,zahlen::V,эвезда авун,мах бала
1158,zahlen::V,гьакъи агакьрун,мах бала
1159,beherrschen::V,иеси хьун,собаре хила
1160,ertragen::V,таб гун,лан
1161,ertragen::V,таб гун,сатоха
1162,ertragen::V,таб гун,садетта
1163,Oberschenkel::N,,варе
1164,Strömung::N,,дӏаэхар
1165,Strömung::N,,дӏасалелар
1166,Moor::N,,уьшал
1167,Gedächtnis::N,,диццадалар
1168,Ski::N,,когсалаз
1169,Platte::N,,у
1170,Leine::N,,кочатосу доьхка
1171,Geschäft::N,,туька
1172,dick[Gegenstand]::A,,стомма
1173,auf einmal::ADV,,цу сохьтта
1174,zurück::ADV,,юха
1175,wieder::ADV,,юха а
1176,wehen::V,,хьекха
1177,rauchen::V,,оза
1178,schaukeln::V,,техко
1179,rühren::V,,хьедан
1180,scheinen::V,,мотта
1181,zu sehen sein::V,,гуш хила
1182,vernehmen::V,,бартхатта
1183,binden::V,,дӏадехка
1184,binden::V,,вовшахтаса
1185,lassen::V,,-йта
1186,erkennen::V,,довза
1187,verstehen::V,,кхета
