,Concept_ID,ce,et
800,reißen::V,хеда,rebenema
801,versinken::V,хичудаха,uppuma
802,vergehen::V,дlаэха,mööduma
803,erscheinen::V,схьадала,ilmuma
804,erscheinen::V,ӏоттадала,ilmuma
805,verschwinden::V,къайладала,kaduma
806,sinken::V,лахдала,vajuma
807,sinken::V,лахдала,langema
808,zunehmen::V,лакхадала,kasvama
809,steigen::V,хьаладала,tõusma
810,steigen::V,хьаладала,üles minema
811,wachsen::V,кхиа,kasvama
812,glänzen::V,лепа,läikimä
813,funkeln::V,къега,sädelema
814,lärmen::V,гӏовгӏаян,lärmama
815,läuten::V,детта,helisema
816,klingeln::V,дека,helisema
817,klirren::V,дека,kõlisema
818,brausen::V,хьаьдда даха,kohisema
819,rauschen::V,леста,kohisema
820,klingen::V,дека,kõlama
821,bellen::V,лета,haukuma
822,heulen::V,угӏа,uluma
823,blasen::V,хӏуп баха,puhuma
824,pfeifen::V,шок етта,vilistama
825,schreien::V,мохь бетта,karjuma
826,stöhnen::V,узарш дан,oigama
827,zittern::V,дега,värisema
828,leben::V,даха,elama
829,leben::V,даха,elus olema
830,geboren werden::V,хила,sündima
831,atmen::V,садеӏа,hingama
832,trinken::V,мала,jooma
833,essen::V,кхалла,sööma
834,schlucken::V,къурдбан,neelama
835,müde werden::V,кӏаддала,väsima
836,einschlafen::V,наб кхета,uinuma
837,schlafen::V,вижа,magama
838,schlafen::V,наб ян,magama
839,schlafen::V,дижина хила,magama
840,aufwachen::V,самадала,ärkama
841,aufstehen::V,гӏатта,ärkama
842,aufstehen::V,гӏатта,üles tõusma
843,sich erholen::V,садаӏа,puhkama
844,krank werden::V,цомгуш хила,haigestuma
845,krank werden::V,цомгуш хила,haigeks jääma
846,krank sein::V,цомгуш хила,haige olema
847,schmerzen::V,лаза,valutama
848,schmerzen::V,ӏийжа,valutama
849,husten::V,йовхарш етта,köhima
850,genesen::V,тадала,toibuma
851,sterben::V,дала,surema
852,umkommen::V,хӏаллакхила,surma saama
853,sich bewegen::V,лела,liikuma
854,sich rühren::V,меттахъхьен,liikuma
855,sich erheben::V,хьалагlатта,kerkima
856,sich setzen::V,хаа,istet võtma
857,hinfallen::V,дожа,kukkuma
858,hinfallen::V,дожа,maha kukkuma
859,hinfallen::V,охьакхета,kukkuma
860,hinfallen::V,охьакхета,maha kukkuma
861,laufen::V,вада,kõndima
862,laufen::V,хьада,kõndima
863,schreiten::V,болар дан,astuma
864,schreiten::V,ког баккха,astuma
865,spazierengehen::V,доладала,jalutama
866,eilen::V,сихдала,ruttama
867,eilen::V,сихдала,kiirustama
868,sich beeilen::V,сихдала,ruttama
869,sich beeilen::V,сихдала,kiirustama
870,rennen::V,дада,jooksma
871,rennen::V,дада,kihutama
872,springen::V,ирхкхийсадала,hüppama
873,klettern::V,тӏедийла,ronima
874,schaukeln::V,техко,kiikuma
875,kriechen::V,такха,roomama
876,schwimmen::V,некадан,ujuma
877,tauchen::V,чулелха,sukelduma
878,rudern::V,дига лело,sõudma
879,rudern::V,кема лело,sõudma
880,fahren::V,хахка,sõitma
881,fliegen::V,тӏемадала,lendama
882,gehen::V,лeла,käima
883,gehen::V,лeла,minema
884,weggehen::V,дӏадаха,ära minema
885,weggehen::V,дӏадаха,välja minema
886,abfahren::V,дӏадаха,väljuma
887,abfahren::V,дӏадаха,ära sõitma
888,anhalten::V,саца,peatuma
889,hineingehen::V,чудала,sisenema
890,hineingehen::V,чудала,sisse minema
891,eintreten::V,чудала,sisenema
892,eintreten::V,чудала,sisse astuma
893,kommen::V,кхача,tulema
894,kommen::V,дӏакхача,tulema
895,kommen::V,схьакхача,tulema
896,ankommen::V,кхача,saabuma
897,ankommen::V,схьакхача,saabuma
898,zurückkommen::V,юхада,tagasi tulema
899,bleiben::V,диса,jääma
900,warten::V,хьежа,ootama
901,warten::V,cобар дан,ootama
902,erwarten::V,хьоьжуш ӏан,ootama
903,erwarten::V,хьоьжуш ӏан,lootma
904,suchen::V,леха,otsima
905,finden::V,каро,leidma
906,versuchen::V,дан хьажа,püüdma
907,versuchen::V,дан хьажа,üritama
908,versuchen::V,дан хьажа,katsetama
909,vorbereiten::V,кечъян,valmistama
910,lieben::V,деза,armastama
911,mögen::V,безамхила,sallima
912,mögen::V,безамхила,meeldima
913,lachen::V,дела,naerma
914,rühren::V,хьедан,liigutama
915,rühren::V,хьедан,heldima panema
916,weinen::V,делха,nutma
917,schimpfen::V,чехо,sõimama
918,sich ärgern::V,оьгӏазъэха,ärrituma
919,sich ärgern::V,оьгӏазъэха,vihastuma
920,sich fürchten::V,кхера,kartma
921,sich fürchten::V,кхера,hirmu tundma
922,fürchten::V,кхера,kartma
923,fliehen::V,дӏадада,põgenema
924,flüchten::V,дӏадада,põgenema
925,sehen::V,ган,nägema
926,anschauen::V,хьажа,vaatama
927,anschauen::V,хьежа,vaatama
928,ansehen::V,хьовса,vaatama
929,hören::V,хаза,kuulma
930,zuhören::V,ладогӏа,kuulama
931,probieren::V,хьажа,proovima
932,riechen::V,хьожа яха,nuusutama
933,fühlen::V,хаадала,tundma
934,scheinen::V,мотта,näida
935,scheinen::V,мотта,ilmuda
936,zu sehen sein::V,гуш хила,ilmuma
937,vernehmen::V,бартхатта,üle kuulama
938,frieren::V,гӏоро,külmetada
939,tun::V,дан,tegema
940,können::V,дадала,võima
941,können::V,дадала,oskama
942,wollen::V,тӏергӏа,tahtma
943,anfangen::V,доло,hakkama
944,anfangen::V,доло,alustama
945,beenden::V,довла,lõpetama
946,aufhören::V,саца,lakkama
947,gelingen::V,кадала,õnnestuma
948,geraten::V,хила,jõudma
949,öffnen::V,дӏаделла,avama
950,öffnen::V,схьаделла,avama
951,schließen::V,къовла,sulgema
952,schließen::V,дӏачӏагӏа,sulgema
953,stellen::V,хlотто,panema
954,stellen::V,хlотто,asetama
955,setzen::V,дийгӏа,panema
956,legen::V,охьадилла,panema
957,legen::V,охьадилла,asetama
958,berühren::V,хьедан,riivama
959,berühren::V,хьедан,puudutama
960,verbinden::V,вовшахтаса,ühendama
961,bedecken::V,тилла,katma
962,bedecken::V,тӏетаса,katma
963,aufhängen::V,хьалаолла,riputama
964,anzünden::V,лато,süütama
965,aufheben::V,айа,üles tõstma
966,zurücklassen::V,дита,jätma
967,verlieren::V,дайа,kaotama
968,fallen lassen::V,охьадожо,maha pillama
969,fallen lassen::V,охьадожо,kukkuda laskma
970,machen::V,дан,tegema
971,herstellen::V,дан,valmistama
972,bauen::V,гӏишлоян,ehitama
973,reparieren::V,тадан,parandama
974,verbessern::V,нисдан,parandama
975,ändern::V,хийца,muutma
976,ändern::V,хийца,ümber tegema
977,graben::V,ахка,kaevama
978,beugen::V,сатто,painutama
979,biegen::V,сатто,painutama
980,drehen::V,хьовзо,keerama
981,umdrehen::V,хьовзo,ümber keerama
982,heben::V,айа,tõstma
983,heben::V,хьалаайа,tõstma
984,hochheben::V,хьалаайа,üles tõstma
985,hochheben::V,хьалаайа,kõrgele tõstma
986,ergreifen::V,дӏалаца,haarama
987,halten::V,латто,hoidma
988,drücken::V,тӏетаӏо,pigistama
989,schieben::V,татта,lükkama
990,kratzen::V,мӏараш тийса,kraapima
991,lecken::V,мотт хьекха,lakkuma
992,beißen::V,катoха,purema
993,beißen::V,катoха,hammustama
994,abreißen::V,схьадаккха,rebima
995,abreißen::V,схьадаккха,ära rebima
996,abschneiden::V,кхада,ära lõikama
997,binden::V,дӏадехка,siduma
998,binden::V,вовшахтаса,siduma
999,stecken::V,чудахийта,pistma
1000,brechen::V,кагдан,murdma
1001,klopfen::V,детта,koputama
1002,hauen::V,етта,lööma
1003,kleben::V,тӏелато,kleepima
1004,reiben::V,хьекхо,hõõruma
1005,streichen::V,тlехьакха,silitama
1006,schleifen::V,ирдан,lihvima
1007,schleifen::V,ирдан,teritama
1008,schneiden::V,ларга,lõikama
1009,rütteln::V,лесто,raputama
1010,schütteln::V,лесто,raputama
1011,schütteln::V,лесто,loksutama
1012,schwenken::V,лесто,vehkima
1013,schwenken::V,лесто,lehvitama
1014,schütten::V,дотта,kallama
1015,füllen::V,дуза,täitma
1016,einwickeln::V,хьарчо,sisse mähkima
1017,tragen::V,дахьа,kandma
1018,schleppen::V,ийзо,tassima
1019,schleppen::V,ийзо,lohistama
1020,ziehen::V,озо,vedama
1021,ziehen::V,озо,tõmbama
1022,aufbewahren::V,ӏалашдан,säilitama
1023,aufbewahren::V,ӏалашдан,alal hoidma
1024,werfen::V,кхосса,viskama
1025,fangen::V,леца,püüdma
1026,packen::V,леца,kinni haarama
1027,packen::V,леца,kinni võtma
1028,verstecken::V,къайладаккха,peitma
1029,teilen::V,декъа,jagama
1030,teilen::V,декъа,jaotama
1031,schicken::V,дӏадахьийта,saatma
1032,bringen::V,дан,viima
1033,hinzufügen::V,тӏетоха,lisama
1034,bekommen::V,даккха,saama
1035,erhalten::V,даккха,saama
1036,nehmen::V,схьаэца,võtma
1037,wählen::V,харжа,valima
1038,auswählen::V,харжа,valima
1039,bewahren::V,lалашдан,hoidma
1040,behindern::V,новкъарло ян,takistama
1041,verderben::V,талхо,rikkuma
1042,beschädigen::V,дохо,rikkuma
1043,zerbrechen::V,дохо,katki tegema
1044,zerbrechen::V,кагдан,katki tegema
1045,zerreißen::V,хадо,katki rebima
1046,zerstören::V,дохо,purustama
1047,zerstören::V,кагдан,purustama
1048,verbrennen::V,даго,põletama
1049,geben::V,яла,andma
1050,reichen::V,дӏадала,andma
1051,reichen::V,дӏадала,ulatama
1052,reichen::V,дӏакховдо,andma
1053,reichen::V,дӏакховдо,ulatama
1054,schenken::V,совгӏат дан,kinkima
1055,versprechen::V,ваӏда дан,lubama
1056,versprechen::V,ваӏда дан,tõotama
1057,wünschen::V,лаа,soovima
1058,loben::V,хасто,kiitma
1059,küssen::V,оба яккха,suudlema
1060,wiegen::V,тахка,hällitama
1061,zudecken::V,тӏетаса,kaanetama
1062,zudecken::V,тӏетаса,kinni katma
1063,wecken::V,самадаккха,äratama
1064,zeigen::V,гайта,näitama
1065,führen::V,дига,juhatama
1066,lehren::V,ӏамо,õpetama
1067,unterrichten::V,хьеха,õpetama
1068,aufziehen::V,кхио,üles kasvatama
1069,leiten::V,урхалла дан,juhtima
1070,antreiben::V,сихдан,ergutama
1071,lassen::V,-йта,laskma
1072,einladen::V,кхайкха,kutsuma
1073,vereinigen::V,цхьаьнатоха,ühendama
1074,besuchen::V,хьажахIотта,külastama
1075,treffen::V,дуьхьалкхета,kohtama
1076,sich versammeln::V,гулдан,kogunema
1077,spielen::V,ловза,mängima
1078,singen::V,лакха,laulma
1079,tanzen::V,хелхадала,tantsima
1080,sich trennen::V,къаста,lahku minema
1081,verlassen::V,дита,maha jätma
1082,retten::V,кӏелхьардаккха,päästma
1083,bewachen::V,ха дан,valvama
1084,schützen::V,лардан,kaitsma
1085,verteidigen::V,лардан,kaitsma
1086,sich schlagen::V,етта,kaklema
1087,schießen::V,детта,tulistama
1088,siegen::V,тола,võitma
1089,ärgern::V,оьгӏаздахийта,ärritama
1090,ärgern::V,оьгӏаздахийта,vihastama
1091,schlagen::V,тоха,lööma
1092,treten::V,мийра тоха,sõtkuma
1093,stechen::V,ӏотта,pistma
1094,stechen::V,ӏотта,torkama
1095,stechen::V,къовзо,pistma
1096,stechen::V,къовзо,torkama
1097,stoßen::V,татта,tõukama
1098,stehlen::V,лачкъо,varastama
1099,stören::V,новкъарло ян,segama
1100,stören::V,новкъарло ян,häirima
1101,belästigen::V,сагатдан,ahistama
1102,verbergen::V,къайладаккха,peitma
1103,verbergen::V,къайладаккха,varjama
1104,täuschen::V,ӏexo,petma
1105,täuschen::V,ӏexo,tüssama
1106,betrügen::V,ледан,petma
1107,betrügen::V,ледан,tüssama
1108,betrügen::V,ледан,truudust murtma
1109,töten::V,ден,tapma
1110,töten::V,ден,surmama
1111,wohnen::V,даха,elama
1112,arbeiten::V,къахьега,töötama
1113,sammeln::V,гулдан,koguma
1114,sammeln::V,гулдан,korjama
1115,pflücken::V,даха,noppima
1116,jagen::V,талла,jahtima
1117,fischen::V,чӏерий леца,kalastama
1118,fischen::V,чӏерий леца,kala püüdma
1119,fassen::V,лаца,püüdma
1120,fassen::V,схьалаца,püüdma
1121,hüten::V,лардан,karjatama
1122,treiben::V,лахка,ajama
1123,anbinden::V,дӏадехка,kinni siduma
1124,füttern::V,хӏума яла,söötma
1125,melken::V,оза,lüpsma
1126,gießen::V,хи тоха,kastma
1127,reifen::V,хьекъа,valmima
1128,zubereiten::V,кечъян,valmistama
1129,zubereiten::V,кхача бан,valmistama
1130,kochen::V,кхача бан,keetma
1131,backen::V,датта,küpsetama
1132,braten::V,кхарза,praadima
1133,umrühren::V,кего,segama
1134,nähen::V,тега,õmblema
1135,färben::V,басардан,värvima
1136,reinigen::V,цӏандан,puhastama
1137,waschen::V,йила,pesema
1138,waschen::V,йитта,pesema
1139,waschen::V,дӏадайа,pesema
1140,abwischen::V,дӏадайа,puhtaks pühkima
1141,spülen::V,хи кхарза,uhtma
1142,fegen::V,нуй хьакха,pühkima
1143,kehren::V,нуй хьакха,pühkima
1144,baden::V,лийча,suplema
1145,baden::V,лийча,kümblema
1146,sich waschen::V,юьхь йила,end pesema
1147,ausziehen::V,духар дӏадаккха,käest võtma
1148,ausziehen::V,духар дӏадаккха,jalast võtma
1149,ausziehen::V,духар дӏадаккха,seljast võtma
1150,sich anziehen::V,духа,riietuma
1151,kämmen::V,ехк хьакха,kammima
1152,schmücken::V,хаздан,kaunistama
1153,sagen::V,ала,ütlema
1154,sprechen::V,баха,rääkima
1155,sprechen::V,баха,kõnelema
1156,sprechen::V,мотт бийца,rääkima
1157,sprechen::V,мотт бийца,kõnelema
1158,reden::V,къамел дан,kõnelema
1159,sich unterhalten::V,къамел дан,vestlema
1160,fragen::V,хатта,küsima
1161,bitten::V,деха,paluma
1162,erzählen::V,дийца,jutustama
1163,mitteilen::V,хаам бан,teatama
1164,mitteilen::V,хаам бан,teada andma
1165,nennen::V,цӏе яккха,nimetama
1166,rufen::V,кхайкха,kutsuma
1167,prahlen::V,куралла ян,hooplema
1168,prahlen::V,дозалла дан,hooplema
1169,übersetzen::V,гоч дан,tõlkima
1170,denken::V,ойла ян,mõtlema
1171,glauben::V,теша,uskuma
1172,bemerken::V,ган,märkama
1173,erkennen::V,довза,ära tundma
1174,begreifen::V,кхета,aru saama
1175,verstehen::V,кхета,mõistma
1176,lernen::V,деша,õppima
1177,wissen::V,хаа,teadma
1178,sich erinnern an::V,дагадан,mäletama
1179,vergessen::V,дицдала,unustama
1180,messen::V,дуста,mõõtma
1181,zählen::V,дагардан,loendama
1182,rechnen::V,лара,arvutama
1183,lesen::V,еша,lugema
1184,malen::V,сурт дилла,maalima
1185,zeichnen::V,сурт дилла,joonistama
1186,schreiben::V,яздан,kirjutama
1187,besitzen::V,доладан,omama
1188,kaufen::V,эца,ostma
1189,verkaufen::V,дохка,müüma
1190,bezahlen::V,мах бала,tasuma
1191,zahlen::V,мах бала,maksma
1192,beherrschen::V,собаре хила,valitsema
1193,ertragen::V,лан,taluma
1194,ertragen::V,сатоха,taluma
1195,ertragen::V,садетта,taluma
1196,Schwarm::N,,parv
1197,Schlinge::N,,aas
1198,Art::N,,liik
1199,Entfernung::N,,kaugus
1200,Entfernung::N,,vahemaa
1201,Griff::N,,sang
1202,Griff::N,,käepide
1203,Figur::N,,kuju
1204,Figur::N,,kujund
1205,Bogen[Waffe]::N,,vibu
1206,so::ADV,,nii
1207,abnehmen::V,,vähenema
1208,abnehmen::V,,kahenema
1209,sausen::V,,kihutama
1210,sausen::V,,tormama
1211,wenden::V,,ümber pöörama
1212,hacken::V,,raiuma
1213,hacken::V,,lõhkuma
1214,stricken::V,,kuduma
1215,anziehen::V,,jalga panema
