,Concept_ID,ba,ca
787,ihr::PRN,һеҙ,vosaltres
788,sie::PRN,улар,ells
789,sie::PRN,улар,elles
790,was::FPRN,ә,què
791,was::FPRN,ни,què
792,was::FPRN,нәмә,què
793,wer::FPRN,ҡем,qui
794,wo::FADV,ҡайҙа,on
795,wohin::FADV,ҡайҙа,cap a on
796,wie::FADV,инидәй,com
797,warum::FADV,ин өсөн,per què
798,wieviel::FNUM,күпме,quant
799,eins::NUM,бер,u
800,zwei::NUM,ике,dos
801,zwei::NUM,икәү,dos
802,drei::NUM,өс,tres
803,vier::NUM,дүрт,quatre
804,fünf::NUM,биш,cinc
805,sechs::NUM,алты,sis
806,sieben::NUM,ете,set
807,acht::NUM,һигеҙ,vuit
808,neun::NUM,туғыҙ,nou
809,zehn::NUM,ун,deu
810,elf::NUM,ун бер,onze
811,zwölf::NUM,ун ике,dotze
812,zwanzig::NUM,егерме,vint
813,dreißig::NUM,утыҙ,trenta
814,vierzig::NUM,ҡырҡ,quaranta
815,fünfzig::NUM,илле,cinquanta
816,sechzig::NUM,алтмыш,seixanta
817,siebzig::NUM,етмеш,setanta
818,achtzig::NUM,һикһән,vuitanta
819,neunzig::NUM,туҡһан,noranta
820,hundert::NUM,йөҙ,cent
821,tausend::NUM,мең,mil
822,und::CNJ,да,i
823,oder::CNJ,йәки,o
824,stehen::V,тороу,estar de peu
825,sitzen::V,ултырыу,seure
826,liegen::V,ятыу,jeure
827,hängen::V,аҫылынып тороу,penjar
828,werden::V,булыу,fer-se
829,werden::V,булыу,posar-se
830,passieren::V,булыу,succeir
831,beginnen::V,башлау,iniciar-se
832,enden::V,бөтөү,acabar-se
833,enden::V,бөтөү,terminar-se
834,enden::V,тамамланыү,acabar-se
835,enden::V,тамамланыү,terminar-se
836,wechseln::V,үҙгәреү,canviar
837,aufgehen[Sonne]::V,ҡалҡыу,sortir
838,untergehen[Sonne]::V,байыу,posar-se
839,scheinen[Sonne]::V,яҡтыртып тороу,brillar
840,donnern::V,күкрәү,tronar
841,wehen::V,иҫеү,bufar
842,strömen::V,ташыу,afluir
843,fließen::V,ағыу,fluir
844,sich drehen::V,әйләнеү,girar
845,schwanken::V,тирбәлеү,vacil·lar
846,schwingen::V,бәүетеү,oscil·lar
847,fallen::V,йығылыу,caure
848,fallen::V,йығылыу,tombar
849,brennen::V,яныу,cremar
850,rauchen::V,төтәү,fumejar
851,regnen::V,ямғыр яуа,ploure
852,gefrieren::V,туңыү,gelar-se
853,tauen::V,иреү,fondre's
854,schmelzen::V,иреү,fondre's
855,trocknen::V,кибеү,assecar-se
856,sieden::V,ҡайнау,bullir
857,faulen::V,сереу,podrir-se
858,verfaulen::V,сереу,podrir-se
859,reißen::V,өҙөү,trencar-se
860,reißen::V,йыртылыу,trencar-se
861,versinken::V,батыу,enfonsar-se
862,vergehen::V,үтеү,passar
863,erscheinen::V,килеп сығыу,aparèixer
864,verschwinden::V,юғалыу,desaparèixer
865,sinken::V,түбәнәйеү,baixar
866,sinken::V,түбәнәйеү,descendir
867,abnehmen::V,кәметеү,decréixer
868,zunehmen::V,артыу,augmentar
869,steigen::V,күтәрелеү,pujar
870,wachsen::V,үҫеү,créixer
871,glänzen::V,ялтырау,brillar
872,glänzen::V,ялтырау,resplendir
873,funkeln::V,баҙлау,espurnejar
874,lärmen::V,шаулау,fer soroll
875,läuten::V,ҡағыу,sonar
876,klingeln::V,ҡағыу,trucar
877,klingeln::V,шылтыратыу,trucar
878,klirren::V,шылтыратыу,dringar
879,brausen::V,ҡотороноу,rugir
880,rauschen::V,шыптырлау,murmurar
881,klingen::V,яңғырау,sonar
882,bellen::V,өрөү,lladrar
883,heulen::V,олоу,udolar
884,blasen::V,өрөү,bufar
885,pfeifen::V,һызғырып ебәреү,xiular
886,schreien::V,ҡысҡырыу,cridar
887,stöhnen::V,уңғырашыу,gemegar
888,zittern::V,ҡалтырау,tremolar
889,leben::V,йәшәү,vīure
890,geboren werden::V,тыуыу,néixer
891,atmen::V,тын алыү,respirar
892,trinken::V,эсеү,beure
893,essen::V,ашау,menjar
894,schlucken::V,йотоу,empassar-se
895,müde werden::V,арыу,cansar-se
896,einschlafen::V,йоҡлап китеү,adormir-se
897,schlafen::V,йоҡлау,dormir
898,aufwachen::V,уяныу,despertar-se
899,aufstehen::V,тороу,llevar-se
900,sich erholen::V,ял итеү,descansar
901,krank werden::V,сирләү,posar-se malalt
902,krank sein::V,сирләү,estar malalt
903,schmerzen::V,ауыртыу,doldre
904,husten::V,йүтәлләү,tossir
905,genesen::V,һауығыу,recuperar-se
906,sterben::V,үлеү,morir
907,umkommen::V,һәләк булыу,perir
908,sich bewegen::V,хәрәкәт итеү,moure's
909,sich rühren::V,ҡуҙғалыу,moure's
910,sich erheben::V,тороу,aixecar-se
911,sich setzen::V,ултырыу,asseure's
912,hinfallen::V,ҡолау,caure's
913,laufen::V,йөрөү,caminar
914,schreiten::V,атлау,procedir
915,spazierengehen::V,ял итеп йороү,passejar
916,eilen::V,ашығыу,anar corrent
917,eilen::V,ҡабаланыу,anar corrent
918,sich beeilen::V,ашығыу,afanyar-se
919,sich beeilen::V,ҡабаланыу,afanyar-se
920,sausen::V,елеү,córrer
921,rennen::V,йүгеп йөрөү,córrer
922,springen::V,һикереү,saltar
923,klettern::V,үрмәләү,escalar
924,klettern::V,үрмәләп менеү,escalar
925,schaukeln::V,сайҡалыу,gronxar-se
926,schaukeln::V,сайҡалыу,balancejar-se
927,kriechen::V,шыуышыу,reptar
928,kriechen::V,шыуышыу,arrossegar-se
929,schwimmen::V,йоҙөү,nadar
930,tauchen::V,сумыу,bussejar
931,tauchen::V,сумыу,submergir-se
932,rudern::V,ишеү,remar
933,fahren::V,йөрөү,anar
934,fliegen::V,осоу,volar
935,gehen::V,барыу,caminar
936,weggehen::V,китеү,anar-se'n
937,abfahren::V,сығыу,partir
938,anhalten::V,тукталыу,aturar-se
939,hineingehen::V,инеү,entrar
940,eintreten::V,инеү,entrar
941,kommen::V,килеү,venir
942,ankommen::V,килеү,arribar
943,zurückkommen::V,ҡайтыу,tornar
944,bleiben::V,ҡалыу,quedar-se
945,warten::V,көтөп тороу,esperar
946,erwarten::V,көтөү,esperar
947,suchen::V,эҙләү,buscar
948,finden::V,табыу,trobar
949,versuchen::V,тырышып ҡарау,intentar
950,vorbereiten::V,әҙерләү,preparar
951,lieben::V,яратыу,estimar
952,mögen::V,һөйөү,agradar a
953,mögen::V,яратыу,agradar a
954,lachen::V,көлөү,riure
955,rühren::V,ҡағылыу,commoure
956,rühren::V,ҡағылыу,emocionar
957,weinen::V,илау,plorar
958,schimpfen::V,һүгенеү,renyar
959,schimpfen::V,тиргәнеү,renyar
960,schimpfen::V,һуҡраныу,renyar
961,sich ärgern::V,асыуланыу,enfadar-se
962,sich fürchten::V,ҡурҡыу,tenir por
963,fürchten::V,ҡурҡыу,témer
964,fliehen::V,ҡасыу,fugir
965,flüchten::V,ҡасыу,refugiar-se
966,sehen::V,күреү,veure
967,anschauen::V,ҡарау,mirar
968,ansehen::V,ҡарау,mirar
969,ansehen::V,тикшереү,mirar
970,hören::V,ишетеү,oir
971,zuhören::V,тыңлау,escoltar
972,probieren::V,татыу,provar
973,riechen::V,еҫкәү,olorar
974,fühlen::V,тойоу,sentīr
975,scheinen::V,кеүек күренеү,semblar
976,scheinen::V,тойолоу,semblar
977,zu sehen sein::V,күренеү,poder-se veure
978,vernehmen::V,ишетеү,percebre
979,frieren::V,туңыү,tenir fred
980,tun::V,яһау,fer
981,tun::V,әшләү,fer
982,können::V,алыу,poder
983,können::V,мөмкин булыу,poder
984,wollen::V,теләү,voler
985,anfangen::V,башлау,iniciar
986,beenden::V,бөтөрөү,acabar
987,beenden::V,тамамлау,acabar
988,aufhören::V,туктау,deixar
989,gelingen::V,уңышлы булыу,sortir bé
990,geraten::V,булып сығыу,sortir
991,öffnen::V,асыу,obrir
992,schließen::V,йомоу,tancar
993,stellen::V,ҡуйыу,posar
994,stellen::V,ҡуйыу,col·locar
995,setzen::V,урынлаштырыу,assentar
996,legen::V,һалыу,posar
997,berühren::V,тейеү,tocar
998,berühren::V,ҡағылыу,tocar
999,verbinden::V,ҡушыу,unir
1000,verbinden::V,ҡушыу,connectar
1001,verbinden::V,бәйләү,unir
1002,verbinden::V,бәйләү,connectar
1003,bedecken::V,ҡаплау,tapar
1004,bedecken::V,ҡаплау,cobrir
1005,aufhängen::V,элеү,penjar
1006,anzünden::V,тоҡандырыу,encendre
1007,aufheben::V,мендереү,aixecar
1008,zurücklassen::V,ҡалдырыу,deixar
1009,verlieren::V,юғалтыу,pērdre
1010,fallen lassen::V,төшөрөп ебәреү,deixar caure
1011,machen::V,яһау,fer
1012,machen::V,эшләү,fer
1013,herstellen::V,эшләп сығарыу,producir
1014,bauen::V,төҙөү,construir
1015,reparieren::V,төҙәтеү,reparar
1016,verbessern::V,яҡшыртыу,millorar
1017,ändern::V,үҙгәртеү,canviar
1018,graben::V,ҡаҙыу,cavar
1019,beugen::V,бөгөү,doblegar
1020,biegen::V,бөгөү,corbar
1021,biegen::V,бөгөү,arquejar
1022,drehen::V,өйрөлтөү,girar
1023,drehen::V,әйләндереү,girar
1024,wenden::V,әйләндереү,girar
1025,umdrehen::V,түңкәреү,voltar
1026,heben::V,күтәреү,pujar
1027,heben::V,күтәреү,aixecar
1028,heben::V,мендереү,pujar
1029,heben::V,мендереү,aixecar
1030,hochheben::V,күтәреү,aixecar
1031,ergreifen::V,тотоп алыу,agafar
1032,halten::V,тотоу,mantenir
1033,drücken::V,ҡыҫыу,prémer
1034,drücken::V,ҡыҫыу,estrènyer
1035,schieben::V,этеү,empènyer
1036,schieben::V,төртөү,empènyer
1037,kratzen::V,ҡырыу,raspar
1038,lecken::V,ялау,llepar
1039,beißen::V,тешләү,mossegar
1040,abreißen::V,өҙөү,arrencar
1041,abschneiden::V,ҡырҡыу,tallar
1042,binden::V,бәйләү,lligar
1043,stecken::V,ҡаҙау,ficar
1044,brechen::V,боҙоу,trencar
1045,klopfen::V,шаҡылдау,trucar
1046,hauen::V,туҡмау,picar
1047,hauen::V,туҡмау,colpejar
1048,kleben::V,йәбештереү,enganxar
1049,reiben::V,ыуыу,fregar
1050,reiben::V,ышҡыу,fregar
1051,streichen::V,яғыу,untar
1052,schleifen::V,үткерләү,afilar
1053,schleifen::V,үткерләү,esmolar
1054,schneiden::V,ҡырҡыу,tallar
1055,rütteln::V,һелкетеү,sacsejar
1056,schütteln::V,һелкетеү,agitar
1057,schütteln::V,һелкетеү,sacsejar
1058,schwenken::V,болғау,agitar
1059,schütten::V,ҡойоу,abocar
1060,füllen::V,тултырыу,omplir
1061,einwickeln::V,төрөү,embolicar
1062,tragen::V,алып барыу,dur
1063,tragen::V,алып барыу,portar
1064,schleppen::V,һөйрәү,arrossegar
1065,ziehen::V,тартыу,tirar
1066,ziehen::V,тартыу,estirar
1067,aufbewahren::V,һаҡлау,conservar
1068,werfen::V,ырғытыу,llançar
1069,fangen::V,тотоу,agafar
1070,fangen::V,тотоу,atrapar
1071,packen::V,етеү,engrapar
1072,packen::V,тотоп алыу,engrapar
1073,verstecken::V,йәшереү,amagar
1074,teilen::V,бүлеү,dividir
1075,schicken::V,ебәреү,enviar
1076,bringen::V,килтереү,portar
1077,hinzufügen::V,өтәү,afegir
1078,bekommen::V,алыу,obtenir
1079,erhalten::V,алыу,rebre
1080,nehmen::V,алыу,prendre
1081,wählen::V,һайлаү,triar
1082,wählen::V,һайлаү,elegir
1083,auswählen::V,һайлап алыу,escollir
1084,auswählen::V,һайлап алыу,seleccionar
1085,bewahren::V,һаҡлау,conservar
1086,behindern::V,тотҡарлыҡ яһау,impedir
1087,behindern::V,тотҡарлыҡ яһау,obstaculitzar
1088,verderben::V,боҙоу,espatllar
1089,beschädigen::V,боҙоу,danyar
1090,beschädigen::V,боҙоу,destrossar
1091,zerbrechen::V,ҡыйратыу,trencar
1092,zerreißen::V,йыртыу,estripar
1093,zerstören::V,емереү,destruir
1094,verbrennen::V,үртәү,cremar
1095,geben::V,биреү,donar
1096,reichen::V,биреү,passar
1097,schenken::V,бүләк итеү,regalar
1098,versprechen::V,вәғәҙә биреү,prometre
1099,wünschen::V,теләу,desitjar
1100,loben::V,маҡтау,elogiar
1101,küssen::V,үбеү,fer un petó a
1102,wiegen::V,бәүетеү,bressolar
1103,wiegen::V,тирбәтеү,bressolar
1104,zudecken::V,ҡаплау,tapar
1105,zudecken::V,ҡаплау,cobrir
1106,wecken::V,уятыу,despertar
1107,zeigen::V,күрһәтеү,mostrar
1108,zeigen::V,күрһәтеү,ensenyar
1109,führen::V,етәкләү,guiar
1110,führen::V,етәкләү,conduir
1111,lehren::V,уҡытыу,ensenyar
1112,lehren::V,өйрәтеү,ensenyar
1113,unterrichten::V,уҡытыу,ensenyar
1114,aufziehen::V,тәрбиәле,criar
1115,leiten::V,етәкләү,dirigir
1116,leiten::V,етәкселек итеү,dirigir
1117,antreiben::V,ашыҡтырыу,impel·lir
1118,lassen::V,мәжбүр итеү,fer
1119,einladen::V,саҡырыу,invitar
1120,einladen::V,саҡырыу,convidar
1121,vereinigen::V,берләштереү,unir
1122,besuchen::V,килеп сығыу,visitar
1123,besuchen::V,килеп сығыу,anar a veure
1124,treffen::V,тойоү,trobar
1125,treffen::V,осратыу,trobar
1126,treffen::V,ҡаршылау,trobar
1127,sich versammeln::V,йыйылыу,reunir-se
1128,spielen::V,тартыу,jugar
1129,singen::V,йырлау,cantār
1130,tanzen::V,бейеү,ballar
1131,sich trennen::V,айырылышыу,separar-se
1132,verlassen::V,ташлау,deixar
1133,verlassen::V,ташлау,abandonar
1134,verlassen::V,ташлап китеү,deixar
1135,verlassen::V,ташлап китеү,abandonar
1136,retten::V,ҡотҡарыу,salvar
1137,bewachen::V,һаҡлау,vigilar
1138,schützen::V,һаҡлау,protegir
1139,verteidigen::V,яҡлау,defensar
1140,sich schlagen::V,һуғышыу,barallar-se
1141,schießen::V,атыу,tirar
1142,schießen::V,атыу,disparar
1143,siegen::V,еңеү,vèncer
1144,ärgern::V,асыуландырыу,enfadar
1145,schlagen::V,бәреү,pegar
1146,schlagen::V,бәреү,colpejar
1147,schlagen::V,туҡмау,pegar
1148,schlagen::V,туҡмау,colpejar
1149,treten::V,тибеү,donar un cop de peu a
1150,treten::V,типкеләү,donar un cop de peu a
1151,stechen::V,сәнсеү,punxar
1152,stechen::V,сәнсеү,apunyalar
1153,stoßen::V,этеү,empènyer
1154,stoßen::V,төртөү,empènyer
1155,stehlen::V,урлау,robar
1156,stören::V,ҡамасаулау,molestar
1157,belästigen::V,бимазалау,importunar
1158,belästigen::V,ҡамасаулау,importunar
1159,verbergen::V,йәшереү,amagar
1160,verbergen::V,йәшереү,ocultar
1161,täuschen::V,ултыртыу,enganyar
1162,betrügen::V,алдау,estafar
1163,töten::V,үлтереү,matar
1164,wohnen::V,йәшәү,vīure
1165,wohnen::V,йәшәү,habitar
1166,arbeiten::V,эшләү,treballar
1167,sammeln::V,йыйыу,col·leccionar
1168,pflücken::V,өҙөү,collir
1169,jagen::V,аулау,caçar
1170,fischen::V,аулау,pescar
1171,fassen::V,тотоу,atrapar
1172,hüten::V,көтөү,pasturar
1173,treiben::V,ҡыуыу,arriar
1174,anbinden::V,бәйләү,lligar
1175,füttern::V,ашатыу,donar menjar a
1176,melken::V,һауыү,munyir
1177,hacken::V,турау,picar
1178,hacken::V,турау,tallar
1179,hacken::V,тапау,picar
1180,hacken::V,тапау,tallar
1181,gießen::V,ҡойоу,regar
1182,reifen::V,өлғөрөү,madurar
1183,zubereiten::V,бешереү,preparar
1184,kochen::V,бешереү,coure
1185,backen::V,бешереү,coure al forn
1186,braten::V,ҡурыу,rostir
1187,umrühren::V,ҡатнаштырыу,remenar
1188,stricken::V,бәйләү,tricotar
1189,stricken::V,бәйләү,fer punt de mitja
1190,nähen::V,тегеү,cosir
1191,färben::V,буяу,tenyir
1192,reinigen::V,таҙартыу,netejar
1193,waschen::V,йыуыу,rentār
1194,abwischen::V,һөртөү,eixugar
1195,spülen::V,сайҡау,esbandir
1196,fegen::V,һепереү,escombrar
1197,kehren::V,һепереү,escombrar
1198,baden::V,һыу инеү,banyar-se
1199,sich waschen::V,йыуыныу,rentār-se
1200,ausziehen::V,сисеү,treure's
1201,anziehen::V,кейеү,posar-se
1202,sich anziehen::V,кейенеү,vestir-se
1203,kämmen::V,тарау,pentinar
1204,schmücken::V,биҙәү,adornar
1205,sagen::V,әйтеү,dir
1206,sprechen::V,әйтеү,parlar
1207,sprechen::V,һөйләшеү,parlar
1208,reden::V,һөйләшеү,parlar
1209,sich unterhalten::V,әңгәмәләшеү,conversar
1210,fragen::V,һорау,preguntar
1211,bitten::V,үтенеү,demanar
1212,erzählen::V,һөйләү,contar
1213,erzählen::V,һөйләү,explicar
1214,mitteilen::V,әйтеү,comunicar
1215,nennen::V,атау,nomenar
1216,nennen::V,исемләү,nomenar
1217,rufen::V,саҡырыу,cridar
1218,prahlen::V,маҡтаныу,lloar-se
1219,prahlen::V,маҡтаныу,jactar-se
1220,prahlen::V,шапырыныу,lloar-se
1221,prahlen::V,шапырыныу,jactar-se
1222,übersetzen::V,тәржемә итеү,traduir
1223,denken::V,уйлау,pensar
1224,glauben::V,ышаныу,creure
1225,bemerken::V,күреү,notar
1226,erkennen::V,таныу,reconèixer
1227,begreifen::V,аңлау,comprendre
1228,verstehen::V,аңлау,entendre
1229,lernen::V,өйрәнеү,aprendre
1230,wissen::V,белеү,saber
1231,sich erinnern an::V,хәтергә алыу,recordar
1232,vergessen::V,онотоу,oblidar
1233,messen::V,үлсәү,mesurar
1234,zählen::V,һанау,comptar
1235,rechnen::V,һанау,calcular
1236,lesen::V,уҡыу,llegir
1237,malen::V,һүрәт яһау,pintar
1238,malen::V,рәсем төшөрөү,pintar
1239,zeichnen::V,һүрәт яһау,dibuixar
1240,zeichnen::V,рәсем төшөрөү,dibuixar
1241,schreiben::V,яҙыу,escrīure
1242,besitzen::V,биләү,posseir
1243,kaufen::V,һатып алыу,comprar
1244,verkaufen::V,һатыу,vendre
1245,bezahlen::V,түләү,pagar
1246,zahlen::V,түләү,pagar per
1247,beherrschen::V,биләү,dominar
1248,ertragen::V,түҙеү,aguantar
