,Concept_ID,ku,myv
811,hundert::NUM,sêd,сядо
812,tausend::NUM,hezar,тыща
813,und::CNJ,û,ды
814,oder::CNJ,an,или
815,oder::CNJ,yan,или
816,stehen::V,sekinîn,аштемс стядо
817,sitzen::V,rûniştin,аштемс озадо
818,liegen::V,paldan,мадезь аштемс
819,hängen::V,darve kirin,нурьгемс
820,werden::V,bûn,арамс
821,passieren::V,hatin holê,лисэмс
822,passieren::V,hatin serê kesî,лисэмс
823,beginnen::V,li dest pêkirin,ушодомс
824,enden::V,xalas bû,лоткамс
825,wechseln::V,guherandin,полавтнемс
826,wechseln::V,dêgiş kirin,полавтнемс
827,aufgehen[Sonne]::V,hilatin,лисемс
828,aufgehen[Sonne]::V,hilatin,стямс
829,untergehen[Sonne]::V,çun ava,валгомс
830,scheinen[Sonne]::V,şewk de,валдомтомс
831,donnern::V,gire-gir,цярномс
832,donnern::V,gire-gir,галдордомс
833,wehen::V,ba le de,пувамс
834,strömen::V,xwe girtin,чудемс
835,fließen::V,herikîn,чудемс
836,sich drehen::V,xwe zivirandin,велямс
837,schwanken::V,hejandin,лыкамс
838,schwanken::V,hejandin,якамс
839,schwingen::V,libakirin,нурсемс
840,schwingen::V,libakirin,лыкамс
841,fallen::V,ketin,прамс
842,fallen::V,ketin,сяворемс
843,brennen::V,şewitîn,паломс
844,rauchen::V,kişandin,качадомс
845,regnen::V,bahran tê,пиземс
846,gefrieren::V,qefilandin,кельмемс
847,tauen::V,helandin,соламс
848,schmelzen::V,helandin,соламс
849,trocknen::V,zuwabûn,коськемс
850,sieden::V,kelîn,лакамс
851,sieden::V,kelîn,пиксемс
852,faulen::V,xerabûn,наксадомс
853,verfaulen::V,xerabûn,наксадомс
854,reißen::V,jêkirin,сезневемс
855,versinken::V,xerq bûn,ваямс
856,vergehen::V,derbas bûn,ютамс
857,erscheinen::V,peyda bûn,лисемс
858,verschwinden::V,wendabûn,ёмамс
859,sinken::V,noq bûn,явамс
860,abnehmen::V,kêm bûn,киремемс
861,zunehmen::V,qelew bûn,ламолгадомс
862,zunehmen::V,qelew bûn,раштамс
863,steigen::V,hildan,куземс
864,steigen::V,hildan,кепсевемс
865,wachsen::V,mezin bûn,касомс
866,glänzen::V,biriqîn,цитнемс
867,funkeln::V,çikisîn,пиндолдомс
868,funkeln::V,çikisîn,цивтёрдомс
869,lärmen::V,guşîn,шалномс
870,läuten::V,lê de,гайгезевемс
871,klingeln::V,sîl dan,чавомс баягас
872,klingeln::V,ringerin,чавомс баягас
873,klirren::V,zingzing hat,калдордомс
874,klirren::V,zingzing hat,кальцяемс
875,brausen::V,guşîn,лакамс
876,rauschen::V,guşîn,лажномс
877,klingen::V,deng pe ketin,гайгемс
878,bellen::V,kewtîn,онгомс
879,heulen::V,ûrîn,урномс
880,blasen::V,puf kirin,пувамс
881,pfeifen::V,fîkandin,вешкемс
882,schreien::V,qîrîn,пижнемс
883,stöhnen::V,nalîn,кувсемс
884,zittern::V,hejîn,тарномс
885,leben::V,jihîn,эрямс
886,geboren werden::V,hatin dinyê,чачомс
887,geboren werden::V,bûn,чачомс
888,atmen::V,hilmijîn,лексемс
889,trinken::V,vexwarin,симемс
890,essen::V,xwarin,ярсамс
891,schlucken::V,daqulbandin,нилемс
892,schlucken::V,daqulbandin,порнемс
893,müde werden::V,betilîln,сиземс
894,müde werden::V,qerimîn,сиземс
895,einschlafen::V,razan,матедевемс
896,schlafen::V,razan,удомс
897,schlafen::V,razandin,удомс
898,aufwachen::V,şiyarbûn,сыргоземс
899,aufstehen::V,rabûn,стямс
900,sich erholen::V,baş bûn,оймсемс
901,krank werden::V,nexweş kêt,сэредезевемс
902,krank sein::V,nexweş bû,сэредемс
903,schmerzen::V,êşandin,сэредемс
904,husten::V,kuxin,козомс
905,genesen::V,baş bûn,пичкамс
906,sterben::V,mirin,куломс
907,umkommen::V,mirin,чавовомс
908,umkommen::V,mirin,ёмамс
909,sich bewegen::V,leqîn,шаштомс
910,sich rühren::V,leqîn,сыргамс
911,sich erheben::V,rabûn,куземс
912,sich setzen::V,runiştin,озамс
913,hinfallen::V,kêtin,прамс
914,hinfallen::V,kêtin,сяворемс
915,laufen::V,meşîn,якамс
916,schreiten::V,meşkirin,эскелямс
917,schreiten::V,meşkirin,молемс
918,spazierengehen::V,gerandin,якамс
919,eilen::V,lezandin,эрзкалемс
920,eilen::V,lezandin,капшамс
921,sich beeilen::V,zûkirin,капшамс
922,sausen::V,fîzîn,ливтямс
923,rennen::V,baz dan,чийнемс
924,rennen::V,baz dan,ардтнемс
925,springen::V,hilpekîn,кирнявтнемс
926,klettern::V,hilperikîn,куземс
927,schaukeln::V,lorandin,нурямс
928,kriechen::V,xuşandin,ёзмолдомс
929,schwimmen::V,avjenîn,уемс
930,tauchen::V,qutxuyardin,чопавтомс
931,tauchen::V,qutxuyardin,чопавтнемс
932,tauchen::V,noqîn,чопавтомс
933,tauchen::V,noqîn,чопавтнемс
934,rudern::V,qaîq ajotin,миледемс
935,fahren::V,ajotin,ардомс
936,fliegen::V,firîn,ливтямс
937,gehen::V,çûn,туемс
938,gehen::V,çûn,молемс
939,weggehen::V,çûn,туемс
940,abfahren::V,çûyin,туемс
941,anhalten::V,rawestîn,лоткамс
942,hineingehen::V,ketin hundir,совамс
943,eintreten::V,têketin,совамс
944,eintreten::V,têketin,эскельдямс
945,kommen::V,hatin,самс
946,ankommen::V,gihan,самс
947,ankommen::V,gihan,пачкодемс
948,ankommen::V,gihîştin,самс
949,ankommen::V,gihîştin,пачкодемс
950,zurückkommen::V,vegerandin,велявтомс
951,bleiben::V,sekinîn,кадовомс
952,warten::V,payîn,учомс
953,erwarten::V,payîn,учомс
954,suchen::V,lêgerîn,вешнемс
955,finden::V,peyda kirin,муемс
956,versuchen::V,çeribandin,варштамс
957,vorbereiten::V,amade kirin,анокстамс
958,lieben::V,hez kirin,вечкемс
959,mögen::V,dil kirin,вечкемс
960,lachen::V,kenîn,пейдемс
961,rühren::V,hêjan,токамс седейс
962,weinen::V,girîn,авардемс
963,schimpfen::V,pevçûn,сёвномс
964,sich ärgern::V,enirîn,кежиявтнемс
965,sich fürchten::V,tirsîn,пелемс
966,fürchten::V,tirsin,пелемс
967,fliehen::V,bazdan,оргодемс
968,flüchten::V,revîn,ворьгодемс
969,flüchten::V,revîn,чадомс
970,sehen::V,dîtin,неемс
971,anschauen::V,sêr kirin,ваномс
972,ansehen::V,hesibandin,ваномс
973,hören::V,guhdar jirin,марямс
974,zuhören::V,guhdarî kirin,кунсоломс
975,probieren::V,tehm kirin,варшамс
976,riechen::V,bihn kirin,никсемс
977,fühlen::V,hîs kirin,марямс
978,scheinen::V,xoyer kir,марявомс
979,zu sehen sein::V,diyar bûn,неявомс
980,vernehmen::V,bihîstin,марямс
981,frieren::V,qerişîn,кельмемс
982,tun::V,kirin,теемс
983,können::V,karin,маштомс
984,wollen::V,xwestîn,бажамс
985,anfangen::V,dest pêkirin,кармамс
986,beenden::V,xelas kirin,прядомс
987,aufhören::V,xelas kirin,лоткамс
988,gelingen::V,çe bûn,удаламс
989,geraten::V,qewîmîn,лисемс
990,öffnen::V,vekirin,панжомс
991,schließen::V,girtin,пекстамс
992,schließen::V,girtin,сёлгомс
993,schließen::V,girtin,конямс
994,stellen::V,danîn,аравтомс
995,setzen::V,rûniştin,ойсевтемс
996,setzen::V,rûniştin,озавтнемс
997,legen::V,danîn,путомс
998,legen::V,razandin,путомс
999,berühren::V,lêketin,токамс
1000,verbinden::V,anîn pê,содомс
1001,bedecken::V,sergirtin,вельтямс
1002,aufhängen::V,aliqandin,понгавтомс
1003,anzünden::V,pêxistin,кирвастемс
1004,aufheben::V,hildan,кепедемс
1005,zurücklassen::V,hiştin,кадомс
1006,zurücklassen::V,vehiştin,кадомс
1007,verlieren::V,wendakirin,ёмавтомс
1008,fallen lassen::V,xistin bixe,правтомс
1009,fallen lassen::V,xistin,правтомс
1010,machen::V,kirin,теемс
1011,machen::V,çêkirin,теемс
1012,herstellen::V,çê kirin,анокстамс
1013,herstellen::V,peyda kirin,анокстамс
1014,bauen::V,lêkirin,путомс
1015,reparieren::V,veherînerîn,витемс
1016,verbessern::V,sererastkirin,паролгавтомс
1017,verbessern::V,sererastkirin,вадрялгавтомс
1018,ändern::V,degiş kirin,полавтомс
1019,graben::V,kolandin,чувомс
1020,graben::V,kolandin,таргамс
1021,beugen::V,tewîn,мендемс
1022,beugen::V,xwar kirin,мендемс
1023,biegen::V,tewandin,комавтомс
1024,biegen::V,xwarkirin,комавтомс
1025,drehen::V,fitilandin,чаравтомс
1026,drehen::V,fitilandin,велявтнемс
1027,wenden::V,zivîrin,велявтомс
1028,umdrehen::V,vegerandin,велявтомс
1029,heben::V,hildan,кепедемс
1030,hochheben::V,hildan,кепедемс
1031,ergreifen::V,dest avêtin,кундамс
1032,halten::V,hîştin,кирдемс
1033,halten::V,sekinîn,кирдемс
1034,drücken::V,pêl kirin,нуемс
1035,schieben::V,damdan,шаштомс
1036,kratzen::V,xurandin,ангордамс
1037,lecken::V,alastin,нолсемс
1038,beißen::V,gez kirin,сускомс
1039,abreißen::V,hilşandin,сеземс
1040,abschneiden::V,jêkirin,печкемс
1041,binden::V,girêdan,кодамс
1042,binden::V,girêdan,сюлмамс
1043,stecken::V,têxistin,сялгомс
1044,brechen::V,şikandin,синдемс
1045,brechen::V,şikandin,калавтомс
1046,klopfen::V,kutandin,калтаямс
1047,hauen::V,li dan,чавомс
1048,kleben::V,zeliqîn,педявтнемс
1049,kleben::V,şirêz kirin,педявтнемс
1050,reiben::V,firikandin,ёзамс
1051,streichen::V,bax dan,вадемс
1052,schleifen::V,çarkirin,човамс
1053,schneiden::V,jêkirin,керямс
1054,rütteln::V,hejandin,чукамс
1055,rütteln::V,hejandin,лыкавтомс
1056,schütteln::V,daweşîn,чукамс
1057,schwenken::V,têwdan,яхолемс
1058,schütten::V,rijandin,каямс
1059,füllen::V,dagirtin,пештямс
1060,einwickeln::V,pêçandin,тапарямс
1061,tragen::V,kişandin,кандомс
1062,tragen::V,rajtin,кандомс
1063,schleppen::V,kişandin,ускомс
1064,ziehen::V,kişandin,ускомс
1065,aufbewahren::V,hilandin,ванстомс
1066,werfen::V,avêtin,ёртомс
1067,fangen::V,sem kirin,кундамс
1068,fangen::V,girtin,кундамс
1069,packen::V,pê girtin,кундамс
1070,verstecken::V,hîlanin,кекшемс
1071,teilen::V,parvekirin,явомс
1072,schicken::V,şandin,кучомс
1073,bringen::V,anîn,кандомс
1074,bringen::V,birin,кандомс
1075,hinzufügen::V,dan ser,путомс
1076,hinzufügen::V,dan ser,максомс
1077,hinzufügen::V,li tiştekî zêde kirin,путомс
1078,hinzufügen::V,li tiştekî zêde kirin,максомс
1079,bekommen::V,standin,саемс
1080,erhalten::V,standin,саемс
1081,nehmen::V,girtin,саемс
1082,wählen::V,ray dan,кочкамс
1083,auswählen::V,bijartin,кочкамс
1084,bewahren::V,rê li ber girtin,ванстомс
1085,bewahren::V,lê xwedî derketin,ванстомс
1086,behindern::V,bara wi,кирдемс
1087,verderben::V,heram bûn,коламс
1088,beschädigen::V,xerab kirin,теемс зыян
1089,zerbrechen::V,şikênandin,коламс
1090,zerbrechen::V,perçe kirin,коламс
1091,zerreißen::V,qelişandin,сеземс
1092,zerstören::V,hilşandin,калавтомс
1093,verbrennen::V,şewitandin,пултамс
1094,geben::V,dan,максомс
1095,geben::V,dayin,максомс
1096,reichen::V,besbûn,максомс
1097,reichen::V,têrkirin,максомс
1098,schenken::V,diyarî kirin,каземс
1099,versprechen::V,soz dan,алтамс
1100,wünschen::V,dil kirin,арсемс
1101,loben::V,pesinandin,шнамс
1102,küssen::V,maçkirin,палсемс
1103,wiegen::V,lorandin,нурсемс
1104,wiegen::V,wezinandin,нурсемс
1105,zudecken::V,nixumandin,тавадомс
1106,zudecken::V,nixumandin,вельтямс
1107,wecken::V,bixwe hesandin,стявтомс
1108,zeigen::V,şanîdan,невтемс
1109,führen::V,raber kirin,ветямс
1110,lehren::V,hîn kirin,тонавтомс
1111,unterrichten::V,ders dan,тонавтомс
1112,aufziehen::V,mesinkirin,трямс
1113,aufziehen::V,mesinkirin,кастомс
1114,leiten::V,rêberî kirin,ветямс
1115,leiten::V,rêberî kirin,азоркстамс
1116,antreiben::V,bezandin,ветямс
1117,lassen::V,berdan,кармавтомс
1118,lassen::V,hiştin,кармавтомс
1119,einladen::V,dawet kirin,тердемс
1120,vereinigen::V,bi yek kirin,вейсэндямс
1121,vereinigen::V,bi yek kirin,вейс путомс
1122,vereinigen::V,bi yek kirin,вейс пурнамс
1123,besuchen::V,mêvan bûn,варштамс
1124,treffen::V,rast hatin,вастомс
1125,sich versammeln::V,li hev çivîn,промокшномс
1126,spielen::V,listin,налксемс
1127,singen::V,stran,морамс
1128,tanzen::V,reqisîn,киштемс
1129,sich trennen::V,hew berdan,явомс
1130,verlassen::V,tanê hişt,кадомс
1131,verlassen::V,bêkes,кадомс
1132,retten::V,rihakirin,идемс
1133,bewachen::V,raçavkirin,ванстомс
1134,schützen::V,hemet kirin,аштемс
1135,verteidigen::V,paraztin,ваномс
1136,sich schlagen::V,li hev bezîn,тюремс
1137,schießen::V,agir kirin,ледемс
1138,siegen::V,biser ketin,изнямс
1139,ärgern::V,xeyirandin,кежейгавтомс
1140,schlagen::V,lêdan,токамс
1141,schlagen::V,lêxistin,токамс
1142,treten::V,têlekirin,тапамс
1143,stechen::V,têrekirin,пупамс
1144,stoßen::V,lêketin,тулкадемс
1145,stehlen::V,dizîn,саламс
1146,stehlen::V,dizî birin,саламс
1147,stören::V,aciz kirin,пирямс ки
1148,belästigen::V,li tela yeki ketin,а максомс
1149,belästigen::V,li tela yeki ketin,а кадомс оймамо
1150,verbergen::V,veşartin,сёпомс
1151,verbergen::V,veşartin,кекшемс
1152,verbergen::V,kemîndanîn,сёпомс
1153,verbergen::V,kemîndanîn,кекшемс
1154,täuschen::V,xapandin,манямс
1155,täuschen::V,lê zexeli kirin,манямс
1156,betrügen::V,xapandin,манчемс
1157,töten::V,kûştin,чавномс
1158,töten::V,kûştin,маштнемс
1159,wohnen::V,rûniştin,эрямс
1160,arbeiten::V,kar kirin,важодемс
1161,arbeiten::V,şêxulin,важодемс
1162,sammeln::V,komkirin,пурнамс
1163,pflücken::V,çinîn,ноцковтнемс
1164,jagen::V,nêçîr kirin,кундамс
1165,fischen::V,masî girtin,калонь кундамс
1166,fassen::V,pê girtin,кундамс
1167,fassen::V,sêm kirin,кундамс
1168,hüten::V,hei jê man,ваномс
1169,treiben::V,bêherandin,панемс
1170,anbinden::V,tewilandin,сюлмамс
1171,füttern::V,xwarine dan lê,андомс
1172,melken::V,dotin,потявтомс
1173,hacken::V,kolandin,лазномс
1174,gießen::V,av dan,валомс
1175,reifen::V,kemilîn,кенеремс
1176,zubereiten::V,çe kirin,анокстамс
1177,kochen::V,xwarin çe kirin,пидемс
1178,kochen::V,kelandin,пидемс
1179,backen::V,pijandin,пидемс
1180,braten::V,qelandin,пуштамс
1181,braten::V,sor kirin,пуштамс
1182,umrühren::V,têvdan,човорямс
1183,stricken::V,hûnan,кодамс
1184,nähen::V,kêl kirin,стамс
1185,färben::V,boyax kirin,артомс
1186,reinigen::V,paqijkirin,урядамс
1187,waschen::V,şuştin,муськемс
1188,abwischen::V,pakîj kirin,нардамс
1189,spülen::V,şuştin,ёрвалдомс
1190,fegen::V,maliştin,тенсемс
1191,kehren::V,maliştin,тенсемс
1192,baden::V,serîşûştin,экшелямс
1193,sich waschen::V,serîşûştin,шлямс
1194,ausziehen::V,jê kirin,кайсевтемс
1195,anziehen::V,pê kirin,оршамс
1196,sich anziehen::V,xwe kirin,оршамс
1197,kämmen::V,şeh kirin,судрямс
1198,schmücken::V,xemilandin,мазылгавтомс
1199,schmücken::V,xemilandin,наряжамс
1200,sagen::V,gotin,меремс
1201,sagen::V,peyivîn,меремс
1202,sprechen::V,peyivîn,кортамс
1203,reden::V,axaftin,кортамс
1204,sich unterhalten::V,hev biştaxilin,кортнемс
1205,fragen::V,pirsîn,кевкстемс
1206,fragen::V,pirs kirin,кевкстемс
1207,bitten::V,tika kirin,вешемс
1208,erzählen::V,behs kirin,ёвтнемс
1209,mitteilen::V,vegotin,ёвтамс
1210,nennen::V,bi nav kirin,лемдемс
1211,nennen::V,bi nav kirin,путомс лем
1212,rufen::V,bakirin,тердемс
1213,rufen::V,bakirin,серьгедемс
1214,prahlen::V,pesnê xwe dan,шнамс пря
1215,übersetzen::V,qulibandin,ютавтомс
1216,übersetzen::V,derbas kirin,ютавтомс
1217,denken::V,fikirîn,арсемс
1218,glauben::V,bawer bûn,кемемс
1219,bemerken::V,bala xwe dan,неемс
1220,bemerken::V,çac lê ketin,неемс
1221,erkennen::V,pêhesîn,содамс
1222,begreifen::V,fêmkirin,пачкодемс
1223,verstehen::V,fêmkirin,чарькодемс
1224,lernen::V,halmandin,тонавтнемс
1225,lernen::V,fêrbun,тонавтнемс
1226,wissen::V,zanîn,содамс
1227,sich erinnern an::V,bir bûn,ледстямс
1228,vergessen::V,ji bir kirin,стувтомс
1229,messen::V,pê kanîn,онкстнемс
1230,zählen::V,hejmardin,ловомс
1231,rechnen::V,hesibandin,ловомс
1232,lesen::V,xwendin,ловномс
1233,malen::V,rengandin,рисовамс
1234,malen::V,boyax kirin,рисовамс
1235,zeichnen::V,işaret kirin,рисовамс
1236,schreiben::V,nivîsandin,сёрмадомс
1237,besitzen::V,hebûn,улемс
1238,besitzen::V,hebûn,улемс азорокс
1239,kaufen::V,kirîn,рамамс
1240,verkaufen::V,firotin,миемс
1241,bezahlen::V,pere dan,пандомс
1242,zahlen::V,pere dan,пандомс
1243,zahlen::V,dayin,пандомс
1244,beherrschen::V,zebt kirin,азоркстамс
1245,beherrschen::V,hukim kirin,азоркстамс
1246,ertragen::V,bihêzkirin,кирдемс
