,Concept_ID,ko,ga
832,zwischen::PRP,의사이로,idir
833,wegen::PRP,때문에,de bharr
834,wegen::PRP,때문에,mar gheall ar
835,dies::PRN,이,seo
836,das::PRN,저,sin
837,alles::PRN,모든것,gach rud
838,ich::PRN,나,mé
839,ich::PRN,나,mise
840,du::PRN,너,tú
841,du::PRN,너,tusa
842,er::PRN,그,sé
843,er::PRN,그,seisean
844,wir::PRN,우리,sinn
845,ihr::PRN,너희들,sibh
846,ihr::PRN,너희들,sibhse
847,sie::PRN,그들,siad
848,sie::PRN,그들,siadsan
849,was::FPRN,뭣,cad
850,was::FPRN,뭣,céard
851,wer::FPRN,누구,cé
852,wo::FADV,어디,cá
853,wo::FADV,어디,cén áit
854,wohin::FADV,어디로,cá
855,wohin::FADV,어디로,cén áit
856,wie::FADV,어떻게,conas
857,wie::FADV,어떻게,cén chaoi
858,warum::FADV,왜,cén fáth
859,warum::FADV,왜,cad chuige
860,wieviel::FNUM,얼마만큰,cá mhéad
861,eins::NUM,하나,aon
862,zwei::NUM,둘,dhá
863,drei::NUM,셋,trí
864,vier::NUM,넷,ceathair
865,fünf::NUM,다섯,cúig
866,sechs::NUM,여섯,sé
867,sieben::NUM,일곱,seacht
868,acht::NUM,여덟,ocht
869,neun::NUM,아홉,naoi
870,zehn::NUM,열,deich
871,elf::NUM,열하나,aon déag
872,zwölf::NUM,열둘,dó dhéag
873,zwanzig::NUM,스물,fiche
874,dreißig::NUM,서름,tríocha
875,vierzig::NUM,마흔,daichead
876,vierzig::NUM,마흔,ceathracha
877,fünfzig::NUM,숸,caoga
878,sechzig::NUM,에순,seasca
879,siebzig::NUM,일흔,seachtó
880,achtzig::NUM,여든,ochtó
881,neunzig::NUM,아흔,nócha
882,hundert::NUM,백,céad
883,tausend::NUM,천,míle
884,und::CNJ,와,agus
885,oder::CNJ,아니면,nó
886,stehen::V,서다,seas
887,sitzen::V,앉다,suigh
888,liegen::V,눕다,luigh
889,hängen::V,달다,tá crochta
890,werden::V,되다,éirigh
891,passieren::V,지장옶다,tarlaigh
892,beginnen::V,시작되다,tosaigh
893,enden::V,큳내다,críochnaigh
894,wechseln::V,병경하다,athraigh
895,aufgehen[Sonne]::V,뜨다,éirigh
896,untergehen[Sonne]::V,지다,fuin
897,untergehen[Sonne]::V,지다,téigh faoi
898,scheinen[Sonne]::V,빛나다,taitin
899,scheinen[Sonne]::V,빛나다,soilsigh
900,donnern::V,천둥치다,tá toirneach ann
901,wehen::V,풀다,séid
902,strömen::V,흐르다,sil
903,fließen::V,흐르다,rith
904,fließen::V,흐르다,snigh
905,sich drehen::V,돌다,cas
906,sich drehen::V,돌다,imrothlaigh
907,schwanken::V,동요하다,luasc
908,schwingen::V,흔들다,luasc
909,fallen::V,떨어지다,tit
910,brennen::V,타다,dóigh
911,rauchen::V,김이나다,plúch toite
912,regnen::V,비가오다,báistigh
913,regnen::V,비가오다,tá ag cur báistí
914,gefrieren::V,얼다,sioc
915,gefrieren::V,얼다,reoigh
916,tauen::V,녹다,leáigh
917,tauen::V,녹다,coscair
918,schmelzen::V,녹다,leáigh
919,trocknen::V,홈치다,triomaigh
920,sieden::V,끓다,fiuch
921,sieden::V,끓다,beirigh
922,faulen::V,부패하다,lobh
923,faulen::V,부패하다,dreoigh
924,verfaulen::V,썩다,lobh
925,verfaulen::V,썩다,feoigh
926,reißen::V,지바찢다,bris
927,versinken::V,가라앉다,téigh síos
928,vergehen::V,지나가다,téigh thart
929,erscheinen::V,나타나다,tar
930,verschwinden::V,사라지다,imigh
931,sinken::V,가라앉다,tit
932,sinken::V,가라앉다,ísligh
933,abnehmen::V,떼어내다,maolaigh
934,abnehmen::V,떼어내다,laghdaigh
935,zunehmen::V,증가하다,méadaigh
936,steigen::V,상승하다,éirigh
937,wachsen::V,생기하다,fás
938,glänzen::V,뛰오나다,lonraigh
939,funkeln::V,불티가잍어나다,drithligh
940,lärmen::V,떠들다,tóg callán
941,läuten::V,울시다,buail
942,klingeln::V,초닌총을울리다,buail
943,klirren::V,탁탁울리다,cling
944,brausen::V,쏴쏴소리내다,búir
945,rauschen::V,솨솨,tá ag siosarnach
946,klingen::V,반향하다,tá glór ag
947,bellen::V,짖다,amhastraigh
948,heulen::V,포효하다,glam
949,blasen::V,불다,séid
950,pfeifen::V,피리를불다,lig fead
951,schreien::V,절규하다,béic
952,schreien::V,절규하다,glaoigh
953,stöhnen::V,신음하다,lig cnead
954,zittern::V,저뉼하다,crith
955,zittern::V,저뉼하다,creathnaigh
956,leben::V,살다,mair
957,geboren werden::V,태어난,rugadh
958,atmen::V,숨쉬다,análaigh
959,trinken::V,마시다,ól
960,essen::V,먹다,ith
961,schlucken::V,들이켜다,slog
962,einschlafen::V,잠들다,tit ina chodladh
963,schlafen::V,자다,codail
964,aufwachen::V,눈트다,múscail
965,aufstehen::V,서다,éirigh
966,sich erholen::V,회복하다,lig scíth
967,schmerzen::V,아프다,tá pian i
968,husten::V,잔기침하다,déan casacht
969,genesen::V,낫다,téarnaigh
970,sterben::V,죽다,éag
971,sterben::V,죽다,faigh bás
972,umkommen::V,못쓰게되다,caill
973,sich bewegen::V,움직이다,bog
974,sich bewegen::V,움직이다,gluais
975,sich rühren::V,움직이다,corraigh
976,sich erheben::V,이러서다,seas suas
977,sich setzen::V,앉히다,suigh
978,hinfallen::V,넘어지다,tit
979,laufen::V,걷다,siúil
980,schreiten::V,보행하다,siúil
981,spazierengehen::V,산보하다,téigh ag spaisteoireacht
982,eilen::V,서둘다,deifrigh
983,eilen::V,서둘다,brostaigh
984,sich beeilen::V,서둘게하다,deifrigh
985,sich beeilen::V,서둘게하다,déan deifir
986,sausen::V,서들러 떠나다,luathaigh
987,rennen::V,달리다,rith
988,springen::V,도약하다,léim
989,klettern::V,갑겨오르다,dreap
990,schaukeln::V,흔들리게하다,téigh ar an maide corrach
991,kriechen::V,기다,snámh
992,schwimmen::V,헤엄치다,snámh
993,tauchen::V,잠기다,tum
994,rudern::V,물을헤치다,iomair
995,rudern::V,물을헤치다,rámhaigh
996,fahren::V,가다,tiomáin
997,fahren::V,나르다,tiomáin
998,fliegen::V,날다,eitil
999,gehen::V,가다,téigh
1000,weggehen::V,팔리다,imigh
1001,abfahren::V,출발하다,imigh
1002,anhalten::V,멈추다,stad
1003,hineingehen::V,(그리로)가다,téigh isteach
1004,eintreten::V,들러가다,téigh isteach
1005,kommen::V,오다,tar
1006,ankommen::V,고챀하다,tar
1007,zurückkommen::V,보기,fill
1008,bleiben::V,체류,fan
1009,warten::V,기다리다,fan
1010,erwarten::V,기대하다,tá ag súil le
1011,erwarten::V,기대하다,tá ag dréim le
1012,suchen::V,찾다,lorg
1013,suchen::V,구하다,lorg
1014,finden::V,찾아내다,faigh
1015,finden::V,찾아내다,aimsigh
1016,versuchen::V,시험하다,triail
1017,vorbereiten::V,재비하다,réitigh
1018,lieben::V,사랑하다,gráigh
1019,mögen::V,줗아하다,taitin le
1020,mögen::V,줗아하다,is maith le
1021,lachen::V,웃다,gáir
1022,rühren::V,건드리다,téigh i bhfeidhm ar
1023,weinen::V,울다,goil
1024,weinen::V,울다,caoin
1025,schimpfen::V,꾸짖다,tá ag clamhsán
1026,sich ärgern::V,화를내게 하다,tá corraithe
1027,sich fürchten::V,두려원하다,tá eagla ar
1028,fürchten::V,두려원하다,tá eagla ar
1029,fliehen::V,도망치다,teith
1030,flüchten::V,도주하다,éalaigh
1031,sehen::V,보다,feic
1032,anschauen::V,바라보다,dearc
1033,anschauen::V,바라보다,féach ar
1034,ansehen::V,바라보다,breathnaigh
1035,hören::V,듣다,cluin
1036,zuhören::V,듣다,éist
1037,probieren::V,시식하다,bliais
1038,riechen::V,내새를맡다,bolaigh
1039,fühlen::V,느끼다,braith
1040,fühlen::V,느끼다,mothaigh
1041,scheinen::V,...것같다,tá an chuma ar
1042,zu sehen sein::V,보이는,tá le feiceáil
1043,vernehmen::V,듣다,clois
1044,vernehmen::V,들어서일다,clois
1045,frieren::V,춥다,tá fuar
1046,tun::V,하다,déan
1047,können::V,할주릴다,féad
1048,können::V,할주릴다,is féidir le
1049,wollen::V,바라다,tá ag iarraidh
1050,anfangen::V,시작하다,tosaigh
1051,anfangen::V,시작하다,cuir tús le
1052,beenden::V,다하다,críochnaigh
1053,beenden::V,다하다,cuir deireadh le
1054,aufhören::V,그만두다,stad
1055,gelingen::V,성국하다,éirigh le
1056,geraten::V,잘되어가다,tá deireadh ar
1057,öffnen::V,열다,oscail
1058,schließen::V,추측하다,dún
1059,schließen::V,추측하다,iaigh
1060,stellen::V,세우다,cuir
1061,setzen::V,놓다,cuir
1062,setzen::V,놓다,socraigh
1063,legen::V,눕히다,cuir
1064,berühren::V,대다,teagmhaigh le
1065,verbinden::V,옝열하다,ceangail
1066,bedecken::V,덮다,clúdaigh
1067,bedecken::V,덮다,cumhdaigh
1068,aufhängen::V,매달다,croch
1069,anzünden::V,점화하다,las
1070,anzünden::V,점화하다,adhain
1071,aufheben::V,위로올리다,tóg
1072,aufheben::V,위로올리다,ardaigh
1073,zurücklassen::V,튀에남기다,fág
1074,verlieren::V,잃다,caill
1075,fallen lassen::V,떨어뜨리다,lig uait
1076,fallen lassen::V,떨어뜨리다,caith uait
1077,machen::V,하다,déan
1078,machen::V,하다,réitigh
1079,herstellen::V,제조하다,táirg
1080,bauen::V,짓다,tóg
1081,reparieren::V,수셩자다,deisigh
1082,verbessern::V,정정하다,feabhsaigh
1083,ändern::V,바꾸다,athraigh
1084,graben::V,파다,tochail
1085,beugen::V,구부리다,crom
1086,biegen::V,굽히다,lúb
1087,drehen::V,회전,cas
1088,wenden::V,회전시키다,tiontaigh
1089,umdrehen::V,회전시키다,iompaigh
1090,umdrehen::V,회전시키다,tiontaigh
1091,heben::V,일으아키다,ardaigh
1092,hochheben::V,틀어올리다,tóg
1093,ergreifen::V,잡다,beir ar
1094,halten::V,잡다,coimeád
1095,halten::V,잡다,coinnigh
1096,drücken::V,누르다,brúigh
1097,schieben::V,밀다,brúigh
1098,kratzen::V,긁다,scríob
1099,lecken::V,핥다,ligh
1100,lecken::V,핥다,leadhb
1101,beißen::V,물다,bain greim as
1102,abschneiden::V,귾어내다,scoith
1103,binden::V,매다,ceangail
1104,stecken::V,찌르다,sáigh
1105,brechen::V,금,bris
1106,klopfen::V,치다,cnag
1107,hauen::V,때리다,buail
1108,kleben::V,들러붙다,gliúáil
1109,reiben::V,문지르다,cuimil
1110,streichen::V,쓰다듬다,leath
1111,schleifen::V,갈다,líomh
1112,schneiden::V,베다,gearr
1113,rütteln::V,흔들다,croith
1114,schütteln::V,흔들다,croith
1115,schwenken::V,흔들다,luasc
1116,schütten::V,따르다,doirt
1117,füllen::V,담다,líon
1118,einwickeln::V,싸다,cuach
1119,einwickeln::V,싸다,clúdaigh
1120,tragen::V,지우다,iompair
1121,schleppen::V,끌다,tarraing
1122,ziehen::V,당기다,tarraing
1123,aufbewahren::V,간직하다,coinnigh
1124,werfen::V,던지다,caith
1125,fangen::V,밥다,ceap
1126,packen::V,쥐다,beir ar
1127,verstecken::V,숨기다,folaigh
1128,verstecken::V,숨기다,cuir i bhfolach
1129,teilen::V,나누다,roinn
1130,schicken::V,보내다,seol
1131,bringen::V,가겨,beir
1132,bringen::V,가겨,tabhair
1133,hinzufügen::V,부가하다,cuir le
1134,bekommen::V,얻다,faigh
1135,erhalten::V,지니다,faigh
1136,nehmen::V,잡다,tóg
1137,nehmen::V,잡다,glac
1138,wählen::V,선거하다,pioc
1139,wählen::V,선거하다,roghnaigh
1140,auswählen::V,선출하다,roghnaigh
1141,bewahren::V,저장보종,caomhnaigh
1142,behindern::V,훼방하다,cuir bac ar
1143,verderben::V,못쓰게 되다,mill
1144,beschädigen::V,상하게하다,loit
1145,beschädigen::V,상하게하다,déan damáiste do
1146,zerbrechen::V,깨뜨리다,bris
1147,zerreißen::V,잡아쫓다,stiall
1148,zerstören::V,파괴하다,mill
1149,zerstören::V,파괴하다,scrios
1150,verbrennen::V,소실하다,las
1151,verbrennen::V,소실하다,dóigh
1152,geben::V,주다,tabhair
1153,reichen::V,내일다,sín
1154,reichen::V,내일다,cuir
1155,schenken::V,주다,bronn
1156,schenken::V,주다,tabhair
1157,versprechen::V,약속하다,geall
1158,wünschen::V,바라다,guigh
1159,loben::V,칭찬하다,mol
1160,küssen::V,키스하다,póg
1161,wiegen::V,어르다,bog
1162,wiegen::V,어르다,luasc
1163,zudecken::V,뚜꺼을하다,clúdaigh
1164,wecken::V,깨우다,dúisigh
1165,zeigen::V,보이다,taispeáin
1166,führen::V,가게하다,treoraigh
1167,lehren::V,가르치다,múin
1168,lehren::V,가르치다,teagasc
1169,unterrichten::V,가르지다,múin
1170,unterrichten::V,가르지다,teagasc
1171,aufziehen::V,사육하다,tóg
1172,leiten::V,이끌다,tá i gceannas ar
1173,antreiben::V,몰다,gríosaigh
1174,lassen::V,내버려두다,cuir ag
1175,einladen::V,초청하다,cuir cuireadh ar
1176,vereinigen::V,하나로하다,aontaigh
1177,besuchen::V,방문하다,tabhair cuairt ar
1178,treffen::V,만나다,cas ar
1179,treffen::V,만나다,buail le
1180,sich versammeln::V,조립하다,bailigh
1181,sich versammeln::V,조립하다,cruinnigh
1182,spielen::V,눌다,imir
1183,spielen::V,눌다,tá ag spraoi
1184,singen::V,노래하다,can
1185,tanzen::V,춤추하다,rinc
1186,tanzen::V,춤추하다,damhsaigh
1187,sich trennen::V,가르다,scar
1188,verlassen::V,버림받은,fág
1189,retten::V,구조하다,tarrtháil
1190,bewachen::V,치키다,cosain
1191,bewachen::V,치키다,gardáil
1192,schützen::V,보호하다,cosain
1193,verteidigen::V,막다,cosain
1194,sich schlagen::V,치다,tá ag bruíon
1195,schießen::V,쏘다,caith
1196,schießen::V,쏘다,scaoil
1197,siegen::V,이기다,bain
1198,siegen::V,이기다,buaigh
1199,ärgern::V,성을내게하다,cuir isteach ar
1200,schlagen::V,치다,buail
1201,treten::V,디디다,ciceáil
1202,stechen::V,찌르다,sáigh
1203,stoßen::V,찌르다,brúigh
1204,stoßen::V,찌르다,soncáil
1205,stehlen::V,훔치다,goid
1206,stören::V,움직이다,cuir isteach ar
1207,belästigen::V,괴롭히다,cuir as do
1208,verbergen::V,숨기다,ceil
1209,täuschen::V,속이다,cuir dallamullóg ar
1210,betrügen::V,속이다,déan calaois ar
1211,töten::V,죽이다,maraigh
1212,wohnen::V,실다,cuir faoi
1213,wohnen::V,실다,tá ina chónaí
1214,arbeiten::V,일하다,oibrigh
1215,sammeln::V,모으다,bailigh
1216,sammeln::V,모으다,cruinnigh
1217,pflücken::V,꿔다,pioc
1218,jagen::V,사냥하다,seilg
1219,fischen::V,고기를잡다,iasc
1220,fassen::V,움켜쥐다,beir ar
1221,hüten::V,망보다,aoirigh
1222,treiben::V,몰아세우다,seol
1223,treiben::V,몰아세우다,tiomáin
1224,anbinden::V,묶다,ceangail
1225,füttern::V,사료를주다,cothaigh
1226,füttern::V,사료를주다,beathaigh
1227,melken::V,젖을짜다,bligh
1228,melken::V,젖을짜다,crúigh
1229,hacken::V,자르다,gearr
1230,gießen::V,물을대다,uiscigh
1231,reifen::V,성숙하다,aibigh
1232,zubereiten::V,조제하다,cócaráil
1233,kochen::V,요리하다,bruith
1234,kochen::V,요리하다,beirigh
1235,backen::V,쿱다,bácáil
1236,braten::V,굽다,róst
1237,braten::V,굽다,frioch
1238,umrühren::V,교반하다,measc
1239,stricken::V,뜨개질하다,cniotáil
1240,nähen::V,꿰매다,fuaigh
1241,färben::V,채색하다,dathaigh
1242,reinigen::V,청소하다,glan
1243,waschen::V,씻다,nigh
1244,abwischen::V,닦다,glan
1245,spülen::V,씻다,sruthlaigh
1246,fegen::V,소체하다,scuab
1247,kehren::V,청소하다,scuab
1248,baden::V,감다,folc
1249,sich waschen::V,모믈 씻다,nigh é féin
1250,ausziehen::V,벗다,bain de
1251,anziehen::V,끌어움직이다,cuir ar
1252,kämmen::V,빗다,cíor
1253,schmücken::V,치레하다,maisigh
1254,sagen::V,말하다,abair
1255,sprechen::V,말하다,labhair
1256,reden::V,이야기하다,caintigh
1257,fragen::V,질문하다,fiafraigh
1258,fragen::V,질문하다,cuir ceist
1259,bitten::V,원하다,iarr
1260,erzählen::V,이야기하다,inis
1261,erzählen::V,이야기하다,eachtraigh
1262,mitteilen::V,이야기하다,aithris
1263,mitteilen::V,이야기하다,cuir in iúl
1264,nennen::V,부르다,ainmnigh
1265,rufen::V,불러내다,glaoigh
1266,prahlen::V,자랑하다,maígh
1267,übersetzen::V,번역하다,aistrigh
1268,denken::V,생각하다,síl
1269,denken::V,생각하다,ceap
1270,glauben::V,믿다,creid
1271,bemerken::V,인자하다,tabhair faoi deara
1272,erkennen::V,인식하다,aithin
1273,begreifen::V,파악하다,tuig
1274,verstehen::V,이해하다,tuig
1275,lernen::V,배우다,foghlaim
1276,wissen::V,알다,tá a fhios ag
1277,sich erinnern an::V,상기하다,cuimhnigh ar
1278,sich erinnern an::V,상기하다,is cuimhne ar
1279,vergessen::V,잊다,dearmad
1280,messen::V,측정하다,tomhais
1281,zählen::V,세다,cuntais
1282,rechnen::V,게산하다,ríomh
1283,rechnen::V,게산하다,áirigh
1284,lesen::V,읽다,léigh
1285,malen::V,그리다,péinteáil
1286,zeichnen::V,소묘하다,línigh
1287,zeichnen::V,소묘하다,tarraing
1288,schreiben::V,쓰다,scríobh
1289,besitzen::V,소유하다,is le
1290,kaufen::V,사다,ceannaigh
1291,verkaufen::V,팔다,díol
1292,bezahlen::V,지불하다,íoc as
1293,zahlen::V,치르다,íoc
1294,beherrschen::V,지배하다,rialaigh
1295,ertragen::V,참다,seas
1296,ertragen::V,참다,fulaing
1297,ertragen::V,참다,foighnigh
1298,Raureif::N,,sioc bán
1299,Grube::N,,poll
1300,Lust::N,,fonn
1301,Nachricht::N,,teachtaireacht
1302,klug::A,,cliste
1303,von hier::ADV,,an áit seo
1304,müde werden::V,,tuirsigh
1305,krank werden::V,,éirigh tinn
1306,krank sein::V,,tá tinn
1307,abreißen::V,,stróic
1308,abreißen::V,,tarraing
1309,sich anziehen::V,,gléas é féin
1310,sich unterhalten::V,,caintigh
1311,sich unterhalten::V,,tá ag comhrá
