,Concept_ID,el,ce
717,oben::ADV,πάνω,лакхахь
718,oben::ADV,επάνω,лакхахь
719,hinauf::ADV,προς τα πάνω,хьала
720,überall::ADV,παντού,массанхьа
721,nicht::ADV,δεν,ца
722,ein wenig::ADV,λιγάκι,кӏеззиг
723,kaum::ADV,μόλις,халла
724,sehr::ADV,πολύ,вуно
725,so::ADV,έτσι,
726,noch::ADV,ακόμα,кхин
727,nur::ADV,μόνο,бен ...ца
728,schon::ADV,ήδη,хӏинцале
729,schon::ADV,κιόλας,хӏинцале
730,wieder::ADV,ξανά,юха а
731,vergebens::ADV,μάταια,эрна
732,vor::PRP,μπροστά σε,хьалха
733,vor::PRP,μπροστά από,хьалха
734,hinter::PRP,πίσω από ,тӏехьа
735,unter::PRP,υπό,кIелахь
736,unter::PRP,κάτω από,кIелахь
737,durch::PRP,διά,чекх
738,durch::PRP,διά μέσου,чекх
739,neben::PRP,δίπλα σε,юххе
740,zwischen::PRP,μεταξύ,юккъехь
741,zwischen::PRP,ανάμεσα σε,юккъехь
742,wegen::PRP,για,дуьхьа
743,wegen::PRP,λόγω,дуьхьа
744,dies::PRN,αυτό,и
745,dies::PRN,αυτό,иза
746,das::PRN,το,и
747,das::PRN,το,иза
748,alles::PRN,όλα,дерриг
749,ich::PRN,εγώ,cо
750,du::PRN,σύ,хьо
751,du::PRN,εσύ,хьо
752,er::PRN,αυτός,и
753,er::PRN,αυτός,иза
754,wir::PRN,εμείς,тхо
755,wir::PRN,εμείς,вай
756,ihr::PRN,εσείς,шу
757,sie::PRN,αυτοί,уьш
758,was::FPRN,τι,хӏун
759,wer::FPRN,ποιος,мила
760,wo::FADV,πού,мичaхь
761,wohin::FADV,πού,мича
762,wohin::FADV,για πού,мича
763,wie::FADV,πώς,муха
764,warum::FADV,γιατί,хӏунда
765,wieviel::FNUM,πόσος,мел
766,wieviel::FNUM,πόσος,маса
767,eins::NUM,ένα,цхьаъ
768,zwei::NUM,δύο,шиъ
769,drei::NUM,τρία,кхоъ
770,drei::NUM,τρεις,кхоъ
771,vier::NUM,τέσσερα,диъ
772,vier::NUM,τέσσερις,диъ
773,fünf::NUM,πέντε,пхиъ
774,sechs::NUM,έξι,ялх
775,sieben::NUM,εφτά,ворхӏ
776,acht::NUM,οχτώ,бархӏ
777,neun::NUM,εννιά,исс
778,zehn::NUM,δέκα,итт
779,elf::NUM,έντεκα,цхьайтта
780,zwölf::NUM,δώδεκα,шийтта
781,zwanzig::NUM,είκοσι,ткъа
782,dreißig::NUM,τριάντα,ткъе итт
783,vierzig::NUM,σαράντα,шовзткъа
784,fünfzig::NUM,πενήντα,шовзткъе итт
785,sechzig::NUM,εξήντα,кхузткъа
786,siebzig::NUM,εβδομήντα,кхузткъе итт
787,achtzig::NUM,ογδόντα,дезткъа
788,neunzig::NUM,ενενήντα,дезткъе итт
789,hundert::NUM,εκατό,бӏе
790,tausend::NUM,χίλιοι,эзар
791,und::CNJ,και,a
792,oder::CNJ,ή,я
793,stehen::V,στέκομαι,латта
794,stehen::V,είμαι όρθιος,латта
795,sitzen::V,κάθομαι,хиъна ӏан
796,liegen::V,είμαι ξαπλωμένος,ӏилла
797,hängen::V,κρέμομαι,кхаза
798,werden::V,γίνομαι,хила
799,passieren::V,συμβαίνω,хила
800,beginnen::V,αρχίζω,доло
801,enden::V,τελειώνω,дӏадерза
802,wechseln::V,αλλάζω,хийца
803,aufgehen[Sonne]::V,βγαίνω,кхета
804,aufgehen[Sonne]::V,ανατέλλω,кхета
805,untergehen[Sonne]::V,δύω,чубуза
806,untergehen[Sonne]::V,βασιλεύω,чубуза
807,scheinen[Sonne]::V,λάμπω,серло яла
808,donnern::V,βροντώ,къекъа
809,wehen::V,φυσώ,хьекха
810,strömen::V,ρέω,эха
811,strömen::V,τρέχω,эха
812,fließen::V,ρέω,охьаэха
813,sich drehen::V,γυρίζω,хьийза
814,sich drehen::V,στρέφομαι,хьийза
815,schwanken::V,ταλαντεύομαι,леста
816,schwingen::V,αιωρούμαι,лесто
817,schwingen::V,ταλαντεύομαι,лесто
818,fallen::V,πέφτω,охьакхета
819,brennen::V,καίω,дага
820,rauchen::V,καπνίζω,оза
821,regnen::V,βρέχω,догlа догlу
822,gefrieren::V,παγώνω,гӏоро
823,tauen::V,λειώνω,даша
824,schmelzen::V,λειώνω,лала
825,trocknen::V,στεγνώνω,дакъо
826,sieden::V,βράζω,кхехка
827,faulen::V,σαπίζω,дахкадала
828,verfaulen::V,σαπίζω,дахкадала
829,reißen::V,σχίζω,хеда
830,versinken::V,βουλιάζω,хичудаха
831,versinken::V,βυθίζομαι,хичудаха
832,vergehen::V,περνώ,дlаэха
833,erscheinen::V,εμφανίζομαι,схьадала
834,erscheinen::V,εμφανίζομαι,ӏоттадала
835,verschwinden::V,χάνομαι,къайладала
836,verschwinden::V,εξαφανίζομαι,къайладала
837,sinken::V,κατεβαίνω,лахдала
838,abnehmen::V,μειώνομαι ,
839,zunehmen::V,αυξάνω,лакхадала
840,zunehmen::V,μεγαλώνω,лакхадала
841,steigen::V,ανεβαίνω,хьаладала
842,wachsen::V,μεγαλώνω,кхиа
843,glänzen::V,γυαλίζω,лепа
844,funkeln::V,αστράφτω,къега
845,funkeln::V,σπιθοβολώ,къега
846,lärmen::V,θορυβώ,гӏовгӏаян
847,läuten::V,χτυπώ ,детта
848,klingeln::V,κουδουνίζω,дека
849,klirren::V,κουδουνίζω,дека
850,brausen::V,βουΐζω,хьаьдда даха
851,rauschen::V,βουΐζω,леста
852,klingen::V,ηχώ,дека
853,bellen::V,γαυγίζω,лета
854,heulen::V,ουρλιάζω,угӏа
855,blasen::V,φυσώ,хӏуп баха
856,pfeifen::V,σφυρίζω,шок етта
857,schreien::V,κραυγάζω,мохь бетта
858,stöhnen::V,βογγώ,узарш дан
859,zittern::V,τρέμω,дега
860,leben::V,ζω,даха
861,geboren werden::V,γεννιέμαι,хила
862,atmen::V,αναπνέω,садеӏа
863,trinken::V,πίνω,мала
864,essen::V,τρώω,кхалла
865,schlucken::V,καταπίνω,къурдбан
866,müde werden::V,κουράζομαι,кӏаддала
867,einschlafen::V,αποκοιμιέμαι,наб кхета
868,schlafen::V,κοιμάμαι,вижа
869,schlafen::V,κοιμάμαι,наб ян
870,schlafen::V,κοιμάμαι,дижина хила
871,aufwachen::V,ξυπνώ,самадала
872,aufstehen::V,σηκώνομαι,гӏатта
873,sich erholen::V,ξεκουράζομαι,садаӏа
874,krank werden::V,αρρωσταίνω,цомгуш хила
875,krank sein::V,ασθενώ,цомгуш хила
876,schmerzen::V,πονώ,лаза
877,schmerzen::V,πονώ,ӏийжа
878,husten::V,βήχω,йовхарш етта
879,genesen::V,θεραπεύομαι,тадала
880,sterben::V,πεθαίνω,дала
881,umkommen::V,πεθαίνω,хӏаллакхила
882,sich bewegen::V,κουνιέμαι,лела
883,sich rühren::V,σαλεύω,меттахъхьен
884,sich erheben::V,επαναστατώ,хьалагlатта
885,sich setzen::V,κάθομαι,хаа
886,hinfallen::V,πέφτω κάτω,дожа
887,hinfallen::V,πέφτω κάτω,охьакхета
888,laufen::V,τρέχω,вада
889,laufen::V,τρέχω,хьада
890,schreiten::V,βαδίζω,болар дан
891,schreiten::V,βαδίζω,ког баккха
892,spazierengehen::V,κάνω βόλτα,доладала
893,spazierengehen::V,πηγαίνω περίπατο,доладала
894,eilen::V,σπεύδω,сихдала
895,sich beeilen::V,βιάζομαι,сихдала
896,sausen::V,τρέχω γρήγορα,
897,rennen::V,τρέχω,дада
898,springen::V,πηδώ,ирхкхийсадала
899,klettern::V,σκαρφαλώνω,тӏедийла
900,schaukeln::V,κουνιέμαι,техко
901,kriechen::V,έρπω,такха
902,kriechen::V,σέρνομαι,такха
903,schwimmen::V,κολυμπώ,некадан
904,tauchen::V,βουτώ,чулелха
905,rudern::V,κωπηλατώ,дига лело
906,rudern::V,κωπηλατώ,кема лело
907,fahren::V,πηγαίνω,хахка
908,fliegen::V,πετώ,тӏемадала
909,gehen::V,βαδίζω,лeла
910,gehen::V,πηγαίνω,лeла
911,weggehen::V,φεύγω,дӏадаха
912,abfahren::V,ξεκινώ,дӏадаха
913,abfahren::V,αναχωρώ,дӏадаха
914,anhalten::V,σταματώ,саца
915,hineingehen::V,μπαίνω,чудала
916,eintreten::V,μπαίνω,чудала
917,eintreten::V,εισέρχομαι,чудала
918,kommen::V,έρχομαι,кхача
919,kommen::V,έρχομαι,дӏакхача
920,kommen::V,έρχομαι,схьакхача
921,ankommen::V,φτάνω,кхача
922,ankommen::V,φτάνω,схьакхача
923,zurückkommen::V,επιστρέφω,юхада
924,bleiben::V,μένω,диса
925,warten::V,περιμένω,хьежа
926,warten::V,περιμένω,cобар дан
927,erwarten::V,αναμένω,хьоьжуш ӏан
928,erwarten::V,περιμένω,хьоьжуш ӏан
929,suchen::V,ψάχνω,леха
930,finden::V,βρίσκω,каро
931,versuchen::V,προσπαθώ,дан хьажа
932,vorbereiten::V,προετοιμάζω,кечъян
933,lieben::V,αγαπώ,деза
934,mögen::V,μου αρέσει,безамхила
935,lachen::V,γελώ,дела
936,rühren::V,συγκινώ,хьедан
937,weinen::V,κλαίω,делха
938,schimpfen::V,βρίζω,чехо
939,sich ärgern::V,θυμώνω,оьгӏазъэха
940,sich fürchten::V,φοβάμαι,кхера
941,fürchten::V,φοβάμαι,кхера
942,fliehen::V,φεύγω,дӏадада
943,flüchten::V,δραπετεύω,дӏадада
944,sehen::V,βλέπω,ган
945,anschauen::V,κοιτάζω,хьажа
946,anschauen::V,κοιτάζω,хьежа
947,ansehen::V,βλέπω,хьовса
948,hören::V,ακούω,хаза
949,zuhören::V,ακούω,ладогӏа
950,probieren::V,δοκιμάζω,хьажа
951,riechen::V,μυρίζω,хьожа яха
952,riechen::V,οσφραίνομαι,хьожа яха
953,fühlen::V,αισθάνομαι,хаадала
954,scheinen::V,φαίνομαι,мотта
955,zu sehen sein::V,φαίνομαι,гуш хила
956,vernehmen::V,ακούω,бартхатта
957,vernehmen::V,μαθαίνω,бартхатта
958,frieren::V,κρυώνω,гӏоро
959,tun::V,κάνω,дан
960,können::V,ξέρω,дадала
961,können::V,μπορώ,дадала
962,wollen::V,θέλω,тӏергӏа
963,anfangen::V,αρχίζω,доло
964,beenden::V,τελειώνω,довла
965,aufhören::V,παύω,саца
966,gelingen::V,πετυχαίνω,кадала
967,geraten::V,γίνομαι,хила
968,öffnen::V,ανοίγω,дӏаделла
969,öffnen::V,ανοίγω,схьаделла
970,schließen::V,κλείνω,къовла
971,schließen::V,κλείνω,дӏачӏагӏа
972,stellen::V,θέτω,хlотто
973,setzen::V,θέτω,дийгӏа
974,legen::V,θέτω,охьадилла
975,berühren::V,εγγίζω,хьедан
976,verbinden::V,συνδέω,вовшахтаса
977,bedecken::V,σκεπάζω,тилла
978,bedecken::V,σκεπάζω,тӏетаса
979,aufhängen::V,κρεμώ,хьалаолла
980,anzünden::V,ανάβω,лато
981,aufheben::V,σηκώνω,айа
982,zurücklassen::V,εγκαταλείπω,дита
983,verlieren::V,χάνω,дайа
984,fallen lassen::V,αφήνω να πέσει,охьадожо
985,machen::V,κάνω,дан
986,machen::V,φτιάχνω,дан
987,herstellen::V,κατασκευάζω,дан
988,bauen::V,χτίζω,гӏишлоян
989,bauen::V,οικοδομώ,гӏишлоян
990,reparieren::V,επισκευάζω,тадан
991,reparieren::V,επιδιορθώνω,тадан
992,verbessern::V,βελτιώνω,нисдан
993,verbessern::V,καλυτερεύω,нисдан
994,ändern::V,αλλάζω,хийца
995,graben::V,σκάβω,ахка
996,beugen::V,λυγίζω,сатто
997,biegen::V,κάμπτω,сатто
998,drehen::V,στρέφω,хьовзо
999,wenden::V,γυρίζω,
1000,umdrehen::V,γυρίζω,хьовзo
1001,heben::V,υψώνω,айа
1002,heben::V,υψώνω,хьалаайа
1003,heben::V,σηκώνω,айа
1004,heben::V,σηκώνω,хьалаайа
1005,hochheben::V,υψώνω,хьалаайа
1006,hochheben::V,σηκώνω,хьалаайа
1007,ergreifen::V,πιάνω,дӏалаца
1008,ergreifen::V,αρπάζω,дӏалаца
1009,halten::V,βαστώ,латто
1010,drücken::V,πιέζω,тӏетаӏо
1011,schieben::V,σπρώχνω,татта
1012,kratzen::V,γρατσουνίζω,мӏараш тийса
1013,lecken::V,γλείφω,мотт хьекха
1014,beißen::V,δαγκάνω,катoха
1015,abreißen::V,κόβω,схьадаккха
1016,abreißen::V,σχίζω,схьадаккха
1017,abschneiden::V,αποκόπτω,кхада
1018,binden::V,δένω,дӏадехка
1019,binden::V,δένω,вовшахтаса
1020,stecken::V,χώνω,чудахийта
1021,brechen::V,σπάζω,кагдан
1022,klopfen::V,χτυπώ,детта
1023,klopfen::V,τινάζω,детта
1024,hauen::V,χτυπώ,етта
1025,kleben::V,κολλώ,тӏелато
1026,reiben::V,τρίβω,хьекхо
1027,streichen::V,αλείφω,тlехьакха
1028,schleifen::V,ακονίζω,ирдан
1029,schneiden::V,κόβω,ларга
1030,rütteln::V,σείω,лесто
1031,rütteln::V,τινάζω,лесто
1032,schütteln::V,σείω,лесто
1033,schütteln::V,κουνώ,лесто
1034,schwenken::V,κουνώ,лесто
1035,schütten::V,χύνω,дотта
1036,füllen::V,γεμίζω,дуза
1037,einwickeln::V,τυλίγω,хьарчо
1038,tragen::V,φέρνω,дахьа
1039,schleppen::V,κουβαλώ,ийзо
1040,ziehen::V,τραβώ,озо
1041,aufbewahren::V,φυλάω,ӏалашдан
1042,werfen::V,ρίχνω,кхосса
1043,fangen::V,πιάνω,леца
1044,packen::V,τσακώνω,леца
1045,verstecken::V,κρύβω,къайладаккха
1046,teilen::V,μερίζω,декъа
1047,schicken::V,στέλνω,дӏадахьийта
1048,bringen::V,φέρνω,дан
1049,hinzufügen::V,προσθέτω,тӏетоха
1050,bekommen::V,προσκομίζω,даккха
1051,erhalten::V,παίρνω,даккха
1052,erhalten::V,λαμβάνω,даккха
1053,nehmen::V,πιάνω,схьаэца
1054,nehmen::V,παίρνω,схьаэца
1055,wählen::V,εκλέγω,харжа
1056,auswählen::V,διαλέγω,харжа
1057,bewahren::V,διατηρώ,lалашдан
1058,behindern::V,εμποδίζω,новкъарло ян
1059,verderben::V,χαλώ,талхо
1060,beschädigen::V,ζημιώνω,дохо
1061,zerbrechen::V,σπάζω,дохо
1062,zerbrechen::V,σπάζω,кагдан
1063,zerreißen::V,σχίζω,хадо
1064,zerstören::V,καταστρέφω,дохо
1065,zerstören::V,καταστρέφω,кагдан
1066,verbrennen::V,καίω,даго
1067,geben::V,δίνω,яла
1068,reichen::V,δίνω,дӏадала
1069,reichen::V,δίνω,дӏакховдо
1070,schenken::V,χαρίζω,совгӏат дан
1071,versprechen::V,υπόσχομαι,ваӏда дан
1072,wünschen::V,εύχομαι,лаа
1073,loben::V,επαινώ,хасто
1074,küssen::V,φιλώ,оба яккха
1075,wiegen::V,κουνώ,тахка
1076,wiegen::V,νανουρίζω,тахка
1077,zudecken::V,σκεπάζω,тӏетаса
1078,wecken::V,ξυπνώ,самадаккха
1079,zeigen::V,δείχνω,гайта
1080,führen::V,οδηγώ,дига
1081,lehren::V,διδάσκω,ӏамо
1082,unterrichten::V,διδάσκω,хьеха
1083,aufziehen::V,ανατρέφω,кхио
1084,leiten::V,ηγούμαι,урхалла дан
1085,leiten::V,διευθύνω,урхалла дан
1086,antreiben::V,σπρώχνω,сихдан
1087,antreiben::V,παρακινώ,сихдан
1088,lassen::V,αφήνω,-йта
1089,einladen::V,προσκαλώ,кхайкха
1090,vereinigen::V,ενώνω,цхьаьнатоха
1091,besuchen::V,επισκέπτομαι,хьажахIотта
1092,treffen::V,συναντώ,дуьхьалкхета
1093,sich versammeln::V,μαζεύομαι,гулдан
1094,spielen::V,παίζω,ловза
1095,singen::V,τραγουδώ,лакха
1096,tanzen::V,χορεύω,хелхадала
1097,sich trennen::V,αποχωρίζομαι,къаста
1098,verlassen::V,εγκαταλείπω,дита
1099,retten::V,σώζω,кӏелхьардаккха
1100,bewachen::V,φρουρώ,ха дан
1101,schützen::V,προστατεύω,лардан
1102,verteidigen::V,υπερασπίζω,лардан
1103,sich schlagen::V,χτυπιέμαι,етта
1104,schießen::V,πυροβολώ,детта
1105,siegen::V,νικώ,тола
1106,ärgern::V,τσαντίζω,оьгӏаздахийта
1107,schlagen::V,χτυπώ,тоха
1108,treten::V,κλοτσώ,мийра тоха
1109,stechen::V,τρυπώ,ӏотта
1110,stechen::V,τρυπώ,къовзо
1111,stoßen::V,ωθώ,татта
1112,stoßen::V,σπρώχνω,татта
1113,stehlen::V,κλέβω,лачкъо
1114,stören::V,διαταράσσω,новкъарло ян
1115,belästigen::V,ενοχλώ,сагатдан
1116,verbergen::V,κρύβω,къайладаккха
1117,täuschen::V,παραπλανώ,ӏexo
1118,betrügen::V,απατώ,ледан
1119,töten::V,σκοτώνω,ден
1120,töten::V,θανατώνω,ден
1121,wohnen::V,μένω,даха
1122,wohnen::V,κατοικώ,даха
1123,arbeiten::V,δουλεύω,къахьега
1124,arbeiten::V,εργάζομαι,къахьега
1125,sammeln::V,μαζεύω,гулдан
1126,sammeln::V,συλλέγω,гулдан
1127,pflücken::V,κόβω,даха
1128,jagen::V,κυνηγώ,талла
1129,fischen::V,ψαρεύω,чӏерий леца
1130,fassen::V,πιάνω,лаца
1131,fassen::V,πιάνω,схьалаца
1132,hüten::V,φυλάγω,лардан
1133,hüten::V,προσέχω,лардан
1134,treiben::V,οδηγώ,лахка
1135,anbinden::V,δένω,дӏадехка
1136,füttern::V,ταΐζω,хӏума яла
1137,melken::V,αρμέγω,оза
1138,hacken::V,κόβω,
1139,gießen::V,ποτίζω,хи тоха
1140,reifen::V,ωριμάζω,хьекъа
1141,zubereiten::V,ετοιμάζω,кечъян
1142,zubereiten::V,ετοιμάζω,кхача бан
1143,kochen::V,βράζω,кхача бан
1144,backen::V,ψήνω,датта
1145,braten::V,τηγανίζω,кхарза
1146,umrühren::V,ανακατεύω,кего
1147,stricken::V,πλέκω,
1148,nähen::V,ράβω,тега
1149,färben::V,βάφω,басардан
1150,färben::V,χρωματίζω,басардан
1151,reinigen::V,καθαρίζω,цӏандан
1152,waschen::V,πλένω,йила
1153,waschen::V,πλένω,йитта
1154,waschen::V,πλένω,дӏадайа
1155,abwischen::V,σφουγγίζω,дӏадайа
1156,spülen::V,ξεπλένω,хи кхарза
1157,fegen::V,σκουπίζω,нуй хьакха
1158,kehren::V,σκουπίζω,нуй хьакха
1159,baden::V,κάνω μπάνιο,лийча
1160,sich waschen::V,πλένομαι,юьхь йила
1161,ausziehen::V,βγάζω,духар дӏадаккха
1162,anziehen::V,φορώ,
1163,sich anziehen::V,ντύνομαι,духа
1164,kämmen::V,χτενίζω,ехк хьакха
1165,schmücken::V,στολίζω,хаздан
1166,sagen::V,λέω,ала
1167,sprechen::V,μιλώ,баха
1168,sprechen::V,μιλώ,мотт бийца
1169,reden::V,μιλώ,къамел дан
1170,reden::V,κουβεντιάζω,къамел дан
1171,sich unterhalten::V,συνομιλώ,къамел дан
1172,sich unterhalten::V,κουβεντιάζω,къамел дан
1173,fragen::V,ρωτώ,хатта
1174,bitten::V,ζητώ,деха
1175,bitten::V,παρακαλώ,деха
1176,erzählen::V,διηγούμαι,дийца
1177,mitteilen::V,πληροφορώ,хаам бан
1178,nennen::V,ονομάζω,цӏе яккха
1179,rufen::V,φωνάζω,кхайкха
1180,prahlen::V,καυχιέμαι,куралла ян
1181,prahlen::V,καυχιέμαι,дозалла дан
1182,übersetzen::V,μεταφράζω,гоч дан
1183,denken::V,σκέφτομαι,ойла ян
1184,glauben::V,πιστεύω,теша
1185,bemerken::V,παρατηρώ,ган
1186,erkennen::V,αναγνωρίζω,довза
1187,begreifen::V,καταλαβαίνω,кхета
1188,verstehen::V,ακούω,кхета
1189,lernen::V,μαθαίνω,деша
1190,wissen::V,ξέρω,хаа
1191,sich erinnern an::V,θυμάμαι,дагадан
1192,vergessen::V,ξεχνώ,дицдала
1193,messen::V,μετρώ,дуста
1194,zählen::V,μετρώ,дагардан
1195,rechnen::V,λογαριάζω,лара
1196,lesen::V,διαβάζω,еша
1197,malen::V,ζωγραφίζω,сурт дилла
1198,zeichnen::V,σχεδιάζω,сурт дилла
1199,schreiben::V,γράφω,яздан
1200,besitzen::V,κατέχω,доладан
1201,kaufen::V,αγοράζω,эца
1202,verkaufen::V,πουλώ,дохка
1203,bezahlen::V,πληρώνω,мах бала
1204,zahlen::V,πληρώνω,мах бала
1205,beherrschen::V,κυριαρχώ,собаре хила
1206,ertragen::V,βαστώ,лан
1207,ertragen::V,βαστώ,сатоха
1208,ertragen::V,βαστώ,садетта
1209,ertragen::V,αντέχω,лан
1210,ertragen::V,αντέχω,сатоха
1211,ertragen::V,αντέχω,садетта
