,Concept_ID,pt,uz
822,sechzig::NUM,sessenta,oltmish
823,siebzig::NUM,setenta,etmish
824,achtzig::NUM,oitenta,sakson
825,neunzig::NUM,noventa,to'qson
826,hundert::NUM,cem,yuz
827,hundert::NUM,cento,yuz
828,tausend::NUM,mil,ming
829,und::CNJ,e,va
830,oder::CNJ,ou,yo
831,stehen::V,estar em pé,turmoq
832,sitzen::V,estar sentado,o'tirmoq
833,liegen::V,jazer,yotmoq
834,liegen::V,estar deitado,yotmoq
835,hängen::V,pender,osilmoq
836,hängen::V,estar pendurado,osilmoq
837,werden::V,tornar-se,bo'lmoq
838,passieren::V,acontecer,bo'lib o'tmoq
839,beginnen::V,começar,boshlanmoq
840,enden::V,acabar,bitmoq
841,enden::V,terminar,bitmoq
842,wechseln::V,variar,o'zgarmoq
843,wechseln::V,alternar,o'zgarmoq
844,aufgehen[Sonne]::V,nascer,chiqmoq
845,untergehen[Sonne]::V,pôr-se,botmoq
846,scheinen[Sonne]::V,brilhar,yaraqlamoq
847,donnern::V,trovejar,gulduramoq
848,wehen::V,soprar,elpimoq
849,strömen::V,correr,oqmoq
850,fließen::V,fluir,oqmoq
851,sich drehen::V,girar,aylanmoq
852,schwanken::V,oscilar,qoqilmoq
853,schwingen::V,vibrar,lopillamoq
854,fallen::V,cair,tushmoq
855,brennen::V,arder,yonmoq
856,rauchen::V,fumegar,tutamoq
857,regnen::V,chover,yomg'ir yog'moq
858,gefrieren::V,gelar,muzlamoq
859,gefrieren::V,congelar,muzlamoq
860,tauen::V,derreter,ärimoq
861,tauen::V,descongelar,ärimoq
862,schmelzen::V,fundir-se,ärimoq
863,trocknen::V,secar,qurimoq
864,sieden::V,ferver,qaynamoq
865,faulen::V,estragar-se,chirimoq
866,verfaulen::V,apodrecer,chirimoq
867,reißen::V,romper-se,qayt qilmoq
868,versinken::V,afundar-se,g'arq bo'lmoq
869,vergehen::V,passar,o'tmoq
870,erscheinen::V,aparecer,zuhur ätmoq
871,verschwinden::V,desaparecer,yo'qolmoq
872,sinken::V,descer,pasaymoq
873,abnehmen::V,diminuir,kamaymoq
874,abnehmen::V,decrescer,kamaymoq
875,zunehmen::V,crescer,urchimoq
876,zunehmen::V,aumentar,urchimoq
877,steigen::V,subir,oshmoq
878,wachsen::V,crescer,o'smoq
879,glänzen::V,brilhar,porlamoq
880,funkeln::V,cintilar,yalt ätmoq
881,lärmen::V,fazer barulho,taraq ätmoq
882,läuten::V,chocalhar,jiringlamoq
883,klingeln::V,tocar,jiringlamoq
884,klirren::V,tinir,sharaqlamoq
885,brausen::V,bramar,vag'illamoq
886,rauschen::V,murmurar,shitirlamoq
887,rauschen::V,rumorejar,shitirlamoq
888,klingen::V,soar,yangramoq
889,bellen::V,ladrar,hurmoq
890,heulen::V,uivar,uvlamoq
891,blasen::V,soprar,puflamoq
892,pfeifen::V,assobiar,xushtak chalmoq 
893,schreien::V,gritar,qiyqirmoq
894,stöhnen::V,gemer,nola qilmoq
895,zittern::V,tremer,titramoq
896,leben::V,viver,yashamoq
897,geboren werden::V,nascer,tug'ilmoq
898,atmen::V,respirar,nafas chiqarmoq
899,trinken::V,beber,ichmoq
900,essen::V,comer,emoq
901,schlucken::V,engolir,yutmoq
902,müde werden::V,cansar-se,horimoq
903,einschlafen::V,adormecer,uxlab qolmoq
904,schlafen::V,dormir,uxlamoq
905,aufwachen::V,acordar,uyg'onmoq
906,aufstehen::V,levantar-se,qo'pmoq
907,sich erholen::V,descansar,dam olmoq
908,krank werden::V,adoecer,kasallanmoq
909,krank werden::V,ficar doente,kasallanmoq
910,krank sein::V,estar doente,betob yotmoq
911,schmerzen::V,doer,og'rimoq
912,husten::V,tossir,yo'talmoq
913,genesen::V,convalescer,tuzalmoq
914,sterben::V,morrer,o'lmoq
915,umkommen::V,perecer,halok bo'lmoq
916,sich bewegen::V,mover-se,harakat qilmoq
917,sich rühren::V,mexer-se,qimirlamoq
918,sich erheben::V,levantar-se,qo'pmoq
919,sich setzen::V,sentar-se,o'tirmoq
920,hinfallen::V,cair,yiqilmoq
921,laufen::V,andar,yurmoq
922,laufen::V,caminhar,yurmoq
923,schreiten::V,andar,yurmoq
924,schreiten::V,caminhar,yurmoq
925,spazierengehen::V,passear,sayr ätmoq
926,eilen::V,apressar-se,tezlamoq
927,sich beeilen::V,apressar-se,shoshmoq
928,sich beeilen::V,despachar-se,shoshmoq
929,sausen::V,correr,chopqillamoq
930,rennen::V,correr,yugurmoq
931,springen::V,saltar,sakramoq
932,klettern::V,trepar,yuqorilamoq
933,schaukeln::V,baloiçar,irg'amoq
934,kriechen::V,rastejar,ämaklamoq
935,kriechen::V,arrastar-se,ämaklamoq
936,schwimmen::V,nadar,suzmoq
937,tauchen::V,mergulhar,chu'mmoq
938,rudern::V,remar,eshkak eshmoq
939,fahren::V,ir,haydamoq
940,fliegen::V,voar,uchmoq
941,gehen::V,ir,bormoq
942,gehen::V,andar,bormoq
943,weggehen::V,partir,ketoq
944,weggehen::V,ir-se embora,ketoq
945,abfahren::V,sair,jo'namoq
946,abfahren::V,partir,jo'namoq
947,anhalten::V,parar,to'xtamoq
948,hineingehen::V,entrar,kirmoq
949,eintreten::V,entrar,kirmoq
950,kommen::V,vir,kelmoq
951,ankommen::V,chegar,etib kelmoq
952,zurückkommen::V,voltar,qaytib kelmoq
953,zurückkommen::V,regressar,qaytib kelmoq
954,bleiben::V,ficar,qolmoq
955,bleiben::V,permanecer,qolmoq
956,warten::V,esperar,poylamoq
957,erwarten::V,esperar,kutmoq
958,erwarten::V,aguardar,kutmoq
959,suchen::V,buscar,izlamoq
960,suchen::V,procurar,izlamoq
961,finden::V,achar,topmoq
962,finden::V,encontrar,topmoq
963,versuchen::V,tentar,chalishmoq
964,vorbereiten::V,preparar,hozirlamoq
965,lieben::V,amar,sevmoq
966,lieben::V,querer,sevmoq
967,mögen::V,gostar de,ardoqlamoq
968,lachen::V,rir,kulmoq
969,lachen::V,rir-se,kulmoq
970,rühren::V,comover,ta'sirlantirmoq
971,weinen::V,chorar,yig'lamoq
972,schimpfen::V,ralhar,koyinmoq
973,sich ärgern::V,zangar-se,g'azab qilmoq
974,sich fürchten::V,ter medo de,hurkmoq
975,sich fürchten::V,ter receio de,hurkmoq
976,fürchten::V,temer,qo'rqmoq
977,fürchten::V,recear,qo'rqmoq
978,fliehen::V,fugir,qochmoq
979,flüchten::V,refugiar-se,qochmoq
980,sehen::V,ver,ko'rmoq
981,anschauen::V,olhar,razm solmoq
982,ansehen::V,mirar,razm qilmoq
983,hören::V,ouvir,äshitmoq
984,zuhören::V,escutar,tinglamoq
985,probieren::V,provar,tatib ko'rmoq
986,probieren::V,saborear,tatib ko'rmoq
987,riechen::V,cheirar,iskamoq
988,fühlen::V,sentir,sezmoq
989,scheinen::V,parecer,tuyilmoq
990,zu sehen sein::V,estar à vista,ko'rinmoq
991,vernehmen::V,ouvir,äshitmoq
992,frieren::V,ter frio,sovuq qotmoq
993,tun::V,fazer,ätmoq
994,können::V,saber,-a olmoq
995,können::V,saber,-y olmoq
996,wollen::V,querer,istamoq
997,anfangen::V,iniciar,boshlamoq
998,beenden::V,acabar,bitirmoq
999,beenden::V,terminar,bitirmoq
1000,aufhören::V,cessar,tinmoq
1001,aufhören::V,desistir,tinmoq
1002,gelingen::V,sair bem,muvaffaqiyat qozonmoq
1003,gelingen::V,dar bom resultado,muvaffaqiyat qozonmoq
1004,geraten::V,sair,bo'lmoq
1005,geraten::V,dar resultado,bo'lmoq
1006,öffnen::V,abrir,ochmoq
1007,schließen::V,fechar,yopmoq
1008,stellen::V,pôr,qo'ymoq
1009,stellen::V,colocar,qo'ymoq
1010,setzen::V,pôr,o'tqazmoq
1011,setzen::V,meter,o'tqazmoq
1012,legen::V,pôr,yotqizmoq
1013,legen::V,meter,yotqizmoq
1014,berühren::V,tocar,tegmoq
1015,verbinden::V,unir,ulamoq
1016,verbinden::V,ligar,ulamoq
1017,bedecken::V,cobrir,bekitmoq
1018,aufhängen::V,pendurar,ildirmoq
1019,anzünden::V,acender,yondirmoq
1020,aufheben::V,apanhar,ko'tarmoq
1021,aufheben::V,levantar,ko'tarmoq
1022,zurücklassen::V,deixar,ayrilmoq
1023,verlieren::V,perder,yo'qotmoq
1024,fallen lassen::V,deixar cair,tushirmoq
1025,machen::V,fazer,qilmoq
1026,herstellen::V,produzir,chiqarmoq
1027,bauen::V,edificar,solmoq
1028,bauen::V,construir,solmoq
1029,reparieren::V,reparar,tuzatmoq
1030,reparieren::V,consertar,tuzatmoq
1031,verbessern::V,melhorar,isloh qilmoq
1032,ändern::V,mudar,o'zgartirmoq
1033,ändern::V,alterar,o'zgartirmoq
1034,graben::V,cavar,qazimoq
1035,beugen::V,curvar,bukmoq
1036,biegen::V,vergar,bukmoq
1037,drehen::V,girar,aylantirmoq
1038,wenden::V,virar,burmoq
1039,wenden::V,voltar,burmoq
1040,umdrehen::V,virar,ag'darmoq
1041,umdrehen::V,revolver,ag'darmoq
1042,heben::V,levantar,yuksaltirmoq
1043,hochheben::V,erguer,ko'tarmoq
1044,hochheben::V,levantar,ko'tarmoq
1045,ergreifen::V,apanhar,tutamlamoq
1046,halten::V,segurar,tutmoq
1047,drücken::V,apertar,bosmoq
1048,schieben::V,empurrar,surmoq
1049,kratzen::V,raspar,qashimoq
1050,lecken::V,lamber,mijimoq
1051,beißen::V,morder,tishlamoq
1052,abreißen::V,arrancar,emirmoq
1053,abschneiden::V,talhar,cho'rt kesmoq
1054,binden::V,ligar,bog'lamoq
1055,stecken::V,meter,suqmoq
1056,stecken::V,enfiar,suqmoq
1057,brechen::V,romper,sindirmoq
1058,brechen::V,quebrar,sindirmoq
1059,klopfen::V,bater,dukurlamoq
1060,hauen::V,bater,urmoq
1061,kleben::V,colar,yopishtirmoq
1062,reiben::V,esfregar,surkamoq
1063,streichen::V,barrar,surkamoq
1064,schleifen::V,afiar,qayramoq
1065,schneiden::V,cortar,kesmoq
1066,rütteln::V,sacudir,chayqamoq
1067,schütteln::V,abanar,chayqamoq
1068,schütteln::V,sacudir,chayqamoq
1069,schwenken::V,agitar,chayqatmoq
1070,schütten::V,deitar,quymoq
1071,füllen::V,encher,to'ldirmoq
1072,einwickeln::V,envolver,chulg'amoq
1073,einwickeln::V,embrulhar,chulg'amoq
1074,tragen::V,levar,tashimoq
1075,tragen::V,trazer,tashimoq
1076,schleppen::V,arrastar,sudramoq
1077,ziehen::V,puxar,tortmoq
1078,aufbewahren::V,guardar,tutmoq
1079,aufbewahren::V,conservar,tutmoq
1080,werfen::V,lançar,tashlamoq
1081,fangen::V,apanhar,tutmoq
1082,packen::V,agarrar,opqochmoq
1083,verstecken::V,esconder,yashirmoq
1084,teilen::V,partir,bo'lmoq
1085,teilen::V,dividir,bo'lmoq
1086,schicken::V,enviar,yubormoq
1087,bringen::V,trazer,keltirmoq
1088,hinzufügen::V,acrescentar,tirkamoq
1089,bekommen::V,obter,olmoq
1090,erhalten::V,receber,olmoq
1091,nehmen::V,tomar,olmoq
1092,wählen::V,eleger,saylamoq
1093,wählen::V,escolher,saylamoq
1094,auswählen::V,escolher,saylamoq
1095,auswählen::V,seleccionar,saylamoq
1096,bewahren::V,guardar,saqlamoq
1097,bewahren::V,conservar,saqlamoq
1098,behindern::V,impedir,xalal bermoq
1099,verderben::V,estragar,xazon qilmoq
1100,verderben::V,corromper,xazon qilmoq
1101,beschädigen::V,danificar,buzmoq
1102,zerbrechen::V,romper,sindirmoq
1103,zerbrechen::V,quebrar,sindirmoq
1104,zerreißen::V,rasgar,yirtmoq
1105,zerstören::V,destruir,vayron qilmoq
1106,verbrennen::V,queimar,kuydirmoq
1107,geben::V,dar,bermoq
1108,reichen::V,passar,bermoq
1109,schenken::V,oferecer,sovg'a qilmoq
1110,versprechen::V,prometer,va'da bermoq
1111,wünschen::V,desejar,orziqmoq
1112,loben::V,louvar,maqtamoq
1113,küssen::V,beijar,o'pmoq
1114,wiegen::V,embalar,tebratmoq
1115,zudecken::V,tapar,yopmoq
1116,zudecken::V,cobrir,yopmoq
1117,wecken::V,acordar,uyg'otmoq
1118,wecken::V,despertar,uyg'otmoq
1119,zeigen::V,mostrar,ko'rsatmoq
1120,führen::V,guiar,boshlik bo'lmoq
1121,führen::V,conduzir,boshlik bo'lmoq
1122,lehren::V,ensinar,o'rgatmoq
1123,unterrichten::V,instruir,dars bermoq
1124,aufziehen::V,criar,o'stirmoq
1125,leiten::V,dirigir,boshqarmoq
1126,leiten::V,conduzir,boshqarmoq
1127,antreiben::V,impelir,shoshiltirmoq
1128,lassen::V,fazer,ruxsat bermoq
1129,einladen::V,convidar,taklif kilmoq
1130,vereinigen::V,unir,qo'shmoq
1131,vereinigen::V,reunir,qo'shmoq
1132,besuchen::V,ir ver,mehmonga bormoq
1133,besuchen::V,visitar,mehmonga bormoq
1134,treffen::V,encontrar,duchor bo'lmoq
1135,sich versammeln::V,reunir-se,to'planmoq
1136,spielen::V,jogar,o'ynamoq
1137,spielen::V,brincar,o'ynamoq
1138,singen::V,cantar,yalla qilmoq
1139,tanzen::V,bailar,raqs qilmoq
1140,sich trennen::V,apartar-se,yakkalanmoq
1141,verlassen::V,deixar,qoldirmoq
1142,verlassen::V,abandonar,qoldirmoq
1143,retten::V,salvar,qutqazmoq
1144,bewachen::V,vigiar,qo'rimoq
1145,bewachen::V,guardar,qo'rimoq
1146,schützen::V,proteger,yoniga olmoq
1147,verteidigen::V,defender,yoqlamoq
1148,sich schlagen::V,brigar,yoqalashmoq
1149,sich schlagen::V,bater-se,yoqalashmoq
1150,schießen::V,disparar,otmoq
1151,siegen::V,vencer,engmoq
1152,ärgern::V,irritar,jahl chiqarmoq
1153,ärgern::V,aborrecer,jahl chiqarmoq
1154,schlagen::V,bater,urmoq
1155,treten::V,pisar,tepmoq
1156,stechen::V,picar,qadamoq
1157,stoßen::V,empurrar,turtmoq
1158,stehlen::V,furtar,o'g'rilamoq
1159,stören::V,perturbar,tebratmoq
1160,belästigen::V,incomodar,g'ashini keltirmoq
1161,belästigen::V,importunar,g'ashini keltirmoq
1162,verbergen::V,ocultar,berkitmoq
1163,verbergen::V,esconder,berkitmoq
1164,täuschen::V,iludir,aldamoq
1165,täuschen::V,enganar,aldamoq
1166,betrügen::V,burlar,tirriq qilmoq
1167,betrügen::V,enganar,tirriq qilmoq
1168,töten::V,matar,o'ldirmoq
1169,wohnen::V,morar,istiqomat qilmoq
1170,arbeiten::V,trabalhar,ishlamoq
1171,sammeln::V,recolher,yig'moq
1172,sammeln::V,coleccionar,yig'moq
1173,pflücken::V,colher,termoq
1174,jagen::V,caçar,ov qilmoq
1175,fischen::V,pescar,baliq ovlamoq
1176,fassen::V,apanhar,ilinmoq
1177,hüten::V,guardar,boqtirmoq
1178,treiben::V,conduzir,haydamoq
1179,anbinden::V,atar,bog'lamoq
1180,füttern::V,dar de comer a,edirmoq
1181,melken::V,ordenhar,sog'moq
1182,hacken::V,rachar,chopmoq
1183,gießen::V,regar,oqizmoq
1184,reifen::V,amadurecer,qizarmoq
1185,zubereiten::V,preparar,pishirmoq
1186,kochen::V,cozer,qaynatmoq
1187,backen::V,cozer,yopmoq
1188,braten::V,assar,qovurmoq
1189,braten::V,fritar,qovurmoq
1190,umrühren::V,remexer,atalamoq
1191,stricken::V,tricotar,to'qimoq
1192,stricken::V,fazer malha,to'qimoq
1193,nähen::V,coser,tikmoq
1194,nähen::V,costurar,tikmoq
1195,färben::V,tingir,bo'yoqlamoq
1196,färben::V,colorir,bo'yoqlamoq
1197,reinigen::V,limpar,tozalamoq
1198,reinigen::V,purificar,tozalamoq
1199,waschen::V,lavar,yuvmoq
1200,abwischen::V,limpar,surkamoq
1201,abwischen::V,esfregar,surkamoq
1202,spülen::V,lavar,chaymoq
1203,spülen::V,enxaguar,chaymoq
1204,fegen::V,varrer,cho'tkalamoq
1205,kehren::V,varrer,supurmoq
1206,baden::V,banhar,cho'milmoq
1207,baden::V,tomar banho,cho'milmoq
1208,sich waschen::V,lavar-se,yuvinmoq
1209,ausziehen::V,despir,echintirmoq
1210,anziehen::V,vestir,kiymoq
1211,sich anziehen::V,vestir-se,kiyinmoq
1212,kämmen::V,pentear,taramoq
1213,schmücken::V,adornar,yasatmoq
1214,sagen::V,dizer,aytmoq
1215,sprechen::V,falar,so'zlamoq
1216,reden::V,falar,gapirmoq
1217,sich unterhalten::V,conversar,suhbatlashmoq
1218,fragen::V,perguntar,so'ramoq
1219,bitten::V,pedir,iltimos qilmoq
1220,erzählen::V,contar,aytib bermoq
1221,mitteilen::V,comunicar,bildirmoq
1222,mitteilen::V,participar,bildirmoq
1223,nennen::V,nomear,atamoq
1224,nennen::V,apelidar,atamoq
1225,rufen::V,chamar,chaqirmoq
1226,prahlen::V,gabar-se,gerdaymoq
1227,prahlen::V,vangloriar-se,gerdaymoq
1228,übersetzen::V,traduzir,tarjima qilmoq
1229,denken::V,pensar,o'ylamoq
1230,glauben::V,crer,ishonmoq
1231,bemerken::V,notar,payqamoq
1232,bemerken::V,observar,payqamoq
1233,erkennen::V,reconhecer,tanimoq
1234,begreifen::V,apreender,tushunmoq
1235,begreifen::V,compreender,tushunmoq
1236,verstehen::V,entender,anglamoq
1237,verstehen::V,compreender,anglamoq
1238,lernen::V,aprender,o'qimoq
1239,wissen::V,saber,bilmoq
1240,sich erinnern an::V,lembrar-se de,äsni tanimoq
1241,sich erinnern an::V,recordar-se de,äsni tanimoq
1242,vergessen::V,esquecer,unutmoq
1243,messen::V,medir,o'lchamoq
1244,zählen::V,contar,raqamlamoq
1245,rechnen::V,calcular,cho'tlamoq
1246,lesen::V,ler,o'qimoq
1247,malen::V,pintar,rasm solmoq
1248,zeichnen::V,desenhar,chizmoq
1249,schreiben::V,escrever,yozmoq
1250,besitzen::V,possuir,ägalamoq
1251,kaufen::V,comprar,olmoq
1252,verkaufen::V,vender,sotmoq
1253,bezahlen::V,pagar,to'lamoq
1254,zahlen::V,pagar,to'lamoq
1255,beherrschen::V,imperar,ägalamoq
1256,ertragen::V,suportar,chidamoq
