,Concept_ID,da,ca
864,leben::V,leve,vīure
865,geboren werden::V,fødes,néixer
866,atmen::V,ånde,respirar
867,trinken::V,drikke,beure
868,essen::V,spise,menjar
869,schlucken::V,synke,empassar-se
870,müde werden::V,blive træt,cansar-se
871,einschlafen::V,falde i søvn,adormir-se
872,schlafen::V,sove,dormir
873,aufwachen::V,vågne,despertar-se
874,aufstehen::V,stå op,llevar-se
875,sich erholen::V,komme sig,descansar
876,krank werden::V,blive syg,posar-se malalt
877,krank sein::V,være syg,estar malalt
878,schmerzen::V,smerte,doldre
879,husten::V,hoste,tossir
880,genesen::V,komme sig,recuperar-se
881,sterben::V,dø,morir
882,umkommen::V,omkomme,perir
883,sich bewegen::V,bevæge sig,moure's
884,sich rühren::V,røre på sig,moure's
885,sich erheben::V,rejse sig,aixecar-se
886,sich setzen::V,sætte sig,asseure's
887,laufen::V,løbe,caminar
888,schreiten::V,skride,procedir
889,spazierengehen::V,gå en tur,passejar
890,eilen::V,ile,anar corrent
891,sich beeilen::V,skynde sig,afanyar-se
892,sausen::V,suse,córrer
893,rennen::V,løbe,córrer
894,rennen::V,rende,córrer
895,springen::V,hoppe,saltar
896,springen::V,springe,saltar
897,klettern::V,klatre,escalar
898,schaukeln::V,gynge,gronxar-se
899,schaukeln::V,gynge,balancejar-se
900,kriechen::V,krybe,reptar
901,kriechen::V,krybe,arrossegar-se
902,schwimmen::V,svømme,nadar
903,tauchen::V,dykke,bussejar
904,tauchen::V,dykke,submergir-se
905,rudern::V,ro,remar
906,fahren::V,køre,anar
907,fliegen::V,flyve,volar
908,gehen::V,gå,caminar
909,weggehen::V,gå bort,anar-se'n
910,abfahren::V,køre bort,partir
911,anhalten::V,standse,aturar-se
912,hineingehen::V,gå ind,entrar
913,eintreten::V,træde ind,entrar
914,kommen::V,komme,venir
915,ankommen::V,ankomme,arribar
916,zurückkommen::V,komme tilbage,tornar
917,bleiben::V,blive,quedar-se
918,bleiben::V,forblive,quedar-se
919,warten::V,vente,esperar
920,erwarten::V,vente,esperar
921,erwarten::V,afvente,esperar
922,suchen::V,søge,buscar
923,finden::V,finde,trobar
924,versuchen::V,forsøge,intentar
925,vorbereiten::V,forberede,preparar
926,lieben::V,elske,estimar
927,mögen::V,holde af,agradar a
928,mögen::V,kunne lide,agradar a
929,lachen::V,le,riure
930,rühren::V,røre,commoure
931,rühren::V,røre,emocionar
932,weinen::V,græde,plorar
933,schimpfen::V,skænde,renyar
934,sich ärgern::V,ærgre sig,enfadar-se
935,sich fürchten::V,være bange,tenir por
936,fürchten::V,være bange for,témer
937,fliehen::V,flygte,fugir
938,flüchten::V,flygte,refugiar-se
939,sehen::V,se,veure
940,anschauen::V,se på,mirar
941,anschauen::V,betragte,mirar
942,ansehen::V,anse,mirar
943,hören::V,høre,oir
944,zuhören::V,høre til,escoltar
945,probieren::V,smage,provar
946,probieren::V,smage på,provar
947,riechen::V,lugte,olorar
948,fühlen::V,føle,sentīr
949,scheinen::V,synes,semblar
950,zu sehen sein::V,synes,poder-se veure
951,vernehmen::V,erfare,percebre
952,frieren::V,fryse,tenir fred
953,tun::V,gøre,fer
954,können::V,kunne,poder
955,wollen::V,ville,voler
956,anfangen::V,begynde,iniciar
957,beenden::V,afslutte,acabar
958,aufhören::V,ophøre,deixar
959,aufhören::V,holde op,deixar
960,gelingen::V,lykkes,sortir bé
961,geraten::V,blive,sortir
962,öffnen::V,åbne,obrir
963,schließen::V,lukke,tancar
964,stellen::V,stille,posar
965,stellen::V,stille,col·locar
966,setzen::V,sætte,assentar
967,legen::V,lægge,posar
968,berühren::V,berøre,tocar
969,verbinden::V,forbinde,unir
970,verbinden::V,forbinde,connectar
971,bedecken::V,dække,tapar
972,bedecken::V,dække,cobrir
973,bedecken::V,bedække,tapar
974,bedecken::V,bedække,cobrir
975,aufhängen::V,hænge,penjar
976,aufhängen::V,hænge op,penjar
977,anzünden::V,tænde,encendre
978,anzünden::V,antænde,encendre
979,aufheben::V,løfte,aixecar
980,aufheben::V,tage op,aixecar
981,zurücklassen::V,lade tilbage,deixar
982,verlieren::V,miste,pērdre
983,fallen lassen::V,tabe,deixar caure
984,fallen lassen::V,droppe,deixar caure
985,machen::V,gøre,fer
986,herstellen::V,fremstille,producir
987,bauen::V,bygge,construir
988,reparieren::V,reparere,reparar
989,verbessern::V,rette,millorar
990,verbessern::V,forbedre,millorar
991,ändern::V,ændre,canviar
992,graben::V,grave,cavar
993,beugen::V,bøje,doblegar
994,biegen::V,bøje,corbar
995,biegen::V,bøje,arquejar
996,drehen::V,dreje,girar
997,wenden::V,vende,girar
998,umdrehen::V,dreje om,voltar
999,heben::V,hæve,pujar
1000,heben::V,hæve,aixecar
1001,hochheben::V,løfte,aixecar
1002,ergreifen::V,gribe fat i,agafar
1003,halten::V,holde,mantenir
1004,drücken::V,trykke,prémer
1005,drücken::V,trykke,estrènyer
1006,schieben::V,skyde,empènyer
1007,schieben::V,skubbe,empènyer
1008,kratzen::V,klø,raspar
1009,kratzen::V,kradse,raspar
1010,lecken::V,slikke,llepar
1011,beißen::V,bide,mossegar
1012,abreißen::V,rive af,arrencar
1013,abschneiden::V,skære af,tallar
1014,binden::V,binde,lligar
1015,stecken::V,stikke,ficar
1016,brechen::V,brække,trencar
1017,klopfen::V,banke,trucar
1018,hauen::V,hugge,picar
1019,hauen::V,hugge,colpejar
1020,kleben::V,klistre,enganxar
1021,reiben::V,gnide,fregar
1022,streichen::V,smøre,untar
1023,schleifen::V,slibe,afilar
1024,schleifen::V,slibe,esmolar
1025,schneiden::V,skære,tallar
1026,schneiden::V,klippe,tallar
1027,rütteln::V,ruske,sacsejar
1028,schütteln::V,ryste,agitar
1029,schütteln::V,ryste,sacsejar
1030,schwenken::V,svinge,agitar
1031,schütten::V,hælde,abocar
1032,füllen::V,fylde,omplir
1033,einwickeln::V,pakke ind,embolicar
1034,tragen::V,bære,dur
1035,tragen::V,bære,portar
1036,schleppen::V,slæbe,arrossegar
1037,ziehen::V,trække,tirar
1038,ziehen::V,trække,estirar
1039,aufbewahren::V,opbevare,conservar
1040,werfen::V,kaste,llançar
1041,fangen::V,fange,agafar
1042,fangen::V,fange,atrapar
1043,packen::V,gribe,engrapar
1044,verstecken::V,gemme,amagar
1045,teilen::V,dele,dividir
1046,schicken::V,sende,enviar
1047,bringen::V,bringe,portar
1048,hinzufügen::V,tilføje,afegir
1049,bekommen::V,få,obtenir
1050,erhalten::V,få,rebre
1051,nehmen::V,tage,prendre
1052,wählen::V,vælge,triar
1053,wählen::V,vælge,elegir
1054,auswählen::V,udvælge,escollir
1055,auswählen::V,udvælge,seleccionar
1056,bewahren::V,bevare,conservar
1057,behindern::V,hindre,impedir
1058,behindern::V,hindre,obstaculitzar
1059,behindern::V,forhindre,impedir
1060,behindern::V,forhindre,obstaculitzar
1061,verderben::V,ødelægge,espatllar
1062,beschädigen::V,beskadige,danyar
1063,beschädigen::V,beskadige,destrossar
1064,zerbrechen::V,brække itu,trencar
1065,zerreißen::V,rive itu,estripar
1066,zerstören::V,ødelægge,destruir
1067,verbrennen::V,brænde,cremar
1068,geben::V,give,donar
1069,reichen::V,række,passar
1070,schenken::V,forære,regalar
1071,versprechen::V,love,prometre
1072,wünschen::V,ønske,desitjar
1073,loben::V,rose,elogiar
1074,küssen::V,kysse,fer un petó a
1075,wiegen::V,vugge,bressolar
1076,zudecken::V,dække til,tapar
1077,zudecken::V,dække til,cobrir
1078,wecken::V,vække,despertar
1079,zeigen::V,vise,mostrar
1080,zeigen::V,vise,ensenyar
1081,führen::V,føre,guiar
1082,führen::V,føre,conduir
1083,lehren::V,lære,ensenyar
1084,unterrichten::V,undervise,ensenyar
1085,aufziehen::V,opdrage,criar
1086,leiten::V,lede,dirigir
1087,antreiben::V,skynde på,impel·lir
1088,lassen::V,få til at,fer
1089,einladen::V,indbyde,invitar
1090,einladen::V,indbyde,convidar
1091,einladen::V,invitere,invitar
1092,einladen::V,invitere,convidar
1093,vereinigen::V,forene,unir
1094,besuchen::V,besøge,visitar
1095,besuchen::V,besøge,anar a veure
1096,treffen::V,møde,trobar
1097,sich versammeln::V,forsamles,reunir-se
1098,spielen::V,lege,jugar
1099,spielen::V,spille,jugar
1100,singen::V,synge,cantār
1101,tanzen::V,danse,ballar
1102,sich trennen::V,skilles,separar-se
1103,verlassen::V,forlade,deixar
1104,verlassen::V,forlade,abandonar
1105,retten::V,redde,salvar
1106,bewachen::V,bevogte,vigilar
1107,schützen::V,skærme,protegir
1108,schützen::V,beskytte,protegir
1109,verteidigen::V,forsvare,defensar
1110,sich schlagen::V,slås,barallar-se
1111,schießen::V,skyde,tirar
1112,schießen::V,skyde,disparar
1113,siegen::V,sejre,vèncer
1114,ärgern::V,ærgre,enfadar
1115,schlagen::V,slå,pegar
1116,schlagen::V,slå,colpejar
1117,treten::V,sparke,donar un cop de peu a
1118,stechen::V,stikke,punxar
1119,stechen::V,stikke,apunyalar
1120,stoßen::V,støde,empènyer
1121,stehlen::V,stjæle,robar
1122,stören::V,forstyrre,molestar
1123,belästigen::V,genere,importunar
1124,belästigen::V,ulejlige,importunar
1125,verbergen::V,skjule,amagar
1126,verbergen::V,skjule,ocultar
1127,täuschen::V,villede,enganyar
1128,betrügen::V,bedrage,estafar
1129,töten::V,dræbe,matar
1130,wohnen::V,bo,vīure
1131,wohnen::V,bo,habitar
1132,arbeiten::V,arbejde,treballar
1133,sammeln::V,samle,col·leccionar
1134,pflücken::V,plukke,collir
1135,jagen::V,jage,caçar
1136,fischen::V,fiske,pescar
1137,fassen::V,fange,atrapar
1138,hüten::V,vogte,pasturar
1139,treiben::V,drive,arriar
1140,anbinden::V,binde fast,lligar
1141,füttern::V,fodre,donar menjar a
1142,melken::V,malke,munyir
1143,hacken::V,hakke,picar
1144,hacken::V,hakke,tallar
1145,gießen::V,hælde,regar
1146,reifen::V,modne,madurar
1147,zubereiten::V,tilberede,preparar
1148,kochen::V,koge,coure
1149,backen::V,bage,coure al forn
1150,braten::V,stege,rostir
1151,umrühren::V,røre om,remenar
1152,stricken::V,strikke,tricotar
1153,stricken::V,strikke,fer punt de mitja
1154,nähen::V,sy,cosir
1155,färben::V,farve,tenyir
1156,reinigen::V,rense,netejar
1157,reinigen::V,gøre ren,netejar
1158,waschen::V,vaske,rentār
1159,abwischen::V,tørre af,eixugar
1160,spülen::V,skylle,esbandir
1161,fegen::V,feje,escombrar
1162,kehren::V,feje,escombrar
1163,baden::V,bade,banyar-se
1164,sich waschen::V,vaske sig,rentār-se
1165,ausziehen::V,tage af,treure's
1166,anziehen::V,tage på,posar-se
1167,sich anziehen::V,klæde sig på,vestir-se
1168,kämmen::V,rede,pentinar
1169,kämmen::V,frisere,pentinar
1170,schmücken::V,pynte,adornar
1171,schmücken::V,smykke,adornar
1172,sagen::V,sige,dir
1173,sprechen::V,snakke,parlar
1174,reden::V,tale,parlar
1175,reden::V,snakke,parlar
1176,sich unterhalten::V,snakke sammen,conversar
1177,fragen::V,spørge,preguntar
1178,bitten::V,bede,demanar
1179,erzählen::V,berette,contar
1180,erzählen::V,berette,explicar
1181,erzählen::V,fortælle,contar
1182,erzählen::V,fortælle,explicar
1183,mitteilen::V,meddele,comunicar
1184,nennen::V,nævne,nomenar
1185,rufen::V,råbe,cridar
1186,prahlen::V,prale,lloar-se
1187,prahlen::V,prale,jactar-se
1188,übersetzen::V,oversætte,traduir
1189,denken::V,tænke,pensar
1190,glauben::V,tro,creure
1191,bemerken::V,bemærke,notar
1192,bemerken::V,lægge mærke til,notar
1193,erkennen::V,genkende,reconèixer
1194,begreifen::V,begribe,comprendre
1195,verstehen::V,forstå,entendre
1196,lernen::V,lære,aprendre
1197,wissen::V,vide,saber
1198,sich erinnern an::V,mindes,recordar
1199,sich erinnern an::V,huske på,recordar
1200,vergessen::V,glemme,oblidar
1201,messen::V,måle,mesurar
1202,zählen::V,tælle,comptar
1203,rechnen::V,regne,calcular
1204,lesen::V,læse,llegir
1205,malen::V,male,pintar
1206,zeichnen::V,tegne,dibuixar
1207,schreiben::V,skrive,escrīure
1208,besitzen::V,eje,posseir
1209,besitzen::V,besidde,posseir
1210,kaufen::V,købe,comprar
1211,verkaufen::V,sælge,vendre
1212,bezahlen::V,betale,pagar
1213,zahlen::V,betale,pagar per
1214,beherrschen::V,beherske,dominar
1215,ertragen::V,tåle,aguantar
1216,ertragen::V,udholde,aguantar
1217,hinfallen::V,,caure's
