,Concept_ID,xal,ru
247,Wahrheit::N,үнн,правда
248,Gespräch::N,күүндвүр,беседа
249,Märchen::N,тууль,сказка
250,Erzählung::N,келвр,рассказ
251,Nachricht::N,медүллһн,сообщение
252,Neuigkeit::N,зәңг,новость
253,Name::N,нерн,имя
254,Rätsel::N,тәәлвртә тууль,загадка
255,Rede::N,келлһн,речь
256,Sprache::N,келн,язык
257,Stimme::N,дун,голос
258,Wort::N,үг,слово
259,Zeichen::N,темдг,знак
260,Ruf::N,дуудлһн,зов
261,Lärm::N,шууган,шум
262,Laut::N,ә,звук
263,Ton::N,дун,звучание
264,Lied::N,дун,песня
265,Ruhe::N,амулң,покой
266,Leute::N,әмтн,люди
267,Volk::N,улс,народ
268,Arbeit::N,көдлмш,работа
269,Gast::N,гиич,гость
270,Geschenk::N,белг,подарок
271,Spiel::N,наадн,игра
272,Gesellschaft::N,олн,общество
273,Hilfe::N,нөкд,помощь
274,Freund::N,иньг,друг
275,Kamerad::N,үр,приятель
276,Angelegenheit::N,керг,дело
277,Anzahl::N,то,количество
278,Art::N,зүүл,вид
279,Stück::N,хусг,кусок
280,Teil::N,хүв,часть
281,Hälfte::N,өрәл,половина
282,Kreis::N,төгрг,круг
283,Kreuz::N,кирс,крест
284,Linie::N,зурасн,линия
285,Strich::N,татасн,черта
286,Abstand::N,зә,промежуток
287,Entfernung::N,һазр,расстояние
288,Gegend::N,һазр,местность
289,Platz::N,зә,пространство
290,Ort::N,бәәрн,место
291,Seite::N,тал,сторона
292,Seite::N,хаҗу,сторона
293,Seite::N,хәврһ,сторона
294,Mitte::N,дунд,середина
295,Gegenstand::N,юмн,предмет
296,Sache::N,юмн,вещь
297,Rand::N,зах,край
298,Kante::N,ирмәг,ребро
299,Ecke::N,өнцг,угол
300,Spitze::N,үзүр,кончик
301,Ende::N,үзүр,конец
302,Loch::N,хаһрха,дыра
303,Winkel::N,булң,угол
304,Muster::N,намч,узор
305,Größe::N,кемҗән,размер
306,Länge::N,ут,длина
307,Höhe::N,өндр,высота
308,Gewicht::N,күнд,вес
309,Gewicht::N,чиңнүр,вес
310,Menge::N,ик,количество
311,Haufen::N,ова,куча
312,Reihe::N,зерг,ряд
313,Reihe::N,зерглән,ряд
314,Boot::N,оңһц,лодка
315,Ruder::N,хәәв,весло
316,Schlitten::N,цан,сани
317,Ski::N,лыҗ,лыжа
318,Lagerfeuer::N,костёр,костер
319,Last::N,күнд,тяжесть
320,Gang::N,йовлһн,ход
321,Schritt::N,ишкм,шаг
322,Norden::N,ар үзг,север
323,Süden::N,өмн,юг
324,Süden::N,өмн үзг,юг
325,Westen::N,барун,запад
326,Westen::N,барун үзг,запад
327,Osten::N,зүн,восток
328,Osten::N,зүн үзг,восток
329,Holz::N,модн,древесина
330,Brett::N,харһа,доска
331,Platte::N,хавтха чолун,плита
332,Stütze::N,тулг,подпорка
333,Stange::N,уньн,жердь
334,Stock::N,модн,палка
335,Stab::N,шуург,шест
336,Rohr::N,турва,труба
337,Haus::N,гер,дом
338,Heim::N,гер-бул,дом
339,Ofen::N,беш,печь
340,Fußboden::N,девскр,пол
341,Tisch::N,ширә,стол
342,Stuhl::N,стул,стул
343,Wiege::N,өлгә,колыбель
344,Wiege::N,дүүҗң,колыбель
345,Bett::N,орн,постель
346,Bett::N,орндг,постель
347,Regal::N,таг,полка
348,Regal::N,тәвц,полка
349,Kiste::N,яршг,ящик
350,Fenster::N,терз,окно
351,Tür::N,үүдн,дверь
352,Tor::N,үүдн,ворота
353,Tor::N,өргн үүдн,ворота
354,Tor::N,хашан үүдн,ворота
355,Zaun::N,хаша,забор
356,Dach::N,деевр,крыша
357,Leiter::N,шат,лестница
358,Leiter::N,давшур,лестница
359,Besen::N,сәвүр,метла
360,Spaten::N,күрз,лопата
361,Schaufel::N,совг,совок
362,Gabel::N,серә,вилка
363,Löffel::N,ухр,ложка
364,Messer::N,утх,нож
365,Nagel::N,хадасн,гвоздь
366,Netz::N,гөлм,сеть
367,Haken::N,дегә,крюк
368,Griff::N,иш,ручка
369,Griff::N,бәрүл,ручка
370,Schloss::N,оньс,замок
371,Bild::N,зург,картина
372,Figur::N,фигур,фигура
373,Puppe::N,наадһа,кукла
374,Beutel::N,мишг,мешок
375,Bündel::N,багла,связка
376,Bündel::N,боодһа,связка
377,Tasche::N,сумк,сумка
378,Eimer::N,суулһ,ведро
379,Deckel::N,бүркәсн,крышка
380,Geschirr::N,сав,посуда
381,Geschirr::N,сав-сарх,посуда
382,Sack::N,мишг,мешок
383,Tasse::N,ааһ,чашка
384,Topf::N,кастрюль,кастрюля
385,Kessel::N,хәәсн,котел
386,Essen::N,зоогллһн,еда
387,Nahrung::N,теҗәл,пища
388,Speise::N,хот,блюдо
389,Speise::N,хот,кушанье
390,Fleisch::N,махн,мясо
391,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,хлеб
392,Brei::N,хаш,каша
393,Brot::N,өдмг,хлеб
394,Scheibe::N,зүсм,ломоть
395,Fett::N,өөкн,жир
396,Butter::N,тосн,масло
397,Öl::N,тосн,масло
398,Salz::N,давсн,соль
399,Suppe::N,шөлн,суп
400,Honig::N,бал,мед
401,Milch::N,үсн,молоко
402,Tee::N,цә,чай
403,Leder::N,арсн,кожа
404,Wolle::N,утцн,шерсть
405,Wolle::N,эд,шерсть
406,Stoff::N,эд,ткань
407,Nadel::N,зүн,игла
408,Faden::N,утцн,нитка
409,Knopf::N,товч,пуговица
410,Knoten::N,зәңгдә,узел
411,Farbe::N,будг,краска
412,Kleidung::N,хувцн,одежда
413,Kleidung::N,хувц-хунр,одежда
414,Hemd::N,киилг,рубашка
415,Kragen::N,зах,воротник
416,Ärmel::N,ханцн,рукав
417,Hose::N,шалвур,брюки
418,Gürtel::N,бүс,пояс
419,Mütze::N,махла,шапка
420,Schuh::N,башмгуд,ботинок
421,Stiefel::N,һосн,сапог
422,Ring::N,билцг,кольцо
423,Band::N,лент,лента
424,Kamm::N,сам,расческа
425,Spiegel::N,толь,зеркало
426,Riemen::N,бүс,ремень
427,Schnur::N,деесн,веревка
428,Leine::N,бурнтг,поводок
429,Leine::N,нохан көтлвр,поводок
430,Decke::N,көнҗл,одеяло
431,Kissen::N,дер,подушка
432,Tuch::N,альчур,платок
433,Handtuch::N,полотенц,полотенце
434,Handtuch::N,һар-нүүрин альчур,полотенце
435,Kraft::N,күчн,сила
436,Stärke::N,чидл,крепость
437,Gesundheit::N,эрүл-менд,здоровье
438,Krankheit::N,өвчн,болезнь
439,Schmerz::N,өвдлһн,боль
440,Wunde::N,шав,рана
441,Fieber::N,безг,лихорадка
442,Fieber::N,безг,температура
443,Arznei::N,эм,лекарство
444,Brücke::N,тагт,мост
445,Brunnen::N,худг,колодец
446,Weide::N,малын идг,пастбище
447,Pfad::N,цувг,тропа
448,Weg::N,хаалһ,путь
449,Weg::N,хаалһ,дорога
450,Straße::N,зам,улица
451,Straße::N,зам,дорога
452,Dorf::N,хотн,деревня
453,Stadt::N,балһсн,город
454,Brief::N,бичг,письмо
455,Buch::N,дегтр,книга
456,Buchstabe::N,үзг,буква
457,Zeitung::N,газет,газета
458,Leben::N,җирһл,жизнь
459,Tod::N,үкл,смерть
460,Tod::N,өңгрлһн,смерть
461,Grab::N,оршалһна нүкн,могила
462,Kirche::N,чонҗ,церковь
463,Sünde::N,нүл,грех
464,Sünde::N,килнц,грех
465,Gott::N,бурхн,бог
466,Arbeiter::N,көдлмшч,рабочий
467,Chef::N,толһач,начальник
468,Meister::N,урн,мастер
469,Arzt::N,эмч,врач
470,Lehrer::N,багш,учитель
471,Geld::N,мөңгн,деньги
472,Geschäft::N,көдлмш,занятие
473,Laden::N,лавк,магазин
474,Preis::N,үн,цена
475,Ware::N,эд-тавр,товар
476,Nutzen::N,олз,выгода
477,Reichtum::N,зөөр,богатство
478,Welt::N,орчлң,мир
479,Welt::N,делкә,мир
480,Land::N,орн-нутг,страна
481,Staat::N,государств,государство
482,König::N,хан,король
483,Macht::N,йосн,власть
484,Grenze::N,меҗә,граница
485,Krieg::N,дән,война
486,Feind::N,дәәсн,враг
487,Gewalt::N,күч һарһлһн,насилие
488,Kampf::N,ноолдан,борьба
489,Kampf::N,бәрлдлһн,борьба
490,Bogen[Waffe]::N,саадг,лук
491,Pfeil::N,сумн,стрела
492,Gewehr::N,бу,ружье
493,Fehler::N,алдг,ошибка
494,Lüge::N,худл,ложь
495,Schaden::N,хорлт,вред
496,Unglück::N,гүрм,беда
497,Schuld::N,гем,вина
498,Schuld::N,буру,вина
499,Alter::N,насн,возраст
500,Schluss::N,чилгч,окончание
501,Zeit::N,цаг,время
502,Tag::N,өдр,день
503,Morgen::N,өрүн,утро
504,Mittag::N,үд,полдень
505,Abend::N,асхн,вечер
506,Nacht::N,сө,ночь
507,Woche::N,долан хонг,неделя
508,Monat::N,сар,месяц
509,Jahr::N,җил,год
510,Frühling::N,хавр,весна
511,Sommer::N,зун,лето
512,Herbst::N,намр,осень
513,Winter::N,үвл,зима
514,Januar::N,январь,январь
515,Februar::N,февраль,февраль
516,März::N,март,март
517,März::N,моһа сар,март
518,April::N,апрель,апрель
519,Mai::N,май,май
520,Juni::N,июнь,июнь
521,Juni::N,мөчн сар,июнь
522,Juli::N,июль,июль
523,August::N,август,август
524,September::N,һаха сар,сентябрь
525,Oktober::N,октябрь,октябрь
526,November::N,ноябрь,ноябрь
527,November::N,үкр сар,ноябрь
528,Dezember::N,бар сар,декабрь
529,Montag::N,понедельник,понедельник
530,Dienstag::N,вторник,вторник
531,Mittwoch::N,среда,среда
532,Mittwoch::N,үлмҗ өдр,среда
533,Donnerstag::N,четверг,четверг
534,Donnerstag::N,пүрвә өдр,четверг
535,Freitag::N,пятниц,пятница
536,Samstag::N,суббот,суббота
537,Sonntag::N,нарн өдр,воскресенье
538,Sonntag::N,воскресень,воскресенье
539,groß::A,ик,большой
540,klein::A,бичкн,маленький
541,lang::A,ут,длинный
542,kurz::A,оһтр,короткий
543,breit::A,өргн,широкий
544,schmal::A,уутьхн,узкий
545,dicht::A,нигт,густой
546,dick[Gegenstand]::A,зузан,толстый
547,dünn::A,нимгн,тонкий
548,fein::A,нәрхн,тонкий
549,fest::A,бат,крепкий
550,flach::A,хавтха,плоский
551,glatt::A,тегш,гладкий
552,glatt::A,тиньгр,гладкий
553,hart::A,хату,твердый
554,weich::A,җөөлн,мягкий
555,weich::A,җөөлкн,мягкий
556,rund::A,төгрг,круглый
557,spitz::A,шовһр,остроконечный
558,scharf::A,хурц,острый
559,stumpf::A,мука,тупой
560,schwer::A,күнд,тяжелый
561,schön::A,сәәхн,красивый
562,heiß::A,халун,жаркий
563,warm::A,дулан,теплый
564,kalt::A,киитн,холодный
565,kühl::A,серүн,прохладный
566,frisch::A,серүн,свежий
567,feucht::A,чиигтә,влажный
568,nass::A,чиигтә,мокрый
569,trocken::A,хагсу,сухой
570,voll::A,дүүрң,полный
571,voll::A,дүүрң,наполненный
572,leer::A,сул,пустой
573,leer::A,хоосн,пустой
574,offen::A,секәтә,открытый
575,geschlossen::A,хаалһата,закрытый
576,sauber::A,цевр,чистый
577,schmutzig::A,киртә,грязный
578,roh::A,түүкә,сырой
579,reif::A,болсн,зрелый
580,lecker::A,әмтәхн,вкусный
581,süß::A,әмтәхн,сладкий
582,bitter::A,һашун,горький
583,bitter::A,һашута,горький
584,sauer::A,ишклң,кислый
585,hell::A,герлтә,светлый
586,dunkel::A,харңһу,темный
587,schwarz::A,хар,черный
588,weiß::A,цаһан,белый
589,rot::A,улан,красный
590,gelb::A,шар,желтый
591,blau::A,көк,синий
592,grün::A,көк,зеленый
593,grau::A,бор,серый
594,bunt::A,алг,пестрый
595,bunt::A,эрәтә,пестрый
596,billig::A,кимд,дешевый
597,teuer::A,үнтә,дорогой
598,wertvoll::A,үнтә,ценный
599,wertvoll::A,эрднь,ценный
600,blind::A,сохр,слепой
601,taub::A,дүлә,глухой
602,kräftig::A,күчтә,могучий
603,stark::A,чаңһ,сильный
604,schwach::A,күчн тату,слабый
605,fett::A,тарһн,жирный
606,schlank::A,эццн,стройный
607,hübsch::A,көркхн,прелестный
608,böse::A,уурта,злой
609,dumm::A,тенг,глупый
610,faul::A,залху,ленивый
611,fleißig::A,кинән,прилежный
612,fleißig::A,кинмһә,прилежный
613,geizig::A,ховдг,жадный
614,klug::A,ухата,умный
615,geschickt::A,чадмг,искусный
616,lieb::A,эңкр,милый
617,lustig::A,сергмҗтә,веселый
618,lustig::A,җирһлтә,веселый
619,sanft::A,номһн,нежный
620,hungrig::A,өлн,голодный
621,hungrig::A,харһнсн,голодный
622,krank::A,өвчтә,больной
623,krank::A,шалтгта,больной
624,nackt::A,нүцкн,голый
625,traurig::A,һундлта,грустный
626,lebendig::A,әмд,живой
627,gut::A,сән,хороший
628,schlecht::A,му,плохой
629,richtig::A,зөвтә,правильный
630,schlimm::A,җигшүртә,отвратительный
631,schlimm::A,җигшүртә,мерзкий
632,wahr::A,үнн,настоящий
633,wahr::A,мөн,настоящий
634,alt::A,хуучн,старый
635,neu::A,шин,новый
636,ehemalig::A,хуучн,бывший
637,alt[Lebewesen]::A,көгшн,пожилой
638,jung::A,баһ,молодой
639,arm::A,угатя,бедный
640,reich::A,байн,богатый
641,bekannt::A,таньл,знакомый
642,bekannt::A,таньдг,знакомый
643,berühmt::A,туурсн,знаменитый
644,fremd::A,күүнә,чужой
645,verschieden::A,әдл биш,разный
646,verschieden::A,йилһәтә,разный
647,nah::A,өөрхн,близкий
648,fern::A,хол,далекий
649,linker::A,зүн,левый
650,rechter::A,барун,правый
651,anderer::A,талдан,другой
652,erster::A,негдгч,первый
653,zweiter::A,хойрдгч,второй
654,dritter::A,һурвдгч,третий
655,letzter::A,отхн,последний
656,allein::ADV,һанцарн,один
657,auf einmal::ADV,нег дәкҗ,сразу
658,zusammen::ADV,хамдан,вместе
659,lange::ADV,удан,долго
660,plötzlich::ADV,генткн,вдруг
661,sofort::ADV,дарунь,тотчас
662,später::ADV,сүүлд,позже
663,jetzt::ADV,ода,сейчас
664,heute::ADV,эндр,сегодня
665,morgen::ADV,маңһдур,завтра
666,bald::ADV,дарунь,скоро
667,dann::ADV,дәкәд,потом
668,gestern::ADV,өцклдүр,вчера
669,einst::ADV,нег саамд,однажды
670,damals::ADV,тиигхд,тогда
671,danach::ADV,тегәд,затем
672,vorher::ADV,урд,раньше
673,zuerst::ADV,түрүләд,сперва
674,einmal::ADV,нег дәкҗ,раз
675,manchmal::ADV,зәрмдән,иногда
676,oft::ADV,хара биш,часто
677,oft::ADV,хатяр биш,часто
678,oft::ADV,дару-дарунь,часто
679,immer::ADV,оньдинд,всегда
680,niemals::ADV,кезә чмгн биш,никогда
681,hier::ADV,энд,здесь
682,hier::ADV,энүнд,здесь
683,hierhin::ADV,нааран,сюда
684,von hier::ADV,эндәс,отсюда
685,dort::ADV,тенд,там
686,dorthin::ADV,тиигән,туда
687,geradeaus::ADV,шуд,прямо
688,vorwärts::ADV,уралан,вперед
689,rückwärts::ADV,гедргән,назад
690,zurück::ADV,хәрү,обратно
691,unten::ADV,дор,внизу
692,hinab::ADV,дор,вниз
693,hinab::ADV,доракшан,вниз
694,oben::ADV,деер,наверху
695,hinauf::ADV,өөдән,вверх
696,hinauf::ADV,деер,вверх
697,überall::ADV,альд болв чигн,везде
698,nicht::ADV,эс,не
699,nicht::ADV,биш,не
700,nicht::ADV,бичә,не
701,ein wenig::ADV,баахн,немного
702,ein wenig::ADV,баахнар,немного
703,kaum::ADV,әрә,едва
704,sehr::ADV,йир,очень
705,so::ADV,иигҗ,так
706,noch::ADV,ода чигн,еще
707,nur::ADV,һанцхн,только
708,schon::ADV,одх,уже
709,wieder::ADV,бас,опять
710,vergebens::ADV,киидән,напрасно
711,vor::PRP,урд,перед
712,hinter::PRP,ца,за
713,hinter::PRP,ца,позади
714,unter::PRP,дор,под
715,durch::PRP,ивт,сквозь
716,durch::PRP,дундаһур,сквозь
717,neben::PRP,хаҗуд,возле
718,zwischen::PRP,хоорнд,между
719,wegen::PRP,көлтә,из-за
720,wegen::PRP,деерәс,из-за
721,dies::PRN,эн,это
722,das::PRN,тер,то
723,alles::PRN,цуһар,все
724,ich::PRN,би,я
725,du::PRN,чи,ты
726,er::PRN,тер,он
727,wir::PRN,мадн,мы
728,ihr::PRN,та,вы
729,sie::PRN,тедн,они
730,was::FPRN,юн,что
731,wer::FPRN,кен,кто
732,wo::FADV,хама,где
733,wohin::FADV,хамаран,куда
734,wie::FADV,яһҗ,как
735,wie::FADV,яһад,как
736,warum::FADV,юңгад,почему
737,wieviel::FNUM,кедү,сколько
738,eins::NUM,негн,один
739,zwei::NUM,хойр,два
740,drei::NUM,һурвн,три
741,vier::NUM,дөрвн,четыре
742,fünf::NUM,тавн,пять
743,sechs::NUM,зурһан,шесть
744,sieben::NUM,долан,семь
745,acht::NUM,нәәмн,восемь
746,neun::NUM,йисн,девять
747,zehn::NUM,арвн,десять
748,elf::NUM,арвн негн,одиннадцать
749,zwölf::NUM,арвн хойр,двенадцать
750,zwanzig::NUM,хөрн,двадцать
751,dreißig::NUM,һучн,тридцать
752,vierzig::NUM,дөчн,сорок
753,fünfzig::NUM,тәвн,пятьдесят
754,sechzig::NUM,җирн,шестьдесят
755,siebzig::NUM,далн,семьдесят
756,achtzig::NUM,найн,восемьдесят
757,neunzig::NUM,йирн,девяносто
758,hundert::NUM,зун,сто
759,tausend::NUM,миңһн,тысяча
760,und::CNJ,болн,и
761,oder::CNJ,эс гиҗ,или
762,oder::CNJ,эс гиҗ,либо
763,oder::CNJ,эс гихлә,или
764,oder::CNJ,эс гихлә,либо
765,stehen::V,зогсх,стоять
766,sitzen::V,суух,сидеть
767,liegen::V,кевтх,лежать
768,hängen::V,өлгәтә бәәх,висеть
769,werden::V,болх,стать
770,passieren::V,болх,случиться
771,beginnen::V,эклх,начаться
772,enden::V,төгсх,кончиться
773,wechseln::V,хүврх,меняться
774,aufgehen[Sonne]::V,һарх,взойти
775,untergehen[Sonne]::V,орх,зайти
776,untergehen[Sonne]::V,сүүрлх,зайти
777,scheinen[Sonne]::V,герлтх,светить
778,donnern::V,күрҗңнх,греметь
779,wehen::V,сальклх,дуть
780,strömen::V,һооҗх,литься
781,fließen::V,урсх,течь
782,sich drehen::V,эргх,вращаться
783,schwanken::V,дәәвлх,колебаться
784,schwingen::V,нәәхлх,качаться
785,fallen::V,унх,падать
786,fallen::V,киисх,падать
787,brennen::V,шатх,гореть
788,rauchen::V,ута һарһх,дымить
789,regnen::V,орх,дождить
790,gefrieren::V,мөстх,замерзнуть
791,tauen::V,хәәлх,таять
792,schmelzen::V,хәәлх,плавиться
793,schmelzen::V,хәәлгдх,плавиться
794,trocknen::V,эврх,сохнуть
795,sieden::V,буслх,кипеть
796,faulen::V,үмкәрх,гнить
797,verfaulen::V,илҗрх,сгнить
798,reißen::V,тасрх,рваться
799,versinken::V,чивх,тонуть
800,vergehen::V,болх,проходить
801,erscheinen::V,һарх,появиться
802,verschwinden::V,уга болх,исчезнуть
803,sinken::V,татгдх,спадать
804,abnehmen::V,хасгдх,уменьшиться
805,zunehmen::V,өсх,увеличиваться
806,steigen::V,немх,подниматься
807,wachsen::V,өсх,расти
808,wachsen::V,урһх,расти
