,Concept_ID,,ku
294,Spitze::N,,derzî
295,Ende::N,,talî
296,Loch::N,,qul
297,Winkel::N,,kurnîşk
298,Muster::N,,desen
299,Größe::N,,mezinî
300,Länge::N,,dirêjahî
301,Höhe::N,,bilindayî
302,Gewicht::N,,giranî
303,Menge::N,,qas
304,Haufen::N,,lod
305,Reihe::N,,rêz
306,Boot::N,,kelek
307,Ruder::N,,bêrik
308,Schlitten::N,,xîjik
309,Ski::N,,lakan
310,Lagerfeuer::N,,agir
311,Last::N,,bar
312,Gang::N,,fîtêz
313,Schritt::N,,gav
314,Norden::N,,bakur
315,Süden::N,,başur
316,Westen::N,,rojava
317,Osten::N,,rojhilat
318,Holz::N,,dep
319,Brett::N,,dep
320,Platte::N,,dep
321,Stütze::N,,destek
322,Stange::N,,sing
323,Stock::N,,çam
324,Stab::N,,qat
325,Rohr::N,,borî
326,Haus::N,,mal
327,Haus::N,,xanî
328,Heim::N,,mal
329,Ofen::N,,sobe
330,Fußboden::N,,binpê
331,Tisch::N,,mase
332,Stuhl::N,,kursî
333,Wiege::N,,derguş
334,Bett::N,,qerewêle
335,Regal::N,,rêbaz
336,Kiste::N,,sindoq
337,Fenster::N,,çam
338,Fenster::N,,şibeke
339,Tür::N,,derî
340,Tor::N,,derge
341,Zaun::N,,hejik
342,Dach::N,,sere xanî
343,Leiter::N,,pêling
344,Besen::N,,melkes
345,Spaten::N,,mer
346,Schaufel::N,,bêr
347,Gabel::N,,çetel
348,Löffel::N,,kevçî
349,Messer::N,,kêr
350,Nagel::N,,bizmar
351,Netz::N,,tor
352,Haken::N,,çenqel
353,Griff::N,,destî
354,Schloss::N,,qonax
355,Bild::N,,dimen
356,Figur::N,,figûr
357,Puppe::N,,bûk
358,Beutel::N,,kîsik
359,Bündel::N,,pêçek
360,Tasche::N,,bêrîk
361,Eimer::N,,dewl
362,Deckel::N,,devik
363,Geschirr::N,,ferax
364,Sack::N,,tûr
365,Tasse::N,,kada
366,Topf::N,,beroş
367,Kessel::N,,şîril
368,Essen::N,,xwarin
369,Nahrung::N,,xwarin
370,Speise::N,,xwarin
371,Fleisch::N,,goşt
372,Getreide::N,,zad
373,Brei::N,,hewdêl
374,Brot::N,,
375,Scheibe::N,,parçe
376,Fett::N,,rûn
377,Butter::N,,rûn
378,Öl::N,,rûn
379,Salz::N,,xwe
380,Suppe::N,,şorbe
381,Honig::N,,hingiv
382,Milch::N,,şîr
383,Tee::N,,çay
384,Leder::N,,çerm
385,Wolle::N,,herî
386,Stoff::N,,paç
387,Nadel::N,,derzî
388,Faden::N,,ta
389,Knopf::N,,bişkok
390,Knoten::N,,girêk
391,Farbe::N,,boyax
392,Kleidung::N,,çil
393,Hemd::N,,qutik
394,Hemd::N,,miltan
395,Kragen::N,,stûvang
396,Ärmel::N,,hûçik
397,Hose::N,,şewel
398,Gürtel::N,,qayiş
399,Mütze::N,,fîno
400,Schuh::N,,şêkal
401,Stiefel::N,,gizme
402,Stiefel::N,,çizme
403,Ring::N,,xelek
404,Band::N,,band
405,Kamm::N,,şeh
406,Spiegel::N,,eynik
407,Riemen::N,,qayiş
408,Schnur::N,,doxin
409,Leine::N,,şirît
410,Decke::N,,bataniye
411,Kissen::N,,balgî
412,Tuch::N,,şar
413,Handtuch::N,,dezmal
414,Kraft::N,,hêz
415,Kraft::N,,qewet
416,Stärke::N,,xurtî
417,Gesundheit::N,,nojdarî
418,Krankheit::N,,nexweşî
419,Schmerz::N,,êş
420,Wunde::N,,kul
421,Fieber::N,,ta
422,Arznei::N,,derman
423,Brücke::N,,kopî
424,Brunnen::N,,çal
425,Brunnen::N,,kani
426,Weide::N,,beyar
427,Pfad::N,,xaçirek
428,Weg::N,,rê
429,Straße::N,,rê
430,Dorf::N,,gund
431,Stadt::N,,baçar
432,Brief::N,,name
433,Buch::N,,kitêb
434,Buch::N,,pirtûk
435,Buchstabe::N,,herf
436,Zeitung::N,,rojname
437,Leben::N,,jiyan
438,Tod::N,,mirin
439,Grab::N,,mezel
440,Kirche::N,,gilyas
441,Sünde::N,,guneh
442,Gott::N,,xwedê
443,Arbeiter::N,,hîşçî
444,Chef::N,,bêg
445,Meister::N,,hoste
446,Arzt::N,,doktor
447,Lehrer::N,,mamoste
448,Geld::N,,pere
449,Geschäft::N,,firoşgeh
450,Laden::N,,dikan
451,Preis::N,,buha
452,Ware::N,,tişt
453,Nutzen::N,,fêde
454,Reichtum::N,,serwet
455,Welt::N,,dinya
456,Land::N,,welat
457,Staat::N,,dewlet
458,König::N,,şah
459,König::N,,qral
460,Macht::N,,qewet
461,Macht::N,,destihilat
462,Grenze::N,,kevî
463,Krieg::N,,çeng
464,Krieg::N,,sêwaş
465,Feind::N,,dijmin
466,Gewalt::N,,zor
467,Kampf::N,,şer
468,Bogen[Waffe]::N,,kêvan
469,Pfeil::N,,çîrik
470,Gewehr::N,,tifing
471,Fehler::N,,şaşî
472,Lüge::N,,derew
473,Schaden::N,,xisar
474,Unglück::N,,bêbextî
475,Schuld::N,,suç
476,Alter::N,,temen
477,Schluss::N,,girtin
478,Zeit::N,,çax
479,Tag::N,,roj
480,Morgen::N,,sibeh
481,Mittag::N,,nîro
482,Abend::N,,êvar
483,Nacht::N,,şev
484,Woche::N,,heftî
485,Monat::N,,meh
486,Jahr::N,,sal
487,Frühling::N,,bihar
488,Sommer::N,,havîn
489,Herbst::N,,payîz
490,Winter::N,,zistan
491,Januar::N,,çile
492,Februar::N,,sibat
493,März::N,,adar
494,April::N,,nîsan
495,Mai::N,,gûlan
496,Juni::N,,hezîran
497,Juli::N,,tîmeh
498,August::N,,tebax
499,September::N,,îlon
500,Oktober::N,,çotmeh
501,November::N,,mijdar
502,Dezember::N,,kanûn
503,Montag::N,,duşemb
504,Dienstag::N,,sêşem
505,Mittwoch::N,,çarşemb
506,Donnerstag::N,,pêşemb
507,Freitag::N,,în
508,Samstag::N,,şemî
509,Sonntag::N,,yekşemb
510,groß::A,,mezin
511,klein::A,,çûçik
512,lang::A,,dirêj
513,kurz::A,,kin
514,breit::A,,fireh
515,schmal::A,,tenik
516,dicht::A,,gir
517,dick[Gegenstand]::A,,şîşman
518,dünn::A,,zirav
519,fein::A,,tenik
520,fest::A,,saxlem
521,flach::A,,pahn
522,glatt::A,,dûz
523,glatt::A,,şayîk
524,hart::A,,hişk
525,weich::A,,nerm
526,rund::A,,gilover
527,spitz::A,,pîj
528,scharf::A,,tûj
529,stumpf::A,,ne tûj
530,schwer::A,,giran
531,schön::A,,xweş
532,schön::A,,xweşik
533,heiß::A,,kelandî
534,warm::A,,germ
535,kalt::A,,sar
536,kühl::A,,jemîrî
537,frisch::A,,ter
538,feucht::A,,şil
539,nass::A,,şilek
540,trocken::A,,zuwa
541,voll::A,,tijî
542,leer::A,,vala
543,offen::A,,vekirî
544,geschlossen::A,,asê
545,sauber::A,,pakij
546,schmutzig::A,,lewitî
547,roh::A,,xav
548,reif::A,,gihaştî
549,lecker::A,,xweş
550,süß::A,,şîrîn
551,bitter::A,,tahl
552,sauer::A,,tirş
553,hell::A,,ronî
554,dunkel::A,,tarî
555,schwarz::A,,reş
556,weiß::A,,sipî
557,rot::A,,sor
558,gelb::A,,zer
559,blau::A,,şîn
560,grün::A,,şîn
561,grau::A,,gewr
562,bunt::A,,rengîn
563,billig::A,,erzan
564,teuer::A,,biha
565,wertvoll::A,,hêja
566,wertvoll::A,,giranbiha
567,blind::A,,kor
568,taub::A,,kerr
569,kräftig::A,,gir
570,kräftig::A,,xurt
571,stark::A,,xurt
572,schwach::A,,kesad
573,fett::A,,qelew
574,schlank::A,,zirav
575,hübsch::A,,xweşik
576,böse::A,,xerab
577,böse::A,,aciz
578,dumm::A,,gêj
579,faul::A,,têmbêl
580,fleißig::A,,jêhatî
581,geizig::A,,destgirtî
582,klug::A,,baqil
583,geschickt::A,,zîrek
584,geschickt::A,,ziring
585,lieb::A,,delal
586,lustig::A,,kêfxweş
587,sanft::A,,nazenîn
588,hungrig::A,,birçî
589,krank::A,,nexweş
590,nackt::A,,rût
591,nackt::A,,tazî
592,traurig::A,,xemgîn
593,lebendig::A,,bisaxî
594,gut::A,,baş
595,schlecht::A,,xerab
596,richtig::A,,rast
597,richtig::A,,saxlem
598,schlimm::A,,nebaş
599,wahr::A,,rast
600,alt::A,,pîr
601,alt::A,,kevn
602,neu::A,,nû
603,ehemalig::A,,kevnar
604,ehemalig::A,,peşidar
605,alt[Lebewesen]::A,,pîr
606,jung::A,,xort
607,arm::A,,feqîr
608,arm::A,,desteng
609,reich::A,,dewlemend
610,bekannt::A,,naskirî
611,berühmt::A,,navdar
612,fremd::A,,xerîb
613,verschieden::A,,çîhê
614,nah::A,,nêzîk
615,fern::A,,dûr
616,linker::A,,çepê
617,rechter::A,,rastê
618,anderer::A,,yê din
619,erster::A,,yekemîn
620,zweiter::A,,duda
621,dritter::A,,sisêya
622,letzter::A,,paşîn
623,allein::ADV,,tenê
624,auf einmal::ADV,,jar kê
625,zusammen::ADV,,tev
626,zusammen::ADV,,bi hev re
627,lange::ADV,,dirêj
628,plötzlich::ADV,,ji nişkave
629,sofort::ADV,,yekser
630,später::ADV,,paşiyê
631,jetzt::ADV,,nuha
632,heute::ADV,,îro
633,morgen::ADV,,sibeh
634,bald::ADV,,nêzîk
635,dann::ADV,,paşê
636,gestern::ADV,,do
637,einst::ADV,,jar ke
638,damals::ADV,,hîngî
639,danach::ADV,,piştra
640,vorher::ADV,,pîşî
641,zuerst::ADV,,bere
642,einmal::ADV,,çarik
643,manchmal::ADV,,çarna
644,oft::ADV,,gelek çaran
645,immer::ADV,,daîm
646,niemals::ADV,,tu çar
647,hier::ADV,,li vir
648,hierhin::ADV,,vir
649,von hier::ADV,,ji vir
650,dort::ADV,,li wê derê
651,dorthin::ADV,,wêda
652,geradeaus::ADV,,rastê rast
653,vorwärts::ADV,,ber bi pêş
654,rückwärts::ADV,,paşpê
655,zurück::ADV,,paşdo
656,zurück::ADV,,paşvê
657,unten::ADV,,jêrî
658,hinab::ADV,,berjêr
659,oben::ADV,,banî
660,hinauf::ADV,,banî
661,überall::ADV,,li her derê
662,nicht::ADV,,ne
663,nicht::ADV,,nîn
664,nicht::ADV,,tine
665,ein wenig::ADV,,hebkî
666,kaum::ADV,,tema
667,kaum::ADV,,himangi
668,sehr::ADV,,gelek
669,so::ADV,,weha
670,noch::ADV,,hêj
671,noch::ADV,,dîsa
672,nur::ADV,,tenê
673,nur::ADV,,bes
674,schon::ADV,,hew
675,wieder::ADV,,jar din
676,wieder::ADV,,dîsa
677,vergebens::ADV,,deya çun
678,vergebens::ADV,,îfleh bûn
679,vor::PRP,,li ber
680,hinter::PRP,,li pişt
681,unter::PRP,,li bin
682,durch::PRP,,kura
683,neben::PRP,,li ba
684,zwischen::PRP,,nabeyne
685,zwischen::PRP,,di nav...da
686,wegen::PRP,,ji bo
687,wegen::PRP,,ji ber
688,dies::PRN,,ev
689,das::PRN,,ev
690,alles::PRN,,hemû
691,ich::PRN,,ez
692,du::PRN,,tu
693,er::PRN,,wî
694,wir::PRN,,êm
695,ihr::PRN,,hûn
696,sie::PRN,,we
697,was::FPRN,,çi
698,wer::FPRN,,ki
699,wo::FADV,,li ku dere
700,wohin::FADV,,li ku dere
701,wie::FADV,,çawa
702,warum::FADV,,çima
703,wieviel::FNUM,,çend
704,eins::NUM,,yek
705,zwei::NUM,,didu
706,drei::NUM,,sisê
707,vier::NUM,,çar
708,fünf::NUM,,penç
709,sechs::NUM,,şeş
710,sieben::NUM,,heft
711,acht::NUM,,heşt
712,neun::NUM,,neh
713,zehn::NUM,,deh
714,elf::NUM,,yazdeh
715,zwölf::NUM,,diwazdeh
716,zwanzig::NUM,,bîst
717,dreißig::NUM,,sih
718,vierzig::NUM,,çil
719,fünfzig::NUM,,pençi
720,sechzig::NUM,,şêst
721,siebzig::NUM,,heftê
722,achtzig::NUM,,heştê
723,neunzig::NUM,,nod
724,hundert::NUM,,sêd
725,tausend::NUM,,hezar
726,und::CNJ,,û
727,oder::CNJ,,an
728,oder::CNJ,,yan
729,stehen::V,,sekinîn
730,sitzen::V,,rûniştin
731,liegen::V,,paldan
732,hängen::V,,darve kirin
733,werden::V,,bûn
734,passieren::V,,hatin holê
735,passieren::V,,hatin serê kesî
736,beginnen::V,,li dest pêkirin
737,enden::V,,xalas bû
738,wechseln::V,,guherandin
739,wechseln::V,,dêgiş kirin
740,aufgehen[Sonne]::V,,hilatin
741,untergehen[Sonne]::V,,çun ava
742,scheinen[Sonne]::V,,şewk de
743,donnern::V,,gire-gir
744,wehen::V,,ba le de
745,strömen::V,,xwe girtin
746,fließen::V,,herikîn
747,sich drehen::V,,xwe zivirandin
748,schwanken::V,,hejandin
749,schwingen::V,,libakirin
750,fallen::V,,ketin
751,brennen::V,,şewitîn
752,rauchen::V,,kişandin
753,regnen::V,,bahran tê
754,gefrieren::V,,qefilandin
755,tauen::V,,helandin
756,schmelzen::V,,helandin
757,trocknen::V,,zuwabûn
758,sieden::V,,kelîn
759,faulen::V,,xerabûn
760,verfaulen::V,,xerabûn
761,reißen::V,,jêkirin
762,versinken::V,,xerq bûn
763,vergehen::V,,derbas bûn
764,erscheinen::V,,peyda bûn
765,verschwinden::V,,wendabûn
766,sinken::V,,noq bûn
767,abnehmen::V,,kêm bûn
768,zunehmen::V,,qelew bûn
769,steigen::V,,hildan
770,wachsen::V,,mezin bûn
771,glänzen::V,,biriqîn
772,funkeln::V,,çikisîn
773,lärmen::V,,guşîn
774,läuten::V,,lê de
775,klingeln::V,,sîl dan
776,klingeln::V,,ringerin
777,klirren::V,,zingzing hat
778,brausen::V,,guşîn
779,rauschen::V,,guşîn
780,klingen::V,,deng pe ketin
781,bellen::V,,kewtîn
782,heulen::V,,ûrîn
783,blasen::V,,puf kirin
784,pfeifen::V,,fîkandin
785,schreien::V,,qîrîn
786,stöhnen::V,,nalîn
787,zittern::V,,hejîn
788,leben::V,,jihîn
789,geboren werden::V,,hatin dinyê
790,geboren werden::V,,bûn
791,atmen::V,,hilmijîn
792,trinken::V,,vexwarin
793,essen::V,,xwarin
794,schlucken::V,,daqulbandin
795,müde werden::V,,betilîln
796,müde werden::V,,qerimîn
797,einschlafen::V,,razan
798,schlafen::V,,razan
799,schlafen::V,,razandin
800,aufwachen::V,,şiyarbûn
801,aufstehen::V,,rabûn
802,sich erholen::V,,baş bûn
803,krank werden::V,,nexweş kêt
804,krank sein::V,,nexweş bû
805,schmerzen::V,,êşandin
806,husten::V,,kuxin
807,genesen::V,,baş bûn
808,sterben::V,,mirin
809,umkommen::V,,mirin
810,sich bewegen::V,,leqîn
811,sich rühren::V,,leqîn
812,sich erheben::V,,rabûn
813,sich setzen::V,,runiştin
814,hinfallen::V,,kêtin
815,laufen::V,,meşîn
816,schreiten::V,,meşkirin
817,spazierengehen::V,,gerandin
818,eilen::V,,lezandin
819,sich beeilen::V,,zûkirin
820,sausen::V,,fîzîn
821,rennen::V,,baz dan
822,springen::V,,hilpekîn
823,klettern::V,,hilperikîn
824,schaukeln::V,,lorandin
825,kriechen::V,,xuşandin
826,schwimmen::V,,avjenîn
827,tauchen::V,,qutxuyardin
828,tauchen::V,,noqîn
829,rudern::V,,qaîq ajotin
830,fahren::V,,ajotin
831,fliegen::V,,firîn
832,gehen::V,,çûn
833,weggehen::V,,çûn
834,abfahren::V,,çûyin
835,anhalten::V,,rawestîn
836,hineingehen::V,,ketin hundir
837,eintreten::V,,têketin
838,kommen::V,,hatin
839,ankommen::V,,gihan
840,ankommen::V,,gihîştin
841,zurückkommen::V,,vegerandin
842,bleiben::V,,sekinîn
843,warten::V,,payîn
844,erwarten::V,,payîn
845,suchen::V,,lêgerîn
846,finden::V,,peyda kirin
847,versuchen::V,,çeribandin
848,vorbereiten::V,,amade kirin
849,lieben::V,,hez kirin
850,mögen::V,,dil kirin
851,lachen::V,,kenîn
852,rühren::V,,hêjan
853,weinen::V,,girîn
854,schimpfen::V,,pevçûn
855,sich ärgern::V,,enirîn
856,sich fürchten::V,,tirsîn
857,fürchten::V,,tirsin
858,fliehen::V,,bazdan
859,flüchten::V,,revîn
860,sehen::V,,dîtin
861,anschauen::V,,sêr kirin
862,ansehen::V,,hesibandin
863,hören::V,,guhdar jirin
864,zuhören::V,,guhdarî kirin
865,probieren::V,,tehm kirin
866,riechen::V,,bihn kirin
867,fühlen::V,,hîs kirin
868,scheinen::V,,xoyer kir
869,zu sehen sein::V,,diyar bûn
870,vernehmen::V,,bihîstin
871,frieren::V,,qerişîn
872,tun::V,,kirin
873,können::V,,karin
874,wollen::V,,xwestîn
875,anfangen::V,,dest pêkirin
876,beenden::V,,xelas kirin
877,aufhören::V,,xelas kirin
878,gelingen::V,,çe bûn
879,geraten::V,,qewîmîn
880,öffnen::V,,vekirin
881,schließen::V,,girtin
882,stellen::V,,danîn
883,setzen::V,,rûniştin
884,legen::V,,danîn
885,legen::V,,razandin
886,berühren::V,,lêketin
887,verbinden::V,,anîn pê
888,bedecken::V,,sergirtin
889,aufhängen::V,,aliqandin
890,anzünden::V,,pêxistin
891,aufheben::V,,hildan
892,zurücklassen::V,,hiştin
893,zurücklassen::V,,vehiştin
894,verlieren::V,,wendakirin
895,fallen lassen::V,,xistin bixe
896,fallen lassen::V,,xistin
897,machen::V,,kirin
898,machen::V,,çêkirin
899,herstellen::V,,çê kirin
900,herstellen::V,,peyda kirin
901,bauen::V,,lêkirin
902,reparieren::V,,veherînerîn
903,verbessern::V,,sererastkirin
904,ändern::V,,degiş kirin
905,graben::V,,kolandin
906,beugen::V,,tewîn
907,beugen::V,,xwar kirin
908,biegen::V,,tewandin
909,biegen::V,,xwarkirin
910,drehen::V,,fitilandin
911,wenden::V,,zivîrin
912,umdrehen::V,,vegerandin
913,heben::V,,hildan
914,hochheben::V,,hildan
915,ergreifen::V,,dest avêtin
916,halten::V,,hîştin
917,halten::V,,sekinîn
918,drücken::V,,pêl kirin
919,schieben::V,,damdan
920,kratzen::V,,xurandin
921,lecken::V,,alastin
922,beißen::V,,gez kirin
923,abreißen::V,,hilşandin
924,abschneiden::V,,jêkirin
925,binden::V,,girêdan
926,stecken::V,,têxistin
927,brechen::V,,şikandin
928,klopfen::V,,kutandin
929,hauen::V,,li dan
930,kleben::V,,zeliqîn
931,kleben::V,,şirêz kirin
932,reiben::V,,firikandin
933,streichen::V,,bax dan
934,schleifen::V,,çarkirin
935,schneiden::V,,jêkirin
936,rütteln::V,,hejandin
937,schütteln::V,,daweşîn
938,schwenken::V,,têwdan
939,schütten::V,,rijandin
940,füllen::V,,dagirtin
941,einwickeln::V,,pêçandin
942,tragen::V,,kişandin
943,tragen::V,,rajtin
944,schleppen::V,,kişandin
945,ziehen::V,,kişandin
946,aufbewahren::V,,hilandin
947,werfen::V,,avêtin
948,fangen::V,,sem kirin
949,fangen::V,,girtin
950,packen::V,,pê girtin
951,verstecken::V,,hîlanin
952,teilen::V,,parvekirin
953,schicken::V,,şandin
954,bringen::V,,anîn
955,bringen::V,,birin
956,hinzufügen::V,,dan ser
957,hinzufügen::V,,li tiştekî zêde kirin
958,bekommen::V,,standin
959,erhalten::V,,standin
960,nehmen::V,,girtin
961,wählen::V,,ray dan
962,auswählen::V,,bijartin
963,bewahren::V,,rê li ber girtin
964,bewahren::V,,lê xwedî derketin
965,behindern::V,,bara wi
966,verderben::V,,heram bûn
967,beschädigen::V,,xerab kirin
968,zerbrechen::V,,şikênandin
969,zerbrechen::V,,perçe kirin
970,zerreißen::V,,qelişandin
971,zerstören::V,,hilşandin
972,verbrennen::V,,şewitandin
