,Concept_ID,bn,br
709,sechzig::NUM,ষাট,tri-ugent
710,siebzig::NUM,সত্তর,dek ha tri-ugent
711,achtzig::NUM,আশি,pevar-ugent
712,neunzig::NUM,নব্বুই,dek ha pevar-ugent
713,hundert::NUM,শত,kant
714,tausend::NUM,হাজার,mil
715,und::CNJ,আর,ha
716,und::CNJ,এবং,ha
717,oder::CNJ,বা,pe
718,stehen::V,দাঁড়ানো,bezañ a-sav
719,sitzen::V,বসা,azezañ
720,sitzen::V,বসা,bezañ en e goazez
721,liegen::V,শোয়া,bezañ en e c'hourvez
722,hängen::V,ঝোলা,krougañ
723,werden::V,হইয়া উঠা,dazonet
724,passieren::V,ঘটা,c'hoarvezout
725,beginnen::V,আরম্ভ হওয়া,stagañ
726,enden::V,শেষ হওয়া,achuiñ
727,wechseln::V,রূপাস্তর করা,cheñch
728,aufgehen[Sonne]::V,উদিত হওয়া,dirouzañ
729,untergehen[Sonne]::V,অস্ত যাওয়া,
730,scheinen[Sonne]::V,আলো দেওয়া,lugernañ
731,donnern::V,বজ্রধ্বনি করা,taranal
732,wehen::V,প্রবাহিত হওয়া,c'hwezhañ
733,strömen::V,প্রবাহিত হওয়া,deredek
734,fließen::V,ছুটা,redek
735,sich drehen::V,পাক খাওয়া,troiñ
736,schwanken::V,দোলা,trantellat
737,schwingen::V,দোলা,froumal
738,fallen::V,পড়া,kouezhañ
739,brennen::V,সেঁকা,deviñ
740,rauchen::V,ধোঁয়া ছড়ান,divogedañ
741,regnen::V,বর্ষণ_করা,glavañ
742,gefrieren::V,হিমায়িত হওয়া,reviñ
743,tauen::V,গলা,diskornañ
744,schmelzen::V,গলা,teuziñ
745,trocknen::V,শুষ্ক করা,sec'hañ
746,sieden::V,ফোঁড়া,berviñ
747,faulen::V,ক্ষয় হওয়া,breinañ
748,verfaulen::V,ক্ষয় হওয়া ,breinañ
749,reißen::V,ছিঁড়া,darnaouiñ
750,versinken::V,ডুবা,sodellañ
751,vergehen::V,যাওয়া,tremen
752,erscheinen::V,আসা,donet war-wel
753,verschwinden::V,অদৃশ্য হওয়া,monet diwar wel
754,sinken::V,হ্রাস হওয়া,en em izelat
755,abnehmen::V,হ্রাস হওয়া,nebeutaat
756,zunehmen::V,বৃদ্ধি পাওয়া,kreskiñ
757,steigen::V,ওঠা,sevel
758,wachsen::V,বড় হওয়া,kreskiñ
759,glänzen::V,জ্বলা,lugernañ
760,funkeln::V,জ্বল্জ্বল করা,elieniñ
761,läuten::V,রুসুঝুসু করা,
762,klingeln::V,বাজা,
763,klirren::V,টুংটাং-শব্দ করা,diridignat
764,klirren::V,টুংটাং-শব্দ করা,sterlinkañ
765,brausen::V,গর্জন করা,gwegal
766,rauschen::V,মর্মরধ্বনি করা,trouzal
767,klingen::V,শব্দ করা,seniñ
768,bellen::V,ঘেউ ঘেউ করা,harzhal
769,heulen::V,গর্জন করা,yudal
770,blasen::V,ফুঁ দেওয়া,c'hwezhañ
771,pfeifen::V,শিস্ দেওয়া,c'hwitellat
772,schreien::V,চিৎকার করা,huchal
773,stöhnen::V,গোঁ-গো করা,hirvoudiñ
774,zittern::V,কাঁপা,krenañ
775,leben::V,বাঁচা,bevañ
776,geboren werden::V,জন্মানো,genel
777,atmen::V,শ্বাস ফেলা,tennañ e anal
778,trinken::V,পান করা,evañ
779,essen::V,ভক্ষণ করা,debriñ
780,schlucken::V,গেলা,lonkañ
781,müde werden::V,পরিশ্রান্ত হওয়া,skuizhañ
782,einschlafen::V,নিদ্রামগ্ন হওয়া,menel kousket
783,schlafen::V,নিদ্রা যাওয়া,kousket
784,aufwachen::V,জাগা,dihuniñ
785,aufstehen::V,জাগা,sevel
786,sich erholen::V,আরাম করা,diskuizhañ
787,krank werden::V,অসুস্থ হত্তয়া,klañviñ
788,krank sein::V,রূগ্ণ হত্তয়া,bezañ klañv
789,schmerzen::V,কন্কন করা,skourjezañ
790,husten::V,কাশা,pasaat
791,husten::V,কাশা,peudal
792,genesen::V,আরোগ্য হওয়া,pareañ
793,sterben::V,মারা যাওয়া,mervel
794,umkommen::V,মারা যাওয়া,perisañ
795,sich bewegen::V,চলা,bouljal
796,sich rühren::V,নড়া,fiñval
797,sich erheben::V,উদিত হওয়া,sevel
798,sich setzen::V,বসা,azezañ
799,sich setzen::V,বসা,mont en e goazez
800,hinfallen::V,পড়া,kouezhañ
801,laufen::V,হাঁটা,redek
802,schreiten::V,হাঁটা,kerzhet
803,spazierengehen::V,পায়চারি করা,pourmen
804,eilen::V,ত্বরাম্বিত করা,hastañ
805,sich beeilen::V,ত্বরাম্বিত করা,hastañ
806,sausen::V,ধেয়ে যাওয়া,karzhañ
807,rennen::V,চলা,redek
808,springen::V,লাফানো,lammat
809,klettern::V,আরোহণ করা,krimpat
810,schaukeln::V,দোলা,brañsellat
811,kriechen::V,হামাগুড়ি দেওয়া,skrampañ
812,schwimmen::V,সাঁতার কাটা,neuial
813,tauchen::V,ডোবা,splujañ
814,rudern::V,দাঁড় টানা,roeñvat
815,fahren::V,চালান,kas
816,fahren::V,চালান,bleniañ
817,fliegen::V,ওড়া,nijal
818,gehen::V,যাওয়া,mont
819,weggehen::V,প্রস্থান করা,mont kuit
820,abfahren::V,প্রস্থান করা,mont kuit
821,anhalten::V,থামা,chom a-sav
822,hineingehen::V,ঢোকা,monet e-barzh
823,eintreten::V,ঢোকা,monet e-barzh
824,kommen::V,আসা,dont
825,ankommen::V,আসা,erruout
826,zurückkommen::V,ফিরা,addonet
827,bleiben::V,থাকা,chom
828,warten::V,অপেক্ষা করা,gortoz
829,erwarten::V,অপেক্ষা করা,gortoz
830,suchen::V,খোঁজ করা,klask
831,finden::V,পাওয়া,kavout
832,versuchen::V,পরখ করা,klask
833,vorbereiten::V,প্রস্তুত করা,aozañ
834,lieben::V,ভালবাসা,karout
835,mögen::V,পছন্দ করা,karout
836,lachen::V,হাসা,c'hoarzin
837,rühren::V,হৃদয়ম্পর্শ করা,tenerañ
838,weinen::V,কাঁদা,gouelañ
839,schimpfen::V,নালিশ করা,krozal
840,sich ärgern::V,রাগ হত্তয়া,fachañ
841,sich ärgern::V,রাগ হত্তয়া,en em fachañ
842,sich fürchten::V,ভয় করা,
843,fürchten::V,ডরা,
844,fliehen::V,পালানো,tec'het
845,flüchten::V,পালানো,tuzañ
846,sehen::V,দেখা,gwelet
847,anschauen::V,দেখা,sellout ouzh
848,ansehen::V,দেখা,sellout ouzh
849,hören::V,শোনা,klevet
850,zuhören::V,শোনা,selaou
851,probieren::V,পরখ করা,blasa
852,riechen::V,শুঁকা,klevet
853,fühlen::V,অনুভব করা,santout
854,scheinen::V,মনে হত্তয়া,diskouez bezañ
855,zu sehen sein::V,দেখা দেত্তয়া,bezañ gwelus
856,vernehmen::V,শোনা,merzhañ
857,frieren::V,শীত লাগা,anoued
858,tun::V,করা,ober
859,können::V,পারা,gouzout
860,wollen::V,ইচ্ছা করা,fellout da
861,wollen::V,ইচ্ছা করা,kaout c'hoant da
862,anfangen::V,আরম্ভ করা,kregiñ
863,beenden::V,শেষ করা,achuiñ
864,aufhören::V,থামা,paouez
865,gelingen::V,সিদ্ধিলাভ করা,
866,geraten::V,পরিণত হত্তয়া,
867,öffnen::V,খোলা,digeriñ
868,schließen::V,বন্ধ করা,serriñ
869,stellen::V,স্থাপন করা,lakaat
870,setzen::V,স্থাপন করা,lakaat
871,legen::V,স্থাপন করা,lakaat
872,berühren::V,স্পর্শ করা,touch
873,verbinden::V,সংযুক্ত করা,eren
874,bedecken::V,ঢাকা,goloiñ
875,aufhängen::V,ঝুলানো,istribilhañ
876,anzünden::V,জ্বালান,alumiñ
877,anzünden::V,জ্বালান,c'hwezzañ
878,aufheben::V,কুড়াইয়া তোলা,dastum
879,zurücklassen::V,পরিত্যাগ করা,lezel
880,verlieren::V,হারান,koll
881,fallen lassen::V,ফেলা,laoskel
882,fallen lassen::V,ফেলা,lezel da gouezhel
883,machen::V,গঠন করা,ober
884,herstellen::V,সৃষ্টি করা,fardañ
885,bauen::V,নির্মাণ করা,sevel
886,reparieren::V,মেরামত করা,adaozañ
887,verbessern::V,উন্নতিলাভ করা,gwellaat
888,ändern::V,পরিবর্তিত করা,cheñch
889,graben::V,খনন করা,kleuzañ
890,beugen::V,নোয়া,plegañ
891,biegen::V,নোয়া,krommañ
892,drehen::V,ঘোরান,treiñ
893,wenden::V,উলটাইয়া দেত্তয়া,treiñ
894,umdrehen::V,উলটানো,treiñ
895,heben::V,উত্তোলন করা,sevel
896,hochheben::V,উঁচু করা,sevel
897,ergreifen::V,দখল করা,kemer
898,halten::V,ধরা,dalc'hen
899,drücken::V,টেপা,bountañ
900,schieben::V,ঠেলা,poulzañ
901,kratzen::V,চাঁচা,skrabat
902,lecken::V,চাটা,lipat
903,beißen::V,দংশন করা,kregiñ
904,abreißen::V,বিচ্ছিন্ন করা,diframmañ
905,abschneiden::V,বিচ্ছিন্ন করা,troc'hañ
906,binden::V,বন্ধন করা,stagañ
907,stecken::V,বিদ্ধ করা,sankañ
908,brechen::V,ভাঙা,darnaouiñ
909,klopfen::V,আঘাত করা,skoiñ
910,hauen::V,আঘাত করা,dornañ
911,kleben::V,সাঁটা,pegañ
912,reiben::V,ঘষা,taravat
913,reiben::V,ঘষা,trekiñ
914,streichen::V,ছড়াইয়া,toazañ
915,schleifen::V,ধার দেওয়া,lemmañ
916,schneiden::V,কাটা,troc'hañ
917,rütteln::V,নাড়ান,tordorosañ
918,schütteln::V,নড়া,hejañ
919,schwenken::V,দোলা,
920,schütten::V,বর্ষণ করা,diskargañ
921,füllen::V,পরিপূর্ণ করা,kargañ
922,einwickeln::V,মুড়া,gronnañ
923,tragen::V,বহন করা,dougen
924,schleppen::V,টানা,stlejal
925,ziehen::V,টানা,sachañ
926,aufbewahren::V,রাখা,miret
927,werfen::V,ছুড়া,teuler
928,fangen::V,লোফা,tapañ
929,packen::V,ধরা,krapat
930,verstecken::V,গোপন করা,kuzhat
931,teilen::V,বিভক্ত করা,rannañ
932,schicken::V,প্রেরণ করা,kas
933,bringen::V,আনা,degas
934,hinzufügen::V,একত্র করা,lakat ouzhpenn
935,bekommen::V,পাওয়া,kaout
936,erhalten::V,পাওয়া,kaout
937,nehmen::V,নেওয়া,kemer
938,wählen::V,বাছা,choaz
939,auswählen::V,বাছা,dibab
940,bewahren::V,বাঁচাইয়া রাখা,mirout
941,behindern::V,বাধা দেওয়া,diaezañ
942,verderben::V,নষ্ট করা,lovrañ
943,beschädigen::V,ক্ষতি করা,gwallegañ
944,zerbrechen::V,ভাঙ্গিয়া যাওয়া,torriñ
945,zerreißen::V,ছিঁড়া,diroegiñ
946,zerstören::V,বিনাশ করা,distrujañ
947,verbrennen::V,দহন করা,deviñ
948,geben::V,দেওয়া,reiñ
949,reichen::V,দেওয়া,
950,schenken::V,উপহার দেত্তয়া,donezonañ
951,versprechen::V,প্রতিশ্রুতি দেওয়া,prometiñ
952,wünschen::V,আকাঙ্ক্ষা করা,hetiñ
953,loben::V,প্রশংসা করা,feurmiñ
954,küssen::V,চুম্বন করা,pokat
955,wiegen::V,দুলানো,pouezañ
956,zudecken::V,ঢাকা,goloiñ
957,wecken::V,জাগানো,dihuniñ
958,zeigen::V,দেখানো,diskouez
959,führen::V,পথ দেখানো,kas
960,lehren::V,শেখানো,deskiñ
961,unterrichten::V,শিক্ষা দেওয়া,kelenn
962,aufziehen::V,পালন করা,
963,leiten::V,পরিচালনা করা,bleinañ
964,antreiben::V,চালনা করা,poulzañ
965,lassen::V,অনুমতি দেওয়া,leuskel
966,einladen::V,নিমন্ত্রণ করা,pediñ
967,vereinigen::V,এক করা,unisañ
968,besuchen::V,দেখিতে যাওয়া,gweladenniñ
969,treffen::V,সন্মুখীন হওয়া,kejal
970,treffen::V,সন্মুখীন হওয়া,ankontrañ
971,sich versammeln::V,জড়ো হওয়া,bodennañ
972,spielen::V,খেলা,c'hoari
973,singen::V,গাওয়া,kanañ
974,tanzen::V,নাচা,dañsal
975,sich trennen::V,পৃথক করা,dispartiañ
976,verlassen::V,পরিত্যাগ করা,lezel
977,retten::V,উদ্ধার করা,saveteiñ
978,bewachen::V,পাহারা দেওয়া,mesa
979,schützen::V,রক্ষা করা,diwall
980,verteidigen::V,রক্ষা করা,difenn
981,sich schlagen::V,লড়াই করা,lopañ
982,schießen::V,তীরবেগে ছোটা,
983,siegen::V,জেতা,trec'hiñ
984,ärgern::V,বিরক্ত করা,hegasiñ
985,schlagen::V,আঘাত করা,skeiñ
986,treten::V,লাথি মারা,botaouiñ
987,stechen::V,দংশন করা,pikat
988,stoßen::V,ঠেলা,stokañ
989,stehlen::V,অপহরণ করা,laerezh
990,stören::V,ঘাঁটান,direnkañ
991,belästigen::V,বিরক্ত করা,dregasiñ
992,verbergen::V,গোপন করা,skoachañ
993,täuschen::V,প্রবঞ্চনা করা,tromplañ
994,betrügen::V,প্রতারণা করা,lorbañ
995,töten::V,হত্যা করা,lazhañ
996,wohnen::V,বাস করা,bezañ o chom
997,arbeiten::V,কাজ করা,labourat
998,sammeln::V,সংগ্রহ করা,dastum
999,pflücken::V,চয়ন করা,kuntuilhañ
1000,jagen::V,শিকার করা,chaseal
1001,fischen::V,মাছ ধরা,pesketa
1002,fassen::V,ধরা,pakañ
1003,hüten::V,যুথভুক্ত করা,geota
1004,treiben::V,চালনা করা,
1005,anbinden::V,বন্ধন করা,stagañ
1006,füttern::V,ভোজন করানো,boueta
1007,melken::V,দুগ্ধ দোহন করা,goro
1008,hacken::V,কাটা,difrakal
1009,gießen::V,বর্ষণ করা,dourañ
1010,reifen::V,পাকা,azviñ
1011,zubereiten::V,রন্ধন করা,keginañ
1012,kochen::V,রন্ধন করা,poazhañ
1013,backen::V,সেকা,fritañ
1014,braten::V,ভাজা,rostañ
1015,umrühren::V,নড়ানো,
1016,stricken::V,বোনা,stammañ
1017,nähen::V,সেলাই করা,gwriat
1018,färben::V,রঞ্জিত করা,livañ
1019,reinigen::V,পরিষ্কার করা,naetañ
1020,waschen::V,পরিষ্কার করা,gwalc'hiñ
1021,abwischen::V,মুছা,torchañ
1022,spülen::V,পরিষ্কার করা,disgwalc'hiñ
1023,fegen::V,ঝাঁট দেওয়া,skubañ
1024,kehren::V,ঝাঁট দেওয়া,skubañ
1025,baden::V,অবগাহন করা,kouronkañ
1026,sich waschen::V,ধোয়া,en em walc'hiñ
1027,ausziehen::V,খুলা,
1028,anziehen::V,গায়ে দেত্তয়া,
1029,sich anziehen::V,পোশাক পরা,gwiskañ
1030,kämmen::V,আঁচড়ানো,kribat
1031,schmücken::V,সাজান করা,kinklañ
1032,sagen::V,উচ্চারণ করা,larêt
1033,sagen::V,উচ্চারণ করা,lavaret
1034,sprechen::V,বলা,komz
1035,reden::V,আলাপ করা,kaozeal
1036,sich unterhalten::V,আড্ডা দেওয়া,balbotal
1037,fragen::V,জিজ্ঞাসা করা,goulenn
1038,bitten::V,প্রার্থনা করা,goulenn
1039,erzählen::V,বর্ণনা করা,kontañ
1040,mitteilen::V,বলা,kemenn
1041,nennen::V,নাম দেওয়া,anviñ
1042,rufen::V,আমন্ত্রণ করা,gelver
1043,prahlen::V,বড়াই করা,fougeal
1044,übersetzen::V,ভাষাস্তরিত করা,treiñ
1045,denken::V,ভাবা,soñjal
1046,glauben::V,বিশ্বাস করা,krediñ
1047,bemerken::V,লক্ষ্য করা,apresevañ
1048,erkennen::V,চিনিতে পারা,anavout
1049,begreifen::V,উপলব্ধি করা,meizañ
1050,verstehen::V,উপলব্ধি করা,kompren
1051,lernen::V,শেখা,deskiñ
1052,wissen::V,জানা,gouzout
1053,sich erinnern an::V,মনে করা,kaout soñj e
1054,vergessen::V,বিস্মৃত হওয়া,ankouaat
1055,messen::V,মাপা,muzuliañ
1056,zählen::V,গণনা করা,kontañ
1057,rechnen::V,হিসাব করা,jedañ
1058,lesen::V,পাঠ করা,lenn
1059,malen::V,আঁকা,livañ
1060,zeichnen::V,ছকা,tresañ
1061,schreiben::V,লেখা,skrivañ
1062,besitzen::V,অধিকার করা,kaout
1063,kaufen::V,ক্রয় করা,prenañ
1064,verkaufen::V,বেচা,gwerzhañ
1065,bezahlen::V,প্রদান করা,paeañ
1066,zahlen::V,প্রদান করা,paeañ
1067,beherrschen::V,শাসন করা,mestroniañ
1068,ertragen::V,বহন করা,anduriñ
1069,lärmen::V,,rabotat
