,Concept_ID,fr,is
224,Heu::N,foin,hey
225,Schale::N,pelure,hýði
226,Grube::N,fosse,gryfja
227,Falle::N,piège,gildra
228,Schlinge::N,lacs,snara
229,Spur::N,trace,spor
230,Asche::N,cendre,aska
231,Dreck::N,crotte,óþverri
232,Eisen::N,fer,járn
233,Gold::N,or,gull
234,Silber::N,argent,silfur
235,Kohle::N,charbon,kol
236,Glas::N,verre,gler
237,Lehm::N,glaise,leir
238,Sand::N,sable,sandur
239,Mensch::N,homme,maður
240,Mensch::N,homme,manneskja
241,Mann::N,homme,maður
242,Mann::N,homme,karlmaður
243,Frau::N,femme,kona
244,Kind::N,enfant,barn
245,Kind::N,enfant,krakki
246,Junge::N,garçon,drengur
247,Mädchen::N,fille,stelpa
248,Mädchen::N,jeune fille,stelpa
249,Familie::N,famille,fjölskylda
250,Großvater::N,grand-père,afi
251,Großmutter::N,grand-mère,amma
252,Eltern::N,parents,foreldrar
253,Vater::N,père,faðir
254,Mutter::N,mère,móðir
255,Sohn::N,fils,sonur
256,Tochter::N,fille,dóttir
257,Bruder::N,frère,bróðir
258,Schwester::N,sœur,systir
259,Onkel::N,oncle,föðurbróðir
260,Tante::N,tante,frænka
261,Tante::N,tante,móðursystir
262,Ehemann::N,mari,eiginmaður
263,Ehemann::N,époux,eiginmaður
264,Ehefrau::N,femme,eiginkona
265,Ehefrau::N,épouse,eiginkona
266,Freude::N,joie,gleði
267,Freude::N,plaisir,gleði
268,Gelächter::N,rires,hlátur
269,Glück::N,bonheur,gæfa
270,Kummer::N,peine,sorg
271,Kummer::N,chagrin,sorg
272,Wunsch::N,désir,ósk
273,Lust::N,envie,fýsn
274,Lust::N,envie,löngun
275,Geist::N,esprit,andi
276,Gedanke::N,idée,hugsun
277,Gedanke::N,pensée,hugsun
278,Gedächtnis::N,mémoire,minni
279,Verstand::N,raison,vit
280,Sinn::N,sens,merking
281,Grund::N,cause,ástæða
282,Grund::N,raison,ástæða
283,Wahrheit::N,vérité,sannleikur
284,Gespräch::N,conversation,samtal
285,Märchen::N,conte,ævintýri
286,Märchen::N,conte de fées,ævintýri
287,Erzählung::N,conte,saga
288,Erzählung::N,narration,saga
289,Nachricht::N,message,frétt
290,Neuigkeit::N,nouvelle,frétt
291,Name::N,nom,nafn
292,Rätsel::N,énigme,gáta
293,Rätsel::N,devinette,gáta
294,Rede::N,parole,ræða
295,Rede::N,discours,ræða
296,Sprache::N,langue,mál
297,Sprache::N,langue,tungumál
298,Sprache::N,langage,mál
299,Sprache::N,langage,tungumál
300,Stimme::N,voix,rödd
301,Wort::N,mot,orð
302,Zeichen::N,signe,tákn
303,Zeichen::N,signe,merki
304,Ruf::N,cri,kall
305,Ruf::N,appel,kall
306,Lärm::N,bruit,hávaði
307,Laut::N,son,hljóð
308,Ton::N,ton,tónn
309,Lied::N,chant,ljóð
310,Lied::N,chant,söngur
311,Lied::N,chanson,ljóð
312,Lied::N,chanson,söngur
313,Ruhe::N,calme,ró
314,Ruhe::N,calme,kyrrð
315,Ruhe::N,tranquillité,ró
316,Ruhe::N,tranquillité,kyrrð
317,Leute::N,gens,fólk
318,Volk::N,peuple,þjóð
319,Arbeit::N,travail,vinna
320,Gast::N,hôte,gestur
321,Gast::N,invité,gestur
322,Geschenk::N,cadeau,gjöf
323,Geschenk::N,présent,gjöf
324,Spiel::N,jeu,leikur
325,Gesellschaft::N,compagnie,selskapur
326,Hilfe::N,aide,hjálp
327,Hilfe::N,secours,hjálp
328,Freund::N,ami,vinur
329,Kamerad::N,copain,félagi
330,Kamerad::N,camarade,félagi
331,Angelegenheit::N,affaire,mál
332,Angelegenheit::N,affaire,málefni
333,Anzahl::N,nombre,tala
334,Anzahl::N,nombre,fjöldi
335,Art::N,sorte,tegund
336,Art::N,espèce,tegund
337,Stück::N,morceau,biti
338,Stück::N,morceau,stykki
339,Teil::N,part,hluti
340,Teil::N,part,partur
341,Teil::N,partie,hluti
342,Teil::N,partie,partur
343,Hälfte::N,moitié,helmingur
344,Kreis::N,cercle,hringur
345,Kreuz::N,croix,kross
346,Kreuz::N,croix,krossmark
347,Linie::N,ligne,lína
348,Strich::N,trait,strik
349,Abstand::N,écart,millibil
350,Entfernung::N,distance,fjarlægð
351,Gegend::N,région,hérað
352,Gegend::N,contrée,hérað
353,Platz::N,place,pláss
354,Ort::N,lieu,staður
355,Ort::N,endroit,staður
356,Seite::N,côté,hlið
357,Mitte::N,milieu,miðja
358,Gegenstand::N,objet,hlutur
359,Sache::N,chose,mál
360,Rand::N,bord,brún
361,Kante::N,arête,rönd
362,Ecke::N,coin,horn
363,Ecke::N,tournant,horn
364,Spitze::N,cime,oddur
365,Spitze::N,pointe,oddur
366,Ende::N,bout,endi
367,Loch::N,trou,gat
368,Loch::N,trou,hola
369,Winkel::N,coin,skot
370,Winkel::N,coin,krókur
371,Winkel::N,réduit,skot
372,Winkel::N,réduit,krókur
373,Muster::N,dessin,munstur
374,Größe::N,grandeur,stærð
375,Länge::N,longueur,lengd
376,Höhe::N,hauteur,hæð
377,Höhe::N,altitude,hæð
378,Gewicht::N,poids,vigt
379,Gewicht::N,poids,þyngd
380,Menge::N,quantité,magn
381,Haufen::N,tas,hrúga
382,Haufen::N,tas,haugur
383,Reihe::N,file,röð
384,Reihe::N,rangée,röð
385,Boot::N,canot,bátur
386,Boot::N,bateau,bátur
387,Ruder::N,rame,ár
388,Ruder::N,aviron,ár
389,Schlitten::N,traîneau,sleði
390,Ski::N,ski,skíði
391,Lagerfeuer::N,feu de camp,varðeldur
392,Last::N,charge,byrði
393,Last::N,charge,farmur
394,Last::N,fardeau,byrði
395,Last::N,fardeau,farmur
396,Gang::N,tour,ganga
397,Gang::N,marche,ganga
398,Schritt::N,pas,skref
399,Norden::N,nord,norður
400,Süden::N,sud,suður
401,Westen::N,ouest,vestur
402,Westen::N,occident,vestur
403,Osten::N,est,austur
404,Osten::N,orient,austur
405,Holz::N,bois,viður
406,Brett::N,planche,fjöl
407,Platte::N,plaque,flötur
408,Stütze::N,appui,stoð
409,Stütze::N,soutien,stoð
410,Stange::N,barre,stöng
411,Stange::N,perche,stöng
412,Stock::N,canne,prik
413,Stock::N,canne,stafur
414,Stab::N,bâton,prik
415,Stab::N,bâton,stafur
416,Rohr::N,tube,rör
417,Rohr::N,tube,pípa
418,Rohr::N,tuyau,rör
419,Rohr::N,tuyau,pípa
420,Haus::N,maison,hús
421,Heim::N,maison,heimili
422,Ofen::N,poêle,ofn
423,Fußboden::N,plancher,gólf
424,Tisch::N,table,borð
425,Stuhl::N,chaise,stóll
426,Wiege::N,berceau,vagga
427,Bett::N,lit,rúm
428,Bett::N,lit,hvíla
429,Regal::N,étagère,hilla
430,Kiste::N,caisse,kassi
431,Fenster::N,fenêtre,gluggi
432,Tür::N,porte,dyr
433,Tür::N,porte,hurð
434,Tor::N,porte,hlið
435,Tor::N,portail,hlið
436,Zaun::N,clôture,girðing
437,Zaun::N,clôture,limgarður
438,Dach::N,toit,þak
439,Leiter::N,échelle,stigi
440,Besen::N,balai,sópur
441,Spaten::N,bêche,spaði
442,Schaufel::N,pelle,skófla
443,Gabel::N,fourchette,gaffall
444,Löffel::N,cuiller,skeið
445,Messer::N,couteau,hnífur
446,Nagel::N,clou,nögl
447,Netz::N,filet,net
448,Haken::N,croc,krókur
449,Haken::N,crochet,krókur
450,Griff::N,prise,tak
451,Griff::N,manche,tak
452,Schloss::N,serrure,lás
453,Bild::N,image,mynd
454,Bild::N,tableau,mynd
455,Figur::N,figure,stytta
456,Puppe::N,poupée,brúða
457,Beutel::N,sac,poki
458,Beutel::N,sac,baggi
459,Beutel::N,petit sac,poki
460,Beutel::N,petit sac,baggi
461,Bündel::N,paquet,böggull
462,Bündel::N,faisceau,böggull
463,Tasche::N,sac,veski
464,Eimer::N,seau,fata
465,Deckel::N,couvercle,lok
466,Geschirr::N,vaisselle,leirtau
467,Sack::N,sac,sekkur
468,Tasse::N,tasse,bolli
469,Topf::N,pot,pottur
470,Topf::N,marmite,pottur
471,Kessel::N,chaudron,ketill
472,Essen::N,repas,matur
473,Essen::N,manger,matur
474,Nahrung::N,nourriture,fæða
475,Speise::N,plat,réttur
476,Speise::N,plat,matarréttur
477,Fleisch::N,viande,kjöt
478,Getreide::N,blé,korn
479,Getreide::N,céréales,korn
480,Brei::N,purée,grautur
481,Brei::N,bouillie,grautur
482,Brot::N,pain,brauð
483,Scheibe::N,tranche,sneið
484,Fett::N,graisse,fita
485,Butter::N,beurre,smjör
486,Öl::N,huile,olía
487,Salz::N,sel,salt
488,Suppe::N,soupe,súpa
489,Suppe::N,potage,súpa
490,Honig::N,miel,hunang
491,Milch::N,lait,mjólk
492,Tee::N,thé,te
493,Leder::N,cuir,skinn
494,Wolle::N,laine,ull
495,Stoff::N,tissu,dúkur
496,Stoff::N,étoffe,dúkur
497,Nadel::N,aiguille,nál
498,Faden::N,fil,þráður
499,Knopf::N,bouton,tala
500,Knopf::N,bouton,hnappur
501,Knoten::N,nœud,hnútur
502,Farbe::N,peinture,málning
503,Kleidung::N,vêtements,búningur
504,Kleidung::N,vêtements,klæðnaður
505,Kleidung::N,habillement,búningur
506,Kleidung::N,habillement,klæðnaður
507,Hemd::N,chemise,skyrta
508,Kragen::N,col,kragi
509,Kragen::N,col,flibbi
510,Ärmel::N,manche,ermi
511,Hose::N,pantalon,buxur
512,Gürtel::N,ceinture,belti
513,Mütze::N,bonnet,húfa
514,Mütze::N,casquette,húfa
515,Schuh::N,soulier,skór
516,Schuh::N,chaussure,skór
517,Stiefel::N,botte,stígvél
518,Ring::N,bague,hringur
519,Band::N,ruban,band
520,Kamm::N,peigne,greiða
521,Spiegel::N,glace,spegill
522,Spiegel::N,miroir,spegill
523,Riemen::N,lanière,ól
524,Riemen::N,lanière,reim
525,Riemen::N,courroie,ól
526,Riemen::N,courroie,reim
527,Schnur::N,corde,snúra
528,Schnur::N,ficelle,snúra
529,Leine::N,laisse,band
530,Decke::N,couverture,teppi
531,Kissen::N,oreiller,koddi
532,Tuch::N,drap,klútur
533,Tuch::N,fichu,klútur
534,Handtuch::N,serviette,þurrka
535,Handtuch::N,serviette,handklæði
536,Handtuch::N,essuie-mains,þurrka
537,Handtuch::N,essuie-mains,handklæði
538,Kraft::N,force,afl
539,Kraft::N,force,kraftur
540,Stärke::N,vigueur,styrkur
541,Gesundheit::N,santé,heilsa
542,Gesundheit::N,santé,heilbrigði
543,Krankheit::N,maladie,sjúkdómur
544,Schmerz::N,douleur,sársauki
545,Wunde::N,plaie,sár
546,Wunde::N,blessure,sár
547,Fieber::N,fièvre,hitasótt
548,Arznei::N,remède,lyf
549,Arznei::N,médecine,lyf
550,Brücke::N,pont,brú
551,Brunnen::N,puits,brunnur
552,Weide::N,pâturage,hagi
553,Pfad::N,sentier,stígur
554,Weg::N,voie,vegur
555,Weg::N,chemin,vegur
556,Straße::N,route,gata
557,Straße::N,route,stræti
558,Dorf::N,village,þorp
559,Stadt::N,cité,borg
560,Stadt::N,ville,borg
561,Brief::N,lettre,bréf
562,Buch::N,livre,bók
563,Buchstabe::N,lettre,bókstafur
564,Buchstabe::N,caractère,bókstafur
565,Zeitung::N,journal,dagblað
566,Leben::N,vie,líf
567,Tod::N,mort,dauði
568,Grab::N,tombe,gröf
569,Kirche::N,église,kirkja
570,Sünde::N,péché,synd
571,Gott::N,dieu,guð
572,Arbeiter::N,ouvrier,verkamaður
573,Arbeiter::N,travailleur,verkamaður
574,Chef::N,chef,yfirmaður
575,Chef::N,patron,yfirmaður
576,Meister::N,maître,meistari
577,Arzt::N,médecin,læknir
578,Lehrer::N,professeur,kennari
579,Lehrer::N,instituteur,kennari
580,Geld::N,argent,peningar
581,Geschäft::N,affaire,viðskipti
582,Geschäft::N,commerce,viðskipti
583,Laden::N,magasin,búð
584,Laden::N,magasin,verslun
585,Laden::N,boutique,búð
586,Laden::N,boutique,verslun
587,Preis::N,prix,verð
588,Ware::N,marchandise,vara
589,Nutzen::N,profit,gagn
590,Reichtum::N,richesse,auður
591,Welt::N,monde,veröld
592,Land::N,pays,land
593,Staat::N,État,ríki
594,König::N,roi,konungur
595,Macht::N,pouvoir,vald
596,Macht::N,puissance,vald
597,Grenze::N,frontière,landamæri
598,Krieg::N,guerre,stríð
599,Feind::N,ennemi,fjandmaður
600,Gewalt::N,violence,ofbeldi
601,Kampf::N,lutte,bardagi
602,Kampf::N,combat,bardagi
603,Bogen[Waffe]::N,arc,bogi
604,Pfeil::N,flèche,ör
605,Gewehr::N,fusil,byssa
606,Fehler::N,faute,villa
607,Fehler::N,erreur,villa
608,Lüge::N,mensonge,lygi
609,Schaden::N,dégât,skemmd
610,Schaden::N,dommage,skemmd
611,Unglück::N,malheur,óhamingja
612,Schuld::N,faute,sök
613,Schuld::N,culpabilité,sök
614,Alter::N,âge,aldur
615,Schluss::N,fin,lok
616,Schluss::N,fin,endir
617,Zeit::N,temps,tími
618,Tag::N,jour,dagur
619,Tag::N,journée,dagur
620,Morgen::N,matin,morgunn
621,Morgen::N,matinée,morgunn
622,Mittag::N,midi,hádegi
623,Abend::N,soir,kvöld
624,Abend::N,soirée,kvöld
625,Nacht::N,nuit,nótt
626,Woche::N,semaine,vika
627,Monat::N,mois,mánuður
628,Jahr::N,an,ár
629,Jahr::N,année,ár
630,Frühling::N,printemps,vor
631,Sommer::N,été,sumar
632,Herbst::N,automne,haust
633,Winter::N,hiver,vetur
634,Januar::N,janvier,janúar
635,Februar::N,février,február
636,März::N,mars,mars
637,April::N,avril,apríl
638,Mai::N,mai,maí
639,Juni::N,juin,júní
640,Juli::N,juillet,júlí
641,August::N,août,ágúst
642,September::N,septembre,september
643,Oktober::N,octobre,október
644,November::N,novembre,nóvember
645,Dezember::N,décembre,desember
646,Montag::N,lundi,mánudagur
647,Dienstag::N,mardi,þriðjudagur
648,Mittwoch::N,mercredi,miðvikudagur
649,Donnerstag::N,jeudi,fimmtudagur
650,Freitag::N,vendredi,föstudagur
651,Samstag::N,samedi,laugardagur
652,Sonntag::N,dimanche,sunnudagur
653,groß::A,grand,stór
654,klein::A,petit,lítill
655,lang::A,long,langur
656,kurz::A,court,stuttur
657,breit::A,large,breiður
658,schmal::A,étroit,mjór
659,dicht::A,dense,þéttur
660,dick[Gegenstand]::A,épais,þykkur
661,dünn::A,mince,þunnur
662,fein::A,fin,fíngerður
663,fein::A,menu,fíngerður
664,fest::A,ferme,fastur
665,fest::A,solide,fastur
666,flach::A,plat,flatur
667,glatt::A,poli,háll
668,glatt::A,poli,sléttur
669,glatt::A,lisse,háll
670,glatt::A,lisse,sléttur
671,hart::A,dur,harður
672,weich::A,mou,mjúkur
673,rund::A,rond,kringlóttur
674,spitz::A,aigu,oddhvass
675,spitz::A,pointu,oddhvass
676,scharf::A,tranchant,beittur
677,stumpf::A,mousse,bitlaus
678,stumpf::A,émoussé,bitlaus
679,schwer::A,lourd,þungur
680,schwer::A,pesant,þungur
681,schön::A,beau,fagur
682,schön::A,beau,fallegur
683,heiß::A,chaud,heitur
684,heiß::A,très chaud,heitur
685,warm::A,chaud,hlýr
686,warm::A,chaud,heitur
687,kalt::A,froid,kaldur
688,kühl::A,frais,svalur
689,frisch::A,frais,frískur
690,feucht::A,humide,rakur
691,feucht::A,humide,þvalur
692,nass::A,mouillé,votur
693,nass::A,mouillé,blautur
694,trocken::A,sec,þurr
695,voll::A,plein,fullur
696,voll::A,rempli,fullur
697,leer::A,vide,tómur
698,offen::A,ouvert,opinn
699,geschlossen::A,clos,lokaður
700,geschlossen::A,fermé,lokaður
701,sauber::A,net,þrifinn
702,sauber::A,propre,þrifinn
703,schmutzig::A,sale,óhreinn
704,schmutzig::A,sale,sóðalegur
705,schmutzig::A,crasseux,óhreinn
706,schmutzig::A,crasseux,sóðalegur
707,roh::A,cru,hrár
708,roh::A,brut,hrár
709,reif::A,mûr,þroskaður
710,lecker::A,délicieux,ljúffengur
711,lecker::A,appétissant,ljúffengur
712,süß::A,doux,sætur
713,bitter::A,amer,beiskur
714,sauer::A,aigre,súr
715,hell::A,clair,bjartur
716,dunkel::A,sombre,dimmur
717,schwarz::A,noir,svartur
718,weiß::A,blanc,hvítur
719,rot::A,rouge,rauður
720,gelb::A,jaune,gulur
721,blau::A,bleu,blár
722,grün::A,vert,grænn
723,grau::A,gris,grár
724,bunt::A,multicolore,marglitur
725,billig::A,bon marché,ódýr
726,teuer::A,cher,dýr
727,wertvoll::A,précieux,verðmætur
728,blind::A,aveugle,blindur
729,taub::A,sourd,heyrnarlaus
730,kräftig::A,fort,öflugur
731,kräftig::A,vigoureux,öflugur
732,stark::A,fort,sterkur
733,stark::A,puissant,sterkur
734,schwach::A,faible,veill
735,fett::A,gras,feitur
736,schlank::A,svelte,grannur
737,schlank::A,svelte,spengilegur
738,hübsch::A,joli,snotur
739,hübsch::A,joli,laglegur
740,böse::A,mauvais,illur
741,böse::A,mauvais,vondur
742,dumm::A,sot,heimskur
743,dumm::A,bête,heimskur
744,faul::A,fainéant,latur
745,faul::A,paresseux,latur
746,fleißig::A,appliqué,iðinn
747,geizig::A,avare,nískur
748,klug::A,intelligent,hygginn
749,geschickt::A,habile,fimur
750,geschickt::A,habile,laginn
751,lieb::A,cher,kær
752,lieb::A,cher,ljúfur
753,lieb::A,gentil,kær
754,lieb::A,gentil,ljúfur
755,lustig::A,gai,kátur
756,lustig::A,joyeux,kátur
757,sanft::A,doux,blíður
758,hungrig::A,affamé,soltinn
759,hungrig::A,affamé,hungraður
760,krank::A,malade,sjúkur
761,nackt::A,nu,nakinn
762,traurig::A,triste,dapur
763,traurig::A,triste,hryggur
764,lebendig::A,vivant,lifandi
765,gut::A,bon,góður
766,schlecht::A,mauvais,slæmur
767,schlecht::A,mauvais,lélegur
768,richtig::A,juste,réttur
769,richtig::A,correct,réttur
770,schlimm::A,grave,slæmur
771,schlimm::A,mauvais,slæmur
772,wahr::A,vrai,sannur
773,wahr::A,véritable,sannur
774,alt::A,vieux,gamall
775,neu::A,neuf,nýr
776,neu::A,nouveau,nýr
777,ehemalig::A,ancien,fyrrverandi
778,alt[Lebewesen]::A,âgé,gamall
779,alt[Lebewesen]::A,vieux,gamall
780,jung::A,jeune,ungur
781,arm::A,pauvre,vesall
782,arm::A,pauvre,fátækur
783,reich::A,riche,ríkur
784,reich::A,riche,auðugur
785,bekannt::A,connu,kunnugur
786,berühmt::A,fameux,frægur
787,berühmt::A,célèbre,frægur
788,fremd::A,étranger,framandi
789,fremd::A,étranger,ókunnugur
790,verschieden::A,différent,ýmis
791,nah::A,lié,nálægur
792,nah::A,proche,nálægur
793,fern::A,éloigné,fjarri
794,fern::A,éloigné,fjarlægur
795,fern::A,lointain,fjarri
796,fern::A,lointain,fjarlægur
797,linker::A,gauche,vinstri
798,rechter::A,droit,hægri
799,anderer::A,autre,annar
800,erster::A,premier,fyrsti
801,zweiter::A,second,annar
802,zweiter::A,deuxième,annar
803,dritter::A,troisième,þriðji
804,letzter::A,dernier,síðasti
805,allein::ADV,seul,einn
806,allein::ADV,seul,aleinn
807,auf einmal::ADV,à la fois,allt í einu
808,zusammen::ADV,ensemble,saman
809,lange::ADV,longtemps,lengi
810,plötzlich::ADV,tout à coup,skyndilega
811,sofort::ADV,immédiatement,strax
812,sofort::ADV,immédiatement,þegar í stað
813,später::ADV,plus tard,seinna
814,jetzt::ADV,maintenant,nú
815,jetzt::ADV,maintenant,núna
816,heute::ADV,aujourd'hui,í dag
817,morgen::ADV,demain,á morgun
818,bald::ADV,bientôt,brátt
819,bald::ADV,bientôt,bráðum
820,dann::ADV,puis,svo
821,dann::ADV,puis,síðan
822,dann::ADV,ensuite,svo
823,dann::ADV,ensuite,síðan
824,gestern::ADV,hier,í gær
825,einst::ADV,jadis,forðum
826,einst::ADV,autrefois,forðum
827,damals::ADV,alors,þá
828,damals::ADV,alors,á þeim tímum
829,damals::ADV,à l'époque,þá
830,damals::ADV,à l'époque,á þeim tímum
831,danach::ADV,après,á eftir því
832,danach::ADV,ensuite,á eftir því
833,vorher::ADV,auparavant,áður
834,zuerst::ADV,d'abord,fyrst
835,zuerst::ADV,premièrement,fyrst
836,einmal::ADV,une fois,einu sinni
837,manchmal::ADV,parfois,stundum
838,manchmal::ADV,quelquefois,stundum
839,oft::ADV,souvent,oft
840,immer::ADV,toujours,alltaf
841,immer::ADV,toujours,sífellt
