,Concept_ID,zh,sl
837,kriechen::V,爬行,pláziti se
838,schwimmen::V,游泳,plávati
839,tauchen::V,潜水,potápljati se
840,rudern::V,划船,vesláti
841,fahren::V,行驶,vozíti se
842,fahren::V,行驶,peljáti se
843,fliegen::V,飞,létati
844,gehen::V,走,íti
845,weggehen::V,离去,odíti
846,abfahren::V,出发,odpeljáti se
847,anhalten::V,停住,ustáviti se
848,hineingehen::V,进去,íti nóter
849,eintreten::V,进入,vstopíti
850,kommen::V,来,príti
851,ankommen::V,到达,prispéti
852,ankommen::V,到达,prihájati
853,zurückkommen::V,回来,vrníti se
854,bleiben::V,停留,ostáti
855,warten::V,等,čákati
856,erwarten::V,等候,pričakováti
857,suchen::V,找,iskáti
858,finden::V,找到,nájti
859,versuchen::V,尝试,poskúšati
860,vorbereiten::V,预备,pripráviti
861,lieben::V,爱,ljubíti
862,mögen::V,喜欢,márati
863,lachen::V,笑,smejáti se
864,weinen::V,哭,jókati
865,weinen::V,哭,plákati
866,schimpfen::V,骂,psováti
867,schimpfen::V,骂,zmérjati
868,sich ärgern::V,生气,jezíti se
869,sich fürchten::V,害怕,báti se
870,fürchten::V,害怕,báti se
871,fliehen::V,逃走,bežáti
872,flüchten::V,逃跑,pobégniti
873,sehen::V,看,vídeti
874,anschauen::V,注视,oglédati
875,ansehen::V,注视,glédati
876,hören::V,听,slíšati
877,zuhören::V,倾听,poslúšati
878,probieren::V,尝,poskúšati
879,riechen::V,闻,dúhati
880,fühlen::V,感到,čutíti
881,scheinen::V,照耀,zdéti se
882,zu sehen sein::V,可以看到,vídeti se
883,vernehmen::V,审讯,čúti
884,frieren::V,觉得冷,zébsti
885,tun::V,作,délati
886,können::V,能,môči
887,wollen::V,要,hotéti
888,anfangen::V,开始,začéti
889,beenden::V,结束,dokončáti
890,aufhören::V,停止,prenéhati
891,gelingen::V,成功,uspéti
892,gelingen::V,成功,posréčiti se
893,geraten::V,陷于,obnêsti se
894,öffnen::V,打开,odpréti
895,schließen::V,关,zapréti
896,stellen::V,放,postáviti
897,setzen::V,放,posadíti
898,legen::V,摆,položíti
899,berühren::V,触,dotíkati se
900,verbinden::V,联结,obvézati
901,bedecken::V,覆盖,pokríti
902,aufhängen::V,挂,obésiti
903,anzünden::V,点,zažgáti
904,aufheben::V,拾起,vzdígniti
905,zurücklassen::V,遗留,zapustíti
906,verlieren::V,丧失,izgubíti
907,fallen lassen::V,让掉下,navréči
908,machen::V,做,naredíti
909,machen::V,做,napráviti
910,herstellen::V,生产,izdélati
911,bauen::V,建造,gradíti
912,reparieren::V,修理,popráviti
913,verbessern::V,改进,izbóljšati
914,ändern::V,改变,spremeníti
915,graben::V,挖,kopáti
916,graben::V,挖,grêbsti
917,beugen::V,弯下,upogníti
918,biegen::V,弯,zavíjati
919,drehen::V,转动,vrtéti
920,wenden::V,转动,obrníti
921,umdrehen::V,转动,zasúkati
922,heben::V,举起,dvígati
923,hochheben::V,抬高,privzdígniti
924,ergreifen::V,抓住,zgrábiti
925,halten::V,拿着,držáti
926,drücken::V,压,tiščáti
927,schieben::V,推,ríniti
928,kratzen::V,搔,práskati
929,lecken::V,舔,lízati
930,beißen::V,咬,grísti
931,abreißen::V,撕下,odtŕgati
932,abschneiden::V,切断,odrézati
933,binden::V,捆,vézati
934,stecken::V,插,vtakníti
935,brechen::V,断裂,lomíti
936,klopfen::V,敲,tólči
937,hauen::V,揍,séči
938,kleben::V,粘,lépiti
939,reiben::V,摩擦,tréti
940,reiben::V,摩擦,dŕgniti
941,streichen::V,涂,namázati
942,schleifen::V,拖曳,brúsiti
943,schneiden::V,切,rézati
944,rütteln::V,颠簸,strésti
945,schütteln::V,摇动,majáti
946,schwenken::V,摇动,obrníti
947,schütten::V,倒,sípati
948,füllen::V,填满,napolníti
949,einwickeln::V,包,zavíti
950,tragen::V,提,nêsti
951,schleppen::V,扛,vláčiti
952,ziehen::V,拉,vléči
953,aufbewahren::V,保存,shranjeváti
954,werfen::V,扔,lúčati
955,fangen::V,捕捉,ujéti
956,packen::V,抓住,prijéti
957,verstecken::V,藏,skríti
958,teilen::V,分,razdelíti
959,schicken::V,派遣,pošíljati
960,bringen::V,带来,prinêsti
961,hinzufügen::V,添加,pristáviti
962,bekommen::V,得到,dobíti
963,erhalten::V,接到,prejéti
964,nehmen::V,拿,vzéti
965,wählen::V,挑选,izbírati
966,auswählen::V,选择,izbráti
967,bewahren::V,保持,ohraníti
968,behindern::V,防碍,ovírati
969,verderben::V,败坏,pokváriti
970,beschädigen::V,损坏,poškodováti
971,zerbrechen::V,破碎,razlomíti
972,zerreißen::V,撕碎,raztŕgati
973,zerstören::V,毁坏,razrúšiti
974,verbrennen::V,燃烧,sežgáti
975,geben::V,给,dáti
976,reichen::V,递给,séči
977,reichen::V,递给,molíti
978,schenken::V,赠送,podáriti
979,versprechen::V,许诺,obljubíti
980,wünschen::V,祝,vóščiti
981,loben::V,表扬,hváliti
982,küssen::V,亲,poljubováti
983,wiegen::V,轻摇,zíbati
984,zudecken::V,盖上,pokríti
985,wecken::V,唤起,zbudíti
986,zeigen::V,指,pokázati
987,führen::V,带领,vêsti
988,lehren::V,教,učíti
989,unterrichten::V,讲课,poučeváti
990,aufziehen::V,抚养,vzgojíti
991,leiten::V,领导,uprávljati
992,antreiben::V,催促,goníti
993,lassen::V,让,povzročíti
994,einladen::V,邀请,povábiti
995,vereinigen::V,统一,zdrúžiti
996,besuchen::V,参观,obiskáti
997,treffen::V,会面,pogodíti
998,sich versammeln::V,聚集,zbráti se
999,spielen::V,玩,igráti se
1000,singen::V,唱歌,péti
1001,tanzen::V,跳舞,plésati
1002,sich trennen::V,分别,ločíti se
1003,verlassen::V,离开,zapustíti
1004,retten::V,救,réšiti
1005,bewachen::V,守卫,strážiti
1006,schützen::V,保护,sčítiti
1007,verteidigen::V,保卫,braníti
1008,sich schlagen::V,打架,têpsti se
1009,schießen::V,射击,stréljati
1010,siegen::V,获胜,zmágati
1011,ärgern::V,激怒,jezíti
1012,ärgern::V,激怒,razbúriti
1013,schlagen::V,打,têpsti
1014,schlagen::V,打,udáriti
1015,treten::V,踢,teptáti
1016,stechen::V,刺,ubôsti
1017,stoßen::V,撞,peháti
1018,stoßen::V,撞,drégniti
1019,stehlen::V,盗窃,ukrásti
1020,stehlen::V,盗窃,pokrásti
1021,stören::V,干扰,motíti
1022,belästigen::V,打搅,nadlegováti
1023,verbergen::V,隐藏,skríti
1024,täuschen::V,欺骗,slepíti
1025,betrügen::V,欺骗,várati
1026,betrügen::V,欺骗,ogoljufáti
1027,töten::V,杀,ubíti
1028,wohnen::V,居住,prebívati
1029,arbeiten::V,工作,délati
1030,sammeln::V,收集,zbráti
1031,pflücken::V,采,obráti
1032,jagen::V,打猎,lovíti
1033,fischen::V,捕鱼,ribáriti
1034,fassen::V,捉住,zajéti
1035,hüten::V,守护,pásti
1036,treiben::V,漂,pogánjati
1037,anbinden::V,拴,privézati
1038,füttern::V,喂,kŕmiti
1039,melken::V,挤奶,mólsti
1040,hacken::V,剁细,sékati
1041,gießen::V,浇,ulíti
1042,reifen::V,成熟,zoréti
1043,kochen::V,煮,kúhati
1044,backen::V,烤,cvréti
1045,braten::V,煎,pêči
1046,umrühren::V,搅拌,preméšati
1047,stricken::V,织,plêsti
1048,nähen::V,缝,šívati
1049,färben::V,染色,bárvati
1050,reinigen::V,清洁,očístiti
1051,waschen::V,洗,opráti
1052,abwischen::V,擦掉,obrísati
1053,spülen::V,清洗,splakováti
1054,fegen::V,扫,pométati
1055,kehren::V,打扫,mésti
1056,baden::V,给...洗澡,kópati se
1057,sich waschen::V,洗澡,umíti se
1058,ausziehen::V,脱,izvléči
1059,anziehen::V,穿,obléči
1060,sich anziehen::V,穿衣,obléči se
1061,kämmen::V,梳,česáti
1062,schmücken::V,装饰,okrasíti
1063,sagen::V,说,dejáti
1064,sprechen::V,说,govoríti
1065,reden::V,讲,rêči
1066,sich unterhalten::V,聊天,razgovárjati se
1067,fragen::V,问,vprášati
1068,bitten::V,请,prosíti
1069,erzählen::V,叙述,práviti
1070,mitteilen::V,通知,naznániti
1071,nennen::V,叫做,imenováti
1072,rufen::V,叫,klícati
1073,prahlen::V,吹牛,baháti se
1074,übersetzen::V,翻译,prevêsti
1075,denken::V,想,mísliti
1076,glauben::V,以为,verjéti
1077,bemerken::V,发觉,opáziti
1078,erkennen::V,识别,spoznáti
1079,begreifen::V,理解,pôjmiti
1080,verstehen::V,明白,razuméti
1081,lernen::V,学,učíti se
1082,wissen::V,知道,znáti
1083,wissen::V,知道,védeti
1084,sich erinnern an::V,回忆,spómniti se
1085,vergessen::V,忘记,pozábiti
1086,messen::V,测量,mériti
1087,zählen::V,数,štéti
1088,rechnen::V,计算,račúnati
1089,lesen::V,读,bráti
1090,lesen::V,读,čítati
1091,malen::V,画,slíkati
1092,zeichnen::V,绘制,rísati
1093,schreiben::V,写,písati
1094,besitzen::V,占有,iméti
1095,kaufen::V,买,kupíti
1096,verkaufen::V,卖,prodáti
1097,bezahlen::V,付钱,pláčati
1098,zahlen::V,支付,plačeváti
1099,beherrschen::V,统治,obvládati
1100,ertragen::V,忍耐,prenêsti
1101,vergebens::ADV,,zamàn
1102,vergebens::ADV,,zastónj
1103,klirren::V,,žvenketáti
1104,rauschen::V,,šuštéti
1105,rauschen::V,,šelestéti
1106,rühren::V,,ganíti
1107,zubereiten::V,,pripráviti
