,Concept_ID,be,hy
756,noch::ADV,яшчэ,դեռ
757,nur::ADV,толькі,միայն
758,schon::ADV,ужо,արդեն
759,wieder::ADV,зноў,նորից
760,wieder::ADV,зноў,դարձյալ
761,vergebens::ADV,дарма,իզուր
762,vergebens::ADV,дарэмна,իզուր
763,vor::PRP,перад,դիմացը
764,hinter::PRP,за,ետեւը
765,hinter::PRP,ззаду,ետեւը
766,unter::PRP,пад,տակ
767,durch::PRP,праз,միջով
768,neben::PRP,каля,քովը
769,zwischen::PRP,між,միջեւ
770,zwischen::PRP,паміж,միջեւ
771,wegen::PRP,з-за,պատճառով
772,wegen::PRP,з-за,շնորհից
773,dies::PRN,гэта,սա
774,dies::PRN,гэта,այս
775,das::PRN,тое,դա
776,das::PRN,тое,այդ
777,alles::PRN,усё,ամեն ինչ
778,ich::PRN,я,ես
779,du::PRN,ты,դու
780,er::PRN,ён,նա
781,wir::PRN,мы,մենք
782,ihr::PRN,вы,դուք
783,sie::PRN,яны,նրանք
784,was::FPRN,што,ինչ
785,wer::FPRN,хто,ով
786,wo::FADV,дзе,ուր
787,wo::FADV,дзе,որտեղ
788,wohin::FADV,куды,դեպի ուր
789,wie::FADV,як,ինչպես
790,warum::FADV,чаму,ինչու
791,wieviel::FNUM,колькі,որչափ
792,eins::NUM,адзін,մեկ
793,zwei::NUM,два,երկու
794,drei::NUM,тры,երեք
795,vier::NUM,чатыры,չորս
796,fünf::NUM,пяць,հինգ
797,sechs::NUM,шесць,վեց
798,sieben::NUM,сем,յոթ
799,acht::NUM,восем,ութ
800,neun::NUM,дзевяць,ինը
801,zehn::NUM,дзесяць,տասը
802,elf::NUM,адзінаццаць,տասնմեկ
803,zwölf::NUM,дванаццаць,տասներկու
804,zwanzig::NUM,дваццаць,քսան
805,dreißig::NUM,трыццаць,երեսուն
806,vierzig::NUM,сорак,քառասուն
807,fünfzig::NUM,пядзесят,հիսուն
808,sechzig::NUM,шесдзесят,վաթսուն
809,siebzig::NUM,семдзесят,յոթանասուն
810,achtzig::NUM,восемдзесят,ութսուն
811,neunzig::NUM,дзевяноста,իննսուն
812,hundert::NUM,сто,հարյուր
813,tausend::NUM,тысяча,հազար
814,und::CNJ,і,ու
815,und::CNJ,ды,ու
816,oder::CNJ,або,կամ
817,stehen::V,стаяць,կանգնել
818,sitzen::V,сядзець,նստել
819,liegen::V,ляжаць,ստել
820,hängen::V,вісець,կախվել
821,werden::V,стаць,դառնալ
822,werden::V,зрабіцца,դառնալ
823,passieren::V,трапіцца,պատահել
824,beginnen::V,пачацца,սկսվել
825,enden::V,кончыцца,վերջանալ
826,wechseln::V,мяняцца,փոխվել
827,aufgehen[Sonne]::V,узысці,բարձրանալ
828,aufgehen[Sonne]::V,узысці,ելնել 
829,untergehen[Sonne]::V,зайсці,մտնել
830,scheinen[Sonne]::V,свяціць,շողալ
831,scheinen[Sonne]::V,свяціць,փայլել
832,donnern::V,грымець,որոտալ
833,wehen::V,дзьмуць,փչել
834,strömen::V,ліцца,հոսել
835,fließen::V,цячы,հոսել
836,sich drehen::V,круціцца,պտտվել
837,sich drehen::V,варочацца,պտտվել
838,schwanken::V,хістацца,տատանվել
839,schwingen::V,гайдацца,ճոճվել
840,schwingen::V,калыхацца,ճոճվել
841,fallen::V,падаць,ընկնել
842,brennen::V,гарэць,այրվել
843,rauchen::V,дымець,ծխել
844,regnen::V,дажджыць,անձրեւ գալ
845,gefrieren::V,замерзнуць,սառչել
846,tauen::V,раставаць,լկիլ
847,schmelzen::V,плавіцца,հալիլ
848,trocknen::V,сохнуць,չորանալ
849,sieden::V,кіпець,եռալ
850,faulen::V,гнісці,փտել
851,verfaulen::V,згнісці,նեխել
852,reißen::V,ірвацца,պատռվել
853,reißen::V,ірвацца,ճղվել
854,versinken::V,тануць,սուզվել
855,vergehen::V,праходзіць,անցնել 
856,erscheinen::V,зʼявіцца,հայտնվել
857,erscheinen::V,зʼявіцца,երեւալ
858,verschwinden::V,знікнуць,անհետանալ
859,sinken::V,спадаць,ընկնել
860,abnehmen::V,паменшыцца,փոքրանալ
861,zunehmen::V,павялічвацца,մեծանալ
862,steigen::V,паднімацца,բարձրանալ
863,wachsen::V,расці,աճել
864,glänzen::V,блішчаць,նշուլել
865,glänzen::V,блішчаць,փայլիլ
866,funkeln::V,бліскаць,փայլատակել
867,lärmen::V,шумець,աղմուկ հանել
868,läuten::V,званіць,զնգալ
869,klingeln::V,званіць,զնգալ
870,klirren::V,бразгаць,զնգզնգալ
871,brausen::V,бушаваць,մոլեգնել
872,rauschen::V,шастаць,սոսափել
873,klingen::V,гучаць,հնչել
874,bellen::V,брахаць,հաչել
875,heulen::V,выць,ոռնալ 
876,blasen::V,дзьмухнуць,փչել 
877,pfeifen::V,свістаць,սուլել
878,schreien::V,крычаць,գոռալ 
879,stöhnen::V,стагнаць,տնքալ
880,zittern::V,дрыжаць,դողալ
881,leben::V,жыць,ապրել
882,geboren werden::V,нарадзіцца,ծնվել
883,atmen::V,дыхаць,շնչել
884,trinken::V,піць,խմել
885,essen::V,есці,ուտել
886,schlucken::V,глытаць,կլանել
887,schlucken::V,глытаць,կուլ տալ
888,müde werden::V,стаміцца,հոգնել
889,einschlafen::V,заснуць,քուն մտնել
890,schlafen::V,спаць,քնել
891,aufwachen::V,рассыпацца,արթննալ
892,aufstehen::V,устаць,ելլել
893,sich erholen::V,адпачываць,հանգստանալ
894,krank werden::V,захварэць,հիւանդանալ
895,krank sein::V,хварэць,հիվանդ լինել
896,schmerzen::V,балець,ցավել
897,husten::V,кашляць,հազալ
898,genesen::V,паправіцца,ապաքինվել
899,genesen::V,паздаравець,ապաքինվել
900,sterben::V,памерці,մեռնել
901,sterben::V,памерці,վախճանվել
902,umkommen::V,загінуць,կործանվել
903,sich bewegen::V,рухацца,ընթանալ
904,sich rühren::V,варушыцца,շարժվել
905,sich erheben::V,устаць,կանգնել
906,sich erheben::V,устаць,վեր կենալ
907,sich setzen::V,сесці,նստել
908,hinfallen::V,упасці,ընկնել
909,laufen::V,хадзіць,քայլել
910,schreiten::V,шагаць,ճեմել
911,schreiten::V,крочыць,ճեմել
912,spazierengehen::V,гуляць,շրջագայել
913,eilen::V,спяшацца,շտապել
914,sich beeilen::V,спяшацца,շտապել 
915,sausen::V,імчацца,սլանալ
916,rennen::V,бегаць,վազել
917,springen::V,скакаць,ցատկել
918,klettern::V,лазіць,մագլցել
919,schaukeln::V,гайдацца,ճոճվել
920,schaukeln::V,гайдацца,օրորվել
921,kriechen::V,поўзаць,սողալ
922,schwimmen::V,плаваць,լողալ
923,tauchen::V,ныраць,սուզվել
924,rudern::V,веславаць,թիավարել
925,fahren::V,ехаць,ընթանալ
926,fliegen::V,лятаць,թռչել
927,gehen::V,ісці,գնալ
928,weggehen::V,пайсці,հեռանալ
929,abfahren::V,адʼяжджаць,ճանապարհվել
930,anhalten::V,спыніцца,կանգնել
931,anhalten::V,затрымацца,կանգնել
932,hineingehen::V,уваходзіць,մտնել
933,eintreten::V,увайсці,մտնել
934,kommen::V,прыйсці,գալ
935,ankommen::V,прыбыць,ժամանել
936,zurückkommen::V,вярнуцца,վերադառնալ
937,bleiben::V,застацца,մնալ
938,warten::V,чакаць,սպասել
939,erwarten::V,чакаць,սպասել
940,suchen::V,шукаць,որոնել
941,finden::V,знайсці,գտնել
942,versuchen::V,прабаваць,փորձել
943,vorbereiten::V,падрыхтаваць,պատրաստել
944,lieben::V,кахаць,սիրել
945,mögen::V,любіць,հավանել
946,mögen::V,любіць,սիրել
947,lachen::V,смяяцца,ծիծաղել
948,rühren::V,расчуліць,հուզել
949,weinen::V,плакаць,լալ
950,schimpfen::V,лаяцца,տրտնջալ
951,schimpfen::V,лаяцца,քրթմնջել
952,sich ärgern::V,сердаваць,զայրանալ
953,sich fürchten::V,баяцца,վախնալ
954,fürchten::V,баяцца,վախենալ
955,fliehen::V,уцякаць,փախչել
956,flüchten::V,уцячы,փախչել
957,sehen::V,бачыць,տեսնել
958,anschauen::V,паглядзець,դիտել
959,ansehen::V,глядзець,նայել
960,hören::V,чуць,լսել
961,zuhören::V,слухаць,ունկնդրել
962,probieren::V,каштаваць,համը տեսել
963,riechen::V,нюхаць,հոտ առնել
964,fühlen::V,адчуваць,զգալ
965,scheinen::V,здавацца,երեւալ
966,zu sehen sein::V,віднецца,երեւալ
967,vernehmen::V,пачуць,իմանալ 
968,frieren::V,мёрзнуць,մրսել
969,tun::V,рабіць,անել
970,können::V,умець,կարողանալ
971,wollen::V,хацець,ուզել
972,wollen::V,хацець,ցանկանալ
973,anfangen::V,пачаць,սկսել
974,beenden::V,закончыць,վերջացնել
975,aufhören::V,перастаць,դադարել
976,gelingen::V,удацца,հաջողվել
977,gelingen::V,удацца,գլուխ գալ
978,geraten::V,аказацца,ստացվել
979,öffnen::V,адчыніць,բաց անել
980,schließen::V,зачыніць,փակել 
981,stellen::V,паставіць,դնել
982,setzen::V,пасадзіць,նստեցնել
983,legen::V,класці,դնել
984,berühren::V,чапаць,դիպչել
985,berühren::V,чапаць,շոշափել
986,verbinden::V,звязаць,շաղկապել
987,bedecken::V,накрыць,ծածկել
988,aufhängen::V,павесіць,կախել
989,anzünden::V,запаліць,վառել
990,aufheben::V,падняць,վերցնել
991,zurücklassen::V,пакінуць,թողնել
992,verlieren::V,згубіць,կորցնել
993,fallen lassen::V,упусціць,գցել
994,machen::V,зрабіць,անել
995,herstellen::V,вырабіць,արտադրել
996,bauen::V,будаваць,կառուցել
997,reparieren::V,правіць,նորոգել
998,verbessern::V,палепшыць,բարելավել
999,ändern::V,змяніць,փոխել
1000,graben::V,капаць,փորել
1001,beugen::V,сагнуць,ծռել
1002,biegen::V,пагнуць,թեքել
1003,drehen::V,вярцець,ոլորել
1004,wenden::V,павярнуць,պտտել
1005,umdrehen::V,перавярнуць,շրջել
1006,heben::V,падымаць,բարձրացնել
1007,hochheben::V,падняць,բարձրացնել
1008,ergreifen::V,схапіць,վարակվել
1009,ergreifen::V,схваціць,վարակվել
1010,halten::V,трымаць,բռնել
1011,drücken::V,націскаць,ճնշել
1012,schieben::V,пхаць,հրել
1013,schieben::V,штурхаць,հրել
1014,kratzen::V,скрэбці,քերել
1015,lecken::V,лізаць,լիզել
1016,beißen::V,кусаць,կծել
1017,abreißen::V,адарваць,պոկել
1018,abschneiden::V,адрэзаць,կտրել 
1019,binden::V,вязаць,կապել
1020,stecken::V,уваткнуць,խրել
1021,brechen::V,зламаць,կոտրել 
1022,klopfen::V,стукаць,թակել
1023,hauen::V,біць,ծեծել
1024,kleben::V,клеіць,կպցնել
1025,reiben::V,церці,շփել
1026,streichen::V,намазаць,վրան քսել
1027,schleifen::V,тачыць,սրել 
1028,schneiden::V,рэзаць,կտրել
1029,rütteln::V,хістаць,ցնցել
1030,schütteln::V,трэсці,թափահարել
1031,schwenken::V,махаць,ճոճել
1032,schütten::V,наліць,լցնել
1033,füllen::V,напоўніць,լիքը լցնել
1034,einwickeln::V,загарнуць,փաթաթել
1035,tragen::V,несці,կրել
1036,tragen::V,несці,տանել
1037,schleppen::V,цягнуць,քաշել
1038,ziehen::V,цягнуць,ձգել
1039,ziehen::V,цягнуць,քաշել
1040,aufbewahren::V,захоўваць,պահել 
1041,werfen::V,кідаць,նետել
1042,fangen::V,лавіць,
1043,packen::V,схапіць,հափշտակել
1044,packen::V,схваціць,հափշտակել
1045,verstecken::V,схаваць,ծածկել
1046,teilen::V,раздзяліць,բաժանել
1047,schicken::V,пасылаць,ուղարկել
1048,bringen::V,прынесці,բերել
1049,hinzufügen::V,дабавіць,ավելացնել
1050,bekommen::V,дастаць,հայթայթել
1051,erhalten::V,атрымаць,ստանալ
1052,nehmen::V,ўзяць,վերցնել
1053,wählen::V,выбраць,ընտրել
1054,auswählen::V,адабраць,գերադասել
1055,bewahren::V,захаваць,պահպանել
1056,behindern::V,перашкаджаць,խոչընդոտել
1057,verderben::V,сапсаваць,փչացնել
1058,beschädigen::V,пашкодзіць,վնասել
1059,zerbrechen::V,разбіць,ջարդել
1060,zerbrechen::V,разбіць,կոտրել
1061,zerreißen::V,разадраць,պատռել
1062,zerstören::V,разбурыць,քանդել
1063,verbrennen::V,спаліць,այրել
1064,geben::V,даць,տալ
1065,reichen::V,перадаць,հանձնել
1066,schenken::V,дарыць,նվիրել
1067,versprechen::V,абяцаць,խոստանալ
1068,wünschen::V,жадаць,մաղթել
1069,loben::V,хваліць,գովել
1070,küssen::V,цалаваць,համբուրել
1071,wiegen::V,гушкаць,օրորել
1072,wiegen::V,калыхаць,օրորել
1073,zudecken::V,накрыць,վրան գցել
1074,wecken::V,пабудзіць,զարթնեցնել
1075,zeigen::V,паказаць,ցույց տալ
1076,führen::V,весці,ուղեկցել
1077,lehren::V,вучыць,սովորեցնել
1078,unterrichten::V,выкладаць,ավանդել
1079,aufziehen::V,выхаваць,դաստիարակել
1080,leiten::V,кіраваць,ղեկավարել
1081,leiten::V,кіраваць,կառավարել
1082,antreiben::V,падганяць,շտապեցնել
1083,lassen::V,прымусіць,ստիպել
1084,einladen::V,запрасіць,հրավիրել
1085,vereinigen::V,абʼяднаць,միացնել
1086,besuchen::V,наведаць,այցելել
1087,treffen::V,сустрэць,հանդիպել
1088,sich versammeln::V,сабрацца,հավաքվել
1089,spielen::V,гуляць,խաղալ
1090,singen::V,пець,երգել
1091,singen::V,спяваць,երգել
1092,tanzen::V,танцаваць,պարել
1093,sich trennen::V,расстацца,ցրվել
1094,verlassen::V,пакінуць,լքել
1095,retten::V,выратаваць,փրկել
1096,bewachen::V,ахоўваць,պահել
1097,schützen::V,уберагаць,պաշտպանել
1098,verteidigen::V,абараніць,պաշտպանել
1099,sich schlagen::V,біцца,կռվել
1100,sich schlagen::V,драцца,կռվել
1101,schießen::V,страляць,կրակել
1102,siegen::V,перамагчы,հաղթել
1103,ärgern::V,злаваць,ձանձրացնել
1104,schlagen::V,ударыць,խփել
1105,treten::V,штурхаць,քացի տալ
1106,stechen::V,укалоць,խայթել
1107,stoßen::V,папхнуць,մղել
1108,stehlen::V,украсці,գողանալ
1109,stören::V,перашкодзіць,խանգարել
1110,belästigen::V,дакучаць,անհանգստացնել
1111,verbergen::V,скрыць,թաքցնել
1112,verbergen::V,схаваць,թաքցնել
1113,täuschen::V,падмануць,խաբել
1114,betrügen::V,змахляваць,խաբել
1115,töten::V,забіць,սպանել 
1116,wohnen::V,жыць,բնակվել
1117,arbeiten::V,працаваць,աշխատել
1118,sammeln::V,сабраць,հավաքել
1119,pflücken::V,зрываць,քաղել
1120,jagen::V,паляваць,որս անել
1121,fischen::V,рыбачыць,ձուկ բռնել
1122,fassen::V,злавіць,բռնել
1123,hüten::V,пасвіць,արածեցնել
1124,treiben::V,гнаць,հովուել
1125,anbinden::V,прывязаць,չուանել
1126,füttern::V,карміць,կերակրել
1127,melken::V,даіць,կթել
1128,hacken::V,сячы,կոտորել
1129,gießen::V,паліць,ջրել
1130,reifen::V,паспець,հասունանալ 
1131,zubereiten::V,зварыць,պատրաստել
1132,zubereiten::V,згатаваць,պատրաստել
1133,kochen::V,варыць,եփել
1134,backen::V,пячы,թխել
1135,braten::V,смажыць,տապակել
1136,umrühren::V,перамяшаць,խառնել
1137,stricken::V,вязаць,գործել
1138,nähen::V,шыць,կարել
1139,färben::V,пафарбаваць,ներկել
1140,reinigen::V,ачысціць,մաքրել
1141,waschen::V,мыць,լվանալ
1142,abwischen::V,выцерці,սրբել
1143,spülen::V,паласкаць,ողողել
1144,spülen::V,паласкаць,պարզաջրել
1145,fegen::V,падмятаць,ավլել
1146,kehren::V,месці,ավլել
1147,baden::V,купацца,լողանալ
1148,sich waschen::V,мыцца,լվացվել
1149,ausziehen::V,зняць,հանել
1150,anziehen::V,надзець,հագնել
1151,sich anziehen::V,адзецца,հագնվել
1152,kämmen::V,прычасаць,սանրել
1153,schmücken::V,аздобіць,զարդարել
1154,sagen::V,сказаць,ասել
1155,sprechen::V,гаварыць,խոսել
1156,reden::V,размаўляць,զրուցել
1157,sich unterhalten::V,гутарыць,խոսակցել
1158,fragen::V,спытаць,հարցնել
1159,bitten::V,прасіць,խնդրել
1160,erzählen::V,расказаць,պատմել
1161,mitteilen::V,паведаміць,հաղորդել
1162,nennen::V,назваць,անվանել
1163,rufen::V,зваць,կանչել
1164,prahlen::V,хваліцца,պարծենալ
1165,übersetzen::V,перакласці,թարգմանել
1166,denken::V,думаць,մտածել
1167,glauben::V,верыць,հավատալ
1168,bemerken::V,заўважыць,նկատել
1169,erkennen::V,пазнаць,ճանաչել
1170,begreifen::V,спасцігнуць,հասկանալ
1171,verstehen::V,пачуць,ըմբռնել
1172,lernen::V,вучыцца,սովորել
1173,wissen::V,знаць,իմանալ
1174,sich erinnern an::V,памятаць,հիշել
1175,sich erinnern an::V,памятаць,մտաբերել
1176,vergessen::V,забыць,մոռանալ
1177,messen::V,мераць,չափել
1178,zählen::V,лічыць,թվել
1179,zählen::V,лічыць,հաշվել
1180,rechnen::V,лічыць,հաշվել
1181,rechnen::V,лічыць,հաշվարկել
1182,lesen::V,чытаць,կարդալ
1183,malen::V,маляваць,նկարել
1184,zeichnen::V,рысаваць,գծել
1185,schreiben::V,пісаць,գրել
1186,besitzen::V,мець,ունենալ
1187,besitzen::V,мець,տեր լինել
1188,kaufen::V,купіць,գնել
1189,verkaufen::V,прадаць,վաճառել
1190,bezahlen::V,заплаціць,վճարել
1191,zahlen::V,плаціць,վճարել
1192,beherrschen::V,уладаць,ղեկավարել
1193,beherrschen::V,валодаць,ղեկավարել
1194,ertragen::V,выцерпець,դիմանալ
