,Concept_ID,es,be
172,Vogel::N,pájaro,птушка
173,Schwarm::N,bandada,чарада
174,Huhn::N,gallina,курыца
175,Hahn::N,gallo,певень
176,Gans::N,oca,гусь
177,Gans::N,ganso,гусь
178,Adler::N,águila,арол
179,Ente::N,pato,качка
180,Eule::N,lechuza,сава
181,Kranich::N,grulla,жораў
182,Kranich::N,grulla,журавель
183,Krähe::N,corneja,варона
184,Kuckuck::N,cuco,зязюля
185,Schwan::N,cisne,лебедзь
186,Fisch::N,pez,рыба
187,Barsch::N,perca,акунь
188,Hecht::N,lucio,шчупак
189,Schlange[Tier]::N,serpiente,змяя
190,Wurm::N,gusano,чарвяк
191,Spinne::N,araña,павук
192,Ameise::N,hormiga,мурашка
193,Laus::N,piojo,вош
194,Mücke::N,mosquito,камар
195,Fliege::N,mosca,муха
196,Schmetterling::N,mariposa,матыль
197,Beere::N,baya,ягада
198,Apfel::N,manzana,яблык
199,Pilz::N,seta,грыб
200,Pilz::N,hongo,грыб
201,Zwiebel::N,cebolla,цыбуля
202,Saat::N,siembra,семя
203,Korn::N,grano,зерне
204,Heu::N,heno,сена
205,Schale::N,cáscara,шалупінне
206,Grube::N,foso,яма
207,Falle::N,trampa,пастка
208,Schlinge::N,lazo,сіло
209,Spur::N,huella,след
210,Asche::N,ceniza,попел
211,Dreck::N,suciedad,бруд
212,Eisen::N,hierro,жалеза
213,Gold::N,oro,золата
214,Silber::N,plata,сребра
215,Kohle::N,carbón,вугаль
216,Glas::N,vidrio,шкло
217,Glas::N,cristal,шкло
218,Lehm::N,barro,гліна
219,Sand::N,arena,пясок
220,Mensch::N,hombre,чалавек
221,Mensch::N,ser humano,чалавек
222,Mann::N,hombre,мужчына
223,Frau::N,mujer,жанчына
224,Kind::N,niño,дзіця
225,Junge::N,chico,хлопчык
226,Junge::N,muchacho,хлопчык
227,Mädchen::N,chica,дзяўчынка
228,Mädchen::N,muchacha,дзяўчынка
229,Familie::N,familia,сямʼя
230,Großvater::N,abuelo,дзядуля
231,Großmutter::N,abuela,бабуля
232,Eltern::N,padres,бацькі
233,Vater::N,padre,бацька
234,Mutter::N,madre,маці
235,Sohn::N,hijo,сын
236,Tochter::N,hija,дачка
237,Bruder::N,hermano,брат
238,Schwester::N,hermana,сястра
239,Onkel::N,tío,дзядзька
240,Tante::N,tía,цётка
241,Ehemann::N,esposo,муж
242,Ehefrau::N,esposa,жонка
243,Freude::N,placer,радасць
244,Freude::N,alegría,радасць
245,Gelächter::N,risa,смех
246,Gelächter::N,carcajada,смех
247,Glück::N,felicidad,шчасце
248,Kummer::N,pena,гора
249,Wunsch::N,deseo,жаданне
250,Lust::N,ganas,цяга
251,Geist::N,mente,дух
252,Geist::N,espíritu,дух
253,Gedanke::N,idea,думка
254,Gedanke::N,pensamiento,думка
255,Gedächtnis::N,memoria,памяць
256,Verstand::N,razón,розум
257,Verstand::N,entendimiento,розум
258,Sinn::N,sentido,сэнс
259,Sinn::N,significado,сэнс
260,Grund::N,causa,зачэпка
261,Wahrheit::N,verdad,праўда
262,Gespräch::N,conversación,размова
263,Märchen::N,cuento,казка
264,Erzählung::N,cuento,расказ
265,Erzählung::N,cuento,апавяданне
266,Erzählung::N,narración,расказ
267,Erzählung::N,narración,апавяданне
268,Nachricht::N,mensaje,вестка
269,Nachricht::N,mensaje,паведамленне
270,Neuigkeit::N,noticia,навіна
271,Name::N,nombre,імя
272,Rätsel::N,acertijo,загадка
273,Rätsel::N,adivinanza,загадка
274,Rede::N,discurso,прамова
275,Sprache::N,lengua,мова
276,Stimme::N,voz,голас
277,Wort::N,palabra,слова
278,Zeichen::N,señal,знак
279,Ruf::N,llamada,кліч
280,Lärm::N,ruido,шум
281,Lärm::N,barullo,шум
282,Laut::N,sonido,гук
283,Ton::N,tono,гучанне
284,Lied::N,canción,песня
285,Ruhe::N,calma,спакой
286,Ruhe::N,silencio,спакой
287,Leute::N,gente,людзі
288,Volk::N,pueblo,народ
289,Arbeit::N,trabajo,праца
290,Arbeit::N,trabajo,работа
291,Gast::N,huésped,госць
292,Gast::N,invitado,госць
293,Geschenk::N,regalo,падарунак
294,Spiel::N,juego,гульня
295,Gesellschaft::N,compañía,таварыства
296,Hilfe::N,ayuda,дапамога
297,Hilfe::N,socorro,дапамога
298,Freund::N,amigo,друг
299,Freund::N,amigo,сябар
300,Kamerad::N,camarada,прыяцель
301,Kamerad::N,compañero,прыяцель
302,Angelegenheit::N,asunto,справа
303,Anzahl::N,cantidad,колькасць
304,Art::N,tipo,від
305,Art::N,clase,від
306,Stück::N,pieza,кусок
307,Stück::N,pieza,кавалак
308,Teil::N,parte,частка
309,Hälfte::N,mitad,палова
310,Hälfte::N,mitad,палавіна
311,Kreis::N,círculo,круг
312,Kreuz::N,cruz,крыж
313,Linie::N,línea,лінія
314,Strich::N,raya,рыса
315,Strich::N,trazo,рыса
316,Abstand::N,distancia,прамежак
317,Entfernung::N,distancia,адлегласць
318,Gegend::N,región,мясцовасць
319,Gegend::N,comarca,мясцовасць
320,Platz::N,espacio,месца
321,Ort::N,sitio,месца
322,Seite::N,lado,бок
323,Seite::N,costado,бок
324,Mitte::N,medio,сярэдзіна
325,Mitte::N,centro,сярэдзіна
326,Gegenstand::N,objeto,прадмет
327,Sache::N,cosa,рэч
328,Rand::N,borde,край
329,Kante::N,borde,руб
330,Kante::N,borde,кант
331,Ecke::N,esquina,вугал
332,Spitze::N,punta,кончык
333,Ende::N,cabo,канец
334,Ende::N,extremo,канец
335,Loch::N,agujero,дзірка
336,Loch::N,abertura,дзірка
337,Winkel::N,ángulo,вугал
338,Muster::N,dibujo,узор
339,Größe::N,tamaño,памер
340,Länge::N,longitud,даўжыня
341,Höhe::N,altura,вышыня
342,Höhe::N,altitud,вышыня
343,Gewicht::N,peso,вага
344,Menge::N,cantidad,колькасць
345,Haufen::N,montón,куча
346,Reihe::N,fila,рад
347,Boot::N,bote,лодка
348,Boot::N,barca,лодка
349,Ruder::N,remo,вясло
350,Schlitten::N,trineo,сані
351,Ski::N,esquí,лыжа
352,Lagerfeuer::N,hoguera,вогнішча
353,Last::N,carga,цяжар
354,Gang::N,marcha,ход
355,Schritt::N,paso,шаг
356,Schritt::N,paso,крок
357,Norden::N,norte,поўнач
358,Süden::N,sur,поўдзень
359,Westen::N,oeste,захад
360,Osten::N,este,усход
361,Holz::N,madera,дрэва
362,Holz::N,madera,драўніна
363,Brett::N,tabla,дошка
364,Platte::N,placa,пліта
365,Platte::N,plancha,пліта
366,Stütze::N,sostén,падпорка
367,Stütze::N,soporte,падпорка
368,Stange::N,vara,жэрдка
369,Stange::N,percha,жэрдка
370,Stock::N,palo,палка
371,Stock::N,bastón,палка
372,Stab::N,vara,шост
373,Stab::N,bastón,шост
374,Rohr::N,tubo,труба
375,Haus::N,casa,дом
376,Heim::N,hogar,дом
377,Heim::N,hogar,хата
378,Ofen::N,estufa,печ
379,Fußboden::N,suelo,падлога
380,Tisch::N,mesa,стол
381,Stuhl::N,silla,стул
382,Stuhl::N,silla,крэсла
383,Wiege::N,cuna,калыска
384,Bett::N,cama,ложак
385,Bett::N,cama,пасцель
386,Regal::N,estantería,паліца
387,Kiste::N,caja,скрынка
388,Fenster::N,ventana,акно
389,Tür::N,puerta,дзверы
390,Tor::N,puerta,вароты
391,Zaun::N,valla,агароджа
392,Zaun::N,cercado,агароджа
393,Dach::N,techo,дах
394,Dach::N,tejado,дах
395,Leiter::N,escalera,лесвіца
396,Besen::N,escoba,мятла
397,Spaten::N,pala,лапата
398,Spaten::N,pala,жалязняк
399,Schaufel::N,pala,шуфлік
400,Schaufel::N,pala,лапатка
401,Schaufel::N,paleta,шуфлік
402,Schaufel::N,paleta,лапатка
403,Gabel::N,tenedor,відэлец
404,Löffel::N,cuchara,лыжка
405,Messer::N,cuchillo,нож
406,Nagel::N,clavo,цвік
407,Netz::N,red,сетка
408,Haken::N,gancho,крук
409,Haken::N,corchete,крук
410,Griff::N,asa,ручка
411,Griff::N,mango,ручка
412,Schloss::N,cerradura,замок
413,Bild::N,imagen,карціна
414,Figur::N,figura,фігура
415,Puppe::N,muñeca,лялька
416,Beutel::N,bolsa,мяшок
417,Bündel::N,haz,вязка
418,Tasche::N,bolso,торба
419,Eimer::N,cubo,вядро
420,Deckel::N,tapa,накрыўка
421,Deckel::N,tapadera,накрыўка
422,Geschirr::N,vajilla,пасуда
423,Sack::N,saco,мех
424,Tasse::N,taza,кубак
425,Topf::N,olla,каструля
426,Topf::N,marmita,каструля
427,Kessel::N,caldera,кацёл
428,Essen::N,comida,ежа
429,Nahrung::N,alimento,харч
430,Speise::N,plato,страва
431,Fleisch::N,carne,мяса
432,Getreide::N,cereales,збожжа
433,Brei::N,puré,каша
434,Brei::N,papilla,каша
435,Brot::N,pan,хлеб
436,Scheibe::N,lonja,луста
437,Scheibe::N,lonja,скібка
438,Scheibe::N,rebanada,луста
439,Scheibe::N,rebanada,скібка
440,Fett::N,grasa,тлушч
441,Butter::N,mantequilla,масла
442,Öl::N,aceite,алей
443,Salz::N,sal,соль
444,Suppe::N,sopa,суп
445,Honig::N,miel,мёд
446,Milch::N,leche,малако
447,Tee::N,té,чай
448,Tee::N,té,гарбата
449,Leder::N,cuero,скура
450,Wolle::N,lana,воўна
451,Stoff::N,tela,тканіна
452,Stoff::N,tejido,тканіна
453,Nadel::N,aguja,іголка
454,Faden::N,hilo,нітка
455,Knopf::N,botón,гузік
456,Knoten::N,nudo,вузел
457,Farbe::N,pintura,фарба
458,Kleidung::N,ropa,адзенне
459,Kleidung::N,vestidos,адзенне
460,Hemd::N,camisa,кашуля
461,Kragen::N,cuello,каўнер
462,Ärmel::N,manga,рукаў
463,Hose::N,pantalón,штаны
464,Gürtel::N,cinturón,пояс
465,Mütze::N,gorro,шапка
466,Schuh::N,zapato,чаравік
467,Stiefel::N,bota,бот
468,Ring::N,anillo,кольца
469,Band::N,cinta,стужка
470,Kamm::N,peine,расчоска
471,Spiegel::N,espejo,люстра
472,Riemen::N,correa,рэмень
473,Schnur::N,cuerda,вяроўка
474,Leine::N,correa,павадок
475,Decke::N,manta,коўдра
476,Kissen::N,almohada,падушка
477,Tuch::N,pañuelo,хустка
478,Handtuch::N,toalla,ручнік
479,Kraft::N,fuerza,сіла
480,Stärke::N,fuerza,моц
481,Gesundheit::N,salud,здароўе
482,Krankheit::N,enfermedad,хвароба
483,Schmerz::N,dolor,боль
484,Wunde::N,llaga,рана
485,Wunde::N,herida,рана
486,Fieber::N,fiebre,гарачка
487,Fieber::N,fiebre,ліхаманка
488,Arznei::N,medicina,лекі
489,Arznei::N,medicamento,лекі
490,Brücke::N,puente,мост
491,Brunnen::N,pozo,калодзеж
492,Weide::N,pasto,паша
493,Pfad::N,sendero,сцежка
494,Weg::N,camino,шлях
495,Weg::N,camino,дарога
496,Straße::N,vía,вуліца
497,Straße::N,carretera,вуліца
498,Dorf::N,aldea,вёска
499,Dorf::N,pueblo,вёска
500,Stadt::N,ciudad,горад
501,Brief::N,carta,ліст
502,Brief::N,carta,пісьмо
503,Buch::N,libro,кніга
504,Buchstabe::N,letra,літара
505,Buchstabe::N,carácter,літара
506,Zeitung::N,diario,газета
507,Zeitung::N,periódico,газета
508,Leben::N,vida,жыццё
509,Tod::N,muerte,смерць
510,Grab::N,tumba,магіла
511,Grab::N,sepulcro,магіла
512,Kirche::N,iglesia,касцёл
513,Kirche::N,iglesia,царква
514,Sünde::N,pecado,грэх
515,Gott::N,dios,бог
516,Arbeiter::N,obrero,рабочы
517,Arbeiter::N,trabajador,рабочы
518,Chef::N,jefe,начальнік
519,Meister::N,maestro,майстар
520,Arzt::N,médico,урач
521,Lehrer::N,profesor,настаўнік
522,Geld::N,dinero,грошы
523,Geschäft::N,negocio,заняцце
524,Laden::N,tienda,крама
525,Laden::N,tienda,магазін
526,Preis::N,precio,цана
527,Ware::N,mercancía,тавар
528,Nutzen::N,provecho,выгада
529,Reichtum::N,riqueza,багацце
530,Welt::N,mundo,свет
531,Land::N,país,краіна
532,Staat::N,Estado,дзяржава
533,König::N,rey,кароль
534,Macht::N,poder,улада
535,Macht::N,potencia,улада
536,Grenze::N,frontera,граніца
537,Krieg::N,guerra,вайна
538,Feind::N,enemigo,вораг
539,Gewalt::N,violencia,насілле
540,Kampf::N,lucha,барацьба
541,Kampf::N,combate,барацьба
542,Bogen[Waffe]::N,arco,лук
543,Pfeil::N,flecha,страла
544,Gewehr::N,fusil,ружжо
545,Gewehr::N,escopeta,ружжо
546,Fehler::N,error,памылка
547,Lüge::N,mentira,хлусня
548,Schaden::N,daño,шкода
549,Unglück::N,desgracia,ліха
550,Unglück::N,desgracia,бядота
551,Schuld::N,culpa,віна
552,Alter::N,edad,узрост
553,Schluss::N,fin,канец
554,Schluss::N,final,канец
555,Zeit::N,tiempo,час
556,Tag::N,día,дзень
557,Morgen::N,mañana,ранак
558,Morgen::N,mañana,раніца
559,Mittag::N,mediodía,паўдня
560,Mittag::N,mediodía,поўдзень
561,Abend::N,noche,вечар
562,Nacht::N,noche,ноч
563,Woche::N,semana,тыдзень
564,Monat::N,mes,месяц
565,Jahr::N,año,год
566,Frühling::N,primavera,вясна
567,Sommer::N,verano,лета
568,Herbst::N,otoño,восень
569,Winter::N,invierno,зіма
570,Januar::N,enero,студзень
571,Februar::N,febrero,люты
572,März::N,marzo,сакавік
573,April::N,abril,красавік
574,Mai::N,mayo,май
575,Mai::N,mayo,травень
576,Juni::N,junio,чэрвень
577,Juli::N,julio,ліпень
578,August::N,agosto,жнівень
579,September::N,septiembre,верасень
580,Oktober::N,octubre,кастрычнік
581,November::N,noviembre,лістапад
582,Dezember::N,diciembre,снежань
583,Montag::N,lunes,панядзелак
584,Dienstag::N,martes,аўторак
585,Mittwoch::N,miércoles,серада
586,Donnerstag::N,jueves,чацвер
587,Freitag::N,viernes,пятніца
588,Samstag::N,sábado,субота
589,Sonntag::N,domingo,нядзеля
590,groß::A,grande,вялікі
591,klein::A,pequeño,маленькі
592,lang::A,largo,доўгі
593,kurz::A,corto,кароткі
594,breit::A,ancho,шырокі
595,schmal::A,estrecho,вузкі
596,dicht::A,denso,густы
597,dick[Gegenstand]::A,grueso,тоўсты
598,dünn::A,fino,тонкі
599,dünn::A,delgado,тонкі
600,fein::A,fino,тонкі
601,fein::A,delicado,тонкі
602,fest::A,firme,моцны
603,fest::A,sólido,моцны
604,flach::A,plano,плоскі
605,glatt::A,liso,гладкі
606,hart::A,duro,цвёрды
607,weich::A,muelle,мяккі
608,rund::A,redondo,круглы
609,spitz::A,agudo,спічасты
610,spitz::A,agudo,востраканцовы
611,spitz::A,apuntado,спічасты
612,spitz::A,apuntado,востраканцовы
613,scharf::A,agudo,востры
614,scharf::A,afilado,востры
615,stumpf::A,sin filo,тупы
616,schwer::A,pesado,цяжкі
617,schön::A,bello,прыгожы
618,schön::A,hermoso,прыгожы
619,heiß::A,caluroso,гарачы
620,warm::A,cálido,цёплы
621,warm::A,caliente,цёплы
622,kalt::A,frío,холадны
623,kühl::A,fresco,халаднаваты
624,frisch::A,fresco,свежы
625,feucht::A,húmedo,вільготны
626,nass::A,mojado,мокры
627,trocken::A,seco,сухі
628,voll::A,lleno,поўны
629,leer::A,vacío,пусты
630,offen::A,abierto,адкрыты
631,offen::A,abierto,адчынены
632,geschlossen::A,cerrado,закрыты
633,geschlossen::A,cerrado,зачынены
634,sauber::A,limpio,чысты
635,schmutzig::A,sucio,брудны
636,roh::A,crudo,сыры
637,reif::A,maduro,спелы
638,lecker::A,rico,смачны
639,lecker::A,sabroso,смачны
640,süß::A,dulce,салодкі
641,bitter::A,amargo,горкі
642,sauer::A,agrio,кіслы
643,hell::A,claro,светлы
644,dunkel::A,oscuro,цёмны
645,schwarz::A,negro,чорны
646,weiß::A,blanco,белы
647,rot::A,rojo,чырвоны
648,gelb::A,amarillo,жоўты
649,blau::A,azul,сіні
650,grün::A,verde,зялёны
651,grau::A,gris,шэры
652,bunt::A,multicolor,пяресты
653,billig::A,barato,танны
654,teuer::A,caro,дарагі
655,wertvoll::A,valioso,цэнны
656,wertvoll::A,valioso,каштоўны
657,wertvoll::A,precioso,цэнны
658,wertvoll::A,precioso,каштоўны
659,blind::A,ciego,сляпы
660,taub::A,sordo,глухі
661,kräftig::A,fuerte,магутны
662,stark::A,fuerte,сільны
663,stark::A,vigoroso,сільны
664,schwach::A,débil,слабы
665,fett::A,obeso,тлусты
666,schlank::A,esbelto,стройны
667,hübsch::A,mono,чароўны
668,hübsch::A,guapo,чароўны
669,böse::A,malo,злы
670,dumm::A,tonto,дурны
671,dumm::A,estúpido,дурны
672,faul::A,vago,лянівы
673,faul::A,perezoso,лянівы
674,fleißig::A,aplicado,руплівы
675,fleißig::A,diligente,руплівы
676,geizig::A,avaro,прагны
677,klug::A,sensato,разумны
678,klug::A,inteligente,разумны
679,geschickt::A,hábil,умелы
680,lieb::A,querido,мілы
681,lustig::A,alegre,вясёлы
682,sanft::A,suave,ласкавы
683,hungrig::A,hambriento,галодны
684,krank::A,enfermo,хворы
685,nackt::A,desnudo,голы
686,traurig::A,triste,сумны
687,lebendig::A,vivo,жывы
688,lebendig::A,viviente,жывы
689,gut::A,bueno,добры
690,schlecht::A,malo,кепскі
691,richtig::A,justo,правільны
692,richtig::A,correcto,правільны
693,schlimm::A,malo,агідны
694,schlimm::A,grave,агідны
695,wahr::A,verídico,сапраўдны
696,wahr::A,verdadero,сапраўдны
697,alt::A,viejo,стары
698,neu::A,nuevo,новы
699,ehemalig::A,antiguo,былы
700,alt[Lebewesen]::A,viejo,стары
701,jung::A,joven,малады
702,arm::A,pobre,бедны
703,reich::A,rico,багаты
704,bekannt::A,conocido,знаёмы
705,berühmt::A,famoso,славуты
706,berühmt::A,célebre,славуты
707,fremd::A,extraño,чужы
708,verschieden::A,diverso,розны
709,verschieden::A,distinto,розны
710,verschieden::A,diferente,розны
711,nah::A,cercano,блізкі
712,fern::A,lejano,далёкі
713,linker::A,izquierdo,левы
714,rechter::A,derecho,правы
715,anderer::A,otro,іншы
716,anderer::A,otro,другі
717,erster::A,primero,першы
718,zweiter::A,segundo,другі
719,dritter::A,tercero,трэці
720,letzter::A,último,апошні
721,allein::ADV,a solo,сам
722,allein::ADV,a solo,адзін
723,auf einmal::ADV,de una vez,адразу
724,zusammen::ADV,juntos,разам
725,lange::ADV,mucho tiempo,доўга
726,plötzlich::ADV,de repente,раптам
727,sofort::ADV,en seguida,зараз
728,später::ADV,más tarde,пазней
729,jetzt::ADV,ahora,цяпер
730,heute::ADV,hoy,сёння
731,morgen::ADV,mañana,заўтра
732,bald::ADV,pronto,хутка
733,bald::ADV,pronto,неўзабаве
734,bald::ADV,en breve,хутка
735,bald::ADV,en breve,неўзабаве
736,dann::ADV,luego,потым
737,dann::ADV,entonces,потым
738,gestern::ADV,ayer,учора
739,einst::ADV,antaño,аднойчы
740,damals::ADV,entonces,тады
741,danach::ADV,después,затым
742,vorher::ADV,antes,раней
743,zuerst::ADV,primero,спярша
744,zuerst::ADV,primero,спачатку
745,einmal::ADV,una vez,адзін раз
746,manchmal::ADV,a veces,часам
747,oft::ADV,a menudo,часта
748,oft::ADV,con frecuencia,часта
749,immer::ADV,siempre,заўсёды
750,niemals::ADV,jamás,ніколі
751,hier::ADV,aquí,тут
752,hierhin::ADV,acá,сюды
753,von hier::ADV,desde aquí,адсюль
754,von hier::ADV,desde aquí,адгэтуль
755,dort::ADV,ahí,там
756,dort::ADV,allí,там
757,dorthin::ADV,allí,туды
758,dorthin::ADV,hacia allí,туды
759,geradeaus::ADV,todo derecho,прама
760,vorwärts::ADV,adelante,наперад
761,rückwärts::ADV,hacia atrás,назад
762,zurück::ADV,atrás,назад
763,unten::ADV,abajo,унізе
764,hinab::ADV,hacia abajo,уніз
765,oben::ADV,arriba,угары
766,oben::ADV,arriba,наверсе
767,hinauf::ADV,hacia arriba,угару
768,überall::ADV,por todas partes,усюды
769,nicht::ADV,no,не
770,ein wenig::ADV,un poco,трошкі
771,kaum::ADV,apenas,ледзьве
772,sehr::ADV,muy,вельмі
773,sehr::ADV,mucho,вельмі
774,so::ADV,tan,так
775,noch::ADV,aún,яшчэ
776,noch::ADV,todavía,яшчэ
777,nur::ADV,solamente,толькі
778,schon::ADV,ya,ужо
779,wieder::ADV,de nuevo,зноў
780,vergebens::ADV,en vano,дарма
781,vergebens::ADV,en vano,дарэмна
782,vor::PRP,antes de,перад
783,vor::PRP,delante de,перад
784,hinter::PRP,tras,за
785,hinter::PRP,tras,ззаду
786,hinter::PRP,detrás de,за
787,hinter::PRP,detrás de,ззаду
788,unter::PRP,bajo,пад
789,unter::PRP,debajo de,пад
790,durch::PRP,por,праз
791,durch::PRP,a través de,праз
792,neben::PRP,al lado de,каля
793,zwischen::PRP,entre,між
794,zwischen::PRP,entre,паміж
795,wegen::PRP,por,з-за
796,wegen::PRP,a causa de,з-за
797,dies::PRN,esto,гэта
798,das::PRN,eso,тое
799,das::PRN,esto,тое
800,alles::PRN,todo,усё
801,ich::PRN,yo,я
802,du::PRN,tú,ты
803,er::PRN,él,ён
804,wir::PRN,nosotros,мы
805,ihr::PRN,vosotros,вы
806,sie::PRN,ellos,яны
807,was::FPRN,qué,што
808,wer::FPRN,quién,хто
809,wo::FADV,dónde,дзе
810,wohin::FADV,adónde,куды
811,wohin::FADV,hacia dónde,куды
812,wie::FADV,cómo,як
813,warum::FADV,por qué,чаму
814,wieviel::FNUM,cuánto,колькі
815,eins::NUM,uno,адзін
816,zwei::NUM,dos,два
817,drei::NUM,tres,тры
818,vier::NUM,cuatro,чатыры
819,fünf::NUM,cinco,пяць
820,sechs::NUM,seis,шесць
821,sieben::NUM,siete,сем
822,acht::NUM,ocho,восем
823,neun::NUM,nueve,дзевяць
824,zehn::NUM,diez,дзесяць
825,elf::NUM,once,адзінаццаць
826,zwölf::NUM,doce,дванаццаць
827,zwanzig::NUM,veinte,дваццаць
828,dreißig::NUM,treinta,трыццаць
829,vierzig::NUM,cuarenta,сорак
830,fünfzig::NUM,cincuenta,пядзесят
