,Concept_ID,kn,he
562,blind::A,ಅಂಧ,עור
563,taub::A,ಕಿವುಡಾದ,חרש
564,kräftig::A,ಪ್ರಬಲ,חסן
565,stark::A,ಶಕ್ತಿವಂತ,חזק
566,schwach::A,ದುರ್ಬಲ,חלש
567,fett::A,ಕೊಬ್ಬಿದ,שמן
568,schlank::A,ತೆಳ್ಳಗಿನ,רזה
569,hübsch::A,ಅಂದವಾದ,יפה תאר
570,böse::A,ಕೆಟ್ಟ,רשע
571,dumm::A,ಮಂದ,טפש
572,faul::A,ಆಲಸ,עצלן
573,fleißig::A,ಕಡಗುವ,חרוץ
574,geizig::A,ಜುಗ್ಗ,קמצן
575,klug::A,ಚತುರ,נבון
576,klug::A,ಚತುರ,פקח
577,geschickt::A,ದಕ್ಷ,מימן
578,lieb::A,ಪ್ರಿಯ,יקר
579,lieb::A,ಪ್ರಿಯ,אהוב
580,lustig::A,ಖುಷಿಯಾದ,עליז
581,sanft::A,ಸೌಮ್ಯ,עדין
582,hungrig::A,ಹಸಿದ,רעב
583,krank::A,ಅಸ್ವಸ್ಥ,חולה
584,nackt::A,ನಗ್ನ,ערום
585,traurig::A,ದುಃಖಿತ,עצוב
586,lebendig::A,ಜೀವಂತ,חי
587,gut::A,ಒಳ್ಳೆಯ,טוב
588,schlecht::A,ದುಷ್ಟ,גרוע
589,richtig::A,ಸರಿ,נכון
590,schlimm::A,ಅಸಹ್ಯ,רע
591,wahr::A,ನಿಜ,אמתי
592,alt::A,ಮುದಿ,ישן
593,neu::A,ಹೊಸ,חדש
594,ehemalig::A,ಮಾಜೀ,לשעבר
595,alt[Lebewesen]::A,ವೃದ್ಧ,זקן
596,jung::A,ಎಳ,צעיר
597,arm::A,ಬಡ,עני
598,reich::A,ಶ್ರೀಮಂತ,עשיר
599,bekannt::A,ಅಪ್ತ,ידוע
600,berühmt::A,ಪ್ರಸಿದ್ಧ,מפרסם
601,fremd::A,ಪರಕೀಯ,זר
602,verschieden::A,ಬೇರೆ,שונה
603,nah::A,ಹತ್ತಿರವಾದ,קרוב
604,fern::A,ದೂರದ,רחוק
605,linker::A,ಎಡ,שמאלי
606,rechter::A,ಬಲ,ימין
607,anderer::A,ಇತರ,אחר
608,erster::A,ಪ್ರಥಮ,ראשון
609,zweiter::A,ದ್ವಿತೀಯ,שני
610,dritter::A,ಮೂರನೆಯಜಗತ್ತು,שלישי
611,letzter::A,ಅಂತ್ಯ,אחרון
612,allein::ADV,ಒಬ್ಬನೇ,לבד
613,auf einmal::ADV,ಒಡನೆ,בו-זמנית
614,zusammen::ADV,ಒಟ್ಟಿಗೆ,ביחד
615,lange::ADV,ದೀರ್ಘ,הרבה זמן
616,plötzlich::ADV,ಅನಾಮತ್ತು,לפתע
617,plötzlich::ADV,ಅನಾಮತ್ತು,פתאום
618,sofort::ADV,ಜಾಗ್ರತೆ,מיד
619,später::ADV,ತರುವಾಯ,לאחר זמן
620,später::ADV,ತರುವಾಯ,יותר מאחר
621,jetzt::ADV,ಈಗ,עכשיו
622,heute::ADV,ಇಂದು,היום
623,morgen::ADV,ನಾಳೆ,מחר
624,bald::ADV,ಬೇಗ,בקרוב
625,dann::ADV,ಆಗ,אחר-כך
626,gestern::ADV,ನಿನ್ನೆ,אתמול
627,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,לפנים
628,damals::ADV,ಆಗ,אז
629,danach::ADV,ಆಮೇಲೆ,אחר-כך
630,vorher::ADV,ಮುಂಚೆ,לפני זה
631,zuerst::ADV,ಮೊದಲಿಗೆ,קדם
632,einmal::ADV,ಒಮ್ಮೆ,פעם
633,manchmal::ADV,ಆಗಾಗ,לפעמים
634,oft::ADV,ಅನೇಕಸಲ,לעתים קרובות
635,immer::ADV,ಯಾವಾಗಲೂ,תמיד
636,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,אף פעם
637,hier::ADV,ಇಲ್ಲಿ,כאן
638,hierhin::ADV,ಇತ್ತ,פה
639,von hier::ADV,ಇಲ್ಲಿಂದ,מפה
640,dort::ADV,ಅಲ್ಲಿ,שם
641,dorthin::ADV,ಅಲ್ಲಿಗೆ,שם
642,geradeaus::ADV,ಸೀದಾ,ישר
643,vorwärts::ADV,ಮುನ್ನೆಡೆವ,קדימה
644,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,לאחור
645,zurück::ADV,ಹಿಂದಕ್ಕೆ,בחזרה
646,zurück::ADV,ಹಿಂದಕ್ಕೆ,אחורנית
647,unten::ADV,ಕೆಳಗೆ,למטה
648,hinab::ADV,ಕೆಳಕ್ಕೆ,למטה
649,oben::ADV,ಮೇಲೆ,מעל
650,oben::ADV,ಮೇಲೆ,למעלה
651,hinauf::ADV,ಮೇಲಕ್ಕೆ,למעלה
652,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,בכל מקום
653,nicht::ADV,ಇಲ್ಲ,לא
654,nicht::ADV,ಅಲ್ಲ,לא
655,ein wenig::ADV,ತುಸು,קצת
656,kaum::ADV,ಕಠಿನವಾಗಿ,בקשי
657,sehr::ADV,ಬಹು,מאוד
658,so::ADV,ಅಷ್ಟು,כך
659,so::ADV,ಅಷ್ಟು,ככה
660,noch::ADV,ಇನ್ನು,עוד
661,noch::ADV,ಇನ್ನು,עדין
662,nur::ADV,ಕೇವಲ,רק
663,schon::ADV,ಆಗಲೇ,כבר
664,wieder::ADV,ಪುನಃ,שוב
665,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,לריק
666,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,לשוא
667,vor::PRP,ಮುಂದೆ,מול
668,hinter::PRP,ಹಿಂದ,מאחורי
669,unter::PRP,ಕೆಳ,מתחת
670,durch::PRP,ನೇರವಾಗಿ,דרך
671,neben::PRP,ಅಧರ ಬಲಿಕ,ליד
672,neben::PRP,ಅಧರ ಬಲಿಕ,על-יד
673,zwischen::PRP,ನಡುವೆ,בין
674,wegen::PRP,ಅಧಕ್ಕಗಿ,בשל
675,wegen::PRP,ಅಧಕ್ಕಗಿ,בגלל
676,dies::PRN,ಈ,זה
677,das::PRN,ಅದು,זה
678,alles::PRN,ಎಲ್ಲ,הכל
679,ich::PRN,ನಾನು,אני
680,du::PRN,ನೀನು,את
681,du::PRN,ನೀನು,אתה
682,er::PRN,ಅವನು,הוא
683,er::PRN,ಇವನು,הוא
684,wir::PRN,ನಾವು,אנחנו
685,ihr::PRN,ನೀವು,לה
686,sie::PRN,ಅವರು,הם
687,was::FPRN,ಏನು,מה
688,wer::FPRN,ಯಾರಿಗೆ,מי
689,wo::FADV,ಎಲ್ಲಿ,איפה
690,wohin::FADV,ಎಲ್ಲಿಗೆ,לאן
691,wie::FADV,ಹೇಗೆ,איך
692,warum::FADV,ಏಕೆ,למה
693,wieviel::FNUM,ಎಷ್ಟು,כמה
694,eins::NUM,ಒಂದು,אחד
695,zwei::NUM,ಎರಡು,שתים
696,drei::NUM,ಮೂರು,שלושה
697,vier::NUM,ನಾಲ್ಕು,ארבעה
698,fünf::NUM,ಅಯ್ದು,חמשה
699,sechs::NUM,ಆರು,ששה
700,sieben::NUM,ಏಳು,שבעה
701,acht::NUM,ಎಂಟು,שמונה
702,neun::NUM,ಒಂಭಬತ್ತು,תשעה
703,zehn::NUM,ಹತ್ತು,עשרה
704,elf::NUM,ಹನ್ನೊಂದು,אחת עשרה
705,zwölf::NUM,ಹನ್ನೆರಡು,שתים עשרה
706,zwanzig::NUM,ಇಪ್ಪತ್ತು,עשרים
707,dreißig::NUM,ಮೂವತ್ತು,שלושים
708,vierzig::NUM,ನಲವತ್ತು,ארבעים
709,fünfzig::NUM,ಐವತ್ತು,חמשים
710,sechzig::NUM,ಅರುವತ್ತು,ששים
711,siebzig::NUM,ಎಪ್ಪತ್ತು,שבעים
712,achtzig::NUM,ಎಂಬತ್ತು,שמונים
713,neunzig::NUM,ತೊಂಬತ್ತು,תשעים
714,hundert::NUM,ನೂರು,מאה
715,tausend::NUM,ಸಾವಿರ,אלף
716,und::CNJ,ಮತ್ತು,ו
717,oder::CNJ,ಅಥವಾ,או
718,stehen::V,ನಿಲ್ಲು,עמד
719,sitzen::V,ಕುಳ್ಳಿರು,ישב
720,liegen::V,ಮಲಗಿಕೊ,שכב
721,hängen::V,ಇಳಿಯಬಿಡು,היה תלוי
722,werden::V,ಆಗು,הפך ל
723,passieren::V,ಆಗು,קרה
724,beginnen::V,ಆರಂಭಿಸು,התחיל
725,enden::V,ಕೊನೆಗಾಣು,הסתים
726,wechseln::V,ಮಾರ್ಪಡಿಸು,השתנה
727,aufgehen[Sonne]::V,ಮೂಡು,זרח
728,untergehen[Sonne]::V,ಮುಳುಗು,שקע
729,scheinen[Sonne]::V,ಹೊಳೆ,בהק
730,donnern::V,ಗುಡುಗಾಗು,רעם
731,wehen::V,ತೀಡು,נשב
732,strömen::V,ಹರಿ,זרם
733,fließen::V,ಹರಿ,זרם
734,sich drehen::V,ಸುತ್ತು,הסתובב
735,schwanken::V,ಓಲಾಡು,התנודד
736,schwingen::V,ತೂಗು,התנענע
737,fallen::V,ಉದುರು,נפל
738,brennen::V,ಉರಿ,בער
739,rauchen::V,ಹೊಗೆಬಿಡು,עשן
740,regnen::V,ಸುರಿ,ירד גשם
741,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,קפא
742,tauen::V,ಬೆಚ್ಚಗಾಗು,נמס
743,schmelzen::V,ಕರಗು,התיך
744,trocknen::V,ಒಣಗು,התיבש
745,sieden::V,ಕುದಿ,רתח
746,faulen::V,ಕೊಳೆ,רקב
747,verfaulen::V,ನಶಿಸು,רקב
748,reißen::V,ಒಡೆ,נקרע
749,versinken::V,ಮುಳುಗು,טבע
750,vergehen::V,ಸಾಗು,עבר
751,erscheinen::V,ತೋರು,נגלה
752,erscheinen::V,ತೋರು,הופיע
753,verschwinden::V,ಮಾಯವಾಗು,נעלם
754,sinken::V,ಕುಸಿ,ירד
755,abnehmen::V,ತಗ್ಗು,הפחית
756,zunehmen::V,ಬೆಳೆ,רבה
757,steigen::V,ಉಬ್ಬು,עלה
758,wachsen::V,ಬೆಳೆ,גדל
759,glänzen::V,ಮಿರುಗು,נצץ
760,glänzen::V,ಮಿರುಗು,בהק
761,funkeln::V,ಮಿನುಗು,נצנץ
762,lärmen::V,ಶಬ್ದ ಮಾಡಲು,רעש
763,läuten::V,ಬಾರಿಸು,צלצל
764,klingeln::V,ಅನುರಣಿಸು,צלצל
765,klirren::V,ಕಿಣಿಕಿಣಿಸು,קרקש
766,brausen::V,ಅಬ್ಬರಿಸು,געש
767,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,רשרש
768,klingen::V,ಉಸಿರು,נשמע
769,bellen::V,ಬಗುಳು,נבח
770,heulen::V,ಅರಚು,ילל
771,blasen::V,ಗಾಳಿ ಊದು,נשף
772,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,שרק
773,schreien::V,ಕರೆ,צעק
774,stöhnen::V,ನರಳು,נאנק
775,zittern::V,ನಡುಗು,רעד
776,leben::V,ಇರು,חי
777,geboren werden::V,ಉಂಟಾಗು,נולד
778,atmen::V,ಉಸಿರು,נשם
779,trinken::V,ಕುಡಿ,שתה
780,essen::V,ತಿನ್ನು,אכל
781,schlucken::V,ನುಂಗು,בלע
782,müde werden::V,ಬಳಲು,התעיף
783,einschlafen::V,ನಿದ್ಧೆಹೋಗು,נרדם
784,schlafen::V,ನಿದ್ರಿಸು,ישן
785,aufwachen::V,ಏಳು,התעורר
786,aufstehen::V,ಏಳು,קם
787,sich erholen::V,ಸುಧಾರಿಸು,נפש
788,krank werden::V,ಬೇನೆಬೀಳು,חלה
789,krank sein::V,ಕೆಟ್ಟ ಎಂದು,היה חולה
790,schmerzen::V,ಕಚ್ಚು,כאב
791,husten::V,ಕೆಮ್ಮು,השתעל
792,genesen::V,ಮತ್ತೆಹೊದಿಸು,הבריא
793,sterben::V,ಮೃತಪಡು,מת
794,umkommen::V,ಹಾಳಾಗು,נספה
795,sich bewegen::V,ಚಲಿಸು,נע
796,sich rühren::V,ಕದಲು,זז
797,sich erheben::V,ಏಳು,קם
798,sich setzen::V,ಕೂರು,התישב
799,hinfallen::V,ಬೀಳು,נפל
800,laufen::V,ನಡೆ,הלך ברגל
801,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,פסע
802,spazierengehen::V,ವಿಹರಿಸು,טיל
803,eilen::V,ಮುನ್ನುಗ್ಗು,אץ
804,eilen::V,ಮುನ್ನುಗ್ಗು,מהר
805,sich beeilen::V,ಆತುರಪಡು,מהר
806,sausen::V,ಒಗೆ,אץ
807,rennen::V,ಓಡು,רץ
808,springen::V,ಜಿಗಿ,קפץ
809,klettern::V,ಏರು,טפס
810,schaukeln::V,ತೂಗು,התנדנד
811,kriechen::V,ತೆವಳು,זחל
812,schwimmen::V,ಈಜು,שחה
813,tauchen::V,ಕೆಳಗಿಳಿ,צלל
814,rudern::V,ಸಾಗಿಸು,חתר
815,fahren::V,ನಡೆಸು,נסע
816,fliegen::V,ಹಾರು,עף
817,gehen::V,ಹೋಗು,הלך
818,weggehen::V,ಹೊರಡು,עזב
819,abfahren::V,ತೆರಳು,יצא
820,anhalten::V,ನಿಲ್ಲು,עצר
821,hineingehen::V,ಒಳಹೊಗು,נכנס
822,eintreten::V,ಒಳಹೊಗು,נכנס
823,kommen::V,ಬರು,בא
824,ankommen::V,ಬರು,הגיע
825,zurückkommen::V,ಹಿಂದಿರುಗು,שב
826,zurückkommen::V,ಹಿಂದಿರುಗು,חזר
827,bleiben::V,ಇರು,נשאר
828,warten::V,ಇರು,חכה
829,warten::V,ಇರು,המתין
830,erwarten::V,ನಿರೀಕ್ಷಿಸು,צפה
831,suchen::V,ಹುಡುಕು,חפש
832,finden::V,ಕಂಡುಕೊ,מצא
833,versuchen::V,ಪ್ರಯತ್ನಿಸು,נסה
834,vorbereiten::V,ಸಿದ್ಧವಾಗು,הכין
835,lieben::V,ಪ್ರೀತಿಸು,אהב
836,mögen::V,ಇಷ್ಟಪಡು,אהב
837,lachen::V,ನಗು,צחק
838,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,נגע ללב
839,weinen::V,ಅಳು,בכה
840,schimpfen::V,ಗೊಣಗು,גער
841,sich ärgern::V,ಗಣಗಾಡು,זעם
842,sich ärgern::V,ಗಣಗಾಡು,כעס
843,sich fürchten::V,ನಡುಗು,פחד
844,sich fürchten::V,ನಡುಗು,חשש
845,fürchten::V,ಹೆದರು,פחד מ
846,fürchten::V,ಹೆದರು,חשש מ
847,fliehen::V,ಓಡಿಹೋಗು,ברח
848,flüchten::V,ಪಾರಾಗು,נמלט
849,sehen::V,ಕಾಣು,ראה
850,anschauen::V,ನೋಡು,הביט
851,ansehen::V,ನಿರೀಕ್ಷಿಸು,התבונן
852,hören::V,ಕೇಳು,שמע
853,zuhören::V,ಆಲಿಸು,הקשיב
854,probieren::V,ರುಚಿ ನೋಡು,נסה
855,riechen::V,ಮೂಸು,הריח
856,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,חש
857,scheinen::V,ತೋರು,נדמה
858,zu sehen sein::V,ಕಾಣಿಸು,נראה
859,vernehmen::V,ಕೇಳು,נודע ל
860,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,קר ל
861,tun::V,ಮಾಡು,פעל
862,können::V,ಮಾಡಬಲ್ಲ,יכל
863,wollen::V,ಬಯಸು,רצה
864,anfangen::V,ಪ್ರಾರಂಭಿಸು,התחיל
865,beenden::V,ನಿಲ್ಲಿಸು,גמר
866,aufhören::V,ಮುಗಿಸು,סים
867,gelingen::V,ಯಶಸ್ವಿಯಾಗು,הצליח
868,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,עלה
869,öffnen::V,ತೆರೆ,פתח
870,schließen::V,ಮುಚ್ಚು,סגר
871,stellen::V,ಇಕ್ಕು,העמיד
872,setzen::V,ಇಡು,הושיב
873,legen::V,ಇಡು,שם
874,berühren::V,ತಾಕು,נגע
875,verbinden::V,ಕೂಡಿಸು,קשר
876,bedecken::V,ಮುಚ್ಚು,כסה
877,aufhängen::V,ತೂಗುಹಾಕು,תלה
878,anzünden::V,ಹತ್ತಿಸು,הצית
879,aufheben::V,ಆಯಿ,אסף
880,zurücklassen::V,ಬಿಡು,השאיר
881,verlieren::V,ಕಳೆ,אבד
882,fallen lassen::V,ಬೀಳಿಸು,שמט
883,fallen lassen::V,ಬೀಳಿಸು,הפיל
884,machen::V,ಮಾಡು,עשה
885,herstellen::V,ತಯಾರಿಸು,יצר
886,bauen::V,ಕಟ್ಟು,בנה
887,reparieren::V,ಸರಿಪಡಿಸು,תקן
888,verbessern::V,ತಿದ್ದು,שפר
889,ändern::V,ಬದಲಾಯಿಸು,שנה
890,graben::V,ಅಗೆ,חפר
891,beugen::V,ಬಗ್ಗಿಸು,כפף
892,biegen::V,ಬಗ್ಗಿಸು,כופף
893,drehen::V,ತಿರುಗು,סובב
894,wenden::V,ತಿರುಗು,הפך
895,umdrehen::V,ತಿರುಗಿಸು,סובב
896,heben::V,ಎತ್ತು,הרים
897,hochheben::V,ಎತ್ತು,הרים
898,ergreifen::V,ಆಕ್ರಮಿಸು,אחז
899,halten::V,ಹಿಡಿ,החזיק
900,drücken::V,ಒತ್ತು,לחץ
901,schieben::V,ನೂಕು,הזיז
902,kratzen::V,ತರಚಿಕೊಳ್ಳು,שרט
903,kratzen::V,ತರಚಿಕೊಳ್ಳು,שפשף
904,lecken::V,ನೆಕ್ಕು,לקק
905,beißen::V,ಕಚ್ಚು,נשך
906,abreißen::V,ಹರಿ,קרע
907,abschneiden::V,ಕತ್ತರಿಸು,חתך
908,binden::V,ಕಟ್ಟು,קשר
909,stecken::V,ಸಿಕ್ಕಿಸು,תקע
910,brechen::V,ಮುರಿ,שבר
911,klopfen::V,ತಟ್ಟು,נקש
912,hauen::V,ಹೊಡೆ,הכה
913,kleben::V,ಅಂಟಿಸು,הדביק
914,reiben::V,ಉಜ್ಜು,שפשף
915,streichen::V,ಹರಡು,מרח
916,schleifen::V,ಮಸೆ,השחיז
917,schneiden::V,ಕತ್ತರಿಸು,גזר
918,rütteln::V,ಕುಲುಕಿಸು,נענע
919,schütteln::V,ಅಲುಗಿಸು,נער
920,schwenken::V,ತೂಗಾಡು,נופף
921,schwenken::V,ತೂಗಾಡು,טלטל
922,schütten::V,ಎರೆ,שפך
923,füllen::V,ತುಂಬಿಸು,מלא
924,einwickeln::V,ಹೊದಿಸು,עטף
925,tragen::V,ಹೊರು,נשא
926,schleppen::V,ಜಗ್ಗು,סחב
927,ziehen::V,ಎಳೆ,משך
928,aufbewahren::V,ಇಟ್ಟುಕೊ,שמר
929,werfen::V,ಎಸೆ,זרק
930,fangen::V,ಹಿಡಿ,תפס
931,packen::V,ಸೆಳೆ,אחז
932,verstecken::V,ಮುಚ್ಚಿಡು,החביא
933,teilen::V,ವಿಭಜಿಸು,חלק
934,schicken::V,ಕಳುಹಿಸು,שלח
935,bringen::V,ತರು,הביא
936,hinzufügen::V,ಕೂಡಿಸು,הוסיף
937,bekommen::V,ಸಂಪಾದಿಸು,תפס
938,erhalten::V,ಪಡೆ,קבל
939,nehmen::V,ಹಿಡಿ,אחז
940,wählen::V,ಆರಿಸು,בחר
941,auswählen::V,ಆಯಿ,בחר ב
942,bewahren::V,ರಕ್ಷಿಸಿಡು,קים
943,behindern::V,ಅಡ್ಡಿಮಾಡು,מנע
944,verderben::V,ಕೆಡಿಸು,מנע
945,beschädigen::V,ಹಾಳುಮಾಡು,הזיק
946,zerbrechen::V,ಮುರಿ,נשבר
947,zerreißen::V,ಸೀಳು,קרע
948,zerstören::V,ಅಳಿಸು,הרס
949,zerstören::V,ಅಳಿಸು,השמיד
950,verbrennen::V,ಸುಡು,שרף
951,geben::V,ಕೊಡು,נתן
952,reichen::V,ಕೊಡು,העביר
953,schenken::V,ಅರ್ಪಿಸು,נתן במתנה
954,versprechen::V,ವಾಗ್ದಾನಮಾಡು,הבטיח
955,wünschen::V,ಬಯಸು,אחל
956,loben::V,ಹೊಗಳು,שבח
957,küssen::V,ಚುಂಬಿಸು,נשק
958,wiegen::V,ತೂಗು,נדנד
959,zudecken::V,ಹಾಸು,כסה
960,wecken::V,ಎಬ್ಬಿಸು,עורר
961,zeigen::V,ತೋರಿಸು,הראה
962,führen::V,ದಾರಿತೋರಿಸು,הביא
963,führen::V,ದಾರಿತೋರಿಸು,הוביל
964,lehren::V,ಕಲಿಸು,למד
965,unterrichten::V,ಬೋಧಿಸು,למד
966,aufziehen::V,ಸಲಹು,רומם
967,leiten::V,ಮುಂದಾಳಾಗಿರು ,נהל
968,antreiben::V,ಓಡಿಸು,המרץ
969,lassen::V,ಮಾಡಲುಬಿಡು,נתן
970,einladen::V,ಆಹ್ವಾನಿಸು,הזמין
971,vereinigen::V,ಒಂದಾಗು,אחד
972,vereinigen::V,ಒಂದಾಗು,לכד
973,besuchen::V,ಭೇಟಿಯಾಗು,בקר
974,treffen::V,ಸಂಧಿಸು,פגש
975,sich versammeln::V,ನೆರೆ,התאסף
976,spielen::V,ಆಡು,שחק
977,singen::V,ಹಾಡು,שר
978,tanzen::V,ಕುಣಿ,רקד
979,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,נפרד
980,verlassen::V,ಕಳೆ,עזב
981,retten::V,ರಕ್ಷಿಸು,הציל
982,bewachen::V,ಕಾಪಾಡು,שמר
983,schützen::V,ಸಂರಕ್ಷಿಸು,אבטח
984,verteidigen::V,ಕಾಪಿಡು,הגן
985,sich schlagen::V,ಕಿತ್ತಾಟ,התכתש
986,schießen::V,ಎಸೆ,ירה
987,siegen::V,ಗೆಲ್ಲು,גבר
988,siegen::V,ಗೆಲ್ಲು,נצח
989,ärgern::V,ರೇಗಿಸು,עצבן
990,schlagen::V,ಹೊಡೆ,הכה
991,schlagen::V,ಹೊಡೆ,הלקה
992,treten::V,ಒದೆ,בעט
993,stechen::V,ಚುಚ್ಚು,דקר
994,stoßen::V,ತಳ್ಳು,דחק
995,stehlen::V,ಕದಿ,גנב
996,stören::V,ಕತಕು,קטע
997,stören::V,ಕತಕು,הפריע
998,belästigen::V,ತೊಂದರೆ,הציק
999,belästigen::V,ತೊಂದರೆ,הטריד
1000,verbergen::V,ಮರೆಮಾಜು,הצניע
1001,täuschen::V,ಠಕ್ಕಿಸು,שגע
1002,betrügen::V,ವಂಚಿಸು,הונה
1003,töten::V,ಕೊಲ್ಲು,הרג
1004,wohnen::V,ವಾಸಿಸು,גר
1005,arbeiten::V,ಕೆಲಸ ಮಾಡು,עבד
1006,sammeln::V,ಸಂಚಯಿಸು,אסף
1007,pflücken::V,ಬಿಡಿಸು,קטף
1008,jagen::V,ಬೇಟೆಯಾಡು,צד
1009,fischen::V,ಮೀನು ಹಿಡಿ,דג
1010,fassen::V,ಹಿಡಿ,תפס
1011,hüten::V,ಗುಂಪುಸೇರಿಸು,רעה
1012,treiben::V,ದಬ್ಬು,הוציא
1013,anbinden::V,ಬಿಗಿ,קשר
1014,füttern::V,ಮೇಯಿಸು,הלעיט
1015,melken::V,ಹಾಲು ಕರೆ,חלב
1016,hacken::V,ತುಂಡರಿಸು,קצץ
1017,gießen::V,ನೀರುಹಾಕು,השקה
1018,reifen::V,ಕಳಿ,בשל
1019,zubereiten::V,ಅಡಿಗೆಮಾಡು,הכין
1020,kochen::V,ಅಡು,בשל
1021,backen::V,ಬೇಯಿಸು,אפה
1022,braten::V,ಕರಿ,צלה
1023,braten::V,ಕರಿ,טגן
1024,umrühren::V,ಕಲಕು,ערבב
1025,stricken::V,ಹೆಣೆ,סרג
1026,nähen::V,ಹೊಲಿ,תפר
1027,färben::V,ಬಣ್ಣ ಹತ್ತು,צבע
1028,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,נקה
1029,waschen::V,ತೊಳೆ,רחץ
1030,waschen::V,ತೊಳೆ,כבס
1031,abwischen::V,ಒರಸು,נגב
1032,spülen::V,ಗಲಬರಿಸು,שטף
1033,fegen::V,ಗುಡಿಸು,טאטא
1034,kehren::V,ಗುಡಿಸು,טאטא
1035,baden::V,ಸ್ನಾನಮಾಡು,טבל
1036,baden::V,ಸ್ನಾನಮಾಡು,שחה
1037,sich waschen::V,ತೊಳೆ,התרחץ
1038,ausziehen::V,ಬಿಚ್ಚು,הוריד
1039,anziehen::V,ಹಾಕು,לבש
1040,sich anziehen::V,ಹಾಕು,התלבש
1041,kämmen::V,ಬಾಚು,סרק
1042,schmücken::V,ಅಲಂಕರಿಸು,קשט
1043,sagen::V,ಹೇಳು,אמר
1044,sprechen::V,ನುಡಿ,דבר
1045,reden::V,ನುಡಿ,דבר
1046,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,שוחח
1047,fragen::V,ವಿಚಾರಿಸು,שאל
1048,bitten::V,ಬೇಡು,בקש
1049,erzählen::V,ಹೇಳು,ספר
1050,mitteilen::V,ತಿಳಿಸು,מסר
1051,mitteilen::V,ತಿಳಿಸು,הודיע
1052,nennen::V,ಹೆಸರಿಡು,קרא בשם
1053,rufen::V,ಕರೆ,גיס
1054,rufen::V,ಕರೆ,הזמין לבוא
1055,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,התרברב
1056,übersetzen::V,ಭಾಷಾಂತರಿಸು,תרגם
1057,denken::V,ಯೋಚಿಸು,חשב
1058,glauben::V,ನಂಬು,האמין
1059,bemerken::V,ಗಮನಿಸು,הבחין
1060,erkennen::V,ಗುರುತುಹಿಡಿ,זהה
1061,begreifen::V,ಗ್ರಹಿಸು,קלט
1062,begreifen::V,ಗ್ರಹಿಸು,הבין
1063,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,הבין
1064,lernen::V,ಕಲಿ,למד
1065,wissen::V,ಅರಿ,ידע
1066,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,זכר
1067,vergessen::V,ಮರೆತುವಿಡು,שכח
1068,messen::V,ಅಳೆ,מדד
1069,zählen::V,ಗಣಿಸು,ספר
1070,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,חשב
1071,lesen::V,ಓದು,קרא
1072,malen::V,ಬಿಡಿಸು,ציר
1073,zeichnen::V,ಬಿಡಿಸು,שרטט
1074,schreiben::V,ಬರೆ,כתב
1075,besitzen::V,ಒಡೆಯನಾಗಿರು,היה בעל של
1076,kaufen::V,ಕೊಳ್ಳು,קנה
1077,kaufen::V,ಕೊಳ್ಳು,רכש
1078,verkaufen::V,ಕೊಡು,מכר
1079,bezahlen::V,ಬೆಲೆತೆರು,שלם
1080,zahlen::V,ಹಣವನ್ನುಕೊಡು,שלם
1081,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,שלט
1082,ertragen::V,ಸಹಿಸು,סבל
