,Concept_ID,sl,ar
795,neben::PRP,póleg,جنب
796,neben::PRP,póleg,بجانب
797,zwischen::PRP,med,بين
798,zwischen::PRP,izmed,بين
799,wegen::PRP,zarádi,بسبب
800,dies::PRN,tó,هذا
801,das::PRN,tó,ذلك
802,alles::PRN,vsè,الكل
803,ich::PRN,jàz,أنا
804,du::PRN,tí,أنت
805,er::PRN,òn,هو
806,wir::PRN,mí,نحن
807,ihr::PRN,ví,أنتم
808,ihr::PRN,ví,أنتن
809,sie::PRN,ôni,هم
810,sie::PRN,ôni,هن
811,was::FPRN,káj,ما
812,wer::FPRN,kdó,من
813,wo::FADV,kjé,أين
814,wohin::FADV,kám,إلى أين
815,wie::FADV,kakó,كيف
816,warum::FADV,zakáj,لماذا
817,wieviel::FNUM,kóliko,كم
818,eins::NUM,êden,واحد
819,zwei::NUM,dvá,اثنين
820,drei::NUM,trí,ثلاثة
821,vier::NUM,štíri,أربعة
822,fünf::NUM,pét,خمسة
823,sechs::NUM,šést,ستة
824,sieben::NUM,sédem,سبعة
825,acht::NUM,ósem,ثمانية
826,neun::NUM,devét,تسعة
827,zehn::NUM,desét,عشرة
828,elf::NUM,enájst,أحد عشر
829,zwölf::NUM,dvánajst,اثنا عشر
830,zwanzig::NUM,dvájset,عشرون
831,dreißig::NUM,trídeset,ثلاثون
832,vierzig::NUM,štírideset,أربعون
833,fünfzig::NUM,pétdeset,خمسون
834,sechzig::NUM,šéstdeset,ستون
835,siebzig::NUM,sédemdeset,سبعون
836,achtzig::NUM,ósemdeset,ثمانون
837,neunzig::NUM,devétdeset,تسعون
838,hundert::NUM,stó,مئة
839,tausend::NUM,tísoč,ألف
840,und::CNJ,in,و
841,oder::CNJ,áli,أو
842,stehen::V,státi,وقف
843,sitzen::V,sedéti,جلس
844,liegen::V,ležáti,رقد
845,hängen::V,viséti,تعلق
846,werden::V,postáti,صار
847,werden::V,postáti,أصبح
848,passieren::V,zgodíti se,حدث
849,beginnen::V,začéti se,ابتدأ
850,enden::V,končáti se,انتهى
851,wechseln::V,ménjati se,تغير
852,aufgehen[Sonne]::V,vzíti,شرق
853,untergehen[Sonne]::V,zaíti,غرب
854,scheinen[Sonne]::V,sijáti,أضاء
855,donnern::V,grméti,رعد
856,wehen::V,píhati,هب
857,strömen::V,líti,جرى
858,fließen::V,têči,سال
859,sich drehen::V,vrtéti se,دار
860,schwanken::V,kolébati,ترنح
861,schwingen::V,níhati,ترجح
862,fallen::V,pádati,سقط
863,brennen::V,goréti,احترق
864,rauchen::V,kadíti se,دخن
865,regnen::V,deževáti,أمطر
866,gefrieren::V,zmŕzniti,تجمد
867,tauen::V,tájati,ذاب
868,schmelzen::V,kopnéti,ذاب
869,trocknen::V,sušíti se,نشف
870,sieden::V,kipéti,غلى
871,faulen::V,gníti,فسد
872,verfaulen::V,zgníti,تعفن
873,reißen::V,tŕgati se,انقطع
874,versinken::V,pogrézniti se,غرق
875,vergehen::V,miníti,مضى
876,erscheinen::V,pojáviti se,لاح
877,erscheinen::V,pojáviti se,ظهر
878,verschwinden::V,izgíniti,غاب
879,sinken::V,péšati,هبط
880,abnehmen::V,pojémati,نقص
881,zunehmen::V,véčati se,ازداد
882,zunehmen::V,množíti se,ازداد
883,steigen::V,dvígati se,صعد
884,steigen::V,dvígati se,ارتفع
885,wachsen::V,rásti,نما
886,wachsen::V,rásti,نبت
887,glänzen::V,sijáti,لمع
888,funkeln::V,ískriti se,تلألأ
889,lärmen::V,ropotáti,ضج
890,lärmen::V,ropotáti,صخب
891,lärmen::V,razgrájati,ضج
892,lärmen::V,razgrájati,صخب
893,läuten::V,zvoníti,قرع
894,klingeln::V,zvončkljáti,دق
895,klirren::V,žvenketáti,قعقع
896,brausen::V,šuméti,عج
897,rauschen::V,šuštéti,حف
898,rauschen::V,šelestéti,حف
899,klingen::V,zvenéti,رن
900,bellen::V,lájati,نبح
901,heulen::V,zavíjati,عوى
902,blasen::V,píhniti,نفخ
903,pfeifen::V,pískati,صفر
904,pfeifen::V,žvížgati,صفر
905,schreien::V,kričáti,صرخ
906,stöhnen::V,stókati,أن
907,zittern::V,drgetáti,ارتعش
908,leben::V,živéti,عاش
909,geboren werden::V,rodíti se,ولد
910,atmen::V,díhati,تنفس
911,trinken::V,píti,شرب
912,essen::V,jésti,أكل
913,schlucken::V,požírati,جرع
914,müde werden::V,péšati,تعب
915,müde werden::V,utrúditi se,تعب
916,einschlafen::V,zaspáti,نام
917,schlafen::V,spáti,نام
918,aufwachen::V,zbudíti se,استيقظ
919,aufstehen::V,vstáti,قام
920,sich erholen::V,oddahníti se,استجم
921,krank werden::V,oboléti,مرض
922,krank sein::V,bíti bolán,مرض
923,schmerzen::V,boléti,آلم
924,husten::V,kášljati,كح
925,husten::V,kášljati,سعل
926,genesen::V,okrévati,نقه
927,sterben::V,umréti,مات
928,umkommen::V,pogíniti,هلك
929,sich bewegen::V,zganíti se,تحرك
930,sich rühren::V,premakníti se,تحرك
931,sich erheben::V,vstájati,قام
932,sich erheben::V,vzdígniti se,قام
933,sich setzen::V,sésti,جلس
934,hinfallen::V,pásti dôl,وقع
935,laufen::V,hodíti,مشى
936,schreiten::V,stópati,خطا
937,spazierengehen::V,na sprehòd íti,تنزه
938,eilen::V,drvéti,عجل
939,sich beeilen::V,hitéti,استعجل
940,sausen::V,dírkati,أسرع
941,rennen::V,dírjati,عدا
942,rennen::V,dírjati,ركض
943,springen::V,skákati,قفز
944,klettern::V,plézati,تسلق
945,schaukeln::V,kolébati,تأرجح
946,kriechen::V,pláziti se,دب
947,kriechen::V,pláziti se,زحف
948,schwimmen::V,plávati,سبح
949,tauchen::V,potápljati se,غطس
950,rudern::V,vesláti,جذف
951,fahren::V,vozíti se,ركب
952,fahren::V,vozíti se,سافر
953,fahren::V,peljáti se,ركب
954,fahren::V,peljáti se,سافر
955,fliegen::V,létati,طار
956,gehen::V,íti,سار
957,gehen::V,íti,ذهب
958,weggehen::V,odíti,ذهب
959,weggehen::V,odíti,انصرف
960,abfahren::V,odpeljáti se,رحل
961,anhalten::V,ustáviti se,توقف
962,hineingehen::V,íti nóter,دخل
963,eintreten::V,vstopíti,دخل
964,kommen::V,príti,أتى
965,kommen::V,príti,جاء
966,ankommen::V,prispéti,وصل
967,ankommen::V,prihájati,وصل
968,zurückkommen::V,vrníti se,عاد
969,zurückkommen::V,vrníti se,رجع
970,bleiben::V,ostáti,مكث
971,warten::V,čákati,انتظر
972,erwarten::V,pričakováti,ترقب
973,erwarten::V,pričakováti,انتظر
974,suchen::V,iskáti,بحث
975,finden::V,nájti,وجد
976,versuchen::V,poskúšati,حاول
977,vorbereiten::V,pripráviti,أعد
978,vorbereiten::V,pripráviti,حضر
979,lieben::V,ljubíti,أحب
980,mögen::V,márati,أحب
981,lachen::V,smejáti se,ضحك
982,rühren::V,ganíti,أثر
983,weinen::V,jókati,بكى
984,weinen::V,plákati,بكى
985,schimpfen::V,psováti,سب
986,schimpfen::V,psováti,شتم
987,schimpfen::V,zmérjati,سب
988,schimpfen::V,zmérjati,شتم
989,sich ärgern::V,jezíti se,زعل
990,sich fürchten::V,báti se,هاب
991,fürchten::V,báti se,خاف
992,fürchten::V,báti se,خشي
993,fliehen::V,bežáti,هرب
994,flüchten::V,pobégniti,فر
995,sehen::V,vídeti,رأى
996,anschauen::V,oglédati,نظر
997,ansehen::V,glédati,نظر
998,hören::V,slíšati,سمع
999,zuhören::V,poslúšati,أصغى
1000,probieren::V,poskúšati,ذاق
1001,riechen::V,dúhati,شم
1002,riechen::V,dúhati,استنشق
1003,fühlen::V,čutíti,شعر
1004,scheinen::V,zdéti se,ظهر
1005,zu sehen sein::V,vídeti se,ظهر
1006,vernehmen::V,čúti,سمع
1007,frieren::V,zébsti,بردان
1008,tun::V,délati,فعل
1009,können::V,môči,قدر
1010,können::V,môči,استطاع
1011,wollen::V,hotéti,شاء
1012,wollen::V,hotéti,أراد
1013,anfangen::V,začéti,بدأ
1014,beenden::V,dokončáti,أنهى
1015,aufhören::V,prenéhati,توقف
1016,aufhören::V,prenéhati,انقطع
1017,gelingen::V,uspéti,نجح
1018,gelingen::V,posréčiti se,نجح
1019,geraten::V,obnêsti se,طلع
1020,öffnen::V,odpréti,فتح
1021,schließen::V,zapréti,أغلق
1022,stellen::V,postáviti,وضع
1023,stellen::V,postáviti,أقام
1024,setzen::V,posadíti,أجلس
1025,legen::V,položíti,وضع
1026,berühren::V,dotíkati se,مس
1027,berühren::V,dotíkati se,لمس
1028,verbinden::V,obvézati,ربط
1029,verbinden::V,obvézati,وصل
1030,bedecken::V,pokríti,غطى
1031,aufhängen::V,obésiti,علق
1032,anzünden::V,zažgáti,أوقد
1033,aufheben::V,vzdígniti,لقط
1034,zurücklassen::V,zapustíti,ترك
1035,verlieren::V,izgubíti,فقد
1036,fallen lassen::V,navréči,أسقط
1037,machen::V,naredíti,فعل
1038,machen::V,napráviti,فعل
1039,herstellen::V,izdélati,صنع
1040,herstellen::V,izdélati,أنتج
1041,bauen::V,gradíti,بنى
1042,bauen::V,gradíti,شيد
1043,reparieren::V,popráviti,صلح
1044,verbessern::V,izbóljšati,صحح
1045,ändern::V,spremeníti,غير
1046,graben::V,kopáti,حفر
1047,graben::V,grêbsti,حفر
1048,beugen::V,upogníti,ثنى
1049,beugen::V,upogníti,أحنى
1050,biegen::V,zavíjati,لوى
1051,drehen::V,vrtéti,أدار
1052,drehen::V,vrtéti,دور
1053,wenden::V,obrníti,قلب
1054,umdrehen::V,zasúkati,قلب
1055,heben::V,dvígati,رفع
1056,hochheben::V,privzdígniti,رفع
1057,ergreifen::V,zgrábiti,مسك
1058,halten::V,držáti,مسك
1059,drücken::V,tiščáti,ضغط
1060,schieben::V,ríniti,حرك
1061,kratzen::V,práskati,خدش
1062,lecken::V,lízati,لعق
1063,beißen::V,grísti,عض
1064,abreißen::V,odtŕgati,قلع
1065,abschneiden::V,odrézati,قطع
1066,binden::V,vézati,ربط
1067,stecken::V,vtakníti,دس
1068,brechen::V,lomíti,كسر
1069,klopfen::V,tólči,طرق
1070,hauen::V,séči,ضرب
1071,kleben::V,lépiti,ألصق
1072,reiben::V,tréti,حك
1073,reiben::V,dŕgniti,حك
1074,streichen::V,namázati,نشر
1075,schleifen::V,brúsiti,سن
1076,schneiden::V,rézati,قطع
1077,rütteln::V,strésti,رج
1078,schütteln::V,majáti,هز
1079,schwenken::V,obrníti,لوح
1080,schütten::V,sípati,صب
1081,füllen::V,napolníti,ملأ
1082,einwickeln::V,zavíti,لف
1083,tragen::V,nêsti,حمل
1084,schleppen::V,vláčiti,سحب
1085,ziehen::V,vléči,سحب
1086,aufbewahren::V,shranjeváti,حفظ
1087,werfen::V,lúčati,رمى
1088,werfen::V,lúčati,ألقى
1089,fangen::V,ujéti,التقط
1090,packen::V,prijéti,مسك
1091,verstecken::V,skríti,خبأ
1092,teilen::V,razdelíti,قسم
1093,schicken::V,pošíljati,بعث
1094,schicken::V,pošíljati,أرسل
1095,bringen::V,prinêsti,جلب
1096,hinzufügen::V,pristáviti,أضاف
1097,bekommen::V,dobíti,حصل
1098,erhalten::V,prejéti,استلم
1099,nehmen::V,vzéti,أخذ
1100,wählen::V,izbírati,اختار
1101,auswählen::V,izbráti,انتقى
1102,bewahren::V,ohraníti,حافظ
1103,behindern::V,ovírati,عاق
1104,verderben::V,pokváriti,أفسد
1105,beschädigen::V,poškodováti,أضر
1106,zerbrechen::V,razlomíti,كسر
1107,zerreißen::V,raztŕgati,مزق
1108,zerstören::V,razrúšiti,دمر
1109,verbrennen::V,sežgáti,حرق
1110,geben::V,dáti,أعطى
1111,reichen::V,séči,ناول
1112,reichen::V,molíti,ناول
1113,schenken::V,podáriti,وهب
1114,versprechen::V,obljubíti,وعد
1115,wünschen::V,vóščiti,تمنى
1116,loben::V,hváliti,مدح
1117,küssen::V,poljubováti,قبل
1118,wiegen::V,zíbati,هدهد
1119,zudecken::V,pokríti,غطى
1120,wecken::V,zbudíti,أيقظ
1121,zeigen::V,pokázati,أرى
1122,führen::V,vêsti,دل
1123,lehren::V,učíti,علم
1124,unterrichten::V,poučeváti,علم
1125,aufziehen::V,vzgojíti,ربى
1126,leiten::V,uprávljati,دل
1127,leiten::V,uprávljati,أدار
1128,antreiben::V,goníti,حث
1129,lassen::V,povzročíti,حدا
1130,einladen::V,povábiti,دعا
1131,vereinigen::V,zdrúžiti,وحد
1132,besuchen::V,obiskáti,زار
1133,treffen::V,pogodíti,قابل
1134,sich versammeln::V,zbráti se,اجتمع
1135,spielen::V,igráti se,لعب
1136,singen::V,péti,غنى
1137,tanzen::V,plésati,رقص
1138,sich trennen::V,ločíti se,افترق
1139,verlassen::V,zapustíti,ترك
1140,retten::V,réšiti,نجى
1141,retten::V,réšiti,أنقذ
1142,bewachen::V,strážiti,حرس
1143,schützen::V,sčítiti,حمى
1144,verteidigen::V,braníti,دافع
1145,sich schlagen::V,têpsti se,تضارب
1146,schießen::V,stréljati,أطلق
1147,siegen::V,zmágati,انتصر
1148,ärgern::V,jezíti,أزعل
1149,ärgern::V,razbúriti,أزعل
1150,schlagen::V,têpsti,ضرب
1151,schlagen::V,udáriti,ضرب
1152,treten::V,teptáti,رفس
1153,stechen::V,ubôsti,شك
1154,stoßen::V,peháti,دفع
1155,stoßen::V,drégniti,دفع
1156,stehlen::V,ukrásti,سرق
1157,stehlen::V,pokrásti,سرق
1158,stören::V,motíti,ضايق
1159,belästigen::V,nadlegováti,أزعج
1160,verbergen::V,skríti,كتم
1161,täuschen::V,slepíti,خدع
1162,betrügen::V,várati,غش
1163,betrügen::V,ogoljufáti,غش
1164,töten::V,ubíti,قتل
1165,wohnen::V,prebívati,سكن
1166,arbeiten::V,délati,عمل
1167,arbeiten::V,délati,اشتغل
1168,sammeln::V,zbráti,جمع
1169,pflücken::V,obráti,جنى
1170,pflücken::V,obráti,قطف
1171,jagen::V,lovíti,صاد
1172,fischen::V,ribáriti,اصطاد
1173,fassen::V,zajéti,قبض
1174,hüten::V,pásti,رعى
1175,treiben::V,pogánjati,ساق
1176,anbinden::V,privézati,ربط
1177,füttern::V,kŕmiti,علف
1178,melken::V,mólsti,حلب
1179,hacken::V,sékati,فرم
1180,gießen::V,ulíti,سقى
1181,reifen::V,zoréti,نضج
1182,zubereiten::V,pripráviti,حضر
1183,kochen::V,kúhati,طبخ
1184,backen::V,cvréti,خبز
1185,braten::V,pêči,قلى
1186,braten::V,pêči,حمر
1187,umrühren::V,preméšati,قلب
1188,stricken::V,plêsti,حاك
1189,nähen::V,šívati,خاط
1190,färben::V,bárvati,صبغ
1191,färben::V,bárvati,لون
1192,reinigen::V,očístiti,نظف
1193,waschen::V,opráti,غسل
1194,abwischen::V,obrísati,مسح
1195,spülen::V,splakováti,شطف
1196,fegen::V,pométati,كنس
1197,kehren::V,mésti,كنس
1198,baden::V,kópati se,استحم
1199,sich waschen::V,umíti se,اغتسل
1200,ausziehen::V,izvléči,خلع
1201,anziehen::V,obléči,لبس
1202,sich anziehen::V,obléči se,اكتسى
1203,kämmen::V,česáti,مشط
1204,schmücken::V,okrasíti,زين
1205,sagen::V,dejáti,قال
1206,sprechen::V,govoríti,تكلم
1207,reden::V,rêči,تكلم
1208,sich unterhalten::V,razgovárjati se,تحادث
1209,fragen::V,vprášati,سأل
1210,bitten::V,prosíti,رجا
1211,erzählen::V,práviti,حكي
1212,mitteilen::V,naznániti,بلغ
1213,nennen::V,imenováti,سمى
1214,rufen::V,klícati,نادى
1215,prahlen::V,baháti se,فشر
1216,prahlen::V,baháti se,تفاخر
1217,übersetzen::V,prevêsti,ترجم
1218,denken::V,mísliti,فكر
1219,glauben::V,verjéti,اعتقد
1220,bemerken::V,opáziti,لاحظ
1221,erkennen::V,spoznáti,عرف
1222,begreifen::V,pôjmiti,فهم
1223,begreifen::V,pôjmiti,أدرك
1224,verstehen::V,razuméti,فهم
1225,lernen::V,učíti se,درس
1226,wissen::V,znáti,علم
1227,wissen::V,védeti,علم
1228,sich erinnern an::V,spómniti se,تذكر
1229,vergessen::V,pozábiti,نسي
1230,messen::V,mériti,قاس
1231,zählen::V,štéti,عد
1232,zählen::V,štéti,أحصى
1233,rechnen::V,račúnati,حسب
1234,lesen::V,bráti,قرأ
1235,lesen::V,čítati,قرأ
1236,malen::V,slíkati,صور
1237,zeichnen::V,rísati,رسم
1238,schreiben::V,písati,كتب
1239,besitzen::V,iméti,حاز
1240,besitzen::V,iméti,ملك
1241,kaufen::V,kupíti,اشترى
1242,verkaufen::V,prodáti,باع
1243,bezahlen::V,pláčati,دفع
1244,zahlen::V,plačeváti,سدد
1245,beherrschen::V,obvládati,حكم
1246,ertragen::V,prenêsti,أطاق
1247,ertragen::V,prenêsti,تحمل
1248,Verstand::N,,عقل
