,Concept_ID,hy,ps
112,Wiese::N,մարգագետին,چمن
113,Wiese::N,մարգագետին,شنېلی
114,Wald::N,անտառ,ځنګل
115,Hügel::N,բլուր,تپه
116,Anhöhe::N,բարձունք,غونډۍ
117,Berg::N,լեռ,غ‍‍‍‍‍ر
118,Gipfel::N,գագաթ,څوکه
119,Gipfel::N,կատար,څوکه
120,Höhle::N,քարայր,کاز
121,Abhang::N,լանջ,لمن
122,Abhang::N,զառիվայր,لمن
123,Quelle::N,աղբյուր,چینه
124,Bach::N,վտակ,واله
125,Fluss::N,գետ,سیند
126,Ufer::N,ծովափ,غاړه
127,Küste::N,ափ,ساحل
128,Küste::N,ծովափ,ساحل
129,Festland::N,ցամաք,وچه
130,Meer::N,ծով,بحر
131,Meer::N,ծով,سمندر
132,Bucht::N,հաչիւն,کارۍ
133,Insel::N,վղզի,ټاپو
134,Insel::N,վղզի,جزيره
135,Blume::N,ծաղիկ,ګل
136,Gras::N,խոտ,واښه
137,Wurzel::N,արմատ,ریښه
138,Baum::N,ծառ,ونه
139,Stamm::N,իրան,ډډ
140,Rinde::N,կեղեւ,پوستکی
141,Rinde::N,հաչոց,پوستکی
142,Ast::N,ճյուղ,ښاخ
143,Zweig::N,ճյուղ,څانګه
144,Blatt::N,տերեւ,پاڼه
145,Birke::N,ցարասի,توس
146,Kiefer[Baum]::N,սոճի,نښتر
147,Weide[Baum]::N,ուռենի,وله
148,Tanne::N,եղեւին,ناجو
149,Feder::N,փետուր,بڼکه
150,Fell::N,մորթի,پوستکی
151,Flügel::N,թեւ,وزر
152,Klaue::N,չանչ,پنجه
153,Klaue::N,չանչ,منګول
154,Kralle::N,ճանկ,پنجه
155,Kralle::N,ճանկ,منګول
156,Schwanz::N,պոչ,لکۍ
157,Ei::N,ձու,وۍ
158,Ei::N,ձու,هګۍ
159,Nest::N,բույն,جاله
160,Bau::N,որջ,کاز
161,Bau::N,բայոց,کاز
162,Tier::N,կենդանի,ژوی
163,Tier::N,կենդանի,حیوان
164,Herde::N,հոտ,رمه
165,Herde::N,հոտ,غېله
166,Kuh::N,կով,غوا
167,Bulle::N,ցուլ,غوئی
168,Pferd::N,ձի,آس
169,Schaf::N,ոչխար,پسه
170,Schwein::N,խոզ,سرکوزی
171,Hund::N,շուն,سپی
172,Katze::N,կատու,پشه
173,Bär::N,արջ,خرس
174,Eichhörnchen::N,սկյուռ,خړ لمی
175,Elch::N,հիւսիսային եղջերու,ګوزن
176,Fuchs::N,աղվես,سپلم
177,Hase::N,նապաստակ,سوی
178,Maus::N,մուկ,مږک
179,Wolf::N,գայլ,لېوه
180,Vogel::N,թռչուն,مرغه
181,Schwarm::N,երամ,سېل
182,Huhn::N,հավ,چرګه
183,Hahn::N,աքաղաղ,چرګ
184,Gans::N,սագ,بته
185,Adler::N,արծիվ,عقاب
186,Ente::N,բադ,ایلۍ
187,Eule::N,բու,ګونګی
188,Kranich::N,կռունկ,کلنګ
189,Krähe::N,ագռավ,کارغه
190,Kuckuck::N,կուկու,فاخته
191,Schwan::N,կարապ,قو
192,Fisch::N,ձուկ,کب
193,Fisch::N,ձուկ,ماهی
194,Barsch::N,պերկես,
195,Hecht::N,գայլաձուկ,
196,Schlange[Tier]::N,օձ,مار
197,Wurm::N,որդ,چینجی
198,Wurm::N,ճիճու,چینجی
199,Spinne::N,սարդ,غڼه
200,Spinne::N,սարդ,تارکښ
201,Ameise::N,միջյուն,مېږی
202,Laus::N,ոջիլ,سپږه
203,Mücke::N,մժղուկ,ماشی
204,Fliege::N,ճանճ,مچ
205,Schmetterling::N,թիթեռ,پتنګ
206,Beere::N,հատապտուղ,مېوۍ
207,Apfel::N,խնձոր,مڼه
208,Pilz::N,սունկ,خرېړی
209,Zwiebel::N,սոխ,پیاز
210,Saat::N,սերմ,تخم
211,Korn::N,հատիկ,تخم
212,Korn::N,հատիկ,دانه
213,Heu::N,խոտ,بوس
214,Heu::N,խոտ,پروړه
215,Schale::N,կեղեւ,پوستکی
216,Grube::N,փոս,کنده
217,Falle::N,ծուղակ,دام
218,Falle::N,ծուղակ,لومه
219,Schlinge::N,խեղդան,کړۍ
220,Spur::N,հետք,نښه
221,Asche::N,մոխիր,آس
222,Asche::N,մոխիր,ایره
223,Dreck::N,աղտ,ناپاکي
224,Eisen::N,երկաթ,اوسپنه
225,Gold::N,ոսկի,سره زر
226,Silber::N,արծաթ,نقره
227,Silber::N,արծաթ,سپین زر
228,Kohle::N,քարածուխ,سکور
229,Kohle::N,քարածուխ,سکاره
230,Glas::N,ապակի,ښيښه
231,Lehm::N,կավ,خټه
232,Sand::N,ավազ,شګه
233,Mensch::N,մարդ,انسان
234,Mann::N,մարդ,سړی
235,Mann::N,մարդ,نارینه
236,Mann::N,տղամարդ,سړی
237,Mann::N,տղամարդ,نارینه
238,Frau::N,կին,ښځه
239,Kind::N,զավակ,بچی
240,Kind::N,զավակ,ماشوم
241,Junge::N,տղա,هلک
242,Mädchen::N,աղջիկ,نجلۍ
243,Familie::N,ընտանիք,کورنۍ
244,Großvater::N,պապ,بابا
245,Großmutter::N,տատ,انا
246,Eltern::N,ծնողներ,مور او پلار
247,Vater::N,հայր,پلار
248,Mutter::N,մայր,مور
249,Sohn::N,որդի,زوی
250,Tochter::N,աղջիկ,لور
251,Tochter::N,դուստր,لور
252,Bruder::N,եղբայր,ورور
253,Schwester::N,քույր,خور
254,Onkel::N,քեռի,تره
255,Onkel::N,քեռի,ماما
256,Onkel::N,հորեղբայր,تره
257,Onkel::N,հորեղբայր,ماما
258,Tante::N,մորաքույր,خاله
259,Ehemann::N,մարդ,مېړه
260,Ehemann::N,ամուսին,مېړه
261,Ehefrau::N,կին ամուսին,مېرمن
262,Freude::N,ուրախություն,خوشحالي
263,Gelächter::N,ծիծաղ,خندا
264,Glück::N,երջանկություն,بخت
265,Kummer::N,վիշտ,غم
266,Wunsch::N,ցանկություն,هيله
267,Wunsch::N,ցանկություն,غوښتنه
268,Lust::N,փափագ,شوق
269,Lust::N,փափագ,مینه
270,Lust::N,իղձ,شوق
271,Lust::N,իղձ,مینه
272,Geist::N,ոգի,روح
273,Gedanke::N,միտք,فکر
274,Gedächtnis::N,հիշողություն,یاد
275,Gedächtnis::N,հիշողություն,حافظه
276,Verstand::N,խելք,عقل
277,Verstand::N,խելք,شعور
278,Sinn::N,իմաստ,معنی
279,Grund::N,պատճառ,علت
280,Grund::N,պատճառ,اساس
281,Wahrheit::N,ճշմարտություն,حقیقت
282,Gespräch::N,զրույց,مرکه
283,Gespräch::N,զրույց,خبرې اترې
284,Märchen::N,պայիկի պատմություն,افسانه
285,Erzählung::N,պատմվածք,قصه
286,Erzählung::N,պատմվածք,کیسه
287,Erzählung::N,պատմություն,قصه
288,Erzählung::N,պատմություն,کیسه
289,Nachricht::N,հաղորդագրություն,خبر
290,Neuigkeit::N,լուր,نوی خبر
291,Neuigkeit::N,նորություն,نوی خبر
292,Name::N,անուն,نوم
293,Rätsel::N,բարդ խնդիր,کیسۍ
294,Rätsel::N,բարդ խնդիր,چیستان
295,Rede::N,ճառ,وینا
296,Rede::N,ելույթ,وینا
297,Sprache::N,լեզու,ژبه
298,Stimme::N,ձայն,غږ
299,Stimme::N,ձայն,اواز
300,Wort::N,բառ,لغت
301,Wort::N,բառ,کلمه
302,Zeichen::N,նշան,نښه
303,Zeichen::N,նշան,اشاره
304,Ruf::N,կոչ,ږغ
305,Ruf::N,կոչ,بلنه
306,Ruf::N,կանչ,ږغ
307,Ruf::N,կանչ,بلنه
308,Lärm::N,աղմուկ,غالمغال
309,Laut::N,հնչյուն,ږغ
310,Laut::N,ձայն,ږغ
311,Ton::N,տոն,اواز
312,Lied::N,երգ,غزله
313,Lied::N,երգ,سندره
314,Ruhe::N,անդորրություն,ارامي
315,Leute::N,մարդիկ,خلک
316,Volk::N,ազգ,ولس
317,Arbeit::N,գործ,کار
318,Arbeit::N,աշխատանք,کار
319,Gast::N,հյուր,مېلمه
320,Geschenk::N,նվեր,تحفه
321,Geschenk::N,նվեր,سوغات
322,Spiel::N,խաղ,لوبه
323,Gesellschaft::N,ընկերություն,ډله
324,Hilfe::N,օգնությթուն,کومک
325,Hilfe::N,օգնությթուն,مرسته
326,Freund::N,ընկեր,ملګری
327,Freund::N,բարեկամ,ملګری
328,Kamerad::N,ուղեկից,انډيوال
329,Angelegenheit::N,բան,موضوع
330,Angelegenheit::N,գործ,موضوع
331,Anzahl::N,քանակ,شمېر
332,Anzahl::N,քանակ,تعداد
333,Anzahl::N,գումար,شمېر
334,Anzahl::N,գումար,تعداد
335,Art::N,տեսակ,ډول
336,Stück::N,կտոր,ټوټه
337,Teil::N,մաս,برخه
338,Hälfte::N,կես,نیم
339,Kreis::N,շիջանակ,دایره
340,Kreuz::N,խաչ,صلیب
341,Linie::N,գիծ,خط
342,Linie::N,գիծ,لیکه
343,Strich::N,գիծ,کرښه
344,Abstand::N,անջրպետ,فاصله
345,Entfernung::N,հեռավորություն,واټن
346,Gegend::N,շրջան,سیمه
347,Gegend::N,շրջան,منطقه
348,Platz::N,տարածություն,ځای
349,Ort::N,տեղ,ځای
350,Ort::N,վայր,ځای
351,Seite::N,կողմ,مخ
352,Seite::N,կողմ,اړخ
353,Mitte::N,մեջտեղ,وسط
354,Mitte::N,մեջտեղ,مینځ
355,Gegenstand::N,առարկա,شی
356,Sache::N,բան,شی
357,Sache::N,բան,څيز
358,Rand::N,վերջք,څنډه
359,Rand::N,վերջք,کناره
360,Kante::N,եզր,اړخ
361,Ecke::N,անկյուն,ګوټ
362,Spitze::N,ծայր,څوکه
363,Ende::N,ծայր,څوکه
364,Loch::N,անցք,سوری
365,Winkel::N,անկյուն,کنج
366,Winkel::N,անկյուն,کوتی
367,Muster::N,օրինակ,نمونه
368,Größe::N,մեծություն,قد
369,Größe::N,մեծություն,لويوالی
370,Länge::N,երկարություն,طول
371,Länge::N,երկարություն,اوږد والی
372,Höhe::N,բարձրություն,جګوالی
373,Gewicht::N,կշիռ,وزن
374,Menge::N,քանակ,اندازه
375,Haufen::N,դեզ,کوټه
376,Haufen::N,կույտ,کوټه
377,Reihe::N,շարք,صف
378,Reihe::N,շարք,کتار
379,Reihe::N,կարգ,صف
380,Reihe::N,կարգ,کتار
381,Boot::N,նավակ,قايق
382,Ruder::N,թի,چپه
383,Ruder::N,թիակ,چپه
384,Schlitten::N,բալխիր,ښویېدونی
385,Ski::N,դահուկ,سکي
386,Lagerfeuer::N,բացօդեայ կրակ,اور
387,Last::N,բեռ,بار
388,Last::N,բեռ,پېټی
389,Gang::N,զբոսանք,تګ
390,Schritt::N,քայլ,ګام
391,Norden::N,հյուսիս,شمال
392,Süden::N,հարավ,سوېل
393,Westen::N,արեւմուտք,لوېدېځ
394,Osten::N,արեւելք,شرق
395,Osten::N,արեւելք,ختیځ
396,Holz::N,փայտ,لرګی
397,Brett::N,տախտակ,تخته
398,Platte::N,թիթեղ,تخته
399,Stütze::N,նեցուկ,تکیوان
400,Stange::N,ձող,ډاګه
401,Stock::N,փայտ,لرګی
402,Stab::N,ցուպ,چيخله
403,Stab::N,գավազան,چيخله
404,Rohr::N,խողովակ,نل
405,Haus::N,տուն,کور
406,Heim::N,տուն,کور
407,Ofen::N,վառարան,تودنۍ
408,Fußboden::N,հատակ,غولی
409,Tisch::N,սեղան,مېز
410,Stuhl::N,աթոռ,چوکۍ
411,Wiege::N,օրորոց,زانګو
412,Bett::N,անկողին,کټ
413,Bett::N,անկողին,چپرکټ
414,Regal::N,դարակ,تاخچۍ
415,Kiste::N,տուփ,صندوق
416,Fenster::N,պատուհան,کړکۍ
417,Tür::N,դուռ,دروازه
418,Tor::N,դարպաս,دروازه
419,Zaun::N,ցանկապատ,کټاره
420,Dach::N,տանիք,بام
421,Dach::N,կտուր,بام
422,Leiter::N,սանդուղք,زينه
423,Besen::N,ավել,جارو
424,Spaten::N,բահ,یوم
425,Schaufel::N,թի,بېلچه
426,Gabel::N,պատառաքաղ,پنجه
427,Löffel::N,գդալ,کاشوغه
428,Messer::N,դանակ,چاقو
429,Nagel::N,մեխ,ميخ
430,Netz::N,ցանց,جال
431,Haken::N,կարթ,څنګک
432,Griff::N,կոթ,لاستی
433,Griff::N,բռնակ,لاستی
434,Schloss::N,կողպեք,کلپ
435,Bild::N,նկար,رسم
436,Bild::N,պատկեր,رسم
437,Figur::N,քանդակ,قدوقامت
438,Figur::N,պատկեր,قدوقامت
439,Puppe::N,տիկնիկ,ګوډۍ
440,Beutel::N,տոպրակ,کڅوړه
441,Bündel::N,կապոց,دسته
442,Tasche::N,պայուսակ,بکس
443,Tasche::N,պայուսակ,توبره
444,Eimer::N,դույլ,سطل
445,Deckel::N,կափարիչ,سرپوښ
446,Geschirr::N,ամանեղեն,لوښی
447,Sack::N,պարկ,جوال
448,Sack::N,տոպրակ,جوال
449,Tasse::N,թաս,پیاله
450,Tasse::N,գավաթ,پیاله
451,Topf::N,անոթ,دېګی
452,Kessel::N,կաթսա,دېګ
453,Essen::N,կերակուր,خوراک
454,Nahrung::N,ուտելիք,خوراک
455,Speise::N,խորտիկ,خواړه
456,Speise::N,կերակուր,خواړه
457,Fleisch::N,միս,غوښه
458,Getreide::N,հացահատիկ,غله
459,Brei::N,լանդակ,اوګره
460,Brot::N,հաց,ډوډۍ
461,Scheibe::N,կտոր,مړۍ
462,Scheibe::N,պատառ,مړۍ
463,Fett::N,ճարպ,غوړي
464,Butter::N,կարագ,کوچ
465,Öl::N,ձեթ,تېل
466,Salz::N,աղ,مالګه
467,Suppe::N,սուպ,شوربا
468,Suppe::N,ապուր,شوربا
469,Honig::N,մեղր,شات
470,Milch::N,կաթ,شوده
471,Tee::N,թեյ,چای
472,Leder::N,կաշի,څرمن
473,Wolle::N,բուրդ,پشم
474,Stoff::N,գործվածք,ټوټه
475,Nadel::N,ասեղ,ستن
476,Faden::N,թել,تار
477,Knopf::N,կոճակ,تڼۍ
478,Knopf::N,կոճակ,تکمه
479,Knoten::N,հանգույց,غوټه
480,Farbe::N,ներկ,رنګ
481,Kleidung::N,հագուստ,کالي
482,Hemd::N,վերնաշապիկ,کميس
483,Kragen::N,օձիք,غاړه
484,Ärmel::N,թեւք,لستوڼی
485,Hose::N,շալվար,پطلون
486,Gürtel::N,գոտի,کمربند
487,Mütze::N,կեպի,خولۍ
488,Schuh::N,կոշիկ,بوټ
489,Stiefel::N,երկարաճիթ կոշիկ,موزه
490,Ring::N,զնգալ,ګوته
491,Band::N,ժապավեն,فيته
492,Kamm::N,սանր,ګمنځ
493,Spiegel::N,հայելի,ایینه
494,Spiegel::N,հայելի,هنداره
495,Riemen::N,փոկ,تسمه
496,Schnur::N,լար,مزی
497,Leine::N,փոկ,رسۍ
498,Decke::N,վերմակ,بړستن
499,Kissen::N,բարձ,بالښت
500,Tuch::N,թաշկինակ,ټیکری
501,Handtuch::N,սրբիչ,دسمال
502,Kraft::N,ուժ,زور
503,Kraft::N,ուժ,توان
504,Stärke::N,պնդություն,قوت
505,Stärke::N,ամրություն,قوت
506,Gesundheit::N,առողջություն,صحت
507,Gesundheit::N,առողջություն,روغتیا
508,Krankheit::N,ախտ,مرض
509,Krankheit::N,ախտ,ناروغي
510,Krankheit::N,հիվանդություն,مرض
511,Krankheit::N,հիվանդություն,ناروغي
512,Schmerz::N,ցավ,درد
513,Schmerz::N,տանջանք,درد
514,Wunde::N,վերք,ټپ
515,Wunde::N,վերք,زخم
516,Fieber::N,տենդ,تبه
517,Arznei::N,դեղ,دوا
518,Arznei::N,դեղ,دارو
519,Brücke::N,կամուրջ,پول
520,Brunnen::N,հոր,څاه
521,Brunnen::N,հոր,کوهی
522,Brunnen::N,ջրհոր,څاه
523,Brunnen::N,ջրհոր,کوهی
524,Weide::N,արոտավայր,وله
525,Pfad::N,արահետ,تړه
526,Weg::N,ուղի,لیار
527,Straße::N,ճանապարհ,سړک
528,Dorf::N,գյուղ,کلی
529,Stadt::N,քաղաք,ښار
530,Brief::N,նամակ,لیک
531,Brief::N,նամակ,مکتوب
532,Buch::N,գիրք,کتاب
533,Buchstabe::N,տառ,حرف
534,Buchstabe::N,տառ,توری
535,Buchstabe::N,գիր,حرف
536,Buchstabe::N,գիր,توری
537,Zeitung::N,լրագիր,اخبار
538,Leben::N,կյանք,ژوند
539,Tod::N,մահ,مرګ
540,Tod::N,մահ,مړینه
541,Grab::N,գերեզման,قبر
542,Grab::N,գերեզման,ډورۍ
543,Kirche::N,եկեղեցի,کلیسا
544,Sünde::N,մեղք,ګناه
545,Gott::N,աստված,خدای
546,Arbeiter::N,բանվոր,کاریګر
547,Arbeiter::N,աշխատող,کاریګر
548,Chef::N,տեր,آمر
549,Meister::N,վարպետ,استاد
550,Arzt::N,բժիշկ,طبیب
551,Arzt::N,բժիշկ,ډاکټر
552,Lehrer::N,ուսուցիչ,معلم
553,Lehrer::N,ուսուցիչ,ښوونکی
554,Geld::N,փող,پیسې
555,Geschäft::N,գործ,سوداګري
556,Geschäft::N,աշխատանք,سوداګري
557,Laden::N,կրպակ,دکان
558,Laden::N,կրպակ,مغازه
559,Laden::N,խանութ,دکان
560,Laden::N,խանութ,مغازه
561,Preis::N,գին,بیه
562,Ware::N,ապրանք,مال
563,Nutzen::N,օգուտ,ګټه
564,Reichtum::N,հարստություն,شتمني
565,Welt::N,աշխարհ,نړۍ
566,Welt::N,աշխարհ,دنیا
567,Land::N,երկիր,هېواد
568,Staat::N,պետություն,دولت
569,König::N,արքա,باچا
570,König::N,արքա,پادشاه
571,König::N,թագավոր,باچا
572,König::N,թագավոր,پادشاه
573,Macht::N,իշխանություն,قدرت
574,Grenze::N,սահման,حد
575,Grenze::N,սահման,سرحد
576,Krieg::N,պատերազմ,جګړه
577,Feind::N,թշնամի,دښمن
578,Gewalt::N,բռնություն,زور
579,Gewalt::N,բռնություն,تشدد
580,Gewalt::N,սաստկություն,زور
581,Gewalt::N,սաստկություն,تشدد
582,Kampf::N,մարտ,جنګ
583,Kampf::N,մարտ,مبارزه
584,Bogen[Waffe]::N,աղեղ,لیندۍ
585,Pfeil::N,նետ,غشی
586,Gewehr::N,հրացան,ټوپک
587,Fehler::N,սխալ,خطا
588,Fehler::N,սխալ,غلطي
589,Lüge::N,սուտ,دروغ
590,Schaden::N,վնաս,زیان
591,Schaden::N,վնաս,تاوان
592,Unglück::N,դժբախտություն,بدبختي
593,Schuld::N,պակասություն,ګناه
594,Alter::N,հասակ,منګ
595,Schluss::N,վերջ,اخر
596,Schluss::N,վախճան,اخر
597,Zeit::N,ժամանակ,وخت
598,Tag::N,օր,ورځ
599,Morgen::N,առավոտ,سبا
600,Morgen::N,առավոտ,سهار
601,Mittag::N,կեսօր,غرمه
602,Abend::N,երեկո,ماښام
603,Nacht::N,գիշեր,شپه
604,Woche::N,շաբաթ,اونۍ
605,Monat::N,ամիս,مياشت
606,Jahr::N,տարի,کال
607,Frühling::N,գարուն,پسرلی
608,Sommer::N,ամառ,دوبی
609,Herbst::N,աշուն,منی
610,Herbst::N,աշուն,خزان
611,Winter::N,ձմեռ,ژمی
612,Januar::N,հունվար,جنوري
613,Februar::N,փետրվար,فبروري
614,März::N,մարտ,مارچ
615,April::N,ապրիլ,اپریل
616,Mai::N,մայիս,مې
617,Juni::N,հունիս,جون
618,Juli::N,հուլիս,جولای
619,August::N,օգոստոս,اګست
620,September::N,սեպտեմբեր,سپټامبر
621,Oktober::N,հոկտեմբեր,اکتوبر
622,November::N,նոյեմբեր,نومبر
623,Dezember::N,դեկտեմբեր,دسمبر
624,Montag::N,երկուշաբթի,دوشنبه
625,Dienstag::N,երեքշաբթի,سه شنبه
626,Mittwoch::N,չորեքշաբթի,چارشنبه
627,Donnerstag::N,հինգշաբթի,پنجشنبه
628,Freitag::N,ուրբաթ,جمعه
629,Samstag::N,շաբաթ,خالي
630,Sonntag::N,կիրակի,یکشنبه
631,groß::A,մեծ,لوی
632,groß::A,խոշոր,لوی
633,klein::A,պստիկ,وړوکی
634,klein::A,փոքրիկ,وړوکی
635,lang::A,երկար,اوړد
636,kurz::A,կարճ,لنډ
637,breit::A,լայն,پراخه
638,schmal::A,նեղ,تنګ
639,dicht::A,խիտ,ګڼ
640,dick[Gegenstand]::A,հաստ,پنډ
641,dünn::A,բարակ,نری
642,fein::A,նուրբ,نازک
643,fest::A,ամուր,کلک
644,fest::A,ամուր,ټینګ
645,fest::A,պինդ,کلک
646,fest::A,պինդ,ټینګ
647,flach::A,տափակ,هوار
648,glatt::A,հարթ,ښوی
649,hart::A,կարծր,کلک
650,weich::A,մեղմ,نرم
651,weich::A,մեղմ,پوست
652,weich::A,փափուկ,نرم
653,weich::A,փափուկ,پوست
654,rund::A,կլոր,ګرد
655,spitz::A,սրածայր,تېره
656,scharf::A,սուր,تېز
657,scharf::A,սուր,تېره
658,stumpf::A,գուլ,پڅ
659,schwer::A,ծանր,دروند
660,schön::A,սիրուն,ښکلی
661,schön::A,գեղեցիկ,ښکلی
662,heiß::A,թեժ,تود
663,warm::A,տաք,تود
664,warm::A,ջերմ,تود
665,kalt::A,ցուրտ,ېخ
666,kalt::A,ցուրտ,سوړ
667,kühl::A,զով,ېخ
668,kühl::A,զով,سوړ
669,frisch::A,թարմ,تازه
670,feucht::A,ղոնավ,مرطوب
671,nass::A,թաց,لوند
672,trocken::A,ցամաք,وچ
673,voll::A,լի,ډک
674,voll::A,լիքը,ډک
675,leer::A,դատարկ,خالی
676,offen::A,բաց,خلاص
677,offen::A,բաց,پرانیستی
678,geschlossen::A,գոց,تړلی
679,sauber::A,մաքուր,پاک
680,schmutzig::A,կեղտոտ,چټل
681,roh::A,հում,خام
682,reif::A,հասած,پوخ
683,reif::A,հասած,رسېدلی
684,reif::A,հասուն,پوخ
685,reif::A,հասուն,رسېدلی
686,lecker::A,համեղ,خوندور
687,lecker::A,համեղ,مزه دار
688,süß::A,անուշ,خوږ
689,süß::A,անուշ,شیرین
690,bitter::A,կծու,تریخ
691,sauer::A,թթու,ټاک
692,sauer::A,թթու,تريو
693,sauer::A,թթված,ټاک
694,sauer::A,թթված,تريو
695,hell::A,պայծառ,روڼ
696,hell::A,պայծառ,روښان
697,hell::A,խելամիտ,روڼ
698,hell::A,խելամիտ,روښان
699,dunkel::A,մութ,تیاره
700,schwarz::A,սեւ,تور
701,weiß::A,սպիտակ,سپين
702,rot::A,կարմիր,سور
703,gelb::A,դեղին,زېړ
704,blau::A,կապույտ,شین
705,blau::A,կապույտ,اسماني رنګه
706,grün::A,կանաչ,زرغون
707,grau::A,գորշ,خړ
708,bunt::A,գոյնզգոյն,رنګارنګ
709,billig::A,էժան,ارزان
710,teuer::A,թանկ,ګران
711,wertvoll::A,թանկարժեք,قیمتي
712,blind::A,կույր,ړوند
713,taub::A,խուլ,کوڼ
714,kräftig::A,հզոր,قوی
715,stark::A,ուժեղ,قوی
716,stark::A,ուժեղ,تکړه
717,schwach::A,տկար,ضعیف
718,schwach::A,տկար,کمزوری
719,schwach::A,թույլ,ضعیف
720,schwach::A,թույլ,کمزوری
721,fett::A,գեր,چاغ
722,schlank::A,նիհար,خوش اندام
723,hübsch::A,գրավիչ,ښکلی
724,hübsch::A,գրավիչ,ښایسته
725,hübsch::A,սիրունիկ,ښکلی
726,hübsch::A,սիրունիկ,ښایسته
727,böse::A,չար,شریر
728,böse::A,չար,قهرناک
729,dumm::A,հիմար,احمق
730,faul::A,ծույլ,لټ
731,faul::A,ծույլ,تنبل
732,fleißig::A,ջանասեր,زحمت کښ
733,fleißig::A,փութաջան,زحمت کښ
