,Concept_ID,he,mhr
101,Wald::N,יער,чодыра́
102,Hügel::N,תל,арка́
103,Anhöhe::N,מעלה,тӧва́
104,Anhöhe::N,מעלה,кӱкшака́
105,Berg::N,הר,ку́рык
106,Gipfel::N,פסגה,чаҥга́
107,Gipfel::N,פסגה,курыкву́й
108,Höhle::N,מערה,пеще́р
109,Höhle::N,מערה,курыкпо́мыш
110,Abhang::N,מדרון,та́йыл
111,Abhang::N,שפוע,та́йыл
112,Quelle::N,מעין,важ
113,Quelle::N,מעין,вӱдшинча́
114,Bach::N,נחל,изэҥе́р
115,Fluss::N,נהר,эҥе́р
116,Ufer::N,גדה,сер
117,Küste::N,חוף,вӱдтӱ́р
118,Festland::N,יבשה,мла́нде
119,Meer::N,ים,те́ҥыз
120,Bucht::N,מפרץ,икса́
121,Insel::N,אי,отро́
122,Blume::N,פרח,пеле́дыш
123,Gras::N,דשא,шу́до
124,Wurzel::N,שרש,вож
125,Baum::N,עץ,пуше́ҥге
126,Stamm::N,גזע,йы́тыр
127,Rinde::N,קלפת עץ,шӱм
128,Ast::N,ענף,укш
129,Zweig::N,ענף,торма́к
130,Blatt::N,עלה,лышта́ш
131,Birke::N,שדר,куэ́
132,Kiefer[Baum]::N,ארן,пӱ́нчӧ
133,Weide[Baum]::N,ערבה,уа́
134,Tanne::N,אשוח,кож
135,Horn::N,קרן,шур
136,Feder::N,נוצה,пы́стыл
137,Fell::N,פרוה,кова́ште
138,Flügel::N,כנף,шу́лдыр
139,Klaue::N,טלף,кӱч
140,Kralle::N,טפר,ла́па
141,Kralle::N,טפר,копа́
142,Schwanz::N,זנב,поч
143,Ei::N,ביצה,му́но
144,Nest::N,קן,пыжа́ш
145,Bau::N,מחלה,пыжа́ш
146,Tier::N,חיה,я́нлык
147,Tier::N,חיה,живо́тный
148,Herde::N,עדר,кӱ́тӱ
149,Herde::N,עדר,тӱшка́
150,Kuh::N,פרה,ушка́л
151,Bulle::N,פר,ӱ́шкыж
152,Pferd::N,סוס,и́мне
153,Schaf::N,כבשה,шо́рык
154,Schwein::N,חזיר,сӧсна́
155,Hund::N,כלב,пий
156,Katze::N,חתול,пы́рыс
157,Bär::N,דב,маска́
158,Eichhörnchen::N,סנאי,ур
159,Elch::N,דישון,шо́рдо
160,Fuchs::N,שועל,ры́выж
161,Hase::N,ארנב,мера́ҥ
162,Maus::N,עכבר,коля́
163,Wolf::N,זאב,пи́ре
164,Vogel::N,צפור,ка́йык
165,Schwarm::N,נחיל,каша́к
166,Schwarm::N,להקה,каша́к
167,Huhn::N,תרנגלת,чы́ве
168,Hahn::N,תרנגול,агыта́н
169,Gans::N,אוז,ко́мбо
170,Adler::N,עיט,карагу́ш
171,Ente::N,ברוז,лу́до
172,Eule::N,ינשוף,тумна́
173,Kranich::N,עגור,турня́
174,Kranich::N,כרוכיה,турня́
175,Krähe::N,עורב,кора́к
176,Kuckuck::N,קוקיה,куку́
177,Schwan::N,ברבור,йӱ́ксӧ
178,Fisch::N,דג,кол
179,Barsch::N,אוקונוס,ола́ҥге
180,Hecht::N,זאב הים,нуж
181,Hecht::N,זאב הים,чорта́н
182,Schlange[Tier]::N,נחש,ки́шке
183,Wurm::N,תולעת,шукш
184,Spinne::N,עכביש,эҥыре́мыш
185,Ameise::N,נמלה,ку́тко
186,Laus::N,כנה,тий
187,Mücke::N,יתוש,шыҥа́
188,Fliege::N,זבוב,ка́рме
189,Schmetterling::N,פרפר,лы́ве
190,Beere::N,ענבה,мӧр
191,Apfel::N,תפוח,олма́
192,Pilz::N,פטריה,по́ҥго
193,Zwiebel::N,בצל,шога́н
194,Saat::N,זרעים,нӧ́шмӧ
195,Saat::N,זרעים,туш
196,Korn::N,גרעין,шу́рно
197,Heu::N,חציר,шу́до
198,Schale::N,קלפה,шӱм
199,Grube::N,בור,выне́м
200,Grube::N,שוחה,выне́м
201,Falle::N,מלכדת,лӧ́дӧ
202,Schlinge::N,לולאה,о́птыш
203,Schlinge::N,לולאה,шӧрга́лтыш
204,Spur::N,עקבה,кыша́
205,Asche::N,אפר,ло́мыж
206,Dreck::N,זהמה,лавыра́
207,Eisen::N,ברזל,кӱ́ртньӧ
208,Gold::N,זהב,шӧ́ртньӧ
209,Silber::N,כסף,ший
210,Kohle::N,פחם,мландышӱ́й
211,Glas::N,זכוכית,янда́
212,Lehm::N,חרסית,шун
213,Sand::N,חול,ошма́
214,Mensch::N,אדם,еҥ
215,Mensch::N,אדם,айде́ме
216,Mann::N,איש,пӧръе́ҥ
217,Mann::N,גבר,пӧръе́ҥ
218,Frau::N,אשה,ӱдырама́ш
219,Frau::N,גברת,ӱдырама́ш
220,Kind::N,ילד,аза́
221,Junge::N,ילד,рве́зе
222,Mädchen::N,נערה,ӱдыра́ш
223,Familie::N,משפחה,еш
224,Großvater::N,סבא,коча́
225,Großmutter::N,סבתא,кова́
226,Eltern::N,הורים,ача́-ава́
227,Vater::N,אב,ача́
228,Mutter::N,אם,ава́
229,Sohn::N,בן,э́рге
230,Tochter::N,בת,ӱ́дыр
231,Bruder::N,אח,иза́
232,Bruder::N,אח,шо́льо
233,Schwester::N,אחות,ака́
234,Onkel::N,דוד,иза́
235,Tante::N,דודה,кока́
236,Ehemann::N,איש,мари́й
237,Ehemann::N,בעל,мари́й
238,Ehefrau::N,אשה,ва́те
239,Freude::N,שמחה,куа́н
240,Freude::N,שמחה,куаныма́ш
241,Gelächter::N,צחוק,во́штылтыш
242,Glück::N,אשר,пиа́л
243,Kummer::N,יגון,о́йго
244,Kummer::N,עגמה,о́йго
245,Wunsch::N,אחול,ку́мыл
246,Wunsch::N,משאלה,ку́мыл
247,Lust::N,חשק,ку́мыл
248,Lust::N,תשוקה,ку́мыл
249,Geist::N,רוח,ӧрт
250,Geist::N,רוח,чон
251,Gedanke::N,מחשבה,ой
252,Gedanke::N,מחשבה,шоныма́ш
253,Gedächtnis::N,זכרון,шарныма́ш
254,Verstand::N,שכל,уш
255,Sinn::N,מובן,смысл
256,Sinn::N,משמעות,смысл
257,Grund::N,סבה,ама́л
258,Wahrheit::N,אמת,чын
259,Gespräch::N,דיון,мутланыма́ш
260,Märchen::N,אגדה,йома́к
261,Erzählung::N,ספור,ойлыма́ш
262,Nachricht::N,ידיעה,увертарыма́ш
263,Neuigkeit::N,חדשה,уве́р
264,Name::N,שם,лӱм
265,Rätsel::N,תעלומה,ту́што
266,Rede::N,נאום,ойлыма́ш
267,Sprache::N,לשון,йы́лме
268,Stimme::N,קול,йӱк
269,Wort::N,מלה,ой
270,Wort::N,מלה,мут
271,Zeichen::N,סימן,ти́ште
272,Zeichen::N,סימן,знак
273,Ruf::N,קריאה,ӱжма́ш
274,Lärm::N,רעש,лӱшкыма́ш
275,Lärm::N,רעש,йӱк-йӱа́н
276,Laut::N,הגה,йӱк
277,Ton::N,צליל,йӱксе́м
278,Lied::N,שיר,му́ро
279,Ruhe::N,שלוה,ты́мык
280,Leute::N,אנשים,еҥ-влак
281,Volk::N,עם,ка́лык
282,Arbeit::N,עבודה,паша́
283,Gast::N,אורח,уна́
284,Geschenk::N,מתנה,пӧле́к
285,Spiel::N,משחק,мо́дыш
286,Spiel::N,משחק,модма́ш
287,Gesellschaft::N,חברה,тӱшка́
288,Hilfe::N,עזרה,по́лыш
289,Freund::N,חבר,таҥ
290,Freund::N,חבר,йолта́ш
291,Freund::N,ידיד,таҥ
292,Freund::N,ידיד,йолта́ш
293,Kamerad::N,רע,таҥ
294,Angelegenheit::N,ענין,паша́
295,Anzahl::N,מספר,чот
296,Art::N,סוג,вид
297,Stück::N,חתיכה,ка́тыш
298,Stück::N,חתיכה,ла́стык
299,Teil::N,פרק,ужа́ш
300,Hälfte::N,חצי,пел
301,Hälfte::N,חצי,пе́ле
302,Kreis::N,מעגל,ты́ртыш
303,Kreuz::N,צלב,ыре́с
304,Linie::N,קו,ли́ний
305,Strich::N,קו קצר,коре́ш
306,Abstand::N,מרחק,кокла́
307,Entfernung::N,מרחק,тора́
308,Entfernung::N,מרחק,ку́жыт
309,Gegend::N,נוף,кунде́м
310,Platz::N,שטח,ку́мдык
311,Ort::N,אתר,вер
312,Ort::N,אתר,о́лмо
313,Ort::N,מקום,вер
314,Ort::N,מקום,о́лмо
315,Seite::N,צד,ӧ́рдыж
316,Mitte::N,אמצע,покше́л
317,Gegenstand::N,אוביקט,наста́
318,Sache::N,דבר,наста́
319,Rand::N,פרור,тӱр
320,Kante::N,קצה,тӱр
321,Ecke::N,פנה,лук
322,Spitze::N,קצה,вуй
323,Ende::N,סוף,муча́ш
324,Loch::N,חר,рож
325,Winkel::N,פנה,лук
326,Muster::N,תבנית,пеза́к
327,Muster::N,תבנית,узо́р
328,Muster::N,תבנית,ӱ́лгӧ
329,Größe::N,גדל,кӱ́кшыт
330,Länge::N,ארך,ку́тыш
331,Höhe::N,קומה,кӱ́кшыт
332,Höhe::N,גבה,кӱ́кшыт
333,Gewicht::N,משקל,не́лыт
334,Menge::N,כמות,чот
335,Haufen::N,ערמה,кы́шыл
336,Reihe::N,רצף,рада́м
337,Boot::N,סירה,пуш
338,Ruder::N,משוט,эшка́к
339,Schlitten::N,מזחלת,тер
340,Schlitten::N,מזחלת,изде́р
341,Ski::N,מגלשים,е́че
342,Lagerfeuer::N,מדורה,туло́то
343,Last::N,משא,нӧ́лтыш
344,Gang::N,הליכה,ошкылма́ш
345,Schritt::N,צעד,о́шкыл
346,Norden::N,צפון,йӱдйыма́л
347,Süden::N,דרום,кечывалве́л
348,Westen::N,מערב,касве́л
349,Osten::N,מזרח,эрве́л
350,Holz::N,עץ,пу
351,Brett::N,קרש,оҥа́
352,Platte::N,לוח,аста́р
353,Stütze::N,משען,чара́к
354,Stange::N,מוט,лома́ш
355,Stock::N,מקל,тоя́
356,Stab::N,מוט,вара́
357,Stab::N,מוט,кашта́
358,Rohr::N,צנור,пуч
359,Haus::N,בית,пӧрт
360,Heim::N,בית,мӧ́ҥгӧ
361,Ofen::N,תנור,комака́
362,Fußboden::N,רצפה,кӱва́р
363,Tisch::N,שלחן,ӱсте́л
364,Stuhl::N,כסא,пӱке́н
365,Wiege::N,ערש,шепка́
366,Bett::N,מטה,ва́кшыш
367,Regal::N,מדף,шӧ́рлык
368,Kiste::N,תבה,шо́ндык
369,Kiste::N,תבה,я́шлык
370,Kiste::N,ארגז,шо́ндык
371,Kiste::N,ארגז,я́шлык
372,Fenster::N,חלון,окна́
373,Tür::N,דלת,омса́
374,Tor::N,שער,капка́
375,Zaun::N,גדר,сава́р
376,Dach::N,גג,леве́дыш
377,Leiter::N,סלם,тошка́лтыш
378,Besen::N,מטאטא,ӱштерво́штыр
379,Spaten::N,את,ко́льмо
380,Schaufel::N,את,сово́к
381,Schaufel::N,את,су́ско
382,Gabel::N,מזלג,ви́лке
383,Löffel::N,כף,па́не
384,Löffel::N,כף,совла́
385,Messer::N,סכין,кӱ́зӧ
386,Nagel::N,מסמר,пуда́
387,Netz::N,רשת,вапш
388,Haken::N,וו,са́гыле
389,Haken::N,קרס,са́гыле
390,Griff::N,ידית,кыл
391,Schloss::N,מנעול,кӧгӧ́н
392,Bild::N,תמונה,сӱре́т
393,Figur::N,פסל,фигу́р
394,Puppe::N,בבה,курча́к
395,Beutel::N,שק,меша́к
396,Bündel::N,צרור,арша́ш
397,Tasche::N,שקית,сумка́
398,Eimer::N,דלי,ведра́
399,Deckel::N,מכסה,ко́мдыш
400,Geschirr::N,כלים,а́те
401,Sack::N,שק,куль
402,Sack::N,שק,меша́к
403,Tasse::N,ספל,чу́кыр
404,Tasse::N,ספל,чашка́
405,Topf::N,סיר,ми́ске
406,Kessel::N,קנקן,под
407,Essen::N,אכל,ко́чкыш
408,Essen::N,ארוחה,ко́чкыш
409,Nahrung::N,הזנה,ку́рго
410,Nahrung::N,תזונה,ку́рго
411,Speise::N,מאכל,ко́чкыш
412,Speise::N,ארוחה,ко́чкыш
413,Fleisch::N,בשר,шыл
414,Getreide::N,דגן,шу́рно
415,Brei::N,מחית,пу́чымыш
416,Brot::N,לחם,ки́нде
417,Scheibe::N,עגול,ка́тыш
418,Scheibe::N,פרוסה,ка́тыш
419,Fett::N,שמן,коя́
420,Butter::N,חמאה,ӱй
421,Öl::N,שמן,ӱй
422,Salz::N,מלח,шинча́л
423,Suppe::N,מרק,шӱр
424,Honig::N,דבש,мӱй
425,Milch::N,חלב,шӧр
426,Tee::N,תה,чай
427,Leder::N,עור,сура́н
428,Leder::N,עור,шӱ́штӧ
429,Wolle::N,צמר,пун
430,Stoff::N,בד,куэ́м
431,Stoff::N,בד,посто́
432,Stoff::N,אריג,куэ́м
433,Stoff::N,אריג,посто́
434,Nadel::N,מחט,и́ме
435,Faden::N,חוט,шӱ́ртӧ
436,Knopf::N,כפתור,по́лдыш
437,Knoten::N,קשר,пышке́м
438,Farbe::N,צבע,чия́
439,Kleidung::N,בגדים,чие́м
440,Kleidung::N,בגדים,вурге́м
441,Hemd::N,חלצה,ту́выр
442,Kragen::N,צוארון,сога́
443,Ärmel::N,שרוול,шокш
444,Hose::N,מכנסים,йола́ш
445,Gürtel::N,חגורה,ӱ́штӧ
446,Mütze::N,כובע,упш
447,Schuh::N,נעל,боти́нке
448,Stiefel::N,מגף,кем
449,Ring::N,טבעת,шерга́ш
450,Band::N,סרט,тасма́
451,Band::N,סרט,ле́нте
452,Kamm::N,מסרק,шерге́
453,Spiegel::N,מראה,вошто́нчыш
454,Riemen::N,רצועה,кӱзанӱ́штӧ
455,Schnur::N,חבל,кере́м
456,Schnur::N,חבל,кандыра́
457,Leine::N,מושכות,вӱра́ҥ
458,Decke::N,שמיכה,леве́дыш
459,Decke::N,שמיכה,одея́л
460,Kissen::N,כרית,кӱ́пчык
461,Tuch::N,צעיף,шо́выч
462,Handtuch::N,מגבת,со́лык
463,Kraft::N,כוח,вий
464,Kraft::N,כוח,куа́т
465,Stärke::N,און,куа́т
466,Stärke::N,און,карма́н
467,Gesundheit::N,בריאות,таза́лык
468,Krankheit::N,מחלה,чер
469,Schmerz::N,כאב,ко́рштыш
470,Wunde::N,פציעה,су́сыр
471,Fieber::N,חם,йӱштыму́ж
472,Fieber::N,חם,лихора́дке
473,Arznei::N,תרופה,эм
474,Brücke::N,גשר,кӱва́р
475,Brunnen::N,באר,вӱдвыне́м
476,Weide::N,אחו,нурше́р
477,Weide::N,מרעה,нурше́р
478,Pfad::N,שביל,йолго́рно
479,Pfad::N,שביל,сокма́к
480,Pfad::N,מדרכה,йолго́рно
481,Pfad::N,מדרכה,сокма́к
482,Weg::N,דרך,ко́рно
483,Straße::N,כביש,ко́рно
484,Dorf::N,כפר,ял
485,Stadt::N,עיר,ола́
486,Brief::N,מכתב,се́рыш
487,Buch::N,ספר,книга́
488,Buchstabe::N,אות,буква́
489,Zeitung::N,עתון,газе́т
490,Leben::N,חיים,и́лыш
491,Tod::N,מות,колыма́ш
492,Grab::N,קבר,шӱга́р
493,Kirche::N,כנסיה,че́рке
494,Sünde::N,חטא,су́лык
495,Gott::N,אל,ю́мо
496,Arbeiter::N,פועל,паша́зе
497,Chef::N,ראש,тӧра́
498,Chef::N,מנהל,тӧра́
499,Meister::N,ממחה,маста́р
500,Arzt::N,רופא,врач
501,Lehrer::N,מורה,ту́ныктышо
502,Geld::N,כסף,окса́
503,Geschäft::N,עסקה,сатулыма́ш
504,Laden::N,חנות,ке́выт
505,Preis::N,מחיר,ак
506,Ware::N,סחורה,сату́
507,Nutzen::N,תועלת,пайда́
508,Reichtum::N,עשר,поя́нлык
509,Welt::N,עולם,тӱня́
510,Land::N,ארץ,эл
511,Staat::N,מדינה,кугыжа́ныш
512,König::N,מלך,кугыжа́
513,Macht::N,כוח,власть
514,Grenze::N,גבול,грани́ца
515,Krieg::N,מלחמה,сар
516,Feind::N,אויב,тушма́н
517,Gewalt::N,אלימות,виешлыма́ш
518,Kampf::N,קרב,кредалма́ш
519,Kampf::N,לחימה,кредалма́ш
520,Bogen[Waffe]::N,קשת,юҥе́ж
521,Pfeil::N,חץ,пикш
522,Gewehr::N,רובה,пыча́л
523,Fehler::N,טעות,йо́ҥылыш
524,Lüge::N,שקר,шоя́к
525,Schaden::N,נזק,зия́н
526,Unglück::N,מזל רע,эҥге́к
527,Schuld::N,אשמה,тита́к
528,Schuld::N,אשמה,йола́
529,Alter::N,גיל,ийго́т
530,Schluss::N,סיום,муча́ш
531,Zeit::N,זמן,жап
532,Zeit::N,זמן,па́гыт
533,Tag::N,יום,ке́че
534,Morgen::N,בקר,эр
535,Mittag::N,צהרים,кечыва́л
536,Abend::N,ערב,кас
537,Nacht::N,לילה,йӱд
538,Woche::N,שבוע,арня́
539,Monat::N,חדש,ты́лзе
540,Jahr::N,שנה,ий
541,Frühling::N,אביב,шо́шо
542,Sommer::N,קיץ,кеҥе́ж
543,Herbst::N,סתו,шы́же
544,Winter::N,חרף,те́ле
545,Januar::N,ינואר,шоркыйол
546,Januar::N,ינואר,идалыкву́й
547,Januar::N,ינואר,янва́рь
548,Februar::N,פברואר,пургыж
549,Februar::N,פברואר,февра́ль
550,März::N,מרץ,ӱярня
551,März::N,מרץ,март
552,April::N,אפריל,апре́ль
553,Mai::N,מאי,ага
554,Mai::N,מאי,май
555,Juni::N,יוני,пеледыш
556,Juni::N,יוני,ию́нь
557,Juli::N,יולי,сӱрем
558,Juli::N,יולי,ию́ль
559,August::N,אוגוסט,сорла
560,August::N,אוגוסט,агарма́н
561,August::N,אוגוסט,а́вгуст
562,September::N,ספטמבר,идым
563,September::N,ספטמבר,сентя́брь
564,Oktober::N,אוקטובר,шыжа
565,Oktober::N,אוקטובר,октя́брь
566,November::N,נובמבר,кылме тылзе
567,November::N,נובמבר,ноя́брь
568,Dezember::N,דצמבר,дека́брь
569,Montag::N,יום שני,шо́чмо
570,Dienstag::N,יום שלישי,ку́шкыжмо
571,Mittwoch::N,יום רביעי,вӱрге́че
572,Donnerstag::N,יום חמישי,изарня́
573,Freitag::N,יום ששי,кугарня́
574,Samstag::N,יום שבת,шуматке́че
575,Sonntag::N,יום ראשון,рушарня́
576,groß::A,גדול,кугу́
577,klein::A,קטן,изи́
578,lang::A,ארך,кужу́
579,kurz::A,קצר,кӱ́чык
580,breit::A,רחב,кумда́
581,schmal::A,צר,а́ҥысыр
582,dicht::A,צפוף,ну́гыдо
583,dick[Gegenstand]::A,עבה,кӱ́жгӧ
584,dünn::A,דק,ви́чкыж
585,fein::A,מעדן,ты́гыде
586,fest::A,מוצק,чо́ткыдо
587,flach::A,שטוח,лапка́
588,glatt::A,חלק,яклака́
589,hart::A,קשיח,пе́ҥгыде
590,weich::A,רך,пу́шкыдо
591,rund::A,עגל,йырге́шке
592,spitz::A,חד,коша́р
593,scharf::A,חד,пӱ́сӧ
594,stumpf::A,קהה,токма́к
595,schwer::A,כבד,не́ле
596,schön::A,יפה,сы́лне
597,heiß::A,חם,шо́кшо
598,warm::A,חם,ле́ве
599,kalt::A,קר,йӱ́штӧ
600,kühl::A,צונן,юа́лге
601,kühl::A,צונן,южгата́
602,frisch::A,טרי,свежа́
603,feucht::A,לח,вӱ́дыжгӧ
604,nass::A,רטוב,нӧ́рӧ
605,trocken::A,יבש,ку́кшо
606,voll::A,מלא,тич
607,leer::A,ריק,яра́
608,offen::A,פתוח,виш
609,geschlossen::A,סגור,пе́тырыме
610,geschlossen::A,סגור,тӱ́чмӧ
611,sauber::A,נקי,ару́
612,sauber::A,נקי,янда́р
613,schmutzig::A,מלכלך,лавыра́н
614,schmutzig::A,מלכלך,ла́выргыше
615,roh::A,חי,кӱ́чымӧ
616,reif::A,בשל,лӧза́
617,lecker::A,טעים,ту́тло
618,süß::A,מתוק,ше́ре
619,bitter::A,מר,ко́чо
620,sauer::A,חמוץ,шо́по
621,hell::A,בהיר,во́лгыдо
622,dunkel::A,עמום,пычке́мыш
623,schwarz::A,שחר,шола́
624,weiß::A,לבן,ош
625,rot::A,אדם,йошка́р
626,gelb::A,צהב,сар
627,blau::A,כחל,ка́нде
628,grün::A,ירק,ужа́р
629,grau::A,אפר,сур
630,bunt::A,צבעוני,олача́
631,billig::A,זול,шу́лдо
632,teuer::A,יקר,ше́рге
633,wertvoll::A,יקר ערך,шергака́н
634,blind::A,עור,со́кыр
635,taub::A,חרש,соҥгыра́
636,kräftig::A,חסן,куа́тле
637,stark::A,חזק,вия́н
638,schwach::A,חלש,а́лдыме
639,fett::A,שמן,коя́
640,schlank::A,רזה,йоштката́
641,schlank::A,רזה,яжу́
642,hübsch::A,יפה תאר,чеве́р
643,böse::A,רשע,шы́де
644,dumm::A,טפש,аҥыра́
645,faul::A,עצלן,його
646,fleißig::A,חרוץ,ты́ршыше
647,geizig::A,קמצן,чаҥга́
648,klug::A,נבון,уша́н
649,klug::A,פקח,уша́н
650,geschickt::A,מימן,уста́
651,lieb::A,יקר,ала́л
652,lieb::A,אהוב,ала́л
653,lustig::A,עליז,весела́
654,sanft::A,עדין,ны́жылге
655,hungrig::A,רעב,шу́жышо
656,krank::A,חולה,че́рле
657,nackt::A,ערום,чарама́т
658,traurig::A,עצוב,ойга́н
659,lebendig::A,חי,и́лыше
660,gut::A,טוב,сай
661,schlecht::A,גרוע,уда́
662,schlecht::A,גרוע,шӱ́кшӧ
663,richtig::A,נכון,чы́нле
664,schlimm::A,רע,аля́к
665,schlimm::A,רע,тыра́н
666,wahr::A,אמתי,чы́нле
667,wahr::A,אמתי,настоя́щий
668,alt::A,ישן,то́што
669,neu::A,חדש,у
670,ehemalig::A,לשעבר,о́нчычсо
671,ehemalig::A,לשעבר,онда́кысе
672,alt[Lebewesen]::A,זקן,шо́нто
673,jung::A,צעיר,са́мырык
674,arm::A,עני,нужна́
675,reich::A,עשיר,поя́н
676,bekannt::A,ידוע,па́лыме
677,berühmt::A,מפרסם,лӱ́млӧ
678,fremd::A,זר,йот
679,verschieden::A,שונה,тӱ́рлӧ
680,nah::A,קרוב,ли́шыл
681,fern::A,רחוק,тора́
682,fern::A,רחוק,мӱ́ндыр
683,linker::A,שמאלי,шола́
684,rechter::A,ימין,пурла́
685,anderer::A,אחר,вес
686,anderer::A,אחר,мо́ло
687,erster::A,ראשון,и́кымше
688,zweiter::A,שני,ко́кымшо
689,dritter::A,שלישי,ку́мшо
690,letzter::A,אחרון,пыта́ртыш
691,allein::ADV,לבד,шкет
692,auf einmal::ADV,בו-זמנית,икана́ште
693,zusammen::ADV,ביחד,пырля́
694,lange::ADV,הרבה זמן,кужу́н
695,plötzlich::ADV,לפתע,кенета́
696,plötzlich::ADV,פתאום,кенета́
697,sofort::ADV,מיד,кызыта́к
698,später::ADV,לאחר זמן,варара́к
699,später::ADV,יותר מאחר,варара́к
700,jetzt::ADV,עכשיו,ы́нде
701,jetzt::ADV,עכשיו,кы́зыт
702,heute::ADV,היום,та́че
703,morgen::ADV,מחר,эрла́
704,bald::ADV,בקרוב,вашке́
705,dann::ADV,אחר-כך,вара́
706,gestern::ADV,אתמול,теҥге́че
707,einst::ADV,לפנים,икана́
708,damals::ADV,אז,туна́м
709,danach::ADV,אחר-כך,вара́
710,vorher::ADV,לפני זה,о́нчыч
711,zuerst::ADV,קדם,онда́к
712,einmal::ADV,פעם,икана́
713,manchmal::ADV,לפעמים,ка́шын
714,manchmal::ADV,לפעמים,кокла́н
715,oft::ADV,לעתים קרובות,чӱ́чкыдын
716,immer::ADV,תמיד,эре́
717,immer::ADV,תמיד,ту́тыш
718,niemals::ADV,אף פעם,ок нигуна́м
719,hier::ADV,כאן,ты́ште
720,hierhin::ADV,פה,ты́шке
721,hierhin::ADV,פה,тыш
722,von hier::ADV,מפה,тыше́ч
723,von hier::ADV,מפה,тыве́ч
724,dort::ADV,שם,ту́што
725,dorthin::ADV,שם,туш
726,dorthin::ADV,שם,ту́шко
727,geradeaus::ADV,ישר,вик
728,vorwärts::ADV,קדימה,о́нчыко
729,rückwärts::ADV,לאחור,шеҥге́к
