,Concept_ID,mhr,de
91,Donner::N,кӱ́дырчӧ,Donner
92,Strömung::N,йо́гын,Strömung
93,Tropfen::N,чӱча́лтыш,Tropfen
94,Schaum::N,шоҥ,Schaum
95,Schmutz::N,лавыра́,Schmutz
96,See::N,ер,See
97,Sumpf::N,лӱ́кӧ,Sumpf
98,Moor::N,куп,Moor
99,Wiese::N,о́лык,Wiese
100,Wald::N,чодыра́,Wald
101,Hügel::N,арка́,Hügel
102,Anhöhe::N,тӧва́,Anhöhe
103,Anhöhe::N,кӱкшака́,Anhöhe
104,Berg::N,ку́рык,Berg
105,Gipfel::N,чаҥга́,Gipfel
106,Gipfel::N,курыкву́й,Gipfel
107,Höhle::N,пеще́р,Höhle
108,Höhle::N,курыкпо́мыш,Höhle
109,Abhang::N,та́йыл,Abhang
110,Quelle::N,важ,Quelle
111,Quelle::N,вӱдшинча́,Quelle
112,Bach::N,изэҥе́р,Bach
113,Fluss::N,эҥе́р,Fluss
114,Ufer::N,сер,Ufer
115,Küste::N,вӱдтӱ́р,Küste
116,Festland::N,мла́нде,Festland
117,Meer::N,те́ҥыз,Meer
118,Bucht::N,икса́,Bucht
119,Insel::N,отро́,Insel
120,Blume::N,пеле́дыш,Blume
121,Gras::N,шу́до,Gras
122,Wurzel::N,вож,Wurzel
123,Baum::N,пуше́ҥге,Baum
124,Stamm::N,йы́тыр,Stamm
125,Rinde::N,шӱм,Rinde
126,Ast::N,укш,Ast
127,Zweig::N,торма́к,Zweig
128,Blatt::N,лышта́ш,Blatt
129,Birke::N,куэ́,Birke
130,Kiefer[Baum]::N,пӱ́нчӧ,Kiefer
131,Weide[Baum]::N,уа́,Weide
132,Tanne::N,кож,Tanne
133,Horn::N,шур,Horn
134,Feder::N,пы́стыл,Feder
135,Fell::N,кова́ште,Fell
136,Flügel::N,шу́лдыр,Flügel
137,Klaue::N,кӱч,Klaue
138,Kralle::N,ла́па,Kralle
139,Kralle::N,копа́,Kralle
140,Schwanz::N,поч,Schwanz
141,Ei::N,му́но,Ei
142,Nest::N,пыжа́ш,Nest
143,Bau::N,пыжа́ш,Bau
144,Tier::N,я́нлык,Tier
145,Tier::N,живо́тный,Tier
146,Herde::N,кӱ́тӱ,Herde
147,Herde::N,тӱшка́,Herde
148,Kuh::N,ушка́л,Kuh
149,Bulle::N,ӱ́шкыж,Bulle
150,Pferd::N,и́мне,Pferd
151,Schaf::N,шо́рык,Schaf
152,Schwein::N,сӧсна́,Schwein
153,Hund::N,пий,Hund
154,Katze::N,пы́рыс,Katze
155,Bär::N,маска́,Bär
156,Eichhörnchen::N,ур,Eichhörnchen
157,Elch::N,шо́рдо,Elch
158,Fuchs::N,ры́выж,Fuchs
159,Hase::N,мера́ҥ,Hase
160,Maus::N,коля́,Maus
161,Wolf::N,пи́ре,Wolf
162,Vogel::N,ка́йык,Vogel
163,Schwarm::N,каша́к,Schwarm
164,Huhn::N,чы́ве,Huhn
165,Hahn::N,агыта́н,Hahn
166,Gans::N,ко́мбо,Gans
167,Adler::N,карагу́ш,Adler
168,Ente::N,лу́до,Ente
169,Eule::N,тумна́,Eule
170,Kranich::N,турня́,Kranich
171,Krähe::N,кора́к,Krähe
172,Kuckuck::N,куку́,Kuckuck
173,Schwan::N,йӱ́ксӧ,Schwan
174,Fisch::N,кол,Fisch
175,Barsch::N,ола́ҥге,Barsch
176,Hecht::N,нуж,Hecht
177,Hecht::N,чорта́н,Hecht
178,Schlange[Tier]::N,ки́шке,Schlange
179,Wurm::N,шукш,Wurm
180,Spinne::N,эҥыре́мыш,Spinne
181,Ameise::N,ку́тко,Ameise
182,Laus::N,тий,Laus
183,Mücke::N,шыҥа́,Mücke
184,Fliege::N,ка́рме,Fliege
185,Schmetterling::N,лы́ве,Schmetterling
186,Beere::N,мӧр,Beere
187,Apfel::N,олма́,Apfel
188,Pilz::N,по́ҥго,Pilz
189,Zwiebel::N,шога́н,Zwiebel
190,Saat::N,нӧ́шмӧ,Saat
191,Saat::N,туш,Saat
192,Korn::N,шу́рно,Korn
193,Heu::N,шу́до,Heu
194,Schale::N,шӱм,Schale
195,Grube::N,выне́м,Grube
196,Falle::N,лӧ́дӧ,Falle
197,Schlinge::N,о́птыш,Schlinge
198,Schlinge::N,шӧрга́лтыш,Schlinge
199,Spur::N,кыша́,Spur
200,Asche::N,ло́мыж,Asche
201,Dreck::N,лавыра́,Dreck
202,Eisen::N,кӱ́ртньӧ,Eisen
203,Gold::N,шӧ́ртньӧ,Gold
204,Silber::N,ший,Silber
205,Kohle::N,мландышӱ́й,Kohle
206,Glas::N,янда́,Glas
207,Lehm::N,шун,Lehm
208,Sand::N,ошма́,Sand
209,Mensch::N,еҥ,Mensch
210,Mensch::N,айде́ме,Mensch
211,Mann::N,пӧръе́ҥ,Mann
212,Frau::N,ӱдырама́ш,Frau
213,Kind::N,аза́,Kind
214,Junge::N,рве́зе,Junge
215,Mädchen::N,ӱдыра́ш,Mädchen
216,Familie::N,еш,Familie
217,Großvater::N,коча́,Großvater
218,Großmutter::N,кова́,Großmutter
219,Eltern::N,ача́-ава́,Eltern
220,Vater::N,ача́,Vater
221,Mutter::N,ава́,Mutter
222,Sohn::N,э́рге,Sohn
223,Tochter::N,ӱ́дыр,Tochter
224,Bruder::N,иза́,Bruder
225,Bruder::N,шо́льо,Bruder
226,Schwester::N,ака́,Schwester
227,Onkel::N,иза́,Onkel
228,Tante::N,кока́,Tante
229,Ehemann::N,мари́й,Ehemann
230,Ehefrau::N,ва́те,Ehefrau
231,Freude::N,куа́н,Freude
232,Freude::N,куаныма́ш,Freude
233,Gelächter::N,во́штылтыш,Gelächter
234,Glück::N,пиа́л,Glück
235,Kummer::N,о́йго,Kummer
236,Wunsch::N,ку́мыл,Wunsch
237,Lust::N,ку́мыл,Lust
238,Geist::N,ӧрт,Geist
239,Geist::N,чон,Geist
240,Gedanke::N,ой,Gedanke
241,Gedanke::N,шоныма́ш,Gedanke
242,Gedächtnis::N,шарныма́ш,Gedächtnis
243,Verstand::N,уш,Verstand
244,Sinn::N,смысл,Sinn
245,Grund::N,ама́л,Grund
246,Wahrheit::N,чын,Wahrheit
247,Gespräch::N,мутланыма́ш,Gespräch
248,Märchen::N,йома́к,Märchen
249,Erzählung::N,ойлыма́ш,Erzählung
250,Nachricht::N,увертарыма́ш,Nachricht
251,Neuigkeit::N,уве́р,Neuigkeit
252,Name::N,лӱм,Name
253,Rätsel::N,ту́што,Rätsel
254,Rede::N,ойлыма́ш,Rede
255,Sprache::N,йы́лме,Sprache
256,Stimme::N,йӱк,Stimme
257,Wort::N,ой,Wort
258,Wort::N,мут,Wort
259,Zeichen::N,ти́ште,Zeichen
260,Zeichen::N,знак,Zeichen
261,Ruf::N,ӱжма́ш,Ruf
262,Lärm::N,лӱшкыма́ш,Lärm
263,Lärm::N,йӱк-йӱа́н,Lärm
264,Laut::N,йӱк,Laut
265,Ton::N,йӱксе́м,Ton
266,Lied::N,му́ро,Lied
267,Ruhe::N,ты́мык,Ruhe
268,Leute::N,еҥ-влак,Leute
269,Volk::N,ка́лык,Volk
270,Arbeit::N,паша́,Arbeit
271,Gast::N,уна́,Gast
272,Geschenk::N,пӧле́к,Geschenk
273,Spiel::N,мо́дыш,Spiel
274,Spiel::N,модма́ш,Spiel
275,Gesellschaft::N,тӱшка́,Gesellschaft
276,Hilfe::N,по́лыш,Hilfe
277,Freund::N,таҥ,Freund
278,Freund::N,йолта́ш,Freund
279,Kamerad::N,таҥ,Kamerad
280,Angelegenheit::N,паша́,Angelegenheit
281,Anzahl::N,чот,Anzahl
282,Art::N,вид,Art
283,Stück::N,ка́тыш,Stück
284,Stück::N,ла́стык,Stück
285,Teil::N,ужа́ш,Teil
286,Hälfte::N,пел,Hälfte
287,Hälfte::N,пе́ле,Hälfte
288,Kreis::N,ты́ртыш,Kreis
289,Kreuz::N,ыре́с,Kreuz
290,Linie::N,ли́ний,Linie
291,Strich::N,коре́ш,Strich
292,Abstand::N,кокла́,Abstand
293,Entfernung::N,тора́,Entfernung
294,Entfernung::N,ку́жыт,Entfernung
295,Gegend::N,кунде́м,Gegend
296,Platz::N,ку́мдык,Platz
297,Ort::N,вер,Ort
298,Ort::N,о́лмо,Ort
299,Seite::N,ӧ́рдыж,Seite
300,Mitte::N,покше́л,Mitte
301,Gegenstand::N,наста́,Gegenstand
302,Sache::N,наста́,Sache
303,Rand::N,тӱр,Rand
304,Kante::N,тӱр,Kante
305,Ecke::N,лук,Ecke
306,Spitze::N,вуй,Spitze
307,Ende::N,муча́ш,Ende
308,Loch::N,рож,Loch
309,Winkel::N,лук,Winkel
310,Muster::N,пеза́к,Muster
311,Muster::N,узо́р,Muster
312,Muster::N,ӱ́лгӧ,Muster
313,Größe::N,кӱ́кшыт,Größe
314,Länge::N,ку́тыш,Länge
315,Höhe::N,кӱ́кшыт,Höhe
316,Gewicht::N,не́лыт,Gewicht
317,Menge::N,чот,Menge
318,Haufen::N,кы́шыл,Haufen
319,Reihe::N,рада́м,Reihe
320,Boot::N,пуш,Boot
321,Ruder::N,эшка́к,Ruder
322,Schlitten::N,тер,Schlitten
323,Schlitten::N,изде́р,Schlitten
324,Ski::N,е́че,Ski
325,Lagerfeuer::N,туло́то,Lagerfeuer
326,Last::N,нӧ́лтыш,Last
327,Gang::N,ошкылма́ш,Gang
328,Schritt::N,о́шкыл,Schritt
329,Norden::N,йӱдйыма́л,Norden
330,Süden::N,кечывалве́л,Süden
331,Westen::N,касве́л,Westen
332,Osten::N,эрве́л,Osten
333,Holz::N,пу,Holz
334,Brett::N,оҥа́,Brett
335,Platte::N,аста́р,Platte
336,Stütze::N,чара́к,Stütze
337,Stange::N,лома́ш,Stange
338,Stock::N,тоя́,Stock
339,Stab::N,вара́,Stab
340,Stab::N,кашта́,Stab
341,Rohr::N,пуч,Rohr
342,Haus::N,пӧрт,Haus
343,Heim::N,мӧ́ҥгӧ,Heim
344,Ofen::N,комака́,Ofen
345,Fußboden::N,кӱва́р,Fußboden
346,Tisch::N,ӱсте́л,Tisch
347,Stuhl::N,пӱке́н,Stuhl
348,Wiege::N,шепка́,Wiege
349,Bett::N,ва́кшыш,Bett
350,Regal::N,шӧ́рлык,Regal
351,Kiste::N,шо́ндык,Kiste
352,Kiste::N,я́шлык,Kiste
353,Fenster::N,окна́,Fenster
354,Tür::N,омса́,Tür
355,Tor::N,капка́,Tor
356,Zaun::N,сава́р,Zaun
357,Dach::N,леве́дыш,Dach
358,Leiter::N,тошка́лтыш,Leiter
359,Besen::N,ӱштерво́штыр,Besen
360,Spaten::N,ко́льмо,Spaten
361,Schaufel::N,сово́к,Schaufel
362,Schaufel::N,су́ско,Schaufel
363,Gabel::N,ви́лке,Gabel
364,Löffel::N,па́не,Löffel
365,Löffel::N,совла́,Löffel
366,Messer::N,кӱ́зӧ,Messer
367,Nagel::N,пуда́,Nagel
368,Netz::N,вапш,Netz
369,Haken::N,са́гыле,Haken
370,Griff::N,кыл,Griff
371,Schloss::N,кӧгӧ́н,Schloss
372,Bild::N,сӱре́т,Bild
373,Figur::N,фигу́р,Figur
374,Puppe::N,курча́к,Puppe
375,Beutel::N,меша́к,Beutel
376,Bündel::N,арша́ш,Bündel
377,Tasche::N,сумка́,Tasche
378,Eimer::N,ведра́,Eimer
379,Deckel::N,ко́мдыш,Deckel
380,Geschirr::N,а́те,Geschirr
381,Sack::N,куль,Sack
382,Sack::N,меша́к,Sack
383,Tasse::N,чу́кыр,Tasse
384,Tasse::N,чашка́,Tasse
385,Topf::N,ми́ске,Topf
386,Kessel::N,под,Kessel
387,Essen::N,ко́чкыш,Essen
388,Nahrung::N,ку́рго,Nahrung
389,Speise::N,ко́чкыш,Speise
390,Fleisch::N,шыл,Fleisch
391,Getreide::N,шу́рно,Getreide
392,Brei::N,пу́чымыш,Brei
393,Brot::N,ки́нде,Brot
394,Scheibe::N,ка́тыш,Scheibe
395,Fett::N,коя́,Fett
396,Butter::N,ӱй,Butter
397,Öl::N,ӱй,Öl
398,Salz::N,шинча́л,Salz
399,Suppe::N,шӱр,Suppe
400,Honig::N,мӱй,Honig
401,Milch::N,шӧр,Milch
402,Tee::N,чай,Tee
403,Leder::N,сура́н,Leder
404,Leder::N,шӱ́штӧ,Leder
405,Wolle::N,пун,Wolle
406,Stoff::N,куэ́м,Stoff
407,Stoff::N,посто́,Stoff
408,Nadel::N,и́ме,Nadel
409,Faden::N,шӱ́ртӧ,Faden
410,Knopf::N,по́лдыш,Knopf
411,Knoten::N,пышке́м,Knoten
412,Farbe::N,чия́,Farbe
413,Kleidung::N,чие́м,Kleidung
414,Kleidung::N,вурге́м,Kleidung
415,Hemd::N,ту́выр,Hemd
416,Kragen::N,сога́,Kragen
417,Ärmel::N,шокш,Ärmel
418,Hose::N,йола́ш,Hose
419,Gürtel::N,ӱ́штӧ,Gürtel
420,Mütze::N,упш,Mütze
421,Schuh::N,боти́нке,Schuh
422,Stiefel::N,кем,Stiefel
423,Ring::N,шерга́ш,Ring
424,Band::N,тасма́,Band
425,Band::N,ле́нте,Band
426,Kamm::N,шерге́,Kamm
427,Spiegel::N,вошто́нчыш,Spiegel
428,Riemen::N,кӱзанӱ́штӧ,Riemen
429,Schnur::N,кере́м,Schnur
430,Schnur::N,кандыра́,Schnur
431,Leine::N,вӱра́ҥ,Leine
432,Decke::N,леве́дыш,Decke
433,Decke::N,одея́л,Decke
434,Kissen::N,кӱ́пчык,Kissen
435,Tuch::N,шо́выч,Tuch
436,Handtuch::N,со́лык,Handtuch
437,Kraft::N,вий,Kraft
438,Kraft::N,куа́т,Kraft
439,Stärke::N,куа́т,Stärke
440,Stärke::N,карма́н,Stärke
441,Gesundheit::N,таза́лык,Gesundheit
442,Krankheit::N,чер,Krankheit
443,Schmerz::N,ко́рштыш,Schmerz
444,Wunde::N,су́сыр,Wunde
445,Fieber::N,йӱштыму́ж,Fieber
446,Fieber::N,лихора́дке,Fieber
447,Arznei::N,эм,Arznei
448,Brücke::N,кӱва́р,Brücke
449,Brunnen::N,вӱдвыне́м,Brunnen
450,Weide::N,нурше́р,Weide
451,Pfad::N,йолго́рно,Pfad
452,Pfad::N,сокма́к,Pfad
453,Weg::N,ко́рно,Weg
454,Straße::N,ко́рно,Straße
455,Dorf::N,ял,Dorf
456,Stadt::N,ола́,Stadt
457,Brief::N,се́рыш,Brief
458,Buch::N,книга́,Buch
459,Buchstabe::N,буква́,Buchstabe
460,Zeitung::N,газе́т,Zeitung
461,Leben::N,и́лыш,Leben
462,Tod::N,колыма́ш,Tod
463,Grab::N,шӱга́р,Grab
464,Kirche::N,че́рке,Kirche
465,Sünde::N,су́лык,Sünde
466,Gott::N,ю́мо,Gott
467,Arbeiter::N,паша́зе,Arbeiter
468,Chef::N,тӧра́,Chef
469,Meister::N,маста́р,Meister
470,Arzt::N,врач,Arzt
471,Lehrer::N,ту́ныктышо,Lehrer
472,Geld::N,окса́,Geld
473,Geschäft::N,сатулыма́ш,Geschäft
474,Laden::N,ке́выт,Laden
475,Preis::N,ак,Preis
476,Ware::N,сату́,Ware
477,Nutzen::N,пайда́,Nutzen
478,Reichtum::N,поя́нлык,Reichtum
479,Welt::N,тӱня́,Welt
480,Land::N,эл,Land
481,Staat::N,кугыжа́ныш,Staat
482,König::N,кугыжа́,König
483,Macht::N,власть,Macht
484,Grenze::N,грани́ца,Grenze
485,Krieg::N,сар,Krieg
486,Feind::N,тушма́н,Feind
487,Gewalt::N,виешлыма́ш,Gewalt
488,Kampf::N,кредалма́ш,Kampf
489,Bogen[Waffe]::N,юҥе́ж,Bogen
490,Pfeil::N,пикш,Pfeil
491,Gewehr::N,пыча́л,Gewehr
492,Fehler::N,йо́ҥылыш,Fehler
493,Lüge::N,шоя́к,Lüge
494,Schaden::N,зия́н,Schaden
495,Unglück::N,эҥге́к,Unglück
496,Schuld::N,тита́к,Schuld
497,Schuld::N,йола́,Schuld
498,Alter::N,ийго́т,Alter
499,Schluss::N,муча́ш,Schluss
500,Zeit::N,жап,Zeit
501,Zeit::N,па́гыт,Zeit
502,Tag::N,ке́че,Tag
503,Morgen::N,эр,Morgen
504,Mittag::N,кечыва́л,Mittag
505,Abend::N,кас,Abend
506,Nacht::N,йӱд,Nacht
507,Woche::N,арня́,Woche
508,Monat::N,ты́лзе,Monat
509,Jahr::N,ий,Jahr
510,Frühling::N,шо́шо,Frühling
511,Sommer::N,кеҥе́ж,Sommer
512,Herbst::N,шы́же,Herbst
513,Winter::N,те́ле,Winter
514,Januar::N,шоркыйол,Januar
515,Januar::N,идалыкву́й,Januar
516,Januar::N,янва́рь,Januar
517,Februar::N,пургыж,Februar
518,Februar::N,февра́ль,Februar
519,März::N,ӱярня,März
520,März::N,март,März
521,April::N,апре́ль,April
522,Mai::N,ага,Mai
523,Mai::N,май,Mai
524,Juni::N,пеледыш,Juni
525,Juni::N,ию́нь,Juni
526,Juli::N,сӱрем,Juli
527,Juli::N,ию́ль,Juli
528,August::N,сорла,August
529,August::N,агарма́н,August
530,August::N,а́вгуст,August
531,September::N,идым,September
532,September::N,сентя́брь,September
533,Oktober::N,шыжа,Oktober
534,Oktober::N,октя́брь,Oktober
535,November::N,кылме тылзе,November
536,November::N,ноя́брь,November
537,Dezember::N,дека́брь,Dezember
538,Montag::N,шо́чмо,Montag
539,Dienstag::N,ку́шкыжмо,Dienstag
540,Mittwoch::N,вӱрге́че,Mittwoch
541,Donnerstag::N,изарня́,Donnerstag
542,Freitag::N,кугарня́,Freitag
543,Samstag::N,шуматке́че,Samstag
544,Sonntag::N,рушарня́,Sonntag
545,groß::A,кугу́,groß
546,klein::A,изи́,klein
547,lang::A,кужу́,lang
548,kurz::A,кӱ́чык,kurz
549,breit::A,кумда́,breit
550,schmal::A,а́ҥысыр,schmal
551,dicht::A,ну́гыдо,dicht
552,dick[Gegenstand]::A,кӱ́жгӧ,dick
553,dünn::A,ви́чкыж,dünn
554,fein::A,ты́гыде,fein
555,fest::A,чо́ткыдо,fest
556,flach::A,лапка́,flach
557,glatt::A,яклака́,glatt
558,hart::A,пе́ҥгыде,hart
559,weich::A,пу́шкыдо,weich
560,rund::A,йырге́шке,rund
561,spitz::A,коша́р,spitz
562,scharf::A,пӱ́сӧ,scharf
563,stumpf::A,токма́к,stumpf
564,schwer::A,не́ле,schwer
565,schön::A,сы́лне,schön
566,heiß::A,шо́кшо,heiß
567,warm::A,ле́ве,warm
568,kalt::A,йӱ́штӧ,kalt
569,kühl::A,юа́лге,kühl
570,kühl::A,южгата́,kühl
571,frisch::A,свежа́,frisch
572,feucht::A,вӱ́дыжгӧ,feucht
573,nass::A,нӧ́рӧ,nass
574,trocken::A,ку́кшо,trocken
575,voll::A,тич,voll
576,leer::A,яра́,leer
577,offen::A,виш,offen
578,geschlossen::A,пе́тырыме,geschlossen
579,geschlossen::A,тӱ́чмӧ,geschlossen
580,sauber::A,ару́,sauber
581,sauber::A,янда́р,sauber
582,schmutzig::A,лавыра́н,schmutzig
583,schmutzig::A,ла́выргыше,schmutzig
584,roh::A,кӱ́чымӧ,roh
585,reif::A,лӧза́,reif
586,lecker::A,ту́тло,lecker
587,süß::A,ше́ре,süß
588,bitter::A,ко́чо,bitter
589,sauer::A,шо́по,sauer
590,hell::A,во́лгыдо,hell
591,dunkel::A,пычке́мыш,dunkel
592,schwarz::A,шола́,schwarz
593,weiß::A,ош,weiß
594,rot::A,йошка́р,rot
595,gelb::A,сар,gelb
596,blau::A,ка́нде,blau
597,grün::A,ужа́р,grün
598,grau::A,сур,grau
599,bunt::A,олача́,bunt
600,billig::A,шу́лдо,billig
601,teuer::A,ше́рге,teuer
602,wertvoll::A,шергака́н,wertvoll
603,blind::A,со́кыр,blind
604,taub::A,соҥгыра́,taub
605,kräftig::A,куа́тле,kräftig
606,stark::A,вия́н,stark
607,schwach::A,а́лдыме,schwach
608,fett::A,коя́,fett
609,schlank::A,йоштката́,schlank
610,schlank::A,яжу́,schlank
611,hübsch::A,чеве́р,hübsch
612,böse::A,шы́де,böse
613,dumm::A,аҥыра́,dumm
614,faul::A,його,faul
615,fleißig::A,ты́ршыше,fleißig
616,geizig::A,чаҥга́,geizig
617,klug::A,уша́н,klug
618,geschickt::A,уста́,geschickt
619,lieb::A,ала́л,lieb
620,lustig::A,весела́,lustig
621,sanft::A,ны́жылге,sanft
622,hungrig::A,шу́жышо,hungrig
623,krank::A,че́рле,krank
624,nackt::A,чарама́т,nackt
625,traurig::A,ойга́н,traurig
626,lebendig::A,и́лыше,lebendig
627,gut::A,сай,gut
628,schlecht::A,уда́,schlecht
629,schlecht::A,шӱ́кшӧ,schlecht
630,richtig::A,чы́нле,richtig
631,schlimm::A,аля́к,schlimm
632,schlimm::A,тыра́н,schlimm
633,wahr::A,чы́нле,wahr
634,wahr::A,настоя́щий,wahr
635,alt::A,то́што,alt
636,neu::A,у,neu
637,ehemalig::A,о́нчычсо,ehemalig
638,ehemalig::A,онда́кысе,ehemalig
639,alt[Lebewesen]::A,шо́нто,alt
640,jung::A,са́мырык,jung
641,arm::A,нужна́,arm
642,reich::A,поя́н,reich
643,bekannt::A,па́лыме,bekannt
644,berühmt::A,лӱ́млӧ,berühmt
645,fremd::A,йот,fremd
646,verschieden::A,тӱ́рлӧ,verschieden
647,nah::A,ли́шыл,nah
648,fern::A,тора́,fern
649,fern::A,мӱ́ндыр,fern
650,linker::A,шола́,linker
651,rechter::A,пурла́,rechter
652,anderer::A,вес,anderer
653,anderer::A,мо́ло,anderer
654,erster::A,и́кымше,erster
655,zweiter::A,ко́кымшо,zweiter
656,dritter::A,ку́мшо,dritter
657,letzter::A,пыта́ртыш,letzter
658,allein::ADV,шкет,allein
659,auf einmal::ADV,икана́ште,auf einmal
660,zusammen::ADV,пырля́,zusammen
661,lange::ADV,кужу́н,lange
662,plötzlich::ADV,кенета́,plötzlich
663,sofort::ADV,кызыта́к,sofort
664,später::ADV,варара́к,später
665,jetzt::ADV,ы́нде,jetzt
666,jetzt::ADV,кы́зыт,jetzt
667,heute::ADV,та́че,heute
668,morgen::ADV,эрла́,morgen
669,bald::ADV,вашке́,bald
670,dann::ADV,вара́,dann
671,gestern::ADV,теҥге́че,gestern
672,einst::ADV,икана́,einst
673,damals::ADV,туна́м,damals
674,danach::ADV,вара́,danach
675,vorher::ADV,о́нчыч,vorher
676,zuerst::ADV,онда́к,zuerst
677,einmal::ADV,икана́,einmal
678,manchmal::ADV,ка́шын,manchmal
679,manchmal::ADV,кокла́н,manchmal
680,oft::ADV,чӱ́чкыдын,oft
681,immer::ADV,эре́,immer
682,immer::ADV,ту́тыш,immer
683,niemals::ADV,ок нигуна́м,niemals
684,hier::ADV,ты́ште,hier
685,hierhin::ADV,ты́шке,hierhin
686,hierhin::ADV,тыш,hierhin
687,von hier::ADV,тыше́ч,von hier
688,von hier::ADV,тыве́ч,von hier
689,dort::ADV,ту́што,dort
690,dorthin::ADV,туш,dorthin
691,dorthin::ADV,ту́шко,dorthin
692,geradeaus::ADV,вик,geradeaus
693,vorwärts::ADV,о́нчыко,vorwärts
694,rückwärts::ADV,шеҥге́к,rückwärts
695,zurück::ADV,мӧҥге́ш,zurück
696,unten::ADV,ӱ́лнӧ,unten
697,unten::ADV,йыма́лне,unten
698,hinab::ADV,йыма́к,hinab
699,oben::ADV,кӱ́шнӧ,oben
700,oben::ADV,ӱмба́лне,oben
701,hinauf::ADV,кӱ́ш,hinauf
702,hinauf::ADV,кӱ́шкӧ,hinauf
703,überall::ADV,чыла́ вере́,überall
704,nicht::ADV,ок,nicht
705,nicht::ADV,о́геш,nicht
706,ein wenig::ADV,изи́ш,ein wenig
707,kaum::ADV,пыкше́,kaum
708,sehr::ADV,чот,sehr
709,so::ADV,тыге́,so
710,noch::ADV,а́ле,noch
711,nur::ADV,гына́,nur
712,schon::ADV,ы́нде,schon
713,wieder::ADV,ада́к,wieder
714,vergebens::ADV,ара́м,vergebens
715,vor::PRP,о́нчыч,vor
716,hinter::PRP,шеҥге́лне,hinter
717,unter::PRP,йыма́лне,unter
718,durch::PRP,вошт,durch
719,neben::PRP,вокте́н,neben
720,zwischen::PRP,кокла́ште,zwischen
721,wegen::PRP,верч,wegen
