,Concept_ID,en,ar
850,krank sein::V,be ill,مرض
851,schmerzen::V,ache,آلم
852,husten::V,cough,كح
853,husten::V,cough,سعل
854,genesen::V,recover,نقه
855,sterben::V,die,مات
856,umkommen::V,perish,هلك
857,sich bewegen::V,move,تحرك
858,sich rühren::V,budge,تحرك
859,sich erheben::V,stand up,قام
860,sich setzen::V,sit down,جلس
861,hinfallen::V,tumble,وقع
862,laufen::V,walk,مشى
863,schreiten::V,pace,خطا
864,spazierengehen::V,go for a walk,تنزه
865,eilen::V,rush,عجل
866,sich beeilen::V,hurry,استعجل
867,sausen::V,dash,أسرع
868,rennen::V,run,عدا
869,rennen::V,run,ركض
870,springen::V,jump,قفز
871,klettern::V,climb,تسلق
872,schaukeln::V,seesaw,تأرجح
873,kriechen::V,creep,دب
874,kriechen::V,creep,زحف
875,schwimmen::V,swim,سبح
876,tauchen::V,dive,غطس
877,rudern::V,row,جذف
878,fahren::V,drive,ركب
879,fahren::V,drive,سافر
880,fliegen::V,fly,طار
881,gehen::V,go,سار
882,gehen::V,go,ذهب
883,weggehen::V,go away,ذهب
884,weggehen::V,go away,انصرف
885,abfahren::V,depart,رحل
886,anhalten::V,stop,توقف
887,hineingehen::V,go in,دخل
888,eintreten::V,enter,دخل
889,kommen::V,come,أتى
890,kommen::V,come,جاء
891,ankommen::V,arrive,وصل
892,zurückkommen::V,come back,عاد
893,zurückkommen::V,come back,رجع
894,bleiben::V,stay,مكث
895,warten::V,wait,انتظر
896,erwarten::V,wait for,ترقب
897,erwarten::V,wait for,انتظر
898,suchen::V,seek,بحث
899,suchen::V,look for,بحث
900,finden::V,find,وجد
901,versuchen::V,try,حاول
902,vorbereiten::V,prepare,أعد
903,vorbereiten::V,prepare,حضر
904,lieben::V,love,أحب
905,mögen::V,like,أحب
906,lachen::V,laugh,ضحك
907,rühren::V,move,أثر
908,weinen::V,weep,بكى
909,schimpfen::V,grumble,سب
910,schimpfen::V,grumble,شتم
911,sich ärgern::V,be annoyed,زعل
912,sich fürchten::V,be afraid,هاب
913,fürchten::V,be afraid of,خاف
914,fürchten::V,be afraid of,خشي
915,fliehen::V,flee,هرب
916,flüchten::V,escape,فر
917,sehen::V,see,رأى
918,anschauen::V,look at,نظر
919,ansehen::V,watch,نظر
920,hören::V,hear,سمع
921,zuhören::V,listen,أصغى
922,probieren::V,taste,ذاق
923,riechen::V,smell,شم
924,riechen::V,smell,استنشق
925,fühlen::V,feel,شعر
926,scheinen::V,seem,ظهر
927,zu sehen sein::V,show,ظهر
928,vernehmen::V,hear,سمع
929,frieren::V,be cold,بردان
930,tun::V,do,فعل
931,können::V,can,قدر
932,können::V,can,استطاع
933,wollen::V,want,شاء
934,wollen::V,want,أراد
935,anfangen::V,start,بدأ
936,beenden::V,finish,أنهى
937,aufhören::V,stop,توقف
938,aufhören::V,stop,انقطع
939,gelingen::V,succeed,نجح
940,geraten::V,turn out,طلع
941,öffnen::V,open,فتح
942,schließen::V,close,أغلق
943,stellen::V,put,وضع
944,stellen::V,put,أقام
945,setzen::V,place,أجلس
946,legen::V,lay,وضع
947,berühren::V,touch,مس
948,berühren::V,touch,لمس
949,verbinden::V,connect,ربط
950,verbinden::V,connect,وصل
951,bedecken::V,cover,غطى
952,aufhängen::V,hang up,علق
953,anzünden::V,light,أوقد
954,aufheben::V,pick up,لقط
955,zurücklassen::V,leave,ترك
956,verlieren::V,lose,فقد
957,fallen lassen::V,drop,أسقط
958,machen::V,make,فعل
959,herstellen::V,produce,صنع
960,herstellen::V,produce,أنتج
961,bauen::V,build,بنى
962,bauen::V,build,شيد
963,reparieren::V,mend,صلح
964,verbessern::V,improve,صحح
965,ändern::V,alter,غير
966,graben::V,dig,حفر
967,beugen::V,bow,ثنى
968,beugen::V,bow,أحنى
969,biegen::V,bend,لوى
970,drehen::V,spin,أدار
971,drehen::V,spin,دور
972,wenden::V,turn,قلب
973,umdrehen::V,turn around,قلب
974,heben::V,raise,رفع
975,hochheben::V,lift,رفع
976,ergreifen::V,seize,مسك
977,halten::V,hold,مسك
978,drücken::V,press,ضغط
979,schieben::V,push,حرك
980,kratzen::V,scrape,خدش
981,lecken::V,lick,لعق
982,beißen::V,bite,عض
983,abreißen::V,tear off,قلع
984,abschneiden::V,cut off,قطع
985,binden::V,tie,ربط
986,stecken::V,stick,دس
987,brechen::V,break,كسر
988,klopfen::V,knock,طرق
989,hauen::V,hit,ضرب
990,kleben::V,glue,ألصق
991,reiben::V,rub,حك
992,streichen::V,spread,نشر
993,schleifen::V,grind,سن
994,schneiden::V,cut,قطع
995,rütteln::V,jolt,رج
996,schütteln::V,shake,هز
997,schwenken::V,swing,لوح
998,schütten::V,pour,صب
999,füllen::V,fill,ملأ
1000,einwickeln::V,wrap,لف
1001,tragen::V,carry,حمل
1002,schleppen::V,drag,سحب
1003,ziehen::V,pull,سحب
1004,aufbewahren::V,keep,حفظ
1005,werfen::V,throw,رمى
1006,werfen::V,throw,ألقى
1007,fangen::V,catch,التقط
1008,packen::V,grab,مسك
1009,verstecken::V,hide,خبأ
1010,teilen::V,divide,قسم
1011,schicken::V,send,بعث
1012,schicken::V,send,أرسل
1013,bringen::V,bring,جلب
1014,hinzufügen::V,add,أضاف
1015,bekommen::V,get,حصل
1016,erhalten::V,receive,استلم
1017,nehmen::V,take,أخذ
1018,wählen::V,choose,اختار
1019,auswählen::V,select,انتقى
1020,bewahren::V,preserve,حافظ
1021,behindern::V,hinder,عاق
1022,verderben::V,spoil,أفسد
1023,beschädigen::V,damage,أضر
1024,zerbrechen::V,break,كسر
1025,zerreißen::V,tear,مزق
1026,zerstören::V,destroy,دمر
1027,verbrennen::V,burn,حرق
1028,geben::V,give,أعطى
1029,reichen::V,hand,ناول
1030,schenken::V,give,وهب
1031,versprechen::V,promise,وعد
1032,wünschen::V,wish,تمنى
1033,loben::V,praise,مدح
1034,küssen::V,kiss,قبل
1035,wiegen::V,rock,هدهد
1036,zudecken::V,cover,غطى
1037,wecken::V,wake,أيقظ
1038,zeigen::V,show,أرى
1039,führen::V,guide,دل
1040,lehren::V,teach,علم
1041,unterrichten::V,instruct,علم
1042,aufziehen::V,bring up,ربى
1043,leiten::V,lead,دل
1044,leiten::V,lead,أدار
1045,antreiben::V,urge,حث
1046,lassen::V,let,حدا
1047,einladen::V,invite,دعا
1048,vereinigen::V,unite,وحد
1049,besuchen::V,visit,زار
1050,treffen::V,meet,قابل
1051,sich versammeln::V,assemble,اجتمع
1052,spielen::V,play,لعب
1053,singen::V,sing,غنى
1054,tanzen::V,dance,رقص
1055,sich trennen::V,separate,افترق
1056,verlassen::V,leave,ترك
1057,retten::V,rescue,نجى
1058,retten::V,rescue,أنقذ
1059,bewachen::V,guard,حرس
1060,schützen::V,protect,حمى
1061,verteidigen::V,defend,دافع
1062,sich schlagen::V,brawl,تضارب
1063,schießen::V,shoot,أطلق
1064,siegen::V,win,انتصر
1065,ärgern::V,annoy,أزعل
1066,schlagen::V,beat,ضرب
1067,treten::V,kick,رفس
1068,stechen::V,sting,شك
1069,stoßen::V,shove,دفع
1070,stehlen::V,steal,سرق
1071,stören::V,disturb,ضايق
1072,belästigen::V,bother,أزعج
1073,verbergen::V,conceal,كتم
1074,täuschen::V,deceive,خدع
1075,betrügen::V,cheat,غش
1076,töten::V,kill,قتل
1077,wohnen::V,dwell,سكن
1078,arbeiten::V,work,عمل
1079,arbeiten::V,work,اشتغل
1080,sammeln::V,gather,جمع
1081,pflücken::V,pick,جنى
1082,pflücken::V,pick,قطف
1083,jagen::V,hunt,صاد
1084,fischen::V,fish,اصطاد
1085,fassen::V,catch,قبض
1086,hüten::V,herd,رعى
1087,treiben::V,drive,ساق
1088,anbinden::V,tie up,ربط
1089,füttern::V,feed,علف
1090,melken::V,milk,حلب
1091,hacken::V,chop,فرم
1092,gießen::V,water,سقى
1093,reifen::V,ripen,نضج
1094,zubereiten::V,cook,حضر
1095,kochen::V,boil,طبخ
1096,backen::V,bake,خبز
1097,braten::V,fry,قلى
1098,braten::V,fry,حمر
1099,umrühren::V,stir,قلب
1100,stricken::V,knit,حاك
1101,nähen::V,sew,خاط
1102,färben::V,dye,صبغ
1103,färben::V,dye,لون
1104,reinigen::V,clean,نظف
1105,waschen::V,wash,غسل
1106,abwischen::V,wipe,مسح
1107,spülen::V,rinse,شطف
1108,fegen::V,sweep,كنس
1109,kehren::V,sweep,كنس
1110,baden::V,bath,استحم
1111,sich waschen::V,wash,اغتسل
1112,ausziehen::V,take off,خلع
1113,anziehen::V,put on,لبس
1114,sich anziehen::V,get dressed,اكتسى
1115,kämmen::V,comb,مشط
1116,schmücken::V,decorate,زين
1117,sagen::V,say,قال
1118,sprechen::V,speak,تكلم
1119,reden::V,talk,تكلم
1120,sich unterhalten::V,chat,تحادث
1121,fragen::V,ask,سأل
1122,bitten::V,request,رجا
1123,erzählen::V,tell,حكي
1124,mitteilen::V,convey,بلغ
1125,nennen::V,name,سمى
1126,rufen::V,call,نادى
1127,prahlen::V,brag,فشر
1128,prahlen::V,brag,تفاخر
1129,übersetzen::V,translate,ترجم
1130,denken::V,think,فكر
1131,glauben::V,believe,اعتقد
1132,bemerken::V,notice,لاحظ
1133,erkennen::V,recognize,عرف
1134,begreifen::V,grasp,فهم
1135,begreifen::V,grasp,أدرك
1136,verstehen::V,understand,فهم
1137,lernen::V,learn,درس
1138,wissen::V,know,علم
1139,sich erinnern an::V,remember,تذكر
1140,vergessen::V,forget,نسي
1141,messen::V,measure,قاس
1142,zählen::V,count,عد
1143,zählen::V,count,أحصى
1144,rechnen::V,calculate,حسب
1145,lesen::V,read,قرأ
1146,malen::V,paint,صور
1147,zeichnen::V,draw,رسم
1148,schreiben::V,write,كتب
1149,besitzen::V,own,حاز
1150,besitzen::V,own,ملك
1151,kaufen::V,buy,اشترى
1152,verkaufen::V,sell,باع
1153,bezahlen::V,pay for,دفع
1154,zahlen::V,pay,سدد
1155,beherrschen::V,rule,حكم
1156,ertragen::V,endure,أطاق
1157,ertragen::V,endure,تحمل
