,Concept_ID,ta,pt
376,Rohr::N,குழாய்,cano
377,Haus::N,வீடு,casa
378,Heim::N,வீடு,lar
379,Heim::N,வீடு,casa
380,Ofen::N,அடுப்பு,estufa
381,Ofen::N,அடுப்பு,aquecedor
382,Fußboden::N,தரை,piso
383,Tisch::N,மேசை,mesa
384,Stuhl::N,நாற்காலி,cadeira
385,Wiege::N,தொட்டில்,berço
386,Bett::N,படுக்கை,cama
387,Regal::N,அலமாரி,estante
388,Regal::N,அலமாரி,prateleira
389,Kiste::N,பெட்டி,caixa
390,Fenster::N,சாளரம்,janela
391,Tür::N,கதவு,porta
392,Tor::N,வாசற்கதவு,portão
393,Zaun::N,வேலி,cerca
394,Zaun::N,வேலி,vedação
395,Dach::N,கூரை,telhado
396,Leiter::N,ஏணி,escada
397,Leiter::N,ஏணி,escada móvel
398,Besen::N,விளக்குமாறு,vassoura
399,Spaten::N,மண்வெட்டி,pá
400,Schaufel::N,அடிதண்டா,pá
401,Gabel::N,முட்கரண்டி,garfo
402,Löffel::N,கரண்டி,colher
403,Messer::N,கத்தி,faca
404,Nagel::N,ஆணி,cravo
405,Netz::N,வலை,rede
406,Haken::N,கொக்கி,gancho
407,Griff::N,கைப்பிடி,asa
408,Griff::N,கைப்பிடி,cabo
409,Schloss::N,பூட்டு,fechadura
410,Bild::N,படம்,imagem
411,Figur::N,எண்ணிக்கை,figura
412,Puppe::N,பொம்மை,boneca
413,Beutel::N,பை,saco
414,Beutel::N,பை,bolsa
415,Bündel::N,பொதி,fardo
416,Tasche::N,பை,saco
417,Tasche::N,பை,bolso
418,Eimer::N,வாளி,balde
419,Deckel::N,உறை,tampa
420,Geschirr::N,பாத்திரம்,louça
421,Sack::N,பை,saca
422,Tasse::N,கிண்ணம்,chávena
423,Topf::N,பானை,tacho
424,Topf::N,பானை,panela
425,Kessel::N,கெண்டி,caldeira
426,Essen::N,உணவருந்துதல்,refeição
427,Nahrung::N,உணவு,comida
428,Nahrung::N,உணவு,alimento
429,Speise::N,உணவு வகை,prato
430,Fleisch::N,இறைச்சி,carne
431,Getreide::N,மக்காச்சோளம்,cereais
432,Brei::N,கஞ்சி,puré
433,Brot::N,ரொட்டி,pão
434,Scheibe::N,துண்டு,fatia
435,Fett::N,கொழுப்பு,banha
436,Fett::N,கொழுப்பு,gordura
437,Butter::N,வெண்ணெய்,manteiga
438,Öl::N,எண்ணெய்,azeite
439,Salz::N,உப்பு,sal
440,Suppe::N,ரசம்,sopa
441,Suppe::N,ரசம்,caldo
442,Honig::N,தேன்,mel
443,Milch::N,பால்,leite
444,Tee::N,தெனீர்,chá
445,Leder::N,பதம் செய்யப்பட்ட தோல்,couro
446,Wolle::N,கம்பளி,lã
447,Stoff::N,துணி,pano
448,Stoff::N,துணி,tecido
449,Nadel::N,ஊசி,agulha
450,Faden::N,நூல்,fio
451,Knopf::N,பொத்தான்,botão
452,Knoten::N,முடிச்சு,nó
453,Farbe::N,வண்ணக் குழம்பு,corante
454,Kleidung::N,ஆடைகள்,roupa
455,Kleidung::N,ஆடைகள்,vestuário
456,Hemd::N,சட்டை,camisa
457,Kragen::N,கழுத்துப் பட்டை,gola
458,Ärmel::N,சட்டைக்கை,manga
459,Hose::N,கால்சட்டை,calça
460,Gürtel::N,பெல்ட்,cinto
461,Mütze::N,தொப்பி,boné
462,Mütze::N,தொப்பி,barrete
463,Schuh::N,காலணி,sapato
464,Stiefel::N,காலணி,bota
465,Ring::N,மோதிரம்,anel
466,Band::N,நாடா,fita
467,Band::N,நாடா,faixa
468,Kamm::N,கீப்பு,pente
469,Spiegel::N,ஆடி,espelho
470,Spiegel::N,கண்ணாடி,espelho
471,Riemen::N,வார்,correia
472,Schnur::N,கயிறு,corda
473,Schnur::N,கயிறு,cordel
474,Leine::N,தோல்வார்,trela
475,Decke::N,போர்வை,cobertor
476,Kissen::N,தலையணை,almofada
477,Tuch::N,துணி,pano
478,Handtuch::N,தண்டு,toalha
479,Kraft::N,நிர்பந்தம்,força
480,Stärke::N,பலம்,força
481,Gesundheit::N,ஆரோக்கியம்,saúde
482,Krankheit::N,நோய்,doença
483,Krankheit::N,நோய்,enfermidade
484,Schmerz::N,வலி,dor
485,Wunde::N,காயம்,chaga
486,Wunde::N,காயம்,ferida
487,Fieber::N,காய்ச்சல்,febre
488,Arznei::N,மருந்து,remédio
489,Brücke::N,பாலம்,ponte
490,Brunnen::N,கேணி,poço
491,Weide::N,மேய்ச்சல் நிலம்,pastagem
492,Pfad::N,நடை வழி,senda
493,Pfad::N,நடை வழி,trilho
494,Weg::N,வழி,caminho
495,Straße::N,சாலை,via
496,Straße::N,சாலை,estrada
497,Dorf::N,கிராமம்,aldeia
498,Stadt::N,நகரம்,cidade
499,Brief::N,கடிதம்,carta
500,Buch::N,புத்தகம்,livro
501,Buchstabe::N,எழத்து,letra
502,Zeitung::N,செய்தித்தாள்,jornal
503,Leben::N,வாழ்க்கை,vida
504,Tod::N,மரணம்,morte
505,Grab::N,சமாதி,túmulo
506,Grab::N,சமாதி,sepultura
507,Kirche::N,தேவாலயம்,igreja
508,Sünde::N,பாவம்,pecado
509,Gott::N,கடவுள்,deus
510,Arbeiter::N,தொழிலாளி,operário
511,Arbeiter::N,தொழிலாளி,trabalhador
512,Chef::N,மேலாளர்,chefe
513,Chef::N,மேலாளர்,patrão
514,Meister::N,தலைவன்,mestre
515,Arzt::N,மருத்துவர்,médico
516,Lehrer::N,ஆசிரியர்,professor
517,Geld::N,பணம்,dinheiro
518,Geschäft::N,வாணிபம்,negócio
519,Laden::N,கடை,loja
520,Preis::N,விலை,preço
521,Ware::N,சாமன்கள்,mercadoria
522,Nutzen::N,இலாபம்,proveito
523,Reichtum::N,சொத்து,riqueza
524,Welt::N,உலகம்,mundo
525,Land::N,நாடு,país
526,Staat::N,நாடு,Estado
527,König::N,அரசன்,rei
528,Macht::N,அதிகாரம்,poder
529,Macht::N,அதிகாரம்,potência
530,Grenze::N,எல்லை,fronteira
531,Krieg::N,போர்,guerra
532,Feind::N,எதிரி,inimigo
533,Gewalt::N,வன்முறை,violência
534,Kampf::N,போராட்டம்,luta
535,Kampf::N,போராட்டம்,combate
536,Bogen[Waffe]::N,வில்,arco
537,Pfeil::N,அம்பு,seta
538,Pfeil::N,அம்பு,flecha
539,Gewehr::N,துப்பாக்கி,espingarda
540,Fehler::N,தவறு,erro
541,Fehler::N,தவறு,falha
542,Lüge::N,பொய்,mentira
543,Schaden::N,சேதாரம்,dano
544,Schaden::N,சேதாரம்,estrago
545,Unglück::N,இடையூறு,desgraça
546,Schuld::N,குற்றம்,culpa
547,Alter::N,வயது,idade
548,Schluss::N,முடிவு,fim
549,Zeit::N,காலம்,tempo
550,Tag::N,நாள்,dia
551,Morgen::N,காலை நேரம்,manhã
552,Mittag::N,மதியம்,meio-dia
553,Abend::N,மாலைப் பொழுது,noite
554,Abend::N,மாலைப் பொழுது,tardinha
555,Nacht::N,இரவு,noite
556,Woche::N,வாரம்,semana
557,Monat::N,மாதம்,mês
558,Jahr::N,வருடம்,ano
559,Frühling::N,வசந்தம்,primavera
560,Sommer::N,கோடை,verão
561,Herbst::N,இலையுதிர் காலம்,outono
562,Winter::N,குளிர்காலம்,inverno
563,Januar::N,ஜனவரி,Janeiro
564,Februar::N,பிபரவரி மாதம்,Fevereiro
565,März::N,மார்ச் மாதம்,Março
566,April::N,ஏப்ரல் மாதம்,Abril
567,Mai::N,மே மாதம்,Maio
568,Juni::N,ஜூன் மாதம்,Junho
569,Juli::N,ஜூலை மாதம்,Julho
570,August::N,ஆகஸ்ட் மாதம்,Agosto
571,September::N,செப்டம்பர் மாதம்,Setembro
572,Oktober::N,அக்டோபர் மாதம்,Outubro
573,November::N,நவம்பர் மாதம்,Novembro
574,Dezember::N,டிசம்பர்,Dezembro
575,Montag::N,திங்கட் கிழமை,segunda-feira
576,Dienstag::N,செவ்வாய்க்கிழமை,terça-feira
577,Mittwoch::N,புதன் கிழமை,quarta-feira
578,Donnerstag::N,வியாழக் கிழமை,quinta-feira
579,Freitag::N,வெள்ளிக்கிழமை,sexta-feira
580,Samstag::N,சனிக்கிழமை,sábado
581,Sonntag::N,ஞாயிறுக் கிழமை,domingo
582,groß::A,பெரிய,grande
583,klein::A,சிறிய,pequeno
584,lang::A,நீண்ட,comprido
585,kurz::A,குட்டையான,curto
586,breit::A,அகலமான,largo
587,schmal::A,குறுகலான,estreito
588,dicht::A,அடர்த்தியான,denso
589,dick[Gegenstand]::A,தடித்த,grosso
590,dünn::A,சன்னமான,delgado
591,fein::A,மெல்லிய,fino
592,fein::A,மெல்லிய,subtil
593,fest::A,உறுதியாள,firme
594,fest::A,உறுதியாள,sólido
595,flach::A,தட்டையான,plano
596,glatt::A,வழுவழுப்பான,liso
597,hart::A,கடினமான,duro
598,weich::A,மென்மையான,mole
599,rund::A,உருண்டையான,redondo
600,spitz::A,திகந்தமாக,agudo
601,scharf::A,கூரான,afiado
602,stumpf::A,உளம் திறந்த,rombo
603,schwer::A,கனமான,pesado
604,schön::A,அழகான,belo
605,schön::A,அழகான,bonito
606,heiß::A,சூடான,quente
607,warm::A,இதமான,quente
608,kalt::A,குளிர்ச்சியான,frio
609,kühl::A,குளிர்ச்சியான,fresco
610,frisch::A,சுத்தமான,fresco
611,feucht::A,ஈரமான,húmido
612,nass::A,ஈரமான,molhado
613,trocken::A,உலர்ந்த,seco
614,voll::A,நிரம்பிய,cheio
615,leer::A,காலியான,vazio
616,offen::A,திறந்த,aberto
617,geschlossen::A,மூடப்பட்ட,fechado
618,sauber::A,சுத்தமான,limpo
619,schmutzig::A,அழக்கான,sujo
620,roh::A,கச்சா,cru
621,reif::A,பழுத்த,maduro
622,lecker::A,சுவைமிக்க,delicioso
623,süß::A,இனிப்பான,doce
624,bitter::A,கசப்பான,amargo
625,sauer::A,புளிப்பாக,azedo
626,hell::A,பளபளப்பான,claro
627,dunkel::A,கருமையான,escuro
628,dunkel::A,கருமையான,sombrio
629,schwarz::A,கருப்பு வண்ண,preto
630,weiß::A,வெண்மையன,branco
631,rot::A,சிவப்பு,vermelho
632,gelb::A,மஞ்சள் வண்ணம்,amarelo
633,blau::A,நீல வண்ண,azul
634,grün::A,பச்சை வண்ண,verde
635,grau::A,சாம்பல் நிற,cinzento
636,bunt::A,வண்ண மயமான,colorido
637,billig::A,மலிவான,barato
638,teuer::A,விலை அதிகமான,caro
639,wertvoll::A,மதிப்புள்ள,valioso
640,wertvoll::A,மதிப்புள்ள,precioso
641,blind::A,பார்வையற்ற,cego
642,taub::A,செவிடான,surdo
643,kräftig::A,வலிமையான,forte
644,kräftig::A,வலிமையான,poderoso
645,stark::A,பலமான,forte
646,stark::A,பலமான,robusto
647,schwach::A,பலவீனமான,débil
648,fett::A,பருமனாக,gordo
649,schlank::A,ஒல்லியான,esbelto
650,hübsch::A,அழகிய,giro
651,hübsch::A,அழகிய,bonito
652,böse::A,கேடு விளைவிக்கும்,mau
653,dumm::A,முட்டாள்தனமான,parvo
654,dumm::A,முட்டாள்தனமான,estúpido
655,faul::A,சோம்பலான,preguiçoso
656,fleißig::A,ஊக்கந்தளராத,aplicado
657,fleißig::A,ஊக்கந்தளராத,diligente
658,geizig::A,கஞேசத்தனமான,avarento
659,klug::A,சாதுரியமான,prudente
660,klug::A,சாதுரியமான,inteligente
661,geschickt::A,திறமையள்ள,hábil
662,lieb::A,அன்புக்குரிய,caro
663,lieb::A,அன்புக்குரிய,querido
664,lustig::A,களிப்புமிக்க,alegre
665,sanft::A,சாதுவான,suave
666,sanft::A,சாதுவான,brando
667,hungrig::A,பசியுடன்,faminto
668,krank::A,நோயுற்று,doente
669,krank::A,நோயுற்று,enfermo
670,nackt::A,ஆடையற்ற,nu
671,nackt::A,ஆடையற்ற,despido
672,traurig::A,சோகமான,triste
673,lebendig::A,பிழைப்பு,vivo
674,gut::A,நல்ல,bom
675,schlecht::A,கெட்ட,mau
676,schlecht::A,கெட்ட,ruim
677,richtig::A,சரியான,justo
678,richtig::A,சரியான,correcto
679,schlimm::A,அருவருப்பான,mau
680,schlimm::A,அருவருப்பான,grave
681,wahr::A,உண்மையான,verdadeiro
682,alt::A,பழைய,velho
683,alt::A,பழைய,antigo
684,neu::A,புதிய,novo
685,ehemalig::A,முன்நாள்,antigo
686,alt[Lebewesen]::A,வயதான,velho
687,jung::A,இளமையான,jovem
688,arm::A,ஏழ்மையான,pobre
689,reich::A,செல்வம் படைத்த,rico
690,bekannt::A,பழக்கப்பட்ட,conhecido
691,berühmt::A,புகழ்பெற்ற,famoso
692,berühmt::A,புகழ்பெற்ற,célebre
693,fremd::A,அயல் நாட்டு,alheio
694,fremd::A,அயல் நாட்டு,estranho
695,verschieden::A,வித்தியாசமான,diverso
696,verschieden::A,வித்தியாசமான,diferente
697,nah::A,பக்கத்தில் உள்ள,próximo
698,fern::A,தொலை தூரத்தில்,remoto
699,fern::A,தொலை தூரத்தில்,distante
700,linker::A,மீந்திருக்கும்,esquerdo
701,rechter::A,வலதுபக்கம்,direito
702,anderer::A,மற்ற,outro
703,erster::A,முதனமையான,primeiro
704,zweiter::A,இரண்டாவது,segundo
705,dritter::A,மூன்றாவது,terceiro
