,Concept_ID,de,myv
224,Eltern::N,Eltern,тетят-ават
225,Vater::N,Vater,тетя
226,Mutter::N,Mutter,ава
227,Sohn::N,Sohn,цёра
228,Tochter::N,Tochter,тейтерь
229,Bruder::N,Bruder,леля
230,Bruder::N,Bruder,ялакс
231,Schwester::N,Schwester,сазор
232,Onkel::N,Onkel,леля
233,Tante::N,Tante,патя
234,Ehemann::N,Ehemann,мирде
235,Ehefrau::N,Ehefrau,ни
236,Freude::N,Freude,кеняркс
237,Gelächter::N,Gelächter,ракамо
238,Gelächter::N,Gelächter,пейдема
239,Glück::N,Glück,уцяска
240,Kummer::N,Kummer,рискс
241,Kummer::N,Kummer,мелявкс
242,Wunsch::N,Wunsch,мель
243,Wunsch::N,Wunsch,бажамо
244,Lust::N,Lust,бажамо
245,Geist::N,Geist,ойме
246,Gedanke::N,Gedanke,мель
247,Gedächtnis::N,Gedächtnis,мель
248,Verstand::N,Verstand,прев
249,Sinn::N,Sinn,толк
250,Sinn::N,Sinn,смысла
251,Grund::N,Grund,тувтал
252,Wahrheit::N,Wahrheit,видечи
253,Gespräch::N,Gespräch,кортнема
254,Märchen::N,Märchen,ёвкс
255,Erzählung::N,Erzählung,ёвтнема
256,Nachricht::N,Nachricht,куля
257,Neuigkeit::N,Neuigkeit,куля
258,Name::N,Name,лем
259,Rätsel::N,Rätsel,содамоёвкс
260,Rede::N,Rede,кортамо
261,Sprache::N,Sprache,кель
262,Stimme::N,Stimme,ваигель
263,Wort::N,Wort,вал
264,Zeichen::N,Zeichen,теште
265,Ruf::N,Ruf,тердема
266,Lärm::N,Lärm,шалнома
267,Laut::N,Laut,вайгель
268,Ton::N,Ton,гайнема
269,Lied::N,Lied,моро
270,Ruhe::N,Ruhe,оймамо
271,Leute::N,Leute,ломанть
272,Volk::N,Volk,народ
273,Arbeit::N,Arbeit,тев
274,Gast::N,Gast,инже
275,Geschenk::N,Geschenk,казне
276,Spiel::N,Spiel,налксема
277,Gesellschaft::N,Gesellschaft,община
278,Hilfe::N,Hilfe,лездамо
279,Freund::N,Freund,оя
280,Freund::N,Freund,ялга
281,Kamerad::N,Kamerad,оя
282,Kamerad::N,Kamerad,ялга
283,Angelegenheit::N,Angelegenheit,тев
284,Anzahl::N,Anzahl,ламоксчи
285,Art::N,Art,вид
286,Stück::N,Stück,пакш
287,Stück::N,Stück,пелькс
288,Teil::N,Teil,часть
289,Teil::N,Teil,пелькс
290,Hälfte::N,Hälfte,пель
291,Hälfte::N,Hälfte,пелькс
292,Kreis::N,Kreis,кирькс
293,Kreuz::N,Kreuz,крёст
294,Linie::N,Linie,кикс
295,Strich::N,Strich,межа
296,Abstand::N,Abstand,ютко
297,Entfernung::N,Entfernung,ютко
298,Gegend::N,Gegend,тарка
299,Gegend::N,Gegend,пертьпелькс
300,Platz::N,Platz,васолкс
301,Ort::N,Ort,тарка
302,Seite::N,Seite,ён
303,Seite::N,Seite,чире
304,Mitte::N,Mitte,куншка
305,Gegenstand::N,Gegenstand,предмет
306,Sache::N,Sache,тев
307,Sache::N,Sache,веща
308,Rand::N,Rand,пе
309,Rand::N,Rand,чире
310,Kante::N,Kante,ирдез
311,Ecke::N,Ecke,ужо
312,Spitze::N,Spitze,пряне
313,Spitze::N,Spitze,пе
314,Ende::N,Ende,пе
315,Loch::N,Loch,варя
316,Winkel::N,Winkel,ужо
317,Muster::N,Muster,сёрма
318,Größe::N,Größe,сэрь
319,Größe::N,Größe,покшолма
320,Länge::N,Länge,кувалмо
321,Höhe::N,Höhe,сэрь
322,Höhe::N,Höhe,пандо
323,Gewicht::N,Gewicht,сталмо
324,Menge::N,Menge,лововкс
325,Haufen::N,Haufen,мар
326,Haufen::N,Haufen,валявкс
327,Reihe::N,Reihe,ряд
328,Boot::N,Boot,венч
329,Ruder::N,Ruder,милё
330,Schlitten::N,Schlitten,нурдт
331,Ski::N,Ski,сокс
332,Lagerfeuer::N,Lagerfeuer,толбандя
333,Last::N,Last,сталмо
334,Last::N,Last,кандома
335,Gang::N,Gang,молема
336,Gang::N,Gang,якамо
337,Schritt::N,Schritt,эскелькс
338,Norden::N,Norden,якшамо ёнкс
339,Süden::N,Süden,лембе ёнкс
340,Westen::N,Westen,чивалгома
341,Osten::N,Osten,чилисема
342,Holz::N,Holz,чувто
343,Brett::N,Brett,лаз
344,Platte::N,Platte,плита
345,Stütze::N,Stütze,неже
346,Stange::N,Stange,олга
347,Stock::N,Stock,мандо
348,Stab::N,Stab,олога
349,Rohr::N,Rohr,турба
350,Haus::N,Haus,кудо
351,Heim::N,Heim,кудо
352,Ofen::N,Ofen,каштомо
353,Fußboden::N,Fußboden,киякс
354,Tisch::N,Tisch,столь
355,Stuhl::N,Stuhl,стул
356,Wiege::N,Wiege,лавсь
357,Wiege::N,Wiege,нурямот
358,Bett::N,Bett,ацамо
359,Regal::N,Regal,лався
360,Regal::N,Regal,лавсяланго
361,Kiste::N,Kiste,горобия
362,Kiste::N,Kiste,сундук
363,Fenster::N,Fenster,вальма
364,Tür::N,Tür,кенкш
365,Tor::N,Tor,ортат
366,Zaun::N,Zaun,пирявт
367,Zaun::N,Zaun,пирвякс
368,Dach::N,Dach,кудопря
369,Leiter::N,Leiter,кузтема
370,Besen::N,Besen,тенсть
371,Spaten::N,Spaten,койме
372,Schaufel::N,Schaufel,кече
373,Schaufel::N,Schaufel,келей койме
374,Gabel::N,Gabel,сянгине
375,Löffel::N,Löffel,пенч
376,Messer::N,Messer,пеель
377,Nagel::N,Nagel,эске
378,Netz::N,Netz,алтыма
379,Haken::N,Haken,кечказ
380,Griff::N,Griff,кедне
381,Schloss::N,Schloss,замок
382,Schloss::N,Schloss,панжома
383,Bild::N,Bild,картина
384,Figur::N,Figur,рунго
385,Puppe::N,Puppe,няка
386,Beutel::N,Beutel,кескав
387,Bündel::N,Bündel,керькс
388,Tasche::N,Tasche,юдма
389,Eimer::N,Eimer,ведра
390,Deckel::N,Deckel,велькс
391,Geschirr::N,Geschirr,кедьге
392,Sack::N,Sack,кескав
393,Tasse::N,Tasse,чакш
394,Topf::N,Topf,кастрюля
395,Kessel::N,Kessel,котёл
396,Essen::N,Essen,ярсамо
397,Nahrung::N,Nahrung,ярсамопель
398,Speise::N,Speise,ярсамопель
399,Fleisch::N,Fleisch,сывель
400,Getreide::N,Getreide,сюро
401,Brei::N,Brei,каша
402,Brot::N,Brot,кши
403,Scheibe::N,Scheibe,кочом
404,Scheibe::N,Scheibe,сускомо
405,Fett::N,Fett,куя
406,Butter::N,Butter,ой
407,Öl::N,Öl,ой
408,Salz::N,Salz,сал
409,Suppe::N,Suppe,ям
410,Honig::N,Honig,медь
411,Milch::N,Milch,ловсо
412,Tee::N,Tee,чай
413,Leder::N,Leder,киське
414,Wolle::N,Wolle,пона
415,Stoff::N,Stoff,коцт
416,Nadel::N,Nadel,салмукс
417,Faden::N,Faden,суре
418,Knopf::N,Knopf,пов
419,Knoten::N,Knoten,сюлмо
420,Farbe::N,Farbe,артомапель
421,Kleidung::N,Kleidung,оршамот
422,Hemd::N,Hemd,панар
423,Kragen::N,Kragen,сиве
424,Ärmel::N,Ärmel,ожа
425,Hose::N,Hose,понкст
426,Gürtel::N,Gürtel,каркс
427,Mütze::N,Mütze,чапка
428,Schuh::N,Schuh,туфля
429,Stiefel::N,Stiefel,кем
430,Ring::N,Ring,суркс
431,Band::N,Band,лента
432,Kamm::N,Kamm,сурсеме
433,Spiegel::N,Spiegel,чавачамо
434,Riemen::N,Riemen,кшнань каркс
435,Schnur::N,Schnur,пикс
436,Leine::N,Leine,ведьме
437,Decke::N,Decke,вельтямо
438,Kissen::N,Kissen,тодов
439,Tuch::N,Tuch,паця
440,Handtuch::N,Handtuch,нардамо
441,Kraft::N,Kraft,вий
442,Stärke::N,Stärke,виевчи
443,Gesundheit::N,Gesundheit,шумбрачи
444,Krankheit::N,Krankheit,орма
445,Krankheit::N,Krankheit,сэредема
446,Schmerz::N,Schmerz,сэредькс
447,Wunde::N,Wunde,керявкс
448,Fieber::N,Fieber,маштыкс
449,Arznei::N,Arznei,ормаменькс
450,Brücke::N,Brücke,сэдь
451,Brücke::N,Brücke,мадамо
452,Brunnen::N,Brunnen,лисьма
453,Weide::N,Weide,ракшань ванома тарка
454,Pfad::N,Pfad,ян
455,Weg::N,Weg,ки
456,Straße::N,Straße,ки
457,Dorf::N,Dorf,веле
458,Stadt::N,Stadt,ош
459,Brief::N,Brief,сёрма
460,Buch::N,Buch,книга
461,Buchstabe::N,Buchstabe,буква
462,Zeitung::N,Zeitung,газета
463,Leben::N,Leben,эрямо
464,Tod::N,Tod,кулома
465,Grab::N,Grab,калмо
466,Kirche::N,Kirche,церькова
467,Sünde::N,Sünde,чумочи
468,Gott::N,Gott,паз
469,Arbeiter::N,Arbeiter,робочей
470,Chef::N,Chef,прявт
471,Meister::N,Meister,кол тевень тенця
472,Arzt::N,Arzt,врач
473,Lehrer::N,Lehrer,учитель
474,Lehrer::N,Lehrer,тонавтыця
475,Geld::N,Geld,ярмак
476,Geschäft::N,Geschäft,ладязь тев
477,Laden::N,Laden,лавка
478,Preis::N,Preis,питне
479,Ware::N,Ware,миевкс
480,Ware::N,Ware,рамавкс
481,Nutzen::N,Nutzen,паро
482,Nutzen::N,Nutzen,лезэ
483,Reichtum::N,Reichtum,сюпавчи
484,Welt::N,Welt,мир
485,Welt::N,Welt,мастор ланго
486,Land::N,Land,мастор
487,Staat::N,Staat,государства
488,König::N,König,король
489,Macht::N,Macht,азорксчи
490,Grenze::N,Grenze,буен тешкс
491,Krieg::N,Krieg,война
492,Feind::N,Feind,душман
493,Gewalt::N,Gewalt,нарьгамо
494,Kampf::N,Kampf,тюрема
495,Bogen[Waffe]::N,Bogen,нал
496,Pfeil::N,Pfeil,нал
497,Gewehr::N,Gewehr,ружия
498,Gewehr::N,Gewehr,винтовка
499,Fehler::N,Fehler,ильведькс
500,Fehler::N,Fehler,ильведевкс
501,Lüge::N,Lüge,манчема
502,Lüge::N,Lüge,кенгелема
503,Schaden::N,Schaden,зыян
504,Unglück::N,Unglück,зыян
505,Schuld::N,Schuld,чумочи
506,Alter::N,Alter,шка
507,Schluss::N,Schluss,пе
508,Zeit::N,Zeit,шка
509,Zeit::N,Zeit,пинге
510,Tag::N,Tag,чи
511,Morgen::N,Morgen,валске
512,Mittag::N,Mittag,чикуншка
513,Abend::N,Abend,чокшнэ
514,Nacht::N,Nacht,ве
515,Woche::N,Woche,недля
516,Monat::N,Monat,ков
517,Jahr::N,Jahr,ие
518,Frühling::N,Frühling,тундо
519,Sommer::N,Sommer,кизэ
520,Herbst::N,Herbst,сёксь
521,Winter::N,Winter,теле
522,Januar::N,Januar,якшамков
523,Februar::N,Februar,февраль
524,März::N,März,март
525,April::N,April,апрель
526,Mai::N,Mai,май
527,Juni::N,Juni,июнь
528,Juli::N,Juli,июль
529,August::N,August,август
530,September::N,September,сентября
531,Oktober::N,Oktober,октября
532,November::N,November,ноября
533,Dezember::N,Dezember,декабря
534,Montag::N,Montag,пондельник
535,Dienstag::N,Dienstag,овторник
536,Mittwoch::N,Mittwoch,серёда
537,Donnerstag::N,Donnerstag,цетьверьг
538,Freitag::N,Freitag,пеця
539,Samstag::N,Samstag,субута
540,Samstag::N,Samstag,шлямочи
541,Sonntag::N,Sonntag,недлячи
542,groß::A,groß,ине
543,groß::A,groß,покш
544,klein::A,klein,вишка
545,lang::A,lang,кувака
546,kurz::A,kurz,нурькине
547,breit::A,breit,келей
548,schmal::A,schmal,теине
549,dicht::A,dicht,тусто
550,dick[Gegenstand]::A,dick,эчке
551,dünn::A,dünn,човине
552,fein::A,fein,човине
553,fest::A,fest,кеме
554,flach::A,flach,лапужа
555,glatt::A,glatt,валаня
556,hart::A,hart,калгодо
557,weich::A,weich,чевте
558,rund::A,rund,кеверь
559,spitz::A,spitz,пшти
560,scharf::A,scharf,пшти
561,stumpf::A,stumpf,ношка
562,schwer::A,schwer,стака
563,schön::A,schön,мазый
564,heiß::A,heiß,пси
565,warm::A,warm,лембе
566,kalt::A,kalt,якшамо
567,kühl::A,kühl,экше
568,frisch::A,frisch,свежа
569,feucht::A,feucht,летьке
570,nass::A,nass,начко
571,trocken::A,trocken,коське
572,voll::A,voll,пешксе
573,leer::A,leer,чаво
574,offen::A,offen,панжадо
575,offen::A,offen,виде
576,geschlossen::A,geschlossen,пекстазь
577,geschlossen::A,geschlossen,сёлгозь
578,sauber::A,sauber,ванькс
579,schmutzig::A,schmutzig,ливезев
580,roh::A,roh,верек
581,reif::A,reif,кенерезь
582,lecker::A,lecker,тантей
583,süß::A,süß,ламбамо
584,bitter::A,bitter,сэпей
585,sauer::A,sauer,чапамо
586,hell::A,hell,валдо
587,dunkel::A,dunkel,чопода
588,schwarz::A,schwarz,раужо
589,weiß::A,weiß,ашо
590,rot::A,rot,якстере
591,gelb::A,gelb,ожо
592,blau::A,blau,сэнь
593,grün::A,grün,пиже
594,grau::A,grau,шержев
595,bunt::A,bunt,сёрмав
596,billig::A,billig,аволь питней
597,teuer::A,teuer,питней
598,wertvoll::A,wertvoll,питней
599,blind::A,blind,сокор
600,taub::A,taub,амариця
601,kräftig::A,kräftig,пек виев
602,stark::A,stark,виев
603,schwach::A,schwach,лавшо
604,fett::A,fett,куя
605,schlank::A,schlank,виде ронга
606,hübsch::A,hübsch,мазый
607,böse::A,böse,кежей
608,dumm::A,dumm,чавола
609,dumm::A,dumm,превтеме
610,faul::A,faul,нузякс
611,fleißig::A,fleißig,мелень путыця
612,geizig::A,geizig,скупой
613,klug::A,klug,превей
614,geschickt::A,geschickt,маштозь теезь
615,lieb::A,lieb,вадря
616,lustig::A,lustig,весёла
617,sanft::A,sanft,сэтьме
618,hungrig::A,hungrig,вачо
619,krank::A,krank,сэредиця
620,nackt::A,nackt,штапо
621,traurig::A,traurig,нусманя
622,lebendig::A,lebendig,эриця
623,gut::A,gut,паро
624,schlecht::A,schlecht,берянь
625,richtig::A,richtig,виде
626,schlimm::A,schlimm,берянь
627,wahr::A,wahr,алкуксонь
628,alt::A,alt,ташто
629,neu::A,neu,од
630,ehemalig::A,ehemalig,икелень
631,alt[Lebewesen]::A,alt,сыре
632,jung::A,jung,од
633,arm::A,arm,кажов
634,reich::A,reich,сюпав
635,bekannt::A,bekannt,содавикс
636,berühmt::A,berühmt,содавикс
637,fremd::A,fremd,лия
638,fremd::A,fremd,асодавикс
639,verschieden::A,verschieden,эрьва
640,nah::A,nah,а васолонь
641,fern::A,fern,умонь
642,fern::A,fern,кезэрень
643,linker::A,linker,керш
644,rechter::A,rechter,вить
645,anderer::A,anderer,лия
646,erster::A,erster,васень
647,erster::A,erster,васенце
648,zweiter::A,zweiter,омбоце
649,dritter::A,dritter,колмоце
650,letzter::A,letzter,меельце
651,allein::ADV,allein,башка
652,allein::ADV,allein,ськамонзо
653,auf einmal::ADV,auf einmal,вейсэ
654,zusammen::ADV,zusammen,вейс
655,zusammen::ADV,zusammen,вейсэ
656,lange::ADV,lange,кувать
657,plötzlich::ADV,plötzlich,апак учо
658,sofort::ADV,sofort,курок
659,sofort::ADV,sofort,нейке
660,später::ADV,später,мейле
661,jetzt::ADV,jetzt,ней
662,heute::ADV,heute,течи
663,morgen::ADV,morgen,ванды
664,bald::ADV,bald,курок
665,dann::ADV,dann,мейле
666,dann::ADV,dann,седе мейле
667,gestern::ADV,gestern,исяк
668,einst::ADV,einst,весть
669,einst::ADV,einst,зярдо-бути
670,damals::ADV,damals,сестэ
671,danach::ADV,danach,мейле
672,danach::ADV,danach,седе мейле
673,vorher::ADV,vorher,васняяк
674,zuerst::ADV,zuerst,васня
675,einmal::ADV,einmal,весть
676,manchmal::ADV,manchmal,лиясто
677,oft::ADV,oft,сеетьстэ
678,immer::ADV,immer,свал
679,niemals::ADV,niemals,а зярдояк
680,hier::ADV,hier,тесэ
681,hierhin::ADV,hierhin,тей
682,von hier::ADV,von hier,тестэ
683,dort::ADV,dort,тосо
684,dorthin::ADV,dorthin,тов
685,geradeaus::ADV,geradeaus,витьстэ
686,vorwärts::ADV,vorwärts,икелев
687,rückwärts::ADV,rückwärts,мекев
688,zurück::ADV,zurück,мекев
689,unten::ADV,unten,ало
690,hinab::ADV,hinab,алов
691,oben::ADV,oben,вере
692,hinauf::ADV,hinauf,верев
693,überall::ADV,überall,эрьва косо
694,nicht::ADV,nicht,а
695,ein wenig::ADV,ein wenig,аламошка
696,kaum::ADV,kaum,ансяк
697,sehr::ADV,sehr,пек
698,sehr::ADV,sehr,вельть
699,so::ADV,so,истя
700,noch::ADV,noch,таго
701,nur::ADV,nur,ансяк
702,schon::ADV,schon,уш
703,wieder::ADV,wieder,таго
704,vergebens::ADV,vergebens,стяко
705,vor::PRP,vor,икеле
706,hinter::PRP,hinter,вельде
707,unter::PRP,unter,ало
708,durch::PRP,durch,пачк
709,neben::PRP,neben,вакссо
710,zwischen::PRP,zwischen,ютксо
711,wegen::PRP,wegen,кис
712,wegen::PRP,wegen,коряс
713,wegen::PRP,wegen,кувалт
714,dies::PRN,dies,те
715,das::PRN,das,те
716,das::PRN,das,тона
717,alles::PRN,alles,весе
718,alles::PRN,alles,весемесь
719,ich::PRN,ich,мон
720,du::PRN,du,тон
721,er::PRN,er,сон
722,wir::PRN,wir,минь
723,ihr::PRN,ihr,тынь
724,sie::PRN,sie,сынь
725,was::FPRN,was,мезе
726,wer::FPRN,wer,ки
727,wo::FADV,wo,косо
728,wohin::FADV,wohin,ков
729,wohin::FADV,wohin,козо
730,wie::FADV,wie,кода
731,warum::FADV,warum,мекс
732,wieviel::FNUM,wieviel,зяро
733,eins::NUM,eins,вейке
734,zwei::NUM,zwei,кавто
735,drei::NUM,drei,колмо
736,vier::NUM,vier,ниле
737,fünf::NUM,fünf,вете
738,sechs::NUM,sechs,кото
739,sieben::NUM,sieben,сисем
740,acht::NUM,acht,кавксо
741,neun::NUM,neun,вейксэ
742,zehn::NUM,zehn,кемень
743,elf::NUM,elf,кевейкее
744,zwölf::NUM,zwölf,кемгавтово
745,zwanzig::NUM,zwanzig,комсь
746,dreißig::NUM,dreißig,колоньгемень
747,vierzig::NUM,vierzig,ниленьгемень
748,fünfzig::NUM,fünfzig,ведьгемень
749,sechzig::NUM,sechzig,кодгемень
750,siebzig::NUM,siebzig,сизьгемень
751,achtzig::NUM,achtzig,кавксоньгемень
752,neunzig::NUM,neunzig,вейксэньгемень
753,hundert::NUM,hundert,сядо
754,tausend::NUM,tausend,тыща
755,und::CNJ,und,ды
756,oder::CNJ,oder,или
757,stehen::V,stehen,аштемс стядо
758,sitzen::V,sitzen,аштемс озадо
759,liegen::V,liegen,мадезь аштемс
760,hängen::V,hängen,нурьгемс
761,werden::V,werden,арамс
762,passieren::V,passieren,лисэмс
763,beginnen::V,beginnen,ушодомс
764,enden::V,enden,лоткамс
765,wechseln::V,wechseln,полавтнемс
766,aufgehen[Sonne]::V,aufgehen,лисемс
767,aufgehen[Sonne]::V,aufgehen,стямс
768,untergehen[Sonne]::V,untergehen,валгомс
769,scheinen[Sonne]::V,scheinen,валдомтомс
770,donnern::V,donnern,цярномс
771,donnern::V,donnern,галдордомс
772,wehen::V,wehen,пувамс
773,strömen::V,strömen,чудемс
774,fließen::V,fließen,чудемс
775,sich drehen::V,sich drehen,велямс
776,schwanken::V,schwanken,лыкамс
777,schwanken::V,schwanken,якамс
778,schwingen::V,schwingen,нурсемс
779,schwingen::V,schwingen,лыкамс
780,fallen::V,fallen,прамс
781,fallen::V,fallen,сяворемс
782,brennen::V,brennen,паломс
783,rauchen::V,rauchen,качадомс
784,regnen::V,regnen,пиземс
785,gefrieren::V,gefrieren,кельмемс
786,tauen::V,tauen,соламс
787,schmelzen::V,schmelzen,соламс
788,trocknen::V,trocknen,коськемс
789,sieden::V,sieden,лакамс
790,sieden::V,sieden,пиксемс
