,Concept_ID,be,es
831,sechzig::NUM,шесдзесят,sesenta
832,siebzig::NUM,семдзесят,setenta
833,achtzig::NUM,восемдзесят,ochenta
834,neunzig::NUM,дзевяноста,noventa
835,hundert::NUM,сто,cien
836,hundert::NUM,сто,ciento
837,tausend::NUM,тысяча,mil
838,und::CNJ,і,y
839,und::CNJ,ды,y
840,oder::CNJ,або,o
841,stehen::V,стаяць,estar de pie
842,sitzen::V,сядзець,estar sentado
843,liegen::V,ляжаць,yacer
844,liegen::V,ляжаць,estar acostado
845,hängen::V,вісець,pender
846,werden::V,стаць,hacerse
847,werden::V,зрабіцца,hacerse
848,passieren::V,трапіцца,suceder
849,beginnen::V,пачацца,iniciarse
850,beginnen::V,пачацца,principiar
851,enden::V,кончыцца,acabar
852,enden::V,кончыцца,terminar
853,wechseln::V,мяняцца,variar
854,wechseln::V,мяняцца,alternar
855,aufgehen[Sonne]::V,узысці,salir
856,untergehen[Sonne]::V,зайсці,ponerse
857,untergehen[Sonne]::V,зайсці,descender
858,scheinen[Sonne]::V,свяціць,brillar
859,donnern::V,грымець,tronar
860,wehen::V,дзьмуць,soplar
861,strömen::V,ліцца,afluir
862,fließen::V,цячы,fluir
863,fließen::V,цячы,correr
864,sich drehen::V,круціцца,girar
865,sich drehen::V,варочацца,girar
866,schwanken::V,хістацца,vacilar
867,schwingen::V,гайдацца,oscilar
868,schwingen::V,калыхацца,oscilar
869,fallen::V,падаць,caer
870,brennen::V,гарэць,arder
871,brennen::V,гарэць,quemar
872,rauchen::V,дымець,humear
873,rauchen::V,дымець,echar humo
874,regnen::V,дажджыць,llover
875,gefrieren::V,замерзнуць,helarse
876,tauen::V,раставаць,deshelarse
877,schmelzen::V,плавіцца,fundirse
878,schmelzen::V,плавіцца,derretirse
879,trocknen::V,сохнуць,secarse
880,sieden::V,кіпець,hervir
881,faulen::V,гнісці,pudrirse
882,verfaulen::V,згнісці,pudrirse
883,reißen::V,ірвацца,romperse
884,versinken::V,тануць,hundirse
885,vergehen::V,праходзіць,pasar
886,erscheinen::V,зʼявіцца,aparecer
887,verschwinden::V,знікнуць,desaparecer
888,sinken::V,спадаць,bajar
889,abnehmen::V,паменшыцца,decrecer
890,abnehmen::V,паменшыцца,disminuir
891,zunehmen::V,павялічвацца,crecer
892,zunehmen::V,павялічвацца,aumentar
893,steigen::V,паднімацца,subir
894,steigen::V,паднімацца,ascender
895,wachsen::V,расці,crecer
896,glänzen::V,блішчаць,brillar
897,glänzen::V,блішчаць,resplandecer
898,funkeln::V,бліскаць,chispear
899,lärmen::V,шумець,hacer ruido
900,läuten::V,званіць,sonar
901,läuten::V,званіць,repicar
902,klingeln::V,званіць,tocar el timbre
903,klirren::V,бразгаць,tintinear
904,brausen::V,бушаваць,zumbar
905,rauschen::V,шастаць,murmurar
906,klingen::V,гучаць,sonar
907,bellen::V,брахаць,ladrar
908,heulen::V,выць,ulular
909,blasen::V,дзьмухнуць,soplar
910,pfeifen::V,свістаць,silbar
911,schreien::V,крычаць,gritar
912,stöhnen::V,стагнаць,gemir
913,zittern::V,дрыжаць,temblar
914,leben::V,жыць,vivir
915,geboren werden::V,нарадзіцца,nacer
916,atmen::V,дыхаць,respirar
917,trinken::V,піць,beber
918,essen::V,есці,comer
919,schlucken::V,глытаць,tragar
920,müde werden::V,стаміцца,cansarse
921,müde werden::V,стаміцца,fatigarse
922,einschlafen::V,заснуць,dormirse
923,schlafen::V,спаць,dormir
924,aufwachen::V,рассыпацца,despertarse
925,aufstehen::V,устаць,levantarse
926,sich erholen::V,адпачываць,reposar
927,sich erholen::V,адпачываць,descansar
928,krank werden::V,захварэць,caer enfermo
929,krank sein::V,хварэць,estar enfermo
930,schmerzen::V,балець,doler
931,husten::V,кашляць,toser
932,genesen::V,паправіцца,convalecer
933,genesen::V,паправіцца,restablecerse
934,genesen::V,паздаравець,convalecer
935,genesen::V,паздаравець,restablecerse
936,sterben::V,памерці,morir
937,umkommen::V,загінуць,perecer
938,sich bewegen::V,рухацца,moverse
939,sich rühren::V,варушыцца,rebullir
940,sich erheben::V,устаць,levantarse
941,sich setzen::V,сесці,sentarse
942,hinfallen::V,упасці,caerse
943,laufen::V,хадзіць,andar
944,schreiten::V,шагаць,proceder
945,schreiten::V,крочыць,proceder
946,spazierengehen::V,гуляць,pasear
947,spazierengehen::V,гуляць,pasearse
948,eilen::V,спяшацца,correr prisa
949,sich beeilen::V,спяшацца,darse prisa
950,sausen::V,імчацца,correr
951,rennen::V,бегаць,correr
952,springen::V,скакаць,saltar
953,klettern::V,лазіць,trepar
954,klettern::V,лазіць,escalar
955,schaukeln::V,гайдацца,bambolearse
956,kriechen::V,поўзаць,reptar
957,kriechen::V,поўзаць,arrastrarse
958,schwimmen::V,плаваць,nadar
959,tauchen::V,ныраць,bucear
960,tauchen::V,ныраць,sumergirse
961,rudern::V,веславаць,remar
962,fahren::V,ехаць,ir
963,fliegen::V,лятаць,volar
964,gehen::V,ісці,ir
965,gehen::V,ісці,andar
966,weggehen::V,пайсці,irse
967,weggehen::V,пайсці,marcharse
968,abfahren::V,адʼяжджаць,salir
969,abfahren::V,адʼяжджаць,partir
970,anhalten::V,спыніцца,parar
971,anhalten::V,спыніцца,pararse
972,anhalten::V,затрымацца,parar
973,anhalten::V,затрымацца,pararse
974,hineingehen::V,уваходзіць,entrar
975,eintreten::V,увайсці,entrar
976,kommen::V,прыйсці,venir
977,ankommen::V,прыбыць,llegar
978,zurückkommen::V,вярнуцца,volver
979,zurückkommen::V,вярнуцца,regresar
980,bleiben::V,застацца,quedarse
981,warten::V,чакаць,esperar
982,erwarten::V,чакаць,esperar
983,suchen::V,шукаць,buscar
984,finden::V,знайсці,hallar
985,finden::V,знайсці,encontrar
986,versuchen::V,прабаваць,intentar
987,vorbereiten::V,падрыхтаваць,preparar
988,lieben::V,кахаць,amar
989,lieben::V,кахаць,querer
990,mögen::V,любіць,querer
991,lachen::V,смяяцца,reír
992,rühren::V,расчуліць,conmover
993,weinen::V,плакаць,llorar
994,schimpfen::V,лаяцца,regañar
995,sich ärgern::V,сердаваць,enfadarse
996,sich fürchten::V,баяцца,tener miedo
997,fürchten::V,баяцца,temer
998,fürchten::V,баяцца,tener miedo a
999,fliehen::V,уцякаць,huir
1000,flüchten::V,уцячы,escaparse
1001,sehen::V,бачыць,ver
1002,anschauen::V,паглядзець,mirar
1003,ansehen::V,глядзець,mirar
1004,hören::V,чуць,oír
1005,zuhören::V,слухаць,escuchar
1006,probieren::V,каштаваць,probar
1007,probieren::V,каштаваць,degustar
1008,riechen::V,нюхаць,oler
1009,fühlen::V,адчуваць,sentir
1010,scheinen::V,здавацца,parecer
1011,zu sehen sein::V,віднецца,poder verse
1012,vernehmen::V,пачуць,oír
1013,vernehmen::V,пачуць,percibir
1014,frieren::V,мёрзнуць,tener frío
1015,tun::V,рабіць,hacer
1016,können::V,умець,poder
1017,wollen::V,хацець,querer
1018,anfangen::V,пачаць,iniciar
1019,beenden::V,закончыць,acabar
1020,beenden::V,закончыць,terminar
1021,aufhören::V,перастаць,cesar
1022,gelingen::V,удацца,salir bien
1023,geraten::V,аказацца,salir
1024,geraten::V,аказацца,dar resultado
1025,öffnen::V,адчыніць,abrir
1026,schließen::V,зачыніць,cerrar
1027,stellen::V,паставіць,poner
1028,stellen::V,паставіць,colocar
1029,setzen::V,пасадзіць,poner
1030,setzen::V,пасадзіць,colocar
1031,legen::V,класці,poner
1032,berühren::V,чапаць,tocar
1033,verbinden::V,звязаць,unir
1034,verbinden::V,звязаць,juntar
1035,bedecken::V,накрыць,tapar
1036,bedecken::V,накрыць,cubrir
1037,aufhängen::V,павесіць,colgar
1038,anzünden::V,запаліць,encender
1039,aufheben::V,падняць,recoger
1040,zurücklassen::V,пакінуць,dejar
1041,verlieren::V,згубіць,perder
1042,fallen lassen::V,упусціць,dejar caer
1043,machen::V,зрабіць,hacer
1044,herstellen::V,вырабіць,fabricar
1045,bauen::V,будаваць,construir
1046,reparieren::V,правіць,reparar
1047,verbessern::V,палепшыць,mejorar
1048,ändern::V,змяніць,mudar
1049,ändern::V,змяніць,modificar
1050,graben::V,капаць,cavar
1051,beugen::V,сагнуць,doblar
1052,beugen::V,сагнуць,inclinar
1053,biegen::V,пагнуць,doblar
1054,drehen::V,вярцець,volver
1055,drehen::V,вярцець,hacer girar
1056,wenden::V,павярнуць,volver
1057,umdrehen::V,перавярнуць,revolver
1058,heben::V,падымаць,levantar
1059,hochheben::V,падняць,alzar
1060,ergreifen::V,схапіць,coger
1061,ergreifen::V,схваціць,coger
1062,halten::V,трымаць,tener
1063,drücken::V,націскаць,apretar
1064,schieben::V,пхаць,empujar
1065,schieben::V,штурхаць,empujar
1066,kratzen::V,скрэбці,rascar
1067,lecken::V,лізаць,lamer
1068,beißen::V,кусаць,morder
1069,abreißen::V,адарваць,arrancar
1070,abschneiden::V,адрэзаць,cortar
1071,binden::V,вязаць,atar
1072,stecken::V,уваткнуць,meter
1073,brechen::V,зламаць,romper
1074,brechen::V,зламаць,quebrar
1075,klopfen::V,стукаць,golpear
1076,hauen::V,біць,pegar
1077,kleben::V,клеіць,pegar
1078,kleben::V,клеіць,encolar
1079,reiben::V,церці,frotar
1080,streichen::V,намазаць,untar
1081,streichen::V,намазаць,recubrir
1082,schleifen::V,тачыць,afilar
1083,schneiden::V,рэзаць,cortar
1084,rütteln::V,хістаць,agitar
1085,schütteln::V,трэсці,agitar
1086,schütteln::V,трэсці,sacudir
1087,schwenken::V,махаць,menear
1088,schütten::V,наліць,verter
1089,füllen::V,напоўніць,llenar
1090,einwickeln::V,загарнуць,envolver
1091,tragen::V,несці,llevar
1092,schleppen::V,цягнуць,arrastrar
1093,ziehen::V,цягнуць,tirar
1094,aufbewahren::V,захоўваць,conservar
1095,werfen::V,кідаць,echar
1096,werfen::V,кідаць,lanzar
1097,fangen::V,лавіць,coger
1098,packen::V,схапіць,agarrar
1099,packen::V,схваціць,agarrar
1100,verstecken::V,схаваць,esconder
1101,teilen::V,раздзяліць,partir
1102,teilen::V,раздзяліць,dividir
1103,schicken::V,пасылаць,enviar
1104,bringen::V,прынесці,traer
1105,hinzufügen::V,дабавіць,añadir
1106,bekommen::V,дастаць,obtener
1107,bekommen::V,дастаць,conseguir
1108,erhalten::V,атрымаць,recibir
1109,nehmen::V,ўзяць,tomar
1110,wählen::V,выбраць,elegir
1111,auswählen::V,адабраць,escoger
1112,auswählen::V,адабраць,seleccionar
1113,bewahren::V,захаваць,guardar
1114,bewahren::V,захаваць,preservar
1115,behindern::V,перашкаджаць,estorbar
1116,behindern::V,перашкаджаць,obstaculizar
1117,verderben::V,сапсаваць,estropear
1118,beschädigen::V,пашкодзіць,deteriorar
1119,zerbrechen::V,разбіць,romper
1120,zerbrechen::V,разбіць,quebrar
1121,zerreißen::V,разадраць,desgarrar
1122,zerreißen::V,разадраць,despedazar
1123,zerstören::V,разбурыць,destruir
1124,zerstören::V,разбурыць,destrozar
1125,verbrennen::V,спаліць,quemar
1126,geben::V,даць,dar
1127,reichen::V,перадаць,pasar
1128,schenken::V,дарыць,regalar
1129,versprechen::V,абяцаць,prometer
1130,wünschen::V,жадаць,desear
1131,loben::V,хваліць,alabar
1132,küssen::V,цалаваць,besar
1133,wiegen::V,гушкаць,mecer
1134,wiegen::V,калыхаць,mecer
1135,zudecken::V,накрыць,tapar
1136,zudecken::V,накрыць,cubrir
1137,wecken::V,пабудзіць,despertar
1138,zeigen::V,паказаць,mostrar
1139,führen::V,весці,guiar
1140,führen::V,весці,conducir
1141,lehren::V,вучыць,enseñar
1142,lehren::V,вучыць,instruir
1143,unterrichten::V,выкладаць,enseñar
1144,aufziehen::V,выхаваць,criar
1145,leiten::V,кіраваць,guiar
1146,leiten::V,кіраваць,dirigir
1147,antreiben::V,падганяць,impeler
1148,antreiben::V,падганяць,impulsar
1149,lassen::V,прымусіць,hacer
1150,einladen::V,запрасіць,invitar
1151,vereinigen::V,абʼяднаць,unir
1152,besuchen::V,наведаць,visitar
1153,besuchen::V,наведаць,ir a ver
1154,treffen::V,сустрэць,encontrar
1155,sich versammeln::V,сабрацца,reunirse
1156,sich versammeln::V,сабрацца,congregarse
1157,spielen::V,гуляць,jugar
1158,singen::V,пець,cantar
1159,singen::V,спяваць,cantar
1160,tanzen::V,танцаваць,bailar
1161,sich trennen::V,расстацца,separarse
1162,verlassen::V,пакінуць,dejar
1163,verlassen::V,пакінуць,abandonar
1164,retten::V,выратаваць,salvar
1165,bewachen::V,ахоўваць,vigilar
1166,schützen::V,уберагаць,proteger
1167,verteidigen::V,абараніць,defender
1168,sich schlagen::V,біцца,batirse
1169,sich schlagen::V,драцца,batirse
1170,schießen::V,страляць,tirar
1171,schießen::V,страляць,disparar
1172,siegen::V,перамагчы,vencer
1173,ärgern::V,злаваць,enojar
1174,ärgern::V,злаваць,enfadar
1175,schlagen::V,ударыць,pegar
1176,schlagen::V,ударыць,golpear
1177,treten::V,штурхаць,dar una patada a
1178,stechen::V,укалоць,pinchar
1179,stoßen::V,папхнуць,empujar
1180,stehlen::V,украсці,robar
1181,stehlen::V,украсці,hurtar
1182,stören::V,перашкодзіць,molestar
1183,belästigen::V,дакучаць,molestar
1184,belästigen::V,дакучаць,importunar
1185,verbergen::V,скрыць,ocultar
1186,verbergen::V,скрыць,esconder
1187,verbergen::V,схаваць,ocultar
1188,verbergen::V,схаваць,esconder
1189,täuschen::V,падмануць,engañar
1190,betrügen::V,змахляваць,engañar
1191,töten::V,забіць,matar
1192,wohnen::V,жыць,vivir
1193,wohnen::V,жыць,habitar
1194,arbeiten::V,працаваць,trabajar
1195,sammeln::V,сабраць,recoger
1196,sammeln::V,сабраць,coleccionar
1197,pflücken::V,зрываць,coger
1198,jagen::V,паляваць,cazar
1199,fischen::V,рыбачыць,pescar
1200,fassen::V,злавіць,atrapar
1201,fassen::V,злавіць,capturar
1202,hüten::V,пасвіць,guardar
1203,treiben::V,гнаць,aballar
1204,anbinden::V,прывязаць,atar
1205,füttern::V,карміць,echar de comer
1206,melken::V,даіць,ordeñar
1207,hacken::V,сячы,picar
1208,hacken::V,сячы,cortar
1209,gießen::V,паліць,regar
1210,reifen::V,паспець,madurar
1211,zubereiten::V,зварыць,preparar
1212,zubereiten::V,згатаваць,preparar
1213,kochen::V,варыць,cocer
1214,kochen::V,варыць,guisar
1215,backen::V,пячы,hornear
1216,backen::V,пячы,cocer al horno
1217,braten::V,смажыць,asar
1218,braten::V,смажыць,freír
1219,umrühren::V,перамяшаць,remover
1220,stricken::V,вязаць,hacer punto
1221,stricken::V,вязаць,hacer calceta
1222,nähen::V,шыць,coser
1223,färben::V,пафарбаваць,teñir
1224,färben::V,пафарбаваць,colorear
1225,reinigen::V,ачысціць,limpiar
1226,waschen::V,мыць,lavar
1227,abwischen::V,выцерці,fregar
1228,abwischen::V,выцерці,limpiar
1229,spülen::V,паласкаць,aclarar
1230,spülen::V,паласкаць,enjuagar
1231,fegen::V,падмятаць,barrer
1232,fegen::V,падмятаць,pasar la escoba
1233,kehren::V,месці,barrer
1234,baden::V,купацца,bañarse
1235,sich waschen::V,мыцца,lavarse
1236,ausziehen::V,зняць,quitar
1237,ausziehen::V,зняць,quitarse
1238,anziehen::V,надзець,ponerse
1239,sich anziehen::V,адзецца,vestirse
1240,kämmen::V,прычасаць,peinar
1241,schmücken::V,аздобіць,adornar
1242,sagen::V,сказаць,decir
1243,sprechen::V,гаварыць,hablar
1244,reden::V,размаўляць,hablar
1245,reden::V,размаўляць,conversar
1246,sich unterhalten::V,гутарыць,charlar
1247,sich unterhalten::V,гутарыць,conversar
1248,fragen::V,спытаць,preguntar
1249,bitten::V,прасіць,rogar
1250,erzählen::V,расказаць,contar
1251,mitteilen::V,паведаміць,comunicar
1252,mitteilen::V,паведаміць,participar
1253,nennen::V,назваць,llamar
1254,nennen::V,назваць,nombrar
1255,rufen::V,зваць,llamar
1256,prahlen::V,хваліцца,jactarse
1257,übersetzen::V,перакласці,traducir
1258,denken::V,думаць,pensar
1259,glauben::V,верыць,creer
1260,bemerken::V,заўважыць,notar
1261,erkennen::V,пазнаць,reconocer
1262,begreifen::V,спасцігнуць,concebir
1263,verstehen::V,пачуць,entender
1264,verstehen::V,пачуць,comprender
1265,lernen::V,вучыцца,aprender
1266,wissen::V,знаць,saber
1267,sich erinnern an::V,памятаць,recordar
1268,sich erinnern an::V,памятаць,acordarse de
1269,vergessen::V,забыць,olvidar
1270,messen::V,мераць,medir
1271,zählen::V,лічыць,contar
1272,rechnen::V,лічыць,contar
1273,rechnen::V,лічыць,calcular
1274,lesen::V,чытаць,leer
1275,malen::V,маляваць,pintar
1276,zeichnen::V,рысаваць,dibujar
1277,schreiben::V,пісаць,escribir
1278,besitzen::V,мець,poseer
1279,kaufen::V,купіць,comprar
1280,verkaufen::V,прадаць,vender
1281,bezahlen::V,заплаціць,pagar
1282,zahlen::V,плаціць,pagar
1283,beherrschen::V,уладаць,dominar
1284,beherrschen::V,валодаць,dominar
1285,ertragen::V,выцерпець,soportar
