,Concept_ID,cs,cv
737,gut::A,dobrý,лайӑх
738,schlecht::A,špatný,япӑх
739,schlecht::A,špatný,начар
740,richtig::A,pravý,тӗрӗс
741,richtig::A,správný,тӗрӗс
742,schlimm::A,zlý,йӗрӗнчӗк
743,wahr::A,pravdivý,чӑн
744,alt::A,starý,кивӗ
745,neu::A,nový,ҫӗнӗ
746,ehemalig::A,bývalý,пулнӑ
747,alt[Lebewesen]::A,starý,ватӑ
748,jung::A,mladý,яш
749,jung::A,mladý,ҫамрӑк
750,arm::A,chudý,чухӑн
751,reich::A,bohatý,пуян
752,bekannt::A,známý,пӗлӗш
753,berühmt::A,slavný,чаплӑ
754,fremd::A,cizí,ют
755,verschieden::A,různý,расна
756,verschieden::A,rozličný,расна
757,nah::A,blízký,ҫывӑх
758,nah::A,blízký,ҫывӑхри
759,fern::A,daleký,инҫе
760,fern::A,daleký,аякри
761,linker::A,levý,сулахай
762,rechter::A,pravý,сылтӑм
763,anderer::A,jiný,урӑх
764,erster::A,první,пӗрремӗш
765,zweiter::A,druhý,иккӗмӗш
766,dritter::A,třetí,виҫҫӗмӗш
767,letzter::A,poslední,юлашки
768,allein::ADV,sám,пӗччен
769,auf einmal::ADV,najednou,кӗмӗрккен
770,zusammen::ADV,spolu,пӗрле
771,zusammen::ADV,dohromady,пӗрле
772,lange::ADV,dlouho,вӑрах
773,plötzlich::ADV,vtom,сасартӑк
774,plötzlich::ADV,náhle,сасартӑк
775,sofort::ADV,hned,тӳрех
776,sofort::ADV,ihned,тӳрех
777,später::ADV,později,кайран
778,jetzt::ADV,teď,халь
779,jetzt::ADV,teď,халӗ
780,jetzt::ADV,nyní,халь
781,jetzt::ADV,nyní,халӗ
782,heute::ADV,dnes,паян
783,heute::ADV,dneska,паян
784,morgen::ADV,zítra,ыран
785,bald::ADV,brzo,халех
786,bald::ADV,brzo,кӗҫех
787,dann::ADV,pak,унтан
788,dann::ADV,potom,унтан
789,gestern::ADV,včera,ӗнер
790,einst::ADV,kdysi,пӗррехинче
791,damals::ADV,tehdy,ун чухне
792,damals::ADV,tehdy,апла пулсан
793,damals::ADV,tenkrát,ун чухне
794,damals::ADV,tenkrát,апла пулсан
795,danach::ADV,podle toho,унтан
796,vorher::ADV,dříve,малтан
797,vorher::ADV,napřed,малтан
798,zuerst::ADV,nejprve,пирвай
799,zuerst::ADV,nejdříve,пирвай
800,einmal::ADV,jednou,пӗррехинче
801,manchmal::ADV,někdy,хӑш чухне
802,oft::ADV,často,тӑтӑш
803,immer::ADV,vždy,ялан
804,immer::ADV,stále,ялан
805,niemals::ADV,nikdy,нихӑҫан та
806,hier::ADV,zde,кунта
807,hier::ADV,tady,кунта
808,hierhin::ADV,sem,кунта
809,von hier::ADV,odtud,кунтан
810,dort::ADV,tam,унта
811,dort::ADV,tam,ҫавӑнта
812,dorthin::ADV,tam,унта
813,dorthin::ADV,tam,ҫавӑнта
814,geradeaus::ADV,rovně,тикӗс
815,vorwärts::ADV,kupředu,малалла
816,rückwärts::ADV,zpět,хыҫала
817,zurück::ADV,zpět,каялла
818,zurück::ADV,nazpět,каялла
819,unten::ADV,dole,аялта
820,hinab::ADV,dolů,аялта
821,oben::ADV,nahoře,ҫӳлте
822,oben::ADV,navrchu,ҫӳлте
823,hinauf::ADV,nahoru,ҫӳле
824,überall::ADV,všude,таҫта та
825,überall::ADV,všude,пур ҫӗрте те
826,überall::ADV,všude,кирек ӑҫта та
827,nicht::ADV,ne,мар
828,ein wenig::ADV,trochu,пӑртак
829,kaum::ADV,sotva,аран
830,sehr::ADV,velmi,питӗ
831,sehr::ADV,velice,питӗ
832,so::ADV,tak,апла
833,so::ADV,takto,апла
834,noch::ADV,ještě,татах
835,nur::ADV,jen,ҫех
836,nur::ADV,jenom,ҫех
837,schon::ADV,už,ӗнтӗ
838,schon::ADV,již,ӗнтӗ
839,wieder::ADV,zase,каллех
840,vergebens::ADV,marně,харам
841,vor::PRP,před,умӗнче
842,hinter::PRP,za,кайра
843,unter::PRP,pod,айне
844,unter::PRP,pod,айӗпе
845,unter::PRP,pod,айӗнче
846,unter::PRP,pod,ҫитеспе
847,durch::PRP,skrz,витӗр
848,neben::PRP,vedle,патӗнче
849,zwischen::PRP,mezi,хушшинче
850,wegen::PRP,pro,пула
851,wegen::PRP,pro,пирки
852,dies::PRN,toto,ку
853,dies::PRN,toto,ҫак
854,dies::PRN,tohle,ку
855,dies::PRN,tohle,ҫак
856,das::PRN,to,ҫав
857,alles::PRN,všechno,пурте
858,alles::PRN,všechno,йӑлт
859,ich::PRN,já,эп
860,du::PRN,ty,эс
861,er::PRN,on,вӑл
862,wir::PRN,my,эпир
863,ihr::PRN,vy,эсир
864,sie::PRN,oni,вӗсем
865,was::FPRN,co,мӗн
866,was::FPRN,co,мӗскер
867,was::FPRN,co,мӗн те пулин
868,wer::FPRN,kdo,кам
869,wo::FADV,kde,ӑҫта
870,wohin::FADV,kam,ӑҫта
871,wie::FADV,jak,епле
872,wie::FADV,jak,мӗнле
873,warum::FADV,proč,ма
874,warum::FADV,proč,мӗншӗн
875,wieviel::FNUM,kolik,миҫе
876,eins::NUM,jeden,пӗр
877,eins::NUM,jeden,пӗрре
878,zwei::NUM,dva,ик
879,zwei::NUM,dva,икӗ
880,zwei::NUM,dva,иккӗ
881,drei::NUM,tři,виҫ
882,drei::NUM,tři,виҫӗ
883,drei::NUM,tři,виҫҫӗ
884,vier::NUM,čtyři,тӑват
885,fünf::NUM,pět,пилӗк
886,fünf::NUM,pět,пиллӗк
887,sechs::NUM,šest,улт
888,sechs::NUM,šest,ултӑ
889,sechs::NUM,šest,улттӑ
890,sieben::NUM,sedm,ҫич
891,sieben::NUM,sedm,ҫичӗ
892,sieben::NUM,sedm,ҫиччӗ
893,acht::NUM,osm,сакӑр
894,acht::NUM,osm,саккӑр
895,neun::NUM,devět,тӑхӑр
896,neun::NUM,devět,тӑххӑр
897,zehn::NUM,deset,вунӑ
898,zehn::NUM,deset,вуннӑ
899,elf::NUM,jedenáct,вун пӗр
900,zwölf::NUM,dvanáct,вун ик
901,zwölf::NUM,dvanáct,вун икӗ
902,zwölf::NUM,dvanáct,вун иккӗ
903,zwanzig::NUM,dvacet,ҫирӗм
904,dreißig::NUM,třicet,вӑтӑр
905,vierzig::NUM,čtyřicet,хӗрӗх
906,fünfzig::NUM,padesát,аллӑ
907,sechzig::NUM,šedesát,утмӑл
908,siebzig::NUM,sedmdesát,ҫитмӗл
909,achtzig::NUM,osmdesát,сакӑр вунӑ
910,achtzig::NUM,osmdesát,сакӑр вуннӑ
911,neunzig::NUM,devadesát,тӑхӑр вун
912,neunzig::NUM,devadesát,тӑхӑр вунӑ
913,neunzig::NUM,devadesát,тӑхӑр вуннӑ
914,hundert::NUM,sto,ҫӗр
915,tausend::NUM,tisíc,пин
916,und::CNJ,a,та
917,oder::CNJ,nebo,е
918,stehen::V,stát,тӑр
919,sitzen::V,sedět,лар
920,liegen::V,ležet,вырт
921,hängen::V,viset,усӑнса тӑр
922,hängen::V,viset,ҫакӑнса тӑр
923,werden::V,stát se,пул
924,passieren::V,stát se,пул
925,beginnen::V,počít,пуҫлан
926,enden::V,končit,пӗт
927,enden::V,končit,вӗҫлен
928,enden::V,skončit,пӗт
929,enden::V,skončit,вӗҫлен
930,wechseln::V,měnit se,улшӑн
931,aufgehen[Sonne]::V,vyjít,тух
932,untergehen[Sonne]::V,zapadnout,анса лар
933,scheinen[Sonne]::V,svítit,пӑх
934,donnern::V,hřmět,кӗмсӗртет
935,donnern::V,hřmět,авӑт
936,wehen::V,vát,варкӑш
937,wehen::V,vanout,варкӑш
938,strömen::V,proudit,тӑкӑн
939,fließen::V,téct,юх
940,sich drehen::V,točit se,ҫаврӑн
941,schwanken::V,kolísat,чӳхен
942,schwanken::V,houpat se,чӳхен
943,schwingen::V,kývat se,суллан
944,fallen::V,padat,кип
945,fallen::V,padat,тӳр кип
946,fallen::V,padat,татӑлса ан
947,brennen::V,hořet,ҫун
948,rauchen::V,kouřit,мӑкӑрлан
949,rauchen::V,kouřit,тӗтӗм кӑлар
950,regnen::V,pršet,ҫумӑр ҫӑвать
951,gefrieren::V,zamrznout,шӑн
952,tauen::V,tát,ирӗл
953,schmelzen::V,tavit,ирӗл
954,trocknen::V,schnout,тип
955,sieden::V,vřít,вӗре
956,faulen::V,hnít,ҫӗр
957,verfaulen::V,shnít,ҫӗр
958,reißen::V,roztrhat se,ҫурӑл
959,versinken::V,topit se,пут
960,versinken::V,ponořit se,пут
961,vergehen::V,plynout,ирт
962,erscheinen::V,objevit se,курӑн
963,erscheinen::V,objevit se,курӑнса кай
964,verschwinden::V,zmizet,ҫухал
965,sinken::V,klesat,чак
966,abnehmen::V,ubýt,чак
967,zunehmen::V,přibýt,пысӑклан
968,steigen::V,stoupat,ҫӗклен
969,wachsen::V,růst,ӳс
970,glänzen::V,lesknout se,ҫиҫ
971,funkeln::V,jiskřit se,ялкӑш
972,funkeln::V,jiskřit se,йӑлтӑртат
973,lärmen::V,dělat hluk,шавла
974,läuten::V,zvonit,шӑнкӑравла
975,klingeln::V,zvonit,шӑнкӑравла
976,klirren::V,řinčet,калтлат
977,klirren::V,řinčet,шӑнкӑлтат
978,brausen::V,hučet,ахӑр
979,rauschen::V,šumět,вашӑлтат
980,rauschen::V,šumět,чашӑлтат
981,klingen::V,znít,янӑра
982,bellen::V,štěkat,вӗр
983,heulen::V,výt,ула
984,blasen::V,foukat,вӗр
985,pfeifen::V,pískat,шӑхӑр
986,schreien::V,křičet,кӑшкӑр
987,stöhnen::V,sténat,йынӑш
988,zittern::V,třást se,чӗтре
989,leben::V,žít,пурӑн
990,geboren werden::V,rodit se,ҫурал
991,atmen::V,dýchat,сывла
992,trinken::V,pít,ӗҫ
993,essen::V,jíst,ҫи
994,schlucken::V,polykat,ҫӑт
995,müde werden::V,unavit se,ӗшен
996,einschlafen::V,usnout,ыйха пут
997,einschlafen::V,usnout,ҫывӑрса кай
998,schlafen::V,spát,ҫывӑр
999,aufwachen::V,probudit se,вӑран
1000,aufstehen::V,vstát,тӑр
1001,sich erholen::V,zotavovat se,кан
1002,krank werden::V,onemocnět,чирле
1003,krank sein::V,být nemocný,чирле
1004,schmerzen::V,bolet,сур
1005,schmerzen::V,bolet,ырат
1006,husten::V,kašlat,ӳсӗр
1007,genesen::V,uzdravit se,сывал
1008,genesen::V,uzdravit se,тӳрлен
1009,sterben::V,umřít,вил
1010,umkommen::V,zahynout,вил
1011,sich bewegen::V,pohnout se,куҫ
1012,sich rühren::V,hnout se,хускал
1013,sich erheben::V,zdvihnout se,тӑр
1014,sich setzen::V,posadit se,лар
1015,hinfallen::V,upadnout,ӳк
1016,laufen::V,běžet,ут
1017,schreiten::V,kráčet,ут
1018,spazierengehen::V,procházet se,уҫӑлса ҫӳре
1019,spazierengehen::V,procházet se,уткаласа ҫӳре
1020,eilen::V,spěchat,васка
1021,eilen::V,spěchat,хыпалан
1022,sich beeilen::V,pospíšit si,васка
1023,sich beeilen::V,pospíšit si,хыпалан
1024,sausen::V,fičet,ыткӑн
1025,sausen::V,fičet,вӗҫтер
1026,rennen::V,pádit,чуп
1027,springen::V,skákat,сик
1028,klettern::V,lézt,улӑх
1029,klettern::V,šplhat,улӑх
1030,schaukeln::V,houpat,йӳрӗн
1031,kriechen::V,lézt,шу
1032,kriechen::V,lézt,упален
1033,kriechen::V,plazit se,шу
1034,kriechen::V,plazit se,упален
1035,schwimmen::V,plavat,иш
1036,tauchen::V,nořit se,чӑм
1037,rudern::V,veslovat,авӑс
1038,fahren::V,jet,пыр
1039,fahren::V,jezdit,пыр
1040,fliegen::V,létat,вӗҫ
1041,gehen::V,jít,кай
1042,weggehen::V,odejít,кай
1043,abfahren::V,odjet,тапран
1044,anhalten::V,zastavit se,чарӑн
1045,hineingehen::V,vcházet se,кӗр
1046,eintreten::V,vstoupit,кӗр
1047,kommen::V,přijít,кил
1048,ankommen::V,dojít,ҫит
1049,zurückkommen::V,vrátit se,таврӑн
1050,zurückkommen::V,vrátit se,каялла кил
1051,bleiben::V,zůstat,юл
1052,warten::V,čekat,кӗт
1053,erwarten::V,čekat na,кӗт
1054,suchen::V,hledat,шыра
1055,finden::V,najít,туп
1056,versuchen::V,zkoušet,пикен
1057,vorbereiten::V,připravit,хатӗрле
1058,lieben::V,milovat,юрат
1059,mögen::V,mít rád,кӑмӑлла
1060,mögen::V,mít rád,килӗштер
1061,lachen::V,smát se,кул
1062,lachen::V,smát se,ахӑлтат
1063,rühren::V,dojmout,ҫулӑх
1064,weinen::V,plakat,йӗр
1065,weinen::V,plakat,макӑр
1066,schimpfen::V,nadávat,вӑрҫ
1067,schimpfen::V,nadávat,ятлаҫ
1068,sich ärgern::V,pohoršit se,ҫиллен
1069,sich fürchten::V,bát se,шиклен
1070,fürchten::V,bát se,хӑра
1071,fliehen::V,utéct,тар
1072,flüchten::V,prchnout,чупса тар
1073,sehen::V,vidět,кур
1074,anschauen::V,podívat se na,пӑхса ил
1075,ansehen::V,sledovat,пӑх
1076,hören::V,slyšet,илт
1077,zuhören::V,poslouchat,итле
1078,zuhören::V,poslouchat,тӑнла
1079,probieren::V,ochutnávat,астив
1080,riechen::V,cítit,шӑршла
1081,fühlen::V,cítit,туй
1082,fühlen::V,cítit,сис
1083,scheinen::V,zdát se,туйӑн
1084,zu sehen sein::V,moci být viděn,курӑн
1085,vernehmen::V,uslyšet,пӑл
1086,frieren::V,mrznout,йӳтен
1087,tun::V,dělat,ту
1088,können::V,moct,пултар
1089,wollen::V,chtít,те
1090,anfangen::V,začít,пуҫла
1091,beenden::V,ukončit,пӗтер
1092,aufhören::V,přestat,пӑрах
1093,gelingen::V,podařit se,ӑн
1094,geraten::V,dařit se,пул
1095,öffnen::V,otevřít,уҫ
1096,schließen::V,zavřít,хуп
1097,stellen::V,postavit,ларт
1098,stellen::V,postavit,тӑрат
1099,setzen::V,posadit,ларт
1100,legen::V,klást,хур
1101,legen::V,položit,хур
1102,berühren::V,dotýkat se,перӗн
1103,verbinden::V,spojit,сып
1104,bedecken::V,pokrýt,вит
1105,aufhängen::V,oběsit,ҫак
1106,aufhängen::V,pověsit,ҫак
1107,anzünden::V,zapálit,ҫут
1108,anzünden::V,podpálit,ҫут
1109,aufheben::V,zvednout,ҫӗкле
1110,aufheben::V,zdvihnout,ҫӗкле
1111,zurücklassen::V,zanechat,манса хӑвар
1112,verlieren::V,ztratit,ҫӗтер
1113,fallen lassen::V,upustit,ӳкер
1114,machen::V,udělat,ту
1115,herstellen::V,vyrobit,ӑстала
1116,bauen::V,stavět,ту
1117,bauen::V,budovat,ту
1118,reparieren::V,opravit,юса
1119,verbessern::V,zlepšit,лайӑхлат
1120,ändern::V,změnit,улӑштар
1121,graben::V,rýt,чав
1122,graben::V,rýt,чакала
1123,graben::V,kopat,чав
1124,graben::V,kopat,чакала
1125,beugen::V,ohnout,кукӑрт
1126,biegen::V,ohnout,ав
1127,biegen::V,ohnout,кукӑрт
1128,drehen::V,točit,ҫавӑр
1129,wenden::V,obrátit,ӳпӗнтер
1130,umdrehen::V,obrátit,ҫавӑр
1131,heben::V,zdvihnout,хӑпарт
1132,hochheben::V,zvednout,йӑт
1133,ergreifen::V,chopit se,тыт
1134,halten::V,držet,тыт
1135,drücken::V,stisknout,пус
1136,schieben::V,posouvat,тӗк
1137,schieben::V,posouvat,тӗрт
1138,kratzen::V,škrábat,хыр
1139,lecken::V,lízat,ҫула
1140,beißen::V,kousat,ҫырт
1141,beißen::V,kousat,хып
1142,abreißen::V,utrhat,тат
1143,abreißen::V,odtrhat,тат
1144,abschneiden::V,uřezat,кас
1145,abschneiden::V,ukrojit,кас
1146,binden::V,přivázat,ҫых
1147,stecken::V,strčit,чик
1148,brechen::V,lomit,хуҫ
1149,klopfen::V,ťukat,такка
1150,klopfen::V,klepat,такка
1151,hauen::V,bít,шакка
1152,kleben::V,lepit,ҫыпӑҫтар
1153,reiben::V,třít,сӑтӑр
1154,streichen::V,mazat,сӗр
1155,schleifen::V,brousit,хӑйра
1156,schneiden::V,řezat,кас
1157,schneiden::V,střihat,кас
1158,rütteln::V,třást,лӑка
1159,rütteln::V,třást,силлентер
1160,rütteln::V,otřást,лӑка
1161,rütteln::V,otřást,силлентер
1162,schütteln::V,třást,лӑка
1163,schütteln::V,třást,силлентер
1164,schütteln::V,zatřást,лӑка
1165,schütteln::V,zatřást,силлентер
1166,schwenken::V,mávat,сулла
1167,schütten::V,nasypat,тултар
1168,füllen::V,naplnit,тултар
1169,einwickeln::V,zavinout,чӗрке
1170,tragen::V,nést,ҫӗкле
1171,schleppen::V,vléct,сӗтӗр
1172,ziehen::V,tahat,тӑс
1173,ziehen::V,táhnout,тӑс
1174,aufbewahren::V,schovat,усра
1175,werfen::V,házet,пӑрах
1176,fangen::V,chytat,тыт
1177,packen::V,uchvátit,тыт
1178,verstecken::V,schovat,пытарса хур
1179,teilen::V,rozdělit,уйӑр
1180,teilen::V,rozdělit,пайла
1181,schicken::V,posílat,яр
1182,bringen::V,přinést,кӳр
1183,hinzufügen::V,připojit,хуш
1184,bekommen::V,dostat,ил
1185,bekommen::V,dostat,туян
1186,erhalten::V,uchovat,ил
1187,erhalten::V,uchovat,туян
1188,nehmen::V,vzít,ил
1189,wählen::V,zvolit,суйла
1190,auswählen::V,vybrat,суйла
1191,bewahren::V,uchránit,упра
1192,behindern::V,překážet,кансӗрле
1193,behindern::V,překážet,чӑрмантар
1194,verderben::V,zkazit,пӑс
1195,beschädigen::V,porušit,пӑс
1196,beschädigen::V,poškodit,пӑс
1197,zerbrechen::V,rozlámat,ват
1198,zerbrechen::V,rozlámat,ҫӗмӗр
1199,zerreißen::V,roztrhnout,ҫур
1200,zerstören::V,zničit,иш
1201,verbrennen::V,spálit,ҫунтар
1202,geben::V,dát,пар
1203,reichen::V,podat,пар
1204,schenken::V,darovat,парнеле
1205,versprechen::V,slíbit,тума пул
1206,versprechen::V,slíbit,сӑмах пар
1207,wünschen::V,přát,сун
1208,loben::V,chválit,ырла
1209,küssen::V,líbat,чуп ту
1210,wiegen::V,chovat,сиктер
1211,wiegen::V,chovat,силле
1212,wiegen::V,kolébat,сиктер
1213,wiegen::V,kolébat,силле
1214,zudecken::V,přikrýt,вит
1215,zudecken::V,přiklopit,вит
1216,wecken::V,vzbudit,вӑрат
1217,zeigen::V,ukázat,кӑтарт
1218,führen::V,vést,илсе пыр
1219,führen::V,vést,ҫавӑтса пыр
1220,lehren::V,učit,вёрент
1221,unterrichten::V,vyučovat,вёрент
1222,aufziehen::V,vychovat,вӗрент
1223,leiten::V,vodit,тытса пыр
1224,antreiben::V,nutit,васкат
1225,lassen::V,dát,пусахла
1226,lassen::V,dát,хуш
1227,einladen::V,pozvat,чӗн
1228,vereinigen::V,spojit,пӗрлештер
1229,besuchen::V,návštívit,ҫит
1230,besuchen::V,návštívit,кӗрсе кур
1231,treffen::V,potkat,тӗл пул
1232,sich versammeln::V,shromáždit se,пуҫтарӑн
1233,spielen::V,hrát,выля
1234,singen::V,zpívat,юрла
1235,tanzen::V,tančit,ташла
1236,sich trennen::V,rozejít se,уйрӑл
1237,verlassen::V,opustit,хӑвар
1238,retten::V,zachránit,ҫӑл
1239,bewachen::V,hlídat,хуралла
1240,schützen::V,chránit,сыхла
1241,verteidigen::V,obhájit,хӳтӗле
1242,sich schlagen::V,bít se,ҫапӑҫ
1243,schießen::V,střílet,пер
1244,siegen::V,zvítězit,ҫӗн
1245,siegen::V,zvítězit,ҫӗнтер
1246,ärgern::V,zlobit,тарӑхтар
1247,ärgern::V,zlobit,ҫиллентер
1248,ärgern::V,pohoršit,тарӑхтар
1249,ärgern::V,pohoršit,ҫиллентер
1250,schlagen::V,udeřit,ҫап
1251,schlagen::V,praštit,ҫап
1252,treten::V,kopnout,тап
1253,stechen::V,bodnout,чик
1254,stechen::V,píchnout,чик
1255,stoßen::V,strčit,чыш
1256,stehlen::V,ukrást,вӑрла
1257,stören::V,vyrušit,кансӗрле
1258,belästigen::V,obtěžovat,аптӑрат
1259,belästigen::V,obtěžovat,хупла
1260,verbergen::V,skrýt,пытар
1261,täuschen::V,klamat,суй
1262,betrügen::V,podvést,ултала
1263,töten::V,zabít,вӗлер
1264,wohnen::V,bydlit,чуна пар
1265,wohnen::V,bydlit,парӑнса тӑр
1266,arbeiten::V,pracovat,ӗҫле
1267,sammeln::V,sebrat,пух
1268,pflücken::V,česat,тат
1269,jagen::V,uhonit,сунара ҫӳре
1270,fischen::V,chytat ryby,пулӑ тыт
1271,fassen::V,ulovit,тыт
1272,hüten::V,pást,кӗт
1273,treiben::V,hnát,хӑвала
1274,anbinden::V,přivázat,кӑкар
1275,füttern::V,krmit,ҫитер
1276,melken::V,dojit,су
1277,hacken::V,seknout,вакла
1278,gießen::V,zalít,шӑвар
1279,reifen::V,uzrát,пиҫ
1280,zubereiten::V,připravit,пӗҫер
1281,kochen::V,vařit,пӗҫер
1282,backen::V,péct,пӗҫер
1283,braten::V,smažit,ӑшала
1284,umrühren::V,zamíchat,хутӑштар
1285,stricken::V,plést,ҫых
1286,nähen::V,šít,ҫӗле
1287,färben::V,nabarvit,пӗвет
1288,reinigen::V,očistit,тасат
1289,waschen::V,mýt,ҫу
1290,abwischen::V,utřít,шӑл
1291,spülen::V,spláchnout,чӳхе
1292,fegen::V,zamést,шӑл
1293,kehren::V,mést,шӑл
1294,baden::V,koupat se,шыва кӗр
1295,sich waschen::V,mýt se,ҫӑвӑн
1296,ausziehen::V,svléct,салан
1297,anziehen::V,obléct,тӑхӑн
1298,sich anziehen::V,oblékat se,тӑхӑн
1299,kämmen::V,učesat,тура
1300,schmücken::V,ozdobit,илемлет
1301,sagen::V,říct,те
1302,sprechen::V,mluvit,кала
1303,reden::V,hovořit,сӑмахла
1304,reden::V,hovořit,калаҫ
1305,sich unterhalten::V,povídat se,пупле
1306,fragen::V,zeptat se,ыйт
1307,bitten::V,prosit,ыйт
1308,erzählen::V,povídat,каласа пар
1309,mitteilen::V,sdělit,пӗлтер
1310,mitteilen::V,sdělit,хыпарла
1311,mitteilen::V,oznámit,пӗлтер
1312,mitteilen::V,oznámit,хыпарла
1313,nennen::V,nazvat,те
1314,nennen::V,nazvat,чӗн
1315,rufen::V,volat,чӗн
1316,rufen::V,zavolat,чӗн
1317,prahlen::V,chlubit se,мухтан
1318,prahlen::V,chlubit se,вӗҫкӗнлен
1319,übersetzen::V,přeložit,куҫар
1320,denken::V,myslit,шухӑшла
1321,glauben::V,věřit,ӗнен
1322,bemerken::V,zpozorovat,асӑрха
1323,erkennen::V,poznat,палла
1324,begreifen::V,pochopit,ӑнлан
1325,verstehen::V,porozumět,пӗл
1326,lernen::V,učit se,вӗрен
1327,wissen::V,vědět,пӗл
1328,wissen::V,vědět,ӑнкар
1329,sich erinnern an::V,vzpomínat si na,аса ил
1330,vergessen::V,zapomínat,ман
1331,vergessen::V,zapomínat,манса кай
1332,messen::V,měřit,виҫ
1333,zählen::V,spočítat,шутла
1334,rechnen::V,počítat,шутла
1335,lesen::V,číst,вула
1336,malen::V,malovat,ӳкер
1337,zeichnen::V,rýsovat,ӳкер
1338,schreiben::V,psát,ҫыр
1339,besitzen::V,mít,тыт
1340,besitzen::V,vlastnit,тыт
1341,kaufen::V,koupit,ил
1342,kaufen::V,koupit,туян
1343,verkaufen::V,prodat,сут
1344,bezahlen::V,zaplatit,тӳле
1345,zahlen::V,platit,тӳле
1346,beherrschen::V,ovládat,тыт
1347,ertragen::V,snést,тӳс
