,Concept_ID,sq,myv
800,unten::ADV,poshtë,ало
801,hinab::ADV,përposh,алов
802,oben::ADV,lart,вере
803,oben::ADV,sipër,вере
804,hinauf::ADV,lart,верев
805,hinauf::ADV,përpjetë,верев
806,überall::ADV,kudo,эрьва косо
807,nicht::ADV,s',а
808,nicht::ADV,nuk,а
809,ein wenig::ADV,një tis,аламошка
810,kaum::ADV,mezi,ансяк
811,sehr::ADV,fort,пек
812,sehr::ADV,fort,вельть
813,sehr::ADV,shumë,пек
814,sehr::ADV,shumë,вельть
815,so::ADV,ashtu,истя
816,so::ADV,kështu,истя
817,noch::ADV,ende,таго
818,noch::ADV,akoma,таго
819,nur::ADV,vetëm,ансяк
820,schon::ADV,tashmë,уш
821,wieder::ADV,përsëri,таго
822,vergebens::ADV,kot,стяко
823,vor::PRP,para,икеле
824,hinter::PRP,prapa,вельде
825,hinter::PRP,mbrapa,вельде
826,unter::PRP,nën,ало
827,durch::PRP,nëpër,пачк
828,neben::PRP,pranë,вакссо
829,neben::PRP,përbri,вакссо
830,zwischen::PRP,midis,ютксо
831,zwischen::PRP,ndërmjet,ютксо
832,wegen::PRP,për,кис
833,wegen::PRP,për,коряс
834,wegen::PRP,për,кувалт
835,dies::PRN,ky,те
836,das::PRN,ky,те
837,das::PRN,ky,тона
838,alles::PRN,gjithçka,весе
839,alles::PRN,gjithçka,весемесь
840,ich::PRN,unë,мон
841,du::PRN,ti,тон
842,er::PRN,ai,сон
843,wir::PRN,ne,минь
844,ihr::PRN,ju,тынь
845,sie::PRN,ata,сынь
846,was::FPRN,ç',мезе
847,was::FPRN,çfarë,мезе
848,wer::FPRN,kush,ки
849,wo::FADV,ku,косо
850,wohin::FADV,për ku,ков
851,wohin::FADV,për ku,козо
852,wie::FADV,si,кода
853,warum::FADV,pse,мекс
854,warum::FADV,përse,мекс
855,wieviel::FNUM,sa,зяро
856,eins::NUM,një,вейке
857,zwei::NUM,dy,кавто
858,drei::NUM,tre,колмо
859,vier::NUM,katër,ниле
860,fünf::NUM,pesë,вете
861,sechs::NUM,gjashtë,кото
862,sieben::NUM,shtatë,сисем
863,acht::NUM,tetë,кавксо
864,neun::NUM,nëntë,вейксэ
865,zehn::NUM,dhjetë,кемень
866,elf::NUM,njëmbëdhjetë,кевейкее
867,zwölf::NUM,dymbëdhjetë,кемгавтово
868,zwanzig::NUM,njëzet,комсь
869,dreißig::NUM,tridhjetë,колоньгемень
870,vierzig::NUM,dyzet,ниленьгемень
871,fünfzig::NUM,pesëdhjetë,ведьгемень
872,sechzig::NUM,gjashtëdhjetë,кодгемень
873,siebzig::NUM,shtatëdhjetë,сизьгемень
874,achtzig::NUM,tetëdhjetë,кавксоньгемень
875,neunzig::NUM,nëntëdhjetë,вейксэньгемень
876,hundert::NUM,qind,сядо
877,tausend::NUM,mijë,тыща
878,und::CNJ,e,ды
879,und::CNJ,dhe,ды
880,oder::CNJ,a,или
881,oder::CNJ,apo,или
882,stehen::V,rri,аштемс стядо
883,sitzen::V,rri,аштемс озадо
884,liegen::V,rri shtrirë,мадезь аштемс
885,hängen::V,varem,нурьгемс
886,werden::V,bëhem,арамс
887,passieren::V,ndodh,лисэмс
888,beginnen::V,filloj,ушодомс
889,enden::V,përfundoj,лоткамс
890,wechseln::V,ndërroj,полавтнемс
891,aufgehen[Sonne]::V,hapem,лисемс
892,aufgehen[Sonne]::V,hapem,стямс
893,untergehen[Sonne]::V,hyj,валгомс
894,untergehen[Sonne]::V,perëndoj,валгомс
895,scheinen[Sonne]::V,ndriçoj,валдомтомс
896,donnern::V,gjëmoj,цярномс
897,donnern::V,gjëmoj,галдордомс
898,donnern::V,bubulloj,цярномс
899,donnern::V,bubulloj,галдордомс
900,wehen::V,fryj,пувамс
901,strömen::V,derdh,чудемс
902,fließen::V,rrjedh,чудемс
903,sich drehen::V,rrotullohem,велямс
904,schwanken::V,dyzoj,лыкамс
905,schwanken::V,dyzoj,якамс
906,schwingen::V,dridhem,нурсемс
907,schwingen::V,dridhem,лыкамс
908,fallen::V,bie,прамс
909,fallen::V,bie,сяворемс
910,brennen::V,digjem,паломс
911,rauchen::V,nxjerr tym,качадомс
912,regnen::V,bie shi,пиземс
913,gefrieren::V,ngrij,кельмемс
914,tauen::V,shkrij,соламс
915,schmelzen::V,shkrij,соламс
916,trocknen::V,thaj,коськемс
917,sieden::V,ziej,лакамс
918,sieden::V,ziej,пиксемс
919,faulen::V,kalbem,наксадомс
920,faulen::V,prishem,наксадомс
921,verfaulen::V,kalbem,наксадомс
922,reißen::V,grisem,сезневемс
923,reißen::V,shqyhem,сезневемс
924,versinken::V,humboj,ваямс
925,vergehen::V,kaloj,ютамс
926,erscheinen::V,dukem,лисемс
927,verschwinden::V,zhdukem,ёмамс
928,sinken::V,ulem,явамс
929,abnehmen::V,pakësohem,киремемс
930,abnehmen::V,zvogëlohem,киремемс
931,zunehmen::V,shtohem,ламолгадомс
932,zunehmen::V,shtohem,раштамс
933,steigen::V,rritem,куземс
934,steigen::V,rritem,кепсевемс
935,wachsen::V,rritem,касомс
936,glänzen::V,vezulloj,цитнемс
937,funkeln::V,xixoj,пиндолдомс
938,funkeln::V,xixoj,цивтёрдомс
939,funkeln::V,xixëlloj,пиндолдомс
940,funkeln::V,xixëlloj,цивтёрдомс
941,lärmen::V,oshtij,шалномс
942,lärmen::V,zhurmoj,шалномс
943,läuten::V,bie,гайгезевемс
944,klingeln::V,i bie ziles,чавомс баягас
945,klirren::V,kërcëlloj,калдордомс
946,klirren::V,kërcëlloj,кальцяемс
947,brausen::V,gjëmoj,лакамс
948,rauschen::V,fëshfërij,лажномс
949,klingen::V,tingëlloj,гайгемс
950,bellen::V,leh,онгомс
951,heulen::V,ulërij,урномс
952,blasen::V,fryj,пувамс
953,pfeifen::V,fishkëllej,вешкемс
954,schreien::V,bërtas,пижнемс
955,stöhnen::V,rënkoj,кувсемс
956,zittern::V,trembem,тарномс
957,leben::V,rroj,эрямс
958,leben::V,jetoj,эрямс
959,geboren werden::V,lind,чачомс
960,atmen::V,marr frymë,лексемс
961,trinken::V,pi,симемс
962,essen::V,ha,ярсамс
963,schlucken::V,gëlltis,нилемс
964,schlucken::V,gëlltis,порнемс
965,schlucken::V,kapërdij,нилемс
966,schlucken::V,kapërdij,порнемс
967,müde werden::V,lodhem,сиземс
968,einschlafen::V,bie të fle,матедевемс
969,schlafen::V,fle,удомс
970,aufwachen::V,zgjohem,сыргоземс
971,aufstehen::V,çohem,стямс
972,aufstehen::V,ngrihem,стямс
973,sich erholen::V,qetësohem,оймсемс
974,sich erholen::V,shtendosem,оймсемс
975,krank werden::V,bie i sëmurë,сэредезевемс
976,krank sein::V,jam i sëmurë,сэредемс
977,schmerzen::V,dhemb,сэредемс
978,husten::V,kollitem,козомс
979,genesen::V,shërohem,пичкамс
980,sterben::V,vdes,куломс
981,umkommen::V,vdes,чавовомс
982,umkommen::V,vdes,ёмамс
983,umkommen::V,mbaroj,чавовомс
984,umkommen::V,mbaroj,ёмамс
985,sich bewegen::V,shkundem,шаштомс
986,sich rühren::V,lëviz,сыргамс
987,sich erheben::V,ngrihem,куземс
988,sich setzen::V,ulem,озамс
989,hinfallen::V,gremisem,прамс
990,hinfallen::V,gremisem,сяворемс
991,laufen::V,eci,якамс
992,schreiten::V,çapem,эскелямс
993,schreiten::V,çapem,молемс
994,spazierengehen::V,shëtis,якамс
995,eilen::V,ngas,эрзкалемс
996,eilen::V,ngas,капшамс
997,sich beeilen::V,nxitoj,капшамс
998,sausen::V,eci shpejt,ливтямс
999,rennen::V,vrapoj,чийнемс
1000,rennen::V,vrapoj,ардтнемс
1001,springen::V,kërcej,кирнявтнемс
1002,klettern::V,hipi,куземс
1003,schaukeln::V,kolovitem,нурямс
1004,kriechen::V,zvarritem,ёзмолдомс
1005,schwimmen::V,notoj,уемс
1006,tauchen::V,zhytem,чопавтомс
1007,tauchen::V,zhytem,чопавтнемс
1008,rudern::V,vozis,миледемс
1009,fahren::V,shkoj,ардомс
1010,fliegen::V,fluturoj,ливтямс
1011,gehen::V,eci,туемс
1012,gehen::V,eci,молемс
1013,gehen::V,shkoj,туемс
1014,gehen::V,shkoj,молемс
1015,weggehen::V,vete,туемс
1016,abfahren::V,nisem,туемс
1017,anhalten::V,ndalem,лоткамс
1018,hineingehen::V,futem,совамс
1019,eintreten::V,hyj,совамс
1020,eintreten::V,hyj,эскельдямс
1021,kommen::V,vij,самс
1022,ankommen::V,arrij,самс
1023,ankommen::V,arrij,пачкодемс
1024,ankommen::V,mbërrij,самс
1025,ankommen::V,mbërrij,пачкодемс
1026,zurückkommen::V,kthehem,велявтомс
1027,bleiben::V,mbetem,кадовомс
1028,bleiben::V,qëndroj,кадовомс
1029,warten::V,pres,учомс
1030,erwarten::V,pres,учомс
1031,suchen::V,kërkoj,вешнемс
1032,finden::V,gjej,муемс
1033,versuchen::V,mundohem,варштамс
1034,vorbereiten::V,përgatis,анокстамс
1035,lieben::V,dashuroj,вечкемс
1036,mögen::V,dua,вечкемс
1037,lachen::V,qesh,пейдемс
1038,rühren::V,mallëngjej,токамс седейс
1039,weinen::V,qaj,авардемс
1040,schimpfen::V,shaj,сёвномс
1041,sich ärgern::V,bëhem verem,кежиявтнемс
1042,sich fürchten::V,kam frikë,пелемс
1043,sich fürchten::V,frikësohem,пелемс
1044,fürchten::V,kam frikë nga,пелемс
1045,fliehen::V,arratisem,оргодемс
1046,flüchten::V,iki,ворьгодемс
1047,flüchten::V,iki,чадомс
1048,sehen::V,shoh,неемс
1049,anschauen::V,shikoj,ваномс
1050,ansehen::V,shikoj,ваномс
1051,hören::V,dëgjoj,марямс
1052,zuhören::V,veshtoj,кунсоломс
1053,probieren::V,provoj,варшамс
1054,riechen::V,nuhas,никсемс
1055,fühlen::V,ndiej,марямс
1056,scheinen::V,ndriçoj,марявомс
1057,zu sehen sein::V,dukem,неявомс
1058,vernehmen::V,dëgjoj,марямс
1059,frieren::V,mërdhij,кельмемс
1060,tun::V,bëj,теемс
1061,können::V,mund,маштомс
1062,wollen::V,dua,бажамс
1063,wollen::V,dëshiroj,бажамс
1064,anfangen::V,filloj,кармамс
1065,beenden::V,kryej,прядомс
1066,beenden::V,mbaroj,прядомс
1067,aufhören::V,pushoj,лоткамс
1068,gelingen::V,më shkon mbarë,удаламс
1069,geraten::V,del,лисемс
1070,öffnen::V,hap,панжомс
1071,schließen::V,mbyll,пекстамс
1072,schließen::V,mbyll,сёлгомс
1073,schließen::V,mbyll,конямс
1074,stellen::V,vë,аравтомс
1075,setzen::V,vë,ойсевтемс
1076,setzen::V,vë,озавтнемс
1077,legen::V,vë,путомс
1078,berühren::V,rrok,токамс
1079,verbinden::V,bashkoj,содомс
1080,bedecken::V,mbuloj,вельтямс
1081,aufhängen::V,var,понгавтомс
1082,anzünden::V,ndez,кирвастемс
1083,aufheben::V,ngre,кепедемс
1084,zurücklassen::V,lë pas,кадомс
1085,verlieren::V,humb,ёмавтомс
1086,fallen lassen::V,lëshoj,правтомс
1087,machen::V,bëj,теемс
1088,herstellen::V,prodhoj,анокстамс
1089,bauen::V,ndërtoj,путомс
1090,reparieren::V,ndreq,витемс
1091,reparieren::V,meremetoj,витемс
1092,verbessern::V,përmirësoj,паролгавтомс
1093,verbessern::V,përmirësoj,вадрялгавтомс
1094,ändern::V,ndërroj,полавтомс
1095,graben::V,gërmoj,чувомс
1096,graben::V,gërmoj,таргамс
1097,beugen::V,kërrus,мендемс
1098,biegen::V,përkul,комавтомс
1099,drehen::V,dredh,чаравтомс
1100,drehen::V,dredh,велявтнемс
1101,drehen::V,rrotulloj,чаравтомс
1102,drehen::V,rrotulloj,велявтнемс
1103,wenden::V,kthej,велявтомс
1104,umdrehen::V,kthej,велявтомс
1105,heben::V,ngre,кепедемс
1106,hochheben::V,ngre,кепедемс
1107,ergreifen::V,rrëmbej,кундамс
1108,halten::V,mbaj,кирдемс
1109,drücken::V,shtyp,нуемс
1110,schieben::V,shtyj,шаштомс
1111,kratzen::V,kruaj,ангордамс
1112,kratzen::V,gërvisht,ангордамс
1113,lecken::V,lëpij,нолсемс
1114,beißen::V,kafshoj,сускомс
1115,abreißen::V,shkëpus,сеземс
1116,abschneiden::V,cungoj,печкемс
1117,binden::V,lidh,кодамс
1118,binden::V,lidh,сюлмамс
1119,stecken::V,fus,сялгомс
1120,stecken::V,ngul,сялгомс
1121,brechen::V,thyej,синдемс
1122,brechen::V,thyej,калавтомс
1123,klopfen::V,trokas,калтаямс
1124,hauen::V,godas,чавомс
1125,kleben::V,ngjis,педявтнемс
1126,reiben::V,fërkoj,ёзамс
1127,streichen::V,lyej,вадемс
1128,schleifen::V,mpreh,човамс
1129,schneiden::V,pres,керямс
1130,rütteln::V,shkund,чукамс
1131,rütteln::V,shkund,лыкавтомс
1132,schütteln::V,lëkund,чукамс
1133,schwenken::V,valëvit,яхолемс
1134,schütten::V,mbush,каямс
1135,füllen::V,mbush,пештямс
1136,einwickeln::V,mbështjell,тапарямс
1137,tragen::V,mbaj,кандомс
1138,tragen::V,mbart,кандомс
1139,schleppen::V,heq,ускомс
1140,schleppen::V,zhgërryej,ускомс
1141,ziehen::V,tërheq,ускомс
1142,aufbewahren::V,ruaj,ванстомс
1143,werfen::V,hedh,ёртомс
1144,fangen::V,kap,кундамс
1145,packen::V,rrëmbej,кундамс
1146,verstecken::V,fsheh,кекшемс
1147,teilen::V,ndaj,явомс
1148,schicken::V,dërgoj,кучомс
1149,bringen::V,sjell,кандомс
1150,hinzufügen::V,shtoj,путомс
1151,hinzufügen::V,shtoj,максомс
1152,bekommen::V,kap,саемс
1153,erhalten::V,marr,саемс
1154,nehmen::V,marr,саемс
1155,wählen::V,zgjedh,кочкамс
1156,auswählen::V,përzgjedh,кочкамс
1157,bewahren::V,ruaj,ванстомс
1158,behindern::V,pengoj,кирдемс
1159,verderben::V,prish,коламс
1160,beschädigen::V,dëmtoj,теемс зыян
1161,zerbrechen::V,thyej,коламс
1162,zerreißen::V,çjerr,сеземс
1163,zerreißen::V,zheloj,сеземс
1164,zerstören::V,prish,калавтомс
1165,zerstören::V,shkatërroj,калавтомс
1166,verbrennen::V,djeg,пултамс
1167,geben::V,jap,максомс
1168,reichen::V,jap,максомс
1169,schenken::V,fal,каземс
1170,schenken::V,dhuroj,каземс
1171,versprechen::V,premtoj,алтамс
1172,wünschen::V,uroj,арсемс
1173,loben::V,lëvdoj,шнамс
1174,loben::V,lavdëroj,шнамс
1175,küssen::V,puth,палсемс
1176,wiegen::V,tund,нурсемс
1177,zudecken::V,mbuloj,тавадомс
1178,zudecken::V,mbuloj,вельтямс
1179,wecken::V,zgjoj,стявтомс
1180,zeigen::V,dëftej,невтемс
1181,führen::V,çoj,ветямс
1182,lehren::V,arsej,тонавтомс
1183,unterrichten::V,arsimoj,тонавтомс
1184,aufziehen::V,rris,трямс
1185,aufziehen::V,rris,кастомс
1186,leiten::V,udhëheq,ветямс
1187,leiten::V,udhëheq,азоркстамс
1188,antreiben::V,nxis,ветямс
1189,lassen::V,detyroj,кармавтомс
1190,einladen::V,ftoj,тердемс
1191,vereinigen::V,bashkoj,вейсэндямс
1192,vereinigen::V,bashkoj,вейс путомс
1193,vereinigen::V,bashkoj,вейс пурнамс
1194,besuchen::V,vizitoj,варштамс
1195,treffen::V,ndesh,вастомс
1196,sich versammeln::V,tubohem,промокшномс
1197,spielen::V,loz,налксемс
1198,spielen::V,luaj,налксемс
1199,singen::V,këndoj,морамс
1200,tanzen::V,kërcej,киштемс
1201,tanzen::V,vallëzoj,киштемс
1202,sich trennen::V,ndahem,явомс
1203,verlassen::V,braktis,кадомс
1204,retten::V,shpëtoj,идемс
1205,bewachen::V,ruaj,ванстомс
1206,schützen::V,ruaj,аштемс
1207,schützen::V,mbroj,аштемс
1208,verteidigen::V,mbroj,ваномс
1209,sich schlagen::V,zihem,тюремс
1210,schießen::V,shtie,ледемс
1211,siegen::V,fitoj,изнямс
1212,siegen::V,ngadhënjej,изнямс
1213,ärgern::V,zemëroj,кежейгавтомс
1214,schlagen::V,rrah,токамс
1215,schlagen::V,godas,токамс
1216,treten::V,shtyj,тапамс
1217,treten::V,shtyj më këmbë,тапамс
1218,stechen::V,ther,пупамс
1219,stechen::V,shpoj,пупамс
1220,stoßen::V,shtyj,тулкадемс
1221,stehlen::V,vjedh,саламс
1222,stören::V,pengoj,пирямс ки
1223,belästigen::V,bezdis,а максомс
1224,belästigen::V,bezdis,а кадомс оймамо
1225,verbergen::V,fsheh,сёпомс
1226,verbergen::V,fsheh,кекшемс
1227,täuschen::V,mashtroj,манямс
1228,betrügen::V,kobis,манчемс
1229,töten::V,vras,чавномс
1230,töten::V,vras,маштнемс
1231,wohnen::V,banoj,эрямс
1232,arbeiten::V,punoj,важодемс
1233,arbeiten::V,vardoj,важодемс
1234,sammeln::V,mbledh,пурнамс
1235,sammeln::V,grumbulloj,пурнамс
1236,pflücken::V,vjel,ноцковтнемс
1237,pflücken::V,mbledh,ноцковтнемс
1238,jagen::V,gjuaj,кундамс
1239,fischen::V,peshkoj,калонь кундамс
1240,fischen::V,gjuaj peshk,калонь кундамс
1241,fassen::V,zë,кундамс
1242,hüten::V,kullos,ваномс
1243,treiben::V,vë përpara,панемс
1244,anbinden::V,lidh,сюлмамс
1245,füttern::V,grazhdoj,андомс
1246,melken::V,mjel,потявтомс
1247,hacken::V,grij,лазномс
1248,gießen::V,ujis,валомс
1249,reifen::V,piqem,кенеремс
1250,zubereiten::V,gatuaj,анокстамс
1251,kochen::V,ziej,пидемс
1252,backen::V,pjek,пидемс
1253,backen::V,furroj,пидемс
1254,braten::V,fërgoj,пуштамс
1255,braten::V,tiganis,пуштамс
1256,umrühren::V,trazoj,човорямс
1257,stricken::V,thur,кодамс
1258,nähen::V,qep,стамс
1259,färben::V,ngjyej,артомс
1260,färben::V,bojatis,артомс
1261,reinigen::V,qëroj,урядамс
1262,reinigen::V,pastroj,урядамс
1263,waschen::V,laj,муськемс
1264,waschen::V,finjos,муськемс
1265,abwischen::V,fshij,нардамс
1266,spülen::V,kulloj,ёрвалдомс
1267,fegen::V,fshij,тенсемс
1268,kehren::V,fshij,тенсемс
1269,baden::V,lahem,экшелямс
1270,sich waschen::V,lahem,шлямс
1271,ausziehen::V,heq,кайсевтемс
1272,ausziehen::V,zbath,кайсевтемс
1273,anziehen::V,vesh,оршамс
1274,anziehen::V,mbath,оршамс
1275,sich anziehen::V,vishem,оршамс
1276,kämmen::V,kreh,судрямс
1277,schmücken::V,hijeshoj,мазылгавтомс
1278,schmücken::V,hijeshoj,наряжамс
1279,sagen::V,them,меремс
1280,sprechen::V,flas,кортамс
1281,reden::V,fjalos,кортамс
1282,reden::V,fjalëtoj,кортамс
1283,sich unterhalten::V,bisedoj,кортнемс
1284,fragen::V,pyes,кевкстемс
1285,bitten::V,lus,вешемс
1286,bitten::V,lutem,вешемс
1287,erzählen::V,rrëfej,ёвтнемс
1288,mitteilen::V,kumtoj,ёвтамс
1289,nennen::V,quaj,лемдемс
1290,nennen::V,quaj,путомс лем
1291,rufen::V,thërras,тердемс
1292,rufen::V,thërras,серьгедемс
1293,prahlen::V,mburrem,шнамс пря
1294,prahlen::V,kapardisem,шнамс пря
1295,übersetzen::V,përkthej,ютавтомс
1296,denken::V,mendoj,арсемс
1297,glauben::V,besoj,кемемс
1298,bemerken::V,vërej,неемс
1299,erkennen::V,njoh,содамс
1300,erkennen::V,shquaj,содамс
1301,begreifen::V,marr vesh,пачкодемс
1302,verstehen::V,marr vesh,чарькодемс
1303,lernen::V,mësoj,тонавтнемс
1304,wissen::V,di,содамс
1305,sich erinnern an::V,kujtoj,ледстямс
1306,vergessen::V,harroj,стувтомс
1307,messen::V,mas,онкстнемс
1308,zählen::V,njeh,ловомс
1309,rechnen::V,llogaris,ловомс
1310,lesen::V,lexoj,ловномс
1311,lesen::V,këndoj,ловномс
1312,malen::V,lyej,рисовамс
1313,zeichnen::V,vizatoj,рисовамс
1314,schreiben::V,shkruaj,сёрмадомс
1315,besitzen::V,kam,улемс
1316,besitzen::V,kam,улемс азорокс
1317,kaufen::V,blej,рамамс
1318,verkaufen::V,shes,миемс
1319,bezahlen::V,paguaj,пандомс
1320,zahlen::V,paguaj,пандомс
1321,beherrschen::V,zotëroj,азоркстамс
1322,ertragen::V,duroj,кирдемс
