,Concept_ID,bg,kn
82,Feuer::N,огън,ಬೆಂಕಿ
83,Licht::N,светлина,ಬೆಳಕು
84,Schatten::N,сянка,ನೆರಳು
85,Wetter::N,време,ಹವ
86,Nebel::N,мъгла,ಮಂಜು
87,Wolke::N,облак,ಮೋಡ
88,Regen::N,дъжд,ಮಳೆ
89,Schnee::N,сняг,ಹಿಮ
90,Eis::N,лед,ಮಂಜುಗಡ್ಡೆ
91,Frost::N,мраз,ಮಂಜು
92,Kälte::N,студ,ಹಿಮ
93,Hitze::N,жега,ಉಷ್ಣ
94,Hitze::N,горещина,ಉಷ್ಣ
95,Raureif::N,скреж,ಇಬ್ಬನಿ
96,Raureif::N,слана,ಇಬ್ಬನಿ
97,Regenbogen::N,дъга,ಇಂದ್ರಚಾಪ
98,Donner::N,гръм,ಗುಡುಗು
99,Strömung::N,течение,ಪ್ರವಾಹ
100,Tropfen::N,капка,ತೊಟ್ಟು
101,Schaum::N,пяна,ನೊರೆ
102,Schmutz::N,кал,ಕಸ
103,Schmutz::N,мръсотия,ಕಸ
104,See::N,езеро,ಸರೋವರ
105,Sumpf::N,блато,ಜೌಗುಸ್ಥಳ
106,Moor::N,мочурище,ಬಂಜರು ಭೂಮಿ
107,Wiese::N,ливада,ಹುಲ್ಲುಗಾವಲು
108,Wald::N,гора,ಕಾಡು
109,Hügel::N,рид,ಗುಡ್ಡೆ
110,Hügel::N,хълм,ಗುಡ್ಡೆ
111,Anhöhe::N,могила,ದಿಬ್ಬ
112,Anhöhe::N,възвишение,ದಿಬ್ಬ
113,Berg::N,планина,ಮಲೆ
114,Berg::N,планина,ಪರ್ವತ
115,Gipfel::N,връх,ಶೃಂಗ
116,Höhle::N,пещера,ಗುಹೆ
117,Abhang::N,склон,ಇಳಿಜಾರು
118,Abhang::N,стръмнина,ಇಳಿಜಾರು
119,Quelle::N,извор,ಮೂಲ
120,Bach::N,поток,ತೊರೆ
121,Fluss::N,река,ನದಿ
122,Ufer::N,бряг,ತೀರ
123,Küste::N,бряг,ದಂಡೆ
124,Küste::N,крайбрежие,ದಂಡೆ
125,Festland::N,суша,ಭೂಮಿ
126,Meer::N,море,ಕಡಲು
127,Bucht::N,залив,ಖಾರಿ
128,Insel::N,остров,ದ್ವೀಪ
129,Blume::N,цвете,ಸುಮ
130,Gras::N,трева,ಹುಲ್ಲು
131,Wurzel::N,корен,ಬೇರು
132,Baum::N,дърво,ಮರ
133,Stamm::N,стъбло,ಕಾಂಡ
134,Rinde::N,кора,ತೂಗಟಿ
135,Ast::N,клон,ಶಾಖೆ
136,Zweig::N,клон,ರೆಂಬೆ
137,Blatt::N,лист,ಎಲೆ
138,Birke::N,бреза,ಬರ್ಚ್ ಮರ
139,Kiefer[Baum]::N,бор,ದೇವದಾರು ಮರ
140,Weide[Baum]::N,върба,ವಿಲೋಮರ
141,Tanne::N,ела,ಭದ್ರದಾರು
142,Horn::N,рог,ಕೊಂಬು
143,Feder::N,перо,ಪುಕ್ಕ
144,Fell::N,кожа,ರೋಮ
145,Flügel::N,крило,ರೆಕ್ಕೆ
146,Klaue::N,нокът,ಪಂಜ
147,Kralle::N,нокът,ಉಗುರು
148,Schwanz::N,опашка,ಬಾಲ
149,Ei::N,яйце,ಮೊಟ್ಟೆ
150,Nest::N,гнездо,ಗೂಡು
151,Bau::N,дупка,ಅಡಗುದಾಣ
152,Tier::N,животно,ಪ್ರಾಣಿ
153,Herde::N,стадо,ಗುಂಪು
154,Kuh::N,крава,ಹಸು
155,Bulle::N,бик,ಗೂಳಿ
156,Pferd::N,кон,ಕುದುರೆ
157,Schaf::N,овца,ಕುರಿ
158,Schwein::N,свиня,ಹಂದಿ
159,Hund::N,куче,ನಾಯಿ
160,Katze::N,котка,ಬೆಕ್ಕು
161,Bär::N,мечка,ಕರಡಿ
162,Eichhörnchen::N,катерица,ಉಡುತೆ
163,Elch::N,лос,ಕಡವೆ
164,Fuchs::N,лисица,ನರಿ
165,Hase::N,заек,ಮೊಲ
166,Maus::N,мишка,ಇಲಿ
167,Wolf::N,вълк,ತೋಳ
168,Vogel::N,птица,ಪಕ್ಷಿ
169,Schwarm::N,рой,ಗುಂಪು
170,Schwarm::N,рояк,ಗುಂಪು
171,Huhn::N,кокошка,ಚಿಕ್
172,Hahn::N,петел,ಹುಂಜ
173,Gans::N,гъска,ವರಟೆ
174,Adler::N,орел,ಗರುಡ
175,Ente::N,патица,ಬಾತು
176,Eule::N,сова,ಗೂಬೆ
177,Kranich::N,жерав,ಕೊಕ್ಕರ
178,Krähe::N,врана,ಕಾಗೆ
179,Kuckuck::N,кукувица,ಕೋಗಿಲೆ
180,Schwan::N,лебед,ಹಂಸಪಕ್ಷಿ
181,Fisch::N,риба,ಮೀನು
182,Barsch::N,костур,ಪರ್ಚ್ ಮೀನು
183,Hecht::N,щука,ಪೈಕ್ ಮೀನು
184,Schlange[Tier]::N,змия,ಹಾವು
185,Wurm::N,червей,ಹುಳು
186,Spinne::N,паяк,ಊರ್ಣನಾಭ
187,Ameise::N,мравка,ಇರುವೆ
188,Laus::N,въшка,ಹೇನು
189,Mücke::N,комар,ಸೊಳ್ಳೆ
190,Fliege::N,муха,ನೊಣ
191,Schmetterling::N,пеперуда,ಪತಂಗ
192,Beere::N,плод,ನಯವಣ್ಣು
193,Apfel::N,ябълка,ಸೇಬು
194,Pilz::N,гъба,ಅಣಬೆ
195,Zwiebel::N,лук,ನೀರುಳ್ಳಿ
196,Zwiebel::N,кромид,ನೀರುಳ್ಳಿ
197,Saat::N,семе,ಬಿತ್ತ
198,Korn::N,зърно,ಬೀಜ
199,Heu::N,сено,ಕರಡ
200,Schale::N,кора,ಹೊಟ್ಟು
201,Grube::N,яма,ಗುಂಡಿ
202,Grube::N,дупка,ಗುಂಡಿ
203,Falle::N,примка,ಬೋನು
204,Schlinge::N,клуп,ಉರುಲು
205,Spur::N,диря,ಜಾಡು
206,Spur::N,следа,ಜಾಡು
207,Asche::N,пепел,ಬೂದಿ
208,Dreck::N,кал,ಹೊಲಸು
209,Eisen::N,желязо,ಕಬ್ಬಿಣ
210,Gold::N,злато,ಚಿನ್ನ
211,Silber::N,сребро,ಬೆಳ್ಳಿ
212,Kohle::N,въглища,ಕಲ್ಲಿದ್ದಲು
213,Glas::N,стъкло,ಗಾಜು
214,Lehm::N,глина,ಜೇಡಿಮಣ್ಣು
215,Sand::N,пясък,ಮರಳು
216,Mensch::N,човек,ಪುರುಷ
217,Mann::N,мъж,ಆಳು
218,Frau::N,жена,ಹೆಣ್ಣು
219,Kind::N,дете,ಮಗು
220,Junge::N,момче,ಹುಡುಗ
221,Mädchen::N,момиче,ಹುಡುಗಿ
222,Familie::N,фамилия,ಕುಟುಂಬ
223,Familie::N,семейство,ಕುಟುಂಬ
224,Großvater::N,дядо,ಅಜ್ಜ
225,Großmutter::N,баба,ಅಮ್ಮ
226,Eltern::N,родители,ಹೆತ್ತವರು
227,Vater::N,баща,ತಂದೆ
228,Mutter::N,майка,ಅಮ್ಮ
229,Sohn::N,син,ಮಗ 
230,Tochter::N,дъщеря,ಮಗಳು
231,Bruder::N,брат,ತಮ್ಮ
232,Schwester::N,сестра,ತಂಗಿ
233,Onkel::N,чичо,ಸೋದರಮಾವ
234,Onkel::N,чичо,ದೊಡ್ಡಪ್ಪ
235,Onkel::N,вуйчо,ಸೋದರಮಾವ
236,Onkel::N,вуйчо,ದೊಡ್ಡಪ್ಪ
237,Tante::N,леля,ಚಿಕ್ಕಮ್ಮ
238,Ehemann::N,съпруг,ಗಂಡ
239,Ehefrau::N,съпруга,ಹೆಂಡತಿ
240,Freude::N,радост,ನಲಿವು
241,Gelächter::N,смях,ನಗೆ
242,Glück::N,щастие,ಆನಂದ
243,Kummer::N,тъга,ದುಃಖ
244,Wunsch::N,желание,ಬಯಕೆ
245,Lust::N,желание,ಇಷ್ಟ
246,Geist::N,дух,ಆತ್ಮ
247,Gedanke::N,мисъл,ಯೋಚನೆ
248,Gedächtnis::N,памет,ಸ್ಮರಣೆ
249,Verstand::N,ум,ಮನಸ್ಸು
250,Verstand::N,разум,ಮನಸ್ಸು
251,Sinn::N,смисъл,ಅರ್ಥ
252,Grund::N,причина,ಕಾರಣ
253,Wahrheit::N,правда,ಸತ್ಯ
254,Gespräch::N,разговор,ಸಂಭಾಷಣೆ
255,Märchen::N,приказка,ಸುಳ್ಳು ಕಥೆ
256,Erzählung::N,разказ,ಕಥೆ
257,Nachricht::N,вест,ಸಂದೇಶ
258,Nachricht::N,известие,ಸಂದೇಶ
259,Neuigkeit::N,новина,ಸುದ್ದಿ
260,Name::N,име,ಹೆಸರು
261,Rätsel::N,гатанка,ಒಗಟು
262,Rede::N,реч,ಮಾತು
263,Rede::N,слово,ಮಾತು
264,Sprache::N,език,ಭಾಷೆ
265,Stimme::N,глас,ಧ್ವನಿ
266,Wort::N,дума,ಮಾತು
267,Zeichen::N,знак,ಗುರುತು
268,Ruf::N,зов,ಕೂಗು
269,Lärm::N,шум,ಸದ್ದು
270,Lärm::N,глъчка,ಸದ್ದು
271,Laut::N,звук,ಶಬ್ದ
272,Ton::N,тон,ನಾದ
273,Lied::N,песен,ಗಾನ
274,Ruhe::N,тишина,ಶಾಂತಿ
275,Ruhe::N,спокойствие,ಶಾಂತಿ
276,Leute::N,хора,ಮಂದಿ
277,Volk::N,народ,ಜನಾಂಗ
278,Arbeit::N,труд,ಕೆಲಸ
279,Arbeit::N,работа,ಕೆಲಸ
280,Gast::N,гост,ಅತಿಥಿ
281,Geschenk::N,дар,ಕಾಣಿಕೆ
282,Geschenk::N,подарък,ಕಾಣಿಕೆ
283,Spiel::N,игра,ಆಟ
284,Gesellschaft::N,общество,ಸಂಗ
285,Hilfe::N,помощ,ಸಹಾಯ
286,Freund::N,приятел,ಸ್ನೇಹಿತ
287,Kamerad::N,другар,ಜೊತೆಗಾರ
288,Angelegenheit::N,работа,ವಿಚಾರ
289,Anzahl::N,брой,ಎಣಿಕೆ
290,Anzahl::N,количество,ಎಣಿಕೆ
291,Art::N,вид,ತರ
292,Stück::N,къс,ತುಂಡು
293,Stück::N,парче,ತುಂಡು
294,Teil::N,дял,ಭಾಗ
295,Teil::N,част,ಭಾಗ
296,Hälfte::N,половина,ಅರ್ಧ
297,Kreis::N,кръг,ವೃತ್ತ
298,Kreuz::N,кръст,ಶಿಲುಬೆ
299,Linie::N,черта,ರೀಖೆ
300,Strich::N,щрих,ಗೀಟು
301,Strich::N,черта,ಗೀಟು
302,Abstand::N,дистанция,ಅಂತರ
303,Abstand::N,разстояние,ಅಂತರ
304,Entfernung::N,разстояние,ದೂರ
305,Gegend::N,местност,ವಿಸ್ತೀರ್ಣ
306,Platz::N,място,ಅಂತರ
307,Ort::N,място,ಸ್ಥಳ
308,Seite::N,страна,ಪಕ್ಷ
309,Mitte::N,среда,ನಡು
310,Gegenstand::N,предмет,ವಸ್ತು
311,Sache::N,вещ,ವಸ್ತು
312,Rand::N,ръб,ಅಂಚು
313,Kante::N,ръб,ಅಂಚು
314,Kante::N,кант,ಅಂಚು
315,Ecke::N,ъгъл,ಮೂಲೆ
316,Spitze::N,връх,ತುದಿ
317,Spitze::N,острие,ತುದಿ
318,Ende::N,край,ಕೊನೆ
319,Loch::N,дупка,ತೂತು
320,Winkel::N,кът,ಕೋನ
321,Winkel::N,ъгъл,ಕೋನ
322,Muster::N,десен,ನಮೂನೆ
323,Muster::N,образец,ನಮೂನೆ
324,Größe::N,големина,ಪ್ರಮಾಣ
325,Länge::N,дължина,ಉದ್ದ
326,Höhe::N,висота,ಎತ್ತರ
327,Höhe::N,височина,ಎತ್ತರ
328,Gewicht::N,тегло,ತೂಕ
329,Gewicht::N,тежест,ತೂಕ
330,Menge::N,количество,ಮೊತ್ತ
331,Haufen::N,куп,ರಾಶಿ
332,Haufen::N,грамада,ರಾಶಿ
333,Reihe::N,ред,ಸಾಲು
334,Reihe::N,редица,ಸಾಲು
335,Boot::N,лодка,ದೋಣಿ
336,Ruder::N,весло,ಹುಟ್ಟು
337,Ruder::N,гребло,ಹುಟ್ಟು
338,Schlitten::N,шейна,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
339,Ski::N,ски,ಜಾರುಪಟ್ಟಿ
340,Lagerfeuer::N,огнище,ಶಿಬಿರಾಗ್ನಿ
341,Last::N,товар,ಹೊರೆ
342,Gang::N,ход,ತಿರುಗಾಟ
343,Gang::N,вървеж,ತಿರುಗಾಟ
344,Schritt::N,стъпка,ಹೆಜ್ಜೆ
345,Norden::N,север,ಉತ್ತರ
346,Süden::N,юг,ದಕ್ಷಿಣ
347,Westen::N,запад,ಪಶ್ಚಿಮ
348,Osten::N,изток,ಮೂಡಲು
349,Holz::N,дърво,ಚೌಬೀನೆ
350,Brett::N,дъска,ಹಲಗೆ
351,Stange::N,прът,ಕಂಬ
352,Stange::N,върлина,ಕಂಬ
353,Stock::N,прът,ಕೋಲು
354,Stock::N,тояга,ಕೋಲು
355,Stab::N,прът,ದೊಣ್ಣೆ
356,Rohr::N,цев,ನಳಿಕೆ
357,Rohr::N,тръба,ನಳಿಕೆ
358,Haus::N,къща,ಮನೆ
359,Heim::N,дом,ಗೃಹ
360,Ofen::N,печка,ಒಲೆ
361,Fußboden::N,под,ನೆಲ
362,Tisch::N,маса,ಮೇಜು
363,Stuhl::N,стол,ಕುರ್ಚಿ
364,Wiege::N,люлка,ತೊಟ್ಟಿಲು
365,Bett::N,легло,ಹಾಸಿಗೆ
366,Bett::N,креват,ಹಾಸಿಗೆ
367,Regal::N,рафт,ಬೀರು
368,Regal::N,етажерка,ಬೀರು
369,Kiste::N,кутия,ಪಟ್ಟಿಗೆ
370,Kiste::N,сандък,ಪಟ್ಟಿಗೆ
371,Fenster::N,прозорец,ಕಿಟಕಿ
372,Tür::N,врата,ಬಾಗಿಲು
373,Tor::N,врата,ಹೆಬ್ಬಾಗಿಲು
374,Zaun::N,ограда,ಬೇಲಿ
375,Dach::N,покрив,ಮಾಳಿಗೆ
376,Leiter::N,стълба,ಏಣಿ
377,Besen::N,метла,ಪೊರಕೆ
378,Spaten::N,лопата,ಗುದ್ದಲಿ
379,Schaufel::N,лопата,ಸನಿಕೆ
380,Gabel::N,вилица,ಕವಲು
381,Löffel::N,лъжица,ಚಮಚ
382,Messer::N,нож,ಚಾಕು
383,Nagel::N,гвоздей,ಆಣಿ
384,Netz::N,мрежа,ಬಲೆ
385,Haken::N,кука,ಕೊಂಡಿ
386,Haken::N,закачалка,ಕೊಂಡಿ
387,Griff::N,ръчка,ಹಿಡಿ
388,Griff::N,дръжка,ಹಿಡಿ
389,Schloss::N,брава,ವೀಗ
390,Schloss::N,ключалка,ವೀಗ
391,Bild::N,картина,ಚಿತ್ರ
392,Figur::N,фигура,ಆಕಾರ
393,Puppe::N,кукла,ಗೊಂಬೆ
394,Beutel::N,кесия,ಸಂಚಿ
395,Bündel::N,връзка,ಕಟ್ಟು
396,Tasche::N,чанта,ಚೀಲ
397,Eimer::N,кофа,ಬಾನೆ
398,Deckel::N,капак,ಮುಚ್ಚಳ
399,Deckel::N,похлупак,ಮುಚ್ಚಳ
400,Geschirr::N,съдове,ಭಕ್ಷ್ಯಗಳು
401,Sack::N,чувал,ಮೂಟೆ
402,Tasse::N,чаша,ಬಟ್ಟಲು
403,Topf::N,гърне,ಮಡಕೆ
404,Topf::N,тенджера,ಮಡಕೆ
405,Kessel::N,котел,ಕೆಟಲ್
406,Essen::N,ядене,ಊಟ
407,Nahrung::N,храна,ಆಹಾರ
408,Speise::N,ястие,ಊಟ
409,Fleisch::N,месо,ಮಾಂಸ
410,Getreide::N,зърнено храни,ಧಾನ್ಯ
411,Brei::N,каша,ಗಂಜಿ
412,Brot::N,хляб,ರೊಟ್ಟಿ
413,Scheibe::N,резен,ಹೋಳು
414,Fett::N,мазнина,ಕೊಬ್ಬು
415,Butter::N,масло,ಬೆಣ್ಣೆ
416,Öl::N,олио,ಎಣ್ಣೆ
417,Öl::N,оливия,ಎಣ್ಣೆ
418,Salz::N,сол,ಉಪ್ಪು
419,Suppe::N,супа,ಎಸರು
420,Honig::N,мед,ಮಧು
421,Milch::N,мляко,ಹಾಲು
422,Tee::N,чай,ಚಹ
423,Leder::N,кожа,ಚಕ್ಕಳ
424,Wolle::N,вълна,ಉಣ್ಣೆ
425,Stoff::N,плат,ಬಟ್ಟೆ
426,Stoff::N,материал,ಬಟ್ಟೆ
427,Nadel::N,игла,ಸೂಜಿ
428,Faden::N,конец,ದಾರ
429,Knopf::N,копче,ಗುಂಡು
430,Knoten::N,възел,ಗಂಟು
431,Farbe::N,боя,ಬಣ್ಣ
432,Kleidung::N,дрехи,ಅರಿವೆ
433,Kleidung::N,облекло,ಅರಿವೆ
434,Hemd::N,риза,ಅಂಗಿ
435,Kragen::N,яка,ಕುತ್ತಿಗೆಪಟ್ಟಿ
436,Ärmel::N,ръкав,ತೋಳು
437,Hose::N,панталони,ಇಜಾರ
438,Gürtel::N,пояс,ಬೆಲ್ಟು
439,Gürtel::N,колан,ಬೆಲ್ಟು
440,Mütze::N,каскет,ಟೋಪಿ
441,Mütze::N,фуражка,ಟೋಪಿ
442,Schuh::N,обувка,ಪಾದರಕ್ಷೆ
443,Stiefel::N,ботуш,ಬೂಟು
444,Ring::N,пръстен,ಉಂಗುರ
445,Band::N,лента,ರಿಬ್ಬನ್
446,Band::N,връзка,ರಿಬ್ಬನ್
447,Kamm::N,гребен,ಹಣಿಗೆ
448,Spiegel::N,огледало,ಕನ್ನಡಿ
449,Riemen::N,каиш,ಬಾರು
450,Riemen::N,ремък,ಬಾರು
451,Schnur::N,връв,ಹುರಿ
452,Leine::N,връв,ಹಗ್ಗ
453,Leine::N,въже,ಹಗ್ಗ
454,Decke::N,покривка,ಕಂಬಳಿ
455,Kissen::N,възглавница,ದಿಂಬು
456,Tuch::N,сукно,ಕೊರಳ ಬಟ್ಟೆ
457,Handtuch::N,пешкир,ಚೌಕ
458,Handtuch::N,кърпа за лице,ಚೌಕ
459,Kraft::N,мощ,ಬಲ
460,Kraft::N,сила,ಬಲ
461,Stärke::N,сила,ಶಕ್ತಿ
462,Gesundheit::N,здраве,ಆರೋಗ್ಯ
463,Krankheit::N,болест,ರೋಗ
464,Schmerz::N,болка,ನೋವು
465,Wunde::N,рана,ಗಾಯ
466,Fieber::N,треска,ಜ್ವರ
467,Fieber::N,температура,ಜ್ವರ
468,Arznei::N,лек,ಔಷಧ
469,Arznei::N,лекарство,ಔಷಧ
470,Brücke::N,мост,ಸೇತುವೆ
471,Brunnen::N,чешма,ಬಾವಿ
472,Brunnen::N,кладенец,ಬಾವಿ
473,Weide::N,паша,ಗೋಮಾಳ
474,Weide::N,пасище,ಗೋಮಾಳ
475,Pfad::N,пътека,ದಾರಿ
476,Weg::N,път,ಹಾದಿ
477,Straße::N,шосе,ರಸ್ತೆ
478,Dorf::N,село,ಹಳ್ಳಿ
479,Stadt::N,град,ಪಟ್ಟಣ
480,Brief::N,писмо,ಕಾಗದ
481,Buch::N,книга,ಪುಸ್ತಕ
482,Buchstabe::N,буква,ಅಕ್ಷರ
483,Zeitung::N,вестник,ವಾರ್ತಾಪತ್ರಿಕೆ
484,Leben::N,живот,ಜೀವನ
485,Tod::N,смърт,ಮರಣ
486,Grab::N,гроб,ಗೋರಿ
487,Kirche::N,църква,ಚರ್ಚು
488,Sünde::N,грях,ಪಾಪ
489,Gott::N,бог,ದೇವರು
490,Arbeiter::N,работник,ಕೆಲಸಗಾರ
491,Chef::N,шеф,ದಣಿ
492,Chef::N,началник,ದಣಿ
493,Meister::N,майстор,ಶಿಕ್ಷಕ
494,Arzt::N,лекар,ವೈದ್ಯ
495,Lehrer::N,учител,ಉಪಾಧ್ಯಾಯ
496,Geld::N,пари,ಹಣ
497,Geschäft::N,сделка,ವಾಣಿಜ್ಯ
498,Laden::N,дюкян,ಅಂಗಡಿ
499,Laden::N,магазин,ಅಂಗಡಿ
500,Preis::N,цена,ಬೆಲೆ
501,Ware::N,стока,ಸರಕು
502,Nutzen::N,полза,ಲಾಭ
503,Nutzen::N,облага,ಲಾಭ
504,Reichtum::N,богатство,ಸಂಪತ್ತು
505,Welt::N,свят,ಭೂಲೋಕ
506,Land::N,страна,ದೇಶ
507,Staat::N,щат,ರಾಜ್ಯ
508,Staat::N,държава,ರಾಜ್ಯ
509,König::N,крал,ರಾಜ
510,Macht::N,мощ,ಅಧಿಕಾರ
511,Macht::N,власт,ಅಧಿಕಾರ
512,Grenze::N,граница,ಗಡಿ
513,Krieg::N,война,ಯುದ್ಧ
514,Feind::N,враг,ಶತ್ರು
515,Feind::N,неприятел,ಶತ್ರು
516,Gewalt::N,сила,ಹಿಂಸೆ
517,Gewalt::N,насилие,ಹಿಂಸೆ
518,Kampf::N,борба,ಹೋರಾಟ
519,Kampf::N,сражение,ಹೋರಾಟ
520,Bogen[Waffe]::N,лък,ಬಿಲ್ಲು
521,Pfeil::N,стрела,ಅಂಬು
522,Gewehr::N,пушка,ಬಂದೂಕು
523,Fehler::N,грешка,ತಪ್ಪು
524,Lüge::N,лъжа,ಸುಳ್ಳು
525,Schaden::N,повреда,ಹಾನಿ
526,Unglück::N,нещастие,ಅಪಾಯ
527,Schuld::N,вина,ದೋಷ
528,Alter::N,възраст,ಮುಪ್ಪು
529,Schluss::N,край,ಮುಕ್ತಾಯ
530,Zeit::N,време,ಕಾಲ
531,Tag::N,ден,ದಿನ
532,Morgen::N,утро,ಮುಂಜಾನೆ
533,Morgen::N,сутрин,ಮುಂಜಾನೆ
534,Mittag::N,обед,ನಡುಹಗಲು
535,Mittag::N,пладне,ನಡುಹಗಲು
536,Abend::N,вечер,ಸಂಜೆ
537,Nacht::N,нощ,ರಾತ್ರಿ
538,Woche::N,седмица,ವಾರ
539,Monat::N,месец,ತಿಂಗಳು
540,Jahr::N,година,ಸಂವತ್ಸರ
541,Frühling::N,пролет,ವಸಂತ
542,Sommer::N,лято,ಬಿಸಿಲುಕಾಲ
543,Herbst::N,есен,ಶರತ್ಕಾಲ
544,Winter::N,зима,ಚಳಿಗಾಲ
545,Januar::N,януари,ನಾಲ್ಚಳಿ
546,Februar::N,февруари,ಅಯ್ಚಳಿ
547,März::N,март,ಮೊಬ್ಬೇಸಿಗೆ
548,April::N,април,ಇಬ್ಬೇಸಿಗೆ
549,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
550,Juni::N,юни,ಮೊಮ್ಮಳೆ
551,Juli::N,юли,ಇಮ್ಮಳೆ
552,August::N,август,ಮುಮ್ಮಳೆ
553,September::N,септември,ನಾಲ್ಮಳೆ
554,Oktober::N,октомври,ಮೊಚ್ಚಳಿ
555,November::N,ноември,ಇಚ್ಚಳಿ
556,Dezember::N,декември,ಮುಚ್ಚಳಿ
557,Montag::N,понеделник,ಸೋಮುವಾರ
558,Dienstag::N,вторник,ಮಂಗಳವಾರ
559,Mittwoch::N,сряда,ಬುಧವಾರ
560,Donnerstag::N,четвъртък,ಗುರುವಾರ
561,Freitag::N,петък,ಶುಕ್ರವಾರ
562,Samstag::N,събота,ಶನಿವಾರ
563,Sonntag::N,неделя,ಭಾನುವಾರ
564,groß::A,едър,ದೊಡ್ಡ
565,groß::A,голям,ದೊಡ್ಡ
566,klein::A,малък,ಪುಟ್ಟ
567,klein::A,дребен,ಪುಟ್ಟ
568,lang::A,дълъг,ದೀರ್ಘ
569,kurz::A,къс,ಚಕ್ಕ
570,breit::A,широк,ಅಗಲವಾದ
571,schmal::A,тесен,ಇಕ್ಕಟ್ಟಾದ
572,dicht::A,гъст,ದಟ್ಟ
573,dick[Gegenstand]::A,дебел,ದಟ್ಟ
574,dünn::A,тънък,ತೆಳು
575,fein::A,фин,ಕೋಮಲ
576,fein::A,тънък,ಕೋಮಲ
577,fest::A,твърд,ಘನ
578,fest::A,плътен,ಘನ
579,flach::A,равен,ಚಪ್ಪಟೆ
580,flach::A,плосък,ಚಪ್ಪಟೆ
581,glatt::A,гладък,ನಯ
