,Concept_ID,ar,uk
811,hundert::NUM,مئة,сто
812,tausend::NUM,ألف,тисяча
813,und::CNJ,و,і
814,oder::CNJ,أو,або
815,stehen::V,وقف,стояти
816,sitzen::V,جلس,сидіти
817,liegen::V,رقد,лежати
818,hängen::V,تعلق,висіти
819,werden::V,صار,стати
820,werden::V,صار,робитися
821,werden::V,أصبح,стати
822,werden::V,أصبح,робитися
823,passieren::V,حدث,трапитися
824,beginnen::V,ابتدأ,початися
825,enden::V,انتهى,кінчитися
826,wechseln::V,تغير,мінятися
827,aufgehen[Sonne]::V,شرق,зійти
828,untergehen[Sonne]::V,غرب,зайти
829,scheinen[Sonne]::V,أضاء,світити
830,donnern::V,رعد,гриміти
831,wehen::V,هب,віяти
832,strömen::V,جرى,литися
833,fließen::V,سال,текти
834,sich drehen::V,دار,обертатися
835,schwanken::V,ترنح,коливатися
836,schwingen::V,ترجح,хитатися
837,schwingen::V,ترجح,гойдатися
838,fallen::V,سقط,падати
839,brennen::V,احترق,горіти
840,rauchen::V,دخن,диміти
841,regnen::V,أمطر,дощити
842,gefrieren::V,تجمد,змерзнути
843,tauen::V,ذاب,танути
844,schmelzen::V,ذاب,плавитися
845,trocknen::V,نشف,сохнути
846,sieden::V,غلى,кипіти
847,faulen::V,فسد,гнити
848,verfaulen::V,تعفن,згнити
849,reißen::V,انقطع,рватися
850,versinken::V,غرق,тонути
851,vergehen::V,مضى,проходити
852,erscheinen::V,لاح,з’явитися
853,erscheinen::V,ظهر,з’явитися
854,verschwinden::V,غاب,щезнути
855,verschwinden::V,غاب,зникнути
856,sinken::V,هبط,спадати
857,abnehmen::V,نقص,поменшитися
858,zunehmen::V,ازداد,збільшуватися
859,steigen::V,صعد,підніматися
860,steigen::V,ارتفع,підніматися
861,wachsen::V,نما,рости
862,wachsen::V,نبت,рости
863,glänzen::V,لمع,блищати
864,funkeln::V,تلألأ,блискати
865,lärmen::V,ضج,шуміти
866,lärmen::V,صخب,шуміти
867,läuten::V,قرع,дзвонити
868,klingeln::V,دق,дзвонити
869,klirren::V,قعقع,дзвякати
870,brausen::V,عج,бушувати
871,rauschen::V,حف,шелестіти
872,klingen::V,رن,лунати
873,klingen::V,رن,звучати
874,bellen::V,نبح,гавкати
875,heulen::V,عوى,вити
876,blasen::V,نفخ,дунути
877,pfeifen::V,صفر,свистіти
878,schreien::V,صرخ,кричати
879,stöhnen::V,أن,стогнати
880,zittern::V,ارتعش,тремтіти
881,leben::V,عاش,жити
882,geboren werden::V,ولد,народитися
883,atmen::V,تنفس,дихати
884,trinken::V,شرب,пити
885,essen::V,أكل,їсти
886,schlucken::V,جرع,ковтати
887,müde werden::V,تعب,втомитися
888,einschlafen::V,نام,заснути
889,schlafen::V,نام,спати
890,aufwachen::V,استيقظ,прокинутися
891,aufstehen::V,قام,встати
892,sich erholen::V,استجم,відпочивати
893,krank werden::V,مرض,захворіти
894,krank sein::V,مرض,хворіти
895,schmerzen::V,آلم,боліти
896,husten::V,كح,кашляти
897,husten::V,سعل,кашляти
898,genesen::V,نقه,одужати
899,genesen::V,نقه,видужати
900,sterben::V,مات,померти
901,umkommen::V,هلك,згинути
902,sich bewegen::V,تحرك,рухатися
903,sich rühren::V,تحرك,ворушитися
904,sich erheben::V,قام,встати
905,sich setzen::V,جلس,сісти
906,hinfallen::V,وقع,упасти
907,laufen::V,مشى,ходити
908,schreiten::V,خطا,крокувати
909,spazierengehen::V,تنزه,гуляти
910,eilen::V,عجل,спішити
911,sich beeilen::V,استعجل,поспішати
912,sausen::V,أسرع,мчатися
913,rennen::V,عدا,бігати
914,rennen::V,ركض,бігати
915,springen::V,قفز,скакати
916,springen::V,قفز,стрибати
917,klettern::V,تسلق,лазити
918,schaukeln::V,تأرجح,гойдатися
919,kriechen::V,دب,повзати
920,kriechen::V,زحف,повзати
921,schwimmen::V,سبح,пливти
922,schwimmen::V,سبح,плавати
923,tauchen::V,غطس,пірнати
924,rudern::V,جذف,гребти
925,rudern::V,جذف,веслувати
926,fahren::V,ركب,їхати
927,fahren::V,سافر,їхати
928,fliegen::V,طار,літати
929,gehen::V,سار,іти
930,gehen::V,ذهب,іти
931,weggehen::V,ذهب,піти
932,weggehen::V,انصرف,піти
933,abfahren::V,رحل,від’їхати
934,abfahren::V,رحل,відправитися
935,anhalten::V,توقف,зупинитися
936,hineingehen::V,دخل,входити
937,eintreten::V,دخل,увійти
938,kommen::V,أتى,прийти
939,kommen::V,جاء,прийти
940,ankommen::V,وصل,прибути
941,zurückkommen::V,عاد,повернутися
942,zurückkommen::V,رجع,повернутися
943,bleiben::V,مكث,залишитися
944,warten::V,انتظر,чекати
945,erwarten::V,ترقب,чекати
946,erwarten::V,انتظر,чекати
947,suchen::V,بحث,шукати
948,finden::V,وجد,знайти
949,versuchen::V,حاول,випробовувати
950,vorbereiten::V,أعد,підготувати
951,vorbereiten::V,حضر,підготувати
952,lieben::V,أحب,любити
953,mögen::V,أحب,любити
954,mögen::V,أحب,подобатися
955,lachen::V,ضحك,сміятися
956,rühren::V,أثر,розчулити
957,weinen::V,بكى,плакати
958,schimpfen::V,سب,лаятися
959,schimpfen::V,شتم,лаятися
960,sich ärgern::V,زعل,сердитися
961,sich fürchten::V,هاب,боятися
962,fürchten::V,خاف,боятися
963,fürchten::V,خشي,боятися
964,fliehen::V,هرب,тікати
965,flüchten::V,فر,утекти
966,sehen::V,رأى,бачити
967,anschauen::V,نظر,поглянути
968,ansehen::V,نظر,дивитися на
969,hören::V,سمع,чути
970,zuhören::V,أصغى,слухати
971,probieren::V,ذاق,покуштувати
972,riechen::V,شم,нюхати
973,riechen::V,استنشق,нюхати
974,fühlen::V,شعر,відчувати
975,scheinen::V,ظهر,здаватися
976,zu sehen sein::V,ظهر,виднітися
977,vernehmen::V,سمع,почути
978,frieren::V,بردان,мерзнути
979,tun::V,فعل,робити
980,können::V,قدر,могти
981,können::V,استطاع,могти
982,wollen::V,شاء,хотіти
983,wollen::V,أراد,хотіти
984,anfangen::V,بدأ,почати
985,beenden::V,أنهى,закінчити
986,aufhören::V,توقف,перестати
987,aufhören::V,انقطع,перестати
988,gelingen::V,نجح,вдатися
989,geraten::V,طلع,опинитися
990,öffnen::V,فتح,відкрити
991,schließen::V,أغلق,закрити
992,stellen::V,وضع,поставити
993,stellen::V,أقام,поставити
994,setzen::V,أجلس,посадити
995,legen::V,وضع,класти
996,berühren::V,مس,чіпати
997,berühren::V,لمس,чіпати
998,verbinden::V,ربط,зв’язати
999,verbinden::V,وصل,зв’язати
1000,bedecken::V,غطى,покрити
1001,aufhängen::V,علق,повісити
1002,anzünden::V,أوقد,запалити
1003,aufheben::V,لقط,підняти
1004,zurücklassen::V,ترك,залишити
1005,verlieren::V,فقد,загубити
1006,fallen lassen::V,أسقط,упустити
1007,machen::V,فعل,зробити
1008,herstellen::V,صنع,виготовити
1009,herstellen::V,أنتج,виготовити
1010,bauen::V,بنى,будувати
1011,bauen::V,شيد,будувати
1012,reparieren::V,صلح,лагодити
1013,verbessern::V,صحح,поліпшити
1014,ändern::V,غير,змінити
1015,graben::V,حفر,копати
1016,beugen::V,ثنى,зігнути
1017,beugen::V,أحنى,зігнути
1018,biegen::V,لوى,погнути
1019,drehen::V,أدار,вертіти
1020,drehen::V,دور,вертіти
1021,wenden::V,قلب,повернути
1022,umdrehen::V,قلب,перевернути
1023,heben::V,رفع,піднімати
1024,hochheben::V,رفع,підняти
1025,ergreifen::V,مسك,схопити
1026,halten::V,مسك,тримати
1027,drücken::V,ضغط,натискати
1028,schieben::V,حرك,пхати
1029,schieben::V,حرك,штовхати
1030,kratzen::V,خدش,шкребти
1031,lecken::V,لعق,лизати
1032,beißen::V,عض,кусати
1033,abreißen::V,قلع,відірвати
1034,abschneiden::V,قطع,відрізати
1035,binden::V,ربط,в’язати
1036,stecken::V,دس,увіткнути
1037,brechen::V,كسر,зламати
1038,klopfen::V,طرق,стукати
1039,hauen::V,ضرب,бити
1040,kleben::V,ألصق,клеїти
1041,reiben::V,حك,терти
1042,streichen::V,نشر,намазати
1043,schleifen::V,سن,точити
1044,schneiden::V,قطع,різати
1045,rütteln::V,رج,хитати
1046,schütteln::V,هز,трясти
1047,schwenken::V,لوح,махати
1048,schütten::V,صب,налити
1049,füllen::V,ملأ,наповнити
1050,einwickeln::V,لف,загорнути
1051,tragen::V,حمل,нести
1052,schleppen::V,سحب,тягти
1053,ziehen::V,سحب,тягнути
1054,aufbewahren::V,حفظ,зберігати
1055,werfen::V,رمى,кидати
1056,werfen::V,ألقى,кидати
1057,fangen::V,التقط,ловити
1058,packen::V,مسك,схопити
1059,verstecken::V,خبأ,сховати
1060,teilen::V,قسم,розділити
1061,schicken::V,بعث,посилати
1062,schicken::V,أرسل,посилати
1063,bringen::V,جلب,принести
1064,hinzufügen::V,أضاف,додати
1065,bekommen::V,حصل,дістати
1066,erhalten::V,استلم,одержати
1067,nehmen::V,أخذ,взяти
1068,wählen::V,اختار,вибрати
1069,auswählen::V,انتقى,відібрати
1070,bewahren::V,حافظ,зберегти
1071,behindern::V,عاق,перешкоджати
1072,verderben::V,أفسد,зіпсувати
1073,beschädigen::V,أضر,зашкодити
1074,zerbrechen::V,كسر,розбити
1075,zerreißen::V,مزق,розірвати
1076,zerstören::V,دمر,зруйнувати
1077,verbrennen::V,حرق,спалити
1078,geben::V,أعطى,дати
1079,reichen::V,ناول,передати
1080,schenken::V,وهب,дарувати
1081,versprechen::V,وعد,обіцяти
1082,wünschen::V,تمنى,бажати
1083,loben::V,مدح,хвалити
1084,küssen::V,قبل,цілувати
1085,wiegen::V,هدهد,качати
1086,zudecken::V,غطى,накрити
1087,wecken::V,أيقظ,розбудити
1088,zeigen::V,أرى,показати
1089,führen::V,دل,вести
1090,lehren::V,علم,вчити
1091,unterrichten::V,علم,викладати
1092,aufziehen::V,ربى,виховати
1093,leiten::V,دل,керувати
1094,leiten::V,أدار,керувати
1095,antreiben::V,حث,підганяти
1096,lassen::V,حدا,змусити
1097,einladen::V,دعا,запросити
1098,vereinigen::V,وحد,об’єднати
1099,besuchen::V,زار,завітати
1100,besuchen::V,زار,відвідати
1101,treffen::V,قابل,зустріти
1102,sich versammeln::V,اجتمع,зібратися
1103,spielen::V,لعب,грати
1104,singen::V,غنى,співати
1105,tanzen::V,رقص,танцювати
1106,sich trennen::V,افترق,розлучитися
1107,verlassen::V,ترك,покинути
1108,retten::V,نجى,врятувати
1109,retten::V,أنقذ,врятувати
1110,bewachen::V,حرس,охороняти
1111,schützen::V,حمى,уберігати
1112,verteidigen::V,دافع,захистити
1113,sich schlagen::V,تضارب,битися
1114,sich schlagen::V,تضارب,дратися
1115,schießen::V,أطلق,стріляти
1116,siegen::V,انتصر,перемогти
1117,ärgern::V,أزعل,сердити
1118,schlagen::V,ضرب,ударити
1119,treten::V,رفس,штовхати
1120,stechen::V,شك,вколоти
1121,stoßen::V,دفع,штовхнути
1122,stehlen::V,سرق,украсти
1123,stören::V,ضايق,перешкодити
1124,belästigen::V,أزعج,докучати
1125,verbergen::V,كتم,сховати
1126,täuschen::V,خدع,обдурити
1127,betrügen::V,غش,зшахраювати
1128,töten::V,قتل,убити
1129,wohnen::V,سكن,жити
1130,wohnen::V,سكن,мешкати
1131,arbeiten::V,عمل,працювати
1132,arbeiten::V,اشتغل,працювати
1133,sammeln::V,جمع,зібрати
1134,pflücken::V,جنى,зривати
1135,pflücken::V,قطف,зривати
1136,jagen::V,صاد,полювати
1137,fischen::V,اصطاد,рибалити
1138,fassen::V,قبض,піймати
1139,hüten::V,رعى,пасти
1140,treiben::V,ساق,гнати
1141,anbinden::V,ربط,прив’язати
1142,füttern::V,علف,годувати
1143,füttern::V,علف,харчувати
1144,melken::V,حلب,доїти
1145,hacken::V,فرم,рубати
1146,gießen::V,سقى,полити
1147,reifen::V,نضج,дозріти
1148,zubereiten::V,حضر,зготовити
1149,zubereiten::V,حضر,приготувати
1150,kochen::V,طبخ,варити
1151,kochen::V,طبخ,готувати
1152,backen::V,خبز,пекти
1153,braten::V,قلى,смажити
1154,braten::V,حمر,смажити
1155,umrühren::V,قلب,переміщати
1156,stricken::V,حاك,в’язати
1157,nähen::V,خاط,шити
1158,färben::V,صبغ,пофарбувати
1159,färben::V,لون,пофарбувати
1160,reinigen::V,نظف,очистити
1161,waschen::V,غسل,мити
1162,abwischen::V,مسح,витерти
1163,spülen::V,شطف,полоскати
1164,fegen::V,كنس,підмітати
1165,kehren::V,كنس,мести
1166,baden::V,استحم,купатися
1167,sich waschen::V,اغتسل,митися
1168,ausziehen::V,خلع,зняти
1169,anziehen::V,لبس,надіти
1170,sich anziehen::V,اكتسى,одягтися
1171,sich anziehen::V,اكتسى,одягнутися
1172,kämmen::V,مشط,зачесати
1173,schmücken::V,زين,оздобити
1174,sagen::V,قال,сказати
1175,sprechen::V,تكلم,говорити
1176,reden::V,تكلم,розмовляти
1177,sich unterhalten::V,تحادث,бесідувати
1178,fragen::V,سأل,запитати
1179,bitten::V,رجا,просити
1180,erzählen::V,حكي,розповісти
1181,mitteilen::V,بلغ,повідомити
1182,nennen::V,سمى,назвати
1183,rufen::V,نادى,кликати
1184,prahlen::V,فشر,хвалитися
1185,prahlen::V,تفاخر,хвалитися
1186,übersetzen::V,ترجم,перекласти
1187,denken::V,فكر,думати
1188,denken::V,فكر,мислити
1189,glauben::V,اعتقد,вірити
1190,bemerken::V,لاحظ,помітити
1191,erkennen::V,عرف,пізнати
1192,begreifen::V,فهم,осягнути
1193,begreifen::V,أدرك,осягнути
1194,verstehen::V,فهم,почути
1195,lernen::V,درس,навчатися
1196,wissen::V,علم,знати
1197,sich erinnern an::V,تذكر,пам’ятати
1198,vergessen::V,نسي,забути
1199,messen::V,قاس,міряти
1200,zählen::V,عد,лічити
1201,zählen::V,أحصى,лічити
1202,rechnen::V,حسب,рахувати
1203,lesen::V,قرأ,читати
1204,malen::V,صور,малювати
1205,zeichnen::V,رسم,рисувати
1206,schreiben::V,كتب,писати
1207,besitzen::V,حاز,мати
1208,besitzen::V,ملك,мати
1209,kaufen::V,اشترى,купити
1210,verkaufen::V,باع,продати
1211,bezahlen::V,دفع,заплатити
1212,zahlen::V,سدد,платити
1213,beherrschen::V,حكم,володіти
1214,ertragen::V,أطاق,витерпіти
1215,ertragen::V,تحمل,витерпіти
