,Concept_ID,el,ab
666,fleißig::A,εργατικός,иҟубҷоу
667,geizig::A,τσιγγούνης,акы
668,geizig::A,τσιγγούνης,акаҷбеи
669,geizig::A,τσιγγούνης,аҟəџьыр
670,klug::A,έξυπνος,аҟəыш
671,klug::A,έξυπνος,аҟəыӷа
672,geschickt::A,επιδέξιος,напҟазала
673,lieb::A,φίλος,алашара
674,lieb::A,αγαπητός,алашара
675,lustig::A,εύθυμος,алах-ҿых
676,lustig::A,εύθυμος,игурҕьаччо
677,lustig::A,εύθυμος,агурҕьа
678,lustig::A,εύθυμος,агурҿыхага
679,lustig::A,χαρούμενος,алах-ҿых
680,lustig::A,χαρούμενος,игурҕьаччо
681,lustig::A,χαρούμενος,агурҕьа
682,lustig::A,χαρούμενος,агурҿыхага
683,sanft::A,ήπιος,атата
684,sanft::A,ήπιος,аҟəымшəышə
685,sanft::A,ήπιος,ақьыҧш
686,hungrig::A,πεινασμένος,амлашь
687,krank::A,άρρωστος,ачымазаҩ
688,nackt::A,γυμνός,аҟьантаз
689,traurig::A,λυπημένος,алахьеиқəҵага
690,lebendig::A,ζωντανός,абза
691,gut::A,καλός,абзиа
692,schlecht::A,κακός,-хəарҭам
693,richtig::A,σωστός,иашоу
694,schlimm::A,άσχημος,абааҧсы
695,wahr::A,αληθής,агəҭылса
696,wahr::A,αληθής,абзиаҵəҟьа
697,wahr::A,αληθινός,агəҭылса
698,wahr::A,αληθινός,абзиаҵəҟьа
699,alt::A,παλιός,Ажə
700,neu::A,νέος,аҿыц
701,neu::A,καινούργιος,аҿыц
702,ehemalig::A,παλιός,анкьатәи
703,alt[Lebewesen]::A,γέρος,абырг
704,alt[Lebewesen]::A,γέρος,ақабада
705,alt[Lebewesen]::A,γέρος,Ажə
706,jung::A,νέος,аҟата
707,arm::A,φτωχός,ананамга
708,reich::A,πλούσιος,абеиа
709,bekannt::A,γνωστός,адыр
710,berühmt::A,περίφημος,адыр
711,berühmt::A,ξακουσμένος,адыр
712,fremd::A,ξένος,атəым
713,verschieden::A,διαφορετικός,Еиуа-еиҧшым
714,nah::A,κοντινός,ааигəа
715,fern::A,μακριά,ахара
716,linker::A,αριστερός,арма
717,rechter::A,δεξιός,арҕьа
718,anderer::A,άλλος,даҽа
719,anderer::A,άλλος,даҽакы
720,erster::A,πρώτος,актәи
721,zweiter::A,δεύτερος,аҩбатəи
722,dritter::A,τρίτος,ахҕатәи
723,letzter::A,τελευταίος,аҵыхəтəантəи
724,allein::ADV,μόνος,мацара
725,auf einmal::ADV,εφάπαξ,зныкала
726,auf einmal::ADV,εφάπαξ,зныкҟьара
727,zusammen::ADV,μαζί,аиц...
728,lange::ADV,πολύν καιρό,акыраамҭа
729,plötzlich::ADV,έξαφνα,иаалырҟьаны
730,sofort::ADV,αμέσως,иаразнакҵәҟьа
731,später::ADV,αργότερα,уажəшьҭаншəа
732,jetzt::ADV,τώρα,уажәы
733,heute::ADV,σήμερα,иахьа
734,morgen::ADV,αύριο,уаҵәы
735,bald::ADV,σε λίγο,иласны
736,bald::ADV,εντός ολίγου,иласны
737,dann::ADV,ύστερα,нас
738,gestern::ADV,χτες,иацы
739,einst::ADV,ποτέ,зны
740,einst::ADV,άλλοτε,зны
741,damals::ADV,τότε,усҟан
742,danach::ADV,μετά,нас
743,danach::ADV,ύστερα,нас
744,vorher::ADV,πριν,уаанӡа
745,vorher::ADV,προηγουμένως,уаанӡа
746,zuerst::ADV,πρώτα,азнаказы
747,zuerst::ADV,πρώτα,аҧхьа
748,einmal::ADV,μία φορά,зны
749,manchmal::ADV,κάποτε,зны-зынла
750,oft::ADV,συχνά,лассы-лассы
751,oft::ADV,πολλές φορές,лассы-лассы
752,immer::ADV,πάντα,енагь
753,immer::ADV,πάντα,еснагь
754,immer::ADV,πάντοτε,енагь
755,immer::ADV,πάντοτε,еснагь
756,niemals::ADV,ποτέ,ианакəызаалак
757,hier::ADV,εδώ,ара
758,hier::ADV,εδώ,абра
759,hier::ADV,εδώ,араҟа
760,hierhin::ADV,εδώ,ара
761,hierhin::ADV,εδώ,араҟа
762,von hier::ADV,από δω,арантә
763,dort::ADV,εκεί,уа
764,dorthin::ADV,προς τα κει,уахь
765,dorthin::ADV,προς τα κει,анахь
766,geradeaus::ADV,κατευθείαν,ишиашоу
767,vorwärts::ADV,εμπρός,ҕхьаҟа
768,rückwärts::ADV,πίσω,шьҭахьла
769,zurück::ADV,πίσω,шьҭахьҟа
770,unten::ADV,κάτω,лбаа
771,hinab::ADV,προς τα κάτω,алада
772,oben::ADV,πάνω,хыхь
773,oben::ADV,επάνω,хыхь
774,hinauf::ADV,προς τα πάνω,аҩада
775,überall::ADV,παντού,зегьынцьара
776,nicht::ADV,δεν,-м
777,ein wenig::ADV,λιγάκι,ҕыҭк
778,kaum::ADV,μόλις,аарлаҳәа
779,kaum::ADV,μόλις,афергьҳәа
780,sehr::ADV,πολύ,даара
781,so::ADV,έτσι,ас
782,so::ADV,έτσι,абас
783,noch::ADV,ακόμα,макьана
784,nur::ADV,μόνο,заҵәык
785,schon::ADV,ήδη,уажәшьҭа
786,schon::ADV,ήδη,аиҳа ипоу
787,schon::ADV,κιόλας,уажәшьҭа
788,schon::ADV,κιόλας,аиҳа ипоу
789,wieder::ADV,ξανά,ҿыц
790,wieder::ADV,ξανά,дырҩегь
791,wieder::ADV,ξανά,дырҩегьых
792,vergebens::ADV,μάταια,баша
793,vor::PRP,μπροστά σε,аҕхьа
794,vor::PRP,μπροστά από,аҕхьа
795,hinter::PRP,πίσω από ,нхыҵ
796,unter::PRP,υπό,амҵа
797,unter::PRP,υπό,амҵан
798,unter::PRP,κάτω από,амҵа
799,unter::PRP,κάτω από,амҵан
800,durch::PRP,διά,
801,durch::PRP,διά μέσου,
802,neben::PRP,δίπλα σε,ааигуара
803,zwischen::PRP,μεταξύ,абжьара
804,zwischen::PRP,ανάμεσα σε,абжьара
805,wegen::PRP,για,-иззы
806,wegen::PRP,για,-ҟнытә
807,wegen::PRP,λόγω,-иззы
808,wegen::PRP,λόγω,-ҟнытә
809,dies::PRN,αυτό,ари
810,dies::PRN,αυτό,абри
811,das::PRN,το,Абни
812,das::PRN,το,убри
813,alles::PRN,όλα,зегьы
814,ich::PRN,εγώ,са
815,ich::PRN,εγώ,сара
816,du::PRN,σύ,бара
817,du::PRN,εσύ,бара
818,er::PRN,αυτός,иара
819,wir::PRN,εμείς,ҳара
820,ihr::PRN,εσείς,шәара
821,sie::PRN,αυτοί,дара
822,was::FPRN,τι,
823,wer::FPRN,ποιος,дарбан
824,wo::FADV,πού,иабыкуу
825,wo::FADV,πού,аба-
826,wo::FADV,πού,ахь-
827,wohin::FADV,πού,иабыкуу
828,wohin::FADV,πού,аба-
829,wohin::FADV,πού,ахь-
830,wohin::FADV,για πού,иабыкуу
831,wohin::FADV,για πού,аба-
832,wohin::FADV,για πού,ахь-
833,wie::FADV,πώς,-шҕа
834,warum::FADV,γιατί,избан
835,wieviel::FNUM,πόσος,заҟа
836,eins::NUM,ένα,акы
837,eins::NUM,ένα,аӡәы
838,zwei::NUM,δύο,ҩба
839,drei::NUM,τρία,хҕа
840,drei::NUM,τρεις,хҕа
841,vier::NUM,τέσσερα,ҕшьба
842,vier::NUM,τέσσερις,ҕшьба
843,fünf::NUM,πέντε,хəба
844,sechs::NUM,έξι,фба
845,sieben::NUM,εφτά,Бжьба
846,acht::NUM,οχτώ,ааба
847,neun::NUM,εννιά,жәба
848,zehn::NUM,δέκα,жәаба
849,elf::NUM,έντεκα,жәеизатәи
850,zwölf::NUM,δώδεκα,жәаҩа
851,zwanzig::NUM,είκοσι,ҩажәа
852,dreißig::NUM,τριάντα,ҩажәижәабатәи
853,vierzig::NUM,σαράντα,ҩынҩажәа
854,fünfzig::NUM,πενήντα,ҩынҩажәеижәаба
855,sechzig::NUM,εξήντα,хынҩажәа
856,siebzig::NUM,εβδομήντα,хынҩажәижәаба
857,achtzig::NUM,ογδόντα,ҕшьынҩажәа
858,neunzig::NUM,ενενήντα,ҕшьынҩажәижәаба
859,hundert::NUM,εκατό,шәкы
860,tausend::NUM,χίλιοι,зқьы
861,und::CNJ,και,-и
862,oder::CNJ,ή,ма
863,stehen::V,στέκομαι,агылазаара
864,stehen::V,είμαι όρθιος,агылазаара
865,sitzen::V,κάθομαι,атəара
866,sitzen::V,κάθομαι,атəа(заа)ра
867,liegen::V,είμαι ξαπλωμένος,аиара
868,hängen::V,κρέμομαι,акнаҳара
869,werden::V,γίνομαι,аҟалара
870,passieren::V,συμβαίνω,аҟалара
871,beginnen::V,αρχίζω,алагара
872,enden::V,τελειώνω,алгара
873,wechseln::V,αλλάζω,аҽыҧсахра
874,aufgehen[Sonne]::V,βγαίνω,агылара
875,aufgehen[Sonne]::V,βγαίνω,ахашлара
876,aufgehen[Sonne]::V,βγαίνω,аҩаҵхахара
877,aufgehen[Sonne]::V,ανατέλλω,агылара
878,aufgehen[Sonne]::V,ανατέλλω,ахашлара
879,aufgehen[Sonne]::V,ανατέλλω,аҩаҵхахара
880,untergehen[Sonne]::V,δύω,аҭашəара
881,untergehen[Sonne]::V,βασιλεύω,аҭашəара
882,scheinen[Sonne]::V,λάμπω,акаҧхара
883,donnern::V,βροντώ,адыдра
884,wehen::V,φυσώ,асра
885,strömen::V,ρέω,акаҭəара
886,strömen::V,τρέχω,акаҭəара
887,fließen::V,ρέω,ацара
888,sich drehen::V,γυρίζω,ахагьежьра
889,sich drehen::V,στρέφομαι,ахагьежьра
890,schwanken::V,ταλαντεύομαι,аҵысра
891,schwingen::V,αιωρούμαι,ахызазара
892,schwingen::V,αιωρούμαι,акьаандара
893,schwingen::V,ταλαντεύομαι,ахызазара
894,schwingen::V,ταλαντεύομαι,акьаандара
895,fallen::V,πέφτω,акаҳара
896,brennen::V,καίω,абылра
897,rauchen::V,καπνίζω,ахылҵра
898,regnen::V,βρέχω,аура
899,gefrieren::V,παγώνω,аҵаара
900,tauen::V,λειώνω,аӡҭра
901,schmelzen::V,λειώνω,ақəӡыҭра
902,schmelzen::V,λειώνω,аҭəара
903,trocknen::V,στεγνώνω,абара
904,sieden::V,βράζω,ашра
905,faulen::V,σαπίζω,абаара
906,verfaulen::V,σαπίζω,абаара
907,verfaulen::V,σαπίζω,аилашра
908,reißen::V,σχίζω,аҧжəара
909,versinken::V,βουλιάζω,аӡааҟəрылара
910,versinken::V,βυθίζομαι,аӡааҟəрылара
911,vergehen::V,περνώ,ацара
912,erscheinen::V,εμφανίζομαι,ацəырҵра
913,verschwinden::V,χάνομαι,аҵашəкəара
914,verschwinden::V,εξαφανίζομαι,аҵашəкəара
915,sinken::V,κατεβαίνω,атəара
916,sinken::V,κατεβαίνω,алаҟəра
917,abnehmen::V,μειώνομαι ,ацӡаара
918,abnehmen::V,μειώνομαι ,аиҵалара
919,zunehmen::V,αυξάνω,аҽырҭбаара
920,zunehmen::V,αυξάνω,аиҵыҵра
921,zunehmen::V,αυξάνω,арацəахара
922,zunehmen::V,μεγαλώνω,аҽырҭбаара
923,zunehmen::V,μεγαλώνω,аиҵыҵра
924,zunehmen::V,μεγαλώνω,арацəахара
925,steigen::V,ανεβαίνω,азҳара
926,steigen::V,ανεβαίνω,ашьҭыҵра
927,steigen::V,ανεβαίνω,адухара
928,steigen::V,ανεβαίνω,ацлара
929,wachsen::V,μεγαλώνω,азҳара
930,glänzen::V,γυαλίζω,ацыр-цырра
931,glänzen::V,γυαλίζω,ацыҩ-цыҩра
932,glänzen::V,γυαλίζω,аказказра
933,funkeln::V,αστράφτω,ашап-шапра
934,funkeln::V,αστράφτω,ацым-цымра
935,funkeln::V,σπιθοβολώ,ашап-шапра
936,funkeln::V,σπιθοβολώ,ацым-цымра
937,lärmen::V,θορυβώ,ашьҭыбжьгара
938,lärmen::V,θορυβώ,аҕьҕьаҳәа аилалара
939,läuten::V,χτυπώ ,аҵəҵəасра
940,klingeln::V,κουδουνίζω,аҵəҵəасра
941,klirren::V,κουδουνίζω,ахьархьарра
942,klirren::V,κουδουνίζω,архьархьарра
943,brausen::V,βουΐζω,аилаҽҽара
944,brausen::V,βουΐζω,еилашуера
945,rauschen::V,βουΐζω,
946,klingen::V,ηχώ,агара
947,klingen::V,ηχώ,ашьҭыбжь гара
948,bellen::V,γαυγίζω,ашра
949,heulen::V,ουρλιάζω,ауура
950,blasen::V,φυσώ,аҭəҳəара
951,pfeifen::V,σφυρίζω,ашəшəра
952,schreien::V,κραυγάζω,аҳəҳəара
953,schreien::V,κραυγάζω,ахəаара
954,schreien::V,κραυγάζω,аҟаара
955,stöhnen::V,βογγώ,ақьра
956,zittern::V,τρέμω,аҵыс-ҵысра
957,leben::V,ζω,аҟазаара
958,geboren werden::V,γεννιέμαι,Аира
959,atmen::V,αναπνέω,аҕсыҕ лагаҩагара
960,trinken::V,πίνω,ажəра
961,essen::V,τρώω,акрыфара
962,schlucken::V,καταπίνω,албаадара
963,müde werden::V,κουράζομαι,ааҕсара
964,einschlafen::V,αποκοιμιέμαι,ацəара
965,schlafen::V,κοιμάμαι,ацəазаара
966,aufwachen::V,ξυπνώ,аҿыхара
967,aufstehen::V,σηκώνομαι,Агəылҵра
968,sich erholen::V,ξεκουράζομαι,аҧсшьара
969,krank werden::V,αρρωσταίνω,ачмазаҩхара
970,krank sein::V,ασθενώ,аҳəарҧсарра
971,schmerzen::V,πονώ,ахьра
972,husten::V,βήχω,аимҳәара
973,genesen::V,θεραπεύομαι,абзиахара
974,genesen::V,θεραπεύομαι,аӷəӷəахара
975,sterben::V,πεθαίνω,аҧсра
976,umkommen::V,πεθαίνω,аҭахара
977,sich bewegen::V,κουνιέμαι,аиҭаҵра
978,sich rühren::V,σαλεύω,ақəацара
979,sich erheben::V,επαναστατώ,аҩагылара
980,sich setzen::V,κάθομαι,атəара
981,hinfallen::V,πέφτω κάτω,акаҳара
982,laufen::V,τρέχω,аныҟəара
983,schreiten::V,βαδίζω,ашьаҿа еихгара
984,spazierengehen::V,κάνω βόλτα,анеи-ааира
985,spazierengehen::V,πηγαίνω περίπατο,анеи-ааира
986,eilen::V,σπεύδω,аццакра
987,sich beeilen::V,βιάζομαι,аццакра
988,sausen::V,τρέχω γρήγορα,аҧырра
989,sausen::V,τρέχω γρήγορα,иҭрысны
990,sausen::V,τρέχω γρήγορα,ишьҭҟьаны ацара
991,rennen::V,τρέχω,аҩра
992,springen::V,πηδώ,аҧара
993,klettern::V,σκαρφαλώνω,ақəлара
994,schaukeln::V,κουνιέμαι,аҟəараҟəанҽара
995,kriechen::V,έρπω,аҳəазара
996,kriechen::V,σέρνομαι,аҳəазара
997,schwimmen::V,κολυμπώ,аӡсара
998,tauchen::V,βουτώ,ахəӡааҵəира
999,rudern::V,κωπηλατώ,аҵшьра
1000,fahren::V,πηγαίνω,акала
1001,fliegen::V,πετώ,аҧырра
1002,gehen::V,βαδίζω,аиҭаҵра
1003,gehen::V,πηγαίνω,аиҭаҵра
1004,weggehen::V,φεύγω,ацара
1005,abfahren::V,ξεκινώ,адəықəлара
1006,abfahren::V,ξεκινώ,ацара
1007,abfahren::V,αναχωρώ,адəықəлара
1008,abfahren::V,αναχωρώ,ацара
1009,anhalten::V,σταματώ,ааныргылара
1010,hineingehen::V,μπαίνω,аҭалара
1011,eintreten::V,μπαίνω,аҩналара
1012,eintreten::V,εισέρχομαι,аҩналара
1013,kommen::V,έρχομαι,аара
1014,kommen::V,έρχομαι,ааира
1015,ankommen::V,φτάνω,ааира
1016,ankommen::V,φτάνω,аара
1017,ankommen::V,φτάνω,анеира
1018,zurückkommen::V,επιστρέφω,азыхынҳəра
1019,bleiben::V,μένω,аанхара
1020,bleiben::V,μένω,анхара
1021,bleiben::V,μένω,аангылара
1022,warten::V,περιμένω,азҧшзаара
1023,erwarten::V,αναμένω,азҧшра
1024,erwarten::V,περιμένω,азҧшра
1025,suchen::V,ψάχνω,ашьҭазаара
1026,finden::V,βρίσκω,аҧшаара
1027,versuchen::V,προσπαθώ,аҽазкра
1028,vorbereiten::V,προετοιμάζω,армазеира
1029,lieben::V,αγαπώ,абзиабара
1030,mögen::V,μου αρέσει,агəаҧхара
1031,lachen::V,γελώ,аччара
1032,rühren::V,συγκινώ,арҵəуара
1033,weinen::V,κλαίω,аҵəуара
1034,schimpfen::V,βρίζω,ацəҳара
1035,sich ärgern::V,θυμώνω,агəаара
1036,sich fürchten::V,φοβάμαι,аӡыӡара
1037,fürchten::V,φοβάμαι,ацəшəара
1038,fliehen::V,φεύγω,абналара
1039,fliehen::V,φεύγω,ацəцара
1040,flüchten::V,δραπετεύω,абналара
1041,flüchten::V,δραπετεύω,ацəцара
1042,sehen::V,βλέπω,абара
1043,anschauen::V,κοιτάζω,ахəаҧшра
1044,ansehen::V,βλέπω,ахəаҧшра
1045,hören::V,ακούω,аҳара
1046,zuhören::V,ακούω,азыӡырҩра
1047,probieren::V,δοκιμάζω,аҧышəара
1048,riechen::V,μυρίζω,афыҩра
1049,riechen::V,οσφραίνομαι,афыҩра
1050,fühlen::V,αισθάνομαι,анырра
1051,fühlen::V,αισθάνομαι,ацәакырра
1052,scheinen::V,φαίνομαι,шәа
1053,scheinen::V,φαίνομαι,аацәырҵа
1054,zu sehen sein::V,φαίνομαι,
1055,vernehmen::V,ακούω,аҳара
1056,vernehmen::V,μαθαίνω,аҳара
1057,frieren::V,κρυώνω,ашəра
1058,frieren::V,κρυώνω,аҵаара
1059,tun::V,κάνω,аҟаҵара
1060,können::V,ξέρω,алшара
1061,können::V,μπορώ,алшара
1062,wollen::V,θέλω,аҭахра
1063,anfangen::V,αρχίζω,алагара
1064,beenden::V,τελειώνω,алгара
1065,aufhören::V,παύω,аҟəыҵра
1066,gelingen::V,πετυχαίνω,аура
1067,gelingen::V,πετυχαίνω,аманшəалахара
1068,gelingen::V,πετυχαίνω,алҵра
1069,geraten::V,γίνομαι,нзаарын
1070,öffnen::V,ανοίγω,аартра
1071,schließen::V,κλείνω,аркра
1072,stellen::V,θέτω,аргылара
1073,setzen::V,θέτω,артəара
1074,legen::V,θέτω,ақəҵара
1075,berühren::V,εγγίζω,акьысра
1076,berühren::V,εγγίζω,алакьысра
1077,verbinden::V,συνδέω,аҿаҳəара
1078,bedecken::V,σκεπάζω,ақəршəра
1079,aufhängen::V,κρεμώ,акнаҳара
1080,anzünden::V,ανάβω,аркра
1081,aufheben::V,σηκώνω,ашьҭыхра
1082,zurücklassen::V,εγκαταλείπω,аныжьра
1083,verlieren::V,χάνω,ацəыӡра
1084,fallen lassen::V,αφήνω να πέσει,ацəкаҳара
1085,machen::V,κάνω,ачаҧара
1086,machen::V,φτιάχνω,ачаҧара
1087,herstellen::V,κατασκευάζω,аиҵдара
1088,bauen::V,χτίζω,аргылара
1089,bauen::V,οικοδομώ,аргылара
1090,reparieren::V,επισκευάζω,арҽеира
1091,reparieren::V,επιδιορθώνω,арҽеира
1092,verbessern::V,βελτιώνω,аиҕьтəра
1093,verbessern::V,καλυτερεύω,аиҕьтəра
1094,ändern::V,αλλάζω,аҧсахра
1095,graben::V,σκάβω,ажра
1096,beugen::V,λυγίζω,арҟəра
1097,beugen::V,λυγίζω,архəара
1098,biegen::V,κάμπτω,арҟəра
1099,biegen::V,κάμπτω,архəара
1100,drehen::V,στρέφω,аргьежьра
1101,wenden::V,γυρίζω,
1102,umdrehen::V,γυρίζω,аарҳәра
1103,heben::V,υψώνω,аҩахара
1104,heben::V,υψώνω,араҳара
1105,heben::V,σηκώνω,аҩахара
1106,heben::V,σηκώνω,араҳара
1107,hochheben::V,υψώνω,ахагалара
1108,hochheben::V,υψώνω,ашьҭҳəара
1109,hochheben::V,σηκώνω,ахагалара
1110,hochheben::V,σηκώνω,ашьҭҳəара
1111,ergreifen::V,πιάνω,
1112,ergreifen::V,αρπάζω,
1113,halten::V,βαστώ,акра
1114,drücken::V,πιέζω,ақəрӷəӷəара
1115,schieben::V,σπρώχνω,аҵгəара
1116,schieben::V,σπρώχνω,агəара
1117,kratzen::V,γρατσουνίζω,ацəҟьара
1118,lecken::V,γλείφω,арбзара
1119,beißen::V,δαγκάνω,ацҳара
1120,abreißen::V,κόβω,амжəара
1121,abreißen::V,σχίζω,амжəара
1122,abschneiden::V,αποκόπτω,ахҵəара
1123,abschneiden::V,αποκόπτω,аҿахҵəара
1124,binden::V,δένω,аҿаҳəара
1125,stecken::V,χώνω,алаҵара
1126,brechen::V,σπάζω,аҧҵəара
1127,klopfen::V,χτυπώ,асра
1128,klopfen::V,τινάζω,асра
1129,hauen::V,χτυπώ,ақəкшара
1130,kleben::V,κολλώ,аҷабра
1131,reiben::V,τρίβω,арҟəыҷра
1132,streichen::V,αλείφω,ахьшьра
1133,schleifen::V,ακονίζω,ахра
1134,schneiden::V,κόβω,аҧҟара
1135,rütteln::V,σείω,арҵысра
1136,rütteln::V,τινάζω,арҵысра
1137,schütteln::V,σείω,аршəшəара
1138,schütteln::V,κουνώ,аршəшəара
1139,schwenken::V,κουνώ,аҟьара
1140,schütten::V,χύνω,аҭаҭəара
1141,füllen::V,γεμίζω,арҭəра
1142,einwickeln::V,τυλίγω,алаҳəара
1143,tragen::V,φέρνω,аҩагара
1144,schleppen::V,κουβαλώ,арҳəазара
1145,ziehen::V,τραβώ,ахара
1146,aufbewahren::V,φυλάω,аҵəахра
1147,werfen::V,ρίχνω,аршəра
1148,fangen::V,πιάνω,акра
1149,packen::V,τσακώνω,анкра
1150,packen::V,τσακώνω,аҵкаара
1151,verstecken::V,κρύβω,аҵəахра
1152,teilen::V,μερίζω,ашара
1153,schicken::V,στέλνω,ашьҭра
1154,bringen::V,φέρνω,аагара
1155,hinzufügen::V,προσθέτω,ацҵара
1156,bekommen::V,προσκομίζω,аҧшаара
1157,bekommen::V,προσκομίζω,архиара
1158,bekommen::V,προσκομίζω,аура
1159,erhalten::V,παίρνω,аиура
1160,erhalten::V,λαμβάνω,аиура
1161,nehmen::V,πιάνω,агара
1162,nehmen::V,παίρνω,агара
1163,wählen::V,εκλέγω,алҧшаара
1164,auswählen::V,διαλέγω,алхра
1165,bewahren::V,διατηρώ,
1166,behindern::V,εμποδίζω,аҧырхагахара
1167,verderben::V,χαλώ,алгара
1168,verderben::V,χαλώ,абжьыхра
1169,verderben::V,χαλώ,аҧхасҭатəра
1170,beschädigen::V,ζημιώνω,аҧхасҭатəра
1171,zerbrechen::V,σπάζω,аҧҽра
1172,zerreißen::V,σχίζω,аҧжəара
1173,zerstören::V,καταστρέφω,аилаҧыххаара
1174,verbrennen::V,καίω,абылра
1175,geben::V,δίνω,аҭара
1176,reichen::V,δίνω,аҭара
1177,schenken::V,χαρίζω,аҩгара
1178,versprechen::V,υπόσχομαι,ақəргəыӷра
1179,wünschen::V,εύχομαι,
1180,loben::V,επαινώ,арҽхəара
1181,küssen::V,φιλώ,агəӡра
1182,wiegen::V,κουνώ,
1183,wiegen::V,νανουρίζω,
1184,zudecken::V,σκεπάζω,аҵахҩара
1185,zudecken::V,σκεπάζω,ақəршəра
1186,wecken::V,ξυπνώ,арҿыхара
1187,zeigen::V,δείχνω,арбара
1188,führen::V,οδηγώ,аныҟəгара
1189,lehren::V,διδάσκω,арҵара
1190,unterrichten::V,διδάσκω,арҧхьара
1191,aufziehen::V,ανατρέφω,ааӡара
1192,leiten::V,ηγούμαι,ахагылазаара
1193,leiten::V,διευθύνω,ахагылазаара
1194,antreiben::V,σπρώχνω,арццакра
1195,antreiben::V,παρακινώ,арццакра
1196,lassen::V,αφήνω,арҟаҵара
1197,einladen::V,προσκαλώ,ааҕхьара
1198,einladen::V,προσκαλώ,анаҧхьара
1199,vereinigen::V,ενώνω,аилаҵара
1200,besuchen::V,επισκέπτομαι,абара
1201,treffen::V,συναντώ,аҧылара
1202,sich versammeln::V,μαζεύομαι,аизара
1203,spielen::V,παίζω,ахəмарра
1204,singen::V,τραγουδώ,ашəаҳəара
1205,tanzen::V,χορεύω,акəашара
1206,sich trennen::V,αποχωρίζομαι,аилыҵра
1207,verlassen::V,εγκαταλείπω,акажьра
1208,retten::V,σώζω,Аиқəрхара
1209,bewachen::V,φρουρώ,ахьчара
1210,schützen::V,προστατεύω,ацəыхьчара
1211,verteidigen::V,υπερασπίζω,ахьчара
1212,sich schlagen::V,χτυπιέμαι,аисра
1213,schießen::V,πυροβολώ,ахысра
1214,siegen::V,νικώ,аиааира
1215,ärgern::V,τσαντίζω,аргəаара
1216,schlagen::V,χτυπώ,асра
1217,schlagen::V,χτυπώ,аҭасра
1218,treten::V,κλοτσώ,
1219,stechen::V,τρυπώ,алакшара
1220,stoßen::V,ωθώ,агəҭасра
1221,stoßen::V,σπρώχνω,агəҭасра
1222,stehlen::V,κλέβω,аӡара
1223,stören::V,διαταράσσω,аҧырхагахара
1224,belästigen::V,ενοχλώ,аргəамҵра
1225,verbergen::V,κρύβω,аӡара
1226,täuschen::V,παραπλανώ,ажьара
1227,betrügen::V,απατώ,ажьара
1228,töten::V,σκοτώνω,ашьра
1229,töten::V,θανατώνω,ашьра
1230,wohnen::V,μένω,анхара
1231,wohnen::V,κατοικώ,анхара
1232,arbeiten::V,δουλεύω,аусура
1233,arbeiten::V,εργάζομαι,аусура
1234,sammeln::V,μαζεύω,аҟəшəара
1235,sammeln::V,συλλέγω,аҟəшəара
1236,pflücken::V,κόβω,аҿыршəара
1237,pflücken::V,κόβω,аҿыхра
1238,jagen::V,κυνηγώ,ашəарыцара
1239,fischen::V,ψαρεύω,аҧсыӡ икуеит
1240,fassen::V,πιάνω,акра
1241,hüten::V,φυλάγω,арҳəра
1242,hüten::V,φυλάγω,ахьчара
1243,hüten::V,προσέχω,арҳəра
1244,hüten::V,προσέχω,ахьчара
1245,treiben::V,οδηγώ,акацара
1246,anbinden::V,δένω,адҳəалара
1247,füttern::V,ταΐζω,акырҿаҵара
1248,melken::V,αρμέγω,ахьара
1249,hacken::V,κόβω,аҟəаҟəара
1250,gießen::V,ποτίζω,аҵаҭəара
1251,reifen::V,ωριμάζω,ашəра
1252,reifen::V,ωριμάζω,аҟалара
1253,zubereiten::V,ετοιμάζω,ацура
1254,kochen::V,βράζω,ажəра
1255,backen::V,ψήνω,аӡра
1256,braten::V,τηγανίζω,аӡра
1257,umrühren::V,ανακατεύω,аилрыхра
1258,stricken::V,πλέκω,аҧара
1259,nähen::V,ράβω,аӡахра
1260,färben::V,βάφω,ашəра
1261,färben::V,χρωματίζω,ашəра
1262,reinigen::V,καθαρίζω,арыцқьара
1263,waschen::V,πλένω,аӡәӡәара
1264,abwischen::V,σφουγγίζω,арбара
1265,spülen::V,ξεπλένω,аҭыршара
1266,fegen::V,σκουπίζω,аҧссара
1267,kehren::V,σκουπίζω,
1268,baden::V,κάνω μπάνιο,аҽыкəабара
1269,sich waschen::V,πλένομαι,аҽыӡəӡəара
1270,ausziehen::V,βγάζω,ашəыхра
1271,anziehen::V,φορώ,ашəҵара
1272,sich anziehen::V,ντύνομαι,аҽеилаҳəара
1273,kämmen::V,χτενίζω,аҳəара
1274,schmücken::V,στολίζω,арҧшӡара
1275,sagen::V,λέω,аҳəара
1276,sprechen::V,μιλώ,ацəажəара
1277,reden::V,μιλώ,ацəажəара
1278,reden::V,μιλώ,аицәажәара
1279,reden::V,κουβεντιάζω,ацəажəара
1280,reden::V,κουβεντιάζω,аицәажәара
1281,sich unterhalten::V,συνομιλώ,аицәажәара
1282,sich unterhalten::V,κουβεντιάζω,аицәажәара
1283,fragen::V,ρωτώ,азҵаара
1284,bitten::V,ζητώ,аҳəара
1285,bitten::V,παρακαλώ,аҳəара
1286,erzählen::V,διηγούμαι,аҳəара
1287,mitteilen::V,πληροφορώ,азыцҳара
1288,nennen::V,ονομάζω,ахьӡҵара
1289,rufen::V,φωνάζω,азҿыҭра
