,Concept_ID,az,tr
812,fern::A,uzaq,uzak
813,linker::A,sol,sol
814,rechter::A,sağ,sağ
815,anderer::A,başqa,diğer
816,erster::A,birinci,ilk
817,erster::A,birinci,birinci
818,zweiter::A,ikinci,ikinci
819,dritter::A,üçüncü,üçüncü
820,letzter::A,sonuncu,son
821,letzter::A,sonuncu,sonuncu
822,letzter::A,axırıncı,son
823,letzter::A,axırıncı,sonuncu
824,allein::ADV,tək,yalnız
825,allein::ADV,tək,tek başına
826,allein::ADV,yalqız,yalnız
827,allein::ADV,yalqız,tek başına
828,auf einmal::ADV,birdən,birden
829,zusammen::ADV,birlikdə,beraber
830,zusammen::ADV,birlikdə,birlikte
831,lange::ADV,uzun,çok
832,lange::ADV,uzun,uzun
833,plötzlich::ADV,qəfildən,ansızın
834,plötzlich::ADV,qəfildən,birdenbire
835,sofort::ADV,həmən,hemen
836,sofort::ADV,həmən,derhal
837,sofort::ADV,dərhal,hemen
838,sofort::ADV,dərhal,derhal
839,später::ADV,sonra,daha sonra
840,jetzt::ADV,indi,şimdi
841,heute::ADV,bugün,bugün
842,morgen::ADV,sabah,yarın
843,bald::ADV,yaxında,yakında
844,bald::ADV,tezliklə,yakında
845,dann::ADV,onda,sonra
846,gestern::ADV,dünən,dün
847,einst::ADV,əvvəllər,eskiden
848,damals::ADV,o vaxt,o zamanlar
849,danach::ADV,sonra,sonradan
850,danach::ADV,sonra,ondan sonra
851,vorher::ADV,qabaqcadan,önce
852,vorher::ADV,qabaqcadan,önceden
853,zuerst::ADV,əvvəl,ilk önce
854,einmal::ADV,bir dəfə,bir defa
855,manchmal::ADV,hərdənbir,bazan
856,oft::ADV,tez-tez,sık sık
857,oft::ADV,tez-tez,çok defa
858,oft::ADV,çox vaxt,sık sık
859,oft::ADV,çox vaxt,çok defa
860,immer::ADV,daimi,daima
861,immer::ADV,daimi,her zaman
862,immer::ADV,həmişə,daima
863,immer::ADV,həmişə,her zaman
864,niemals::ADV,əsla,asla değil
865,niemals::ADV,əsla,hiçbir zaman
866,niemals::ADV,heç bir zaman,asla değil
867,niemals::ADV,heç bir zaman,hiçbir zaman
868,hier::ADV,bura,burada
869,hier::ADV,burada,burada
870,hierhin::ADV,buraya,buraya
871,von hier::ADV,buradan,buradan
872,dort::ADV,ora,orada
873,dort::ADV,ora,şurada
874,dort::ADV,orada,orada
875,dort::ADV,orada,şurada
876,dorthin::ADV,oraya,oraya
877,dorthin::ADV,oraya,şuraya
878,geradeaus::ADV,düz,doğru
879,vorwärts::ADV,irəli,ileri
880,rückwärts::ADV,geri,geri
881,zurück::ADV,geriyə,geriye
882,unten::ADV,aşağıda,aşağıda
883,hinab::ADV,aşağı,aşağıya
884,oben::ADV,yuxarıda,yukarıda
885,hinauf::ADV,yuxarı,yukarı
886,hinauf::ADV,yuxarı,yukarıya
887,überall::ADV,hər yerdə,her yerde
888,nicht::ADV,-ma-,-mi-
889,nicht::ADV,-ma-,değil
890,ein wenig::ADV,bir az,biraz
891,kaum::ADV,güclə,dar
892,kaum::ADV,güclə,hemen hemen değil
893,sehr::ADV,çox,pek
894,sehr::ADV,çox,gayet
895,so::ADV,belə,öyle
896,so::ADV,belə,böyle
897,noch::ADV,hələ,hâlâ
898,noch::ADV,hələ,henüz
899,nur::ADV,yalnız,ancak
900,nur::ADV,yalnız,yalnız
901,schon::ADV,artıq,çoktan
902,wieder::ADV,yenə,tekrar
903,wieder::ADV,yenə,yeniden
904,vergebens::ADV,boş yerə,boşuna
905,vor::PRP,önündə,önünde
906,hinter::PRP,arxasında,arkasında
907,unter::PRP,altında,altında
908,durch::PRP,içindən,sayesinde
909,durch::PRP,içindən,ortasından
910,neben::PRP,yanında,yanında
911,zwischen::PRP,arasında,arasında
912,wegen::PRP,üçün,dolayı
913,wegen::PRP,ötəri,dolayı
914,dies::PRN,bu,bu
915,das::PRN,o,o
916,das::PRN,o,şu
917,alles::PRN,hər şey,hepsi
918,alles::PRN,hər şey,her şey
919,ich::PRN,mən,ben
920,du::PRN,sən,sen
921,er::PRN,o,o
922,wir::PRN,biz,biz
923,ihr::PRN,siz,siz
924,sie::PRN,onlar,onlar
925,was::FPRN,nə,ne
926,wer::FPRN,kim,kim
927,wo::FADV,harada,nerede
928,wohin::FADV,haraya,nereye
929,wie::FADV,necə,nasıl
930,warum::FADV,niyə,neden
931,warum::FADV,nə üçün,neden
932,wieviel::FNUM,neçə,kaç
933,wieviel::FNUM,neçə,ne kadar
934,wieviel::FNUM,nə qədər,kaç
935,wieviel::FNUM,nə qədər,ne kadar
936,eins::NUM,bir,bir
937,zwei::NUM,iki,iki
938,drei::NUM,üç,üç
939,vier::NUM,dörd,dört
940,fünf::NUM,beş,beş
941,sechs::NUM,altı,altı
942,sieben::NUM,yeddi,yedi
943,acht::NUM,səkkiz,sekiz
944,neun::NUM,doqquz,dokuz
945,zehn::NUM,on,on
946,elf::NUM,on bir,on bir
947,zwölf::NUM,on iki,on iki
948,zwanzig::NUM,iyirmi,yirmi
949,dreißig::NUM,otuz,otuz
950,vierzig::NUM,qırx,kırk
951,fünfzig::NUM,əlli,elli
952,sechzig::NUM,altmış,altmış
953,siebzig::NUM,yetmiş,yetmiş
954,achtzig::NUM,səksən,seksen
955,neunzig::NUM,doxsan,doksan
956,hundert::NUM,yüz,yüz
957,tausend::NUM,min,bin
958,und::CNJ,və,ve
959,und::CNJ,və,ile
960,oder::CNJ,ya,ya
961,oder::CNJ,ya,yahut
962,stehen::V,durmaq,durmak
963,sitzen::V,oturmaq,oturmak
964,liegen::V,uzanmaq,yatmak
965,hängen::V,asılmaq,asılı olmak
966,werden::V,olmaq,olmak
967,werden::V,olmaq,olunmak
968,passieren::V,olmaq,olmak
969,passieren::V,baş vermək,olmak
970,beginnen::V,başlamaq,başlamak
971,enden::V,bitmək,bitmek
972,enden::V,bitmək,sona ermek
973,wechseln::V,dəyişmək,değişmek
974,aufgehen[Sonne]::V,doğmaq,doğmak
975,untergehen[Sonne]::V,batmaq,batmak
976,scheinen[Sonne]::V,parlamaq,parlamak
977,donnern::V,guruldamaq,gök gürlemek
978,wehen::V,əsmək,esmek
979,strömen::V,axmaq,akmak
980,fließen::V,axmaq,akmak
981,sich drehen::V,dönmək,dönmek
982,schwanken::V,yellənmək,sallanmak
983,schwingen::V,yellənmək,titremek
984,fallen::V,düşmek,düşmek
985,brennen::V,yanmaq,yanmak
986,rauchen::V,tüstüləmək,tütmek
987,regnen::V,yağmaq,yağmak
988,gefrieren::V,donmaq,donmak
989,tauen::V,ərimək,erimek
990,schmelzen::V,ərimək,erimek
991,trocknen::V,qurumaq,kurumak
992,sieden::V,qaynamaq,kaynamak
993,faulen::V,çürümək,çürümek
994,verfaulen::V,çürümək,çürümek
995,reißen::V,yırtılmaq,yırtılmak
996,versinken::V,batmaq,batmak
997,vergehen::V,ötmək,geçmek
998,erscheinen::V,görünmək,görünmek
999,verschwinden::V,yox olmaq,kaybolmak
1000,sinken::V,enmək,inmek
1001,abnehmen::V,azalmaq,azalmak
1002,zunehmen::V,artmaq,artmak
1003,zunehmen::V,artmaq,çoğalmak
1004,steigen::V,yüksəlmək,artmak
1005,steigen::V,yüksəlmək,yükselmek
1006,wachsen::V,böyümək,büyümek
1007,wachsen::V,böyümək,gelişmek
1008,glänzen::V,parlamaq,parlamak
1009,funkeln::V,parıldamaq,parıldamak
1010,lärmen::V,səs-küy etmək,gürültü yapmak
1011,läuten::V,çalmaq,çalmak
1012,klingeln::V,zəng etmək,zil çalmak
1013,klirren::V,cingildəmək,şakırdamak
1014,klirren::V,cingildəmək,zangırdamak
1015,brausen::V,gurlamaq,köpürmek
1016,brausen::V,gurlamaq,kükremek
1017,rauschen::V,xışıldamaq,fışırdamak
1018,klingen::V,səslənmək,tınlamak
1019,bellen::V,hürmək,havlamak
1020,heulen::V,ulamaq,ulumak
1021,blasen::V,üfləmək,üflemek
1022,pfeifen::V,fit vermek,düdük çalmak
1023,schreien::V,bağırmaq,bağırmak
1024,schreien::V,bağırmaq,haykırmak
1025,schreien::V,qışqırmaq,bağırmak
1026,schreien::V,qışqırmaq,haykırmak
1027,stöhnen::V,inləmək,inlemek
1028,zittern::V,titrəmək,titremek
1029,leben::V,yaşamaq,yaşamak
1030,leben::V,yaşamaq,hayatta olmak
1031,geboren werden::V,doğmaq,doğmak
1032,atmen::V,nəfəs almaq,solunmak
1033,atmen::V,nəfəs almaq,nefes almak
1034,trinken::V,içmek,içmek
1035,essen::V,yemək,yemek
1036,schlucken::V,udmaq,yutmak
1037,müde werden::V,yorulmaq,yorulmak
1038,einschlafen::V,yuxuya getmək,uykuya dalmak
1039,schlafen::V,uyumaq,uyumak
1040,aufwachen::V,oyanmaq,uyanmak
1041,aufstehen::V,yuxudan durmaq,kalkmak
1042,aufstehen::V,yuxudan durmaq,yataktan kalkmak
1043,sich erholen::V,dincəlmək,dinlenmek
1044,krank werden::V,xəstə olmaq,hastalanmak
1045,krank sein::V,azarlanmaq,hasta olmak
1046,krank sein::V,xəstələnmək,hasta olmak
1047,schmerzen::V,ağrimaq,ağrımak
1048,husten::V,öksürmək,öksürmek
1049,genesen::V,sağalmaq,şifa bulmak
1050,sterben::V,ölmək,ölmek
1051,sterben::V,ölmək,vefat etmek
1052,sterben::V,vəfat etmək,ölmek
1053,sterben::V,vəfat etmək,vefat etmek
1054,umkommen::V,həlak olmaq,ölmek
1055,sich bewegen::V,hərəkət etmək,hareket etmek
1056,sich rühren::V,tərpənmək,kımıldanmak
1057,sich erheben::V,qalxmaq,kalkmak
1058,sich erheben::V,qalxmaq,ayağa kalkmak
1059,sich setzen::V,oturmaq,oturmak
1060,hinfallen::V,yıxılmaq,yere düşmek
1061,laufen::V,yerimək,yürümek
1062,schreiten::V,addım atmaq,yürümek
1063,schreiten::V,addım atmaq,adım atmak
1064,spazierengehen::V,gəzmək,gezmek
1065,spazierengehen::V,gəzmək,dolaşmak
1066,eilen::V,atılmaq,seğirtmek
1067,sich beeilen::V,tələsmək,acele etmek
1068,sausen::V,çırpmaq,hızla gitmek
1069,rennen::V,qaçmaq,koşmak
1070,springen::V,sıçramaq,atlamak
1071,springen::V,sıçramaq,sıçramak
1072,klettern::V,dırmanmaq,tırmanmak
1073,schaukeln::V,sallanmaq,sallanmak
1074,kriechen::V,sürünmək,sürünmek
1075,schwimmen::V,üzmek,yüzmek
1076,tauchen::V,dalmaq,dalmak
1077,rudern::V,avarlamaq,kürek çekmek
1078,fahren::V,sürmək,gitmek
1079,fliegen::V,uçmaq,uçmak
1080,gehen::V,getmək,gitmek
1081,weggehen::V,getmək,gitmek
1082,abfahren::V,yola düşmək,kalkmak
1083,anhalten::V,saxlamaq,durmak
1084,hineingehen::V,girmək,içeri girmek
1085,eintreten::V,girmək,girmek
1086,eintreten::V,daxil olmaq,girmek
1087,kommen::V,gəlmək,gelmek
1088,ankommen::V,gəlib çatmaq,varmak
1089,zurückkommen::V,qayıtmaq,dönmek
1090,bleiben::V,qalmaq,kalmak
1091,warten::V,gözləmək,beklemek
1092,erwarten::V,bəkləmək,beklemek
1093,suchen::V,aramaq,aramak
1094,suchen::V,axtarmaq,aramak
1095,finden::V,tapmaq,bulmak
1096,versuchen::V,çalışmaq,denemek
1097,vorbereiten::V,hazırlamaq,hazırlamak
1098,lieben::V,sevmək,sevmek
1099,mögen::V,xoşlamaq,beğenmek
1100,lachen::V,gülmək,gülmek
1101,rühren::V,həyəcanlandırmaq,dokunmak
1102,rühren::V,həyəcanlandırmaq,duygulandırmak
1103,weinen::V,ağlamaq,ağlamak
1104,schimpfen::V,küfr etmək,küfretmek
1105,sich ärgern::V,acıqlanmaq,kızmak
1106,sich fürchten::V,qorxmaq,korkmak
1107,fürchten::V,qorxmaq,korkmak
1108,fliehen::V,qaçmaq,kaçmak
1109,flüchten::V,qaçmaq,kaçmak
1110,sehen::V,görmək,görmek
1111,anschauen::V,baxmaq,seyretmek
1112,ansehen::V,baxmaq,bakmak
1113,hören::V,duymaq,duymak
1114,hören::V,duymaq,işitmek
1115,hören::V,eşitmək,duymak
1116,hören::V,eşitmək,işitmek
1117,zuhören::V,dinləmək,dinlemek
1118,probieren::V,dadına baxmaq,denemek
1119,probieren::V,dadına baxmaq,tadına bakmak
1120,riechen::V,qoxlamaq,kokusunu almak
1121,fühlen::V,duymaq,duymak
1122,fühlen::V,duymaq,hissetmek
1123,scheinen::V,görünmək,görünmek
1124,zu sehen sein::V,görünmək,görünmek
1125,vernehmen::V,eşitmək,haber almak
1126,frieren::V,üşümək,üşümek
1127,tun::V,etmək,etmek
1128,tun::V,etmək,yapmak
1129,können::V,bilmək,bilmek
1130,können::V,bacarmaq,bilmek
1131,wollen::V,istəmək,istemek
1132,anfangen::V,başlamaq,başlamak
1133,beenden::V,bitirmək,bitirmek
1134,aufhören::V,bitmək,bitmek
1135,aufhören::V,qurtarmaq,bitmek
1136,gelingen::V,müvəffəq olmaq,başarmak
1137,geraten::V,düşmək,düşmek
1138,öffnen::V,açmaq,açmak
1139,schließen::V,qapamaq,kapamak
1140,stellen::V,qoymaq,koymak
1141,setzen::V,oturtmaq,koymak
1142,setzen::V,oturtmaq,oturtmak
1143,legen::V,qoymaq,koymak
1144,legen::V,qoymaq,yatırmak
1145,berühren::V,toxunmaq,dokunmak
1146,verbinden::V,bağlamaq,bağlamak
1147,verbinden::V,bağlamaq,birleştirmek
1148,bedecken::V,örtmək,örtmek
1149,bedecken::V,örtmək,kaplamak
1150,aufhängen::V,asmaq,asmak
1151,anzünden::V,yandırmaq,yakmak
1152,anzünden::V,yandırmaq,ateşlemek
1153,aufheben::V,qaldırmaq,kaldırmak
1154,zurücklassen::V,buraxmaq,geride bırakmak
1155,verlieren::V,itirmək,yitirmek
1156,verlieren::V,itirmək,kaybetmek
1157,fallen lassen::V,düşürmək,düşürmek
1158,machen::V,etmək,yapmak
1159,herstellen::V,istehsal etmək,yapmak
1160,herstellen::V,istehsal etmək,imal etmek
1161,bauen::V,tikmək,kurmak
1162,bauen::V,tikmək,inşa etmek
1163,reparieren::V,təmir etmək,onarmak
1164,reparieren::V,təmir etmək,tamir etmek
1165,verbessern::V,düzəltmək,düzeltmek
1166,ändern::V,dəyişdirmək,değiştirmek
1167,graben::V,qazımaq,kazmak
1168,beugen::V,əymək,eğmek
1169,biegen::V,bükmək,bükmek
1170,drehen::V,döndərmək,çevirmek
1171,drehen::V,döndərmək,döndürmek
1172,wenden::V,çevirmək,çevirmek
1173,umdrehen::V,çevirmək,çevirmek
1174,heben::V,qaldırmaq,kaldırmak
1175,hochheben::V,qaldırmaq,yukarı kaldırmak
1176,ergreifen::V,tutmaq,tutmak
1177,ergreifen::V,tutmaq,yakalamak
1178,halten::V,saxlamaq,tutmak
1179,drücken::V,sıxmaq,sıkmak
1180,schieben::V,sürmək,itmek
1181,schieben::V,sürmək,sürmek
1182,kratzen::V,qaşımaq,kaşımak
1183,lecken::V,yalamaq,yalamak
1184,beißen::V,dişləmək,ısırmak
1185,abreißen::V,qoparmaq,koparmak
1186,abschneiden::V,ayırmaq,keserek ayırmak
1187,binden::V,bağlamaq,bağlamak
1188,stecken::V,soxmaq,sokmak
1189,brechen::V,qırmaq,kırmak
1190,klopfen::V,sındırmaq,çalmak
1191,hauen::V,vurmaq,vurmak
1192,kleben::V,apışdırmaq,yapıştırmak
1193,reiben::V,ovmaq,ovmak
1194,reiben::V,ovmaq,sürtmek
1195,streichen::V,sürtmək,sürmek
1196,schleifen::V,bülövləmək,bilemek
1197,schneiden::V,kəsmək,kesmek
1198,rütteln::V,sirkələmək,sallamak
1199,schütteln::V,çalxalamaq,sarsmak
1200,schütteln::V,çalxalamaq,çalkamak
1201,schwenken::V,yelləmək,sallamak
1202,schütten::V,tökmək,dökmek
1203,schütten::V,tökmək,akıtmak
1204,füllen::V,doldurmaq,doldurmak
1205,einwickeln::V,sarımaq,sarmak
1206,tragen::V,daşımaq,taşımak
1207,schleppen::V,sürükləmək,sürüklemek
1208,ziehen::V,çəkmək,çekmek
1209,aufbewahren::V,gizlətmək,saklamak
1210,werfen::V,atmaq,atmak
1211,fangen::V,tutmaq,tutmak
1212,fangen::V,tutmaq,yakalamak
1213,packen::V,yaxalamaq,tutmak
1214,packen::V,yaxalamaq,yakalamak
1215,verstecken::V,gizlətmək,saklamak
1216,teilen::V,bölmək,bölmek
1217,teilen::V,bölmək,ayırmak
1218,schicken::V,yollamaq,yollamak
1219,schicken::V,yollamaq,göndermek
1220,schicken::V,göndərmək,yollamak
1221,schicken::V,göndərmək,göndermek
1222,bringen::V,gətirmək,getirmek
1223,hinzufügen::V,əlavə etmək,katmak
1224,hinzufügen::V,əlavə etmək,eklemek
1225,bekommen::V,almaq,almak
1226,bekommen::V,almaq,eline geçmek
1227,bekommen::V,əldə etmək,almak
1228,bekommen::V,əldə etmək,eline geçmek
1229,erhalten::V,almaq,almak
1230,nehmen::V,almaq,almak
1231,wählen::V,seçmək,seçmek
1232,auswählen::V,arımaq,seçmek
1233,auswählen::V,arımaq,ayırmak
1234,bewahren::V,qorumaq,korumak
1235,behindern::V,mane olmaq,engellemek
1236,verderben::V,pozmaq,bozmak
1237,beschädigen::V,zədələmək,zedelemek
1238,beschädigen::V,zədələmək,ziyan vermek
1239,zerbrechen::V,qırmaq,kırmak
1240,zerbrechen::V,sındırmaq,kırmak
1241,zerreißen::V,yırtmaq,yırtmak
1242,zerstören::V,dağıtmaq,yıkmak
1243,zerstören::V,dağıtmaq,tahrip etmek
1244,verbrennen::V,yandırmaq,yakmak
1245,geben::V,vermək,vermek
1246,reichen::V,uzatmaq,uzatmak
1247,schenken::V,vermək,hediye etmek
1248,versprechen::V,vəd vermək,vaat etmek
1249,wünschen::V,arzulamaq,kutlamak
1250,loben::V,tərifləmək,övmek
1251,küssen::V,öpmək,öpmek
1252,wiegen::V,tərpətmək,sallamak
1253,zudecken::V,örtmək,örtmek
1254,wecken::V,oyatmaq,uyandırmak
1255,zeigen::V,göstərmək,göstermek
1256,führen::V,rəhbərlik etmək,gezdirmek
1257,führen::V,rəhbərlik etmək,yol göstermek
1258,lehren::V,öyrətmək,okutmak
1259,lehren::V,öyrətmək,öğretmek
1260,unterrichten::V,öyrətmək,öğretmek
1261,unterrichten::V,dərs vermək,öğretmek
1262,aufziehen::V,tərbiyə etmək,yetiştirmek
1263,leiten::V,idarə etmək,yönetmek
1264,leiten::V,idarə etmək,idare etmek
1265,antreiben::V,bizləmək,teşvik etmek
1266,lassen::V,-tırmaq,-tırmak
1267,einladen::V,dəvət etmək,davet etmek
1268,vereinigen::V,birləşdirmək,birleştirmek
1269,besuchen::V,baş çəkmək,uğramak
1270,besuchen::V,baş çəkmək,ziyaret etmek
1271,besuchen::V,baş çəkmək,görmeye gitmek
1272,besuchen::V,ziyarət etmək,uğramak
1273,besuchen::V,ziyarət etmək,ziyaret etmek
1274,besuchen::V,ziyarət etmək,görmeye gitmek
1275,treffen::V,rastlaşmaq,rastlamak
1276,treffen::V,rastlaşmaq,isabet etmek
1277,treffen::V,rast gəlmək,rastlamak
1278,treffen::V,rast gəlmək,isabet etmek
1279,sich versammeln::V,toplanmaq,toplanmak
1280,spielen::V,oynamaq,oynamak
1281,singen::V,oxumaq,söylemek
1282,singen::V,oxumaq,şarkı söylemek
1283,tanzen::V,oynamaq,oynamak
1284,tanzen::V,oynamaq,dans etmek
1285,tanzen::V,rəqs etmək,oynamak
1286,tanzen::V,rəqs etmək,dans etmek
1287,sich trennen::V,ayrılmaq,ayrılmak
1288,verlassen::V,tərk etmək,bırakmak
1289,verlassen::V,tərk etmək,terk etmek
1290,retten::V,xilas etmək,kurtarmak
1291,bewachen::V,gözətmək,gözetmek
1292,schützen::V,qorumaq,korumak
1293,verteidigen::V,qorumaq,savunmak
1294,sich schlagen::V,döyüşmək,dövüşmek
1295,schießen::V,atmaq,ateş etmek
1296,schießen::V,atəş açmaq,ateş etmek
1297,siegen::V,yenmək,yenmek
1298,ärgern::V,acışdırmaq,kızdırmak
1299,schlagen::V,döymək,dövmek
1300,treten::V,təpmək,tepmek
1301,stechen::V,soxmaq,sokmak
1302,stechen::V,soxmaq,batırmak
1303,stoßen::V,itələmək,itmek
1304,stehlen::V,çalmaq,çalmak
1305,stehlen::V,oğurlamaq,çalmak
1306,stören::V,pozmaq,bozmak
1307,stören::V,pozmaq,etkilemek
1308,belästigen::V,narahat etmək,rahatsız etmek
1309,verbergen::V,gizləmək,saklamak
1310,täuschen::V,aldatmaq,aldatmak
1311,betrügen::V,aldatmaq,aldatmak
1312,betrügen::V,aldatmaq,dolandırmak
1313,töten::V,öldürmək,öldürmek
1314,wohnen::V,yaşamaq,oturmak
1315,arbeiten::V,işləmək,çalışmak
1316,arbeiten::V,çalışmaq,çalışmak
1317,sammeln::V,yığmaq,toplamak
1318,sammeln::V,toplamaq,toplamak
1319,pflücken::V,qoparmaq,koparmak
1320,jagen::V,ovlamaq,avlanmak
1321,fischen::V,balıq tutmaq,balık tutmak
1322,fassen::V,tutmaq,tutmak
1323,fassen::V,tutmaq,yakalamak
1324,hüten::V,güdmək,otlatmak
1325,treiben::V,haylamaq,gütmek
1326,anbinden::V,bağlamaq,bağlamak
1327,füttern::V,bəsləmək,beslemek
1328,melken::V,sağmaq,sağmak
1329,hacken::V,yarmaq,yarmak
1330,gießen::V,sulamaq,sulamak
1331,reifen::V,dəymək,olgunlaşmak
1332,zubereiten::V,bişirmək,hazırlamak
1333,kochen::V,qaynatmaq,pişirmek
1334,kochen::V,qaynatmaq,kaynatmak
1335,backen::V,bişirmək,pişirmek
1336,backen::V,bişirmək,fırında pişirmek
1337,braten::V,qızartmaq,kızartmak
1338,umrühren::V,qarışdırmaq,karıştırmak
1339,stricken::V,hörmək,örmek
1340,nähen::V,tikmək,dikmek
1341,färben::V,boyamaq,boyamak
1342,reinigen::V,təmizləmək,temizlemek
1343,waschen::V,yumaq,yıkamak
1344,abwischen::V,silmək,silmek
1345,spülen::V,çalxamaq,çalkamak
1346,fegen::V,süpürmək,süpürmek
1347,kehren::V,süpürmək,süpürmek
1348,baden::V,çimmək,yıkanmak
1349,baden::V,çimmək,banyo yapmak
1350,sich waschen::V,yuyunmaq,yıkanmak
1351,ausziehen::V,soyunmaq,çıkarmak
1352,anziehen::V,geymək,giymek
1353,sich anziehen::V,geyinmək,giyinmek
1354,kämmen::V,daramaq,taramak
1355,schmücken::V,bəzəmək,süslemek
1356,sagen::V,demək,demek
1357,sagen::V,demək,söylemek
1358,sagen::V,söymek,demek
1359,sagen::V,söymek,söylemek
1360,sprechen::V,danışmaq,konuşmak
1361,reden::V,danışmaq,konuşmak
1362,sich unterhalten::V,söhbət etmək,sohbet etmek
1363,fragen::V,soruşmaq,sormak
1364,bitten::V,diləmək,dilemek
1365,bitten::V,diləmək,rica etmek
1366,bitten::V,xahiş etmək,dilemek
1367,bitten::V,xahiş etmək,rica etmek
1368,erzählen::V,bəhs etmək,bahsetmek
1369,erzählen::V,bəhs etmək,hikâye etmek
1370,mitteilen::V,bildirmək,bildirmek
1371,nennen::V,adlandırmaq,adlandırmak
1372,rufen::V,çağırmaq,çağırmak
1373,prahlen::V,öyünmək,övünmek
1374,übersetzen::V,tərcümə etmək,çevirmek
1375,übersetzen::V,tərcümə etmək,tercüme etmek
1376,denken::V,düşünmək,düşünmek
1377,denken::V,fikirləşmək,düşünmek
1378,glauben::V,inanmaq,inanmak
1379,glauben::V,inanmaq,zannetmek
1380,bemerken::V,qeyd etmək,farkına varmak
1381,erkennen::V,tanımaq,tanımak
1382,begreifen::V,anlamaq,anlamak
1383,begreifen::V,anlamaq,kavramak
1384,verstehen::V,duymaq,duymak
1385,verstehen::V,duymaq,anlamak
1386,lernen::V,öyrənmək,öğrenmek
1387,wissen::V,bilmək,bilmek
1388,sich erinnern an::V,xatırlamaq,hatırlamak
1389,vergessen::V,unutmaq,unutmak
1390,messen::V,ölçmək,ölçmek
1391,zählen::V,saymaq,saymak
1392,rechnen::V,hesablamaq,hesap etmek
1393,lesen::V,oxumaq,okumak
1394,malen::V,şəkil çəkmək,resmini yapmak
1395,zeichnen::V,cızmaq,çizmek
1396,schreiben::V,yazmaq,yazmak
1397,besitzen::V,yiyələnmək,haiz olmak
1398,besitzen::V,yiyələnmək,sahip olmak
1399,besitzen::V,malik olmaq,haiz olmak
1400,besitzen::V,malik olmaq,sahip olmak
1401,kaufen::V,satın almaq,almak
1402,verkaufen::V,satmaq,satmak
1403,bezahlen::V,ödəmək,ödemek
1404,zahlen::V,ödəmək,ödemek
1405,beherrschen::V,idarə etmək,hâkim olmak
1406,ertragen::V,dözmək,dayanmak
1407,ertragen::V,dözmək,katlanmak
