,Concept_ID,la,ab
742,nur::ADV,tantum,заҵәык
743,schon::ADV,iam,уажәшьҭа
744,schon::ADV,iam,аиҳа ипоу
745,wieder::ADV,rursus,ҿыц
746,wieder::ADV,rursus,дырҩегь
747,wieder::ADV,rursus,дырҩегьых
748,vergebens::ADV,frustra,баша
749,vor::PRP,ante,аҕхьа
750,hinter::PRP,post,нхыҵ
751,unter::PRP,sub,амҵа
752,unter::PRP,sub,амҵан
753,durch::PRP,per,
754,neben::PRP,iuxta,ааигуара
755,zwischen::PRP,inter,абжьара
756,wegen::PRP,propter,-иззы
757,wegen::PRP,propter,-ҟнытә
758,dies::PRN,hoc,ари
759,dies::PRN,hoc,абри
760,das::PRN,id,Абни
761,das::PRN,id,убри
762,alles::PRN,omnia,зегьы
763,ich::PRN,ego,са
764,ich::PRN,ego,сара
765,du::PRN,tu,бара
766,er::PRN,is,иара
767,er::PRN,ille,иара
768,wir::PRN,nos,ҳара
769,ihr::PRN,vos,шәара
770,sie::PRN,ii,дара
771,sie::PRN,illi,дара
772,was::FPRN,quid,
773,wer::FPRN,quis,дарбан
774,wo::FADV,ubi,иабыкуу
775,wo::FADV,ubi,аба-
776,wo::FADV,ubi,ахь-
777,wohin::FADV,quo,иабыкуу
778,wohin::FADV,quo,аба-
779,wohin::FADV,quo,ахь-
780,wie::FADV,quomodo,-шҕа
781,warum::FADV,cur,избан
782,wieviel::FNUM,quantum,заҟа
783,eins::NUM,unus,акы
784,eins::NUM,unus,аӡәы
785,zwei::NUM,duo,ҩба
786,drei::NUM,tres,хҕа
787,vier::NUM,quattuor,ҕшьба
788,fünf::NUM,quinque,хəба
789,sechs::NUM,sex,фба
790,sieben::NUM,septem,Бжьба
791,acht::NUM,octo,ааба
792,neun::NUM,novem,жәба
793,zehn::NUM,decem,жәаба
794,elf::NUM,undecim,жәеизатәи
795,zwölf::NUM,duodecim,жәаҩа
796,zwanzig::NUM,viginti,ҩажәа
797,dreißig::NUM,triginta,ҩажәижәабатәи
798,vierzig::NUM,quadraginta,ҩынҩажәа
799,fünfzig::NUM,quinquaginta,ҩынҩажәеижәаба
800,sechzig::NUM,sexaginta,хынҩажәа
801,siebzig::NUM,septuaginta,хынҩажәижәаба
802,achtzig::NUM,octoginta,ҕшьынҩажәа
803,neunzig::NUM,nonaginta,ҕшьынҩажәижәаба
804,hundert::NUM,centum,шәкы
805,tausend::NUM,mille,зқьы
806,und::CNJ,et,-и
807,und::CNJ,-que,-и
808,oder::CNJ,vel,ма
809,stehen::V,stare,агылазаара
810,sitzen::V,sedere,атəара
811,sitzen::V,sedere,атəа(заа)ра
812,liegen::V,iacere,аиара
813,hängen::V,pendere,акнаҳара
814,werden::V,fieri,аҟалара
815,passieren::V,accidere,аҟалара
816,beginnen::V,incipere,алагара
817,enden::V,finem habere,алгара
818,wechseln::V,mutari,аҽыҧсахра
819,aufgehen[Sonne]::V,oriri,агылара
820,aufgehen[Sonne]::V,oriri,ахашлара
821,aufgehen[Sonne]::V,oriri,аҩаҵхахара
822,untergehen[Sonne]::V,occidere,аҭашəара
823,scheinen[Sonne]::V,lucere,акаҧхара
824,donnern::V,tonare,адыдра
825,wehen::V,flare,асра
826,strömen::V,fluere,акаҭəара
827,fließen::V,manare,ацара
828,sich drehen::V,torqueri,ахагьежьра
829,schwanken::V,vacillare,аҵысра
830,schwingen::V,vibrare,ахызазара
831,schwingen::V,vibrare,акьаандара
832,fallen::V,cadere,акаҳара
833,brennen::V,ardere,абылра
834,rauchen::V,fumare,ахылҵра
835,regnen::V,pluere,аура
836,gefrieren::V,congelari,аҵаара
837,tauen::V,rorare,аӡҭра
838,schmelzen::V,liquescere,ақəӡыҭра
839,schmelzen::V,liquescere,аҭəара
840,trocknen::V,arescere,абара
841,sieden::V,fervere,ашра
842,faulen::V,putescere,абаара
843,verfaulen::V,putescere,абаара
844,verfaulen::V,putescere,аилашра
845,reißen::V,scindi,аҧжəара
846,versinken::V,mergi,аӡааҟəрылара
847,vergehen::V,praeterire,ацара
848,erscheinen::V,apparere,ацəырҵра
849,verschwinden::V,discedere,аҵашəкəара
850,sinken::V,labi,атəара
851,sinken::V,labi,алаҟəра
852,abnehmen::V,deminui,ацӡаара
853,abnehmen::V,deminui,аиҵалара
854,zunehmen::V,augeri,аҽырҭбаара
855,zunehmen::V,augeri,аиҵыҵра
856,zunehmen::V,augeri,арацəахара
857,steigen::V,augescere,азҳара
858,steigen::V,augescere,ашьҭыҵра
859,steigen::V,augescere,адухара
860,steigen::V,augescere,ацлара
861,wachsen::V,crescere,азҳара
862,glänzen::V,splendere,ацыр-цырра
863,glänzen::V,splendere,ацыҩ-цыҩра
864,glänzen::V,splendere,аказказра
865,funkeln::V,micare,ашап-шапра
866,funkeln::V,micare,ацым-цымра
867,lärmen::V,strepere,ашьҭыбжьгара
868,lärmen::V,strepere,аҕьҕьаҳәа аилалара
869,läuten::V,sonare,аҵəҵəасра
870,klingeln::V,tinnire,аҵəҵəасра
871,klirren::V,crepare,ахьархьарра
872,klirren::V,crepare,архьархьарра
873,brausen::V,saevire,аилаҽҽара
874,brausen::V,saevire,еилашуера
875,rauschen::V,crepare,
876,klingen::V,sonare,агара
877,klingen::V,sonare,ашьҭыбжь гара
878,bellen::V,latrare,ашра
879,heulen::V,ululare,ауура
880,blasen::V,flare,аҭəҳəара
881,pfeifen::V,sibilare,ашəшəра
882,schreien::V,clamare,аҳəҳəара
883,schreien::V,clamare,ахəаара
884,schreien::V,clamare,аҟаара
885,stöhnen::V,gemere,ақьра
886,zittern::V,tremere,аҵыс-ҵысра
887,zittern::V,trepidare,аҵыс-ҵысра
888,leben::V,vivere,аҟазаара
889,geboren werden::V,nasci,Аира
890,atmen::V,spirare,аҕсыҕ лагаҩагара
891,trinken::V,bibere,ажəра
892,essen::V,edere,акрыфара
893,schlucken::V,devorare,албаадара
894,müde werden::V,fatigari,ааҕсара
895,einschlafen::V,obdormiscere,ацəара
896,schlafen::V,dormire,ацəазаара
897,aufwachen::V,expergisci,аҿыхара
898,aufstehen::V,exsurgere,Агəылҵра
899,sich erholen::V,se reficere,аҧсшьара
900,krank werden::V,aegrescere,ачмазаҩхара
901,krank sein::V,aegrotare,аҳəарҧсарра
902,schmerzen::V,dolere,ахьра
903,husten::V,tussire,аимҳәара
904,genesen::V,convalescere,абзиахара
905,genesen::V,convalescere,аӷəӷəахара
906,sterben::V,mori,аҧсра
907,umkommen::V,perire,аҭахара
908,sich bewegen::V,se movere,аиҭаҵра
909,sich rühren::V,micare,ақəацара
910,sich erheben::V,surgere,аҩагылара
911,sich setzen::V,considere,атəара
912,hinfallen::V,cadere,акаҳара
913,laufen::V,vadere,аныҟəара
914,schreiten::V,gradi,ашьаҿа еихгара
915,spazierengehen::V,ambulare,анеи-ааира
916,eilen::V,properare,аццакра
917,sich beeilen::V,festinare,аццакра
918,sausen::V,currere,аҧырра
919,sausen::V,currere,иҭрысны
920,sausen::V,currere,ишьҭҟьаны ацара
921,rennen::V,currere,аҩра
922,springen::V,salire,аҧара
923,klettern::V,niti,ақəлара
924,schaukeln::V,oscillare,аҟəараҟəанҽара
925,kriechen::V,repere,аҳəазара
926,kriechen::V,serpere,аҳəазара
927,schwimmen::V,nare,аӡсара
928,schwimmen::V,natare,аӡсара
929,tauchen::V,mergere,ахəӡааҵəира
930,rudern::V,remigare,аҵшьра
931,fahren::V,vehi,акала
932,fliegen::V,volare,аҧырра
933,gehen::V,ire,аиҭаҵра
934,gehen::V,vadere,аиҭаҵра
935,weggehen::V,abire,ацара
936,weggehen::V,discedere,ацара
937,abfahren::V,proficisci,адəықəлара
938,abfahren::V,proficisci,ацара
939,anhalten::V,consistere,ааныргылара
940,hineingehen::V,inire,аҭалара
941,hineingehen::V,ingredi,аҭалара
942,eintreten::V,intrare,аҩналара
943,kommen::V,venire,аара
944,kommen::V,venire,ааира
945,ankommen::V,advenire,ааира
946,ankommen::V,advenire,аара
947,ankommen::V,advenire,анеира
948,zurückkommen::V,revenire,азыхынҳəра
949,bleiben::V,manere,аанхара
950,bleiben::V,manere,анхара
951,bleiben::V,manere,аангылара
952,warten::V,opperiri,азҧшзаара
953,erwarten::V,opperiri,азҧшра
954,erwarten::V,expectare,азҧшра
955,suchen::V,quaerere,ашьҭазаара
956,finden::V,reperire,аҧшаара
957,versuchen::V,conari,аҽазкра
958,versuchen::V,temptare,аҽазкра
959,vorbereiten::V,parare,армазеира
960,lieben::V,amare,абзиабара
961,mögen::V,amare,агəаҧхара
962,lachen::V,ridere,аччара
963,rühren::V,commovere,арҵəуара
964,weinen::V,flere,аҵəуара
965,schimpfen::V,increpare,ацəҳара
966,sich ärgern::V,indignari,агəаара
967,sich fürchten::V,vereri,аӡыӡара
968,fürchten::V,timere,ацəшəара
969,fliehen::V,fugere,абналара
970,fliehen::V,fugere,ацəцара
971,flüchten::V,effugere,абналара
972,flüchten::V,effugere,ацəцара
973,sehen::V,videre,абара
974,anschauen::V,aspectare,ахəаҧшра
975,ansehen::V,spectare,ахəаҧшра
976,hören::V,audire,аҳара
977,zuhören::V,auscultare,азыӡырҩра
978,probieren::V,gustare,аҧышəара
979,riechen::V,olfacere,афыҩра
980,fühlen::V,sentire,анырра
981,fühlen::V,sentire,ацәакырра
982,scheinen::V,videri,шәа
983,scheinen::V,videri,аацәырҵа
984,zu sehen sein::V,conspici,
985,vernehmen::V,comperire,аҳара
986,frieren::V,algere,ашəра
987,frieren::V,algere,аҵаара
988,tun::V,facere,аҟаҵара
989,können::V,posse,алшара
990,wollen::V,velle,аҭахра
991,anfangen::V,incipere,алагара
992,beenden::V,finire,алгара
993,aufhören::V,desistere,аҟəыҵра
994,gelingen::V,contingere,аура
995,gelingen::V,contingere,аманшəалахара
996,gelingen::V,contingere,алҵра
997,geraten::V,evenire,нзаарын
998,öffnen::V,aperire,аартра
999,schließen::V,claudere,аркра
1000,stellen::V,sistere,аргылара
1001,setzen::V,ponere,артəара
1002,legen::V,ponere,ақəҵара
1003,berühren::V,tangere,акьысра
1004,berühren::V,tangere,алакьысра
1005,verbinden::V,iungere,аҿаҳəара
1006,bedecken::V,tegere,ақəршəра
1007,bedecken::V,operire,ақəршəра
1008,aufhängen::V,suspendere,акнаҳара
1009,anzünden::V,accendere,аркра
1010,anzünden::V,inflammare,аркра
1011,aufheben::V,tollere,ашьҭыхра
1012,zurücklassen::V,relinquere,аныжьра
1013,verlieren::V,perdere,ацəыӡра
1014,verlieren::V,amittere,ацəыӡра
1015,fallen lassen::V,dimittere,ацəкаҳара
1016,machen::V,facere,ачаҧара
1017,herstellen::V,fabricare,аиҵдара
1018,bauen::V,construere,аргылара
1019,reparieren::V,reparare,арҽеира
1020,verbessern::V,emendare,аиҕьтəра
1021,ändern::V,mutare,аҧсахра
1022,graben::V,fodere,ажра
1023,beugen::V,flectere,арҟəра
1024,beugen::V,flectere,архəара
1025,biegen::V,curvare,арҟəра
1026,biegen::V,curvare,архəара
1027,drehen::V,torquere,аргьежьра
1028,wenden::V,vertere,
1029,umdrehen::V,convertere,аарҳәра
1030,heben::V,tollere,аҩахара
1031,heben::V,tollere,араҳара
1032,hochheben::V,levare,ахагалара
1033,hochheben::V,levare,ашьҭҳəара
1034,ergreifen::V,capessere,
1035,halten::V,tenere,акра
1036,drücken::V,premere,ақəрӷəӷəара
1037,schieben::V,promovere,аҵгəара
1038,schieben::V,promovere,агəара
1039,kratzen::V,radere,ацəҟьара
1040,lecken::V,lambere,арбзара
1041,beißen::V,mordere,ацҳара
1042,abreißen::V,avellere,амжəара
1043,abschneiden::V,desecare,ахҵəара
1044,abschneiden::V,desecare,аҿахҵəара
1045,binden::V,ligare,аҿаҳəара
1046,stecken::V,inserere,алаҵара
1047,brechen::V,rumpere,аҧҵəара
1048,klopfen::V,pultare,асра
1049,hauen::V,ferire,ақəкшара
1050,kleben::V,agglutinare,аҷабра
1051,reiben::V,terere,арҟəыҷра
1052,streichen::V,oblinere,ахьшьра
1053,schleifen::V,acuere,ахра
1054,schneiden::V,secare,аҧҟара
1055,rütteln::V,quassare,арҵысра
1056,schütteln::V,quatere,аршəшəара
1057,schwenken::V,ventilare,аҟьара
1058,schütten::V,fundere,аҭаҭəара
1059,füllen::V,complere,арҭəра
1060,einwickeln::V,involvere,алаҳəара
1061,tragen::V,ferre,аҩагара
1062,tragen::V,portare,аҩагара
1063,schleppen::V,pertrahere,арҳəазара
1064,ziehen::V,trahere,ахара
1065,aufbewahren::V,asservare,аҵəахра
1066,werfen::V,iacere,аршəра
1067,fangen::V,capere,акра
1068,packen::V,capessere,анкра
1069,packen::V,capessere,аҵкаара
1070,verstecken::V,abdere,аҵəахра
1071,teilen::V,partiri,ашара
1072,teilen::V,dividere,ашара
1073,schicken::V,mittere,ашьҭра
1074,bringen::V,apportare,аагара
1075,hinzufügen::V,addere,ацҵара
1076,bekommen::V,adipisci,аҧшаара
1077,bekommen::V,adipisci,архиара
1078,bekommen::V,adipisci,аура
1079,erhalten::V,accipere,аиура
1080,nehmen::V,sumere,агара
1081,wählen::V,eligere,алҧшаара
1082,auswählen::V,deligere,алхра
1083,bewahren::V,conservare,
1084,behindern::V,impedire,аҧырхагахара
1085,verderben::V,corrumpere,алгара
1086,verderben::V,corrumpere,абжьыхра
1087,verderben::V,corrumpere,аҧхасҭатəра
1088,beschädigen::V,laedere,аҧхасҭатəра
1089,zerbrechen::V,rumpere,аҧҽра
1090,zerbrechen::V,frangere,аҧҽра
1091,zerreißen::V,discindere,аҧжəара
1092,zerstören::V,delere,аилаҧыххаара
1093,verbrennen::V,urere,абылра
1094,verbrennen::V,cremare,абылра
1095,geben::V,dare,аҭара
1096,reichen::V,praebere,аҭара
1097,schenken::V,donare,аҩгара
1098,schenken::V,largiri,аҩгара
1099,versprechen::V,polliceri,ақəргəыӷра
1100,versprechen::V,promittere,ақəргəыӷра
1101,loben::V,laudare,арҽхəара
1102,küssen::V,osculari,агəӡра
1103,zudecken::V,tegere,аҵахҩара
1104,zudecken::V,tegere,ақəршəра
1105,wecken::V,excitare,арҿыхара
1106,zeigen::V,monstrare,арбара
1107,führen::V,ducere,аныҟəгара
1108,lehren::V,docere,арҵара
1109,unterrichten::V,instituere,арҧхьара
1110,aufziehen::V,nutrire,ааӡара
1111,leiten::V,ducere,ахагылазаара
1112,antreiben::V,incitare,арццакра
1113,lassen::V,iubere,арҟаҵара
1114,einladen::V,invitare,ааҕхьара
1115,einladen::V,invitare,анаҧхьара
1116,vereinigen::V,coniungere,аилаҵара
1117,besuchen::V,visere,абара
1118,treffen::V,convenire,аҧылара
1119,sich versammeln::V,convenire,аизара
1120,spielen::V,ludere,ахəмарра
1121,singen::V,cantare,ашəаҳəара
1122,tanzen::V,saltare,акəашара
1123,sich trennen::V,digredi,аилыҵра
1124,sich trennen::V,discedere,аилыҵра
1125,verlassen::V,deserere,акажьра
1126,verlassen::V,relinquere,акажьра
1127,retten::V,servare,Аиқəрхара
1128,bewachen::V,custodire,ахьчара
1129,schützen::V,tueri,ацəыхьчара
1130,schützen::V,tutari,ацəыхьчара
1131,verteidigen::V,defendere,ахьчара
1132,sich schlagen::V,luctari,аисра
1133,schießen::V,iaculari,ахысра
1134,siegen::V,vincere,аиааира
1135,ärgern::V,irritare,аргəаара
1136,schlagen::V,ferire,асра
1137,schlagen::V,ferire,аҭасра
1138,treten::V,calcare,
1139,stechen::V,pungere,алакшара
1140,stoßen::V,tundere,агəҭасра
1141,stehlen::V,furari,аӡара
1142,stören::V,turbare,аҧырхагахара
1143,belästigen::V,obtundere,аргəамҵра
1144,verbergen::V,celare,аӡара
1145,verbergen::V,occultare,аӡара
1146,täuschen::V,fallere,ажьара
1147,betrügen::V,fraudare,ажьара
1148,töten::V,necare,ашьра
1149,töten::V,caedere,ашьра
1150,wohnen::V,habitare,анхара
1151,arbeiten::V,laborare,аусура
1152,sammeln::V,colligere,аҟəшəара
1153,pflücken::V,carpere,аҿыршəара
1154,pflücken::V,carpere,аҿыхра
1155,jagen::V,venari,ашəарыцара
1156,fischen::V,piscari,аҧсыӡ икуеит
1157,fassen::V,capere,акра
1158,hüten::V,custodire,арҳəра
1159,hüten::V,custodire,ахьчара
1160,treiben::V,agere,акацара
1161,anbinden::V,alligare,адҳəалара
1162,füttern::V,nutrire,акырҿаҵара
1163,melken::V,mulgere,ахьара
1164,hacken::V,findere,аҟəаҟəара
1165,gießen::V,rigare,аҵаҭəара
1166,reifen::V,maturescere,ашəра
1167,reifen::V,maturescere,аҟалара
1168,zubereiten::V,apparare,ацура
1169,kochen::V,coquere,ажəра
1170,backen::V,coquere,аӡра
1171,braten::V,torrere,аӡра
1172,umrühren::V,commovere,аилрыхра
1173,stricken::V,texere,аҧара
1174,nähen::V,suere,аӡахра
1175,färben::V,tingere,ашəра
1176,reinigen::V,purgare,арыцқьара
1177,waschen::V,lavare,аӡәӡәара
1178,abwischen::V,abstergere,арбара
1179,spülen::V,perluere,аҭыршара
1180,fegen::V,verrere,аҧссара
1181,kehren::V,purgare,
1182,baden::V,lavari,аҽыкəабара
1183,sich waschen::V,lavari,аҽыӡəӡəара
1184,ausziehen::V,exuere,ашəыхра
1185,anziehen::V,induere,ашəҵара
1186,sich anziehen::V,vestiri,аҽеилаҳəара
1187,kämmen::V,pectere,аҳəара
1188,schmücken::V,ornare,арҧшӡара
1189,schmücken::V,decorare,арҧшӡара
1190,sagen::V,dicere,аҳəара
1191,sprechen::V,fari,ацəажəара
1192,reden::V,loqui,ацəажəара
1193,reden::V,loqui,аицәажәара
1194,sich unterhalten::V,colloqui,аицәажәара
1195,sich unterhalten::V,disputare,аицәажәара
1196,fragen::V,rogare,азҵаара
1197,fragen::V,quaerere,азҵаара
1198,bitten::V,orare,аҳəара
1199,bitten::V,rogare,аҳəара
1200,erzählen::V,narrare,аҳəара
1201,mitteilen::V,communicare,азыцҳара
1202,nennen::V,appellare,ахьӡҵара
1203,rufen::V,vocare,азҿыҭра
1204,prahlen::V,gloriari,аҽхəара
1205,übersetzen::V,vertere,аиҭагара
1206,denken::V,cogitare,азхəыцра
1207,glauben::V,credere,ахаҵара
1208,bemerken::V,animadvertere,агəаҭара
1209,erkennen::V,cognoscere,адырра
1210,begreifen::V,comprehendere,аилкаара
1211,verstehen::V,intellegere,аҳара
1212,lernen::V,discere,аҵара
1213,wissen::V,scire,адырра
1214,sich erinnern an::V,meminisse,агəаларшəара
1215,vergessen::V,oblivisci,ахашҭра
1216,messen::V,metiri,ашəара
1217,zählen::V,numerare,аҧхьаӡара
1218,rechnen::V,reri,аҳасабра
1219,rechnen::V,calculare,аҳасабра
1220,lesen::V,legere,аҧхьара
1221,malen::V,pingere,
1222,zeichnen::V,scribere,
1223,schreiben::V,scribere,
1224,besitzen::V,possidere,амазаара
1225,kaufen::V,emere,Аахəара
1226,verkaufen::V,vendere,аҭира
1227,bezahlen::V,pendere,ахҭынҵара
1228,bezahlen::V,pendere,ашəара
1229,zahlen::V,solvere,ашəара
1230,beherrschen::V,regere,
1231,beherrschen::V,imperare,
1232,ertragen::V,tolerare,ачҳара
1233,ertragen::V,sustinere,ачҳара
