,Concept_ID,ce,sah
744,achtzig::NUM,дезткъа,аҕыс уон
745,neunzig::NUM,дезткъе итт,тоҕус уонус
746,hundert::NUM,бӏе,сүүс
747,tausend::NUM,эзар,тыһыынча
748,und::CNJ,a,да
749,und::CNJ,a,уонна
750,und::CNJ,a,итиэннэ
751,oder::CNJ,я,эбэтэр
752,stehen::V,латта,тур
753,sitzen::V,хиъна ӏан,олор
754,liegen::V,ӏилла,сыт
755,hängen::V,кхаза,санньылый
756,werden::V,хила,буол
757,passieren::V,хила,буол
758,beginnen::V,доло,саҕалан
759,enden::V,дӏадерза,бүт
760,wechseln::V,хийца,уларый
761,aufgehen[Sonne]::V,кхета,ой
762,untergehen[Sonne]::V,чубуза,киир
763,scheinen[Sonne]::V,серло яла,сырдат
764,donnern::V,къекъа,эт
765,wehen::V,хьекха,үр
766,strömen::V,эха,кутулун
767,fließen::V,охьаэха,сүүр
768,sich drehen::V,хьийза,эргий
769,schwanken::V,леста,биэтэҥнээ
770,schwingen::V,лесто,эйэҥнээ
771,fallen::V,охьакхета,оҕут
772,brennen::V,дага,умай
773,rauchen::V,оза,буруолаа
774,regnen::V,догlа догlу,самыырдаа
775,gefrieren::V,гӏоро,тоҥ
776,tauen::V,даша,ир
777,schmelzen::V,лала,уулун
778,trocknen::V,дакъо,куур
779,sieden::V,кхехка,оргуй
780,faulen::V,дахкадала,сытый
781,verfaulen::V,дахкадала,сытыйан_хаал
782,reißen::V,хеда,хайыт
783,reißen::V,хеда,быһытталан
784,versinken::V,хичудаха,тимир
785,versinken::V,хичудаха,батылын
786,vergehen::V,дlаэха,дьай
787,erscheinen::V,схьадала,көһүн
788,erscheinen::V,ӏоттадала,көһүн
789,verschwinden::V,къайладала,сүт
790,sinken::V,лахдала,намтаа
791,zunehmen::V,лакхадала,элбээ
792,steigen::V,хьаладала,үрдээ
793,wachsen::V,кхиа,үүн
794,glänzen::V,лепа,кылбай
795,funkeln::V,къега,күлүмнээ
796,funkeln::V,къега,күлүмүрдээ
797,lärmen::V,гӏовгӏаян,тыаһаа
798,läuten::V,детта,собуоннаа
799,klingeln::V,дека,линкинээ
800,klirren::V,дека,айгырат
801,brausen::V,хьаьдда даха,сирилээ
802,rauschen::V,леста,суугунаа
803,klingen::V,дека,доргуй
804,bellen::V,лета,үр
805,heulen::V,угӏа,улуй
806,blasen::V,хӏуп баха,үр
807,pfeifen::V,шок етта,иһиир
808,schreien::V,мохь бетта,кылан
809,schreien::V,мохь бетта,хаһыытаа
810,stöhnen::V,узарш дан,ынчыктаа
811,zittern::V,дега,титирээ
812,zittern::V,дега,дьигиһий
813,leben::V,даха,олор
814,geboren werden::V,хила,төрөө
815,atmen::V,садеӏа,тыын
816,trinken::V,мала,ис
817,essen::V,кхалла,аһаа
818,schlucken::V,къурдбан,ыйыһын
819,müde werden::V,кӏаддала,сылай
820,einschlafen::V,наб кхета,утуйан хаал
821,schlafen::V,вижа,утуй
822,schlafen::V,вижа,утуйа сыт
823,schlafen::V,наб ян,утуй
824,schlafen::V,наб ян,утуйа сыт
825,schlafen::V,дижина хила,утуй
826,schlafen::V,дижина хила,утуйа сыт
827,aufwachen::V,самадала,уһугун
828,aufstehen::V,гӏатта,тур
829,sich erholen::V,садаӏа,сынньан
830,krank werden::V,цомгуш хила,ыарый
831,krank sein::V,цомгуш хила,ыарый
832,krank sein::V,цомгуш хила,ыарыт
833,schmerzen::V,лаза,ыарыт
834,schmerzen::V,ӏийжа,ыарыт
835,husten::V,йовхарш етта,сөтөлүн
836,genesen::V,тадала,көн
837,sterben::V,дала,өл
838,umkommen::V,хӏаллакхила,өл
839,umkommen::V,хӏаллакхила,оҕут
840,sich bewegen::V,лела,хамсаа
841,sich rühren::V,меттахъхьен,хамсаа
842,sich erheben::V,хьалагlатта,тур
843,sich setzen::V,хаа,олор
844,hinfallen::V,дожа,оҕут
845,hinfallen::V,охьакхета,оҕут
846,laufen::V,вада,хаам
847,laufen::V,хьада,хаам
848,schreiten::V,болар дан,атыллаа
849,schreiten::V,ког баккха,атыллаа
850,spazierengehen::V,доладала,дьаарбай
851,eilen::V,сихдала,тиэтэй
852,sich beeilen::V,сихдала,ыксаа
853,rennen::V,дада,сүүрэкэлээ
854,springen::V,ирхкхийсадала,ой
855,springen::V,ирхкхийсадала,ыстан
856,klettern::V,тӏедийла,ытын
857,schaukeln::V,техко,эйэҥнээ
858,schaukeln::V,техко,биэрэҥнээ
859,kriechen::V,такха,сыыл
860,schwimmen::V,некадан,уһун
861,schwimmen::V,некадан,харбаа
862,tauchen::V,чулелха,умус
863,rudern::V,дига лело,эрт
864,rudern::V,кема лело,эрт
865,fahren::V,хахка,айаннаа
866,fliegen::V,тӏемадала,көт
867,gehen::V,лeла,бар
868,weggehen::V,дӏадаха,бар
869,abfahren::V,дӏадаха,бар
870,anhalten::V,саца,тохтоо
871,hineingehen::V,чудала,киир
872,eintreten::V,чудала,киир
873,kommen::V,кхача,кэл
874,kommen::V,дӏакхача,кэл
875,kommen::V,схьакхача,кэл
876,ankommen::V,кхача,кэл
877,ankommen::V,кхача,тиий
878,ankommen::V,схьакхача,кэл
879,ankommen::V,схьакхача,тиий
880,zurückkommen::V,юхада,төнүн
881,bleiben::V,диса,хаал
882,warten::V,хьежа,көһүт
883,warten::V,cобар дан,көһүт
884,erwarten::V,хьоьжуш ӏан,күүт
885,erwarten::V,хьоьжуш ӏан,көһүт
886,suchen::V,леха,ирдээ
887,suchen::V,леха,көрдөө
888,finden::V,каро,бул
889,versuchen::V,дан хьажа,сорун
890,vorbereiten::V,кечъян,бэлэмнээ
891,lieben::V,деза,таптаа
892,mögen::V,безамхила,сөбүл
893,lachen::V,дела,күл
894,rühren::V,хьедан,долгут
895,weinen::V,делха,ытаа
896,schimpfen::V,чехо,үөҕүс
897,sich ärgern::V,оьгӏазъэха,кыыһыр
898,sich ärgern::V,оьгӏазъэха,кыйахан
899,sich fürchten::V,кхера,куттан
900,sich fürchten::V,кхера,дьиксин
901,fürchten::V,кхера,дьиксин
902,fürchten::V,кхера,куттан
903,fliehen::V,дӏадада,күрээ
904,flüchten::V,дӏадада,күрээ
905,sehen::V,ган,көр
906,anschauen::V,хьажа,көр
907,anschauen::V,хьежа,көр
908,ansehen::V,хьовса,көр
909,hören::V,хаза,бил
910,hören::V,хаза,иһит
911,zuhören::V,ладогӏа,иһит
912,probieren::V,хьажа,боруобалаан көр
913,probieren::V,хьажа,амсайан көр
914,riechen::V,хьожа яха,сытырҕаа
915,fühlen::V,хаадала,бил
916,scheinen::V,мотта,көһүн
917,zu sehen sein::V,гуш хила,көһүн
918,vernehmen::V,бартхатта,иһит
919,frieren::V,гӏоро,тоҥ
920,frieren::V,гӏоро,үлүй
921,tun::V,дан,гын
922,können::V,дадала,кыай
923,wollen::V,тӏергӏа,баҕар
924,anfangen::V,доло,саҕалаа
925,beenden::V,довла,бүтэр
926,aufhören::V,саца,уурай
927,gelingen::V,кадала,сатан
928,geraten::V,хила,баар буолан биэр
929,geraten::V,хила,баар буола тус
930,geraten::V,хила,буолан таҕыс
931,öffnen::V,дӏаделла,ас
932,öffnen::V,схьаделла,ас
933,schließen::V,къовла,сап
934,schließen::V,къовла,хатаа
935,schließen::V,дӏачӏагӏа,сап
936,schließen::V,дӏачӏагӏа,хатаа
937,stellen::V,хlотто,уур
938,stellen::V,хlотто,туруор
939,setzen::V,дийгӏа,туруор
940,setzen::V,дийгӏа,уур
941,legen::V,охьадилла,уур
942,berühren::V,хьедан,тыыт
943,berühren::V,хьедан,таарый
944,verbinden::V,вовшахтаса,кэлгий
945,bedecken::V,тилла,бүрүй
946,bedecken::V,тӏетаса,бүрүй
947,aufhängen::V,хьалаолла,ыйаа
948,anzünden::V,лато,умат
949,aufheben::V,айа,өрө тарт
950,zurücklassen::V,дита,бырах
951,verlieren::V,дайа,сүтэр
952,fallen lassen::V,охьадожо,түһэр
953,fallen lassen::V,охьадожо,мүлчү тут
954,machen::V,дан,оҥор
955,machen::V,дан,оҥоһун
956,herstellen::V,дан,оҥор
957,bauen::V,гӏишлоян,тут
958,reparieren::V,тадан,абырахтаа
959,verbessern::V,нисдан,тупсар
960,ändern::V,хийца,уларыт
961,graben::V,ахка,хас
962,beugen::V,сатто,бокут
963,beugen::V,сатто,токурут
964,beugen::V,сатто,бүк баттаа
965,biegen::V,сатто,иэх
966,biegen::V,сатто,өҕүлүннэр
967,drehen::V,хьовзо,эргит
968,drehen::V,хьовзо,эргичит
969,umdrehen::V,хьовзo,түҥнэр
970,heben::V,айа,көтөх
971,heben::V,хьалаайа,көтөх
972,hochheben::V,хьалаайа,таһаар
973,ergreifen::V,дӏалаца,тут
974,halten::V,латто,тут
975,drücken::V,тӏетаӏо,ык
976,schieben::V,татта,ас
977,kratzen::V,мӏараш тийса,кыһыы
978,lecken::V,мотт хьекха,салаа
979,beißen::V,катoха,ытыр
980,abreißen::V,схьадаккха,быһа тарт
981,abreißen::V,схьадаккха,туура тарт
982,abschneiden::V,кхада,быс
983,abschneiden::V,кхада,быһан ыл
984,abschneiden::V,кхада,быһа баттаа
985,binden::V,дӏадехка,кэлгий
986,binden::V,вовшахтаса,кэлгий
987,stecken::V,чудахийта,батары ас
988,brechen::V,кагдан,тоһут
989,klopfen::V,детта,тоҥсуй
990,hauen::V,етта,оҕус
991,kleben::V,тӏелато,силимнээ
992,reiben::V,хьекхо,аал
993,streichen::V,тlехьакха,сыбаа
994,schleifen::V,ирдан,чочуй
995,schneiden::V,ларга,быс
996,rütteln::V,лесто,иэҕэҥнэт
997,schütteln::V,лесто,сахсый
998,schwenken::V,лесто,дайбаа
999,schütten::V,дотта,кут
1000,füllen::V,дуза,толор
1001,einwickeln::V,хьарчо,суулаа
1002,tragen::V,дахьа,ит
1003,schleppen::V,ийзо,сос
1004,ziehen::V,озо,тарт
1005,aufbewahren::V,ӏалашдан,уур
1006,aufbewahren::V,ӏалашдан,харай
1007,werfen::V,кхосса,бырах
1008,fangen::V,леца,хап
1009,packen::V,леца,тут
1010,verstecken::V,къайладаккха,саһыар
1011,teilen::V,декъа,үллэр
1012,schicken::V,дӏадахьийта,ыыт
1013,bringen::V,дан,аҕал
1014,hinzufügen::V,тӏетоха,эп
1015,bekommen::V,даккха,ыл
1016,bekommen::V,даккха,булун
1017,erhalten::V,даккха,ыл
1018,nehmen::V,схьаэца,ыл
1019,wählen::V,харжа,быыбардаа
1020,auswählen::V,харжа,тал
1021,bewahren::V,lалашдан,харай
1022,behindern::V,новкъарло ян,мэһэйдээ
1023,verderben::V,талхо,буорту гын
1024,beschädigen::V,дохо,алдьат
1025,zerbrechen::V,дохо,үлтүрүт
1026,zerbrechen::V,кагдан,үлтүрүт
1027,zerreißen::V,хадо,хайыта тарт
1028,zerstören::V,дохо,алдьат
1029,zerstören::V,кагдан,алдьат
1030,verbrennen::V,даго,уоттаа
1031,geben::V,яла,биэр
1032,reichen::V,дӏадала,аҕал
1033,reichen::V,дӏакховдо,аҕал
1034,schenken::V,совгӏат дан,бэлэхтээ
1035,versprechen::V,ваӏда дан,эрэннэр
1036,wünschen::V,лаа,баҕар
1037,loben::V,хасто,хайҕаа
1038,küssen::V,оба яккха,уураа
1039,wiegen::V,тахка,бигээ
1040,zudecken::V,тӏетаса,сап
1041,zudecken::V,тӏетаса,бүрүй
1042,wecken::V,самадаккха,уһугуннар
1043,zeigen::V,гайта,көрдөр
1044,führen::V,дига,салай
1045,lehren::V,ӏамо,үөрэт
1046,unterrichten::V,хьеха,үөрэт
1047,aufziehen::V,кхио,иит
1048,leiten::V,урхалла дан,салай
1049,antreiben::V,сихдан,кыһай
1050,lassen::V,-йта,күһэй
1051,einladen::V,кхайкха,ыҥыр
1052,vereinigen::V,цхьаьнатоха,холбоо
1053,vereinigen::V,цхьаьнатоха,түм
1054,besuchen::V,хьажахIотта,сырыт
1055,besuchen::V,хьажахIотта,билсэ сырыт
1056,treffen::V,дуьхьалкхета,көрүс
1057,sich versammeln::V,гулдан,мүһүн
1058,sich versammeln::V,гулдан,түмүс
1059,spielen::V,ловза,оонньоо
1060,singen::V,лакха,ыллаа
1061,tanzen::V,хелхадала,үҥкүүлээ
1062,sich trennen::V,къаста,араҕыс
1063,verlassen::V,дита,хааллар
1064,retten::V,кӏелхьардаккха,өрүһүй
1065,bewachen::V,ха дан,араҥаччылаа
1066,schützen::V,лардан,көмүскээ
1067,verteidigen::V,лардан,көмүскээ
1068,sich schlagen::V,етта,охсус
1069,schießen::V,детта,ытыалаа
1070,siegen::V,тола,хот
1071,siegen::V,тола,кыай
1072,ärgern::V,оьгӏаздахийта,кыыһырт
1073,schlagen::V,тоха,оҕус
1074,treten::V,мийра тоха,тэп
1075,stechen::V,ӏотта,кэй
1076,stechen::V,къовзо,кэй
1077,stoßen::V,татта,кэп
1078,stoßen::V,татта,үтүрүй
1079,stehlen::V,лачкъо,уор
1080,stören::V,новкъарло ян,мэһэйдээ
1081,belästigen::V,сагатдан,батар
1082,verbergen::V,къайладаккха,кистээ
1083,täuschen::V,ӏexo,албыннаа
1084,betrügen::V,ледан,албыннаа
1085,töten::V,ден,өлөр
1086,wohnen::V,даха,олор
1087,arbeiten::V,къахьега,үлэлээ
1088,sammeln::V,гулдан,мус
1089,sammeln::V,гулдан,хомуй
1090,pflücken::V,даха,үргээ
1091,jagen::V,талла,бултаа
1092,fischen::V,чӏерий леца,балыктаа
1093,fassen::V,лаца,тут
1094,fassen::V,схьалаца,тут
1095,hüten::V,лардан,манаа
1096,treiben::V,лахка,үүр
1097,anbinden::V,дӏадехка,баай
1098,füttern::V,хӏума яла,аһат
1099,melken::V,оза,ыа
1100,gießen::V,хи тоха,сиигирт
1101,reifen::V,хьекъа,бус
1102,zubereiten::V,кечъян,бэлэмнээ
1103,zubereiten::V,кхача бан,бэлэмнээ
1104,kochen::V,кхача бан,буһар
1105,backen::V,датта,буһар
1106,braten::V,кхарза,хооруй
1107,braten::V,кхарза,ыһаарылаа
1108,braten::V,кхарза,соркуойдаа
1109,umrühren::V,кего,былаа
1110,nähen::V,тега,иистэн
1111,färben::V,басардан,кырааскалаа
1112,reinigen::V,цӏандан,ыраастаа
1113,waschen::V,йила,сууй
1114,waschen::V,йитта,сууй
1115,waschen::V,дӏадайа,сууй
1116,abwischen::V,дӏадайа,сот
1117,spülen::V,хи кхарза,сайҕаа
1118,fegen::V,нуй хьакха,сиппий
1119,kehren::V,нуй хьакха,харбаа
1120,baden::V,лийча,сөтүөлээ
1121,sich waschen::V,юьхь йила,суун
1122,ausziehen::V,духар дӏадаккха,уһул
1123,sich anziehen::V,духа,таҥын
1124,kämmen::V,ехк хьакха,тараа
1125,schmücken::V,хаздан,симээ
1126,sagen::V,ала,диэ
1127,sprechen::V,баха,эт
1128,sprechen::V,баха,саҥар
1129,sprechen::V,мотт бийца,эт
1130,sprechen::V,мотт бийца,саҥар
1131,reden::V,къамел дан,кэпсэт
1132,sich unterhalten::V,къамел дан,кэпсэт
1133,fragen::V,хатта,ыйыт
1134,bitten::V,деха,көрдөс
1135,erzählen::V,дийца,кэпсээ
1136,erzählen::V,дийца,сэһэргээ
1137,mitteilen::V,хаам бан,биллэр
1138,nennen::V,цӏе яккха,ааттаа
1139,rufen::V,кхайкха,ыҥыр
1140,prahlen::V,куралла ян,чабылан
1141,prahlen::V,куралла ян,киһиргээ
1142,prahlen::V,дозалла дан,чабылан
1143,prahlen::V,дозалла дан,киһиргээ
1144,übersetzen::V,гоч дан,тылбаастаа
1145,denken::V,ойла ян,санаа
1146,denken::V,ойла ян,толкуйдаа
1147,glauben::V,теша,итэҕэй
1148,bemerken::V,ган,бэлиэтээ
1149,erkennen::V,довза,бил
1150,begreifen::V,кхета,өйдөө
1151,verstehen::V,кхета,өйдөө
1152,lernen::V,деша,үөрэн
1153,wissen::V,хаа,бил
1154,sich erinnern an::V,дагадан,аҕын
1155,vergessen::V,дицдала,умун
1156,messen::V,дуста,кэмнээ
1157,messen::V,дуста,кээмэйдээ
1158,zählen::V,дагардан,аах
1159,rechnen::V,лара,аах
1160,lesen::V,еша,аах
1161,malen::V,сурт дилла,уруһуйдаа
1162,zeichnen::V,сурт дилла,уруһуйдаа
1163,schreiben::V,яздан,суруй
1164,besitzen::V,доладан,баһылаа
1165,kaufen::V,эца,атыылас
1166,verkaufen::V,дохка,атыылаа
1167,bezahlen::V,мах бала,төлөө
1168,zahlen::V,мах бала,төлөө
1169,beherrschen::V,собаре хила,баһылаа
1170,ertragen::V,лан,тулуй
1171,ertragen::V,сатоха,тулуй
1172,ertragen::V,садетта,тулуй
1173,Schwarm::N,,бөлөх
1174,Schlinge::N,,уктаа
1175,Art::N,,биис
1176,Entfernung::N,,ыраах
1177,Griff::N,,ук
1178,Griff::N,,тутаах
1179,Figur::N,,фигура
1180,Bogen[Waffe]::N,,ох
1181,so::ADV,,оччо
1182,so::ADV,,оннук
1183,abnehmen::V,,аччаа
1184,sausen::V,,элээр
1185,wenden::V,,эргилин
1186,hacken::V,,кэрт
1187,stricken::V,,өр
1188,anziehen::V,,кэтэрт
