,Concept_ID,kk,uk
812,manchmal::ADV,кейде,іноді
813,manchmal::ADV,кейде,інколи
814,oft::ADV,ылғи,часто
815,immer::ADV,өнебойы,завжди
816,niemals::ADV,ешуақытта,ніколи
817,hier::ADV,бұнда,тут
818,hier::ADV,осында,тут
819,hierhin::ADV,бермен,сюди
820,von hier::ADV,бер жақтан,звідси
821,dort::ADV,анда,там
822,dorthin::ADV,әрі,туди
823,geradeaus::ADV,тура,прямо
824,vorwärts::ADV,ілгері,вперед
825,rückwärts::ADV,артқа,назад
826,zurück::ADV,кейін қарай,назад
827,unten::ADV,төменде,внизу
828,hinab::ADV,астына,вниз
829,hinab::ADV,төмен,вниз
830,oben::ADV,жоғарыда,вгорі
831,hinauf::ADV,өрге,вгору
832,überall::ADV,әрқайда,скрізь
833,nicht::ADV,емес,не
834,ein wenig::ADV,азырақ,трохи
835,ein wenig::ADV,азырақ,небагато
836,ein wenig::ADV,аздаған,трохи
837,ein wenig::ADV,аздаған,небагато
838,ein wenig::ADV,азғантай,трохи
839,ein wenig::ADV,азғантай,небагато
840,kaum::ADV,зорға,ледве
841,sehr::ADV,орасан,дуже
842,so::ADV,бұлай,так
843,so::ADV,былайша,так
844,noch::ADV,әлі,ще
845,nur::ADV,ғана,лише
846,nur::ADV,ғана,тільки
847,schon::ADV,түге,вже
848,wieder::ADV,жаңа,знову
849,wieder::ADV,қайта,знову
850,wieder::ADV,жаңадан,знову
851,vergebens::ADV,бекер,дарма
852,vor::PRP,алды,перед
853,hinter::PRP,артынан,ззаду
854,hinter::PRP,артынан,позаду
855,unter::PRP,түп,під
856,unter::PRP,маңында,під
857,durch::PRP,арқылы,крізь
858,neben::PRP,іргеде,біля
859,neben::PRP,жанында,біля
860,zwischen::PRP,арада,між
861,wegen::PRP,үшін,з-за
862,wegen::PRP,үшін,через
863,dies::PRN,бұ,це
864,dies::PRN,осы,це
865,das::PRN,сол,то
866,alles::PRN,дүйім,все
867,alles::PRN,күллі,все
868,ich::PRN,мен,я
869,du::PRN,сен,ти
870,er::PRN,ол,він
871,wir::PRN,біз,ми
872,ihr::PRN,сіз,ви
873,sie::PRN,олар,вони
874,was::FPRN,не,що
875,wer::FPRN,кім,хто
876,wo::FADV,кәні,де
877,wo::FADV,қайда,де
878,wohin::FADV,қайда,куди
879,wie::FADV,калай,як
880,warum::FADV,неғып,чому
881,wieviel::FNUM,неше,скільки
882,wieviel::FNUM,қанша,скільки
883,eins::NUM,бір,один
884,zwei::NUM,екі,два
885,drei::NUM,үш,три
886,vier::NUM,төрт,чотири
887,fünf::NUM,бес,п’ять
888,sechs::NUM,алты,шість
889,sieben::NUM,жеті,сім
890,acht::NUM,сегіз,вісім
891,neun::NUM,тоғыз,дев’ять
892,zehn::NUM,он,десять
893,elf::NUM,он бір,одинадцять
894,zwölf::NUM,он екі,дванадцять
895,zwanzig::NUM,жиырма,двадцять
896,dreißig::NUM,отыз,тридцять
897,vierzig::NUM,қырық,сорок
898,fünfzig::NUM,елу,п’ятдесят
899,sechzig::NUM,алпыс,шістдесят
900,siebzig::NUM,жетпіс,сімдесят
901,achtzig::NUM,сексен,вісімдесят
902,neunzig::NUM,тоқсан,дев’яносто
903,hundert::NUM,жүз,сто
904,tausend::NUM,мың,тисяча
905,und::CNJ,та,і
906,oder::CNJ,әлде,або
907,oder::CNJ,немесе,або
908,stehen::V,тұру,стояти
909,sitzen::V,отыру,сидіти
910,liegen::V,жату,лежати
911,hängen::V,ілу,висіти
912,werden::V,болу,стати
913,werden::V,болу,робитися
914,werden::V,түрегелу,стати
915,werden::V,түрегелу,робитися
916,passieren::V,болу,трапитися
917,beginnen::V,басталу,початися
918,enden::V,ада болу,кінчитися
919,wechseln::V,құбылу,мінятися
920,wechseln::V,өзгеру,мінятися
921,aufgehen[Sonne]::V,шығу,зійти
922,untergehen[Sonne]::V,батыру,зайти
923,scheinen[Sonne]::V,жылтырау,світити
924,donnern::V,күркіреу,гриміти
925,wehen::V,огып тур,віяти
926,strömen::V,сорғалау,литися
927,fließen::V,ағу,текти
928,sich drehen::V,айналу,обертатися
929,schwanken::V,толықсу,коливатися
930,schwingen::V,тербелу,хитатися
931,schwingen::V,тербелу,гойдатися
932,fallen::V,құлау,падати
933,fallen::V,жығылу,падати
934,fallen::V,төмендеу,падати
935,brennen::V,жану,горіти
936,rauchen::V,түтету,диміти
937,regnen::V,жауу,дощити
938,gefrieren::V,мұздай қату,змерзнути
939,gefrieren::V,мұз боп қату,змерзнути
940,tauen::V,жібу,танути
941,schmelzen::V,еру,плавитися
942,trocknen::V,курау,сохнути
943,sieden::V,қайнау,кипіти
944,faulen::V,иістену,гнити
945,verfaulen::V,шіру,згнити
946,reißen::V,жыртылу,рватися
947,versinken::V,малтығу,тонути
948,vergehen::V,өту,проходити
949,erscheinen::V,көріну,з’явитися
950,erscheinen::V,көрініп қалу,з’явитися
951,verschwinden::V,ғайып_болу,щезнути
952,verschwinden::V,ғайып_болу,зникнути
953,sinken::V,ылдилау,спадати
954,sinken::V,төмендеу,спадати
955,abnehmen::V,кемітілу,поменшитися
956,zunehmen::V,көбею,збільшуватися
957,steigen::V,қобу,підніматися
958,steigen::V,көтерілу,підніматися
959,steigen::V,жоғарылау,підніматися
960,wachsen::V,өсу,рости
961,glänzen::V,жалтырау,блищати
962,funkeln::V,жарқырау,блискати
963,funkeln::V,нұрлану,блискати
964,funkeln::V,жылтылдау,блискати
965,lärmen::V,шулау,шуміти
966,lärmen::V,шуылдау,шуміти
967,läuten::V,қоңыраулату,дзвонити
968,klingeln::V,дыңғырлау,дзвонити
969,klirren::V,дыңылдату,дзвякати
970,brausen::V,тасу,бушувати
971,rauschen::V,сусылдау,шелестіти
972,rauschen::V,сыбдырлау,шелестіти
973,klingen::V,дыбыс шығару,лунати
974,klingen::V,дыбыс шығару,звучати
975,bellen::V,үру,гавкати
976,heulen::V,ұлу,вити
977,blasen::V,үру,дунути
978,pfeifen::V,ысқыру,свистіти
979,schreien::V,шыңғыру,кричати
980,schreien::V,айғайлау,кричати
981,schreien::V,байбайлау,кричати
982,schreien::V,бажалақтау,кричати
983,stöhnen::V,ыңырсу,стогнати
984,stöhnen::V,ыңкылдау,стогнати
985,zittern::V,қалш,тремтіти
986,zittern::V,қалшылдату,тремтіти
987,leben::V,жасау,жити
988,leben::V,күнелту,жити
989,leben::V,күн көру,жити
990,leben::V,тіршілік ету,жити
991,geboren werden::V,туу,народитися
992,atmen::V,дем алу,дихати
993,atmen::V,ауа жұту,дихати
994,trinken::V,ішу,пити
995,trinken::V,ұрттау,пити
996,essen::V,жеу,їсти
997,essen::V,тамақтану,їсти
998,schlucken::V,жұту,ковтати
999,müde werden::V,болдыру,втомитися
1000,einschlafen::V,үйыктап калу,заснути
1001,schlafen::V,ұйықтау,спати
1002,aufwachen::V,ояну,прокинутися
1003,aufstehen::V,ояну,встати
1004,sich erholen::V,тынығу,відпочивати
1005,krank werden::V,кеселдену,захворіти
1006,krank werden::V,сырқаттану,захворіти
1007,krank werden::V,ауырып қалу,захворіти
1008,krank werden::V,ауыра бастау,захворіти
1009,krank werden::V,кеселге ұшырау,захворіти
1010,krank werden::V,сырқаттанып қалу,захворіти
1011,krank sein::V,ауыру,хворіти
1012,krank sein::V,сырқаттану,хворіти
1013,schmerzen::V,ауырады,боліти
1014,husten::V,жөтелу,кашляти
1015,genesen::V,айығу,одужати
1016,genesen::V,айығу,видужати
1017,sterben::V,өлу,померти
1018,sterben::V,қайтыс,померти
1019,sterben::V,жантапсыру,померти
1020,umkommen::V,өлу,згинути
1021,umkommen::V,қаза табу,згинути
1022,sich bewegen::V,жылжу,рухатися
1023,sich rühren::V,қыбырлау,ворушитися
1024,sich erheben::V,тұру,встати
1025,sich setzen::V,отыру,сісти
1026,hinfallen::V,жығылу,упасти
1027,laufen::V,жояу жүру,ходити
1028,schreiten::V,кадамдау,крокувати
1029,spazierengehen::V,қыдыру,гуляти
1030,eilen::V,асығу,спішити
1031,eilen::V,жеделдену,спішити
1032,eilen::V,жедепдеу,спішити
1033,sich beeilen::V,асығу,поспішати
1034,sich beeilen::V,жеделдену,поспішати
1035,sausen::V,заулау,мчатися
1036,rennen::V,жүгіру,бігати
1037,springen::V,секіру,скакати
1038,springen::V,секіру,стрибати
1039,klettern::V,өрмелеп шығу,лазити
1040,schaukeln::V,тербелу,гойдатися
1041,kriechen::V,еңбектеу,повзати
1042,schwimmen::V,жүзу,пливти
1043,schwimmen::V,жүзу,плавати
1044,schwimmen::V,малту,пливти
1045,schwimmen::V,малту,плавати
1046,schwimmen::V,қалықтау,пливти
1047,schwimmen::V,қалықтау,плавати
1048,tauchen::V,сүңгу,пірнати
1049,rudern::V,есу,гребти
1050,rudern::V,есу,веслувати
1051,fahren::V,бару,їхати
1052,fliegen::V,ұшу,літати
1053,gehen::V,бару,іти
1054,weggehen::V,кету,піти
1055,abfahren::V,жөнелу,від’їхати
1056,abfahren::V,жөнелу,відправитися
1057,anhalten::V,тоқтау,зупинитися
1058,hineingehen::V,кіру,входити
1059,eintreten::V,ену,увійти
1060,kommen::V,жету,прийти
1061,ankommen::V,келу,прибути
1062,zurückkommen::V,қайту,повернутися
1063,bleiben::V,қалу,залишитися
1064,warten::V,тосу,чекати
1065,erwarten::V,күту,чекати
1066,suchen::V,іздеу,шукати
1067,finden::V,табу,знайти
1068,versuchen::V,талпыну,випробовувати
1069,vorbereiten::V,әзірлеу,підготувати
1070,lieben::V,сүю,любити
1071,mögen::V,жарату,любити
1072,mögen::V,жарату,подобатися
1073,mögen::V,жақсы_көру,любити
1074,mögen::V,жақсы_көру,подобатися
1075,lachen::V,күлу,сміятися
1076,lachen::V,күлісу,сміятися
1077,rühren::V,көңілін бұзу,розчулити
1078,weinen::V,жылау,плакати
1079,schimpfen::V,ақырып-бақыру,лаятися
1080,sich ärgern::V,ашулану,сердитися
1081,sich fürchten::V,сескену,боятися
1082,fürchten::V,қауіптену,боятися
1083,fürchten::V,сақсыну,боятися
1084,fliehen::V,қашу,тікати
1085,fliehen::V,қашып кету,тікати
1086,flüchten::V,қашу,утекти
1087,flüchten::V,қашып кету,утекти
1088,sehen::V,көру,бачити
1089,anschauen::V,назар салу,поглянути
1090,ansehen::V,тамашалау,дивитися на
1091,hören::V,есту,чути
1092,zuhören::V,тыңдау,слухати
1093,zuhören::V,құлақ қою,слухати
1094,probieren::V,тату,покуштувати
1095,probieren::V,дәм тату,покуштувати
1096,riechen::V,иіскеу,нюхати
1097,fühlen::V,сезу,відчувати
1098,fühlen::V,сезіну,відчувати
1099,scheinen::V,болып көріну,здаватися
1100,zu sehen sein::V,көріну,виднітися
1101,vernehmen::V,есту,почути
1102,vernehmen::V,есітіп қалу,почути
1103,frieren::V,тоңу,мерзнути
1104,frieren::V,жаурау,мерзнути
1105,tun::V,ету,робити
1106,tun::V,істеу,робити
1107,können::V,білу,могти
1108,wollen::V,қалау,хотіти
1109,anfangen::V,бастау,почати
1110,beenden::V,бітіру,закінчити
1111,beenden::V,адақтау,закінчити
1112,beenden::V,тамамдау,закінчити
1113,beenden::V,аяқтап шығу,закінчити
1114,aufhören::V,доғару,перестати
1115,gelingen::V,жолы түсу,вдатися
1116,geraten::V,калу,опинитися
1117,öffnen::V,ашу,відкрити
1118,öffnen::V,ашып қою,відкрити
1119,schließen::V,жабу,закрити
1120,stellen::V,қою,поставити
1121,stellen::V,қойдыру,поставити
1122,setzen::V,отырғызу,посадити
1123,legen::V,салу,класти
1124,legen::V,калау,класти
1125,berühren::V,тию,чіпати
1126,verbinden::V,байлап алу,зв’язати
1127,verbinden::V,сабақтастыру,зв’язати
1128,bedecken::V,бүркеу,покрити
1129,aufhängen::V,ілу,повісити
1130,aufhängen::V,асып қою,повісити
1131,anzünden::V,тұтату,запалити
1132,aufheben::V,көтеру,підняти
1133,zurücklassen::V,қалдыру,залишити
1134,verlieren::V,жоғалту,загубити
1135,fallen lassen::V,құлатып алу,упустити
1136,fallen lassen::V,қолдан түсіріп алу,упустити
1137,machen::V,ету,зробити
1138,machen::V,жасау,зробити
1139,machen::V,жасап шығару,зробити
1140,herstellen::V,жасап шығару,виготовити
1141,bauen::V,тұрғызу,будувати
1142,reparieren::V,оңдау,лагодити
1143,verbessern::V,дұрыстау,поліпшити
1144,ändern::V,өзгерту,змінити
1145,graben::V,үңгу,копати
1146,beugen::V,буғу,зігнути
1147,biegen::V,ию,погнути
1148,biegen::V,майыстыру,погнути
1149,drehen::V,айналдыру,вертіти
1150,wenden::V,екінші жағын айналдыру,повернути
1151,umdrehen::V,бұру,перевернути
1152,heben::V,көтеру,піднімати
1153,hochheben::V,жоғарылату,підняти
1154,hochheben::V,көтеру,підняти
1155,ergreifen::V,бас_салу,схопити
1156,ergreifen::V,шап_беріп_ұстап_алу,схопити
1157,ergreifen::V,шап_беру,схопити
1158,ergreifen::V,шап_ете_түсу,схопити
1159,halten::V,тұту,тримати
1160,halten::V,ұстау,тримати
1161,drücken::V,басу,натискати
1162,schieben::V,итеру,пхати
1163,schieben::V,итеру,штовхати
1164,kratzen::V,қыру,шкребти
1165,lecken::V,жалау,лизати
1166,beißen::V,қабу,кусати
1167,beißen::V,тістеу,кусати
1168,beißen::V,қауып алу,кусати
1169,abreißen::V,үзу,відірвати
1170,abschneiden::V,қырқу,відрізати
1171,binden::V,байланыстыру,в’язати
1172,binden::V,байлап_алу,в’язати
1173,binden::V,байластыру,в’язати
1174,binden::V,байлау,в’язати
1175,binden::V,буу,в’язати
1176,binden::V,матау,в’язати
1177,binden::V,сабақтастыру,в’язати
1178,binden::V,ұштастыру,в’язати
1179,stecken::V,сұғу,увіткнути
1180,brechen::V,сындыру,зламати
1181,klopfen::V,қағу,стукати
1182,hauen::V,соғу,бити
1183,kleben::V,желімдеу,клеїти
1184,reiben::V,үйкеу,терти
1185,streichen::V,сүйкеу,намазати
1186,schleifen::V,егеу,точити
1187,schleifen::V,қайрау,точити
1188,schleifen::V,егеулеу,точити
1189,schneiden::V,кесу,різати
1190,rütteln::V,қозғау,хитати
1191,rütteln::V,жұлмалау,хитати
1192,schütteln::V,дірілдету,трясти
1193,schütteln::V,селкілдету,трясти
1194,schwenken::V,бұлғау,махати
1195,schwenken::V,сермеу,махати
1196,schütten::V,құю,налити
1197,füllen::V,толтыру,наповнити
1198,einwickeln::V,орау,загорнути
1199,tragen::V,алып жүру,нести
1200,schleppen::V,тарту,тягти
1201,ziehen::V,тарту,тягнути
1202,aufbewahren::V,сақтау,зберігати
1203,werfen::V,лақтыру,кидати
1204,fangen::V,қармау,ловити
1205,fangen::V,қағып алу,ловити
1206,packen::V,шап беру,схопити
1207,packen::V,шап ете түсу,схопити
1208,packen::V,шап беріп ұстап алу,схопити
1209,verstecken::V,тығу,сховати
1210,verstecken::V,жасыру,сховати
1211,teilen::V,бөлу,розділити
1212,schicken::V,жіберу,посилати
1213,bringen::V,әкелу,принести
1214,bringen::V,алып келу,принести
1215,hinzufügen::V,қосу,додати
1216,hinzufügen::V,үстеу,додати
1217,bekommen::V,алу,дістати
1218,erhalten::V,алмақ,одержати
1219,nehmen::V,алу,взяти
1220,nehmen::V,алмақ,взяти
1221,wählen::V,таңдау,вибрати
1222,auswählen::V,екшеу,відібрати
1223,auswählen::V,саралау,відібрати
1224,auswählen::V,сұрыптау,відібрати
1225,auswählen::V,сайлап алу,відібрати
1226,bewahren::V,сақтау,зберегти
1227,behindern::V,оралғы болу,перешкоджати
1228,verderben::V,бүлдіру,зіпсувати
1229,beschädigen::V,бұзу,зашкодити
1230,zerbrechen::V,уату,розбити
1231,zerreißen::V,жырту,розірвати
1232,zerstören::V,қирату,зруйнувати
1233,zerstören::V,талқандау,зруйнувати
1234,verbrennen::V,өртеу,спалити
1235,verbrennen::V,жандыру,спалити
1236,verbrennen::V,өртеп жіберу,спалити
1237,verbrennen::V,жандырып жіберу,спалити
1238,geben::V,беру,дати
1239,reichen::V,беру,передати
1240,schenken::V,тарту,дарувати
1241,versprechen::V,уәде беру,обіцяти
1242,wünschen::V,тілеу,бажати
1243,loben::V,мақтау,хвалити
1244,loben::V,дәріптеу,хвалити
1245,küssen::V,сүю,цілувати
1246,wiegen::V,тербеу,качати
1247,zudecken::V,бүркеу,накрити
1248,wecken::V,ояту,розбудити
1249,zeigen::V,көрсету,показати
1250,führen::V,ерту,вести
1251,führen::V,жетектеу,вести
1252,lehren::V,оқыту,вчити
1253,unterrichten::V,оқыту,викладати
1254,aufziehen::V,бағу,виховати
1255,leiten::V,басқару,керувати
1256,leiten::V,жетекшілік ету,керувати
1257,antreiben::V,асықтыру,підганяти
1258,lassen::V,-ткізу,змусити
1259,lassen::V,мәжбүр ету,змусити
1260,einladen::V,шақыру,запросити
1261,vereinigen::V,біріктіру,об’єднати
1262,vereinigen::V,біріктіріп қою,об’єднати
1263,besuchen::V,кіріп шығу,завітати
1264,besuchen::V,кіріп шығу,відвідати
1265,besuchen::V,барып шығу,завітати
1266,besuchen::V,барып шығу,відвідати
1267,treffen::V,кездесу,зустріти
1268,sich versammeln::V,топталу,зібратися
1269,spielen::V,ойнау,грати
1270,singen::V,сайрау,співати
1271,tanzen::V,билеу,танцювати
1272,sich trennen::V,айрылысу,розлучитися
1273,verlassen::V,тастау,покинути
1274,retten::V,құтқару,врятувати
1275,bewachen::V,күзету,охороняти
1276,schützen::V,жақтау,уберігати
1277,schützen::V,жақтасу,уберігати
1278,verteidigen::V,қорғау,захистити
1279,sich schlagen::V,алысу,битися
1280,sich schlagen::V,алысу,дратися
1281,schießen::V,ату,стріляти
1282,siegen::V,жеңу,перемогти
1283,ärgern::V,ашуландыру,сердити
1284,schlagen::V,ұру,ударити
1285,treten::V,тебу,штовхати
1286,stechen::V,шаншу,вколоти
1287,stoßen::V,түрту,штовхнути
1288,stehlen::V,ұрлау,украсти
1289,stören::V,кесірлен,перешкодити
1290,belästigen::V,мазасын алу,докучати
1291,verbergen::V,сездірмеу,сховати
1292,täuschen::V,жалған айту,обдурити
1293,betrügen::V,алдау,зшахраювати
1294,betrügen::V,алдап кету,зшахраювати
1295,betrügen::V,ақымақ қылу,зшахраювати
1296,töten::V,құрту,убити
1297,töten::V,өлтіру,убити
1298,wohnen::V,мекендеу,жити
1299,wohnen::V,мекендеу,мешкати
1300,wohnen::V,өмір сүру,жити
1301,wohnen::V,өмір сүру,мешкати
1302,arbeiten::V,істеу,працювати
1303,arbeiten::V,еңбектену,працювати
1304,sammeln::V,жыю,зібрати
1305,pflücken::V,жұлу,зривати
1306,jagen::V,аулау,полювати
1307,fischen::V,балык_аулау,рибалити
1308,fassen::V,ұстау,піймати
1309,hüten::V,жаю,пасти
1310,hüten::V,бағу,пасти
1311,treiben::V,айдау,гнати
1312,anbinden::V,байлау,прив’язати
1313,füttern::V,ас ішкізу,годувати
1314,füttern::V,ас ішкізу,харчувати
1315,füttern::V,азықтандыру,годувати
1316,füttern::V,азықтандыру,харчувати
1317,füttern::V,қоректендіру,годувати
1318,füttern::V,қоректендіру,харчувати
1319,melken::V,сауу,доїти
1320,hacken::V,турау,рубати
1321,gießen::V,суару,полити
1322,reifen::V,жетілу,дозріти
1323,zubereiten::V,даяр ету,зготовити
1324,zubereiten::V,даяр ету,приготувати
1325,kochen::V,асу,варити
1326,kochen::V,асу,готувати
1327,backen::V,пісіру,пекти
1328,braten::V,қуыру,смажити
1329,umrühren::V,былғалау,переміщати
1330,umrühren::V,сапырылыстыру,переміщати
1331,stricken::V,торлау,в’язати
1332,stricken::V,тоқу,в’язати
1333,nähen::V,тігу,шити
1334,färben::V,бояу,пофарбувати
1335,färben::V,сырлау,пофарбувати
1336,reinigen::V,аршу,очистити
1337,reinigen::V,тазалау,очистити
1338,waschen::V,жуу,мити
1339,abwischen::V,сүрту,витерти
1340,spülen::V,шаю,полоскати
1341,fegen::V,сыпыру,підмітати
1342,kehren::V,сыпыру,мести
1343,baden::V,шомылу,купатися
1344,sich waschen::V,жуыну,митися
1345,ausziehen::V,шешу,зняти
1346,anziehen::V,кигізу,надіти
1347,sich anziehen::V,киіну,одягтися
1348,sich anziehen::V,киіну,одягнутися
1349,kämmen::V,тарау,зачесати
1350,schmücken::V,әсемдеу,оздобити
1351,schmücken::V,мәнерлеу,оздобити
1352,schmücken::V,көріктендіру,оздобити
1353,sagen::V,деу,сказати
1354,sagen::V,айту,сказати
1355,sprechen::V,деу,говорити
1356,sprechen::V,айту,говорити
1357,reden::V,сөйлеу,розмовляти
1358,reden::V,сөйлесу,розмовляти
1359,reden::V,тіл қатысу,розмовляти
1360,sich unterhalten::V,сұхбаттасу,бесідувати
1361,fragen::V,сұрау,запитати
1362,bitten::V,өтіну,просити
1363,bitten::V,жалыну,просити
1364,erzählen::V,айту,розповісти
1365,mitteilen::V,білдіру,повідомити
1366,nennen::V,атау,назвати
1367,rufen::V,шақыру,кликати
1368,prahlen::V,бөсу,хвалитися
1369,übersetzen::V,аудару,перекласти
1370,denken::V,ойлау,думати
1371,denken::V,ойлау,мислити
1372,glauben::V,нану,вірити
1373,glauben::V,илану,вірити
1374,bemerken::V,аңғару,помітити
1375,erkennen::V,тану,пізнати
1376,begreifen::V,ұғу,осягнути
1377,begreifen::V,аңғарып алу,осягнути
1378,verstehen::V,пайым,почути
1379,verstehen::V,түсіну,почути
1380,lernen::V,оқу,навчатися
1381,wissen::V,хабардар болу,знати
1382,sich erinnern an::V,еске түсіру,пам’ятати
1383,vergessen::V,ұмыту,забути
1384,messen::V,өлшеу,міряти
1385,zählen::V,санау,лічити
1386,rechnen::V,санап шығару,рахувати
1387,rechnen::V,санап шығу,рахувати
1388,rechnen::V,санау,рахувати
1389,lesen::V,оқу,читати
1390,malen::V,сурет салу,малювати
1391,zeichnen::V,сурет салу,рисувати
1392,schreiben::V,жазу,писати
1393,besitzen::V,болу,мати
1394,kaufen::V,алу,купити
1395,kaufen::V,әперу,купити
1396,verkaufen::V,сату,продати
1397,bezahlen::V,төлеу,заплатити
1398,bezahlen::V,ақы беру,заплатити
1399,bezahlen::V,ақы төлеу,заплатити
1400,zahlen::V,төлеу,платити
1401,beherrschen::V,билеу,володіти
1402,ertragen::V,төзу,витерпіти
1403,ertragen::V,шыдау,витерпіти
