,Concept_ID,et,ta
696,kaum::ADV,vaevalt,அரிதாக
697,sehr::ADV,väga,மிக்க
698,so::ADV,nii,மிகவும்
699,noch::ADV,veel,இப்பொழுதும்
700,nur::ADV,ainult,மட்டும்
701,schon::ADV,juba,ஏற்கனவே
702,wieder::ADV,jälle,மறுபடியும்
703,vergebens::ADV,asjata,வீண்
704,vor::PRP,ees,முன்
705,hinter::PRP,taha,பின்பக்கம்
706,unter::PRP,all,கீழே
707,durch::PRP,läbi,ஊடே
708,durch::PRP,kaudu,ஊடே
709,neben::PRP,kõrval,அடுத்து
710,zwischen::PRP,vahel,இடையில்
711,wegen::PRP,tõttu,ஏனெனில்
712,wegen::PRP,pärast,ஏனெனில்
713,dies::PRN,see,இது
714,das::PRN,see,அது
715,alles::PRN,kõik,ஒவ்வொன்றும்
716,ich::PRN,mina,நான்
717,du::PRN,sina,நீ
718,er::PRN,tema,அவன்
719,wir::PRN,me,நாம்
720,wir::PRN,me,நாங்கள்
721,ihr::PRN,te,நீங்கள்
722,sie::PRN,nad,அவர்கள்
723,was::FPRN,mis,என்ன
724,wer::FPRN,kes,யார்
725,wo::FADV,kus,எங்கே
726,wohin::FADV,kuhu,எதற்கு
727,wie::FADV,kuidas,எப்படி
728,warum::FADV,miks,ஏன்
729,wieviel::FNUM,mitu,எவ்வளவு
730,wieviel::FNUM,kui palju,எவ்வளவு
731,eins::NUM,üks,ஒன்று
732,zwei::NUM,kaks,இரண்டு
733,drei::NUM,kolm,மூன்று
734,vier::NUM,neli,நான்கு
735,fünf::NUM,viis,ஐந்து
736,sechs::NUM,kuus,ஆறு
737,sieben::NUM,seitse,ஏழு
738,acht::NUM,kaheksa,எட்டு
739,neun::NUM,üheksa,ஒன்பது
740,zehn::NUM,kümme,பத்து
741,elf::NUM,üksteist,பதினொன்று
742,zwölf::NUM,kaksteist,பன்னிரண்டு
743,zwanzig::NUM,kakskümmend,இருபது
744,dreißig::NUM,kolmkümmend,முப்பது
745,vierzig::NUM,nelikümmend,நாற்பது
746,fünfzig::NUM,viiskümmend,ஐமபது
747,sechzig::NUM,kuuskümmend,அறுபது
748,siebzig::NUM,seitsekümmend,எழுபது
749,achtzig::NUM,kaheksakümmend,எண்பது
750,neunzig::NUM,üheksakümmend,தொன்னூறு
751,hundert::NUM,sada,நூறு
752,tausend::NUM,tuhat,ஆயிரம்
753,und::CNJ,ja,மற்றும்
754,oder::CNJ,või,அல்லது
755,stehen::V,seisma,நில்
756,sitzen::V,istuma,உட்கார்
757,liegen::V,lamama,படு
758,hängen::V,rippuma,தொங்கச் செய்
759,werden::V,saama,ஆகு
760,werden::V,hakkama,ஆகு
761,passieren::V,juhtuma,நிகழ்
762,beginnen::V,algama,ஆரம்பி
763,beginnen::V,hakkama,ஆரம்பி
764,enden::V,lõppema,முடி
765,wechseln::V,vahelduma,மாற்று
766,aufgehen[Sonne]::V,tõusma,உயர எழு
767,untergehen[Sonne]::V,loojuma,பொறுத்து
768,scheinen[Sonne]::V,paistma,பிரகாசி
769,donnern::V,kõmisema,இடி
770,wehen::V,puhuma,வீசு
771,strömen::V,voolama,பாயதல்
772,fließen::V,voolama,நீரோட்டம் போக்கில் போ
773,sich drehen::V,pöörduma,சுழல்
774,schwanken::V,kõikuma,தள்ளாடு
775,schwingen::V,võnkuma,ஆடு
776,fallen::V,langema,விழு
777,brennen::V,põlema,எரி
778,rauchen::V,suitsema,பகை பிடி
779,regnen::V,sadama,மழை பெய்
780,gefrieren::V,kinni külmuma,உறைந்துவிடு
781,tauen::V,sulama,உருகு
782,schmelzen::V,sulama,உருகு
783,trocknen::V,kuivama,உலர்த்து
784,sieden::V,keema,கொதிக்க வை
785,faulen::V,mädanema,அழுகச் செய்
786,verfaulen::V,mädanema,அழுகச் செய்
787,reißen::V,rebenema,திடீரென அறு
788,versinken::V,uppuma,மூழ்கு
789,vergehen::V,mööduma,கடந்துசெல்
790,erscheinen::V,ilmuma,தோன்றச்
791,verschwinden::V,kaduma,மறைந்து போ
792,sinken::V,vajuma,பதைவுறு
793,sinken::V,langema,பதைவுறு
794,abnehmen::V,vähenema,குறை
795,abnehmen::V,kahenema,குறை
796,zunehmen::V,kasvama,உயர்த்து
797,steigen::V,tõusma,உயர எழு
798,steigen::V,üles minema,உயர எழு
799,wachsen::V,kasvama,வளர்
800,glänzen::V,läikimä,மிளிர்
801,funkeln::V,sädelema,பிரகாசி
802,lärmen::V,lärmama,கொம்பு
803,läuten::V,helisema,மணியொலியிசை
804,klingeln::V,helisema,மணி அடி
805,klirren::V,kõlisema,கிலுங்கு
806,brausen::V,kohisema,இரைதல்
807,rauschen::V,kohisema,சலசலப்பு
808,klingen::V,kõlama,சிலம்புதல்
809,bellen::V,haukuma,குரை
810,heulen::V,uluma,ஊளையிடு
811,blasen::V,puhuma,ஊது
812,pfeifen::V,vilistama,சீழ்க்கை எழப்பு
813,schreien::V,karjuma,கூச்சலிடு
814,stöhnen::V,oigama,வேதனை
815,zittern::V,värisema,நடுங்கு
816,leben::V,elama,உயிருடனிரு
817,leben::V,elus olema,உயிருடனிரு
818,geboren werden::V,sündima,பிற
819,atmen::V,hingama,சுவாசி
820,trinken::V,jooma,குடி
821,essen::V,sööma,சாப்பிடு
822,schlucken::V,neelama,முழுங்கு
823,müde werden::V,väsima,கையயர்தல்
824,einschlafen::V,uinuma,தூங்க
825,schlafen::V,magama,தூங்கு
826,aufwachen::V,ärkama,எழுப்பு
827,aufstehen::V,ärkama,எழுந்திரு
828,aufstehen::V,üles tõusma,எழுந்திரு
829,sich erholen::V,puhkama,இளைப்பாறு
830,krank werden::V,haigestuma,விழுதல்
831,krank werden::V,haigeks jääma,விழுதல்
832,krank sein::V,haige olema,நருக்கலாயிருக்க
833,schmerzen::V,valutama,நோவுறு
834,husten::V,köhima,இருமு
835,genesen::V,toibuma,குணம் அடை
836,sterben::V,surema,மரணமடை
837,umkommen::V,surma saama,நசி
838,sich bewegen::V,liikuma,நகர்த்து
839,sich rühren::V,liikuma,அசை
840,sich erheben::V,kerkima,எழுந்து நில்
841,sich setzen::V,istet võtma,உட்கார்
842,hinfallen::V,kukkuma,விழு
843,hinfallen::V,maha kukkuma,விழு
844,laufen::V,kõndima,நட
845,schreiten::V,astuma,கவடுவைத்தல்
846,spazierengehen::V,jalutama,உலவு
847,eilen::V,ruttama,விரைந்து
848,eilen::V,kiirustama,விரைந்து
849,sich beeilen::V,ruttama,அவசரப்படுத்து
850,sich beeilen::V,kiirustama,அவசரப்படுத்து
851,sausen::V,kihutama,விரைந்து செல்
852,sausen::V,tormama,விரைந்து செல்
853,rennen::V,jooksma,ஓடு
854,rennen::V,kihutama,ஓடு
855,springen::V,hüppama,குதி
856,klettern::V,ronima,ஏறு
857,schaukeln::V,kiikuma,தள்ளாடு
858,kriechen::V,roomama,மெதுவாக நடந்து செல்
859,schwimmen::V,ujuma,நீந்து
860,tauchen::V,sukelduma,மூழ்கி நீச்சலடி
861,rudern::V,sõudma,துடுப்புப் போடு
862,fahren::V,sõitma,ஓட்டு
863,fliegen::V,lendama,பற
864,gehen::V,käima,போ
865,gehen::V,minema,போ
866,weggehen::V,ära minema,விலகிச் செல்
867,weggehen::V,välja minema,விலகிச் செல்
868,abfahren::V,väljuma,புறப்பட்டுச் செல்
869,abfahren::V,ära sõitma,புறப்பட்டுச் செல்
870,anhalten::V,peatuma,நின்றுவிடு
871,hineingehen::V,sisenema,மறையச் செய்
872,hineingehen::V,sisse minema,மறையச் செய்
873,eintreten::V,sisenema,நுழை
874,eintreten::V,sisse astuma,நுழை
875,kommen::V,tulema,வா
876,ankommen::V,saabuma,வநது சேர்
877,zurückkommen::V,tagasi tulema,திரும்பி வா
878,bleiben::V,jääma,இரு
879,warten::V,ootama,தாமதி
880,erwarten::V,ootama,எதிர்நோக்கு
881,erwarten::V,lootma,எதிர்நோக்கு
882,suchen::V,otsima,தேடு
883,finden::V,leidma,கண்டுபிடி
884,versuchen::V,püüdma,முயற்சி செய்
885,versuchen::V,üritama,முயற்சி செய்
886,versuchen::V,katsetama,முயற்சி செய்
887,vorbereiten::V,valmistama,ஆயத்தம் செய்
888,lieben::V,armastama,அன்பு செலுத்து
889,mögen::V,sallima,விரும்பு
890,mögen::V,meeldima,விரும்பு
891,lachen::V,naerma,சிரி
892,rühren::V,liigutama,இதயத்தைத் தொடு
893,rühren::V,heldima panema,இதயத்தைத் தொடு
894,weinen::V,nutma,அழு
895,schimpfen::V,sõimama,சாபமிடு
896,sich ärgern::V,ärrituma,கோப்பபடு
897,sich ärgern::V,vihastuma,கோப்பபடு
898,sich fürchten::V,kartma,பயப்படு
899,sich fürchten::V,hirmu tundma,பயப்படு
900,fürchten::V,kartma,பயப்படுத்து
901,fliehen::V,põgenema,ஓடு
902,flüchten::V,põgenema,தப்பிவிடு
903,sehen::V,nägema,பார்
904,anschauen::V,vaatama,கூர்ந்து கவனி
905,ansehen::V,vaatama,கவனி
906,hören::V,kuulma,கேள்
907,zuhören::V,kuulama,சுவைத்துப் பார்
908,probieren::V,proovima,ருசி
909,riechen::V,nuusutama,முகர்ந்து பார்
910,fühlen::V,tundma,தொட்டுணர்
911,scheinen::V,näida,காணப்படு
912,scheinen::V,ilmuda,காணப்படு
913,zu sehen sein::V,ilmuma,தோன்றுதல்
914,vernehmen::V,üle kuulama,கேள்
915,frieren::V,külmetada,குதுகுதுகு
916,tun::V,tegema,செய்
917,können::V,võima,இயல்வது
918,können::V,oskama,இயல்வது
919,wollen::V,tahtma,விரும்பு
920,anfangen::V,hakkama,தொடங்கு
921,anfangen::V,alustama,தொடங்கு
922,beenden::V,lõpetama,முடி
923,aufhören::V,lakkama,நிறுத்து
924,gelingen::V,õnnestuma,வெற்றி
925,geraten::V,jõudma,ஏற்படுத்து
926,öffnen::V,avama,திற
927,schließen::V,sulgema,மூடு
928,stellen::V,panema,வை
929,stellen::V,asetama,வை
930,setzen::V,panema,வை
931,legen::V,panema,பரப்பி வை
932,legen::V,asetama,பரப்பி வை
933,berühren::V,riivama,பதி
934,berühren::V,puudutama,பதி
935,verbinden::V,ühendama,சேர்
936,bedecken::V,katma,உறைபோடு
937,aufhängen::V,riputama,தொங்கவிடு
938,anzünden::V,süütama,எரியூட்டு
939,aufheben::V,üles tõstma,பொறுக்கி எடு
940,zurücklassen::V,jätma,விட்டுச் செல்
941,verlieren::V,kaotama,இழ
942,fallen lassen::V,maha pillama,அளவில் குறைவு
943,fallen lassen::V,kukkuda laskma,அளவில் குறைவு
944,machen::V,tegema,தயார்செய்
945,herstellen::V,valmistama,உற்பத்தி செய்
946,bauen::V,ehitama,கட்டு
947,reparieren::V,parandama,பழுது பார்
948,verbessern::V,parandama,மேம்படுத்து
949,ändern::V,muutma,மாற்றி அமை
950,ändern::V,ümber tegema,மாற்றி அமை
951,graben::V,kaevama,குழி வெட்டு
952,beugen::V,painutama,வனை
953,biegen::V,painutama,வனை
954,drehen::V,keerama,சுழல்
955,wenden::V,ümber pöörama,குடைகவிழு
956,umdrehen::V,ümber keerama,சுற்றும் முற்றும் பார்
957,heben::V,tõstma,தூக்கு
958,hochheben::V,üles tõstma,தூக்கு
959,hochheben::V,kõrgele tõstma,தூக்கு
960,ergreifen::V,haarama,பறி
961,halten::V,hoidma,பிடித்துக் கொள்
962,drücken::V,pigistama,அழுத்து
963,schieben::V,lükkama,தள்ளு
964,kratzen::V,kraapima,கீறு
965,lecken::V,lakkuma,நக்கு
966,beißen::V,purema,கடி
967,beißen::V,hammustama,கடி
968,abreißen::V,rebima,கிழி
969,abreißen::V,ära rebima,கிழி
970,abschneiden::V,ära lõikama,வெட்டி எடு
971,binden::V,siduma,கட்டு
972,stecken::V,pistma,பதிய வை
973,brechen::V,murdma,உடை
974,klopfen::V,koputama,தட்டு
975,hauen::V,lööma,அடி
976,kleben::V,kleepima,ஒட்டு
977,reiben::V,hõõruma,தேய்
978,streichen::V,silitama,பரவச்செய்
979,schleifen::V,lihvima,அரை
980,schleifen::V,teritama,அரை
981,schneiden::V,lõikama,துண்டாக்கு
982,rütteln::V,raputama,மெல்ல தள்ளு
983,schütteln::V,raputama,குலுக்கு
984,schütteln::V,loksutama,குலுக்கு
985,schwenken::V,vehkima,ஊஞ்சலாடு
986,schwenken::V,lehvitama,ஊஞ்சலாடு
987,schütten::V,kallama,ஊற்று
988,füllen::V,täitma,நிரப்பு
989,einwickeln::V,sisse mähkima,சுற்று
990,tragen::V,kandma,எடுத்துச் செல்
991,schleppen::V,tassima,இழுத்துச் செல்
992,schleppen::V,lohistama,இழுத்துச் செல்
993,ziehen::V,vedama,இழு
994,ziehen::V,tõmbama,இழு
995,aufbewahren::V,säilitama,வைத்துக் கொள்
996,aufbewahren::V,alal hoidma,வைத்துக் கொள்
997,werfen::V,viskama,வீசி எறி
998,fangen::V,püüdma,பிடி
999,packen::V,kinni haarama,பிடித்துக்கொள்
1000,packen::V,kinni võtma,பிடித்துக்கொள்
1001,verstecken::V,peitma,மறை
1002,teilen::V,jagama,பாகங்களாகப் பிரி
1003,teilen::V,jaotama,பாகங்களாகப் பிரி
1004,schicken::V,saatma,அனுப்பு
1005,bringen::V,viima,கொண்டு வா
1006,hinzufügen::V,lisama,சேர்
1007,bekommen::V,saama,பெறு
1008,erhalten::V,saama,பெறு
1009,nehmen::V,võtma,எடு
1010,wählen::V,valima,தேர்ந்தெடு
1011,auswählen::V,valima,தேர்ல்தெடு
1012,bewahren::V,hoidma,கெடாது பேணு
1013,behindern::V,takistama,தடங்கல் செய்
1014,verderben::V,rikkuma,நாசமாக்கு
1015,beschädigen::V,rikkuma,சேதப்படுத்து
1016,zerbrechen::V,katki tegema,உடை
1017,zerreißen::V,katki rebima,கிழி
1018,zerstören::V,purustama,அழி
1019,verbrennen::V,põletama,எரியூட்டு
1020,geben::V,andma,கொடு
1021,reichen::V,andma,வழங்கு
1022,reichen::V,ulatama,வழங்கு
1023,schenken::V,kinkima,மொயத்தல்
1024,versprechen::V,lubama,உறுதியளி
1025,versprechen::V,tõotama,உறுதியளி
1026,wünschen::V,soovima,ஆசைப்படு
1027,loben::V,kiitma,புகழ்ச்சி கூறு
1028,küssen::V,suudlema,முத்தமிடு
1029,wiegen::V,hällitama,ஆட்டுத்தல்
1030,zudecken::V,kaanetama,உறைபோடு
1031,zudecken::V,kinni katma,உறைபோடு
1032,wecken::V,äratama,எழுப்பு
1033,zeigen::V,näitama,காட்டு
1034,führen::V,juhatama,வழிகாட்டி
1035,lehren::V,õpetama,சொல்லிக் கொடு
1036,unterrichten::V,õpetama,அறிவுரை கூறு
1037,aufziehen::V,üles kasvatama,வளர்
1038,leiten::V,juhtima,அழைத்துச் செல்
1039,antreiben::V,ergutama,தூண்டு
1040,lassen::V,laskma,விடு
1041,einladen::V,kutsuma,அழை
1042,vereinigen::V,ühendama,ஒன்றாகச் சேர்
1043,besuchen::V,külastama,வருகை புரி
1044,treffen::V,kohtama,சந்தி
1045,sich versammeln::V,kogunema,தொகுப்பு
1046,spielen::V,mängima,விளையாடு
1047,singen::V,laulma,பாடு
1048,tanzen::V,tantsima,நடனமாடு
1049,sich trennen::V,lahku minema,தனிப்படடுத்து
1050,verlassen::V,maha jätma,கைவிடு
1051,retten::V,päästma,காப்பாற்று
1052,bewachen::V,valvama,காவல் செய்
1053,schützen::V,kaitsma,பாதுகாப்பு செய்
1054,verteidigen::V,kaitsma,எதிர்த்து நில்
1055,sich schlagen::V,kaklema,பூசலிடு
1056,schießen::V,tulistama,சுட்டுக் கொல்
1057,siegen::V,võitma,வெற்றி பெறு
1058,ärgern::V,ärritama,எரிச்சலூட்டு
1059,ärgern::V,vihastama,எரிச்சலூட்டு
1060,schlagen::V,lööma,அடி
1061,treten::V,sõtkuma,உதை
1062,stechen::V,pistma,கொட்டு
1063,stechen::V,torkama,கொட்டு
1064,stoßen::V,tõukama,நெருக்கு
1065,stehlen::V,varastama,திருடு
1066,stören::V,segama,தொல்லைகொடு
1067,stören::V,häirima,தொல்லைகொடு
1068,belästigen::V,ahistama,தொல்லை கொடு
1069,verbergen::V,peitma,மறை
1070,verbergen::V,varjama,மறை
1071,täuschen::V,petma,ஏமாற்று
1072,täuschen::V,tüssama,ஏமாற்று
1073,betrügen::V,petma,ஏமாற்று
1074,betrügen::V,tüssama,ஏமாற்று
1075,betrügen::V,truudust murtma,ஏமாற்று
1076,töten::V,tapma,கொல்
1077,töten::V,surmama,கொல்
1078,wohnen::V,elama,தங்கியிரு
1079,arbeiten::V,töötama,வேலை செய்
1080,sammeln::V,koguma,ஒன்றுசேர்
1081,sammeln::V,korjama,ஒன்றுசேர்
1082,pflücken::V,noppima,கொய்து எடு
1083,jagen::V,jahtima,வேட்டையாடு
1084,fischen::V,kalastama,மீன் பிடி
1085,fischen::V,kala püüdma,மீன் பிடி
1086,fassen::V,püüdma,பிடி
1087,hüten::V,karjatama,காவல் செய்
1088,treiben::V,ajama,ஓட்டு
1089,anbinden::V,kinni siduma,கட்டு
1090,füttern::V,söötma,உணவளி
1091,melken::V,lüpsma,பால் கற
1092,hacken::V,raiuma,வெட்டி எடு
1093,hacken::V,lõhkuma,வெட்டி எடு
1094,gießen::V,kastma,நீர்ப் பாய்ச்சு
1095,reifen::V,valmima,பழு
1096,zubereiten::V,valmistama,சமையல் செய்
1097,kochen::V,keetma,வேகவை
1098,backen::V,küpsetama,வெப்பத்தில் வாட்டு
1099,braten::V,praadima,பொரியச் செய்
1100,umrühren::V,segama,கலக்கு
1101,stricken::V,kuduma,பின்னியிழை
1102,nähen::V,õmblema,தையல் வேலை செய்
1103,färben::V,värvima,வண்ணம் பெறச் செய்
1104,reinigen::V,puhastama,சுத்தம் செய்
1105,waschen::V,pesema,கழுவு
1106,abwischen::V,puhtaks pühkima,துடை
1107,spülen::V,uhtma,அலசு
1108,fegen::V,pühkima,பெறுக்கு
1109,kehren::V,pühkima,பெறுக்கு
1110,baden::V,suplema,குளி
1111,baden::V,kümblema,குளி
1112,sich waschen::V,end pesema,கழுவு
1113,ausziehen::V,käest võtma,கழற்று
1114,ausziehen::V,jalast võtma,கழற்று
1115,ausziehen::V,seljast võtma,கழற்று
1116,anziehen::V,jalga panema,புனைதல்
1117,sich anziehen::V,riietuma,உடுத்துதல்
1118,kämmen::V,kammima,தலை வாரிக் கொள்
1119,schmücken::V,kaunistama,அழகுபடுத்து
1120,sagen::V,ütlema,சொல்
1121,sprechen::V,rääkima,பேசு
1122,sprechen::V,kõnelema,பேசு
1123,reden::V,kõnelema,பெசு
1124,sich unterhalten::V,vestlema,இயல்பாக பேசிக்கொண்டிரு
1125,fragen::V,küsima,கேள்
1126,bitten::V,paluma,வேண்டு
1127,erzählen::V,jutustama,சொல்
1128,mitteilen::V,teatama,சொல்
1129,mitteilen::V,teada andma,சொல்
1130,nennen::V,nimetama,பெயரிடுதல்
1131,rufen::V,kutsuma,கூச்சலிடு
1132,prahlen::V,hooplema,தற்பெருமை பேசு
1133,übersetzen::V,tõlkima,மொழிபெயர்ப்பு செய்
1134,denken::V,mõtlema,யோசி
1135,glauben::V,uskuma,நம்பு
1136,bemerken::V,märkama,கவனி
1137,erkennen::V,ära tundma,அடையாளம் கண்டுகொள்
1138,begreifen::V,aru saama,பற்றிக்கொள்
1139,verstehen::V,mõistma,புரிந்து கொள்
1140,lernen::V,õppima,கற்றுக்கொள்
1141,wissen::V,teadma,தெரிந்திரு
1142,sich erinnern an::V,mäletama,நினைவு கூர்
1143,vergessen::V,unustama,மற
1144,messen::V,mõõtma,அளவிடு
1145,zählen::V,loendama,எண்ணு
1146,rechnen::V,arvutama,கணக்கிடு
1147,lesen::V,lugema,படி
1148,malen::V,maalima,வண்ணச்சித்திரம்
1149,zeichnen::V,joonistama,வரை
1150,schreiben::V,kirjutama,எழுது
1151,besitzen::V,omama,உடைமையாகக் கொண்டிரு
1152,kaufen::V,ostma,வாங்கு
1153,verkaufen::V,müüma,விற்பனை செய்
1154,bezahlen::V,tasuma,இறுத்தல்
1155,zahlen::V,maksma,பணம் செலுத்து
1156,beherrschen::V,valitsema,ஆட்சிசெய்
1157,ertragen::V,taluma,தாங்கு
