,Concept_ID,bg,vep
422,Dach::N,покрив,katuz
423,Leiter::N,стълба,pordhad
424,Besen::N,метла,lud
425,Besen::N,метла,vast
426,Spaten::N,лопата,labid
427,Schaufel::N,лопата,labid
428,Gabel::N,вилица,hangoine
429,Löffel::N,лъжица,luzik
430,Messer::N,нож,veič
431,Nagel::N,гвоздей,nagl
432,Netz::N,мрежа,verk
433,Haken::N,кука,kouk
434,Haken::N,закачалка,kouk
435,Griff::N,ръчка,kägä
436,Griff::N,ръчка,varz'
437,Griff::N,дръжка,kägä
438,Griff::N,дръжка,varz'
439,Schloss::N,брава,lukkol
440,Schloss::N,ключалка,lukkol
441,Bild::N,картина,kuva
442,Figur::N,фигура,figur
443,Puppe::N,кукла,tätüine
444,Beutel::N,кесия,havad
445,Bündel::N,връзка,toppaz
446,Bündel::N,връзка,käč
447,Tasche::N,чанта,sumk
448,Eimer::N,кофа,vädr
449,Deckel::N,капак,katuz
450,Deckel::N,похлупак,katuz
451,Geschirr::N,съдове,astii
452,Sack::N,чувал,havad
453,Tasse::N,чаша,čašk
454,Topf::N,гърне,pada
455,Topf::N,тенджера,pada
456,Kessel::N,котел,katil
457,Essen::N,ядене,sönd
458,Nahrung::N,храна,söm
459,Speise::N,ястие,sömine
460,Fleisch::N,месо,liha
461,Getreide::N,зърнено храни,vill'
462,Brei::N,каша,pudr
463,Brot::N,хляб,leib
464,Scheibe::N,резен,bibaleh
465,Scheibe::N,резен,šlik
466,Fett::N,мазнина,razv
467,Butter::N,масло,voi
468,Öl::N,олио,voi
469,Öl::N,оливия,voi
470,Salz::N,сол,sol
471,Suppe::N,супа,lem'
472,Suppe::N,супа,keitoz
473,Honig::N,мед,mezi
474,Milch::N,мляко,maid
475,Tee::N,чай,čai
476,Leder::N,кожа,nahk
477,Wolle::N,вълна,vill
478,Stoff::N,плат,kangaz
479,Stoff::N,материал,kangaz
480,Nadel::N,игла,negl
481,Faden::N,конец,nit'
482,Knopf::N,копче,nübl'
483,Knoten::N,възел,sol'm
484,Farbe::N,боя,muju
485,Kleidung::N,дрехи,sobad
486,Kleidung::N,облекло,sobad
487,Hemd::N,риза,paid
488,Kragen::N,яка,kagluz
489,Ärmel::N,ръкав,hijam
490,Hose::N,панталони,štanad
491,Gürtel::N,пояс,vö
492,Gürtel::N,колан,vö
493,Mütze::N,каскет,šapuk
494,Mütze::N,фуражка,šapuk
495,Schuh::N,обувка,keng'
496,Stiefel::N,ботуш,sapug
497,Ring::N,пръстен,rengaz
498,Band::N,лента,lentaine
499,Band::N,връзка,lentaine
500,Kamm::N,гребен,suga
501,Spiegel::N,огледало,zerkol
502,Riemen::N,каиш,vö
503,Riemen::N,ремък,vö
504,Schnur::N,връв,nor
505,Leine::N,връв,talutimnor
506,Leine::N,въже,talutimnor
507,Decke::N,покривка,sijakatuz
508,Kissen::N,възглавница,pöluz
509,Tuch::N,сукно,paik
510,Handtuch::N,пешкир,käzipaik
511,Handtuch::N,кърпа за лице,käzipaik
512,Kraft::N,мощ,vägi
513,Kraft::N,сила,vägi
514,Stärke::N,сила,vahvuz'
515,Gesundheit::N,здраве,tervhuz
516,Krankheit::N,болест,läžund
517,Schmerz::N,болка,kibu
518,Wunde::N,рана,čapatez
519,Fieber::N,треска,säru
520,Fieber::N,температура,säru
521,Arznei::N,лек,zel'l'
522,Arznei::N,лекарство,zel'l'
523,Brücke::N,мост,sild
524,Brunnen::N,чешма,kaiv
525,Brunnen::N,кладенец,kaiv
526,Weide::N,паша,omaluine
527,Weide::N,пасище,omaluine
528,Pfad::N,пътека,tehut
529,Weg::N,път,te
530,Straße::N,шосе,te
531,Dorf::N,село,külä
532,Stadt::N,град,lidn
533,Brief::N,писмо,kirjeine
534,Buch::N,книга,kirj
535,Buchstabe::N,буква,kirjam
536,Zeitung::N,вестник,lehtez
537,Leben::N,живот,elo
538,Tod::N,смърт,surm
539,Grab::N,гроб,kaum
540,Kirche::N,църква,jumalanpert'
541,Sünde::N,грях,grähk
542,Gott::N,бог,jumal
543,Arbeiter::N,работник,radnik
544,Chef::N,шеф,pämez'
545,Chef::N,началник,pämez'
546,Meister::N,майстор,mastar
547,Arzt::N,лекар,lekar'
548,Lehrer::N,учител,opendai
549,Geld::N,пари,rahad
550,Geschäft::N,сделка,biznes
551,Laden::N,дюкян,lauk
552,Laden::N,магазин,lauk
553,Preis::N,цена,arv
554,Ware::N,стока,tavar
555,Nutzen::N,полза,liža
556,Nutzen::N,облага,liža
557,Reichtum::N,богатство,kodielo
558,Reichtum::N,богатство,kal'huz'
559,Welt::N,свят,mail'm
560,Land::N,страна,ma
561,Staat::N,щат,valdkund
562,Staat::N,държава,valdkund
563,König::N,крал,kunigaz
564,Macht::N,мощ,vald
565,Macht::N,власт,vald
566,Grenze::N,граница,röun
567,Krieg::N,война,soda
568,Feind::N,враг,vihanik
569,Feind::N,враг,vastustai
570,Feind::N,неприятел,vihanik
571,Feind::N,неприятел,vastustai
572,Gewalt::N,сила,vägivald
573,Gewalt::N,насилие,vägivald
574,Kampf::N,борба,tora
575,Kampf::N,сражение,tora
576,Bogen[Waffe]::N,лък,taug
577,Pfeil::N,стрела,nol
578,Gewehr::N,пушка,oružj
579,Fehler::N,грешка,viga
580,Lüge::N,лъжа,kelastuz
581,Schaden::N,повреда,pahuz'
582,Unglück::N,нещастие,bed
583,Unglück::N,нещастие,gor'a
584,Schuld::N,вина,värhuz'
585,Alter::N,възраст,igä
586,Schluss::N,край,lop
587,Zeit::N,време,aig
588,Tag::N,ден,päiv
589,Morgen::N,утро,homendez
590,Morgen::N,сутрин,homendez
591,Mittag::N,обед,keskpäiv
592,Mittag::N,пладне,keskpäiv
593,Abend::N,вечер,eht
594,Nacht::N,нощ,ö
595,Woche::N,седмица,nedal'
596,Monat::N,месец,ku
597,Jahr::N,година,voz'
598,Frühling::N,пролет,keväz'
599,Sommer::N,лято,keza
600,Herbst::N,есен,sügüz'
601,Winter::N,зима,tal'v
602,Januar::N,януари,viluku
603,Februar::N,февруари,uhoku
604,März::N,март,keväz'ku
605,April::N,април,sulaku
606,Mai::N,май,semendku
607,Juni::N,юни,kezaku
608,Juli::N,юли,heinku
609,August::N,август,eloku
610,September::N,септември,sügüz'ku
611,Oktober::N,октомври,reduku
612,November::N,ноември,kül'mku
613,Dezember::N,декември,tal'vku
614,Montag::N,понеделник,ezmärg
615,Dienstag::N,вторник,tožnarg
616,Mittwoch::N,сряда,koumanz'päiv
617,Donnerstag::N,четвъртък,nellänz'päiv
618,Freitag::N,петък,pätnič
619,Freitag::N,петък,videnz'päiv
620,Samstag::N,събота,sobat
621,Sonntag::N,неделя,pühäpäiv
622,groß::A,едър,sur'
623,groß::A,едър,järed
624,groß::A,голям,sur'
625,groß::A,голям,järed
626,klein::A,малък,pen'
627,klein::A,малък,pičuine
628,klein::A,дребен,pen'
629,klein::A,дребен,pičuine
630,lang::A,дълъг,pit'k
631,kurz::A,къс,lühüd
632,breit::A,широк,leved
633,schmal::A,тесен,kaid
634,dicht::A,гъст,tihed
635,dick[Gegenstand]::A,дебел,paks
636,dünn::A,тънък,hoik
637,fein::A,фин,hen
638,fein::A,тънък,hen
639,fest::A,твърд,luja
640,fest::A,твърд,ninev
641,fest::A,плътен,luja
642,fest::A,плътен,ninev
643,flach::A,равен,lapak
644,flach::A,плосък,lapak
645,glatt::A,гладък,siled
646,hart::A,твърд,kova
647,hart::A,корав,kova
648,weich::A,мек,pehmed
649,rund::A,кръгъл,kehker
650,spitz::A,островръх,nügu
651,spitz::A,островръх,terav
652,scharf::A,остър,terav
653,stumpf::A,тъп,tül'c
654,schwer::A,тежък,jüged
655,schön::A,хубав,čoma
656,schön::A,красив,čoma
657,heiß::A,жарък,räk
658,warm::A,топъл,läm'
659,kalt::A,студен,vilu
660,kühl::A,хладен,raibak
661,kühl::A,хладен,viluhk
662,frisch::A,свеж,lahed
663,feucht::A,влажен,neps
664,feucht::A,влажен,toreh
665,nass::A,мокър,märg
666,trocken::A,сух,kuiv
667,voll::A,пълен,täuz'
668,leer::A,празен,joudai
669,offen::A,откровен,avoin
670,offen::A,откровен,avol'jaine
671,geschlossen::A,закрит,saubaline
672,geschlossen::A,затворен,saubaline
673,sauber::A,чист,puhtaz
674,schmutzig::A,мръсен,redukaz
675,roh::A,суров,rohk
676,roh::A,суров,toreh
677,reif::A,зрял,küps
678,lecker::A,вкусен,magukaz
679,süß::A,сладък,maged
680,bitter::A,горчив,karged
681,sauer::A,кисел,muiged
682,hell::A,ясен,kirkas
683,hell::A,ясен,valgei
684,hell::A,светъл,kirkas
685,hell::A,светъл,valgei
686,dunkel::A,тъмен,pimed
687,schwarz::A,черен,must
688,weiß::A,бял,vauged
689,rot::A,червен,rusked
690,gelb::A,жълт,pakuine
691,blau::A,син,sinine
692,grün::A,зелен,vihand
693,grau::A,сив,hahk
694,bunt::A,шарен,kirjav
695,bunt::A,пъстър,kirjav
696,billig::A,евтин,odav
697,teuer::A,скъп,kalliž
698,wertvoll::A,ценен,arvokas
699,blind::A,сляп,soged
700,taub::A,глух,kurdiž
701,kräftig::A,силен,vägev
702,stark::A,здрав,vahv
703,stark::A,здрав,vägekaz
704,stark::A,силен,vahv
705,stark::A,силен,vägekaz
706,schwach::A,слаб,väll'
707,fett::A,тлъст,razvakaz
708,schlank::A,тънък,kapos
709,schlank::A,строен,kapos
710,hübsch::A,хубав,čoma
711,böse::A,зъл,äred
712,böse::A,зъл,käred
713,dumm::A,глупав,el'getoi
714,faul::A,ленив,lašk
715,faul::A,мързелив,lašk
716,fleißig::A,прилежен,radonnavedii
717,geizig::A,скъпернически,ažlak
718,klug::A,умен,melev
719,klug::A,умен,melekaz
720,klug::A,разумен,melev
721,klug::A,разумен,melekaz
722,geschickt::A,умел,mahtokaz
723,geschickt::A,сръчен,mahtokaz
724,lieb::A,мил,izo
725,lieb::A,мил,sula
726,lieb::A,драг,izo
727,lieb::A,драг,sula
728,lustig::A,весел,ilokaz
729,sanft::A,нежен,laskav
730,sanft::A,кротък,laskav
731,hungrig::A,гладен,näl'ghine
732,krank::A,болен,läžui
733,nackt::A,гол,alastoi
734,traurig::A,тъжен,opalahine
735,traurig::A,печален,opalahine
736,lebendig::A,жив,eläb
737,gut::A,добър,hüvä
738,schlecht::A,лош,huba
739,richtig::A,правилен,oiged
740,schlimm::A,лош,paha
741,wahr::A,верен,todesine
742,wahr::A,истински,todesine
743,alt::A,стар,vanh
744,alt::A,древен,vanh
745,neu::A,нов,uz'
746,ehemalig::A,бивш,edeline
747,alt[Lebewesen]::A,стар,ravaz
748,jung::A,млад,nor'
749,arm::A,беден,gol'l'
750,reich::A,богат,elokaz
751,bekannt::A,познат,tutab
752,bekannt::A,известен,tutab
753,berühmt::A,почут,tetab
754,berühmt::A,известен,tetab
755,fremd::A,чужд,veraz
756,verschieden::A,разен,erazvuitte
757,verschieden::A,различен,erazvuitte
758,nah::A,близък,läheline
759,fern::A,далечен,edahaine
760,linker::A,ляв,hura
761,rechter::A,прав,oiged
762,anderer::A,друг,toine
763,erster::A,пръв,ezmäine
764,erster::A,първи,ezmäine
765,zweiter::A,втори,toine
766,dritter::A,трети,koumanz'
767,letzter::A,последен,jäl'gmäine
768,allein::ADV,само,üksnäze
769,auf einmal::ADV,същевременно,ühten aigan
770,zusammen::ADV,заедно,ühtes
771,lange::ADV,дълго,hätken
772,plötzlich::ADV,изведнъж,äkkid
773,sofort::ADV,веднага,kerdalaz
774,später::ADV,по-късно,möhemba
775,jetzt::ADV,сега,nügüd'
776,heute::ADV,днес,tämbei
777,morgen::ADV,утре,homen
778,bald::ADV,скоро,pigai
779,dann::ADV,после,sid'
780,dann::ADV,тогава,sid'
781,gestern::ADV,вчера,eglai
782,einst::ADV,някога,ende
783,einst::ADV,някога,kerdan
784,damals::ADV,тогава,siloi
785,danach::ADV,после,sid'
786,danach::ADV,след това,sid'
787,vorher::ADV,преди,ende
788,vorher::ADV,преди това,ende
789,zuerst::ADV,най-напред,ezmäi
790,einmal::ADV,веднъж,kerdan
791,einmal::ADV,един път,kerdan
792,manchmal::ADV,понякога,erašti
793,oft::ADV,често,paksus
794,immer::ADV,винаги,kaiken
795,niemals::ADV,никога,ei nikonz
796,hier::ADV,тук,täs
797,hier::ADV,тук,tägä
798,hier::ADV,тука,täs
799,hier::ADV,тука,tägä
800,hierhin::ADV,насам,tänna
801,von hier::ADV,оттук,täspäi
802,von hier::ADV,оттук,sid'päi
803,von hier::ADV,оттука,täspäi
804,von hier::ADV,оттука,sid'päi
805,dort::ADV,там,sigä
806,dorthin::ADV,натам,sinna
807,dorthin::ADV,натам,nakkale
808,dorthin::ADV,нататък,sinna
809,dorthin::ADV,нататък,nakkale
810,geradeaus::ADV,направо,kohtha
811,vorwärts::ADV,напред,edehe
812,rückwärts::ADV,назад,sel'gin
813,zurück::ADV,обратно,tagaze
814,unten::ADV,долу,alahan
815,hinab::ADV,надолу,alaz
816,hinab::ADV,надолу,alahaks
817,oben::ADV,горе,ülähän
818,hinauf::ADV,нагоре,ülez
819,hinauf::ADV,нагоре,ülähäks
820,überall::ADV,навсякъде,kaikjal
821,nicht::ADV,не,ei
822,ein wenig::ADV,малко,vähän
823,kaum::ADV,едва,habi
824,kaum::ADV,едвам,habi
825,sehr::ADV,много,lujas
826,sehr::ADV,твърде,lujas
827,so::ADV,тъй,muga
828,so::ADV,тъй,ninga
829,so::ADV,така,muga
830,so::ADV,така,ninga
831,noch::ADV,още,völ
832,nur::ADV,само,järg
833,nur::ADV,само,vaiše
834,schon::ADV,вече,jo
835,wieder::ADV,пак,möst
836,wieder::ADV,отново,möst
837,vergebens::ADV,напразно,uhtei
838,vor::PRP,пред,edes
839,hinter::PRP,зад,taga
840,unter::PRP,под,al
841,durch::PRP,през,läbi
842,durch::PRP,през,kal't
843,neben::PRP,до,rindal
844,neben::PRP,при,rindal
845,zwischen::PRP,между,keskes
846,zwischen::PRP,помежду,keskes
847,wegen::PRP,заради,tagut
848,dies::PRN,този,nece
