,Concept_ID,sq,az
794,immer::ADV,përherë,həmişə
795,immer::ADV,gjithnjë,daimi
796,immer::ADV,gjithnjë,həmişə
797,niemals::ADV,kurrë,əsla
798,niemals::ADV,kurrë,heç bir zaman
799,niemals::ADV,asnjëherë,əsla
800,niemals::ADV,asnjëherë,heç bir zaman
801,hier::ADV,këtu,bura
802,hier::ADV,këtu,burada
803,hierhin::ADV,knej,buraya
804,von hier::ADV,që këtej,buradan
805,von hier::ADV,prej këtej,buradan
806,dort::ADV,aty,ora
807,dort::ADV,aty,orada
808,dort::ADV,atje,ora
809,dort::ADV,atje,orada
810,dorthin::ADV,anej,oraya
811,geradeaus::ADV,drejt,düz
812,vorwärts::ADV,mbroth,irəli
813,vorwärts::ADV,përpara,irəli
814,rückwärts::ADV,mbrapsht,geri
815,zurück::ADV,prapa,geriyə
816,zurück::ADV,mbrapsht,geriyə
817,unten::ADV,poshtë,aşağıda
818,hinab::ADV,përposh,aşağı
819,oben::ADV,lart,yuxarıda
820,oben::ADV,sipër,yuxarıda
821,hinauf::ADV,lart,yuxarı
822,hinauf::ADV,përpjetë,yuxarı
823,überall::ADV,kudo,hər yerdə
824,nicht::ADV,s',-ma-
825,nicht::ADV,nuk,-ma-
826,ein wenig::ADV,një tis,bir az
827,kaum::ADV,mezi,güclə
828,sehr::ADV,fort,çox
829,sehr::ADV,shumë,çox
830,so::ADV,ashtu,belə
831,so::ADV,kështu,belə
832,noch::ADV,ende,hələ
833,noch::ADV,akoma,hələ
834,nur::ADV,vetëm,yalnız
835,schon::ADV,tashmë,artıq
836,wieder::ADV,përsëri,yenə
837,vergebens::ADV,kot,boş yerə
838,vor::PRP,para,önündə
839,hinter::PRP,prapa,arxasında
840,hinter::PRP,mbrapa,arxasında
841,unter::PRP,nën,altında
842,durch::PRP,nëpër,içindən
843,neben::PRP,pranë,yanında
844,neben::PRP,përbri,yanında
845,zwischen::PRP,midis,arasında
846,zwischen::PRP,ndërmjet,arasında
847,wegen::PRP,për,üçün
848,wegen::PRP,për,ötəri
849,dies::PRN,ky,bu
850,das::PRN,ky,o
851,alles::PRN,gjithçka,hər şey
852,ich::PRN,unë,mən
853,du::PRN,ti,sən
854,er::PRN,ai,o
855,wir::PRN,ne,biz
856,ihr::PRN,ju,siz
857,sie::PRN,ata,onlar
858,was::FPRN,ç',nə
859,was::FPRN,çfarë,nə
860,wer::FPRN,kush,kim
861,wo::FADV,ku,harada
862,wohin::FADV,për ku,haraya
863,wie::FADV,si,necə
864,warum::FADV,pse,niyə
865,warum::FADV,pse,nə üçün
866,warum::FADV,përse,niyə
867,warum::FADV,përse,nə üçün
868,wieviel::FNUM,sa,neçə
869,wieviel::FNUM,sa,nə qədər
870,eins::NUM,një,bir
871,zwei::NUM,dy,iki
872,drei::NUM,tre,üç
873,vier::NUM,katër,dörd
874,fünf::NUM,pesë,beş
875,sechs::NUM,gjashtë,altı
876,sieben::NUM,shtatë,yeddi
877,acht::NUM,tetë,səkkiz
878,neun::NUM,nëntë,doqquz
879,zehn::NUM,dhjetë,on
880,elf::NUM,njëmbëdhjetë,on bir
881,zwölf::NUM,dymbëdhjetë,on iki
882,zwanzig::NUM,njëzet,iyirmi
883,dreißig::NUM,tridhjetë,otuz
884,vierzig::NUM,dyzet,qırx
885,fünfzig::NUM,pesëdhjetë,əlli
886,sechzig::NUM,gjashtëdhjetë,altmış
887,siebzig::NUM,shtatëdhjetë,yetmiş
888,achtzig::NUM,tetëdhjetë,səksən
889,neunzig::NUM,nëntëdhjetë,doxsan
890,hundert::NUM,qind,yüz
891,tausend::NUM,mijë,min
892,und::CNJ,e,və
893,und::CNJ,dhe,və
894,oder::CNJ,a,ya
895,oder::CNJ,apo,ya
896,stehen::V,rri,durmaq
897,sitzen::V,rri,oturmaq
898,liegen::V,rri shtrirë,uzanmaq
899,hängen::V,varem,asılmaq
900,werden::V,bëhem,olmaq
901,passieren::V,ndodh,olmaq
902,passieren::V,ndodh,baş vermək
903,beginnen::V,filloj,başlamaq
904,enden::V,përfundoj,bitmək
905,wechseln::V,ndërroj,dəyişmək
906,aufgehen[Sonne]::V,hapem,doğmaq
907,untergehen[Sonne]::V,hyj,batmaq
908,untergehen[Sonne]::V,perëndoj,batmaq
909,scheinen[Sonne]::V,ndriçoj,parlamaq
910,donnern::V,gjëmoj,guruldamaq
911,donnern::V,bubulloj,guruldamaq
912,wehen::V,fryj,əsmək
913,strömen::V,derdh,axmaq
914,fließen::V,rrjedh,axmaq
915,sich drehen::V,rrotullohem,dönmək
916,schwanken::V,dyzoj,yellənmək
917,schwingen::V,dridhem,yellənmək
918,fallen::V,bie,düşmek
919,brennen::V,digjem,yanmaq
920,rauchen::V,nxjerr tym,tüstüləmək
921,regnen::V,bie shi,yağmaq
922,gefrieren::V,ngrij,donmaq
923,tauen::V,shkrij,ərimək
924,schmelzen::V,shkrij,ərimək
925,trocknen::V,thaj,qurumaq
926,sieden::V,ziej,qaynamaq
927,faulen::V,kalbem,çürümək
928,faulen::V,prishem,çürümək
929,verfaulen::V,kalbem,çürümək
930,reißen::V,grisem,yırtılmaq
931,reißen::V,shqyhem,yırtılmaq
932,versinken::V,humboj,batmaq
933,vergehen::V,kaloj,ötmək
934,erscheinen::V,dukem,görünmək
935,verschwinden::V,zhdukem,yox olmaq
936,sinken::V,ulem,enmək
937,abnehmen::V,pakësohem,azalmaq
938,abnehmen::V,zvogëlohem,azalmaq
939,zunehmen::V,shtohem,artmaq
940,steigen::V,rritem,yüksəlmək
941,wachsen::V,rritem,böyümək
942,glänzen::V,vezulloj,parlamaq
943,funkeln::V,xixoj,parıldamaq
944,funkeln::V,xixëlloj,parıldamaq
945,lärmen::V,oshtij,səs-küy etmək
946,lärmen::V,zhurmoj,səs-küy etmək
947,läuten::V,bie,çalmaq
948,klingeln::V,i bie ziles,zəng etmək
949,klirren::V,kërcëlloj,cingildəmək
950,brausen::V,gjëmoj,gurlamaq
951,rauschen::V,fëshfërij,xışıldamaq
952,klingen::V,tingëlloj,səslənmək
953,bellen::V,leh,hürmək
954,heulen::V,ulërij,ulamaq
955,blasen::V,fryj,üfləmək
956,pfeifen::V,fishkëllej,fit vermek
957,schreien::V,bërtas,bağırmaq
958,schreien::V,bërtas,qışqırmaq
959,stöhnen::V,rënkoj,inləmək
960,zittern::V,trembem,titrəmək
961,leben::V,rroj,yaşamaq
962,leben::V,jetoj,yaşamaq
963,geboren werden::V,lind,doğmaq
964,atmen::V,marr frymë,nəfəs almaq
965,trinken::V,pi,içmek
966,essen::V,ha,yemək
967,schlucken::V,gëlltis,udmaq
968,schlucken::V,kapërdij,udmaq
969,müde werden::V,lodhem,yorulmaq
970,einschlafen::V,bie të fle,yuxuya getmək
971,schlafen::V,fle,uyumaq
972,aufwachen::V,zgjohem,oyanmaq
973,aufstehen::V,çohem,yuxudan durmaq
974,aufstehen::V,ngrihem,yuxudan durmaq
975,sich erholen::V,qetësohem,dincəlmək
976,sich erholen::V,shtendosem,dincəlmək
977,krank werden::V,bie i sëmurë,xəstə olmaq
978,krank sein::V,jam i sëmurë,azarlanmaq
979,krank sein::V,jam i sëmurë,xəstələnmək
980,schmerzen::V,dhemb,ağrimaq
981,husten::V,kollitem,öksürmək
982,genesen::V,shërohem,sağalmaq
983,sterben::V,vdes,ölmək
984,sterben::V,vdes,vəfat etmək
985,umkommen::V,vdes,həlak olmaq
986,umkommen::V,mbaroj,həlak olmaq
987,sich bewegen::V,shkundem,hərəkət etmək
988,sich rühren::V,lëviz,tərpənmək
989,sich erheben::V,ngrihem,qalxmaq
990,sich setzen::V,ulem,oturmaq
991,hinfallen::V,gremisem,yıxılmaq
992,laufen::V,eci,yerimək
993,schreiten::V,çapem,addım atmaq
994,spazierengehen::V,shëtis,gəzmək
995,eilen::V,ngas,atılmaq
996,sich beeilen::V,nxitoj,tələsmək
997,sausen::V,eci shpejt,çırpmaq
998,rennen::V,vrapoj,qaçmaq
999,springen::V,kërcej,sıçramaq
1000,klettern::V,hipi,dırmanmaq
1001,schaukeln::V,kolovitem,sallanmaq
1002,kriechen::V,zvarritem,sürünmək
1003,schwimmen::V,notoj,üzmek
1004,tauchen::V,zhytem,dalmaq
1005,rudern::V,vozis,avarlamaq
1006,fahren::V,shkoj,sürmək
1007,fliegen::V,fluturoj,uçmaq
1008,gehen::V,eci,getmək
1009,gehen::V,shkoj,getmək
1010,weggehen::V,vete,getmək
1011,abfahren::V,nisem,yola düşmək
1012,anhalten::V,ndalem,saxlamaq
1013,hineingehen::V,futem,girmək
1014,eintreten::V,hyj,girmək
1015,eintreten::V,hyj,daxil olmaq
1016,kommen::V,vij,gəlmək
1017,ankommen::V,arrij,gəlib çatmaq
1018,ankommen::V,mbërrij,gəlib çatmaq
1019,zurückkommen::V,kthehem,qayıtmaq
1020,bleiben::V,mbetem,qalmaq
1021,bleiben::V,qëndroj,qalmaq
1022,warten::V,pres,gözləmək
1023,erwarten::V,pres,bəkləmək
1024,suchen::V,kërkoj,aramaq
1025,suchen::V,kërkoj,axtarmaq
1026,finden::V,gjej,tapmaq
1027,versuchen::V,mundohem,çalışmaq
1028,vorbereiten::V,përgatis,hazırlamaq
1029,lieben::V,dashuroj,sevmək
1030,mögen::V,dua,xoşlamaq
1031,lachen::V,qesh,gülmək
1032,rühren::V,mallëngjej,həyəcanlandırmaq
1033,weinen::V,qaj,ağlamaq
1034,schimpfen::V,shaj,küfr etmək
1035,sich ärgern::V,bëhem verem,acıqlanmaq
1036,sich fürchten::V,kam frikë,qorxmaq
1037,sich fürchten::V,frikësohem,qorxmaq
1038,fürchten::V,kam frikë nga,qorxmaq
1039,fliehen::V,arratisem,qaçmaq
1040,flüchten::V,iki,qaçmaq
1041,sehen::V,shoh,görmək
1042,anschauen::V,shikoj,baxmaq
1043,ansehen::V,shikoj,baxmaq
1044,hören::V,dëgjoj,duymaq
1045,hören::V,dëgjoj,eşitmək
1046,zuhören::V,veshtoj,dinləmək
1047,probieren::V,provoj,dadına baxmaq
1048,riechen::V,nuhas,qoxlamaq
1049,fühlen::V,ndiej,duymaq
1050,scheinen::V,ndriçoj,görünmək
1051,zu sehen sein::V,dukem,görünmək
1052,vernehmen::V,dëgjoj,eşitmək
1053,frieren::V,mërdhij,üşümək
1054,tun::V,bëj,etmək
1055,können::V,mund,bilmək
1056,können::V,mund,bacarmaq
1057,wollen::V,dua,istəmək
1058,wollen::V,dëshiroj,istəmək
1059,anfangen::V,filloj,başlamaq
1060,beenden::V,kryej,bitirmək
1061,beenden::V,mbaroj,bitirmək
1062,aufhören::V,pushoj,bitmək
1063,aufhören::V,pushoj,qurtarmaq
1064,gelingen::V,më shkon mbarë,müvəffəq olmaq
1065,geraten::V,del,düşmək
1066,öffnen::V,hap,açmaq
1067,schließen::V,mbyll,qapamaq
1068,stellen::V,vë,qoymaq
1069,setzen::V,vë,oturtmaq
1070,legen::V,vë,qoymaq
1071,berühren::V,rrok,toxunmaq
1072,verbinden::V,bashkoj,bağlamaq
1073,bedecken::V,mbuloj,örtmək
1074,aufhängen::V,var,asmaq
1075,anzünden::V,ndez,yandırmaq
1076,aufheben::V,ngre,qaldırmaq
1077,zurücklassen::V,lë pas,buraxmaq
1078,verlieren::V,humb,itirmək
1079,fallen lassen::V,lëshoj,düşürmək
1080,machen::V,bëj,etmək
1081,herstellen::V,prodhoj,istehsal etmək
1082,bauen::V,ndërtoj,tikmək
1083,reparieren::V,ndreq,təmir etmək
1084,reparieren::V,meremetoj,təmir etmək
1085,verbessern::V,përmirësoj,düzəltmək
1086,ändern::V,ndërroj,dəyişdirmək
1087,graben::V,gërmoj,qazımaq
1088,beugen::V,kërrus,əymək
1089,biegen::V,përkul,bükmək
1090,drehen::V,dredh,döndərmək
1091,drehen::V,rrotulloj,döndərmək
1092,wenden::V,kthej,çevirmək
1093,umdrehen::V,kthej,çevirmək
1094,heben::V,ngre,qaldırmaq
1095,hochheben::V,ngre,qaldırmaq
1096,ergreifen::V,rrëmbej,tutmaq
1097,halten::V,mbaj,saxlamaq
1098,drücken::V,shtyp,sıxmaq
1099,schieben::V,shtyj,sürmək
1100,kratzen::V,kruaj,qaşımaq
1101,kratzen::V,gërvisht,qaşımaq
1102,lecken::V,lëpij,yalamaq
1103,beißen::V,kafshoj,dişləmək
1104,abreißen::V,shkëpus,qoparmaq
1105,abschneiden::V,cungoj,ayırmaq
1106,binden::V,lidh,bağlamaq
1107,stecken::V,fus,soxmaq
1108,stecken::V,ngul,soxmaq
1109,brechen::V,thyej,qırmaq
1110,klopfen::V,trokas,sındırmaq
1111,hauen::V,godas,vurmaq
1112,kleben::V,ngjis,apışdırmaq
1113,reiben::V,fërkoj,ovmaq
1114,streichen::V,lyej,sürtmək
1115,schleifen::V,mpreh,bülövləmək
1116,schneiden::V,pres,kəsmək
1117,rütteln::V,shkund,sirkələmək
1118,schütteln::V,lëkund,çalxalamaq
1119,schwenken::V,valëvit,yelləmək
1120,schütten::V,mbush,tökmək
1121,füllen::V,mbush,doldurmaq
1122,einwickeln::V,mbështjell,sarımaq
1123,tragen::V,mbaj,daşımaq
1124,tragen::V,mbart,daşımaq
1125,schleppen::V,heq,sürükləmək
1126,schleppen::V,zhgërryej,sürükləmək
1127,ziehen::V,tërheq,çəkmək
1128,aufbewahren::V,ruaj,gizlətmək
1129,werfen::V,hedh,atmaq
1130,fangen::V,kap,tutmaq
1131,packen::V,rrëmbej,yaxalamaq
1132,verstecken::V,fsheh,gizlətmək
1133,teilen::V,ndaj,bölmək
1134,schicken::V,dërgoj,yollamaq
1135,schicken::V,dërgoj,göndərmək
1136,bringen::V,sjell,gətirmək
1137,hinzufügen::V,shtoj,əlavə etmək
1138,bekommen::V,kap,almaq
1139,bekommen::V,kap,əldə etmək
1140,erhalten::V,marr,almaq
1141,nehmen::V,marr,almaq
1142,wählen::V,zgjedh,seçmək
1143,auswählen::V,përzgjedh,arımaq
1144,bewahren::V,ruaj,qorumaq
1145,behindern::V,pengoj,mane olmaq
1146,verderben::V,prish,pozmaq
1147,beschädigen::V,dëmtoj,zədələmək
1148,zerbrechen::V,thyej,qırmaq
1149,zerbrechen::V,thyej,sındırmaq
1150,zerreißen::V,çjerr,yırtmaq
1151,zerreißen::V,zheloj,yırtmaq
1152,zerstören::V,prish,dağıtmaq
1153,zerstören::V,shkatërroj,dağıtmaq
1154,verbrennen::V,djeg,yandırmaq
1155,geben::V,jap,vermək
1156,reichen::V,jap,uzatmaq
1157,schenken::V,fal,vermək
1158,schenken::V,dhuroj,vermək
1159,versprechen::V,premtoj,vəd vermək
1160,wünschen::V,uroj,arzulamaq
1161,loben::V,lëvdoj,tərifləmək
1162,loben::V,lavdëroj,tərifləmək
1163,küssen::V,puth,öpmək
1164,wiegen::V,tund,tərpətmək
1165,zudecken::V,mbuloj,örtmək
1166,wecken::V,zgjoj,oyatmaq
1167,zeigen::V,dëftej,göstərmək
1168,führen::V,çoj,rəhbərlik etmək
1169,lehren::V,arsej,öyrətmək
1170,unterrichten::V,arsimoj,öyrətmək
1171,unterrichten::V,arsimoj,dərs vermək
1172,aufziehen::V,rris,tərbiyə etmək
1173,leiten::V,udhëheq,idarə etmək
1174,antreiben::V,nxis,bizləmək
1175,lassen::V,detyroj,-tırmaq
1176,einladen::V,ftoj,dəvət etmək
1177,vereinigen::V,bashkoj,birləşdirmək
1178,besuchen::V,vizitoj,baş çəkmək
1179,besuchen::V,vizitoj,ziyarət etmək
1180,treffen::V,ndesh,rastlaşmaq
1181,treffen::V,ndesh,rast gəlmək
1182,sich versammeln::V,tubohem,toplanmaq
1183,spielen::V,loz,oynamaq
1184,spielen::V,luaj,oynamaq
1185,singen::V,këndoj,oxumaq
1186,tanzen::V,kërcej,oynamaq
1187,tanzen::V,kërcej,rəqs etmək
1188,tanzen::V,vallëzoj,oynamaq
1189,tanzen::V,vallëzoj,rəqs etmək
1190,sich trennen::V,ndahem,ayrılmaq
1191,verlassen::V,braktis,tərk etmək
1192,retten::V,shpëtoj,xilas etmək
1193,bewachen::V,ruaj,gözətmək
1194,schützen::V,ruaj,qorumaq
1195,schützen::V,mbroj,qorumaq
1196,verteidigen::V,mbroj,qorumaq
1197,sich schlagen::V,zihem,döyüşmək
1198,schießen::V,shtie,atmaq
1199,schießen::V,shtie,atəş açmaq
1200,siegen::V,fitoj,yenmək
1201,siegen::V,ngadhënjej,yenmək
1202,ärgern::V,zemëroj,acışdırmaq
1203,schlagen::V,rrah,döymək
1204,schlagen::V,godas,döymək
1205,treten::V,shtyj,təpmək
1206,treten::V,shtyj më këmbë,təpmək
1207,stechen::V,ther,soxmaq
1208,stechen::V,shpoj,soxmaq
1209,stoßen::V,shtyj,itələmək
1210,stehlen::V,vjedh,çalmaq
1211,stehlen::V,vjedh,oğurlamaq
1212,stören::V,pengoj,pozmaq
1213,belästigen::V,bezdis,narahat etmək
1214,verbergen::V,fsheh,gizləmək
1215,täuschen::V,mashtroj,aldatmaq
1216,betrügen::V,kobis,aldatmaq
1217,töten::V,vras,öldürmək
1218,wohnen::V,banoj,yaşamaq
1219,arbeiten::V,punoj,işləmək
1220,arbeiten::V,punoj,çalışmaq
1221,arbeiten::V,vardoj,işləmək
1222,arbeiten::V,vardoj,çalışmaq
1223,sammeln::V,mbledh,yığmaq
1224,sammeln::V,mbledh,toplamaq
1225,sammeln::V,grumbulloj,yığmaq
1226,sammeln::V,grumbulloj,toplamaq
1227,pflücken::V,vjel,qoparmaq
1228,pflücken::V,mbledh,qoparmaq
1229,jagen::V,gjuaj,ovlamaq
1230,fischen::V,peshkoj,balıq tutmaq
1231,fischen::V,gjuaj peshk,balıq tutmaq
1232,fassen::V,zë,tutmaq
1233,hüten::V,kullos,güdmək
1234,treiben::V,vë përpara,haylamaq
1235,anbinden::V,lidh,bağlamaq
1236,füttern::V,grazhdoj,bəsləmək
1237,melken::V,mjel,sağmaq
1238,hacken::V,grij,yarmaq
1239,gießen::V,ujis,sulamaq
1240,reifen::V,piqem,dəymək
1241,zubereiten::V,gatuaj,bişirmək
1242,kochen::V,ziej,qaynatmaq
1243,backen::V,pjek,bişirmək
1244,backen::V,furroj,bişirmək
1245,braten::V,fërgoj,qızartmaq
1246,braten::V,tiganis,qızartmaq
1247,umrühren::V,trazoj,qarışdırmaq
1248,stricken::V,thur,hörmək
1249,nähen::V,qep,tikmək
1250,färben::V,ngjyej,boyamaq
1251,färben::V,bojatis,boyamaq
1252,reinigen::V,qëroj,təmizləmək
1253,reinigen::V,pastroj,təmizləmək
1254,waschen::V,laj,yumaq
1255,waschen::V,finjos,yumaq
1256,abwischen::V,fshij,silmək
1257,spülen::V,kulloj,çalxamaq
1258,fegen::V,fshij,süpürmək
1259,kehren::V,fshij,süpürmək
1260,baden::V,lahem,çimmək
1261,sich waschen::V,lahem,yuyunmaq
1262,ausziehen::V,heq,soyunmaq
1263,ausziehen::V,zbath,soyunmaq
1264,anziehen::V,vesh,geymək
1265,anziehen::V,mbath,geymək
1266,sich anziehen::V,vishem,geyinmək
1267,kämmen::V,kreh,daramaq
1268,schmücken::V,hijeshoj,bəzəmək
1269,sagen::V,them,demək
1270,sagen::V,them,söymek
1271,sprechen::V,flas,danışmaq
1272,reden::V,fjalos,danışmaq
1273,reden::V,fjalëtoj,danışmaq
1274,sich unterhalten::V,bisedoj,söhbət etmək
1275,fragen::V,pyes,soruşmaq
1276,bitten::V,lus,diləmək
1277,bitten::V,lus,xahiş etmək
1278,bitten::V,lutem,diləmək
1279,bitten::V,lutem,xahiş etmək
1280,erzählen::V,rrëfej,bəhs etmək
1281,mitteilen::V,kumtoj,bildirmək
1282,nennen::V,quaj,adlandırmaq
1283,rufen::V,thërras,çağırmaq
1284,prahlen::V,mburrem,öyünmək
1285,prahlen::V,kapardisem,öyünmək
1286,übersetzen::V,përkthej,tərcümə etmək
1287,denken::V,mendoj,düşünmək
1288,denken::V,mendoj,fikirləşmək
1289,glauben::V,besoj,inanmaq
1290,bemerken::V,vërej,qeyd etmək
1291,erkennen::V,njoh,tanımaq
1292,erkennen::V,shquaj,tanımaq
1293,begreifen::V,marr vesh,anlamaq
1294,verstehen::V,marr vesh,duymaq
1295,lernen::V,mësoj,öyrənmək
1296,wissen::V,di,bilmək
1297,sich erinnern an::V,kujtoj,xatırlamaq
1298,vergessen::V,harroj,unutmaq
1299,messen::V,mas,ölçmək
1300,zählen::V,njeh,saymaq
1301,rechnen::V,llogaris,hesablamaq
1302,lesen::V,lexoj,oxumaq
1303,lesen::V,këndoj,oxumaq
1304,malen::V,lyej,şəkil çəkmək
1305,zeichnen::V,vizatoj,cızmaq
1306,schreiben::V,shkruaj,yazmaq
1307,besitzen::V,kam,yiyələnmək
1308,besitzen::V,kam,malik olmaq
1309,kaufen::V,blej,satın almaq
1310,verkaufen::V,shes,satmaq
1311,bezahlen::V,paguaj,ödəmək
1312,zahlen::V,paguaj,ödəmək
1313,beherrschen::V,zotëroj,idarə etmək
1314,ertragen::V,duroj,dözmək
