,Concept_ID,sk,eu
825,hungrig::A,hladný,gose
826,krank::A,chorý,eri
827,krank::A,chorý,gaixo
828,krank::A,nemocný,eri
829,krank::A,nemocný,gaixo
830,nackt::A,nahý,biluzi
831,traurig::A,smutný,itun
832,traurig::A,smutný,betilun
833,lebendig::A,živý,bizirik
834,gut::A,dobrý,on
835,schlecht::A,zlý,txar
836,richtig::A,správny,zuzen
837,schlimm::A,zlý,larri
838,schlimm::A,nepríjemný,larri
839,wahr::A,pravý,egiazko
840,wahr::A,pravdivý,egiazko
841,alt::A,starý,zahar
842,neu::A,nový,berri
843,ehemalig::A,bývalý,lehengo
844,alt[Lebewesen]::A,starý,adindun
845,jung::A,mladý,gazte
846,arm::A,chudobný,txiro
847,arm::A,chudobný,behartsu
848,reich::A,bohatý,dirudun
849,bekannt::A,známy,ezagun
850,berühmt::A,slávny,entzun
851,berühmt::A,slávny,ospetsu
852,berühmt::A,povestný,entzun
853,berühmt::A,povestný,ospetsu
854,fremd::A,cudzí,arrotz
855,verschieden::A,rôzny,ezberdin
856,verschieden::A,rôzny,desberdin
857,verschieden::A,rozličný,ezberdin
858,verschieden::A,rozličný,desberdin
859,nah::A,blízky,hurre
860,nah::A,blízky,hurbil
861,fern::A,ďaleký,urrun
862,linker::A,ľavý,ezker
863,rechter::A,pravý,eskuin
864,anderer::A,iný,beste
865,anderer::A,druhý,beste
866,erster::A,prvý,lehen
867,erster::A,prvý,aurren
868,zweiter::A,druhý,bigarren
869,dritter::A,tretí,hirugarren
870,letzter::A,ostatný,azken
871,letzter::A,ostatný,hondar
872,letzter::A,posledný,azken
873,letzter::A,posledný,hondar
874,allein::ADV,sám,bakarrik
875,auf einmal::ADV,zároveň,batera
876,zusammen::ADV,spolu,elkarrekin
877,zusammen::ADV,spoločne,elkarrekin
878,lange::ADV,dlho,luzaro
879,plötzlich::ADV,náhle,bat-batean
880,sofort::ADV,hneď,berehala
881,sofort::ADV,ihneď,berehala
882,später::ADV,neskoršie,gero
883,jetzt::ADV,teraz,orain
884,heute::ADV,dnes,gaur
885,morgen::ADV,zajtra,bihar
886,bald::ADV,skoro,aurki
887,bald::ADV,skoro,laster
888,dann::ADV,nato,ondoren
889,dann::ADV,potom,ondoren
890,gestern::ADV,včera,atzo
891,einst::ADV,kedysi,antzina
892,einst::ADV,niekedy,antzina
893,damals::ADV,vtedy,orduan
894,danach::ADV,potom,gerora
895,danach::ADV,potom,ondoren
896,danach::ADV,podľa toho,gerora
897,danach::ADV,podľa toho,ondoren
898,vorher::ADV,napred,lehenago
899,vorher::ADV,predtým,lehenago
900,zuerst::ADV,najprv,aurrena
901,zuerst::ADV,najprv,lehenbizi
902,einmal::ADV,raz,behin
903,einmal::ADV,raz,aldi bat
904,einmal::ADV,jedenkrát,behin
905,einmal::ADV,jedenkrát,aldi bat
906,manchmal::ADV,občas,batzuetan
907,manchmal::ADV,občas,zenbaitetan
908,manchmal::ADV,niekedy,batzuetan
909,manchmal::ADV,niekedy,zenbaitetan
910,oft::ADV,často,maiz
911,oft::ADV,často,askotan
912,immer::ADV,vždy,beti
913,immer::ADV,ustavične,beti
914,niemals::ADV,nikdy,inoiz ez
915,niemals::ADV,nikdy,sekula ez
916,hier::ADV,tu,hemen
917,hierhin::ADV,sem,hona
918,hierhin::ADV,tade,hona
919,von hier::ADV,odtiaľto,hemendik
920,von hier::ADV,odtiaľto,honetatik
921,dort::ADV,tam,han
922,dorthin::ADV,ta,hara
923,dorthin::ADV,tam,hara
924,geradeaus::ADV,rovno,artez
925,geradeaus::ADV,priamo,artez
926,vorwärts::ADV,napred,aurrera
927,rückwärts::ADV,nazad,atzera
928,rückwärts::ADV,nazad,atzerantz
929,zurück::ADV,späť,atzera
930,zurück::ADV,naspäť,atzera
931,unten::ADV,dolu,behean
932,unten::ADV,naspodku,behean
933,hinab::ADV,dolu,behera
934,hinab::ADV,dolu,beherantz
935,oben::ADV,hore,goian
936,oben::ADV,navrchu,goian
937,hinauf::ADV,hore,gora
938,hinauf::ADV,hore,gorantz
939,hinauf::ADV,navrch,gora
940,hinauf::ADV,navrch,gorantz
941,überall::ADV,všade,edonon
942,nicht::ADV,nie,ez
943,ein wenig::ADV,trocha,apur bat
944,ein wenig::ADV,trocha,pixka bat
945,kaum::ADV,ledva,ozta
946,kaum::ADV,ledva,nekez
947,sehr::ADV,veľmi,oso
948,so::ADV,tak,hala
949,so::ADV,tak,honela
950,so::ADV,takto,hala
951,so::ADV,takto,honela
952,noch::ADV,ešte,oraindik
953,nur::ADV,len,bakarrik
954,schon::ADV,už,ja
955,schon::ADV,už,jada
956,wieder::ADV,zasa,berriro
957,vergebens::ADV,márne,alferrik
958,vergebens::ADV,nadarmo,alferrik
959,vor::PRP,pred,aurrean
960,hinter::PRP,za,ostean
961,hinter::PRP,za,gibelean
962,unter::PRP,pod,pean
963,unter::PRP,pod,azpian
964,durch::PRP,cez,zehar
965,neben::PRP,pri,ondoan
966,neben::PRP,pri,aldamenean
967,neben::PRP,vedľa,ondoan
968,neben::PRP,vedľa,aldamenean
969,zwischen::PRP,medzi,artean
970,wegen::PRP,pre,-gatik
971,wegen::PRP,kvôli,-gatik
972,dies::PRN,to,hau
973,dies::PRN,táto,hau
974,das::PRN,to,hura
975,alles::PRN,všetko,dena
976,ich::PRN,ja,ni
977,du::PRN,ty,zu
978,er::PRN,on,bera
979,wir::PRN,my,gu
980,ihr::PRN,vy,zuek
981,sie::PRN,oni,berak
982,was::FPRN,čo,zer
983,wer::FPRN,kto,nor
984,wo::FADV,kde,non
985,wohin::FADV,kam,nora
986,wie::FADV,ako,nola
987,wie::FADV,ako,zelan
988,warum::FADV,prečo,zeren
989,warum::FADV,prečo,zergatik
990,wieviel::FNUM,koľko,zenbat
991,eins::NUM,jeden,bat
992,zwei::NUM,dva,bi
993,zwei::NUM,dva,biga
994,drei::NUM,tri,hiru
995,vier::NUM,štyri,lau
996,fünf::NUM,päť,bost
997,sechs::NUM,šesť,sei
998,sieben::NUM,sedem,zazpi
999,acht::NUM,osem,zortzi
1000,neun::NUM,deväť,bederatzi
1001,zehn::NUM,desať,hamar
1002,elf::NUM,jedenásť,hamaika
1003,zwölf::NUM,dvanásť,hamabi
1004,zwanzig::NUM,dvadsať,hogei
1005,dreißig::NUM,tridsať,hogeita hamar
1006,vierzig::NUM,štyridsať,berrogei
1007,fünfzig::NUM,päťdesiat,berrogeita hamar
1008,sechzig::NUM,šesťdesiat,hirurogei
1009,siebzig::NUM,sedemdesiat,hirurogeita hamar
1010,achtzig::NUM,osemdesiat,laurogei
1011,neunzig::NUM,deväťdesiat,laurogeita hamar
1012,hundert::NUM,sto,ehun
1013,tausend::NUM,tisíc,mila
1014,und::CNJ,i,eta
1015,oder::CNJ,alebo,edo
1016,stehen::V,stáť,zutik egon
1017,sitzen::V,sedieť,eserita egon
1018,liegen::V,ležať,etzan
1019,hängen::V,visieť,eskegita egon
1020,hängen::V,visieť,zintzilik egon
1021,werden::V,stať sa,bihurtu
1022,werden::V,stať sa,bilakatu
1023,passieren::V,stať sa,pasatu
1024,passieren::V,stať sa,gertatu
1025,beginnen::V,začať sa,hasi
1026,enden::V,končiť sa,bukatu
1027,wechseln::V,meniť sa,aldatu
1028,aufgehen[Sonne]::V,vychádzať,ilki
1029,aufgehen[Sonne]::V,vychádzať,sortu
1030,untergehen[Sonne]::V,zapadnúť,sartu
1031,scheinen[Sonne]::V,svietiť,eguzkia egon
1032,donnern::V,hrmieť,trumoia jo
1033,wehen::V,viať,haizea ibili
1034,strömen::V,prúdiť,zorrotadaka isuri
1035,fließen::V,tiecť,isuri
1036,sich drehen::V,točiť sa,biratu
1037,sich drehen::V,krútiť sa,biratu
1038,schwanken::V,kolísať,zabuka ibili
1039,schwanken::V,klátiť sa,zabuka ibili
1040,schwingen::V,kývať sa,kulunkatu
1041,schwingen::V,chvieť sa,kulunkatu
1042,fallen::V,padať,erori
1043,brennen::V,páliť,sutan egon
1044,brennen::V,horieť,sutan egon
1045,rauchen::V,dymiť sa,kea bota
1046,regnen::V,pršať,euria ari izan
1047,gefrieren::V,zamrznút,izoztu
1048,gefrieren::V,zamrznút,hormatu
1049,tauen::V,taviť sa,gesaldu
1050,schmelzen::V,taviť sa,urtu
1051,trocknen::V,schnúť,idortu
1052,trocknen::V,schnúť,lehortu
1053,sieden::V,vrieť,irakin
1054,faulen::V,hniť,hirotu
1055,faulen::V,hniť,usteldu
1056,verfaulen::V,zhniť,hirotu
1057,verfaulen::V,zhniť,usteldu
1058,reißen::V,pretrhnúť sa,eten
1059,reißen::V,pretrhnúť sa,tarrat egin
1060,versinken::V,zapadnúť,urperatu
1061,versinken::V,potopiť sa,urperatu
1062,vergehen::V,plynúť,iragan
1063,erscheinen::V,objaviť sa,agertu
1064,verschwinden::V,zmiznúť,desagertu
1065,sinken::V,klesať,beheititu
1066,abnehmen::V,ubúdať,gutxitu
1067,abnehmen::V,ubúdať,beheratu
1068,zunehmen::V,pribúdať,gora egin
1069,steigen::V,stúpať,igo
1070,wachsen::V,rásť,hazi
1071,glänzen::V,jagať sa,distiratu
1072,glänzen::V,lesknúť sa,distiratu
1073,funkeln::V,iskriť sa,izarniatu
1074,lärmen::V,lomoziť,zarata atera
1075,läuten::V,cengať,jo
1076,läuten::V,cengať,hots egin
1077,klingeln::V,zvoniť,txirrina jo
1078,klirren::V,rinčať,tintin egin
1079,brausen::V,hučať,marru egin
1080,rauschen::V,šumieť,fir-fir egin
1081,klingen::V,znieť,soinu egin
1082,klingen::V,zvoniť,soinu egin
1083,bellen::V,štekať,zaunkatu
1084,bellen::V,brechať,zaunkatu
1085,heulen::V,vyť,ulu egin
1086,heulen::V,vyť,uhuri egin
1087,blasen::V,duť,ufa egin
1088,blasen::V,duť,putz egin
1089,blasen::V,fúkať,ufa egin
1090,blasen::V,fúkať,putz egin
1091,pfeifen::V,pískať,txistu egin
1092,pfeifen::V,hvízdať,txistu egin
1093,schreien::V,kričať,oihu egin
1094,schreien::V,kričať,garrasi egin
1095,stöhnen::V,stenať,intziri egin
1096,zittern::V,triasť sa,ikara egin
1097,zittern::V,triasť sa,dar-dar egin
1098,leben::V,žiť,bizi izan
1099,geboren werden::V,narodiť sa,jaio
1100,atmen::V,dýchať,hats egin
1101,atmen::V,dýchať,arnasa egin
1102,trinken::V,piť,edan
1103,essen::V,jesť,jan
1104,schlucken::V,zhltnuť,irentsi
1105,müde werden::V,unaviť sa,unatu
1106,müde werden::V,unaviť sa,nekatu
1107,einschlafen::V,usnúť,lokartu
1108,einschlafen::V,zaspať,lokartu
1109,schlafen::V,spať,lo egin
1110,aufwachen::V,zobudiť sa,esnatu
1111,aufwachen::V,zobudiť sa,atzarri
1112,aufstehen::V,vstať,jaiki
1113,sich erholen::V,zotavovať sa,atseden egin
1114,sich erholen::V,oddýchovať si,atseden egin
1115,krank werden::V,ochorieť,gaixotu
1116,krank sein::V,chorieť,eri izan
1117,krank sein::V,chorieť,gaixo izan
1118,krank sein::V,byť chorý,eri izan
1119,krank sein::V,byť chorý,gaixo izan
1120,schmerzen::V,bolieť,min egin
1121,husten::V,kašľať,eztul egin
1122,genesen::V,uzdraviť sa,osatu
1123,sterben::V,umrieť,hil
1124,sterben::V,umrieť,zendu
1125,sterben::V,zomrieť,hil
1126,sterben::V,zomrieť,zendu
1127,umkommen::V,zahynúť,istripuz hil
1128,sich bewegen::V,pohybovať sa,higitu
1129,sich rühren::V,hnúť sa,zirkin egin
1130,sich erheben::V,zdvihnúť sa,zutitu
1131,sich erheben::V,zdvihnúť sa,altxatu
1132,sich setzen::V,sadnúť si,eseri
1133,sich setzen::V,sadnúť si,jesarri
1134,hinfallen::V,spadnúť,erori
1135,laufen::V,bežať,ibili
1136,schreiten::V,kráčať,oinkatu
1137,spazierengehen::V,prechádzať sa,paseatu
1138,spazierengehen::V,prechádzať sa,ostera bat egin
1139,eilen::V,súriť,lasterkatu
1140,sich beeilen::V,ponáhľať sa,lehiatu
1141,sausen::V,hučať,ziztu bizian joan
1142,rennen::V,bežať,lasterka egin
1143,springen::V,skákať,jauzi egin
1144,klettern::V,liezť,igo
1145,schaukeln::V,húpať,zabu egin
1146,schaukeln::V,húpať,zanbulu egin
1147,schaukeln::V,hojdať,zabu egin
1148,schaukeln::V,hojdať,zanbulu egin
1149,kriechen::V,liezť,narras egin
1150,kriechen::V,plaziť sa,narras egin
1151,schwimmen::V,plávať,igerikatu
1152,schwimmen::V,plávať,igeri egin
1153,tauchen::V,ponoriť sa,murgildu
1154,tauchen::V,ponoriť sa,pulunpatu
1155,rudern::V,veslovať,bogatu
1156,rudern::V,veslovať,arraun egin
1157,fahren::V,ísť,joan
1158,fahren::V,jazdiť,joan
1159,fliegen::V,letieť,hegaldatu
1160,fliegen::V,letieť,hegan egin
1161,gehen::V,ísť,joan
1162,weggehen::V,odísť,alde egin
1163,weggehen::V,odchádzať,alde egin
1164,abfahren::V,odcestovať,abiatu
1165,anhalten::V,zadržať sa,geratu
1166,anhalten::V,zadržať sa,gelditu
1167,anhalten::V,zastaviť sa,geratu
1168,anhalten::V,zastaviť sa,gelditu
1169,hineingehen::V,vchádzať,sartu
1170,eintreten::V,vojsť,sartu
1171,eintreten::V,vstúpiť,sartu
1172,kommen::V,prísť,etorri
1173,ankommen::V,prísť,heldu
1174,ankommen::V,prísť,iritsi
1175,ankommen::V,doraziť,heldu
1176,ankommen::V,doraziť,iritsi
1177,zurückkommen::V,vrátiť sa,itzuli
1178,bleiben::V,ostať,gelditu
1179,bleiben::V,zostať,gelditu
1180,warten::V,čakať,itxaron
1181,warten::V,čakať,zain egon
1182,erwarten::V,očakávať,iguriki
1183,suchen::V,hľadať,bilatu
1184,finden::V,nájsť,idoro
1185,finden::V,nájsť,aurkitu
1186,versuchen::V,skúsiť,saiatu
1187,versuchen::V,skúsiť,ahalegindu
1188,versuchen::V,pokúsiť sa,saiatu
1189,versuchen::V,pokúsiť sa,ahalegindu
1190,vorbereiten::V,pripraviť,gertatu
1191,lieben::V,ľúbiť,maitatu
1192,lieben::V,ľúbiť,maite izan
1193,lieben::V,milovať,maitatu
1194,lieben::V,milovať,maite izan
1195,mögen::V,mať rád,laket izan
1196,mögen::V,mať rád,atsegin izan
1197,lachen::V,smiať sa,irri egin
1198,lachen::V,smiať sa,barre egin
1199,rühren::V,dojať,hunkitu
1200,weinen::V,plakať,negar egin
1201,schimpfen::V,nadávať,erneguka ari izan
1202,sich ärgern::V,hnevať sa,ernegatu
1203,sich ärgern::V,hnevať sa,haserretu
1204,sich ärgern::V,zlostiť sa,ernegatu
1205,sich ärgern::V,zlostiť sa,haserretu
1206,sich fürchten::V,báť sa,beldur izan
1207,fürchten::V,báť sa,beldur izan
1208,fliehen::V,utekať,ihes egin
1209,flüchten::V,utiecť,ihes egin
1210,sehen::V,vidieť,ikusi
1211,anschauen::V,pozrieť sa na,begietsi
1212,ansehen::V,pozrieť,begiratu
1213,hören::V,počúvať,aditu
1214,zuhören::V,počúvať,entzun
1215,probieren::V,ochutnať,dastatu
1216,riechen::V,ňuchať,usnatu
1217,riechen::V,ňuchať,usaindu
1218,fühlen::V,cítiť,sentitu
1219,fühlen::V,pociťovať,sentitu
1220,scheinen::V,zdať sa,iruditu
1221,scheinen::V,zdať sa,begitandu
1222,zu sehen sein::V,byť vidieť,azaldu
1223,vernehmen::V,počuť,aditu
1224,frieren::V,mrznúť,hotz izan
1225,frieren::V,oziabať,hotz izan
1226,tun::V,robiť,egin
1227,können::V,môcť,ahal izan
1228,wollen::V,chcieť,nahi izan
1229,anfangen::V,začať,hasi
1230,beenden::V,skončiť,bukatu
1231,aufhören::V,prestať,utzi
1232,gelingen::V,podariť sa,lortu
1233,geraten::V,dariť sa,heldu
1234,öffnen::V,otvoriť,ireki
1235,öffnen::V,otvoriť,zabaldu
1236,schließen::V,zavrieť,itxi
1237,stellen::V,postaviť,ipini
1238,setzen::V,posadiť,jesarri
1239,legen::V,klásť,jarri
1240,legen::V,položiť,jarri
1241,berühren::V,dotykať sa,ukitu
1242,verbinden::V,spojiť,uztartu
1243,bedecken::V,pokryť,estali
1244,aufhängen::V,zavesiť,eseki
1245,aufhängen::V,zavesiť,eskegi
1246,anzünden::V,zapáliť,piztu
1247,aufheben::V,zdvihnúť,jaso
1248,zurücklassen::V,zanechať,atzean utzi
1249,verlieren::V,stratiť,galdu
1250,fallen lassen::V,pustiť,erortzen utzi
1251,machen::V,robiť,egin
1252,herstellen::V,vyrobiť,ekoiztu
1253,bauen::V,stavať,eraiki
1254,bauen::V,budovať,eraiki
1255,reparieren::V,opraviť,konpondu
1256,verbessern::V,zlepšiť,hobetu
1257,ändern::V,zmeniť,mudatu
1258,ändern::V,preinačiť,mudatu
1259,graben::V,ryť,aitzurtu
1260,graben::V,kopať,aitzurtu
1261,beugen::V,ohnúť,makurtu
1262,biegen::V,ohnúť,malgutu
1263,biegen::V,ohnúť,makolatu
1264,drehen::V,točiť,jiratu
1265,drehen::V,krútiť,jiratu
1266,wenden::V,obrátiť,bihurtu
1267,wenden::V,prevrátiť,bihurtu
1268,umdrehen::V,otočiť,biratu
1269,umdrehen::V,otočiť,alderantzikatu
1270,umdrehen::V,obrátiť,biratu
1271,umdrehen::V,obrátiť,alderantzikatu
1272,heben::V,dvíhať,jaso
1273,heben::V,dvíhať,goratu
1274,heben::V,povzniesť,jaso
1275,heben::V,povzniesť,goratu
1276,hochheben::V,zdvihnúť,goratu
1277,hochheben::V,zdvihnúť,altxatu
1278,ergreifen::V,uchopiť sa,oratu
1279,halten::V,držať,eutsi
1280,drücken::V,tisnúť,sakatu
1281,schieben::V,posunovať,bultzatu
1282,kratzen::V,škrabať,hatz egin
1283,kratzen::V,škrabať,hazka egin
1284,lecken::V,lízať,miaztu
1285,lecken::V,lízať,lamikatu
1286,beißen::V,kúsať,hozka egin
1287,beißen::V,kúsať,ausiki egin
1288,abreißen::V,odtrhnúť,kendu
1289,abschneiden::V,odrezať,moztu
1290,abschneiden::V,odrezať,pikatu
1291,abschneiden::V,odkrojiť,moztu
1292,abschneiden::V,odkrojiť,pikatu
1293,binden::V,zaviazať,lotu
1294,binden::V,zaviazať,estekatu
1295,binden::V,priviazať,lotu
1296,binden::V,priviazať,estekatu
1297,stecken::V,strčiť,sartu
1298,brechen::V,zlomiť,apurtu
1299,klopfen::V,tĺcť,jo
1300,klopfen::V,klopať,jo
1301,hauen::V,nabiť,jo
1302,kleben::V,lepiť,itsatsi
1303,kleben::V,nalepiť,itsatsi
1304,reiben::V,trieť,igurtzi
1305,streichen::V,namazať,igurtzi
1306,schleifen::V,ostríť,zorroztu
1307,schneiden::V,rezať,moztu
1308,schneiden::V,strihať,moztu
1309,rütteln::V,triasť,astindu
1310,rütteln::V,triasť,inarrosi
1311,rütteln::V,lomcovať,astindu
1312,rütteln::V,lomcovať,inarrosi
1313,schütteln::V,triasť,astindu
1314,schütteln::V,triasť,inarrosi
1315,schütteln::V,potriasť,astindu
1316,schütteln::V,potriasť,inarrosi
1317,schwenken::V,mávať,zabukatu
1318,schütten::V,sypať,isuri
1319,füllen::V,plniť,bete
1320,einwickeln::V,zabaliť,bildu
1321,tragen::V,niesť,eroan
1322,tragen::V,niesť,eraman
1323,schleppen::V,vliecť,narrastu
1324,schleppen::V,vliecť,herrestatu
1325,ziehen::V,ťahať,tira egin
1326,aufbewahren::V,uložiť,gorde
1327,aufbewahren::V,uschovať,gorde
1328,werfen::V,hodiť,jaurti
1329,werfen::V,hodiť,aurtiki
1330,werfen::V,vrhnúť,jaurti
1331,werfen::V,vrhnúť,aurtiki
1332,fangen::V,chytať,atzeman
1333,packen::V,baliť,heldu
1334,packen::V,chytiť,heldu
1335,verstecken::V,skryť,ostendu
1336,verstecken::V,skryť,ezkutatu
1337,verstecken::V,schovať,ostendu
1338,verstecken::V,schovať,ezkutatu
1339,teilen::V,podeliť,zatitu
1340,teilen::V,rozdeliť,zatitu
1341,schicken::V,posielať,bidali
1342,bringen::V,priniesť,ekarri
1343,hinzufügen::V,pripojiť,eratxiki
1344,hinzufügen::V,pripojiť,gaineratu
1345,bekommen::V,dostať,jaso
1346,erhalten::V,prijať,jaso
1347,nehmen::V,vziať,hartu
1348,wählen::V,voliť,hautatu
1349,wählen::V,voliť,aukeratu
1350,auswählen::V,vybrať,hautatu
1351,auswählen::V,vybrať,aukeratu
1352,auswählen::V,vyvoliť,hautatu
1353,auswählen::V,vyvoliť,aukeratu
1354,bewahren::V,zachovať,begiratu
1355,behindern::V,zavadzať,oztopatu
1356,behindern::V,byť v ceste,oztopatu
1357,verderben::V,skaziť,hondatu
1358,beschädigen::V,ublížiť,akastu
1359,beschädigen::V,poškodiť,akastu
1360,zerbrechen::V,rozbiť,apurtu
1361,zerbrechen::V,prelomiť,apurtu
1362,zerreißen::V,pretrhnúť,zarratatu
1363,zerstören::V,zničiť,suntsitu
1364,verbrennen::V,spáliť,erre
1365,verbrennen::V,spáliť,kiskali
1366,geben::V,dať,eman
1367,reichen::V,podať,luzatu
1368,reichen::V,podať,helarazi
1369,schenken::V,darovať,oparitu
1370,versprechen::V,sľúbiť,agindu
1371,wünschen::V,želať,opatu
1372,wünschen::V,želať,opetsi
1373,loben::V,chváliť,laudatu
1374,loben::V,chváliť,goraipatu
1375,küssen::V,bozkať,musu eman
1376,wiegen::V,kolísať,kulunkatu
1377,zudecken::V,prikryť,estali
1378,wecken::V,zobudiť,esnatu
1379,wecken::V,zobudiť,iratzartu
1380,zeigen::V,ukázať,erakutsi
1381,führen::V,viesť,gidatu
1382,lehren::V,učiť,irakatsi
1383,unterrichten::V,vyučovať,eskolak eman
1384,aufziehen::V,vychovať,hazi
1385,leiten::V,viesť,arteztu
1386,antreiben::V,popudiť,bulkatu
1387,lassen::V,dať,-arazi
1388,einladen::V,pozvať,gonbidatu
1389,einladen::V,povolať,gonbidatu
1390,vereinigen::V,spojiť,batu
1391,vereinigen::V,spojiť,bateratu
1392,vereinigen::V,zjednotiť,batu
1393,vereinigen::V,zjednotiť,bateratu
1394,besuchen::V,navštíviť,ikustatu
1395,treffen::V,stretnúť,topatu
1396,sich versammeln::V,zhromaždiť sa,bildu
1397,spielen::V,hrať,jolastu
1398,singen::V,spievať,abestu
1399,singen::V,spievať,kantatu
1400,tanzen::V,tancovať,dantzatu
1401,tanzen::V,tancovať,dantzan egin
1402,sich trennen::V,rozísť sa,banandu
1403,verlassen::V,opustiť,utzietsi
1404,retten::V,zachrániť,salbatu
1405,retten::V,zachrániť,gaizkatu
1406,bewachen::V,strážiť,jagon
1407,bewachen::V,strážiť,zaindu
1408,schützen::V,chrániť,babestu
1409,schützen::V,chrániť,gerizatu
1410,verteidigen::V,brániť,aldeztu
1411,sich schlagen::V,biť sa,elkar jo
1412,sich schlagen::V,biť sa,elkar borrokatu
1413,schießen::V,streliť,tiro egin
1414,schießen::V,strieľať,tiro egin
1415,siegen::V,zvíťaziť,irabazi
1416,ärgern::V,hnevať,ernegatu
1417,ärgern::V,hnevať,haserretu
1418,ärgern::V,zlostiť,ernegatu
1419,ärgern::V,zlostiť,haserretu
1420,schlagen::V,biť,jo
1421,schlagen::V,biť,erauntsi
1422,schlagen::V,udrieť,jo
1423,schlagen::V,udrieť,erauntsi
1424,treten::V,kopnúť,zapaldu
1425,treten::V,kopnúť,ostiaktu
1426,stechen::V,bodnúť,sastatu
1427,stechen::V,pichnúť,sastatu
1428,stoßen::V,udrieť,bultzatu
1429,stehlen::V,kradnúť,ostu
1430,stehlen::V,kradnúť,lapurtu
1431,stören::V,vyrušiť,galarazi
1432,belästigen::V,obťažovať,gohaindu
1433,belästigen::V,obťažovať,alamena eman
1434,verbergen::V,skryť,ezkutatu
1435,täuschen::V,sklamať,tronpatu
1436,täuschen::V,sklamať,engainatu
1437,betrügen::V,klamať,iruzurtu
1438,betrügen::V,podvádzať,iruzurtu
1439,töten::V,zabiť,hil
1440,töten::V,zabiť,heriotza eman
1441,töten::V,usmrtiť,hil
1442,töten::V,usmrtiť,heriotza eman
1443,wohnen::V,bývať,bizi izan
1444,arbeiten::V,pracovať,lan egin
1445,arbeiten::V,pracovať,behar egin
1446,sammeln::V,zbierať,bildu
1447,sammeln::V,zbierať,bildumatu
1448,pflücken::V,trhať,batu
1449,pflücken::V,trhať,bildu
1450,pflücken::V,oberať,batu
1451,pflücken::V,oberať,bildu
1452,jagen::V,poľovať,ehizatu
1453,fischen::V,loviť ryby,arrantzatu
1454,fischen::V,loviť ryby,arrantza egin
1455,fischen::V,chytať ryby,arrantzatu
1456,fischen::V,chytať ryby,arrantza egin
1457,fassen::V,uloviť,harrapatu
1458,hüten::V,pásť,begiratu
1459,treiben::V,hnať,bultza egin
1460,anbinden::V,priviazať,estekatu
1461,füttern::V,kŕmiť,bazkatu
1462,melken::V,dojiť,jetzi
1463,hacken::V,seknúť,xehatu
1464,gießen::V,polievať,isuri
1465,reifen::V,dozrieť,heldu
1466,reifen::V,dozrieť,zoritu
1467,zubereiten::V,pripraviť,prestatu
1468,kochen::V,variť,egosi
1469,backen::V,piecť,labean egin
1470,backen::V,smažiť,labean egin
1471,braten::V,piecť,erregosi
1472,braten::V,pražiť,erregosi
1473,umrühren::V,pomiešať,eragin
1474,stricken::V,pliesť,trikotatu
1475,stricken::V,pliesť,puntu egin
1476,nähen::V,šiť,josi
1477,färben::V,zafarbiť,tindatu
1478,reinigen::V,čistiť,ikuzi
1479,reinigen::V,čistiť,garbitu
1480,waschen::V,myť,xahutu
1481,waschen::V,myť,garbitu
1482,abwischen::V,utrieť,xukatu
1483,spülen::V,vyplachovať,irakutzi
1484,fegen::V,zametať,erraztatu
1485,kehren::V,zametať,isastu
1486,baden::V,kúpať sa,bainatu
1487,baden::V,kúpať sa,bainua hartu
1488,sich waschen::V,umývať sa,burua garbitu
1489,ausziehen::V,zobliecť,erantzi
1490,anziehen::V,obliecť,jantzi
1491,sich anziehen::V,obliecť sa,jantzi
1492,kämmen::V,česať,orraztu
1493,schmücken::V,ozdobiť,apaindu
1494,sagen::V,povedať,esan
1495,sprechen::V,hovoriť,mintzatu
1496,sprechen::V,hovoriť,hitz egin
1497,reden::V,rozprávať,hitz egin
1498,sich unterhalten::V,rozprávať sa,solastu
1499,sich unterhalten::V,rozprávať sa,solas egin
1500,fragen::V,spýtať sa,galdetu
1501,bitten::V,prosiť,eskatu
1502,bitten::V,prosiť,galdegin
1503,erzählen::V,rozprávať,edestu
1504,erzählen::V,rozprávať,kontatu
1505,mitteilen::V,oznámiť,jakinarazi
1506,nennen::V,nazvať,izena eman
1507,nennen::V,menovať,izena eman
1508,rufen::V,volať,dei egin
1509,rufen::V,zavolať,dei egin
1510,prahlen::V,vystatovať sa,harrokerian ibili
1511,prahlen::V,vystatovať sa,ahoberokeriak esan
1512,übersetzen::V,preložiť,itzuli
1513,denken::V,myslieť,pentsatu
1514,denken::V,myslieť,gogoeta egin
1515,glauben::V,veriť,sinetsi
1516,bemerken::V,podotknuť,ohartu
1517,bemerken::V,podotknuť,konturatu
1518,bemerken::V,spozorovať,ohartu
1519,bemerken::V,spozorovať,konturatu
1520,erkennen::V,poznať,ezagutu
1521,erkennen::V,poznať,antzeman
1522,begreifen::V,pochopiť,ulertu
1523,begreifen::V,porozumieť,ulertu
1524,verstehen::V,rozumieť,aditu
1525,lernen::V,učiť sa,ikasi
1526,wissen::V,vedieť,jakin
1527,sich erinnern an::V,pamätať si na,gogoratu
1528,sich erinnern an::V,pamätať si na,gogoan izan
1529,vergessen::V,zabudnuť,ahaztu
1530,vergessen::V,zabudnuť,ahantzi
1531,messen::V,merať,neurtu
1532,zählen::V,počítať,zenbatu
1533,zählen::V,počítať,kopuratu
1534,rechnen::V,rátať,kalkulatu
1535,rechnen::V,počítať,kalkulatu
