,Concept_ID,xal,zh
821,krank sein::V,шалтглх,生病
822,schmerzen::V,өвдх,疼痛
823,husten::V,ханях,咳
824,genesen::V,эдгх,痊愈
825,sterben::V,үкх,死
826,sterben::V,өңгрх,死
827,umkommen::V,үкх,丧命
828,sich bewegen::V,көдлх,移动
829,sich bewegen::V,көндрх,移动
830,sich rühren::V,көндрх,动弹
831,sich erheben::V,босх,站起
832,sich setzen::V,суух,坐
833,hinfallen::V,унх,跌倒
834,hinfallen::V,киисх,跌倒
835,laufen::V,йовх,步行
836,schreiten::V,алхх,迈步
837,spazierengehen::V,сергҗ йовх,散步
838,eilen::V,шулудх,急忙
839,sich beeilen::V,адһх,赶快
840,sich beeilen::V,шамдх,赶快
841,sausen::V,хурдлх,疾驰
842,sausen::V,йир_хурдар_гүүх,疾驰
843,sausen::V,йир_хурдар_йовх,疾驰
844,rennen::V,гүүх,奔跑
845,springen::V,һәрәдх,跳
846,klettern::V,давшх,攀缘
847,schaukeln::V,дүүдңндх,荡秋千
848,kriechen::V,мөлкх,爬行
849,schwimmen::V,усчх,游泳
850,tauchen::V,булхх,潜水
851,rudern::V,хәәвдх,划船
852,fahren::V,йовх,行驶
853,fliegen::V,нисх,飞
854,gehen::V,йовх,走
855,weggehen::V,йовх,离去
856,weggehen::V,одх,离去
857,weggehen::V,һарх,离去
858,weggehen::V,мөрлх,离去
859,abfahren::V,мордх,出发
860,anhalten::V,зогсх,停住
861,hineingehen::V,орх,进去
862,eintreten::V,орх,进入
863,kommen::V,ирх,来
864,ankommen::V,ирх,到达
865,zurückkommen::V,орх,回来
866,bleiben::V,бәәх,停留
867,warten::V,күләх,等
868,erwarten::V,күләх,等候
869,suchen::V,хәәх,找
870,finden::V,олх,找到
871,versuchen::V,седх,尝试
872,vorbereiten::V,белдх,预备
873,lieben::V,дурлх,爱
874,mögen::V,таассгдх,喜欢
875,lachen::V,инәх,笑
876,rühren::V,уйрах,
877,weinen::V,уульх,哭
878,schimpfen::V,харах,骂
879,sich ärgern::V,уурлх,生气
880,sich fürchten::V,әәх,害怕
881,fürchten::V,әәх,害怕
882,fürchten::V,сүрдх,害怕
883,fliehen::V,зулх,逃走
884,flüchten::V,орһх,逃跑
885,flüchten::V,зулх,逃跑
886,sehen::V,үзх,看
887,anschauen::V,харх,注视
888,ansehen::V,хәләх,注视
889,ansehen::V,үзх,注视
890,hören::V,соңсх,听
891,zuhören::V,соңсх,倾听
892,probieren::V,амсх,尝
893,riechen::V,үнрчлх,闻
894,fühlen::V,медх,感到
895,scheinen::V,болҗ медгдх,照耀
896,scheinen::V,миниһәр болхла,照耀
897,scheinen::V,болад бәәх,照耀
898,zu sehen sein::V,үзгдх,可以看到
899,vernehmen::V,соңсх,审讯
900,frieren::V,даарх,觉得冷
901,tun::V,кех,作
902,können::V,чадх,能
903,wollen::V,дурлх,要
904,anfangen::V,эклх,开始
905,beenden::V,дуусх,结束
906,aufhören::V,уурх,停止
907,gelingen::V,бүтх,成功
908,gelingen::V,күцәх,成功
909,geraten::V,болх,陷于
910,öffnen::V,секх,打开
911,schließen::V,хаах,关
912,stellen::V,тәвх,放
913,setzen::V,суулһх,放
914,legen::V,тәвх,摆
915,berühren::V,көндәх,触
916,verbinden::V,боох,联结
917,bedecken::V,хучх,覆盖
918,bedecken::V,бүркх,覆盖
919,aufhängen::V,өлгх,挂
920,anzünden::V,асах,点
921,anzünden::V,шатах,点
922,aufheben::V,өөдән өргх,拾起
923,zurücklassen::V,үлдәх,遗留
924,verlieren::V,геех,丧失
925,fallen lassen::V,алдх,让掉下
926,machen::V,кех,做
927,herstellen::V,кех,生产
928,bauen::V,тосхх,建造
929,reparieren::V,ясх,修理
930,verbessern::V,сәәрүлх,改进
931,ändern::V,хүврәх,改变
932,graben::V,малтх,挖
933,beugen::V,нуһлх,弯下
934,biegen::V,матилһх,弯
935,drehen::V,эргүлх,转动
936,wenden::V,көмрх,转动
937,wenden::V,эргүлх,转动
938,umdrehen::V,эргүлх,转动
939,heben::V,өргх,举起
940,heben::V,деер өргх,举起
941,hochheben::V,өргх,抬高
942,ergreifen::V,бәрх,抓住
943,halten::V,бәрх,拿着
944,drücken::V,шахх,压
945,schieben::V,түлкх,推
946,kratzen::V,мааҗх,搔
947,lecken::V,долах,舔
948,beißen::V,хазх,咬
949,abreißen::V,таслх,撕下
950,abschneiden::V,тәәрх,切断
951,binden::V,боох,捆
952,stecken::V,шаах,插
953,stecken::V,хатхх,插
954,brechen::V,хамхлх,断裂
955,klopfen::V,цокх,敲
956,hauen::V,цокх,揍
957,kleben::V,наах,粘
958,reiben::V,зүлгх,摩擦
959,streichen::V,наах,涂
960,streichen::V,лашх,涂
961,streichen::V,түркх,涂
962,schleifen::V,хурцлх,拖曳
963,schneiden::V,хәәчлх,切
964,rütteln::V,дәәвлүлх,颠簸
965,schütteln::V,сегсрх,摇动
966,schwenken::V,дайлх,摇动
967,schütten::V,кех,倒
968,füllen::V,дүүргх,填满
969,einwickeln::V,орах,包
970,tragen::V,зөөх,提
971,schleppen::V,чирх,扛
972,ziehen::V,татх,拉
973,aufbewahren::V,хадһлх,保存
974,werfen::V,хайх,扔
975,fangen::V,бәрх,捕捉
976,fangen::V,хавлх,捕捉
977,packen::V,бәрх,抓住
978,verstecken::V,дүрх,藏
979,verstecken::V,бултулх,藏
980,teilen::V,хувах,分
981,schicken::V,илгәх,派遣
982,bringen::V,авч ирх,带来
983,hinzufügen::V,немх,添加
984,bekommen::V,авх,得到
985,erhalten::V,авх ,接到
986,nehmen::V,авх,拿
987,wählen::V,шүүх,挑选
988,auswählen::V,шүүх,选择
989,bewahren::V,хадһлх,保持
990,bewahren::V,кевтнь үлдәх,保持
991,bewahren::V,кевтнь бәәлһх,保持
992,behindern::V,харшлх,防碍
993,verderben::V,үрәх,败坏
994,beschädigen::V,эвдх,损坏
995,zerbrechen::V,күүлх,破碎
996,zerbrechen::V,хамхлх,破碎
997,zerreißen::V,шуучх,撕碎
998,zerstören::V,эвдх,毁坏
999,verbrennen::V,шатах,燃烧
1000,geben::V,өгх,给
1001,reichen::V,өгх,递给
1002,schenken::V,белглх,赠送
1003,versprechen::V,амлх,许诺
1004,wünschen::V,сә хәәх,祝
1005,loben::V,магтх,表扬
1006,küssen::V,үмсх,亲
1007,wiegen::V,саатулх,轻摇
1008,zudecken::V,бүркх,盖上
1009,wecken::V,серүлх,唤起
1010,zeigen::V,үзүлх,指
1011,führen::V,көтлх,带领
1012,lehren::V,заах,教
1013,lehren::V,сурһх,教
1014,unterrichten::V,сурһх,讲课
1015,unterrichten::V,багшлх,讲课
1016,aufziehen::V,өскәх,抚养
1017,leiten::V,һардх,领导
1018,leiten::V,толһалх,领导
1019,antreiben::V,шамдах,催促
1020,lassen::V,күч үзүлх,让
1021,einladen::V,үрх,邀请
1022,vereinigen::V,хамцулх,统一
1023,besuchen::V,одх,参观
1024,treffen::V,харһх,会面
1025,sich versammeln::V,цуглрх,聚集
1026,sich versammeln::V,хурх,聚集
1027,spielen::V,наадх,玩
1028,singen::V,дуулх,唱歌
1029,tanzen::V,биилх,跳舞
1030,sich trennen::V,хаһцх,分别
1031,verlassen::V,хайх,离开
1032,retten::V,әм аврх,救
1033,retten::V,әәмшгәс харсх,救
1034,bewachen::V,харх,守卫
1035,bewachen::V,манх,守卫
1036,schützen::V,харсх,保护
1037,verteidigen::V,харсх,保卫
1038,sich schlagen::V,гүвдлдх,打架
1039,schießen::V,хах,射击
1040,siegen::V,диилх,获胜
1041,ärgern::V,уурлулх,激怒
1042,schlagen::V,цокх,打
1043,schlagen::V,гүвдх,打
1044,stechen::V,хатхх,刺
1045,stoßen::V,түлкчкх,撞
1046,stehlen::V,хулхалх,盗窃
1047,stören::V,һә болх,干扰
1048,belästigen::V,амр эс өгх,打搅
1049,verbergen::V,нуух,隐藏
1050,verbergen::V,бултулх,隐藏
1051,täuschen::V,меклх,欺骗
1052,betrügen::V,меклх,欺骗
1053,betrügen::V,мек һарһх,欺骗
1054,töten::V,алх,杀
1055,wohnen::V,бәәх,居住
1056,arbeiten::V,көдлх,工作
1057,sammeln::V,түүх,收集
1058,pflücken::V,түүх,采
1059,pflücken::V,хурах,采
1060,jagen::V,аңнх,打猎
1061,jagen::V,аңһучлх,打猎
1062,fischen::V,заһс аңнх,捕鱼
1063,fassen::V,бәрх,捉住
1064,hüten::V,хәрүлх,守护
1065,treiben::V,туух,漂
1066,anbinden::V,уйх,拴
1067,füttern::V,теҗәх,喂
1068,melken::V,саах,挤奶
1069,hacken::V,чавчх,剁细
1070,gießen::V,услх,浇
1071,reifen::V,болх,成熟
1072,reifen::V,болвсрх,成熟
1073,zubereiten::V,белдх,
1074,kochen::V,чанх,煮
1075,kochen::V,болһх,煮
1076,backen::V,болһх,烤
1077,braten::V,хуурх,煎
1078,umrühren::V,самрх,搅拌
1079,stricken::V,өлгх,织
1080,nähen::V,уйх,缝
1081,färben::V,будх,染色
1082,reinigen::V,цеврлх,清洁
1083,waschen::V,уһах,洗
1084,abwischen::V,арчх,擦掉
1085,spülen::V,зәәлх,清洗
1086,fegen::V,сәвүрдх,扫
1087,kehren::V,сәвүрдх,打扫
1088,baden::V,өөмх,给...洗澡
1089,sich waschen::V,уһах,洗澡
1090,sich waschen::V,бийән уһаҗ,洗澡
1091,ausziehen::V,тәәлх,脱
1092,anziehen::V,өмсх,穿
1093,sich anziehen::V,хувцлх,穿衣
1094,kämmen::V,самлх,梳
1095,schmücken::V,чимх,装饰
1096,schmücken::V,кеерүлх,装饰
1097,sagen::V,келх,说
1098,sprechen::V,келх,说
1099,reden::V,күүндх,讲
1100,reden::V,күр_кех,讲
1101,sich unterhalten::V,күүндх,聊天
1102,fragen::V,сурх,问
1103,bitten::V,эрх,请
1104,erzählen::V,келх,叙述
1105,erzählen::V,келҗ өгх,叙述
1106,mitteilen::V,медүлх,通知
1107,nennen::V,нерәдх,叫做
1108,nennen::V,нер өгх,叫做
1109,rufen::V,дуудх,叫
1110,prahlen::V,көөрх,吹牛
1111,übersetzen::V,орчулх,翻译
1112,denken::V,санх,想
1113,glauben::V,шүтх,以为
1114,glauben::V,нәәлх,以为
1115,bemerken::V,темдглх,发觉
1116,erkennen::V,таньх,识别
1117,erkennen::V,медх,识别
1118,begreifen::V,медх,理解
1119,verstehen::V,соңсх,明白
1120,lernen::V,сурх,学
1121,wissen::V,медх,知道
1122,sich erinnern an::V,санх,回忆
1123,vergessen::V,мартх,忘记
1124,messen::V,кемҗәлх,测量
1125,zählen::V,тоолх,数
1126,rechnen::V,тоолх,计算
1127,lesen::V,умшх,读
1128,malen::V,зурх,画
1129,zeichnen::V,зурх,绘制
1130,schreiben::V,бичх,写
1131,besitzen::V,эзлх,占有
1132,kaufen::V,хулдҗ авх,买
1133,verkaufen::V,хулдх,卖
1134,verkaufen::V,гүүлгх,卖
1135,bezahlen::V,өгх,付钱
1136,zahlen::V,өгх,支付
1137,beherrschen::V,эзлх,统治
1138,ertragen::V,даах,忍耐
1139,treten::V,,踢
