,Concept_ID,vep,nl
169,Hase::N,jäniš,haas
170,Maus::N,hir',muis
171,Wolf::N,händikaz,wolf
172,Vogel::N,lind,vogel
173,Schwarm::N,parveh,zwerm
174,Huhn::N,kana,kip
175,Huhn::N,kana,hoen
176,Hahn::N,kukoi,haan
177,Gans::N,hanh',gans
178,Adler::N,orl,arend
179,Ente::N,sorz,eend
180,Eule::N,hir'pulo,uil
181,Kranich::N,kurg,kraanvogel
182,Krähe::N,variš,kraai
183,Kuckuck::N,kägi,koekoek
184,Schwan::N,joucen,zwaan
185,Fisch::N,kala,vis
186,Barsch::N,ahven,baars
187,Hecht::N,haug',snoek
188,Schlange[Tier]::N,kü,slang
189,Schlange[Tier]::N,mado,slang
190,Wurm::N,mado,worm
191,Spinne::N,hämähouk,spin
192,Ameise::N,murahaine,mier
193,Laus::N,täi,luis
194,Mücke::N,säs'k,mug
195,Fliege::N,kärbhaine,vlieg
196,Schmetterling::N,lipkaine,vlinder
197,Beere::N,marj,bes
198,Apfel::N,jablok,appel
199,Pilz::N,sen',paddestoel
200,Pilz::N,babuk,paddestoel
201,Zwiebel::N,lauk,ui
202,Saat::N,semned,zaad
203,Korn::N,jüvä,graan
204,Korn::N,jüvä,korrel
205,Korn::N,vill',graan
206,Korn::N,vill',korrel
207,Heu::N,hein,hooi
208,Schale::N,kor',schil
209,Grube::N,kop,kuil
210,Falle::N,rida,val
211,Schlinge::N,rihm,strop
212,Spur::N,jäl'g,spoor
213,Asche::N,tuhk,as
214,Dreck::N,redu,drek
215,Dreck::N,pačak,drek
216,Eisen::N,raud,ijzer
217,Gold::N,kuld,goud
218,Silber::N,hobed,zilver
219,Kohle::N,hil',kool
220,Glas::N,stökol,glas
221,Lehm::N,savi,klei
222,Sand::N,lete,zand
223,Mensch::N,mez',mens
224,Mensch::N,ristit,mens
225,Mann::N,mez',man
226,Frau::N,naine,vrouw
227,Kind::N,laps',kind
228,Junge::N,poig,jongen
229,Junge::N,prihaine,jongen
230,Mädchen::N,neičukaine,meisje
231,Familie::N,kanz,gezin
232,Familie::N,kanz,familie
233,Familie::N,pereh,gezin
234,Familie::N,pereh,familie
235,Großvater::N,ded,grootvader
236,Großmutter::N,bab,grootmoeder
237,Eltern::N,vanhembad,ouders
238,Eltern::N,kazvatajad,ouders
239,Vater::N,tat,vader
240,Mutter::N,mam,moeder
241,Sohn::N,poig,zoon
242,Tochter::N,tütär,dochter
243,Bruder::N,veik,broer
244,Bruder::N,veik,broeder
245,Bruder::N,vell',broer
246,Bruder::N,vell',broeder
247,Schwester::N,čiža,zus
248,Schwester::N,čiža,zuster
249,Schwester::N,sizar,zus
250,Schwester::N,sizar,zuster
251,Onkel::N,däd',oom
252,Tante::N,tädi,tante
253,Ehemann::N,mužik,echtgenoot
254,Ehefrau::N,ak,echtgenote
255,Freude::N,ilo,vreugde
256,Freude::N,ihastuz,vreugde
257,Gelächter::N,nagr,gelach
258,Glück::N,oza,geluk
259,Kummer::N,gor'a,verdriet
260,Wunsch::N,taht,wens
261,Wunsch::N,taht,verlangen
262,Lust::N,himo,zin
263,Lust::N,himo,lust
264,Geist::N,heng,geest
265,Gedanke::N,meletuz,gedachte
266,Gedächtnis::N,mušt,geheugen
267,Verstand::N,mel',verstand
268,Sinn::N,jüvä,betekenis
269,Grund::N,sü,reden
270,Wahrheit::N,tozi,waarheid
271,Gespräch::N,lodu,gesprek
272,Gespräch::N,pagin,gesprek
273,Märchen::N,sarn,sprookje
274,Erzählung::N,sanutez,verhaal
275,Nachricht::N,tedotuz,tijding
276,Neuigkeit::N,uzištuz,nieuws
277,Neuigkeit::N,uzištuz,nieuwtje
278,Name::N,nimi,naam
279,Rätsel::N,ozoitez,raadsel
280,Rede::N,pagin,rede
281,Rede::N,sanad,rede
282,Sprache::N,kel',taal
283,Stimme::N,än',stem
284,Wort::N,sana,woord
285,Zeichen::N,znam,teken
286,Ruf::N,kida,roep
287,Ruf::N,kucund,roep
288,Lärm::N,judu,lawaai
289,Laut::N,kulund,klank
290,Laut::N,kulund,geluid
291,Ton::N,kulund,toon
292,Ton::N,kulund,klank
293,Lied::N,pajo,lied
294,Ruhe::N,lebu,rust
295,Ruhe::N,lebu,stilte
296,Leute::N,rahvaz,lui
297,Leute::N,rahvaz,mensen
298,Volk::N,rahvaz,volk
299,Arbeit::N,tö,werk
300,Arbeit::N,tö,arbeid
301,Arbeit::N,rad,werk
302,Arbeit::N,rad,arbeid
303,Gast::N,adiv,gast
304,Geschenk::N,lahj,cadeau
305,Geschenk::N,lahj,geschenk
306,Spiel::N,vänd,spel
307,Gesellschaft::N,sebr,gezelschap
308,Hilfe::N,abu,hulp
309,Freund::N,sebranik,vriend
310,Kamerad::N,sebranik,maat
311,Kamerad::N,sebranik,metgezel
312,Angelegenheit::N,azj,zaak
313,Angelegenheit::N,azj,aangelegenheid
314,Anzahl::N,lugu,tal
315,Anzahl::N,lugu,aantal
316,Art::N,rod,slag
317,Art::N,rod,soort
318,Art::N,rodsugu,slag
319,Art::N,rodsugu,soort
320,Stück::N,pala,stuk
321,Stück::N,supal,stuk
322,Teil::N,pala,deel
323,Hälfte::N,pol',helft
324,Kreis::N,ümbruz,kring
325,Kreis::N,ümbruz,cirkel
326,Kreis::N,kehkruz,kring
327,Kreis::N,kehkruz,cirkel
328,Kreuz::N,rist,kruis
329,Linie::N,pird,lijn
330,Strich::N,pird,haal
331,Strich::N,pird,streep
332,Abstand::N,keskust,afstand
333,Entfernung::N,matk,afstand
334,Gegend::N,taho,streek
335,Platz::N,avaruz',ruimte
336,Ort::N,koht,oord
337,Ort::N,koht,plaats
338,Seite::N,pol',zij
339,Seite::N,pol',kant
340,Seite::N,pol',zijde
341,Seite::N,kül'g,zij
342,Seite::N,kül'g,kant
343,Seite::N,kül'g,zijde
344,Mitte::N,kesk,midden
345,Gegenstand::N,kalu,voorwerp
346,Sache::N,azj,zaak
347,Rand::N,röun,rand
348,Rand::N,röun,boord
349,Kante::N,röun,kant
350,Ecke::N,saum,hoek
351,Spitze::N,agjaine,punt
352,Spitze::N,agjaine,spits
353,Ende::N,agj,einde
354,Ende::N,agj,uiteinde
355,Loch::N,reig,gat
356,Winkel::N,čoga,hoek
357,Winkel::N,saum,hoek
358,Muster::N,kirjam,dessin
359,Muster::N,kirjam,patroon
360,Größe::N,suruz',grootte
361,Länge::N,piduz,lengte
362,Höhe::N,korktuz',hoogte
363,Gewicht::N,jügu,gewicht
364,Gewicht::N,vedäduz,gewicht
365,Menge::N,äjüz',hoeveelheid
366,Haufen::N,kogo,hoop
367,Reihe::N,rivi,rij
368,Reihe::N,rivi,reeks
369,Boot::N,veneh,boot
370,Ruder::N,air,roeiriem
371,Schlitten::N,regi,slee
372,Schlitten::N,regi,slede
373,Schlitten::N,regut,slee
374,Schlitten::N,regut,slede
375,Ski::N,suks',ski
376,Lagerfeuer::N,nodj,kampvuur
377,Lagerfeuer::N,pažag,kampvuur
378,Last::N,jüguz,last
379,Last::N,jüguz,vracht
380,Gang::N,astund,wandeling
381,Schritt::N,hašk,stap
382,Schritt::N,hašk,schrede
383,Norden::N,pohjoine,noorden
384,Süden::N,suvi,zuiden
385,Westen::N,päivlaskm,westen
386,Osten::N,päivnouzm,oosten
387,Holz::N,pu,hout
388,Brett::N,laud,plank
389,Platte::N,keitim,plaat
390,Stütze::N,tugi,stut
391,Stütze::N,tugi,steun
392,Stange::N,arz',stang
393,Stock::N,kalu,stok
394,Stab::N,seibaz,staf
395,Rohr::N,torv,pijp
396,Haus::N,pert',huis
397,Heim::N,kodi,tehuis
398,Ofen::N,päč,kachel
399,Fußboden::N,lava,vloer
400,Tisch::N,laud,tafel
401,Tisch::N,stal'c,tafel
402,Stuhl::N,ištim,stoel
403,Wiege::N,kätte,wieg
404,Bett::N,sija,bed
405,Bett::N,magaduzsija,bed
406,Regal::N,palič,rek
407,Kiste::N,mülütim,kist
408,Fenster::N,ikun,raam
409,Fenster::N,ikun,venster
410,Tür::N,uks',deur
411,Tor::N,verai,poort
412,Zaun::N,aid,omheining
413,Dach::N,katuz,dak
414,Leiter::N,pordhad,ladder
415,Besen::N,lud,bezem
416,Besen::N,vast,bezem
417,Spaten::N,labid,schop
418,Schaufel::N,labid,schep
419,Gabel::N,hangoine,vork
420,Löffel::N,luzik,lepel
421,Messer::N,veič,mes
422,Nagel::N,nagl,spijker
423,Netz::N,verk,net
424,Haken::N,kouk,haak
425,Griff::N,kägä,handvat
426,Griff::N,varz',handvat
427,Schloss::N,lukkol,slot
428,Bild::N,kuva,beeld
429,Figur::N,figur,figuur
430,Puppe::N,tätüine,pop
431,Beutel::N,havad,zak
432,Beutel::N,havad,buidel
433,Bündel::N,toppaz,pak
434,Bündel::N,toppaz,bundel
435,Bündel::N,käč,pak
436,Bündel::N,käč,bundel
437,Tasche::N,sumk,tas
438,Eimer::N,vädr,emmer
439,Deckel::N,katuz,deksel
440,Geschirr::N,astii,vaatwerk
441,Sack::N,havad,zak
442,Tasse::N,čašk,kop
443,Topf::N,pada,pan
444,Kessel::N,katil,ketel
445,Essen::N,sönd,eten
446,Nahrung::N,söm,voedsel
447,Speise::N,sömine,spijs
448,Fleisch::N,liha,vlees
449,Getreide::N,vill',graan
450,Brei::N,pudr,pap
451,Brei::N,pudr,brij
452,Brot::N,leib,brood
453,Scheibe::N,bibaleh,plak
454,Scheibe::N,bibaleh,snede
455,Scheibe::N,šlik,plak
456,Scheibe::N,šlik,snede
457,Fett::N,razv,vet
458,Butter::N,voi,boter
459,Öl::N,voi,olie
460,Salz::N,sol,zout
461,Suppe::N,lem',soep
462,Suppe::N,keitoz,soep
463,Honig::N,mezi,honing
464,Milch::N,maid,melk
465,Tee::N,čai,thee
466,Leder::N,nahk,leer
467,Leder::N,nahk,leder
468,Wolle::N,vill,wol
469,Stoff::N,kangaz,stof
470,Nadel::N,negl,naald
471,Faden::N,nit',draad
472,Knopf::N,nübl',knoop
473,Knoten::N,sol'm,knoop
474,Farbe::N,muju,verf
475,Kleidung::N,sobad,kledij
476,Kleidung::N,sobad,kleding
477,Hemd::N,paid,hemd
478,Kragen::N,kagluz,kraag
479,Ärmel::N,hijam,mouw
480,Hose::N,štanad,broek
481,Hose::N,štanad,pantalon
482,Gürtel::N,vö,riem
483,Gürtel::N,vö,gordel
484,Mütze::N,šapuk,muts
485,Schuh::N,keng',schoen
486,Stiefel::N,sapug,laars
487,Ring::N,rengaz,ring
488,Band::N,lentaine,lint
489,Kamm::N,suga,kam
490,Spiegel::N,zerkol,spiegel
491,Riemen::N,vö,riem
492,Schnur::N,nor,koord
493,Leine::N,talutimnor,lijn
494,Decke::N,sijakatuz,deken
495,Kissen::N,pöluz,kussen
496,Tuch::N,paik,doek
497,Handtuch::N,käzipaik,handdoek
498,Kraft::N,vägi,kracht
499,Stärke::N,vahvuz',sterkte
500,Gesundheit::N,tervhuz,gezondheid
501,Krankheit::N,läžund,ziekte
502,Schmerz::N,kibu,pijn
503,Wunde::N,čapatez,wond
504,Fieber::N,säru,koorts
505,Arznei::N,zel'l',medicament
506,Arznei::N,zel'l',geneesmiddel
507,Brücke::N,sild,brug
508,Brunnen::N,kaiv,put
509,Brunnen::N,kaiv,bron
510,Weide::N,omaluine,wei
511,Weide::N,omaluine,weide
512,Pfad::N,tehut,pad
513,Weg::N,te,weg
514,Straße::N,te,baan
515,Straße::N,te,straat
516,Dorf::N,külä,dorp
517,Stadt::N,lidn,stad
518,Brief::N,kirjeine,brief
519,Buch::N,kirj,boek
520,Buchstabe::N,kirjam,letter
521,Zeitung::N,lehtez,krant
522,Zeitung::N,lehtez,dagblad
523,Leben::N,elo,leven
524,Tod::N,surm,dood
525,Grab::N,kaum,graf
526,Kirche::N,jumalanpert',kerk
527,Sünde::N,grähk,zonde
528,Gott::N,jumal,god
529,Arbeiter::N,radnik,arbeider
530,Chef::N,pämez',chef
531,Meister::N,mastar,meester
532,Arzt::N,lekar',arts
533,Arzt::N,lekar',dokter
534,Lehrer::N,opendai,leraar
535,Lehrer::N,opendai,onderwijzer
536,Geld::N,rahad,geld
537,Geschäft::N,biznes,zaak
538,Laden::N,lauk,winkel
539,Preis::N,arv,prijs
540,Ware::N,tavar,waar
541,Nutzen::N,liža,nut
542,Nutzen::N,liža,voordeel
543,Reichtum::N,kodielo,rijkdom
544,Reichtum::N,kal'huz',rijkdom
545,Welt::N,mail'm,wereld
546,Land::N,ma,land
547,Staat::N,valdkund,staat
548,König::N,kunigaz,koning
549,Macht::N,vald,macht
550,Grenze::N,röun,grens
551,Krieg::N,soda,oorlog
552,Feind::N,vihanik,vijand
553,Feind::N,vastustai,vijand
554,Gewalt::N,vägivald,geweld
555,Kampf::N,tora,strijd
556,Kampf::N,tora,gevecht
557,Bogen[Waffe]::N,taug,boog
558,Pfeil::N,nol,pijl
559,Gewehr::N,oružj,geweer
560,Fehler::N,viga,fout
561,Lüge::N,kelastuz,leugen
562,Schaden::N,pahuz',schade
563,Unglück::N,bed,tegenspoed
564,Unglück::N,gor'a,tegenspoed
565,Schuld::N,värhuz',schuld
566,Alter::N,igä,leeftijd
567,Schluss::N,lop,slot
568,Zeit::N,aig,tijd
569,Tag::N,päiv,dag
570,Morgen::N,homendez,morgen
571,Morgen::N,homendez,ochtend
572,Mittag::N,keskpäiv,middag
573,Abend::N,eht,avond
574,Nacht::N,ö,nacht
575,Woche::N,nedal',week
576,Monat::N,ku,maand
577,Jahr::N,voz',jaar
578,Frühling::N,keväz',lente
579,Frühling::N,keväz',voorjaar
580,Sommer::N,keza,zomer
581,Herbst::N,sügüz',herfst
582,Winter::N,tal'v,winter
583,Januar::N,viluku,januari
584,Februar::N,uhoku,februari
585,März::N,keväz'ku,maart
586,April::N,sulaku,april
587,Mai::N,semendku,mei
588,Juni::N,kezaku,juni
589,Juli::N,heinku,juli
590,August::N,eloku,augustus
591,September::N,sügüz'ku,september
592,Oktober::N,reduku,oktober
593,November::N,kül'mku,november
594,Dezember::N,tal'vku,december
595,Montag::N,ezmärg,maandag
596,Dienstag::N,tožnarg,dinsdag
597,Mittwoch::N,koumanz'päiv,woensdag
598,Donnerstag::N,nellänz'päiv,donderdag
599,Freitag::N,pätnič,vrijdag
600,Freitag::N,videnz'päiv,vrijdag
601,Samstag::N,sobat,zaterdag
602,Sonntag::N,pühäpäiv,zondag
603,groß::A,sur',groot
604,groß::A,järed,groot
605,klein::A,pen',klein
606,klein::A,pičuine,klein
607,lang::A,pit'k,lang
608,kurz::A,lühüd,kort
609,breit::A,leved,breed
610,schmal::A,kaid,smal
611,dicht::A,tihed,dicht
612,dick[Gegenstand]::A,paks,dik
613,dünn::A,hoik,dun
614,fein::A,hen,fijn
615,fest::A,luja,vast
616,fest::A,ninev,vast
617,flach::A,lapak,plat
618,glatt::A,siled,glad
619,hart::A,kova,hard
620,weich::A,pehmed,week
621,rund::A,kehker,rond
622,spitz::A,nügu,spits
623,spitz::A,nügu,puntig
624,spitz::A,terav,spits
625,spitz::A,terav,puntig
626,scharf::A,terav,scherp
627,stumpf::A,tül'c,stomp
628,schwer::A,jüged,zwaar
629,schön::A,čoma,mooi
630,schön::A,čoma,fraai
631,heiß::A,räk,heet
632,warm::A,läm',warm
633,kalt::A,vilu,koud
634,kühl::A,raibak,koel
635,kühl::A,viluhk,koel
636,frisch::A,lahed,fris
637,feucht::A,neps,vochtig
638,feucht::A,toreh,vochtig
639,nass::A,märg,nat
640,trocken::A,kuiv,droog
641,voll::A,täuz',vol
642,leer::A,joudai,leeg
643,offen::A,avoin,open
644,offen::A,avol'jaine,open
645,geschlossen::A,saubaline,gesloten
646,sauber::A,puhtaz,net
647,sauber::A,puhtaz,schoon
648,schmutzig::A,redukaz,vuil
649,roh::A,rohk,rauw
650,roh::A,toreh,rauw
651,reif::A,küps,rijp
652,lecker::A,magukaz,lekker
653,süß::A,maged,zoet
654,bitter::A,karged,bitter
655,sauer::A,muiged,zuur
656,hell::A,kirkas,licht
657,hell::A,kirkas,helder
658,hell::A,valgei,licht
659,hell::A,valgei,helder
660,dunkel::A,pimed,donker
661,schwarz::A,must,zwart
662,weiß::A,vauged,wit
663,rot::A,rusked,rood
664,gelb::A,pakuine,geel
665,blau::A,sinine,blauw
666,grün::A,vihand,groen
667,grau::A,hahk,grijs
668,bunt::A,kirjav,bont
669,billig::A,odav,goedkoop
670,teuer::A,kalliž,duur
671,wertvoll::A,arvokas,kostbaar
672,wertvoll::A,arvokas,waardevol
673,blind::A,soged,blind
674,taub::A,kurdiž,doof
675,kräftig::A,vägev,krachtig
676,stark::A,vahv,sterk
677,stark::A,vägekaz,sterk
678,schwach::A,väll',zwak
679,fett::A,razvakaz,vet
680,schlank::A,kapos,slank
681,hübsch::A,čoma,leuk
682,böse::A,äred,kwaad
683,böse::A,käred,kwaad
684,dumm::A,el'getoi,dom
685,faul::A,lašk,lui
686,fleißig::A,radonnavedii,vlijtig
687,geizig::A,ažlak,gierig
688,klug::A,melev,slim
689,klug::A,melev,schrander
690,klug::A,melev,verstandig
691,klug::A,melekaz,slim
692,klug::A,melekaz,schrander
693,klug::A,melekaz,verstandig
694,geschickt::A,mahtokaz,handig
695,geschickt::A,mahtokaz,vaardig
696,lieb::A,izo,lief
697,lieb::A,sula,lief
698,lustig::A,ilokaz,vrolijk
699,sanft::A,laskav,zacht
700,hungrig::A,näl'ghine,hongerig
701,krank::A,läžui,ziek
702,nackt::A,alastoi,naakt
703,traurig::A,opalahine,treurig
704,traurig::A,opalahine,bedroefd
705,lebendig::A,eläb,levend
706,gut::A,hüvä,goed
707,schlecht::A,huba,slecht
708,richtig::A,oiged,juist
709,schlimm::A,paha,erg
710,schlimm::A,paha,kwaad
711,wahr::A,todesine,waar
712,alt::A,vanh,oud
713,neu::A,uz',nieuw
714,ehemalig::A,edeline,voormalig
715,alt[Lebewesen]::A,ravaz,oud
716,jung::A,nor',jong
717,arm::A,gol'l',arm
718,reich::A,elokaz,rijk
719,bekannt::A,tutab,bekend
720,berühmt::A,tetab,beroemd
721,fremd::A,veraz,vreemd
722,verschieden::A,erazvuitte,verscheiden
723,verschieden::A,erazvuitte,verschillend
724,nah::A,läheline,nabij
725,nah::A,läheline,nabijgelegen
726,fern::A,edahaine,ver
727,linker::A,hura,linker
728,rechter::A,oiged,rechter
729,anderer::A,toine,andere
730,erster::A,ezmäine,eerste
731,zweiter::A,toine,tweede
732,dritter::A,koumanz',derde
733,letzter::A,jäl'gmäine,laatste
734,allein::ADV,üksnäze,alleen
735,auf einmal::ADV,ühten aigan,ineens
736,auf einmal::ADV,ühten aigan,tegelijk
737,zusammen::ADV,ühtes,samen
738,zusammen::ADV,ühtes,bijeen
739,lange::ADV,hätken,lang
740,plötzlich::ADV,äkkid,eensklaps
741,plötzlich::ADV,äkkid,plotsklaps
742,sofort::ADV,kerdalaz,terstond
743,sofort::ADV,kerdalaz,aanstonds
744,sofort::ADV,kerdalaz,onmiddelijk
745,später::ADV,möhemba,later
746,jetzt::ADV,nügüd',nu
747,jetzt::ADV,nügüd',nou
748,jetzt::ADV,nügüd',thans
749,heute::ADV,tämbei,heden
750,heute::ADV,tämbei,vandaag
751,morgen::ADV,homen,morgen
752,bald::ADV,pigai,gauw
753,bald::ADV,pigai,weldra
754,dann::ADV,sid',dan
755,dann::ADV,sid',toen
756,gestern::ADV,eglai,gisteren
757,einst::ADV,ende,eens
758,einst::ADV,kerdan,eens
759,damals::ADV,siloi,toen
760,damals::ADV,siloi,destijds
761,danach::ADV,sid',daarna
762,vorher::ADV,ende,vooraf
763,vorher::ADV,ende,van tevoren
764,zuerst::ADV,ezmäi,eerst
765,zuerst::ADV,ezmäi,het eerst
766,einmal::ADV,kerdan,eens
767,einmal::ADV,kerdan,eenmaal
768,manchmal::ADV,erašti,soms
769,oft::ADV,paksus,vaak
770,oft::ADV,paksus,dikwijls
771,immer::ADV,kaiken,altijd
772,niemals::ADV,ei nikonz,nooit
773,hier::ADV,täs,hier
774,hier::ADV,tägä,hier
775,hierhin::ADV,tänna,hierheen
776,von hier::ADV,täspäi,van hier
777,von hier::ADV,täspäi,hiervandaan
778,von hier::ADV,sid'päi,van hier
779,von hier::ADV,sid'päi,hiervandaan
780,dort::ADV,sigä,daar
781,dort::ADV,sigä,ginds
782,dorthin::ADV,sinna,daarheen
783,dorthin::ADV,nakkale,daarheen
784,geradeaus::ADV,kohtha,rechtuit
785,geradeaus::ADV,kohtha,rechtdoor
786,vorwärts::ADV,edehe,vooruit
787,vorwärts::ADV,edehe,voorwaarts
788,rückwärts::ADV,sel'gin,achteruit
789,rückwärts::ADV,sel'gin,achterwaarts
790,zurück::ADV,tagaze,terug
791,unten::ADV,alahan,beneden
792,unten::ADV,alahan,onderaan
793,hinab::ADV,alaz,omlaag
794,hinab::ADV,alaz,naar beneden
795,hinab::ADV,alahaks,omlaag
796,hinab::ADV,alahaks,naar beneden
797,oben::ADV,ülähän,boven
798,hinauf::ADV,ülez,omhoog
799,hinauf::ADV,ülez,naar boven
800,hinauf::ADV,ülähäks,omhoog
801,hinauf::ADV,ülähäks,naar boven
802,überall::ADV,kaikjal,alom
803,überall::ADV,kaikjal,overal
804,nicht::ADV,ei,niet
805,ein wenig::ADV,vähän,wat
806,kaum::ADV,habi,amper
807,kaum::ADV,habi,nauwelijks
808,sehr::ADV,lujas,erg
809,sehr::ADV,lujas,zeer
810,so::ADV,muga,zo
811,so::ADV,ninga,zo
812,noch::ADV,völ,nog
813,nur::ADV,järg,maar
814,nur::ADV,järg,alleen
815,nur::ADV,vaiše,maar
816,nur::ADV,vaiše,alleen
817,schon::ADV,jo,al
818,schon::ADV,jo,reeds
819,wieder::ADV,möst,weer
820,wieder::ADV,möst,terug
821,vergebens::ADV,uhtei,vergeefs
822,vergebens::ADV,uhtei,tevergeefs
823,vor::PRP,edes,voor
824,hinter::PRP,taga,achter
825,unter::PRP,al,onder
826,unter::PRP,al,beneden
827,durch::PRP,läbi,door
828,durch::PRP,kal't,door
829,neben::PRP,rindal,naast
830,zwischen::PRP,keskes,tussen
831,wegen::PRP,tagut,wegens
832,wegen::PRP,tagut,vanwege
833,dies::PRN,nece,dit
834,das::PRN,se,dat
835,alles::PRN,kaik,alles
836,ich::PRN,minä,ik
837,du::PRN,sinä,je
838,du::PRN,sinä,jij
839,er::PRN,hän,hij
