,Concept_ID,pl,be
814,werden::V,stać się,зрабіцца
815,passieren::V,dziać się,трапіцца
816,passieren::V,zdarzyć się,трапіцца
817,beginnen::V,zacząć się,пачацца
818,enden::V,kończyć się,кончыцца
819,wechseln::V,zmienić się,мяняцца
820,aufgehen[Sonne]::V,wzejść,узысці
821,untergehen[Sonne]::V,zajść,зайсці
822,scheinen[Sonne]::V,świecić,свяціць
823,donnern::V,grzmieć,грымець
824,wehen::V,wiać,дзьмуць
825,strömen::V,płynąć,ліцца
826,strömen::V,lać się,ліцца
827,fließen::V,ciec,цячы
828,fließen::V,płynąć,цячы
829,sich drehen::V,obracać się,круціцца
830,sich drehen::V,obracać się,варочацца
831,schwanken::V,chwiać się,хістацца
832,schwingen::V,wahać się,гайдацца
833,schwingen::V,wahać się,калыхацца
834,fallen::V,padać,падаць
835,brennen::V,palić się,гарэць
836,rauchen::V,dymić,дымець
837,rauchen::V,dymić się,дымець
838,regnen::V,padać,дажджыць
839,gefrieren::V,zamarznąć,замерзнуць
840,tauen::V,tajać,раставаць
841,schmelzen::V,topnieć,плавіцца
842,trocknen::V,schnąć,сохнуць
843,sieden::V,wrzeć,кіпець
844,sieden::V,kipieć,кіпець
845,faulen::V,gnić,гнісці
846,verfaulen::V,zgnić,згнісці
847,reißen::V,urywać się,ірвацца
848,versinken::V,tonąć,тануць
849,vergehen::V,przechodzić,праходзіць
850,erscheinen::V,zjawiać się,зʼявіцца
851,verschwinden::V,zniknąć,знікнуць
852,sinken::V,spadać,спадаць
853,abnehmen::V,spadać,паменшыцца
854,zunehmen::V,wzrosnąć,павялічвацца
855,steigen::V,wzrastać,паднімацца
856,wachsen::V,rosnąć,расці
857,glänzen::V,błyszczeć,блішчаць
858,funkeln::V,zabłyszczeć,бліскаць
859,lärmen::V,hałasować,шумець
860,läuten::V,dzwonić,званіць
861,klingeln::V,dzwonić,званіць
862,klirren::V,brzęczeć,бразгаць
863,brausen::V,huczeć,бушаваць
864,rauschen::V,szumieć,шастаць
865,rauschen::V,szeleścić,шастаць
866,klingen::V,brzmieć,гучаць
867,klingen::V,dźwięczeć,гучаць
868,bellen::V,szczekać,брахаць
869,heulen::V,wyć,выць
870,blasen::V,dmuchnąć,дзьмухнуць
871,pfeifen::V,gwizdać,свістаць
872,schreien::V,krzyczeć,крычаць
873,stöhnen::V,stękać,стагнаць
874,zittern::V,drżeć,дрыжаць
875,leben::V,żyć,жыць
876,geboren werden::V,urodzić się,нарадзіцца
877,atmen::V,oddychać,дыхаць
878,trinken::V,pić,піць
879,essen::V,jeść,есці
880,schlucken::V,połknąć,глытаць
881,müde werden::V,zmęczyć się,стаміцца
882,einschlafen::V,zasnąć,заснуць
883,schlafen::V,spać,спаць
884,aufwachen::V,obudzić się,рассыпацца
885,aufstehen::V,wstać,устаць
886,sich erholen::V,wypoczywać,адпачываць
887,krank werden::V,zachorować,захварэць
888,krank sein::V,chorować,хварэць
889,schmerzen::V,boleć,балець
890,husten::V,kaszlać,кашляць
891,genesen::V,wyzdrowieć,паправіцца
892,genesen::V,wyzdrowieć,паздаравець
893,sterben::V,umrzeć,памерці
894,umkommen::V,zginąć,загінуць
895,sich bewegen::V,poruszać się,рухацца
896,sich rühren::V,ruszyć się,варушыцца
897,sich erheben::V,podnieść się,устаць
898,sich setzen::V,usiąść,сесці
899,hinfallen::V,upaść,упасці
900,laufen::V,chodzić,хадзіць
901,schreiten::V,kroczyć,шагаць
902,schreiten::V,kroczyć,крочыць
903,spazierengehen::V,iść na spacer,гуляць
904,eilen::V,pospieszać,спяшацца
905,sich beeilen::V,pospieszyć się,спяшацца
906,sausen::V,pędzić,імчацца
907,rennen::V,biec,бегаць
908,rennen::V,biegać,бегаць
909,springen::V,skakać,скакаць
910,klettern::V,wspinać się,лазіць
911,schaukeln::V,huśtać,гайдацца
912,schaukeln::V,kołysać,гайдацца
913,kriechen::V,pełzać,поўзаць
914,kriechen::V,czołgać się,поўзаць
915,schwimmen::V,pływać,плаваць
916,tauchen::V,zanurzać się,ныраць
917,rudern::V,wiosłować,веславаць
918,fahren::V,jechać,ехаць
919,fliegen::V,latać,лятаць
920,fliegen::V,lecieć,лятаць
921,gehen::V,iść,ісці
922,weggehen::V,odejść,пайсці
923,abfahren::V,odjechać,адʼяжджаць
924,anhalten::V,zatrzymać się,спыніцца
925,anhalten::V,zatrzymać się,затрымацца
926,hineingehen::V,wchodzić,уваходзіць
927,eintreten::V,wejść,увайсці
928,eintreten::V,nastąpić,увайсці
929,kommen::V,przyjść,прыйсці
930,ankommen::V,przybyć,прыбыць
931,zurückkommen::V,wrócić,вярнуцца
932,bleiben::V,zostać,застацца
933,warten::V,czekać,чакаць
934,erwarten::V,oczekiwać,чакаць
935,suchen::V,szukać,шукаць
936,finden::V,znaleźć,знайсці
937,versuchen::V,próbować,прабаваць
938,vorbereiten::V,przygotować,падрыхтаваць
939,lieben::V,kochać,кахаць
940,mögen::V,lubić,любіць
941,lachen::V,śmiać się,смяяцца
942,rühren::V,wzruszyć,расчуліць
943,weinen::V,płakać,плакаць
944,schimpfen::V,kląć,лаяцца
945,sich ärgern::V,gniewać się,сердаваць
946,sich fürchten::V,bać się,баяцца
947,fürchten::V,bać się,баяцца
948,fliehen::V,uciekać,уцякаць
949,flüchten::V,uciec,уцячы
950,sehen::V,widzieć,бачыць
951,sehen::V,zobaczyć,бачыць
952,anschauen::V,oglądać,паглядзець
953,ansehen::V,popatrzeć na,глядзець
954,hören::V,słyszeć,чуць
955,zuhören::V,słuchać,слухаць
956,probieren::V,kosztować,каштаваць
957,riechen::V,wąchać,нюхаць
958,fühlen::V,czuć,адчуваць
959,fühlen::V,odczuwać,адчуваць
960,scheinen::V,wydawać się,здавацца
961,zu sehen sein::V,widnieć,віднецца
962,vernehmen::V,usłyszeć,пачуць
963,frieren::V,marznąć,мёрзнуць
964,tun::V,czynić,рабіць
965,können::V,móc,умець
966,können::V,umieć,умець
967,wollen::V,chcieć,хацець
968,anfangen::V,zacząć,пачаць
969,beenden::V,zakończyć,закончыць
970,aufhören::V,przestać,перастаць
971,gelingen::V,udać się,удацца
972,geraten::V,udać się,аказацца
973,öffnen::V,otworzyć,адчыніць
974,schließen::V,zamknąć,зачыніць
975,stellen::V,postawić,паставіць
976,setzen::V,posadzić,пасадзіць
977,legen::V,kłaść,класці
978,berühren::V,dotykać,чапаць
979,verbinden::V,łączyć,звязаць
980,bedecken::V,przykryć,накрыць
981,aufhängen::V,powiesić,павесіць
982,anzünden::V,zapalić,запаліць
983,aufheben::V,podnieść,падняць
984,zurücklassen::V,zostawić,пакінуць
985,verlieren::V,zgubić,згубіць
986,fallen lassen::V,upuścić,упусціць
987,machen::V,zrobić,зрабіць
988,herstellen::V,wytworzyć,вырабіць
989,bauen::V,budować,будаваць
990,reparieren::V,naprawiać,правіць
991,verbessern::V,ulepszyć,палепшыць
992,ändern::V,zmienić,змяніць
993,graben::V,kopać,капаць
994,beugen::V,zagiąć,сагнуць
995,biegen::V,zgiąć,пагнуць
996,drehen::V,obracać,вярцець
997,wenden::V,obrocić,павярнуць
998,umdrehen::V,obrocić,перавярнуць
999,heben::V,podnosić,падымаць
1000,hochheben::V,podnieść,падняць
1001,ergreifen::V,chwycić,схапіць
1002,ergreifen::V,chwycić,схваціць
1003,halten::V,trzymać,трымаць
1004,drücken::V,naciskać,націскаць
1005,schieben::V,pchać,пхаць
1006,schieben::V,pchać,штурхаць
1007,schieben::V,posuwać,пхаць
1008,schieben::V,posuwać,штурхаць
1009,kratzen::V,drapać,скрэбці
1010,lecken::V,lizać,лізаць
1011,beißen::V,kąsać,кусаць
1012,abreißen::V,oderwać,адарваць
1013,abschneiden::V,odciąć,адрэзаць
1014,binden::V,wiązać,вязаць
1015,stecken::V,wetknąć,уваткнуць
1016,brechen::V,złamać,зламаць
1017,klopfen::V,pukać,стукаць
1018,klopfen::V,stukać,стукаць
1019,hauen::V,bić,біць
1020,kleben::V,kleić,клеіць
1021,reiben::V,trzeć,церці
1022,streichen::V,smarować,намазаць
1023,schleifen::V,ostrzyć,тачыць
1024,schneiden::V,ciąć,рэзаць
1025,schneiden::V,krajać,рэзаць
1026,rütteln::V,trząść,хістаць
1027,schütteln::V,trząść,трэсці
1028,schwenken::V,machać,махаць
1029,schütten::V,nasypać,наліць
1030,füllen::V,napełnić,напоўніць
1031,einwickeln::V,zawinąć,загарнуць
1032,tragen::V,nieść,несці
1033,schleppen::V,wlec,цягнуць
1034,ziehen::V,ciągnąć,цягнуць
1035,aufbewahren::V,przechowywać,захоўваць
1036,werfen::V,rzucać,кідаць
1037,fangen::V,łowić,лавіць
1038,packen::V,chwycić,схапіць
1039,packen::V,chwycić,схваціць
1040,verstecken::V,ukryć,схаваць
1041,verstecken::V,schować,схаваць
1042,teilen::V,podzielić,раздзяліць
1043,schicken::V,posyłać,пасылаць
1044,bringen::V,przynieść,прынесці
1045,hinzufügen::V,dodać,дабавіць
1046,bekommen::V,dostać,дастаць
1047,erhalten::V,otrzymać,атрымаць
1048,nehmen::V,wziąć,ўзяць
1049,wählen::V,wybrać,выбраць
1050,auswählen::V,wybrać,адабраць
1051,bewahren::V,zachować,захаваць
1052,behindern::V,utrudnić,перашкаджаць
1053,behindern::V,przeszkadzać,перашкаджаць
1054,verderben::V,zepsuć,сапсаваць
1055,beschädigen::V,uszkodzić,пашкодзіць
1056,zerbrechen::V,złamać,разбіць
1057,zerreißen::V,drzeć,разадраць
1058,zerreißen::V,rozdzierać,разадраць
1059,zerstören::V,zniszczyć,разбурыць
1060,verbrennen::V,spalić,спаліць
1061,geben::V,dać,даць
1062,reichen::V,podać,перадаць
1063,schenken::V,darować,дарыць
1064,versprechen::V,obiecać,абяцаць
1065,wünschen::V,życzyć,жадаць
1066,loben::V,chwalić,хваліць
1067,küssen::V,całować,цалаваць
1068,wiegen::V,kołysać,гушкаць
1069,wiegen::V,kołysać,калыхаць
1070,zudecken::V,przykryć,накрыць
1071,wecken::V,zbudzić,пабудзіць
1072,zeigen::V,pokazać,паказаць
1073,führen::V,wieść,весці
1074,führen::V,prowadzić,весці
1075,lehren::V,uczyć,вучыць
1076,unterrichten::V,nauczać,выкладаць
1077,aufziehen::V,wychować,выхаваць
1078,leiten::V,kierować,кіраваць
1079,antreiben::V,popędzić,падганяць
1080,lassen::V,zostawić,прымусіць
1081,einladen::V,zaprosić,запрасіць
1082,vereinigen::V,zjednoczyć,абʼяднаць
1083,besuchen::V,odwiedzić,наведаць
1084,treffen::V,trafić,сустрэць
1085,treffen::V,spotkać,сустрэць
1086,sich versammeln::V,zebrać się,сабрацца
1087,sich versammeln::V,zgromadzić się,сабрацца
1088,spielen::V,grać,гуляць
1089,spielen::V,bawić się,гуляць
1090,singen::V,śpiewać,пець
1091,singen::V,śpiewać,спяваць
1092,tanzen::V,pląsać,танцаваць
1093,tanzen::V,tańczyć,танцаваць
1094,sich trennen::V,rozstać się,расстацца
1095,verlassen::V,opuścić,пакінуць
1096,retten::V,ocalić,выратаваць
1097,retten::V,uratować,выратаваць
1098,bewachen::V,pilnować,ахоўваць
1099,schützen::V,ochronić,уберагаць
1100,verteidigen::V,bronić,абараніць
1101,sich schlagen::V,pobić się,біцца
1102,sich schlagen::V,pobić się,драцца
1103,schießen::V,strzelać,страляць
1104,siegen::V,zwycziężyć,перамагчы
1105,ärgern::V,gniewać,злаваць
1106,schlagen::V,bić,ударыць
1107,schlagen::V,uderzyć,ударыць
1108,treten::V,kopnąć,штурхаць
1109,stechen::V,ukłuć,укалоць
1110,stoßen::V,popchnąć,папхнуць
1111,stehlen::V,ukraść,украсці
1112,stören::V,zakłócić,перашкодзіць
1113,stören::V,przeszkodzić,перашкодзіць
1114,belästigen::V,dokuczać,дакучаць
1115,verbergen::V,ukryć,скрыць
1116,verbergen::V,ukryć,схаваць
1117,täuschen::V,łudzić,падмануць
1118,betrügen::V,oszukać,змахляваць
1119,töten::V,zabić,забіць
1120,wohnen::V,mieszkać,жыць
1121,arbeiten::V,pracować,працаваць
1122,sammeln::V,zebrać,сабраць
1123,pflücken::V,zerwać,зрываць
1124,jagen::V,polować,паляваць
1125,fischen::V,łowić ryby,рыбачыць
1126,fassen::V,złapać,злавіць
1127,hüten::V,paść,пасвіць
1128,treiben::V,pędzić,гнаць
1129,anbinden::V,przywiązać,прывязаць
1130,füttern::V,karmić,карміць
1131,melken::V,doić,даіць
1132,hacken::V,rąbać,сячы
1133,gießen::V,lać,паліць
1134,gießen::V,podlać,паліць
1135,reifen::V,dojrzeć,паспець
1136,zubereiten::V,przyrządzić,зварыць
1137,zubereiten::V,przyrządzić,згатаваць
1138,kochen::V,gotować,варыць
1139,backen::V,piec,пячы
1140,braten::V,piec,смажыць
1141,braten::V,smażyć,смажыць
1142,umrühren::V,przemieszać,перамяшаць
1143,stricken::V,dziać,вязаць
1144,nähen::V,szyć,шыць
1145,färben::V,pofarbować,пафарбаваць
1146,reinigen::V,oczyścić,ачысціць
1147,waschen::V,prać,мыць
1148,abwischen::V,obetrzeć,выцерці
1149,spülen::V,płukać,паласкаць
1150,fegen::V,zamiatać,падмятаць
1151,kehren::V,zamieść,месці
1152,baden::V,kąpać się,купацца
1153,sich waschen::V,myć się,мыцца
1154,ausziehen::V,zdjąć,зняць
1155,anziehen::V,włożyć,надзець
1156,sich anziehen::V,ubrać się,адзецца
1157,kämmen::V,uczesać,прычасаць
1158,schmücken::V,ozdabiać,аздобіць
1159,sagen::V,powiedzieć,сказаць
1160,sprechen::V,mówić,гаварыць
1161,reden::V,mówić,размаўляць
1162,sich unterhalten::V,rozmawiać,гутарыць
1163,fragen::V,zapytać,спытаць
1164,bitten::V,prosić,прасіць
1165,erzählen::V,opowiedzieć,расказаць
1166,mitteilen::V,zawiadomić o,паведаміць
1167,nennen::V,nazwać,назваць
1168,rufen::V,wołać,зваць
1169,prahlen::V,chełpić się,хваліцца
1170,übersetzen::V,tłumaczyć,перакласці
1171,denken::V,myśleć,думаць
1172,glauben::V,sądzić,верыць
1173,glauben::V,wierzyć,верыць
1174,bemerken::V,zauważyć,заўважыць
1175,erkennen::V,poznać,пазнаць
1176,begreifen::V,zrozumieć,спасцігнуць
1177,verstehen::V,rozumieć,пачуць
1178,verstehen::V,dosłyszeć,пачуць
1179,lernen::V,uczyć się,вучыцца
1180,wissen::V,wiedzieć,знаць
1181,sich erinnern an::V,przypomnieć sobie,памятаць
1182,vergessen::V,zapomnieć,забыць
1183,messen::V,mierzyć,мераць
1184,zählen::V,liczyć,лічыць
1185,rechnen::V,rachować,лічыць
1186,lesen::V,czytać,чытаць
1187,malen::V,malować,маляваць
1188,zeichnen::V,rysować,рысаваць
1189,schreiben::V,pisać,пісаць
1190,besitzen::V,posiadać,мець
1191,kaufen::V,kupić,купіць
1192,verkaufen::V,sprzedać,прадаць
1193,bezahlen::V,zapłacić,заплаціць
1194,zahlen::V,płacić,плаціць
1195,beherrschen::V,opanować,уладаць
1196,beherrschen::V,opanować,валодаць
1197,ertragen::V,znieść,выцерпець
