,Concept_ID,sv,cy
828,nur::ADV,bara,yn unig
829,nur::ADV,endast,yn unig
830,schon::ADV,redan,eisoes
831,schon::ADV,redan,yn barod
832,wieder::ADV,åter,drachefn
833,vergebens::ADV,förgäves,yn ofer
834,vor::PRP,utanför,o flaen
835,hinter::PRP,bakom,ar ôl
836,unter::PRP,under,islaw
837,durch::PRP,genom,trwy
838,durch::PRP,igenom,trwy
839,neben::PRP,bredvid,ar bwys
840,neben::PRP,vid sidan av,ar bwys
841,zwischen::PRP,mellan,rhwng
842,zwischen::PRP,mellan,cydrhwng
843,wegen::PRP,på grund av,o achos
844,wegen::PRP,på grund av,oherwydd
845,dies::PRN,detta,hyn
846,das::PRN,det,hynny
847,alles::PRN,allt,popeth
848,ich::PRN,jag,fi
849,du::PRN,du,ti
850,er::PRN,han,fe
851,wir::PRN,vi,ni
852,ihr::PRN,ni,chi
853,sie::PRN,de,hwy
854,was::FPRN,vad,pa beth
855,wer::FPRN,vem,pwy
856,wo::FADV,var,ble
857,wo::FADV,var,ym mha le
858,wohin::FADV,vart,i ble
859,wohin::FADV,vart,i ba le
860,wie::FADV,hur,sut
861,warum::FADV,varför,pam
862,wieviel::FNUM,hur mycket,faint
863,eins::NUM,en,un
864,eins::NUM,ett,un
865,zwei::NUM,två,dau
866,drei::NUM,tre,tri
867,vier::NUM,fyra,pedwar
868,fünf::NUM,fem,pump
869,sechs::NUM,sex,chwech
870,sieben::NUM,sju,saith
871,acht::NUM,åtta,wyth
872,neun::NUM,nio,naw
873,zehn::NUM,tio,deg
874,elf::NUM,elva,un ar ddeg
875,zwölf::NUM,tolv,deuddeg
876,zwölf::NUM,tolv,un deg dau
877,zwanzig::NUM,tjugo,ugain
878,dreißig::NUM,trettio,tri deg
879,dreißig::NUM,trettio,deg ar hugain
880,vierzig::NUM,fyrtio,deugain
881,fünfzig::NUM,femtio,hanner cant
882,sechzig::NUM,sextio,chwe deg
883,siebzig::NUM,sjuttio,saith deg
884,siebzig::NUM,sjuttio,deg a thrigain
885,achtzig::NUM,åttio,wyth deg
886,achtzig::NUM,åttio,pedar ugain
887,neunzig::NUM,nittio,naw deg
888,neunzig::NUM,nittio,deg a phedwar ugain
889,hundert::NUM,hundra,cant
890,tausend::NUM,tusen,mil
891,und::CNJ,och,a
892,oder::CNJ,eller,neu
893,stehen::V,stå,sefyll
894,sitzen::V,sitta,eistedd
895,liegen::V,ligga,gorwedd
896,hängen::V,hänga,hongian
897,werden::V,bli,dod yn
898,werden::V,bli,mynd yn
899,passieren::V,ske,digwydd
900,passieren::V,hända,digwydd
901,beginnen::V,börja,cychwyn
902,enden::V,ända,gorffen
903,wechseln::V,växla,newid
904,aufgehen[Sonne]::V,gå upp,codi
905,untergehen[Sonne]::V,gå ned,machlud
906,scheinen[Sonne]::V,skina,tywynnu
907,donnern::V,dundra,taranu
908,wehen::V,blåsa,chwythu
909,strömen::V,forsa,ffrydio
910,strömen::V,strömma,ffrydio
911,fließen::V,flyta,llifo
912,sich drehen::V,snurra,troi
913,sich drehen::V,snurra,cylchdroi
914,schwanken::V,vackla,siglo
915,schwingen::V,svinga,siglo
916,fallen::V,falla,cwympo
917,brennen::V,brinna,llosgi
918,rauchen::V,ryka,mygu
919,regnen::V,regna,glawio
920,gefrieren::V,frysa,rhewi
921,tauen::V,töa,toddi
922,tauen::V,töa,meirioli
923,schmelzen::V,smälta,toddi
924,trocknen::V,torka,sychu
925,sieden::V,koka,berwi
926,sieden::V,sjuda,berwi
927,faulen::V,ruttna,pydru
928,faulen::V,ruttna,braenu
929,verfaulen::V,ruttna,pydru
930,verfaulen::V,ruttna,dadfeilio
931,reißen::V,brista,clecian
932,reißen::V,brista,torri'n glats
933,versinken::V,sjunka,suddo
934,vergehen::V,förgå,myned heibio
935,vergehen::V,förgå,pasio
936,erscheinen::V,synas,ymddangos
937,erscheinen::V,visa sig,ymddangos
938,verschwinden::V,försvinna,diflannu
939,sinken::V,sjunka,syrthio
940,abnehmen::V,avta,lleihau
941,abnehmen::V,minskas,lleihau
942,zunehmen::V,tilltaga,cynyddu
943,steigen::V,stiga,codi
944,wachsen::V,växa,tyfu
945,glänzen::V,glimma,disgleirio
946,funkeln::V,tindra,pefrio
947,funkeln::V,gnistra,pefrio
948,lärmen::V,bråka,cadw sŵn
949,lärmen::V,bråka,gwneud twrw
950,lärmen::V,väsnas,cadw sŵn
951,lärmen::V,väsnas,gwneud twrw
952,läuten::V,ringa,canu
953,klingeln::V,ringa,canu
954,klingeln::V,ringa,seinio
955,klirren::V,klirra,tincian
956,brausen::V,brusa,rhuo
957,rauschen::V,susa,siffrwd
958,rauschen::V,susa,chwithrwd
959,klingen::V,låta,seinio
960,klingen::V,klinga,seinio
961,bellen::V,skälla,cyfarth
962,heulen::V,yla,udo
963,heulen::V,yla,oernadu
964,heulen::V,tjuta,udo
965,heulen::V,tjuta,oernadu
966,blasen::V,blåsa,chwythu
967,pfeifen::V,vissla,chwibanu
968,schreien::V,skrika,gweiddi
969,schreien::V,skrika,bloeddio
970,stöhnen::V,stöna,griddfan
971,zittern::V,darra,crynu
972,zittern::V,skälva,crynu
973,leben::V,leva,byw
974,geboren werden::V,födas,cael eich geni
975,atmen::V,andas,anadlu
976,trinken::V,dricka,yfed
977,essen::V,äta,bwyta
978,schlucken::V,svälja,llyncu
979,müde werden::V,tröttna,blino
980,einschlafen::V,somna,mynd i gysgu
981,einschlafen::V,somna,syrthio i gysgu
982,schlafen::V,sova,huno
983,schlafen::V,sova,cysgu
984,aufwachen::V,vakna,dihuno
985,aufstehen::V,stiga upp,codi
986,sich erholen::V,repa sig,ymlacio
987,sich erholen::V,repa sig,dadflino
988,sich erholen::V,hämta sig,ymlacio
989,sich erholen::V,hämta sig,dadflino
990,krank werden::V,insjukna,mynd yn sâl
991,krank werden::V,insjukna,mynd yn wael
992,krank sein::V,vara sjuk,gwaelu
993,schmerzen::V,smärta,brifo
994,schmerzen::V,göra ont,brifo
995,husten::V,hosta,pesychu
996,genesen::V,tillfriskna,gwella
997,genesen::V,tillfriskna,cael yn ôl
998,sterben::V,dö,marw
999,umkommen::V,omkomma,trengi
1000,sich bewegen::V,röra sig,symud
1001,sich rühren::V,röra på sig,syflyd
1002,sich erheben::V,resa sig,codi
1003,sich setzen::V,sätta sig,eistedd
1004,hinfallen::V,falla omkull,cwympo
1005,laufen::V,löpa,cerdded
1006,schreiten::V,skrida,camu
1007,spazierengehen::V,promenera,mynd am dro
1008,eilen::V,ila,rhuthro
1009,sich beeilen::V,skynda sig,brysio
1010,sausen::V,susa,rhuthro
1011,rennen::V,löpa,rhedeg
1012,rennen::V,springa,rhedeg
1013,springen::V,hoppa,llamu
1014,springen::V,hoppa,neidio
1015,klettern::V,klättra,dringo
1016,schaukeln::V,gunga,siglo
1017,kriechen::V,kräla,cropian
1018,schwimmen::V,simma,nofio
1019,tauchen::V,dyka,plymio
1020,tauchen::V,dyka,ymsuddo
1021,rudern::V,ro,rhwyfo
1022,fahren::V,köra,gyrru
1023,fahren::V,köra,dreifio
1024,fliegen::V,flyga,hedfan
1025,gehen::V,gå,mynd
1026,weggehen::V,gå bort,mynd
1027,weggehen::V,gå bort,ymadael
1028,abfahren::V,resa,ymadael
1029,abfahren::V,avresa,ymadael
1030,anhalten::V,stanna,stopio
1031,hineingehen::V,gå in,mynd i mewn
1032,eintreten::V,träda in,mynd i
1033,kommen::V,komma,dod
1034,ankommen::V,ankomma,cyrraedd
1035,zurückkommen::V,återkomma,dychwelyd
1036,bleiben::V,bli,aros
1037,bleiben::V,bli,sefyll
1038,bleiben::V,förbli,aros
1039,bleiben::V,förbli,sefyll
1040,warten::V,vänta,aros
1041,warten::V,vänta,disgwyl
1042,erwarten::V,vänta,disgwyl
1043,suchen::V,leta,chwilio am
1044,finden::V,finna,darganfod
1045,versuchen::V,försöka,profi
1046,versuchen::V,försöka,ceisio
1047,vorbereiten::V,förbereda,paratoi
1048,lieben::V,älska,caru
1049,mögen::V,tycka om,hoffi
1050,lachen::V,skratta,chwerthin
1051,rühren::V,röra,cynhyrfu
1052,weinen::V,gråta,wylo
1053,weinen::V,gråta,llefain
1054,schimpfen::V,skälla,grwgnach
1055,sich ärgern::V,förargas,gofidio
1056,sich fürchten::V,vara rädd,ofni
1057,fürchten::V,frukta,arswydo
1058,fliehen::V,fly,ffoi
1059,fliehen::V,rymma,ffoi
1060,flüchten::V,fly,dianc
1061,sehen::V,se,gweld
1062,anschauen::V,se på,syllu
1063,anschauen::V,se på,edrych
1064,anschauen::V,betrakta,syllu
1065,anschauen::V,betrakta,edrych
1066,ansehen::V,åse,gwylio
1067,hören::V,höra,clywed
1068,zuhören::V,höra på,gwrando
1069,zuhören::V,lyssna till,gwrando
1070,probieren::V,smaka,profi
1071,probieren::V,smaka på,profi
1072,riechen::V,lukta,arogli
1073,fühlen::V,känna,teimlo
1074,fühlen::V,känna,clywed
1075,scheinen::V,verka,ymddangos
1076,scheinen::V,tyckas,ymddangos
1077,zu sehen sein::V,synas,dod i'r golwg
1078,zu sehen sein::V,kunna ses,dod i'r golwg
1079,vernehmen::V,få veta,clywed sôn am
1080,vernehmen::V,förnimma,clywed sôn am
1081,frieren::V,frysa,bod yn oer
1082,tun::V,göra,gwneud
1083,können::V,kunna,gallu
1084,wollen::V,vilja,bod mewn angen
1085,anfangen::V,börja,dechrau
1086,beenden::V,avsluta,darfod
1087,beenden::V,avsluta,gorffen
1088,aufhören::V,sluta,peidio
1089,aufhören::V,upphöra,peidio
1090,gelingen::V,lyckas,llwyddo
1091,geraten::V,bli,diweddu
1092,öffnen::V,öppna,agor
1093,schließen::V,låsa,cau
1094,schließen::V,stänga,cau
1095,stellen::V,ställa,gosod
1096,setzen::V,sätta,gosod
1097,legen::V,lägga,gosod
1098,berühren::V,beröra,cyffwrdd
1099,verbinden::V,förbinda,cysylltu
1100,bedecken::V,täcka,gorchuddio
1101,bedecken::V,betäcka,gorchuddio
1102,aufhängen::V,hänga,crogi
1103,aufhängen::V,hänga,hongian
1104,aufhängen::V,hänga upp,crogi
1105,aufhängen::V,hänga upp,hongian
1106,anzünden::V,tända,cynnau
1107,anzünden::V,antända,cynnau
1108,anzünden::V,tända på,cynnau
1109,aufheben::V,lyfta,codi
1110,zurücklassen::V,lämna,gadael
1111,zurücklassen::V,efterlämna,gadael
1112,verlieren::V,mista,colli
1113,verlieren::V,förlora,colli
1114,fallen lassen::V,tappa,gollwng
1115,fallen lassen::V,släppa,gollwng
1116,machen::V,göra,gwneud
1117,herstellen::V,tillverka,cynhyrchu
1118,herstellen::V,framställa,cynhyrchu
1119,bauen::V,bygga,adeiladu
1120,reparieren::V,reparera,trwsio
1121,reparieren::V,reparera,atgyweirio
1122,verbessern::V,rätta,diwygio
1123,verbessern::V,förbättra,diwygio
1124,ändern::V,ändra,altro
1125,ändern::V,förändra,altro
1126,graben::V,gräva,palu
1127,graben::V,gräva,cloddio
1128,beugen::V,böja,plygu
1129,biegen::V,böja,plygu
1130,biegen::V,kröka,plygu
1131,drehen::V,vrida,troelli
1132,wenden::V,vända,troi
1133,umdrehen::V,vrida om,troi
1134,heben::V,häva,codi
1135,hochheben::V,lyfta,dyrchafu
1136,ergreifen::V,gripa,gafael
1137,halten::V,hålla,dal
1138,drücken::V,trycka,pwyso
1139,drücken::V,trycka,gwasgu
1140,schieben::V,skjuta,gwthio
1141,kratzen::V,riva,crafu
1142,kratzen::V,skrapa,crafu
1143,lecken::V,slicka,llyfu
1144,beißen::V,bita,cnoi
1145,beißen::V,bita,brathu
1146,abreißen::V,slita_av,tynnu ymaith
1147,abreißen::V,riva_av,tynnu ymaith
1148,abschneiden::V,skära av,torri
1149,binden::V,binda,clymu
1150,stecken::V,sticka,plannu
1151,brechen::V,bryta,torri
1152,brechen::V,brista,torri
1153,klopfen::V,banka,taro
1154,klopfen::V,klappa,taro
1155,hauen::V,hugga,taro
1156,kleben::V,klistra,gludio
1157,reiben::V,gnida,rhwbio
1158,streichen::V,smörja,taenu
1159,schleifen::V,slipa,hogi
1160,schneiden::V,skära,torri
1161,schneiden::V,klippa,torri
1162,rütteln::V,skaka,ysgytio
1163,schütteln::V,rista,siglo
1164,schütteln::V,rista,ysgwyd
1165,schwenken::V,svänga,siglo
1166,schütten::V,hälla,tywallt
1167,füllen::V,fylla,llenwi
1168,einwickeln::V,slå in,lapio
1169,einwickeln::V,veckla in,lapio
1170,tragen::V,bära,cludo
1171,schleppen::V,släpa,llusgo
1172,ziehen::V,dra,tynnu
1173,aufbewahren::V,förvara,cadw
1174,aufbewahren::V,ta vara på,cadw
1175,werfen::V,kasta,taflu
1176,fangen::V,fånga,dal
1177,packen::V,gripa,cipio
1178,packen::V,gripa,crafangu
1179,packen::V,gripa tag,cipio
1180,packen::V,gripa tag,crafangu
1181,verstecken::V,gömma,celu
1182,verstecken::V,gömma,cuddio
1183,teilen::V,dela,rhannu
1184,schicken::V,skicka,anfon
1185,bringen::V,bringa,dod â
1186,hinzufügen::V,tillägga,chwanegu
1187,bekommen::V,få,cael
1188,bekommen::V,erhålla,cael
1189,erhalten::V,få,derbyn
1190,erhalten::V,erhålla,derbyn
1191,nehmen::V,ta,cymryd
1192,nehmen::V,taga,cymryd
1193,wählen::V,välja,dewis
1194,auswählen::V,utvälja,dethol
1195,bewahren::V,bevara,cadw
1196,behindern::V,hindra,atal
1197,behindern::V,hindra,rhwystro
1198,behindern::V,förhindra,atal
1199,behindern::V,förhindra,rhwystro
1200,verderben::V,förstöra,difetha
1201,beschädigen::V,skada,niweidio
1202,zerbrechen::V,bryta isär,torri
1203,zerbrechen::V,bryta sönder,torri
1204,zerreißen::V,riva sönder,rhwygo
1205,zerreißen::V,slita sönder,rhwygo
1206,zerstören::V,förstöra,dinistrio
1207,verbrennen::V,bränna,llosgi
1208,verbrennen::V,bränna upp,llosgi
1209,geben::V,ge,rhoi
1210,reichen::V,räcka,estyn
1211,schenken::V,skänka,rhoddi
1212,versprechen::V,lova,addo
1213,wünschen::V,önska,dymuno
1214,loben::V,lova,canmol
1215,loben::V,beröma,canmol
1216,küssen::V,pussa,cusanu
1217,wiegen::V,vagga,siglo
1218,zudecken::V,täcka,gorchuddio
1219,wecken::V,väcka,deffro
1220,zeigen::V,visa,dangos
1221,führen::V,föra,arwain
1222,lehren::V,lära,dysgu
1223,unterrichten::V,undervisa,hyfforddi
1224,aufziehen::V,uppfostra,dod i fyny
1225,leiten::V,leda,arwain
1226,antreiben::V,driva på,annog
1227,lassen::V,få att,gadael
1228,einladen::V,bjuda,gwahodd
1229,einladen::V,inbjuda,gwahodd
1230,vereinigen::V,förena,uno
1231,vereinigen::V,förena,cyfuno
1232,besuchen::V,besöka,ymweld â
1233,treffen::V,möta,cwrdd
1234,treffen::V,möta,cyfarfod
1235,treffen::V,träffa,cwrdd
1236,treffen::V,träffa,cyfarfod
1237,sich versammeln::V,församla sig,casglu
1238,sich versammeln::V,församla sig,cynnull
1239,spielen::V,leka,chwarae
1240,spielen::V,spela,chwarae
1241,singen::V,sjunga,canu
1242,tanzen::V,dansa,dawnsio
1243,sich trennen::V,skiljas,ymwahanu
1244,verlassen::V,lämna,gadael
1245,verlassen::V,överge,gadael
1246,retten::V,rädda,achub
1247,bewachen::V,bevaka,gwarchod
1248,schützen::V,skydda,noddi
1249,schützen::V,beskydda,noddi
1250,verteidigen::V,försvara,amddiffyn
1251,sich schlagen::V,slåss,ffraeo
1252,sich schlagen::V,slåss,terfysgu
1253,schießen::V,skjuta,saethu
1254,siegen::V,segra,ennill
1255,ärgern::V,förarga,cythruddo
1256,schlagen::V,slå,curo
1257,treten::V,sparka,cicio
1258,stechen::V,sticka,pigo
1259,stoßen::V,stöta,gwthio
1260,stehlen::V,stjäla,dwyn
1261,stehlen::V,stjäla,lladrata
1262,stören::V,störa,aflonyddu
1263,belästigen::V,genera,trafferthu
1264,belästigen::V,besvära,trafferthu
1265,verbergen::V,dölja,cuddio
1266,täuschen::V,vilseleda,twyllo
1267,betrügen::V,bedra,hocedu
1268,töten::V,döda,lladd
1269,wohnen::V,bo,byw
1270,arbeiten::V,arbeta,gweithio
1271,sammeln::V,samla,casglu
1272,pflücken::V,plocka,casglu
1273,jagen::V,jaga,hela
1274,fischen::V,fiska,pysgota
1275,fassen::V,fånga,dal
1276,hüten::V,vakta,bugeilio
1277,treiben::V,driva,gyrru
1278,anbinden::V,binda fast,clymu
1279,füttern::V,fodra,porthi
1280,melken::V,mjölka,godro
1281,hacken::V,hacka,torri
1282,gießen::V,hälla,dyfrhau
1283,gießen::V,vattna,dyfrhau
1284,reifen::V,mogna,aeddfedu
1285,zubereiten::V,tillaga,coginio
1286,zubereiten::V,tillreda,coginio
1287,kochen::V,koka,berwi
1288,backen::V,baka,pobi
1289,backen::V,baka,crasu
1290,braten::V,steka,ffrio
1291,umrühren::V,röra om,cyffroi
1292,stricken::V,sticka,gwau
1293,nähen::V,sy,gwnïo
1294,färben::V,färga,lliwio
1295,reinigen::V,rensa,glanhau
1296,reinigen::V,rengöra,glanhau
1297,waschen::V,tvätta,golchi
1298,abwischen::V,torka av,sychu
1299,spülen::V,spola,streulio
1300,spülen::V,skölja,streulio
1301,fegen::V,feja,ysgubo
1302,kehren::V,sopa,ysgubo
1303,baden::V,bada,cael bath
1304,sich waschen::V,tvätta sig,ymolchi
1305,ausziehen::V,ta av,tynnu
1306,anziehen::V,ta på,gwisgo
1307,sich anziehen::V,klä på sig,ymwisgo
1308,kämmen::V,kamma,cribo
1309,schmücken::V,pynta,harddu
1310,schmücken::V,pynta,addurno
1311,schmücken::V,smycka,harddu
1312,schmücken::V,smycka,addurno
1313,sagen::V,säga,dweud
1314,sprechen::V,tala,llefaru
1315,reden::V,tala,siarad
1316,reden::V,prata,siarad
1317,sich unterhalten::V,prata,sgwrsio
1318,fragen::V,fråga,gofyn
1319,fragen::V,spörja,gofyn
1320,bitten::V,be,gofyn am
1321,erzählen::V,berätta,dweud
1322,mitteilen::V,meddela,cyfleu
1323,nennen::V,kalla,enwi
1324,rufen::V,ropa,galw
1325,prahlen::V,pråla,brolio
1326,prahlen::V,pråla,ymffrostio
1327,prahlen::V,skryta,brolio
1328,prahlen::V,skryta,ymffrostio
1329,übersetzen::V,tolka,cyfieithu
1330,übersetzen::V,översätta,cyfieithu
1331,denken::V,tänka,meddwl
1332,glauben::V,tro,credu
1333,glauben::V,tro,coelio
1334,bemerken::V,uppmärksamma,sylwi
1335,bemerken::V,lägga märke till,sylwi
1336,erkennen::V,känna igen,adnabod
1337,begreifen::V,begripa,amgyffred
1338,verstehen::V,förstå,deall
1339,lernen::V,lära sig,dysgu
1340,wissen::V,veta,gwybod
1341,sich erinnern an::V,minnas,cofio
1342,sich erinnern an::V,komma ihåg,cofio
1343,vergessen::V,glömma,anghofio
1344,messen::V,mäta,mesur
1345,zählen::V,räkna,cyfrif
1346,rechnen::V,räkna,cyfrifo
1347,lesen::V,läsa,darllen
1348,malen::V,måla,peintio
1349,zeichnen::V,teckna,tynnu
1350,schreiben::V,skriva,ysgrifennu
1351,besitzen::V,äga,meddu
1352,besitzen::V,besitta,meddu
1353,kaufen::V,köpa,prynu
1354,verkaufen::V,sälja,gwerthu
1355,bezahlen::V,betala,talu am
1356,zahlen::V,betala,talu
1357,beherrschen::V,behärska,rheoli
1358,beherrschen::V,behärska,llywodraethu
1359,ertragen::V,tåla,dioddef
1360,ertragen::V,uthärda,dioddef
