,Concept_ID,kl,fa
728,hübsch::A,aatsialaq,خوشگل
729,böse::A,ajorpoq,بد
730,dumm::A,taqajak,احمق
731,dumm::A,sikkilluppoq,احمق
732,dumm::A,qaatusimasaqanngilaq,احمق
733,faul::A,eqiasuppoq,لش
734,faul::A,eqiasuppoq,تنبل
735,faul::A,eqiattortuvoq,لش
736,faul::A,eqiattortuvoq,تنبل
737,fleißig::A,eqiasuippoq,زرنگ
738,geizig::A,iasilaarpoq,خسیس
739,geizig::A,tukkuippoq,خسیس
740,klug::A,mallak,عاقل
741,klug::A,mallak,باهوش
742,klug::A,ittanneq,عاقل
743,klug::A,ittanneq,باهوش
744,klug::A,kutaappoq,عاقل
745,klug::A,kutaappoq,باهوش
746,klug::A,kuttaappoq,عاقل
747,klug::A,kuttaappoq,باهوش
748,klug::A,qarasagippoq,عاقل
749,klug::A,qarasagippoq,باهوش
750,lieb::A,akisooq,عزیز
751,lustig::A,piikulavoq,شاد
752,lustig::A,piikulavoq,خوشحال
753,sanft::A,isumagippoq,لطیف
754,hungrig::A,kaappoq,گرسنه
755,hungrig::A,perlilerpoq,گرسنه
756,krank::A,napparsimavoq,مریض
757,krank::A,napparsimavoq,بیمار
758,traurig::A,aliasuppoq,غمگین
759,lebendig::A,uumavoq,زنده
760,gut::A,ajunngilaq,خوب
761,schlecht::A,sualuppoq,بد
762,richtig::A,iluarpoq,درست
763,schlimm::A,amiilaarnarpoq,وخيم
764,wahr::A,ilumoorpoq,درست
765,wahr::A,ilumoorpoq,حقیقی
766,alt::A,pisoqaq,کهنه
767,neu::A,nutaavoq,نو
768,alt[Lebewesen]::A,utoqqaq,پیر
769,jung::A,inuusuppoq,جوان
770,jung::A,kingulliarsuk,جوان
771,arm::A,piillasoq,فقیر
772,arm::A,piitsuuvoq,فقیر
773,reich::A,pisuuvoq,پولدار
774,reich::A,pisuuvoq,ثروتمند
775,berühmt::A,tusaamasaq,مشهور
776,fremd::A,ajasoornarpoq,خارجی
777,fremd::A,ajasoornarpoq,بیگانه
778,verschieden::A,allatut,مختلف
779,verschieden::A,allatut,متفاوت
780,verschieden::A,tamalaat,مختلف
781,verschieden::A,tamalaat,متفاوت
782,nah::A,qanippoq,نزدیک
783,fern::A,ungasippoq,دور
784,linker::A,saamerleq,چپ
785,rechter::A,innarluissut,راست
786,erster::A,siulleq,اول
787,zweiter::A,qataatsup tullia,دوم
788,dritter::A,pingajorarterut,سوم
789,letzter::A,kingulleq,آخر
790,allein::ADV,kisimiippoq,تنها
791,auf einmal::ADV,tassanngaannaq,همزمان
792,zusammen::ADV,attaasa,باهم
793,zusammen::ADV,attarmik,باهم
794,lange::ADV,akuni,مدت‌ها
795,lange::ADV,akuni,مدت زیادی
796,plötzlich::ADV,tassanngaannaq,ناگهان
797,sofort::ADV,erniinnaq,فوراً
798,später::ADV,kingorna,بعدها
799,jetzt::ADV,maanna,حالا
800,jetzt::ADV,maanna,اکنون
801,jetzt::ADV,massakkut,حالا
802,jetzt::ADV,massakkut,اکنون
803,heute::ADV,ullumi,امروز
804,morgen::ADV,aqagu,فردا
805,bald::ADV,erniinnaq,زود
806,bald::ADV,erniinnaq,بزودی
807,dann::ADV,taava,سپس
808,dann::ADV,taava,آنوقت
809,gestern::ADV,ippassaq,دیروز
810,einst::ADV,ataatsimik,وقتی
811,einst::ADV,ataatsimik,زمانی
812,einst::ADV,ilaanni,وقتی
813,einst::ADV,ilaanni,زمانی
814,damals::ADV,taamani,آنوقت
815,damals::ADV,taamani,آنزمان
816,damals::ADV,taamanikkut,آنوقت
817,damals::ADV,taamanikkut,آنزمان
818,damals::ADV,taassumuunakkut,آنوقت
819,damals::ADV,taassumuunakkut,آنزمان
820,danach::ADV,taava,بعد
821,vorher::ADV,siornagut,قبلاً
822,einmal::ADV,ilaanni,یکدفعه
823,einmal::ADV,ataatsimik,یکدفعه
824,manchmal::ADV,qaqutigu,گاهی
825,manchmal::ADV,qaqutigu,بعضی اوقات
826,manchmal::ADV,qaqutigut,گاهی
827,manchmal::ADV,qaqutigut,بعضی اوقات
828,oft::ADV,akulikitsumik,اغلب
829,immer::ADV,tamatigut,همیشه
830,hier::ADV,maani,اینجا
831,hierhin::ADV,maani,به اینجا
832,dorthin::ADV,ikuuna,به آنجا
833,geradeaus::ADV,narlumut,راست
834,vorwärts::ADV,pilangavoc,جلو
835,vorwärts::ADV,pilangavoc,به پیش
836,rückwärts::ADV,kingumut,عقب
837,rückwärts::ADV,tunumut or tunummut,عقب
838,zurück::ADV,kingumut,پس
839,zurück::ADV,kingumut,عقب
840,zurück::ADV,kingumut,بالعکس
841,zurück::ADV,tunumut or tunummut,پس
842,zurück::ADV,tunumut or tunummut,عقب
843,zurück::ADV,tunumut or tunummut,بالعکس
844,unten::ADV,kana,زیر
845,unten::ADV,kana,پایین
846,hinab::ADV,qiviu,به پایین
847,überall::ADV,tamaginni,همه‌جا
848,überall::ADV,tamani tamaani,همه‌جا
849,kaum::ADV,qaqutigorsuaq,به سختی
850,sehr::ADV,assut,خیلی
851,sehr::ADV,assut,بسیار
852,noch::ADV,qeratavoq,هنوز
853,schon::ADV,taava-una,قبلاً
854,schon::ADV,taava-una,به این زودی
855,wieder::ADV,kingumut,باز
856,wieder::ADV,kingumut,دوباره
857,vergebens::ADV,angiluk,بیهوده
858,dies::PRN,manna,این
859,dies::PRN,matuma,این
860,das::PRN,ua,آن
861,ich::PRN,uanga,من
862,du::PRN,illit,تو
863,er::PRN,una,او
864,wir::PRN,uagut,ما
865,ihr::PRN,ilissi,شما
866,sie::PRN,uku,آنها
867,was::FPRN,aat?,چه
868,wer::FPRN,kikkut,کی
869,wo::FADV,sumi,کجا
870,wohin::FADV,sumut,بکجا
871,wie::FADV,qanoq,چطور
872,wie::FADV,qanoq,چگونه
873,warum::FADV,sooq,چرا
874,warum::FADV,sooq,برای چه
875,wieviel::FNUM,qassit,چند
876,wieviel::FNUM,qassit,چقدر
877,wieviel::FNUM,qanoq atsigisumik?,چند
878,wieviel::FNUM,qanoq atsigisumik?,چقدر
879,eins::NUM,ataaseq,یک
880,zwei::NUM,marluk,دو
881,drei::NUM,pingasut,سه
882,vier::NUM,sisamat,چهار
883,vier::NUM,qajuusat,چهار
884,fünf::NUM,tallimat,پنج
885,sechs::NUM,arfineq,شش
886,sechs::NUM,arfinillit,شش
887,sieben::NUM,arfineq-marluk,هفت
888,acht::NUM,arfineq pingasut,هشت
889,neun::NUM,qulingiluat,نه
890,neun::NUM,arfineq sisamat,نه
891,zehn::NUM,qulit,ده
892,elf::NUM,aqqaneq,یازده
893,zwölf::NUM,aqqaneq-marluk,دوازده
894,zwanzig::NUM,tyve,بیست
895,dreißig::NUM,tredive,سی
896,dreißig::NUM,pingasunik qulillit,سی
897,vierzig::NUM,fyrre,چهل
898,fünfzig::NUM,halvtreds,پنجاه
899,fünfzig::NUM,tallimanik qulillit,پنجاه
900,sechzig::NUM,tres,شصت
901,siebzig::NUM,halvfjerds,هفتاد
902,achtzig::NUM,firs,هشتاد
903,neunzig::NUM,halvfems,نود
904,hundert::NUM,et hundrede,صد
905,tausend::NUM,et tusinde,هزار
906,und::CNJ,aamma,و
907,oder::CNJ,imalluunnit,یا
908,stehen::V,sikingavoq,ایستادن
909,sitzen::V,ingippoq,نشستن
910,liegen::V,nalavoq,خوابیدن
911,liegen::V,nalavoq,دراز کشیدن
912,liegen::V,aqupivoq,خوابیدن
913,liegen::V,aqupivoq,دراز کشیدن
914,hängen::V,nivinngarpaa,آویزان بودن
915,werden::V,pinngorpoq,شدن
916,passieren::V,pivoq,گذشتن
917,passieren::V,pivoq,اتفاق افتادن
918,beginnen::V,aallarnerpaa,شروع شدن
919,enden::V,naggaserpaa,تمام شدن
920,wechseln::V,immikkut ilivoq,عوض شدن
921,untergehen[Sonne]::V,ilioqqaasoq,غروب کردن
922,scheinen[Sonne]::V,qinnorpoq,تابیدن
923,scheinen[Sonne]::V,qinngorpoq,تابیدن
924,donnern::V,kalleq,رعد زدن
925,wehen::V,timmivoq,دمیدن
926,sich drehen::V,ipippaa,چرخیدن
927,schwanken::V,aalavoq,خم و راست شدن
928,schwingen::V,issakajaat or issakatsiaarut,تاب خوردن
929,schwingen::V,issakajaat or issakatsiaarut,نوسان کردن
930,fallen::V,quasivaa,افتادن
931,fallen::V,quasivaa,سقوط کردن
932,brennen::V,seerpoq,سوزاندن
933,brennen::V,uuppaa,سوزاندن
934,rauchen::V,pujoorpoq,دود کردن
935,regnen::V,siallerpoq,باران آمدن
936,gefrieren::V,qiulerpoq,یخ بستن
937,tauen::V,aappoq,آب شدن
938,schmelzen::V,aappoq,آب شدن
939,schmelzen::V,aatsippaa,آب شدن
940,trocknen::V,panerserpaa,خشک شدن
941,sieden::V,qalappoq,جوشیدن
942,reißen::V,qulli,پاره شدن
943,reißen::V,alittorpaa,پاره شدن
944,reißen::V,kimillanneq,پاره شدن
945,versinken::V,kivivaa,غرق شدن
946,versinken::V,apparpoq,غرق شدن
947,vergehen::V,qaangerpaa,گذشتن
948,vergehen::V,sarsuppoq,گذشتن
949,erscheinen::V,takutippoq,ظاهر شدن
950,sinken::V,kivivaa,پایین آمدن
951,sinken::V,apparpoq,پایین آمدن
952,abnehmen::V,ikillipput,کم شدن
953,zunehmen::V,allisippaa,زیاد شدن
954,steigen::V,allisippaa,بالا رفتن
955,wachsen::V,allivoq,قد کشیدن
956,glänzen::V,qinngorpoq,برق زدن
957,glänzen::V,qinnorpoq,برق زدن
958,funkeln::V,uisorilavoq,جرقه زدن
959,läuten::V,avilualaarpoq,زنگ زدن
960,klingeln::V,aviluarpoq,زنگ زدن
961,klingeln::V,aviluarpaluppoq,زنگ زدن
962,brausen::V,ittuk,طوفانی بودن
963,brausen::V,ittuppoq,طوفانی بودن
964,brausen::V,ittuppaluppoq,طوفانی بودن
965,bellen::V,qiluppoq,عوعو کردن
966,heulen::V,maarpoq,زوزه کشیدن
967,heulen::V,maalavoq,زوزه کشیدن
968,heulen::V,miaggoorpoq,زوزه کشیدن
969,blasen::V,aporneq,فوت کردن
970,pfeifen::V,siggartartitsivoq,سوت زدن
971,pfeifen::V,siorsulavoq,سوت زدن
972,schreien::V,suaarpoq,فریاد زدن
973,stöhnen::V,nipiliorpoq,نالیدن
974,stöhnen::V,nipilliorpoq,نالیدن
975,zittern::V,qarsulivik,لرزیدن
976,leben::V,inuuvoq,زیستن
977,leben::V,inuuvoq,زندگی کردن
978,geboren werden::V,inuuvoq,متولد شدن
979,geboren werden::V,inunngorpoq,متولد شدن
980,atmen::V,anersaarpoq,تنفس کردن
981,trinken::V,imerpoq,نوشیدن
982,essen::V,tamorpoq,خوردن
983,schlucken::V,tuluarnaq,بلعیدن
984,schlucken::V,tuluarnaq,قورت دادن
985,einschlafen::V,sinippoq,خواب رفتن
986,schlafen::V,sinik,خوابیدن
987,aufwachen::V,iterpoq,از خواب بیدار شدن
988,aufwachen::V,eqqumavoq,از خواب بیدار شدن
989,aufstehen::V,makippoq,بیدار شدن
990,sich erholen::V,qasuerserpoq,استراحت کردن
991,schmerzen::V,anneraa,درد کردن
992,schmerzen::V,annernarpoq,درد کردن
993,husten::V,quersorpoq,سرفه کردن
994,genesen::V,ajunngissivoq,بهبود یافتن
995,genesen::V,ilisimmarpoq,بهبود یافتن
996,genesen::V,ilorrippoq,بهبود یافتن
997,sterben::V,toquvoq,مردن
998,sich bewegen::V,ingerlavoq,حرکت کردن
999,sich setzen::V,ingippoq,نشستن
1000,laufen::V,arpappoq,پیاده رفتن
1001,schreiten::V,ingerlavoq,قدم زدن
1002,spazierengehen::V,utertakajaarpoq,گردش رفتن
1003,spazierengehen::V,utertakattajaarpoq,گردش رفتن
1004,eilen::V,qaa qaa,شتاب کردن
1005,eilen::V,qiilasaarpoq,شتاب کردن
1006,eilen::V,ingerlasaarpaa,شتاب کردن
1007,sich beeilen::V,tuaviorpoq,عجله کردن
1008,sausen::V,uiguut,صفیر کشیدن
1009,rennen::V,igivoq,دویدن
1010,springen::V,upernassaq,پریدن
1011,klettern::V,pilaakkeerpoq,بالا رفتن
1012,schaukeln::V,aalavoq,تاب خوردن
1013,schwimmen::V,naluppoq,شنا کردن
1014,tauchen::V,allorpoq,غواصی کردن
1015,rudern::V,ipuppaa,پارو زدن
1016,fahren::V,qimusserpoq,سواره رفتن
1017,fliegen::V,timmivoq,پریدن
1018,weggehen::V,piiarpoq,رفتن
1019,anhalten::V,unitsippaa,ایست کردن
1020,hineingehen::V,timaappaa,داخل شدن
1021,eintreten::V,allattorpaa,وارد شدن
1022,kommen::V,qaa-,آمدن
1023,kommen::V,pivaa,آمدن
1024,ankommen::V,tikippoq,رسیدن
1025,zurückkommen::V,angerlarpoq,برگشتن
1026,bleiben::V,uninngavoq,ماندن
1027,warten::V,paavoq,منتظر بودن
1028,warten::V,utaqqivoq,منتظر بودن
1029,suchen::V,nivivaa,جستجو کردن
1030,finden::V,nanivaa,یافتن
1031,finden::V,nanivaa,پیدا کردن
1032,versuchen::V,uuppaa,سعی کردن
1033,versuchen::V,uuppaa,کوشش کردن
1034,versuchen::V,ussersarpaa,سعی کردن
1035,versuchen::V,ussersarpaa,کوشش کردن
1036,vorbereiten::V,piareersarpaa,آماده کردن
1037,lieben::V,asavaa,عاشق بودن
1038,mögen::V,akaaraa,میل داشتن
1039,mögen::V,akaaraa,دوست داشتن
1040,rühren::V,qeerlerpaa,به رقت آوردن
1041,weinen::V,qiavoq,گریه کردن
1042,schimpfen::V,qatimaarpoq,فحاشی کردن
1043,sich ärgern::V,ugguutigaa,ناراحت شدن
1044,sich fürchten::V,eqqanaarpoq,واهمه کردن
1045,fürchten::V,ersigaa,ترسیدن
1046,fliehen::V,qimaavoq,گریختن
1047,flüchten::V,allikarfigaa,فرار کردن
1048,sehen::V,isigaa,دیدن
1049,ansehen::V,alaatsinaappaa,تماشا کردن
1050,hören::V,tusarpaa,شنیدن
1051,zuhören::V,naalappoq,گوش دادن
1052,riechen::V,tipippoq,بوییدن
1053,riechen::V,tipippoq,بو کردن
1054,fühlen::V,misigaa,احساس کردن
1055,scheinen::V,takutippoq,بنظر آمدن
1056,frieren::V,qiiavoq,سرد بودن
1057,tun::V,iliorpoq,کردن
1058,wollen::V,piumavaa,خواستن
1059,anfangen::V,pilerpoq,شروع کردن
1060,beenden::V,naggaserpaa,تمام کردن
1061,beenden::V,naggaserpaa,پایان دادن
1062,aufhören::V,naammatsippaa,دست کشیدن
1063,öffnen::V,ammarpaa,گشودن
1064,öffnen::V,ammarpaa,باز کردن
1065,schließen::V,matuaa,بستن
1066,schließen::V,matuaa,قفل کردن
1067,stellen::V,ilivaa,گذاردن
1068,stellen::V,iliorarpai,گذاردن
1069,stellen::V,ilioqqarpai,گذاردن
1070,setzen::V,iliorarpai,نشاندن
1071,setzen::V,ilioqqarpai,نشاندن
1072,legen::V,ilivaa,گذاشتن
1073,berühren::V,attorpaa,دست زدن
1074,berühren::V,attorpaa,لمس کردن
1075,verbinden::V,taperserpaa,وصل کردن
1076,bedecken::V,iikkerpaa,پوشاندن
1077,bedecken::V,iikkersorpaa,پوشاندن
1078,aufhängen::V,inivaa,آویختن
1079,aufhängen::V,iniorarpai,آویختن
1080,anzünden::V,saggaavoq,سوزاندن
1081,aufheben::V,allisippaa,برداشتن
1082,aufheben::V,allisippaa,بلند کردن
1083,zurücklassen::V,aallarpoq,گذاشتن
1084,verlieren::V,annaavaa,گم کردن
1085,fallen lassen::V,nakkaavaa,انداختن
1086,machen::V,iliorpoq,کردن
1087,machen::V,iliorpoq,ساختن
1088,herstellen::V,anillatsippaa,ساختن
1089,herstellen::V,anillatsippaa,تولید کردن
1090,bauen::V,marrarterpaa,ساختن
1091,bauen::V,marrarterpaa,بنا کردن
1092,reparieren::V,iluarsaappaa,درست کردن
1093,reparieren::V,iluarsaappaa,تعمیر کردن
1094,verbessern::V,naqqippaa,بهتر کردن
1095,graben::V,assappaa,کندن
1096,graben::V,assappaa,گود کردن
1097,beugen::V,qappappoq,کج کردن
1098,biegen::V,qappappoq,خم کردن
1099,wenden::V,assappaa,برگرداندن
1100,wenden::V,assakarpoq,برگرداندن
1101,umdrehen::V,assakartippaa,برگرداندن
1102,heben::V,kivippaa,برداشتن
1103,hochheben::V,kissumiarpaa,برآوردن
1104,hochheben::V,kissumiarpaa,بلند کردن
1105,ergreifen::V,isaappaa,گرفتن
1106,ergreifen::V,isaguppaa,گرفتن
1107,halten::V,minarpaa,نگاه داشتن
1108,drücken::V,naqittaat,فشار دادن
1109,drücken::V,naqittaat,فشار آوردن
1110,kratzen::V,qitsuppaa,خاریدن
1111,lecken::V,aluppaa,لیسیدن
1112,beißen::V,kiivaa,گاز زدن
1113,abreißen::V,aqqarpaa,پاره کردن
1114,abreißen::V,isaterpaa,پاره کردن
1115,abschneiden::V,kipivaa,بریدن
1116,abschneiden::V,kipivaa,قطع کردن
1117,binden::V,kakkersarpaa,بستن
1118,stecken::V,kussunneq,فرو کردن
1119,brechen::V,nallorpaa,شکستن
1120,klopfen::V,pattappaa,کوبیدن
1121,hauen::V,aqivaa,زدن
1122,kleben::V,qaappoq,چسباندن
1123,reiben::V,tagiarpaa,مالش دادن
1124,reiben::V,tangiarpaa,مالش دادن
1125,streichen::V,erlerpoq,مالیدن
1126,schleifen::V,sequppaa,تیز کردن
1127,schneiden::V,uullivoq,چیدن
1128,schneiden::V,uullivoq,بریدن
1129,schütteln::V,aalavoq,تکان دادن
1130,schwenken::V,issarpoq,تاب دادن
1131,füllen::V,immerpaa,پر کردن
1132,einwickeln::V,immoqquserpaa,پیچیدن
1133,tragen::V,maqippaa,بردن
1134,tragen::V,maqippaa,حمل کردن
1135,tragen::V,assartorpoq,بردن
1136,tragen::V,assartorpoq,حمل کردن
1137,schleppen::V,assartorpoq,کشیدن
1138,ziehen::V,kalippaa,کشیدن
1139,ziehen::V,kalissarpoq,کشیدن
1140,aufbewahren::V,toqqorpaa,نگهداری کردن
1141,werfen::V,kuivaa,انداختن
1142,werfen::V,kuivaa,پرتاب کردن
1143,fangen::V,anguaa,گرفتن
1144,verstecken::V,anngigaa,قایم کردن
1145,verstecken::V,anngigaa,پنهان کردن
1146,teilen::V,agguut,قسمت کردن
1147,teilen::V,agguut,تقسیم کردن
1148,teilen::V,agguusersorpaa,قسمت کردن
1149,teilen::V,agguusersorpaa,تقسیم کردن
1150,schicken::V,nassiuppaa,فرستادن
1151,schicken::V,nassiuppaa,ارسال کردن
1152,bringen::V,aggiuppaa,آوردن
1153,bringen::V,nassataraa,آوردن
1154,bekommen::V,tiguaa,گرفتن
1155,erhalten::V,tiguaa,دریافت کردن
1156,nehmen::V,pivoq,گرفتن
1157,nehmen::V,pivoq,برداشتن
1158,nehmen::V,tiguaa,گرفتن
1159,nehmen::V,tiguaa,برداشتن
1160,bewahren::V,sukkunik simerserpaa,حفظ کردن
1161,bewahren::V,sukkunik simerserpaa,حفاظت کردن
1162,verderben::V,asiutippaa,از بین بردن
1163,verderben::V,piuneerunnerit,از بین بردن
1164,zerbrechen::V,ukuvoq,شکستن
1165,zerreißen::V,tisavaa,دریدن
1166,zerreißen::V,tisavaa,پاره کردن
1167,zerreißen::V,alittorpaa,دریدن
1168,zerreißen::V,alittorpaa,پاره کردن
1169,zerstören::V,aserorpaa,خراب کردن
1170,zerstören::V,aserorpaa,ویران کردن
1171,verbrennen::V,seerpoq,سوزاندن
1172,geben::V,pivoq,دادن
1173,versprechen::V,neriorsorpaa,قول دادن
1174,versprechen::V,neriorsorpaa,وعده دادن
1175,wünschen::V,kissaat,آرزو کردن
1176,loben::V,nersorpaa,ستایش کردن
1177,loben::V,nersornaat,ستایش کردن
1178,küssen::V,kunippaa,بوسیدن
1179,küssen::V,kunissorpaa,بوسیدن
1180,zudecken::V,majorpaa,پوشاندن
1181,wecken::V,itersarpaa,بیدار کردن
1182,zeigen::V,tikkuuppaa,نشان دادن
1183,führen::V,tasissiuppaa,رهنمائی کردن
1184,führen::V,ilitsersorpaa,رهنمائی کردن
1185,führen::V,tasissersuuppaa,رهنمائی کردن
1186,lehren::V,ilinniartippaa,آموختن
1187,lehren::V,ilinniartippaa,یاد دادن
1188,unterrichten::V,ajoqerpaa,درس دادن
1189,unterrichten::V,ajoqerpaa,تدریس کردن
1190,unterrichten::V,ajoqersorpaa,درس دادن
1191,unterrichten::V,ajoqersorpaa,تدریس کردن
1192,unterrichten::V,ilinniartitsivoq,درس دادن
1193,unterrichten::V,ilinniartitsivoq,تدریس کردن
1194,aufziehen::V,inororsarpaa,تربیت کردن
1195,leiten::V,iluatsippaa,اداره کردن
1196,antreiben::V,ikusimmippaa,عجله دادن
1197,einladen::V,qaaqquaa,دعوت کردن
1198,einladen::V,qaaqquaa,مهمان کردن
1199,einladen::V,qaasarpaa,دعوت کردن
1200,einladen::V,qaasarpaa,مهمان کردن
1201,vereinigen::V,taperserpaa,یکی کردن
1202,vereinigen::V,taperserpaa,متحد کردن
1203,besuchen::V,tikeraarpaa,دیدار کردن
1204,treffen::V,aporappaa,ملاقات کردن
1205,sich versammeln::V,majorpoq,جمع شدن
1206,spielen::V,pinnguarpoq,بازی کردن
1207,singen::V,erinarsorpoq,آواز خواندن
1208,tanzen::V,qitippoq,رقصیدن
1209,sich trennen::V,immikkoortippaa,جدا شدن
1210,retten::V,annaappaa,نجات دادن
1211,schützen::V,eriagaa,حفظ کردن
1212,schützen::V,pineqartaalivaa,حفظ کردن
1213,schießen::V,aallaavaa,تیر زدن
1214,schießen::V,piseriuppaa,تیر زدن
1215,ärgern::V,ninngassarpaa,ناراحت کردن
1216,ärgern::V,ninngassaarpaa,ناراحت کردن
1217,schlagen::V,unatarpaa,زدن
1218,schlagen::V,unatarpaa,کوبیدن
1219,treten::V,tukerpoq,لگد زدن
1220,stechen::V,iguppaa,چاقو زدن
1221,stechen::V,qasilippoq,چاقو زدن
1222,stoßen::V,ikuserpaa,هل دادن
1223,stoßen::V,ikusimmippaa,هل دادن
1224,stehlen::V,tillippaa,دزدیدن
1225,stören::V,akornuserpaa,مزاحم شدن
1226,verbergen::V,anngigaa,پنهان کردن
1227,betrügen::V,peqquserluttuliorfigaa,گول زدن
1228,betrügen::V,peqquserluttuliorfigaa,فریب دادن
1229,töten::V,maappaa,کشتن
1230,töten::V,toquppaa,کشتن
1231,wohnen::V,najugaqarpoq,منزل داشتن
1232,wohnen::V,najugaqarpoq,سکونت داشتن
1233,arbeiten::V,sulivoq,کار کردن
1234,sammeln::V,katersorpai,جمع کردن
1235,jagen::V,piniarpoq,شکار کردن
1236,fischen::V,aalisarpoq,صید کردن
1237,fischen::V,aalisarpoq,ماهی‌گیری کردن
1238,anbinden::V,qilerut,متصل کردن
1239,anbinden::V,qilersorpaa,متصل کردن
1240,anbinden::V,ungerlatserpaa,متصل کردن
1241,füttern::V,nerlerpaa,غذا دادن
1242,gießen::V,imerterpaa,ریختن
1243,kochen::V,igavoq,پختن
1244,kochen::V,igavoq,آشپزی کردن
1245,braten::V,siappaa,سرخ کردن
1246,umrühren::V,qeerlerpaa,هم زدن
1247,färben::V,misuppaa,رنگ زدن
1248,reinigen::V,sanniarpaa,پاک کردن
1249,reinigen::V,sanniarpaa,تمیز کردن
1250,waschen::V,asappaa,شستن
1251,abwischen::V,saligarpaa,زدودن
1252,abwischen::V,saligartorpaa,زدودن
1253,fegen::V,sanngiarpaa,جارو کردن
1254,baden::V,uffarpoq,شنا کردن
1255,baden::V,uffarpoq,حمام کردن
1256,sich waschen::V,uffarpoq,شستشو کردن
1257,ausziehen::V,annoraajarpaa,درآوردن
1258,anziehen::V,ativaa,پوشیدن
1259,anziehen::V,atitippaa,پوشیدن
1260,sich anziehen::V,atisalersorpoq,لباس پوشیدن
1261,sagen::V,oqarpoq,گفتن
1262,sprechen::V,oqaluttarpoq,حرف زدن
1263,sprechen::V,oqaluttarpoq,صحبت کردن
1264,reden::V,oqaluppoq,حرف زدن
1265,reden::V,oqaluppoq,صحبت کردن
1266,fragen::V,aperaa,پرسیدن
1267,fragen::V,aperaa,سؤال کردن
1268,bitten::V,aperaa,خواهش کردن
1269,bitten::V,aperaa,درخواست کردن
1270,bitten::V,qinnuigaa,خواهش کردن
1271,bitten::V,qinnuigaa,درخواست کردن
1272,erzählen::V,oqaluttuaraa,نقل کردن
1273,erzählen::V,oqaluttuaraa,حکایت کردن
1274,mitteilen::V,oqalualaarpoq,خبر دادن
1275,rufen::V,qaaqquaa,صدا کردن
1276,prahlen::V,oqqartuvoq,پز آمدن
1277,prahlen::V,oqallortuvoq,پز آمدن
1278,übersetzen::V,ikaarpoq,ترجمه کردن
1279,übersetzen::V,nutserpaa,ترجمه کردن
1280,denken::V,isumaqarpoq,فکر کردن
1281,glauben::V,upperaa,باور کردن
1282,glauben::V,upperaa,عقیده داشتن
1283,glauben::V,isumaqarpoq,باور کردن
1284,glauben::V,isumaqarpoq,عقیده داشتن
1285,erkennen::V,ilisaraa,شناختن
1286,erkennen::V,ilisaraa,تشخیص دادن
1287,verstehen::V,paasivaa,فهمیدن
1288,lernen::V,ilinniarpoq,آموختن
1289,lernen::V,ilinniarpoq,یاد گرفتن
1290,wissen::V,nalunngilaa,دانستن
1291,sich erinnern an::V,eqqaavaa,به یاد آوردن
1292,vergessen::V,puiorpaa,فراموش کردن
1293,messen::V,ussersarpaa,اندازه گرفتن
1294,zählen::V,kisitsivoq,شمردن
1295,rechnen::V,kisitsivoq,حساب کردن
1296,lesen::V,atuarpoq,خواندن
1297,malen::V,qalipappaa,نقاشی کردن
1298,schreiben::V,allappoq,نوشتن
1299,kaufen::V,pisiaraa,خریدن
1300,kaufen::V,pisiaraa,خرید کردن
1301,verkaufen::V,akigaa,فروختن
1302,bezahlen::V,akilerpaa,پرداختن
1303,beherrschen::V,inappaa,مسلط بودن
1304,ertragen::V,ernertaaraa,تحمل کردن
1305,Nase::N,,بینی
1306,Schnurrbart::N,,سبیل
1307,Fuß::N,,پا
1308,Schlaf::N,,خواب
1309,Strömung::N,,جریان
1310,Moor::N,,باتلاق
1311,Wald::N,,جنگل
1312,Anhöhe::N,,بلندی
1313,Gipfel::N,,قله
1314,Quelle::N,,چشمه
1315,Festland::N,,خشکی
1316,Kiefer[Baum]::N,,کاج
1317,Pferd::N,,اسب
1318,Elch::N,,گوزن شمالی
1319,Schwarm::N,,دسته
1320,Ente::N,,اردک
1321,Ente::N,,مرغابی
1322,Barsch::N,,ماهی خاردار
1323,Hecht::N,,اردک ماهی
1324,Wurm::N,,کرم
1325,Heu::N,,علف خشک
1326,Kummer::N,,غم
1327,Kummer::N,,غصه
1328,Gespräch::N,,صحبت
1329,Gespräch::N,,گفتگو
1330,Spiel::N,,بازی
1331,Gesellschaft::N,,جمعیت
1332,Angelegenheit::N,,امر
1333,Angelegenheit::N,,قضیه
1334,Anzahl::N,,عده
1335,Anzahl::N,,شمار
1336,Strich::N,,خط
1337,Gegenstand::N,,چیز
1338,Höhe::N,,بلندی
1339,Lagerfeuer::N,,آتش
1340,Gang::N,,راه رفتن
1341,Heim::N,,خانه
1342,Heim::N,,کاشانه
1343,Beutel::N,,کیسه
1344,Eimer::N,,سطل
1345,Sack::N,,گونی
1346,Brei::N,,فرنی
1347,Brei::N,,حریره
1348,Leder::N,,چرم
1349,Gott::N,,خدا
1350,Reichtum::N,,مال
1351,Reichtum::N,,ثروت
1352,Staat::N,,دولت
1353,Gewalt::N,,زور
1354,Gewalt::N,,خشونت
1355,Bogen[Waffe]::N,,کمان
1356,Lüge::N,,دروغ
1357,Schaden::N,,آسیب
1358,Schaden::N,,خسارت
1359,April::N,,آوریل
1360,frisch::A,,تازه
1361,lecker::A,,لذیذ
1362,lecker::A,,خوشمزه
1363,sauer::A,,ترش
1364,bunt::A,,رنگارنگ
