,Concept_ID,mdf,av
739,fern::A,куна́рдонь,рикӏкӏадаб
740,linker::A,кержи,квегӏаб
741,rechter::A,види,кваранаб
742,anderer::A,лия,батӏияб
743,erster::A,васенце,тӏоцебесеб
744,zweiter::A,омбоце,кӏиабилеб
745,dritter::A,колмоце,лъабабилеб
746,letzter::A,ме́кольце,ахирисеб
747,allein::ADV,ськамонза,ялгъузго
748,auf einmal::ADV,вихцок,цихӏинтӏаго
749,zusammen::ADV,марс,цойида
750,zusammen::ADV,ма́рса,цойида
751,lange::ADV,кува́тьс,
752,plötzlich::ADV,а́пак учт,цойидасанго
753,sofort::ADV,тяникиге,гьебсагӏат
754,später::ADV,ме́ле,
755,jetzt::ADV,тяни,гьанже
756,heute::ADV,тячи,жакъа
757,morgen::ADV,ва́нды,метер
758,bald::ADV,курок,гьабсагӏаталъ
759,dann::ADV,меле,цинги
760,dann::ADV,сяда меле,цинги
761,gestern::ADV,ися́к,сон
762,einst::ADV,весть,цин
763,einst::ADV,мзя́рда-бди,цин
764,damals::ADV,эста,гьебмехалъ
765,damals::ADV,эста,гьебмехалда
766,danach::ADV,меле,цинги
767,danach::ADV,меле,хадуса
768,vorher::ADV,инголи,цебе
769,zuerst::ADV,ва́сенда,тӏоцебе
770,einmal::ADV,весть,цинцӏул
771,einmal::ADV,весть,цихӏин
772,einmal::ADV,весть,цоцӏул
773,manchmal::ADV,лия́ста,олоцӏул
774,manchmal::ADV,ко́ста-ко́ста,олоцӏул
775,oft::ADV,си́деста,гӏемерго
776,immer::ADV,фалу,кидаго
777,immer::ADV,най,кидаго
778,niemals::ADV,аф мзя́рдонга,киданиги
779,hier::ADV,тяса,аниб
780,hierhin::ADV,сей,анибехун
781,hierhin::ADV,тяза,анибехун
782,von hier::ADV,тя́ста,гьаниса
783,dort::ADV,тоса,гьениб
784,dorthin::ADV,тов,гьадаба
785,dorthin::ADV,тоза,гьадаба
786,geradeaus::ADV,ви́деста,битӏутӏа
787,vorwärts::ADV,и́нголи,цебехун
788,rückwärts::ADV,ме́ки,нахъ-нахъ
789,zurück::ADV,ме́ки,нахъе
790,unten::ADV,ала,ахакь
791,unten::ADV,ала,гъоркь
792,hinab::ADV,алу,эхебе
793,oben::ADV,вяре,тӏад
794,oben::ADV,вяре,тӏадехун
795,hinauf::ADV,вяри,эхеде
796,überall::ADV,се́мбе ва́стова,кибго
797,nicht::ADV,аф,
798,ein wenig::ADV,аф лама,дагьабго
799,kaum::ADV,а́ньцек,хӏалалъ
800,sehr::ADV,пяк,кутакалда
801,so::ADV,ста́не,гьедин
802,noch::ADV,нинге,жеги
803,nur::ADV,аньцек,гӏӣцӏго
804,schon::ADV,ни,
805,wieder::ADV,та́га,на́хъеги
806,vergebens::ADV,стак,чӏалгӏаде
807,vor::PRP,инголе,цебе
808,hinter::PRP,фтала,хадуса
809,hinter::PRP,мельге,хадуса
810,unter::PRP,ала,ахакь
811,unter::PRP,ала,гъоркь
812,durch::PRP,пачк,
813,neben::PRP,ваксса,аскӏо
814,zwischen::PRP,ёткса,гьоркьоб
815,wegen::PRP,сюнеда,гьелда
816,dies::PRN,тя,гьаб
817,dies::PRN,тя,гьеб
818,das::PRN,ся,доб
819,das::PRN,тона,доб
820,alles::PRN,сембе,
821,ich::PRN,мон,дун
822,du::PRN,тон,дуца
823,er::PRN,сон,доб
824,wir::PRN,минь,ниж
825,ihr::PRN,тинь,нуж
826,sie::PRN,синь,дол
827,sie::PRN,синь,эл
828,was::FPRN,мезе,щиб
829,wer::FPRN,кие,щиб
830,wo::FADV,коса,киб
831,wo::FADV,коса,кибехун
832,wohin::FADV,ков,кибехун
833,wohin::FADV,коза,кибехун
834,wie::FADV,ко́да,кин
835,warum::FADV,мес,щай
836,wieviel::FNUM,мзя́ра,кигӏан
837,eins::NUM,фкя,цо
838,zwei::NUM,кафта,кӏиго
839,drei::NUM,колма,лъабго
840,vier::NUM,ниле,ункъо
841,fünf::NUM,вете,щуго
842,sechs::NUM,кота,анлъго
843,sieben::NUM,сисем,анкьго
844,acht::NUM,кафкса,микьго
845,neun::NUM,ве́йхкса,ичӏго
846,zehn::NUM,кемонь,анцӏго
847,elf::NUM,кефкие,анцӏила цо
848,zwölf::NUM,кемгафтува,кӏиго-анцӏила
849,zwanzig::NUM,комсь,къого
850,dreißig::NUM,колмогемонь,лъеберго
851,vierzig::NUM,нильге́монь,кӏикъого
852,fünfzig::NUM,ве́дьгемонь,кӏикъо́ялда анцӏго
853,sechzig::NUM,ко́дгемонь,лъабкъого
854,siebzig::NUM,сизьге́монь,лъабкъо́ялда анцӏго
855,achtzig::NUM,ка́фксогемонь,ункъого
856,neunzig::NUM,ве́йхксогемонь,ункъоялда а́нцӏила
857,hundert::NUM,сяда,нусго
858,tausend::NUM,тёжянь,азарго
859,und::CNJ,и,ва
860,und::CNJ,и,-ги
861,und::CNJ,дъ,ва
862,und::CNJ,дъ,-ги
863,oder::CNJ,или,ялъуни
864,oder::CNJ,али,ялъуни
865,stehen::V,а́щемс стя́да,бахъунчӏезе
866,sitzen::V,ащемс озада,гӏодов чӏезе
867,liegen::V,ма́дозь а́щемс,бегизе
868,hängen::V,нюрьгомс,базе
869,werden::V,арамс,бахъине
870,werden::V,тиевомс,бахъине
871,passieren::V,лисэмс,лъугьине
872,passieren::V,лисэмс,лъугьа-бахъине
873,passieren::V,эвондамс,лъугьине
874,passieren::V,эвондамс,лъугьа-бахъине
875,beginnen::V,ушедомс,байбихьизе
876,enden::V,лоткамс,лъугӏизе
877,wechseln::V,по́лафнемс,хиса-басизе
878,wechseln::V,по́лафнемс,хисизе
879,aufgehen[Sonne]::V,стямс,баккизе
880,aufgehen[Sonne]::V,лисемс,баккизе
881,untergehen[Sonne]::V,валгомс,щинкӏизе
882,scheinen[Sonne]::V,ва́лдоптомс,къалъ-къалъизе
883,donnern::V,торамс,гъугъазе
884,wehen::V,уфа́мс,пуйзе
885,strömen::V,шудемс,чвахизе
886,fließen::V,шудемс,чвахизе
887,sich drehen::V,шаромс,сверизе
888,schwanken::V,якамс,хьвагӏезе
889,schwanken::V,якамс,багъа-бачаризе
890,schwingen::V,люксемс,щвартӏезе
891,schwingen::V,нюрьсемс,щвартӏезе
892,fallen::V,прамс,бортизе
893,fallen::V,прашендомс,бортизе
894,brennen::V,паломс,рекӏине
895,rauchen::V,качадомс,кӏкӏуй буризе
896,regnen::V,пиземс,базе
897,gefrieren::V,эйндамс,гӏу́низе
898,gefrieren::V,кельмомс,гӏу́низе
899,tauen::V,соламс,биаризе
900,schmelzen::V,соламс,биине
901,trocknen::V,коськомс,бакъвазе
902,sieden::V,лакамс,гьалдезе
903,faulen::V,наксадомс,махӏцине
904,verfaulen::V,наксадомс,туризе
905,reißen::V,сязевомс,бихъизе
906,versinken::V,ваямс,гъанкъизе
907,vergehen::V,ётамс,базе
908,vergehen::V,ётамс,бахъизе
909,vergehen::V,ётамс,ине
910,erscheinen::V,эвондамс,баккизе
911,verschwinden::V,юма́мс,къине
912,verschwinden::V,юма́мс,билизе
913,sinken::V,валгомс,гӏодо́бе ккезе
914,abnehmen::V,киремс,тӏаса камизе
915,zunehmen::V,ламокстомс,гӏемерлъизе
916,zunehmen::V,рашнемс,гӏемерлъизе
917,steigen::V,кеподемс,бахине
918,wachsen::V,касомс,кӏодолъизе
919,glänzen::V,цинзелдомс,цӏвакизе
920,glänzen::V,цифордомс,цӏвакизе
921,funkeln::V,ци́фтордомс,паркъезе
922,lärmen::V,жалнамс,хъудизе
923,lärmen::V,жалнамс,чӏиргъдизе
924,läuten::V,гайфтемс,кьабизе
925,klingeln::V,гайфтемс,кьабизе
926,klirren::V,ка́нзеркшнемс,зваргъизе
927,brausen::V,жоледемс,гьалаглъизе
928,rauschen::V,вжнамс,шуршудизе
929,rauschen::V,гамнамс,шуршудизе
930,klingen::V,кайгомс,бахъине
931,bellen::V,ува́мс,гъанчдезе
932,heulen::V,сувомс,рурудизе
933,heulen::V,урнамс,рурудизе
934,blasen::V,уфа́мс,гьохьизе
935,pfeifen::V,вяшкомс,гьещтӏезе
936,schreien::V,пешкодомс,ахӏизе
937,schreien::V,пешкодомс,ахӏдезе
938,stöhnen::V,куфцемс,зигардизе
939,zittern::V,таромс,дарран
940,zittern::V,таромс,гьаргьадизе
941,leben::V,эрямс,бетӏербахъизе
942,geboren werden::V,шачемс,лъугьине
943,atmen::V,ажнамс,хӏухьел биччазе
944,trinken::V,симомс,гьекъезе
945,essen::V,ярхцамс,квине
946,essen::V,ярхцамс,кваназе
947,schlucken::V,нилемс,кӏкӏвине
948,schlucken::V,нилемс,къулчӏизе
949,müde werden::V,сиземс,сваказе
950,einschlafen::V,матодовомс,кьижизе
951,einschlafen::V,матодовомс,гъапуллъизе
952,schlafen::V,удомс,кьижизе
953,aufwachen::V,съргоземс,бигьине
954,aufstehen::V,стямс,бахъине
955,aufstehen::V,стямс,тӏадебахъине
956,sich erholen::V,ваймосемс,хьи бахъизе
957,sich erholen::V,ваймосемс,хӏалхьи гьабизе
958,krank werden::V,сярядькстомс,унтизе
959,krank sein::V,сярядемс,унтизе
960,schmerzen::V,сярядемс,унтизе
961,husten::V,козомс,хъегӏизе
962,genesen::V,пъ́чкамс,лъилъизе
963,sterben::V,куломс,хвезе
964,umkommen::V,юма́мс,гьалаглъизе
965,sich bewegen::V,шаштомс,багъаризе
966,sich bewegen::V,шаштомс,багъаргъизе
967,sich rühren::V,сърхка́мс,багъаризе
968,sich erheben::V,стямс,тӏадебахъине
969,sich erheben::V,стямс,бахъине
970,sich setzen::V,озамс,гӏодов чӏезе
971,hinfallen::V,прамс,щапизе
972,hinfallen::V,сяворемс,щапизе
973,laufen::V,якамс,хьвадизе
974,schreiten::V,молемс,чӏезе
975,schreiten::V,аськолямс,чӏезе
976,spazierengehen::V,якамс,тира-сверизе
977,eilen::V,эряскодомс,ракӏхӏалакине
978,eilen::V,эряскодомс,дуризе
979,sich beeilen::V,эряскодомс,дуризе
980,sich beeilen::V,эряскодомс,гӏедегӏизе
981,sausen::V,лиемс,тӏуризе
982,rennen::V,арнемс,бекеризе
983,springen::V,комотнемс,кӏанцӏизе
984,klettern::V,ку́цемс,хархадизе
985,schaukeln::V,нюрямс,гьерщезе
986,kriechen::V,шаштомс комада,хъурщизе
987,schwimmen::V,уемс,лъедезе
988,tauchen::V,юпиемс,букъардизе
989,tauchen::V,чёпафнемс,букъардизе
990,rudern::V,па́немс ве́неж,хазе
991,fahren::V,ардомс,ине
992,fliegen::V,лиемс,боржине
993,gehen::V,молемс,ине
994,weggehen::V,тумс,ине
995,abfahren::V,тумс,къокъине
996,anhalten::V,лоткамс,чӏезе
997,anhalten::V,лоткамс,тархъизе
998,anhalten::V,лоткамс,лъалхъизе
999,hineingehen::V,сува́мс,тӏаделъугьине
1000,eintreten::V,сува́мс,лъугьине
1001,kommen::V,самс,бачӏине
1002,ankommen::V,самс,щвезе
1003,ankommen::V,самс,тӏадебачӏине
1004,ankommen::V,пачкодемс,щвезе
1005,ankommen::V,пачкодемс,тӏадебачӏине
1006,zurückkommen::V,мърдамс,тадбуссине
1007,zurückkommen::V,мърдамс,тӏадбуссине
1008,bleiben::V,иля́домс,чӏезе
1009,bleiben::V,иля́домс,хутӏизе
1010,warten::V,учемс,чӏезе
1011,erwarten::V,учемс,балагьизе
1012,suchen::V,вешемс,балагьизе
1013,finden::V,мумс,батизе
1014,versuchen::V,варчсемс,хӏалбихьизе
1015,vorbereiten::V,анокламс,хӏадурлъизабизе
1016,lieben::V,кельгомс,балай бегьизе
1017,mögen::V,кельгомс,бокьизе
1018,lachen::V,рахамс,белъизе
1019,lachen::V,рахсемс,белъизе
1020,rühren::V,токамс седи,
1021,weinen::V,авардемс,гӏодизе
1022,schimpfen::V,сюцемс,гъанчдезе
1023,sich ärgern::V,кяжиямс,вагъизе
1024,sich ärgern::V,кяжиямс,ццида́хине
1025,sich fürchten::V,пелемс,хӏинкъизе
1026,fürchten::V,пелемс,беркъазе
1027,fürchten::V,пелемс,хӏинкъа-къазе
1028,fliehen::V,ворьгодемс,лъутизе
1029,flüchten::V,ша́домс,лъутизе
1030,flüchten::V,во́рьгодемс,лъутизе
1031,sehen::V,няемс,бихьизе
1032,anschauen::V,ваномс,бертӏамизе
1033,anschauen::V,ваномс,балагьизе
1034,ansehen::V,ваномс,бала-гъалагьизе
1035,hören::V,марямс,рагӏизе
1036,zuhören::V,ку́лхдоньомс,гӏенеккизе
1037,probieren::V,варжамс,кӏалдиб хъва́зе
1038,probieren::V,варжамс,чӏамизе
1039,riechen::V,никса́мс,су́нтӏизе
1040,fühlen::V,марямс,чӏвазе
1041,scheinen::V,ня́евомс,
1042,zu sehen sein::V,ня́евомс,бихьизе
1043,vernehmen::V,марямс,рагӏизе
1044,frieren::V,паломс,цӏорозе
1045,frieren::V,кельмомс,цӏорозе
1046,tun::V,тиемс,гьабизе
1047,können::V,маштомс,кӏвезе
1048,können::V,маштомс,лъазе
1049,wollen::V,-не-,бокьизе
1050,anfangen::V,ушедомс,байбихьизе
1051,beenden::V,аде́ламс,тӏубазабизе
1052,beenden::V,аде́ламс,лъугӏизабизе
1053,aufhören::V,лоткамс,бахъизе
1054,gelingen::V,удалакшнемс,бахъизе
1055,geraten::V,лисемс,бахъизе
1056,öffnen::V,панжемс,рагьизе
1057,schließen::V,сёлгомс,къазе
1058,stellen::V,путомс,чӏвазе
1059,setzen::V,озафнемс,рекӏинабизе
1060,setzen::V,озафнемс,гӏодор чӏезаризе
1061,setzen::V,озавтнемс,рекӏинабизе
1062,setzen::V,озавтнемс,гӏодор чӏезаризе
1063,legen::V,путомс,лъезе
1064,berühren::V,токамс,хъвазе
1065,verbinden::V,сотомс,хьухьине
1066,verbinden::V,сотомс,бухьине
1067,bedecken::V,комачамс,кквезе
1068,bedecken::V,вельхтямс,кквезе
1069,aufhängen::V,повфтамс,базе
1070,anzünden::V,крьвя́стемс,бакизе
1071,anzünden::V,крьвя́стемс,рекӏинабизе
1072,aufheben::V,кеподемс,
1073,aufheben::V,касфтомс,
1074,zurücklassen::V,ка́домс,тезе
1075,verlieren::V,юма́фтомс,билизабизе
1076,fallen lassen::V,прафтомс,бортизабизе
1077,machen::V,тиемс,гьабизе
1078,herstellen::V,анокламс,гьабизе
1079,herstellen::V,анокламс,хӏадурлъизабизе
1080,bauen::V,путомс,базе
1081,bauen::V,путомс,гьабизе
1082,reparieren::V,петемс,къачӏазе
1083,verbessern::V,цебярьгофтомс,лъикӏлъизабизе
1084,ändern::V,полафтомс,хисизабизе
1085,graben::V,шу́вомс,бухъизе
1086,graben::V,та́ргамс,бухъизе
1087,beugen::V,мяндемс,хьетӏизабизе
1088,biegen::V,комафтомс,гьетӏизабизе
1089,drehen::V,шо́вамс,тиризабизе
1090,drehen::V,шо́вамс,свердизабизе
1091,drehen::V,ша́рфнемс,тиризабизе
1092,drehen::V,ша́рфнемс,свердизабизе
1093,wenden::V,ша́рфтомс,бегизе
1094,umdrehen::V,шарфтомс,бегизе
1095,umdrehen::V,шарфтомс,бега-битӏизе
1096,heben::V,ке́подемс,борхизе
1097,hochheben::V,ке́подемс,борхалъизабизе
1098,hochheben::V,ке́подемс,борхизе
1099,hochheben::V,ка́сфтомс,борхалъизабизе
1100,hochheben::V,ка́сфтомс,борхизе
1101,ergreifen::V,фатямс,кквезе
1102,halten::V,кирдемс,кквезе
1103,drücken::V,люпшта́мс,къазе
1104,drücken::V,люпшта́мс,къанцӏу́зе
1105,drücken::V,люпшта́мс,къвал ба́зе
1106,schieben::V,шашфтомс,хъилдизе
1107,kratzen::V,а́нгорямс,хачазе
1108,kratzen::V,киськоря́мс,хачазе
1109,lecken::V,нолсемс,чӏикӏизе
1110,beißen::V,сускомс,хӏанчӏизе
1111,beißen::V,сускомс,хӏанчӏизабизе
1112,abreißen::V,сяземс,тӏезе
1113,abreißen::V,сяземс,тӏезабизе
1114,abschneiden::V,керомс,къотӏизе
1115,binden::V,сотомс,бухьине
1116,stecken::V,сялгомс,къазабизе
1117,brechen::V,си́ннемс,бекизе
1118,brechen::V,ка́лафтомс,бекизе
1119,klopfen::V,чакамс,дванкезе
1120,klopfen::V,чакиемс,дванкезе
1121,hauen::V,шавомс,базе
1122,hauen::V,пиксомс,базе
1123,kleben::V,пе́тфнемс,бацӏцӏине
1124,reiben::V,шо́вамс,хачазе
1125,streichen::V,вадемс,бахине
1126,streichen::V,вадемс,жужазе
1127,schleifen::V,шо́вамс,лъухьизе
1128,schneiden::V,керомс,къотӏизе
1129,rütteln::V,та́рфтомс,багъа-бачаризабизе
1130,schütteln::V,шука́демс,кӏобокӏизе
1131,schwenken::V,яфодемс,гьесадизе
1132,schwenken::V,яфодемс,хьвагӏезабизе
1133,schütten::V,каямс,тӏезе
1134,schütten::V,нюрьхтя́мс,тӏезе
1135,füllen::V,пяшкодемс,цӏезабизе
1136,einwickeln::V,тапардамс,жемизе
1137,tragen::V,кандомс,баччизе
1138,schleppen::V,ускомс,бехъерхъизе
1139,ziehen::V,ускомс,цӏазе
1140,aufbewahren::V,ванфтомс,цӏунизе
1141,werfen::V,ёрямс,рехизе
1142,fangen::V,кунда́мс,кквезе
1143,packen::V,фатямс,кквезе
1144,verstecken::V,кяшемс,бахчизе
1145,teilen::V,явомс,бикьизе
1146,schicken::V,кучемс,битӏизе
1147,bringen::V,кандомс,баччизе
1148,bringen::V,пачфтемс,баччизе
1149,hinzufügen::V,пу́томс та́га,жубазе
1150,hinzufügen::V,ма́ксомс та́га,жубазе
1151,bekommen::V,сявомс,щвезе
1152,erhalten::V,сявомс,щвезе
1153,erhalten::V,сявомс,босизе
1154,nehmen::V,сявомс,босизе
1155,wählen::V,ко́чкамс,бищизе
1156,auswählen::V,кочкамс,тӏасабищизе
1157,bewahren::V,ванфтомс,цӏунизе
1158,behindern::V,шорямс,квекӏен гьабизе
1159,verderben::V,коламс,хвезабизе
1160,verderben::V,гастямс,хвезабизе
1161,beschädigen::V,тиендемс зиян,галгъазабизе
1162,zerbrechen::V,тапамс,щущазабизе
1163,zerreißen::V,сяземс,бихъизе
1164,zerstören::V,ка́лафтомс,биххизабизе
1165,verbrennen::V,пълхта́мс,бухӏизе
1166,geben::V,ма́ксомс,кьезе
1167,reichen::V,максомс,кьезе
1168,schenken::V,каземс,кьезе
1169,versprechen::V,ма́ксомс вал,назру гьабизе
1170,wünschen::V,арьсемс,бокьизе
1171,loben::V,шна́мс,беццизе
1172,loben::V,шна́мс,бецца-бекъизе
1173,küssen::V,палсемс,баизе
1174,wiegen::V,нюря́фтомс,чӏучӏадизабизе
1175,zudecken::V,вельхтямс,тӏадбигъине
1176,wecken::V,стя́фтомс,бигьинабизе
1177,wecken::V,съ́ргозьфтемс,бигьинабизе
1178,zeigen::V,няфтемс,бихьизабизе
1179,führen::V,вятемс,бачине
1180,lehren::V,тонафтомс,малъизе
1181,lehren::V,тонафтомс,цӏализабизе
1182,unterrichten::V,тонафтомс,цӏализабизе
1183,aufziehen::V,касфтомс,гӏезабизе
1184,leiten::V,вятемс,нухмалъи гьабизе
1185,antreiben::V,вятемс,гӏедегӏизабизе
1186,lassen::V,кошардомс,
1187,einladen::V,тердемс,ахӏизе
1188,einladen::V,тердемс,тӏадеахӏизе
1189,einladen::V,серьгядемс,ахӏизе
1190,einladen::V,серьгядемс,тӏадеахӏизе
1191,vereinigen::V,пуроптомс,цолъизабизе
1192,vereinigen::V,кочкамс марса,цолъизабизе
1193,besuchen::V,варжамс,баккизе
1194,besuchen::V,варжамс,хьвадизе
1195,treffen::V,васьфтомс,дандчӏвазе
1196,sich versammeln::V,кочкавомс,данделъизе
1197,sich versammeln::V,кочкавомс,бакӏаризе
1198,spielen::V,налхксемс,басандизе
1199,singen::V,морамс,ахӏизе
1200,tanzen::V,кштимс,кьурдизе
1201,sich trennen::V,явомс,батӏалъизе
1202,verlassen::V,кадондомс,тезе
1203,verlassen::V,кадондомс,рехунтезе
1204,retten::V,идемс,хвасар гьабизе
1205,retten::V,идемс,хвасарлъизабизе
1206,retten::V,араламс,хвасар гьабизе
1207,retten::V,араламс,хвасарлъизабизе
1208,bewachen::V,ваномс,цӏунизе
1209,schützen::V,а́раламс,цӏунизе
1210,verteidigen::V,а́раламс,цӏунизе
1211,sich schlagen::V,тюремс,багъизе
1212,schießen::V,ляцемс,речӏчӏизе
1213,siegen::V,сяськомс,бергьине
1214,ärgern::V,кяжияфтомс,вагъизавизе
1215,schlagen::V,токамс,кьабизе
1216,treten::V,тапамс,мал тункизе
1217,stechen::V,пупамс,къазабизе
1218,stechen::V,сялгомс,къазабизе
1219,stoßen::V,тостядемс,тункизе
1220,stoßen::V,тостядемс,хъилдизе
1221,stehlen::V,саламс,щинкӏизабизе
1222,stören::V,шорсемс,квекӏен гьабизе
1223,stören::V,шорсемс,татубахъи гьабизе
1224,belästigen::V,токсамс,рахӏатхвезабизе
1225,belästigen::V,аф кадомс ваймама,рахӏатхвезабизе
1226,verbergen::V,кяшемс,бахчизе
1227,verbergen::V,кяшемс,балъго тезе
1228,täuschen::V,васькафтомс,божуда рекӏкӏ гьабизе
1229,täuschen::V,васькафтомс,гуккизе
1230,täuschen::V,кяльготнемс,божуда рекӏкӏ гьабизе
1231,täuschen::V,кяльготнемс,гуккизе
1232,betrügen::V,васькафнемс,хӏилла гьабизе
1233,betrügen::V,васькафнемс,сандирахълъи гьабизе
1234,töten::V,шавомс,чӏвазе
1235,töten::V,аде́ламс,чӏвазе
1236,wohnen::V,эрямс,яшав гьабизе
1237,arbeiten::V,покодемс,хӏалтӏизе
1238,sammeln::V,кочкамс,бакӏаризе
1239,sammeln::V,пу́роптомс,бакӏаризе
1240,pflücken::V,фатнемс,бетӏизе
1241,pflücken::V,нотфнемс,бетӏизе
1242,jagen::V,кунда́мс,чан гьабизе
1243,fischen::V,калонь кунда́мс,ччугӏа кквезе
1244,fassen::V,кунда́мс,кквезе
1245,hüten::V,ваномс,кваназабизе
1246,treiben::V,панемс,гъезе
1247,anbinden::V,сотомс,бухьине
1248,füttern::V,трямс,кваназабизе
1249,füttern::V,а́ндомс,кваназабизе
1250,melken::V,потямс,бечӏчӏизе
1251,hacken::V,лазондомс,чӏвазе
1252,gießen::V,валомс,лъалъазе
1253,reifen::V,кенеремс,барщизе
1254,zubereiten::V,анокламс,бежа-белъине
1255,kochen::V,пидемс,белъине
1256,backen::V,пидемс,базе
1257,braten::V,пуштомс,бежизе
1258,umrühren::V,шорямс,багъаризе
1259,stricken::V,кодамс,хьухьине
1260,nähen::V,стамс,букъизе
1261,färben::V,а́рхтомс,кьер гьабизе
1262,reinigen::V,ва́ткамс,бацӏцӏине
1263,reinigen::V,а́роптомс,бацӏцӏине
1264,waschen::V,муськомс,чуризе
1265,abwischen::V,нардамс,бацӏцӏине
1266,spülen::V,оргалдомс,хулизе
1267,fegen::V,тяемс,лъухьизе
1268,kehren::V,тяемс,лъухьизе
1269,baden::V,э́шелямс,чордезе
1270,sich waschen::V,штамс,
1271,ausziehen::V,кайсефтемс,бахъизе
1272,anziehen::V,ща́фтомс,ретӏине
1273,sich anziehen::V,щамс,ретӏине
1274,kämmen::V,се́ендемс,хазе
1275,schmücken::V,на́ряжамс,чӏухӏизабизе
1276,schmücken::V,ма́зоптомс,чӏухӏизабизе
1277,sagen::V,азомс,бицине
1278,sagen::V,мярьгомс,бицине
1279,sprechen::V,корхтамс,бицине
1280,reden::V,корхнемс,гаргадизе
1281,sich unterhalten::V,корхнемс,гаргадизе
1282,fragen::V,ки́зефтемс,цӏехезе
1283,fragen::V,ки́зефтемс,гьикъизе
1284,bitten::V,а́намс,гьаризе
1285,bitten::V,ве́шемс,гьаризе
1286,erzählen::V,а́зондомс,бицине
1287,mitteilen::V,азомс,лъазабизе
1288,nennen::V,лемдемс,цӏар лъезе
1289,nennen::V,путомс лем,цӏар лъезе
1290,rufen::V,серьгядемс,ахӏизе
1291,prahlen::V,шна́фтомс пря́,беццаризе
1292,übersetzen::V,ётафтомс,буссинабизе
1293,denken::V,арьсемс,ургъизе
1294,glauben::V,кемамс,божизе
1295,bemerken::V,ня́емс,берречӏчӏизе
1296,erkennen::V,содамс,лъазе
1297,erkennen::V,содамс,батӏаго бахъизе
1298,begreifen::V,сатомс,бичӏчӏизе
1299,verstehen::V,шарьхкодемс,
1300,lernen::V,тонафнемс,цӏализе
1301,wissen::V,со́дамс,лъазе
1302,sich erinnern an::V,лятфтамс,ракӏалде щвезе
1303,vergessen::V,юкстамс,кӏочене
1304,messen::V,ункснемс,борцине
1305,zählen::V,лу́вомс,рикӏкӏине
1306,zählen::V,а́рьсемс,рикӏкӏине
1307,rechnen::V,лувомс,рикӏкӏине
1308,lesen::V,лувомс,цӏализе
1309,lesen::V,морафтомс,цӏализе
1310,malen::V,рисова́ндамс,бахъизе
1311,zeichnen::V,рисова́ндамс,бахъизе
1312,schreiben::V,сёрмадомс,хъвазе
1313,besitzen::V,улемс азоркс,щвезе
1314,besitzen::V,улемс азоркс,бу́кӏине
1315,kaufen::V,рамамс,босизе
1316,verkaufen::V,мимс,бичизе
1317,bezahlen::V,пандомс,кьезе
1318,zahlen::V,па́ндомс,кьезе
1319,beherrschen::V,азорондамс,
1320,ertragen::V,кирдемс,баччизе
1321,Netz::N,,гьин
