,Concept_ID,ku,bn
715,wieviel::FNUM,çend,কত
716,eins::NUM,yek,অক
717,zwei::NUM,didu,দুই
718,drei::NUM,sisê,তিন
719,vier::NUM,çar,চার
720,fünf::NUM,penç,পাঁচ
721,sechs::NUM,şeş,ছয়
722,sieben::NUM,heft,সাত
723,acht::NUM,heşt,আট
724,neun::NUM,neh,নয়
725,zehn::NUM,deh,দশ
726,elf::NUM,yazdeh,এগারো
727,zwölf::NUM,diwazdeh,দ্বাদশ
728,zwanzig::NUM,bîst,বিশ
729,dreißig::NUM,sih,ত্রিশ
730,vierzig::NUM,çil,চল্লিশ
731,fünfzig::NUM,pençi,পঞ্চাশ
732,sechzig::NUM,şêst,ষাট
733,siebzig::NUM,heftê,সত্তর
734,achtzig::NUM,heştê,আশি
735,neunzig::NUM,nod,নব্বুই
736,hundert::NUM,sêd,শত
737,tausend::NUM,hezar,হাজার
738,und::CNJ,û,আর
739,und::CNJ,û,এবং
740,oder::CNJ,an,বা
741,oder::CNJ,yan,বা
742,stehen::V,sekinîn,দাঁড়ানো
743,sitzen::V,rûniştin,বসা
744,liegen::V,paldan,শোয়া
745,hängen::V,darve kirin,ঝোলা
746,werden::V,bûn,হইয়া উঠা
747,passieren::V,hatin holê,ঘটা
748,passieren::V,hatin serê kesî,ঘটা
749,beginnen::V,li dest pêkirin,আরম্ভ হওয়া
750,enden::V,xalas bû,শেষ হওয়া
751,wechseln::V,guherandin,রূপাস্তর করা
752,wechseln::V,dêgiş kirin,রূপাস্তর করা
753,aufgehen[Sonne]::V,hilatin,উদিত হওয়া
754,untergehen[Sonne]::V,çun ava,অস্ত যাওয়া
755,scheinen[Sonne]::V,şewk de,আলো দেওয়া
756,donnern::V,gire-gir,বজ্রধ্বনি করা
757,wehen::V,ba le de,প্রবাহিত হওয়া
758,strömen::V,xwe girtin,প্রবাহিত হওয়া
759,fließen::V,herikîn,ছুটা
760,sich drehen::V,xwe zivirandin,পাক খাওয়া
761,schwanken::V,hejandin,দোলা
762,schwingen::V,libakirin,দোলা
763,fallen::V,ketin,পড়া
764,brennen::V,şewitîn,সেঁকা
765,rauchen::V,kişandin,ধোঁয়া ছড়ান
766,regnen::V,bahran tê,বর্ষণ_করা
767,gefrieren::V,qefilandin,হিমায়িত হওয়া
768,tauen::V,helandin,গলা
769,schmelzen::V,helandin,গলা
770,trocknen::V,zuwabûn,শুষ্ক করা
771,sieden::V,kelîn,ফোঁড়া
772,faulen::V,xerabûn,ক্ষয় হওয়া
773,verfaulen::V,xerabûn,ক্ষয় হওয়া 
774,reißen::V,jêkirin,ছিঁড়া
775,versinken::V,xerq bûn,ডুবা
776,vergehen::V,derbas bûn,যাওয়া
777,erscheinen::V,peyda bûn,আসা
778,verschwinden::V,wendabûn,অদৃশ্য হওয়া
779,sinken::V,noq bûn,হ্রাস হওয়া
780,abnehmen::V,kêm bûn,হ্রাস হওয়া
781,zunehmen::V,qelew bûn,বৃদ্ধি পাওয়া
782,steigen::V,hildan,ওঠা
783,wachsen::V,mezin bûn,বড় হওয়া
784,glänzen::V,biriqîn,জ্বলা
785,funkeln::V,çikisîn,জ্বল্জ্বল করা
786,lärmen::V,guşîn,
787,läuten::V,lê de,রুসুঝুসু করা
788,klingeln::V,sîl dan,বাজা
789,klingeln::V,ringerin,বাজা
790,klirren::V,zingzing hat,টুংটাং-শব্দ করা
791,brausen::V,guşîn,গর্জন করা
792,rauschen::V,guşîn,মর্মরধ্বনি করা
793,klingen::V,deng pe ketin,শব্দ করা
794,bellen::V,kewtîn,ঘেউ ঘেউ করা
795,heulen::V,ûrîn,গর্জন করা
796,blasen::V,puf kirin,ফুঁ দেওয়া
797,pfeifen::V,fîkandin,শিস্ দেওয়া
798,schreien::V,qîrîn,চিৎকার করা
799,stöhnen::V,nalîn,গোঁ-গো করা
800,zittern::V,hejîn,কাঁপা
801,leben::V,jihîn,বাঁচা
802,geboren werden::V,hatin dinyê,জন্মানো
803,geboren werden::V,bûn,জন্মানো
804,atmen::V,hilmijîn,শ্বাস ফেলা
805,trinken::V,vexwarin,পান করা
806,essen::V,xwarin,ভক্ষণ করা
807,schlucken::V,daqulbandin,গেলা
808,müde werden::V,betilîln,পরিশ্রান্ত হওয়া
809,müde werden::V,qerimîn,পরিশ্রান্ত হওয়া
810,einschlafen::V,razan,নিদ্রামগ্ন হওয়া
811,schlafen::V,razan,নিদ্রা যাওয়া
812,schlafen::V,razandin,নিদ্রা যাওয়া
813,aufwachen::V,şiyarbûn,জাগা
814,aufstehen::V,rabûn,জাগা
815,sich erholen::V,baş bûn,আরাম করা
816,krank werden::V,nexweş kêt,অসুস্থ হত্তয়া
817,krank sein::V,nexweş bû,রূগ্ণ হত্তয়া
818,schmerzen::V,êşandin,কন্কন করা
819,husten::V,kuxin,কাশা
820,genesen::V,baş bûn,আরোগ্য হওয়া
821,sterben::V,mirin,মারা যাওয়া
822,umkommen::V,mirin,মারা যাওয়া
823,sich bewegen::V,leqîn,চলা
824,sich rühren::V,leqîn,নড়া
825,sich erheben::V,rabûn,উদিত হওয়া
826,sich setzen::V,runiştin,বসা
827,hinfallen::V,kêtin,পড়া
828,laufen::V,meşîn,হাঁটা
829,schreiten::V,meşkirin,হাঁটা
830,spazierengehen::V,gerandin,পায়চারি করা
831,eilen::V,lezandin,ত্বরাম্বিত করা
832,sich beeilen::V,zûkirin,ত্বরাম্বিত করা
833,sausen::V,fîzîn,ধেয়ে যাওয়া
834,rennen::V,baz dan,চলা
835,springen::V,hilpekîn,লাফানো
836,klettern::V,hilperikîn,আরোহণ করা
837,schaukeln::V,lorandin,দোলা
838,kriechen::V,xuşandin,হামাগুড়ি দেওয়া
839,schwimmen::V,avjenîn,সাঁতার কাটা
840,tauchen::V,qutxuyardin,ডোবা
841,tauchen::V,noqîn,ডোবা
842,rudern::V,qaîq ajotin,দাঁড় টানা
843,fahren::V,ajotin,চালান
844,fliegen::V,firîn,ওড়া
845,gehen::V,çûn,যাওয়া
846,weggehen::V,çûn,প্রস্থান করা
847,abfahren::V,çûyin,প্রস্থান করা
848,anhalten::V,rawestîn,থামা
849,hineingehen::V,ketin hundir,ঢোকা
850,eintreten::V,têketin,ঢোকা
851,kommen::V,hatin,আসা
852,ankommen::V,gihan,আসা
853,ankommen::V,gihîştin,আসা
854,zurückkommen::V,vegerandin,ফিরা
855,bleiben::V,sekinîn,থাকা
856,warten::V,payîn,অপেক্ষা করা
857,erwarten::V,payîn,অপেক্ষা করা
858,suchen::V,lêgerîn,খোঁজ করা
859,finden::V,peyda kirin,পাওয়া
860,versuchen::V,çeribandin,পরখ করা
861,vorbereiten::V,amade kirin,প্রস্তুত করা
862,lieben::V,hez kirin,ভালবাসা
863,mögen::V,dil kirin,পছন্দ করা
864,lachen::V,kenîn,হাসা
865,rühren::V,hêjan,হৃদয়ম্পর্শ করা
866,weinen::V,girîn,কাঁদা
867,schimpfen::V,pevçûn,নালিশ করা
868,sich ärgern::V,enirîn,রাগ হত্তয়া
869,sich fürchten::V,tirsîn,ভয় করা
870,fürchten::V,tirsin,ডরা
871,fliehen::V,bazdan,পালানো
872,flüchten::V,revîn,পালানো
873,sehen::V,dîtin,দেখা
874,anschauen::V,sêr kirin,দেখা
875,ansehen::V,hesibandin,দেখা
876,hören::V,guhdar jirin,শোনা
877,zuhören::V,guhdarî kirin,শোনা
878,probieren::V,tehm kirin,পরখ করা
879,riechen::V,bihn kirin,শুঁকা
880,fühlen::V,hîs kirin,অনুভব করা
881,scheinen::V,xoyer kir,মনে হত্তয়া
882,zu sehen sein::V,diyar bûn,দেখা দেত্তয়া
883,vernehmen::V,bihîstin,শোনা
884,frieren::V,qerişîn,শীত লাগা
885,tun::V,kirin,করা
886,können::V,karin,পারা
887,wollen::V,xwestîn,ইচ্ছা করা
888,anfangen::V,dest pêkirin,আরম্ভ করা
889,beenden::V,xelas kirin,শেষ করা
890,aufhören::V,xelas kirin,থামা
891,gelingen::V,çe bûn,সিদ্ধিলাভ করা
892,geraten::V,qewîmîn,পরিণত হত্তয়া
893,öffnen::V,vekirin,খোলা
894,schließen::V,girtin,বন্ধ করা
895,stellen::V,danîn,স্থাপন করা
896,setzen::V,rûniştin,স্থাপন করা
897,legen::V,danîn,স্থাপন করা
898,legen::V,razandin,স্থাপন করা
899,berühren::V,lêketin,স্পর্শ করা
900,verbinden::V,anîn pê,সংযুক্ত করা
901,bedecken::V,sergirtin,ঢাকা
902,aufhängen::V,aliqandin,ঝুলানো
903,anzünden::V,pêxistin,জ্বালান
904,aufheben::V,hildan,কুড়াইয়া তোলা
905,zurücklassen::V,hiştin,পরিত্যাগ করা
906,zurücklassen::V,vehiştin,পরিত্যাগ করা
907,verlieren::V,wendakirin,হারান
908,fallen lassen::V,xistin bixe,ফেলা
909,fallen lassen::V,xistin,ফেলা
910,machen::V,kirin,গঠন করা
911,machen::V,çêkirin,গঠন করা
912,herstellen::V,çê kirin,সৃষ্টি করা
913,herstellen::V,peyda kirin,সৃষ্টি করা
914,bauen::V,lêkirin,নির্মাণ করা
915,reparieren::V,veherînerîn,মেরামত করা
916,verbessern::V,sererastkirin,উন্নতিলাভ করা
917,ändern::V,degiş kirin,পরিবর্তিত করা
918,graben::V,kolandin,খনন করা
919,beugen::V,tewîn,নোয়া
920,beugen::V,xwar kirin,নোয়া
921,biegen::V,tewandin,নোয়া
922,biegen::V,xwarkirin,নোয়া
923,drehen::V,fitilandin,ঘোরান
924,wenden::V,zivîrin,উলটাইয়া দেত্তয়া
925,umdrehen::V,vegerandin,উলটানো
926,heben::V,hildan,উত্তোলন করা
927,hochheben::V,hildan,উঁচু করা
928,ergreifen::V,dest avêtin,দখল করা
929,halten::V,hîştin,ধরা
930,halten::V,sekinîn,ধরা
931,drücken::V,pêl kirin,টেপা
932,schieben::V,damdan,ঠেলা
933,kratzen::V,xurandin,চাঁচা
934,lecken::V,alastin,চাটা
935,beißen::V,gez kirin,দংশন করা
936,abreißen::V,hilşandin,বিচ্ছিন্ন করা
937,abschneiden::V,jêkirin,বিচ্ছিন্ন করা
938,binden::V,girêdan,বন্ধন করা
939,stecken::V,têxistin,বিদ্ধ করা
940,brechen::V,şikandin,ভাঙা
941,klopfen::V,kutandin,আঘাত করা
942,hauen::V,li dan,আঘাত করা
943,kleben::V,zeliqîn,সাঁটা
944,kleben::V,şirêz kirin,সাঁটা
945,reiben::V,firikandin,ঘষা
946,streichen::V,bax dan,ছড়াইয়া
947,schleifen::V,çarkirin,ধার দেওয়া
948,schneiden::V,jêkirin,কাটা
949,rütteln::V,hejandin,নাড়ান
950,schütteln::V,daweşîn,নড়া
951,schwenken::V,têwdan,দোলা
952,schütten::V,rijandin,বর্ষণ করা
953,füllen::V,dagirtin,পরিপূর্ণ করা
954,einwickeln::V,pêçandin,মুড়া
955,tragen::V,kişandin,বহন করা
956,tragen::V,rajtin,বহন করা
957,schleppen::V,kişandin,টানা
958,ziehen::V,kişandin,টানা
959,aufbewahren::V,hilandin,রাখা
960,werfen::V,avêtin,ছুড়া
961,fangen::V,sem kirin,লোফা
962,fangen::V,girtin,লোফা
963,packen::V,pê girtin,ধরা
964,verstecken::V,hîlanin,গোপন করা
965,teilen::V,parvekirin,বিভক্ত করা
966,schicken::V,şandin,প্রেরণ করা
967,bringen::V,anîn,আনা
968,bringen::V,birin,আনা
969,hinzufügen::V,dan ser,একত্র করা
970,hinzufügen::V,li tiştekî zêde kirin,একত্র করা
971,bekommen::V,standin,পাওয়া
972,erhalten::V,standin,পাওয়া
973,nehmen::V,girtin,নেওয়া
974,wählen::V,ray dan,বাছা
975,auswählen::V,bijartin,বাছা
976,bewahren::V,rê li ber girtin,বাঁচাইয়া রাখা
977,bewahren::V,lê xwedî derketin,বাঁচাইয়া রাখা
978,behindern::V,bara wi,বাধা দেওয়া
979,verderben::V,heram bûn,নষ্ট করা
980,beschädigen::V,xerab kirin,ক্ষতি করা
981,zerbrechen::V,şikênandin,ভাঙ্গিয়া যাওয়া
982,zerbrechen::V,perçe kirin,ভাঙ্গিয়া যাওয়া
983,zerreißen::V,qelişandin,ছিঁড়া
984,zerstören::V,hilşandin,বিনাশ করা
985,verbrennen::V,şewitandin,দহন করা
986,geben::V,dan,দেওয়া
987,geben::V,dayin,দেওয়া
988,reichen::V,besbûn,দেওয়া
989,reichen::V,têrkirin,দেওয়া
990,schenken::V,diyarî kirin,উপহার দেত্তয়া
991,versprechen::V,soz dan,প্রতিশ্রুতি দেওয়া
992,wünschen::V,dil kirin,আকাঙ্ক্ষা করা
993,loben::V,pesinandin,প্রশংসা করা
994,küssen::V,maçkirin,চুম্বন করা
995,wiegen::V,lorandin,দুলানো
996,wiegen::V,wezinandin,দুলানো
997,zudecken::V,nixumandin,ঢাকা
998,wecken::V,bixwe hesandin,জাগানো
999,zeigen::V,şanîdan,দেখানো
1000,führen::V,raber kirin,পথ দেখানো
1001,lehren::V,hîn kirin,শেখানো
1002,unterrichten::V,ders dan,শিক্ষা দেওয়া
1003,aufziehen::V,mesinkirin,পালন করা
1004,leiten::V,rêberî kirin,পরিচালনা করা
1005,antreiben::V,bezandin,চালনা করা
1006,lassen::V,berdan,অনুমতি দেওয়া
1007,lassen::V,hiştin,অনুমতি দেওয়া
1008,einladen::V,dawet kirin,নিমন্ত্রণ করা
1009,vereinigen::V,bi yek kirin,এক করা
1010,besuchen::V,mêvan bûn,দেখিতে যাওয়া
1011,treffen::V,rast hatin,সন্মুখীন হওয়া
1012,sich versammeln::V,li hev çivîn,জড়ো হওয়া
1013,spielen::V,listin,খেলা
1014,singen::V,stran,গাওয়া
1015,tanzen::V,reqisîn,নাচা
1016,sich trennen::V,hew berdan,পৃথক করা
1017,verlassen::V,tanê hişt,পরিত্যাগ করা
1018,verlassen::V,bêkes,পরিত্যাগ করা
1019,retten::V,rihakirin,উদ্ধার করা
1020,bewachen::V,raçavkirin,পাহারা দেওয়া
1021,schützen::V,hemet kirin,রক্ষা করা
1022,verteidigen::V,paraztin,রক্ষা করা
1023,sich schlagen::V,li hev bezîn,লড়াই করা
1024,schießen::V,agir kirin,তীরবেগে ছোটা
1025,siegen::V,biser ketin,জেতা
1026,ärgern::V,xeyirandin,বিরক্ত করা
1027,schlagen::V,lêdan,আঘাত করা
1028,schlagen::V,lêxistin,আঘাত করা
1029,treten::V,têlekirin,লাথি মারা
1030,stechen::V,têrekirin,দংশন করা
1031,stoßen::V,lêketin,ঠেলা
1032,stehlen::V,dizîn,অপহরণ করা
1033,stehlen::V,dizî birin,অপহরণ করা
1034,stören::V,aciz kirin,ঘাঁটান
1035,belästigen::V,li tela yeki ketin,বিরক্ত করা
1036,verbergen::V,veşartin,গোপন করা
1037,verbergen::V,kemîndanîn,গোপন করা
1038,täuschen::V,xapandin,প্রবঞ্চনা করা
1039,täuschen::V,lê zexeli kirin,প্রবঞ্চনা করা
1040,betrügen::V,xapandin,প্রতারণা করা
1041,töten::V,kûştin,হত্যা করা
1042,wohnen::V,rûniştin,বাস করা
1043,arbeiten::V,kar kirin,কাজ করা
1044,arbeiten::V,şêxulin,কাজ করা
1045,sammeln::V,komkirin,সংগ্রহ করা
1046,pflücken::V,çinîn,চয়ন করা
1047,jagen::V,nêçîr kirin,শিকার করা
1048,fischen::V,masî girtin,মাছ ধরা
1049,fassen::V,pê girtin,ধরা
1050,fassen::V,sêm kirin,ধরা
1051,hüten::V,hei jê man,যুথভুক্ত করা
1052,treiben::V,bêherandin,চালনা করা
1053,anbinden::V,tewilandin,বন্ধন করা
1054,füttern::V,xwarine dan lê,ভোজন করানো
1055,melken::V,dotin,দুগ্ধ দোহন করা
1056,hacken::V,kolandin,কাটা
1057,gießen::V,av dan,বর্ষণ করা
1058,reifen::V,kemilîn,পাকা
1059,zubereiten::V,çe kirin,রন্ধন করা
1060,kochen::V,xwarin çe kirin,রন্ধন করা
1061,kochen::V,kelandin,রন্ধন করা
1062,backen::V,pijandin,সেকা
1063,braten::V,qelandin,ভাজা
1064,braten::V,sor kirin,ভাজা
1065,umrühren::V,têvdan,নড়ানো
1066,stricken::V,hûnan,বোনা
1067,nähen::V,kêl kirin,সেলাই করা
1068,färben::V,boyax kirin,রঞ্জিত করা
1069,reinigen::V,paqijkirin,পরিষ্কার করা
1070,waschen::V,şuştin,পরিষ্কার করা
1071,abwischen::V,pakîj kirin,মুছা
1072,spülen::V,şuştin,পরিষ্কার করা
1073,fegen::V,maliştin,ঝাঁট দেওয়া
1074,kehren::V,maliştin,ঝাঁট দেওয়া
1075,baden::V,serîşûştin,অবগাহন করা
1076,sich waschen::V,serîşûştin,ধোয়া
1077,ausziehen::V,jê kirin,খুলা
1078,anziehen::V,pê kirin,গায়ে দেত্তয়া
1079,sich anziehen::V,xwe kirin,পোশাক পরা
1080,kämmen::V,şeh kirin,আঁচড়ানো
1081,schmücken::V,xemilandin,সাজান করা
1082,sagen::V,gotin,উচ্চারণ করা
1083,sagen::V,peyivîn,উচ্চারণ করা
1084,sprechen::V,peyivîn,বলা
1085,reden::V,axaftin,আলাপ করা
1086,sich unterhalten::V,hev biştaxilin,আড্ডা দেওয়া
1087,fragen::V,pirsîn,জিজ্ঞাসা করা
1088,fragen::V,pirs kirin,জিজ্ঞাসা করা
1089,bitten::V,tika kirin,প্রার্থনা করা
1090,erzählen::V,behs kirin,বর্ণনা করা
1091,mitteilen::V,vegotin,বলা
1092,nennen::V,bi nav kirin,নাম দেওয়া
1093,rufen::V,bakirin,আমন্ত্রণ করা
1094,prahlen::V,pesnê xwe dan,বড়াই করা
1095,übersetzen::V,qulibandin,ভাষাস্তরিত করা
1096,übersetzen::V,derbas kirin,ভাষাস্তরিত করা
1097,denken::V,fikirîn,ভাবা
1098,glauben::V,bawer bûn,বিশ্বাস করা
1099,bemerken::V,bala xwe dan,লক্ষ্য করা
1100,bemerken::V,çac lê ketin,লক্ষ্য করা
1101,erkennen::V,pêhesîn,চিনিতে পারা
1102,begreifen::V,fêmkirin,উপলব্ধি করা
1103,verstehen::V,fêmkirin,উপলব্ধি করা
1104,lernen::V,halmandin,শেখা
1105,lernen::V,fêrbun,শেখা
1106,wissen::V,zanîn,জানা
1107,sich erinnern an::V,bir bûn,মনে করা
1108,vergessen::V,ji bir kirin,বিস্মৃত হওয়া
1109,messen::V,pê kanîn,মাপা
1110,zählen::V,hejmardin,গণনা করা
1111,rechnen::V,hesibandin,হিসাব করা
1112,lesen::V,xwendin,পাঠ করা
1113,malen::V,rengandin,আঁকা
1114,malen::V,boyax kirin,আঁকা
1115,zeichnen::V,işaret kirin,ছকা
1116,schreiben::V,nivîsandin,লেখা
1117,besitzen::V,hebûn,অধিকার করা
1118,kaufen::V,kirîn,ক্রয় করা
1119,verkaufen::V,firotin,বেচা
1120,bezahlen::V,pere dan,প্রদান করা
1121,zahlen::V,pere dan,প্রদান করা
1122,zahlen::V,dayin,প্রদান করা
1123,beherrschen::V,zebt kirin,শাসন করা
1124,beherrschen::V,hukim kirin,শাসন করা
1125,ertragen::V,bihêzkirin,বহন করা
