,Concept_ID,pl,es
133,Insel::N,wyspa,isla
134,Blume::N,kwiat,flor
135,Gras::N,trawa,hierba
136,Wurzel::N,korzeń,raíz
137,Baum::N,drzewo,árbol
138,Stamm::N,pień,tronco
139,Rinde::N,kora,corteza
140,Ast::N,gałąź,rama
141,Zweig::N,gałąź,ramo
142,Blatt::N,liść,hoja
143,Birke::N,brzoza,abedul
144,Kiefer[Baum]::N,sosna,pino
145,Weide[Baum]::N,wierzba,sauce
146,Tanne::N,jodła,abeto
147,Horn::N,róg,asta
148,Horn::N,róg,cuerno
149,Feder::N,pióro,pluma
150,Fell::N,futro,piel
151,Flügel::N,skrzydło,ala
152,Klaue::N,szpon,garra
153,Kralle::N,pazur,uña
154,Kralle::N,pazur,garra
155,Schwanz::N,ogon,cola
156,Ei::N,jajko,huevo
157,Nest::N,gniazdo,nido
158,Bau::N,nora,madriguera
159,Tier::N,zwierzę,animal
160,Herde::N,stado,rebaño
161,Herde::N,trzoda,rebaño
162,Kuh::N,krowa,vaca
163,Bulle::N,byk,toro
164,Pferd::N,koń,caballo
165,Schaf::N,owca,oveja
166,Schwein::N,świnia,cerdo
167,Hund::N,pies,perro
168,Katze::N,kot,gato
169,Katze::N,kotka,gato
170,Bär::N,niedźwiedż,oso
171,Eichhörnchen::N,wiewiórka,ardilla
172,Elch::N,łóś,alce
173,Fuchs::N,lis,zorro
174,Hase::N,zając,liebre
175,Maus::N,mysz,ratón
176,Wolf::N,wilk,lobo
177,Vogel::N,ptak,ave
178,Vogel::N,ptak,pájaro
179,Schwarm::N,stado,bandada
180,Huhn::N,kura,gallina
181,Hahn::N,kogut,gallo
182,Gans::N,gęś,oca
183,Gans::N,gęś,ganso
184,Adler::N,orzeł,águila
185,Ente::N,kaczka,pato
186,Eule::N,sowa,lechuza
187,Kranich::N,żuraw,grulla
188,Krähe::N,wrona,corneja
189,Kuckuck::N,kukułka,cuco
190,Schwan::N,łabędż,cisne
191,Fisch::N,ryba,pez
192,Barsch::N,okoń,perca
193,Hecht::N,szczupak,lucio
194,Schlange[Tier]::N,wąż,serpiente
195,Schlange[Tier]::N,żmija,serpiente
196,Wurm::N,robak,gusano
197,Spinne::N,pająk,araña
198,Ameise::N,mrówka,hormiga
199,Laus::N,wesz,piojo
200,Mücke::N,komar,mosquito
201,Fliege::N,mucha,mosca
202,Schmetterling::N,motyl,mariposa
203,Beere::N,jagoda,baya
204,Apfel::N,jabłko,manzana
205,Pilz::N,grzyb,seta
206,Pilz::N,grzyb,hongo
207,Zwiebel::N,cebula,cebolla
208,Saat::N,siew,siembra
209,Korn::N,ziarno,grano
210,Heu::N,siano,heno
211,Schale::N,łupina,cáscara
212,Grube::N,dół,foso
213,Grube::N,jama,foso
214,Falle::N,pułapka,trampa
215,Schlinge::N,sidła,lazo
216,Spur::N,ślad,huella
217,Asche::N,popiół,ceniza
218,Dreck::N,brud,suciedad
219,Eisen::N,żelazo,hierro
220,Gold::N,złoto,oro
221,Silber::N,srebro,plata
222,Kohle::N,węgiel,carbón
223,Glas::N,szkło,vidrio
224,Glas::N,szkło,cristal
225,Lehm::N,glina,barro
226,Sand::N,piasek,arena
227,Mensch::N,człowiek,hombre
228,Mensch::N,człowiek,ser humano
229,Mann::N,mężczyzna,hombre
230,Frau::N,kobieta,mujer
231,Kind::N,dziecko,niño
232,Junge::N,chłopak,chico
233,Junge::N,chłopak,muchacho
234,Junge::N,chłopiec,chico
235,Junge::N,chłopiec,muchacho
236,Mädchen::N,dziewczynka,chica
237,Mädchen::N,dziewczynka,muchacha
238,Familie::N,rodzina,familia
239,Großvater::N,dziadek,abuelo
240,Großmutter::N,babka,abuela
241,Eltern::N,rodzice,padres
242,Vater::N,ojciec,padre
243,Mutter::N,matka,madre
244,Sohn::N,syn,hijo
245,Tochter::N,córka,hija
246,Bruder::N,brat,hermano
247,Schwester::N,siostra,hermana
248,Onkel::N,wuj,tío
249,Onkel::N,stryj,tío
250,Tante::N,ciotka,tía
251,Ehemann::N,mąż,esposo
252,Ehefrau::N,żona,esposa
253,Freude::N,radość,placer
254,Freude::N,radość,alegría
255,Gelächter::N,śmiech,risa
256,Gelächter::N,śmiech,carcajada
257,Glück::N,szczęście,felicidad
258,Kummer::N,zmartwienie,pena
259,Wunsch::N,życzenie,deseo
260,Lust::N,chęć,ganas
261,Lust::N,ochota,ganas
262,Geist::N,duch,mente
263,Geist::N,duch,espíritu
264,Gedanke::N,myśl,idea
265,Gedanke::N,myśl,pensamiento
266,Gedächtnis::N,pamięć,memoria
267,Verstand::N,rozum,razón
268,Verstand::N,rozum,entendimiento
269,Sinn::N,zmysł,sentido
270,Sinn::N,zmysł,significado
271,Grund::N,powód,causa
272,Wahrheit::N,prawda,verdad
273,Gespräch::N,rozmowa,conversación
274,Märchen::N,bajka,cuento
275,Erzählung::N,opowiadanie,cuento
276,Erzählung::N,opowiadanie,narración
277,Nachricht::N,wiadomość,mensaje
278,Neuigkeit::N,nowina,noticia
279,Name::N,imię,nombre
280,Rätsel::N,zagadka,acertijo
281,Rätsel::N,zagadka,adivinanza
282,Rede::N,mowa,discurso
283,Sprache::N,język,lengua
284,Stimme::N,głos,voz
285,Wort::N,słowo,palabra
286,Zeichen::N,znak,señal
287,Ruf::N,wołanie,llamada
288,Lärm::N,hałas,ruido
289,Lärm::N,hałas,barullo
290,Lärm::N,zgiełk,ruido
291,Lärm::N,zgiełk,barullo
292,Laut::N,dźwięk,sonido
293,Ton::N,ton,tono
294,Ton::N,dźwięk,tono
295,Lied::N,pieśń,canción
296,Lied::N,piosenka,canción
297,Ruhe::N,spokój,calma
298,Ruhe::N,spokój,silencio
299,Leute::N,ludzie,gente
300,Volk::N,naród,pueblo
301,Arbeit::N,praca,trabajo
302,Arbeit::N,robota,trabajo
303,Gast::N,gość,huésped
304,Gast::N,gość,invitado
305,Geschenk::N,prezent,regalo
306,Geschenk::N,podarunek,regalo
307,Spiel::N,gra,juego
308,Spiel::N,zabawa,juego
309,Gesellschaft::N,towarzystwo,compañía
310,Hilfe::N,pomoc,ayuda
311,Hilfe::N,pomoc,socorro
312,Freund::N,przyjaciel,amigo
313,Kamerad::N,kolega,camarada
314,Kamerad::N,kolega,compañero
315,Angelegenheit::N,sprawa,asunto
316,Anzahl::N,ilość,cantidad
317,Art::N,rodzaj,tipo
318,Art::N,rodzaj,clase
319,Stück::N,kawałek,pieza
320,Teil::N,część,parte
321,Hälfte::N,połowa,mitad
322,Kreis::N,krąg,círculo
323,Kreuz::N,krzyż,cruz
324,Linie::N,linia,línea
325,Strich::N,kreska,raya
326,Strich::N,kreska,trazo
327,Abstand::N,odstęp,distancia
328,Entfernung::N,odległość,distancia
329,Gegend::N,okolica,región
330,Gegend::N,okolica,comarca
331,Platz::N,miejsce,espacio
332,Ort::N,miejsce,sitio
333,Seite::N,bok,lado
334,Seite::N,bok,costado
335,Seite::N,strona,lado
336,Seite::N,strona,costado
337,Mitte::N,środek,medio
338,Mitte::N,środek,centro
339,Gegenstand::N,przedmiot,objeto
340,Sache::N,rzecz,cosa
341,Rand::N,skraj,borde
342,Rand::N,krawędź,borde
343,Kante::N,kant,borde
344,Kante::N,krawędź,borde
345,Ecke::N,róg,esquina
346,Spitze::N,ostrze,punta
347,Ende::N,koniec,cabo
348,Ende::N,koniec,extremo
349,Loch::N,dziura,agujero
350,Loch::N,dziura,abertura
351,Winkel::N,kąt,ángulo
352,Winkel::N,kącik,ángulo
353,Muster::N,wzór,dibujo
354,Größe::N,rozmiar,tamaño
355,Größe::N,wielkość,tamaño
356,Länge::N,długość,longitud
357,Höhe::N,wysokość,altura
358,Höhe::N,wysokość,altitud
359,Gewicht::N,ciężar,peso
360,Menge::N,ilość,cantidad
361,Haufen::N,kupa,montón
362,Reihe::N,rząd,fila
363,Reihe::N,szereg,fila
364,Boot::N,łódź,bote
365,Boot::N,łódź,barca
366,Boot::N,łódka,bote
367,Boot::N,łódka,barca
368,Ruder::N,wiosło,remo
369,Schlitten::N,sanki,trineo
370,Ski::N,narta,esquí
371,Lagerfeuer::N,ognisko,hoguera
372,Last::N,ciężar,carga
373,Last::N,brzemię,carga
374,Gang::N,chód,marcha
375,Schritt::N,krok,paso
376,Norden::N,północ,norte
377,Süden::N,południe,sur
378,Westen::N,zachód,oeste
379,Osten::N,wschód,este
380,Holz::N,drzewo,madera
381,Brett::N,deska,tabla
382,Platte::N,płyta,placa
383,Platte::N,płyta,plancha
384,Stütze::N,podpora,sostén
385,Stütze::N,podpora,soporte
386,Stange::N,drąg,vara
387,Stange::N,drąg,percha
388,Stange::N,żerdź,vara
389,Stange::N,żerdź,percha
390,Stock::N,kij,palo
391,Stock::N,kij,bastón
392,Stock::N,laska,palo
393,Stock::N,laska,bastón
394,Stab::N,pręt,vara
395,Stab::N,pręt,bastón
396,Rohr::N,rura,tubo
397,Haus::N,dom,casa
398,Heim::N,dom,hogar
399,Ofen::N,piec,estufa
400,Fußboden::N,podłoga,suelo
401,Tisch::N,stół,mesa
402,Stuhl::N,krzesło,silla
403,Wiege::N,kołyska,cuna
404,Bett::N,łóżko,cama
405,Bett::N,pościel,cama
406,Regal::N,regał,estantería
407,Kiste::N,skrzynia,caja
408,Fenster::N,okno,ventana
409,Tür::N,drzwi,puerta
410,Tor::N,brama,puerta
411,Zaun::N,płot,valla
412,Zaun::N,płot,cercado
413,Zaun::N,parkan,valla
414,Zaun::N,parkan,cercado
415,Dach::N,dach,techo
416,Dach::N,dach,tejado
417,Leiter::N,drabina,escalera
418,Besen::N,miotła,escoba
419,Spaten::N,rydel,pala
420,Schaufel::N,łopata,pala
421,Schaufel::N,łopata,paleta
422,Gabel::N,widelec,tenedor
423,Löffel::N,łyżka,cuchara
424,Messer::N,nóż,cuchillo
425,Nagel::N,gwóźdź,clavo
426,Netz::N,sieć,red
427,Haken::N,hak,gancho
428,Haken::N,hak,corchete
429,Griff::N,chwyt,asa
430,Griff::N,chwyt,mango
431,Schloss::N,zamek,cerradura
432,Bild::N,obraz,imagen
433,Figur::N,figura,figura
434,Puppe::N,lalka,muñeca
435,Beutel::N,torba,bolsa
436,Bündel::N,wiązka,haz
437,Tasche::N,torba,bolso
438,Eimer::N,kubeł,cubo
439,Eimer::N,wiadro,cubo
440,Deckel::N,przykrywka,tapa
441,Deckel::N,przykrywka,tapadera
442,Geschirr::N,statki,vajilla
443,Geschirr::N,naczynia,vajilla
444,Sack::N,worek,saco
445,Tasse::N,filiżanka,taza
446,Topf::N,garnek,olla
447,Topf::N,garnek,marmita
448,Kessel::N,kocioł,caldera
449,Essen::N,jedzenie,comida
450,Nahrung::N,pokarm,alimento
451,Nahrung::N,pożywienie,alimento
452,Speise::N,potrawa,plato
453,Speise::N,jedzenie,plato
454,Fleisch::N,mięso,carne
455,Getreide::N,zboże,cereales
456,Brei::N,kasza,puré
457,Brei::N,kasza,papilla
458,Brot::N,chleb,pan
459,Scheibe::N,kromka,lonja
460,Scheibe::N,kromka,rebanada
461,Fett::N,tłuszcz,grasa
462,Butter::N,masło,mantequilla
463,Öl::N,olej,aceite
464,Salz::N,sól,sal
465,Suppe::N,zupa,sopa
466,Honig::N,miód,miel
467,Milch::N,mleko,leche
468,Tee::N,herbata,té
469,Leder::N,skóra,cuero
470,Wolle::N,wełna,lana
471,Stoff::N,tkanina,tela
472,Stoff::N,tkanina,tejido
473,Stoff::N,materiał,tela
474,Stoff::N,materiał,tejido
475,Nadel::N,igła,aguja
476,Faden::N,nić,hilo
477,Faden::N,nitka,hilo
478,Knopf::N,guzik,botón
479,Knoten::N,węzeł,nudo
480,Farbe::N,farba,pintura
481,Kleidung::N,odzież,ropa
482,Kleidung::N,odzież,vestidos
483,Hemd::N,koszula,camisa
484,Kragen::N,kołnierz,cuello
485,Ärmel::N,rękaw,manga
486,Hose::N,spodnie,pantalón
487,Gürtel::N,pasek,cinturón
488,Mütze::N,czapka,gorro
489,Schuh::N,but,zapato
490,Schuh::N,bucik,zapato
491,Stiefel::N,but,bota
492,Stiefel::N,kozak,bota
493,Ring::N,pierścień,anillo
494,Band::N,wstęga,cinta
495,Kamm::N,grzebień,peine
496,Spiegel::N,lustro,espejo
497,Riemen::N,rzemień,correa
498,Schnur::N,sznur,cuerda
499,Leine::N,smycz,correa
500,Decke::N,kołdra,manta
501,Kissen::N,poduszka,almohada
502,Tuch::N,chustka,pañuelo
503,Handtuch::N,ręcznik,toalla
504,Kraft::N,moc,fuerza
505,Kraft::N,siła,fuerza
506,Stärke::N,moc,fuerza
507,Stärke::N,siła,fuerza
508,Gesundheit::N,zdrowie,salud
509,Krankheit::N,choroba,enfermedad
510,Schmerz::N,ból,dolor
511,Wunde::N,rana,llaga
512,Wunde::N,rana,herida
513,Fieber::N,gorączka,fiebre
514,Arznei::N,lekarstwo,medicina
515,Arznei::N,lekarstwo,medicamento
516,Brücke::N,most,puente
517,Brunnen::N,studnia,pozo
518,Weide::N,pastwisko,pasto
519,Pfad::N,ścieżka,sendero
520,Weg::N,droga,camino
521,Straße::N,ulica,vía
522,Straße::N,ulica,carretera
523,Dorf::N,wieś,aldea
524,Dorf::N,wieś,pueblo
525,Stadt::N,miasto,ciudad
526,Brief::N,list,carta
527,Buch::N,książka,libro
528,Buchstabe::N,litera,letra
529,Buchstabe::N,litera,carácter
530,Zeitung::N,gazeta,diario
531,Zeitung::N,gazeta,periódico
532,Zeitung::N,dziennik,diario
533,Zeitung::N,dziennik,periódico
534,Leben::N,życie,vida
535,Tod::N,śmierć,muerte
536,Grab::N,grób,tumba
537,Grab::N,grób,sepulcro
538,Kirche::N,kościół,iglesia
539,Sünde::N,grzech,pecado
540,Gott::N,bóg,dios
541,Arbeiter::N,robotnik,obrero
542,Arbeiter::N,robotnik,trabajador
543,Chef::N,szef,jefe
544,Meister::N,mistrz,maestro
545,Meister::N,majster,maestro
546,Arzt::N,lekarz,médico
547,Lehrer::N,nauczyciel,profesor
548,Geld::N,pieniądze,dinero
549,Geschäft::N,sprawa,negocio
550,Geschäft::N,interes,negocio
551,Laden::N,sklep,tienda
552,Preis::N,cena,precio
553,Ware::N,towar,mercancía
554,Nutzen::N,pożytek,provecho
555,Reichtum::N,bogactwo,riqueza
556,Welt::N,świat,mundo
557,Land::N,kraj,país
558,Staat::N,państwo,Estado
559,König::N,król,rey
560,Macht::N,władza,poder
561,Macht::N,władza,potencia
562,Grenze::N,granica,frontera
563,Krieg::N,wojna,guerra
564,Feind::N,wróg,enemigo
565,Gewalt::N,władza,violencia
566,Kampf::N,bój,lucha
567,Kampf::N,bój,combate
568,Kampf::N,walka,lucha
569,Kampf::N,walka,combate
570,Bogen[Waffe]::N,łuk,arco
571,Pfeil::N,strzała,flecha
572,Gewehr::N,karabin,fusil
573,Gewehr::N,karabin,escopeta
574,Fehler::N,błąd,error
575,Lüge::N,kłamstwo,mentira
576,Schaden::N,szkoda,daño
577,Unglück::N,nieszczęście,desgracia
578,Schuld::N,wina,culpa
579,Alter::N,wiek,edad
580,Schluss::N,koniec,fin
581,Schluss::N,koniec,final
582,Schluss::N,zakończenie,fin
583,Schluss::N,zakończenie,final
584,Zeit::N,czas,tiempo
585,Tag::N,dzień,día
586,Morgen::N,ranek,mañana
587,Morgen::N,poranek,mañana
588,Mittag::N,południe,mediodía
589,Abend::N,wieczór,noche
590,Nacht::N,noc,noche
591,Woche::N,tydzień,semana
592,Monat::N,miesiąc,mes
593,Jahr::N,rok,año
594,Frühling::N,wiosna,primavera
595,Sommer::N,lato,verano
596,Herbst::N,jesień,otoño
597,Winter::N,zima,invierno
598,Januar::N,styczeń,enero
599,Februar::N,luty,febrero
600,März::N,marzec,marzo
601,April::N,kwiecień,abril
602,Mai::N,maj,mayo
603,Juni::N,czerwiec,junio
604,Juli::N,lipiec,julio
605,August::N,sierpień,agosto
606,September::N,wrzesień,septiembre
607,Oktober::N,październik,octubre
608,November::N,listopad,noviembre
609,Dezember::N,grudzień,diciembre
610,Montag::N,poniedziałek,lunes
611,Dienstag::N,wtorek,martes
612,Mittwoch::N,środa,miércoles
613,Donnerstag::N,czwartek,jueves
614,Freitag::N,piątek,viernes
615,Samstag::N,sobota,sábado
616,Sonntag::N,niedziela,domingo
617,groß::A,duży,grande
618,groß::A,wielki,grande
619,klein::A,mały,pequeño
620,lang::A,długi,largo
621,kurz::A,krótki,corto
622,breit::A,szeroki,ancho
623,schmal::A,wąski,estrecho
624,dicht::A,gęsty,denso
625,dick[Gegenstand]::A,gruby,grueso
626,dünn::A,cienki,fino
627,dünn::A,cienki,delgado
628,fein::A,drobny,fino
629,fein::A,drobny,delicado
630,fest::A,mocny,firme
631,fest::A,mocny,sólido
632,fest::A,twardy,firme
633,fest::A,twardy,sólido
634,flach::A,płaski,plano
635,glatt::A,gładki,liso
636,hart::A,twardy,duro
637,weich::A,miękki,muelle
638,rund::A,okrągły,redondo
639,spitz::A,spiczasty,agudo
640,spitz::A,spiczasty,apuntado
641,scharf::A,ostry,agudo
642,scharf::A,ostry,afilado
643,stumpf::A,tępy,sin filo
644,schwer::A,ciężki,pesado
645,schön::A,ładny,bello
646,schön::A,ładny,hermoso
647,schön::A,piękny,bello
648,schön::A,piękny,hermoso
649,heiß::A,gorący,caluroso
650,warm::A,ciepły,cálido
651,warm::A,ciepły,caliente
652,kalt::A,zimny,frío
653,kühl::A,chłodny,fresco
654,frisch::A,świeży,fresco
655,feucht::A,wilgotny,húmedo
656,nass::A,mokry,mojado
657,trocken::A,suchy,seco
658,voll::A,pełny,lleno
659,leer::A,pusty,vacío
660,leer::A,próżny,vacío
661,offen::A,otwarty,abierto
662,geschlossen::A,zamknięty,cerrado
663,sauber::A,czysty,limpio
664,schmutzig::A,brudny,sucio
665,roh::A,surowy,crudo
666,reif::A,dojrzały,maduro
667,lecker::A,smaczny,rico
668,lecker::A,smaczny,sabroso
669,süß::A,słodki,dulce
670,bitter::A,gorzki,amargo
671,sauer::A,kwaśny,agrio
672,hell::A,jasny,claro
673,dunkel::A,ciemny,oscuro
674,schwarz::A,czarny,negro
675,weiß::A,biały,blanco
676,rot::A,czerwony,rojo
677,gelb::A,żółty,amarillo
678,blau::A,błękitny,azul
679,blau::A,niebieski,azul
680,grün::A,zielony,verde
681,grau::A,szary,gris
682,bunt::A,barwny,multicolor
683,billig::A,tani,barato
684,teuer::A,drogi,caro
685,wertvoll::A,cenny,valioso
686,wertvoll::A,cenny,precioso
687,blind::A,ślepy,ciego
688,taub::A,głuchy,sordo
689,kräftig::A,mocny,fuerte
690,stark::A,silny,fuerte
691,stark::A,silny,vigoroso
692,schwach::A,słaby,débil
693,fett::A,tłusty,obeso
694,schlank::A,smukły,esbelto
695,hübsch::A,ładny,mono
696,hübsch::A,ładny,guapo
697,böse::A,zły,malo
698,dumm::A,głupi,tonto
699,dumm::A,głupi,estúpido
700,faul::A,leniwy,vago
701,faul::A,leniwy,perezoso
702,fleißig::A,pilny,aplicado
703,fleißig::A,pilny,diligente
704,geizig::A,skąpy,avaro
705,klug::A,mądry,sensato
706,klug::A,mądry,inteligente
707,geschickt::A,zręczny,hábil
708,lieb::A,miły,querido
709,lustig::A,wesoły,alegre
710,sanft::A,łagodny,suave
711,hungrig::A,głodny,hambriento
712,krank::A,chory,enfermo
713,nackt::A,nagi,desnudo
714,traurig::A,smutny,triste
715,lebendig::A,żywy,vivo
716,lebendig::A,żywy,viviente
717,gut::A,dobry,bueno
718,schlecht::A,zły,malo
719,richtig::A,słuszny,justo
720,richtig::A,słuszny,correcto
721,richtig::A,właściwy,justo
722,richtig::A,właściwy,correcto
723,schlimm::A,zły,malo
724,schlimm::A,zły,grave
725,wahr::A,prawdziwy,verídico
726,wahr::A,prawdziwy,verdadero
727,alt::A,stary,viejo
728,neu::A,nowy,nuevo
729,ehemalig::A,były,antiguo
730,alt[Lebewesen]::A,stary,viejo
731,jung::A,młody,joven
732,arm::A,ubogi,pobre
733,arm::A,biedny,pobre
734,reich::A,bogaty,rico
735,bekannt::A,znany,conocido
736,berühmt::A,słynny,famoso
737,berühmt::A,słynny,célebre
738,fremd::A,obcy,extraño
739,fremd::A,cudzy,extraño
740,verschieden::A,różny,diverso
741,verschieden::A,różny,distinto
742,verschieden::A,różny,diferente
743,nah::A,bliski,cercano
744,fern::A,daleki,lejano
745,linker::A,lewy,izquierdo
746,rechter::A,prawy,derecho
747,anderer::A,inny,otro
748,erster::A,pierwszy,primero
749,zweiter::A,drugi,segundo
750,dritter::A,trzeci,tercero
751,letzter::A,ostatni,último
752,allein::ADV,sam,a solo
753,auf einmal::ADV,naraz,de una vez
754,zusammen::ADV,razem,juntos
755,lange::ADV,długo,mucho tiempo
756,plötzlich::ADV,nagle,de repente
757,sofort::ADV,natychmiast,en seguida
758,später::ADV,później,más tarde
759,jetzt::ADV,teraz,ahora
760,jetzt::ADV,obecnie,ahora
761,heute::ADV,dziś,hoy
762,heute::ADV,dzisiaj,hoy
763,morgen::ADV,jutro,mañana
764,bald::ADV,wkrótce,pronto
765,bald::ADV,wkrótce,en breve
766,dann::ADV,potem,luego
767,dann::ADV,potem,entonces
768,gestern::ADV,wczoraj,ayer
769,einst::ADV,kiedyś,antaño
770,einst::ADV,niegdyś,antaño
771,damals::ADV,wtedy,entonces
772,damals::ADV,wówczas,entonces
773,danach::ADV,następnie,después
774,vorher::ADV,przedtem,antes
775,zuerst::ADV,naprzód,primero
776,zuerst::ADV,najpierw,primero
777,einmal::ADV,raz,una vez
778,manchmal::ADV,czasem,a veces
779,oft::ADV,często,a menudo
780,oft::ADV,często,con frecuencia
781,immer::ADV,zawsze,siempre
782,niemals::ADV,nigdy,jamás
783,hier::ADV,tu,aquí
784,hier::ADV,tutaj,aquí
785,hierhin::ADV,tu,acá
786,von hier::ADV,stąd,desde aquí
787,dort::ADV,tam,ahí
788,dort::ADV,tam,allí
789,dorthin::ADV,tam,allí
790,dorthin::ADV,tam,hacia allí
791,geradeaus::ADV,prosto,todo derecho
792,vorwärts::ADV,naprzód,adelante
793,rückwärts::ADV,wstecz,hacia atrás
794,zurück::ADV,z powrotem,atrás
795,unten::ADV,u dołu,abajo
796,unten::ADV,na dole,abajo
797,hinab::ADV,na_dół,hacia abajo
798,hinab::ADV,w_dół,hacia abajo
799,oben::ADV,w górze,arriba
800,oben::ADV,na górze,arriba
801,hinauf::ADV,w górę,hacia arriba
802,hinauf::ADV,na górę,hacia arriba
803,überall::ADV,wszędzie,por todas partes
804,nicht::ADV,nie,no
805,ein wenig::ADV,trochę,un poco
806,kaum::ADV,ledwie,apenas
807,kaum::ADV,prawie nie,apenas
808,sehr::ADV,bardzo,muy
809,sehr::ADV,bardzo,mucho
810,so::ADV,tak,tan
811,noch::ADV,jeszcze,aún
812,noch::ADV,jeszcze,todavía
813,nur::ADV,tylko,solamente
814,schon::ADV,już,ya
815,wieder::ADV,znów,de nuevo
816,wieder::ADV,znowu,de nuevo
817,vergebens::ADV,na próżno,en vano
818,vor::PRP,przed,antes de
819,vor::PRP,przed,delante de
820,hinter::PRP,za,tras
821,hinter::PRP,za,detrás de
822,unter::PRP,pod,bajo
823,unter::PRP,pod,debajo de
824,durch::PRP,przez,por
825,durch::PRP,przez,a través de
826,neben::PRP,obok,al lado de
827,zwischen::PRP,między,entre
828,wegen::PRP,z powodu,por
829,wegen::PRP,z powodu,a causa de
830,dies::PRN,to,esto
