,Concept_ID,fr,os
775,schlank::A,svelte,рæхснæг
776,schlank::A,svelte,сагамад
777,hübsch::A,joli,аив
778,hübsch::A,joli,рӕсугъд
779,böse::A,mauvais,фыдзӕрдӕ
780,dumm::A,sot,ӕдылы
781,dumm::A,bête,ӕдылы
782,faul::A,fainéant,зивӕг
783,faul::A,fainéant,зивӕггӕнаг
784,faul::A,paresseux,зивӕг
785,faul::A,paresseux,зивӕггӕнаг
786,fleißig::A,appliqué,æнæзивæг
787,fleißig::A,appliqué,æнувыд
788,geizig::A,avare,чъынды
789,geizig::A,avare,æлгъин
790,geizig::A,avare,мæрддзæст
791,klug::A,intelligent,зондджын
792,geschickt::A,habile,хӕрзарӕхст
793,lieb::A,cher,уарзон
794,lieb::A,gentil,уарзон
795,lustig::A,gai,хъӕлдзӕг
796,lustig::A,joyeux,хъӕлдзӕг
797,sanft::A,doux,мынчын
798,hungrig::A,affamé,ӕххормаг
799,krank::A,malade,нӕфӕразгӕ
800,nackt::A,nu,бӕгънӕг
801,traurig::A,triste,ӕрхӕндӕг
802,lebendig::A,vivant,цардӕгас
803,gut::A,bon,хорз
804,schlecht::A,mauvais,цауд
805,richtig::A,juste,раст
806,richtig::A,correct,раст
807,schlimm::A,grave,ӕвзӕр
808,schlimm::A,mauvais,ӕвзӕр
809,wahr::A,vrai,ӕцӕг
810,wahr::A,véritable,ӕцӕг
811,alt::A,vieux,зӕронд
812,neu::A,neuf,ног
813,neu::A,nouveau,ног
814,ehemalig::A,ancien,раздӕры
815,alt[Lebewesen]::A,âgé,ацӕргӕ
816,alt[Lebewesen]::A,vieux,ацӕргӕ
817,jung::A,jeune,ӕрыгон
818,arm::A,pauvre,мӕгуыр
819,reich::A,riche,хъӕздыг
820,bekannt::A,connu,зонгӕ
821,berühmt::A,fameux,номдзыд
822,berühmt::A,célèbre,номдзыд
823,fremd::A,étranger,æцæгæлон
824,verschieden::A,différent,æндæр æмæ æндæр
825,verschieden::A,différent,алы
826,verschieden::A,différent,алыхуызон
827,nah::A,lié,хӕстӕг
828,nah::A,proche,хӕстӕг
829,fern::A,éloigné,дард
830,fern::A,éloigné,дӕрддаг
831,fern::A,lointain,дард
832,fern::A,lointain,дӕрддаг
833,linker::A,gauche,галиу
834,rechter::A,droit,рахиз
835,anderer::A,autre,иннӕ
836,anderer::A,autre,ӕндӕр
837,erster::A,premier,фыццаг
838,erster::A,premier,фыццӕгӕм
839,zweiter::A,second,дыккаг
840,zweiter::A,second,дыккæгæм
841,zweiter::A,deuxième,дыккаг
842,zweiter::A,deuxième,дыккæгæм
843,dritter::A,troisième,æртыккаг
844,dritter::A,troisième,æртыккæгæм
845,letzter::A,dernier,фӕстаг
846,allein::ADV,seul,иунæг
847,auf einmal::ADV,à la fois,уайтагъд
848,auf einmal::ADV,à la fois,æвиппайды
849,auf einmal::ADV,à la fois,æваст
850,zusammen::ADV,ensemble,иумӕ
851,lange::ADV,longtemps,бирæ рæстæг
852,plötzlich::ADV,tout à coup,æвиппайды
853,plötzlich::ADV,tout à coup,æваст
854,sofort::ADV,immédiatement,уыцы сахат
855,sofort::ADV,immédiatement,уайтагъд
856,später::ADV,plus tard,фæстæдæр
857,jetzt::ADV,maintenant,ныр
858,heute::ADV,aujourd'hui,абон
859,morgen::ADV,demain,райсом
860,bald::ADV,bientôt,тагъд
861,bald::ADV,bientôt,рæхджы
862,dann::ADV,puis,стæй
863,dann::ADV,ensuite,стæй
864,gestern::ADV,hier,знон
865,einst::ADV,jadis,кӕддӕр
866,einst::ADV,autrefois,кӕддӕр
867,damals::ADV,alors,уæд
868,damals::ADV,à l'époque,уæд
869,danach::ADV,après,стæй
870,danach::ADV,après,уый фæстæ
871,danach::ADV,ensuite,стæй
872,danach::ADV,ensuite,уый фæстæ
873,vorher::ADV,auparavant,раздæр
874,zuerst::ADV,d'abord,фыццаг
875,zuerst::ADV,premièrement,фыццаг
876,einmal::ADV,une fois,иу хатт
877,manchmal::ADV,parfois,хатт
878,manchmal::ADV,quelquefois,хатт
879,oft::ADV,souvent,арæх
880,immer::ADV,toujours,ӕдзух
881,niemals::ADV,ne ... jamais,никуы
882,niemals::ADV,ne ... jamais,никæд
883,hier::ADV,ici,ам
884,hierhin::ADV,par ici,ардӕм
885,von hier::ADV,d'ici,ардыгæй
886,dort::ADV,là,уым
887,dort::ADV,là-bas,уым
888,dorthin::ADV,y,уырдӕм
889,dorthin::ADV,par là,уырдӕм
890,geradeaus::ADV,tout droit,æргом
891,vorwärts::ADV,en avant,размӕ
892,rückwärts::ADV,en arrière,фӕстӕмӕ
893,zurück::ADV,de retour,фӕстӕмӕ
894,unten::ADV,en bas,дæлæ
895,unten::ADV,en bas,дæлейы
896,unten::ADV,en bas,бынæй
897,unten::ADV,au-dessous,дæлæ
898,unten::ADV,au-dessous,дæлейы
899,unten::ADV,au-dessous,бынæй
900,hinab::ADV,en bas,дӕлӕмӕ
901,hinab::ADV,en bas,уырдыгмӕ
902,hinab::ADV,vers le bas,дӕлӕмӕ
903,hinab::ADV,vers le bas,уырдыгмӕ
904,oben::ADV,dessus,уӕле
905,oben::ADV,en haut,уӕле
906,hinauf::ADV,en haut,уӕлӕмӕ
907,hinauf::ADV,vers le haut,уӕлӕмӕ
908,überall::ADV,partout,алыран
909,überall::ADV,partout,алкæм
910,überall::ADV,partout,кæмдæриддæр
911,nicht::ADV,ne ... pas,нӕ
912,ein wenig::ADV,un peu,чысыл
913,kaum::ADV,à peine,цъус
914,sehr::ADV,très,тынг
915,sehr::ADV,très,иттӕг
916,so::ADV,si,афтӕ
917,so::ADV,ainsi,афтӕ
918,noch::ADV,encore,ма
919,nur::ADV,seulement,канд
920,nur::ADV,seulement,ӕрмӕст
921,nur::ADV,ne ... que,канд
922,nur::ADV,ne ... que,ӕрмӕст
923,schon::ADV,déjà,нырид
924,wieder::ADV,de nouveau,ногӕй
925,vergebens::ADV,en vain,дзæгъæлы
926,vergebens::ADV,en vain,уæгъды
927,vergebens::ADV,en vain,æнæхъуаджы
928,vor::PRP,devant,разы
929,hinter::PRP,derrière,фӕстӕ
930,unter::PRP,sous,бын
931,unter::PRP,au-dessous de,бын
932,durch::PRP,par,æхсæнты
933,durch::PRP,à travers,æхсæнты
934,neben::PRP,à côté de,цур
935,zwischen::PRP,entre,астӕу
936,wegen::PRP,à cause de,тыххай
937,dies::PRN,ceci,ай
938,das::PRN,ce,уый
939,das::PRN,cela,уый
940,alles::PRN,tout,алцы
941,alles::PRN,tout,æппæтдæр
942,alles::PRN,tout,иууылдӕр
943,ich::PRN,je,æз
944,ich::PRN,moi,æз
945,du::PRN,tu,ды
946,du::PRN,toi,ды
947,er::PRN,il,уый
948,er::PRN,lui,уый
949,wir::PRN,nous,мах
950,ihr::PRN,vous,сымах
951,sie::PRN,ils,уыдон
952,sie::PRN,elles,уыдон
953,was::FPRN,que,цы
954,was::FPRN,quoi,цы
955,wer::FPRN,qui,чи
956,wo::FADV,où,кӕм
957,wohin::FADV,où,кӕдӕм
958,wie::FADV,comment,куыд
959,warum::FADV,pourquoi,цӕмӕн
960,wieviel::FNUM,combien,цал
961,eins::NUM,un,иу
962,zwei::NUM,deux,дыууӕ
963,drei::NUM,trois,ӕртӕ
964,vier::NUM,quatre,цыппар
965,fünf::NUM,cinq,фондз
966,sechs::NUM,six,ӕхсӕз
967,sieben::NUM,sept,авд
968,acht::NUM,huit,аст
969,neun::NUM,neuf,фараст
970,zehn::NUM,dix,дӕс
971,elf::NUM,onze,иуæндæс
972,zwölf::NUM,douze,дыууадæс
973,zwanzig::NUM,vingt,дыууын
974,dreißig::NUM,trente,æртын
975,dreißig::NUM,trente,дæсæмæссæдз
976,vierzig::NUM,quarante,цыппор
977,vierzig::NUM,quarante,цыппур
978,vierzig::NUM,quarante,дыууиссæдзы
979,fünfzig::NUM,cinquante,фӕндзай
980,sechzig::NUM,soixante,æхсай
981,sechzig::NUM,soixante,æртиссæдзы
982,siebzig::NUM,soixante-dix,æвдай
983,siebzig::NUM,soixante-dix,дæс æмæ æртиссæдзы
984,achtzig::NUM,quatre-vingt,цыппарыссæдзы
985,achtzig::NUM,quatre-vingt,æстай
986,neunzig::NUM,quatre-vingt-dix,нæуæдз
987,neunzig::NUM,quatre-vingt-dix,дæс æмæ цыппарыссæдзы
988,hundert::NUM,cent,сӕдӕ
989,tausend::NUM,mille,мин
990,und::CNJ,et,ӕмӕ
991,oder::CNJ,ou,кӕнӕ
992,stehen::V,être debout,лӕууын
993,sitzen::V,être assis,бадын
994,liegen::V,être couché,хуыссын
995,hängen::V,pendre,ауыгъд уын
996,werden::V,devenir,суӕвын
997,passieren::V,se passer,æрцæуын
998,beginnen::V,commencer,райдайын
999,enden::V,finir,фæуын
1000,enden::V,se terminer,фæуын
1001,wechseln::V,changer,ивын
1002,wechseln::V,alterner,ивын
1003,aufgehen[Sonne]::V,se lever,скæсын
1004,untergehen[Sonne]::V,se coucher, аныгуылын
1005,scheinen[Sonne]::V,briller,рухс кӕнын
1006,donnern::V,tonner,нæрын
1007,wehen::V,souffler,дымын
1008,strömen::V,affluer,кӕлын
1009,fließen::V,couler,цæуын
1010,fließen::V,couler,уайын
1011,fließen::V,couler,кæлын
1012,sich drehen::V,tourner,зилын
1013,schwanken::V,osciller,æнкъуысын
1014,schwanken::V,chanceler,æнкъуысын
1015,schwingen::V,vibrer,æнкъуысын
1016,schwingen::V,vibrer,змæлын
1017,schwingen::V,osciller,æнкъуысын
1018,schwingen::V,osciller,змæлын
1019,fallen::V,tomber,хауын
1020,brennen::V,brûler,судзын
1021,brennen::V,flamber,судзын
1022,rauchen::V,fumer,фæздæг кæнын
1023,regnen::V,pleuvoir,уарын
1024,gefrieren::V,geler,сӕлын
1025,tauen::V,dégeler,стайын
1026,schmelzen::V,fondre,тайын
1027,trocknen::V,sécher,хус кæнын
1028,sieden::V,bouillir,фыцын
1029,faulen::V,pourrir,ӕмбийын
1030,faulen::V,se putréfier,ӕмбийын
1031,verfaulen::V,pourrir,бамбийын
1032,reißen::V,rompre,скъуийын
1033,reißen::V,se déchirer,скъуийын
1034,versinken::V,s'enfoncer,дӕлдон_кӕнын
1035,vergehen::V,passer,аивгъуийын
1036,erscheinen::V,apparaître,разынын
1037,verschwinden::V,disparaître,фæтары уын
1038,verschwinden::V,disparaître,фæдæлдзæх уын
1039,verschwinden::V,disparaître,фесæфын
1040,verschwinden::V,disparaître,æрбайсæфын
1041,sinken::V,descendre,дæлæмæ æрхауын
1042,sinken::V,s'abaisser,дæлæмæ æрхауын
1043,abnehmen::V,diminuer,фæкъаддæр уын
1044,abnehmen::V,diminuer,фæцух уын
1045,zunehmen::V,augmenter,фæфылдæр уын
1046,zunehmen::V,augmenter,сбирæ уын
1047,zunehmen::V,augmenter,сахадын
1048,steigen::V,monter,сыстын
1049,wachsen::V,croître,рӕзын
1050,glänzen::V,briller,ӕрттивын
1051,funkeln::V,étinceler,тыбар-тыбур_кӕнын
1052,lärmen::V,faire du bruit,хъæлæба кæнын
1053,läuten::V,sonner,цæгъдын
1054,klingeln::V,sonner,цæгъдын
1055,klirren::V,cliqueter,дзыгъал-мыгъул кæнын
1056,klirren::V,cliqueter,дзæгъ-дзæгъ кæнын
1057,brausen::V,mugir,абухын
1058,rauschen::V,bruire,
1059,klingen::V,sonner,зæлын
1060,klingen::V,sonner,азæлын
1061,klingen::V,sonner,хъуысын
1062,bellen::V,aboyer,рæйын
1063,heulen::V,hurler,ниуын
1064,blasen::V,souffler,фу кӕнын
1065,pfeifen::V,siffler,æхситт кæнын
1066,pfeifen::V,siffler,къуыззитт кæнын
1067,schreien::V,crier,хъӕр кӕнын
1068,stöhnen::V,gémir,хъæрзын
1069,stöhnen::V,gémir,дзыназын
1070,zittern::V,trembler,ризын
1071,leben::V,vivre,цӕрын
1072,geboren werden::V,naître,райгуырын
1073,atmen::V,respirer,улӕфын
1074,trinken::V,boire,нуазын
1075,essen::V,manger,хӕрын
1076,schlucken::V,avaler,ныхъуырын
1077,müde werden::V,se lasser,бафæллайын
1078,müde werden::V,se lasser,бафæлмæцын
1079,müde werden::V,se lasser,сфæлмæцын
1080,müde werden::V,se fatiguer,бафæллайын
1081,müde werden::V,se fatiguer,бафæлмæцын
1082,müde werden::V,se fatiguer,сфæлмæцын
1083,einschlafen::V,s'endormir,бафынæй уын
1084,schlafen::V,dormir,хуыссын
1085,schlafen::V,dormir,фынӕй кӕнын
1086,aufwachen::V,se réveiller,райхъал уын
1087,aufstehen::V,se lever,стын
1088,sich erholen::V,se reposer,фæллад уадзын
1089,sich erholen::V,se reposer,улæфын
1090,sich erholen::V,se détendre,фæллад уадзын
1091,sich erholen::V,se détendre,улæфын
1092,krank werden::V,tomber malade,фӕрынчын уын
1093,krank sein::V,être malade,сӕйын
1094,schmerzen::V,faire mal,риссын
1095,husten::V,tousser,хуыфын
1096,genesen::V,guérir,сдзæбæх уын
1097,genesen::V,guérir,рандидзын
1098,genesen::V,guérir,сæндидзын
1099,genesen::V,se remettre,сдзæбæх уын
1100,genesen::V,se remettre,рандидзын
1101,genesen::V,se remettre,сæндидзын
1102,sterben::V,mourir,мӕлын
1103,umkommen::V,périr,фесæфын
1104,umkommen::V,périr,байсæфын
1105,umkommen::V,périr,бабын уын
1106,umkommen::V,périr,мард фæуын
1107,sich bewegen::V,bouger,тæлфын
1108,sich bewegen::V,bouger,цæуын
1109,sich rühren::V,broncher,змӕлын
1110,sich erheben::V,se lever,стын
1111,sich setzen::V,s'asseoir,сбадын
1112,hinfallen::V,tomber,ӕрхауын
1113,laufen::V,marcher,цӕуын
1114,laufen::V,marcher,рацу-бацу_кӕнын
1115,laufen::V,aller à pied,цӕуын
1116,laufen::V,aller à pied,рацу-бацу_кӕнын
1117,schreiten::V,marcher,къахдзæф кæнын
1118,schreiten::V,marcher,санчъех кæнын
1119,schreiten::V,marcher,цæуын
1120,spazierengehen::V,se promener,озер кæнын
1121,spazierengehen::V,se promener,тезгъо кæнын
1122,eilen::V,courir,тагъд кæнын
1123,eilen::V,courir,тындзын
1124,sich beeilen::V,se hâter,тагъд кæнын
1125,sich beeilen::V,se hâter,тындзын
1126,sich beeilen::V,se dépêcher,тагъд кæнын
1127,sich beeilen::V,se dépêcher,тындзын
1128,sausen::V,filer,уайын
1129,sausen::V,filer,тæхын
1130,rennen::V,courir,згъорын
1131,springen::V,sauter,гæпп кæнын
1132,springen::V,sauter,сæррæтт кæнын
1133,springen::V,sauter,лиуырын
1134,klettern::V,grimper,хилын
1135,schaukeln::V,se balancer,хецъро кæнын
1136,schaukeln::V,se balancer,херыйыл бадын
1137,kriechen::V,ramper,бырын
1138,schwimmen::V,nager,ленк кӕнын
1139,tauchen::V,plonger,ныгъуылын
1140,rudern::V,ramer,бæлæгъ тæрын
1141,rudern::V,ramer,чема тæрын
1142,fahren::V,aller,цӕуын
1143,fahren::V,rouler,цӕуын
1144,fliegen::V,voler,тӕхын
1145,gehen::V,aller,цӕуын
1146,weggehen::V,s'en aller,ацӕуын
1147,abfahren::V,partir,араст уын
1148,anhalten::V,s'arrêter,æрлæууын
1149,hineingehen::V,entrer,мидæмæ цæуын
1150,eintreten::V,entrer,бацӕуын
1151,kommen::V,venir,æрцæуын
1152,ankommen::V,arriver,æрцæуын
1153,zurückkommen::V,revenir,раздæхын
1154,zurückkommen::V,revenir,фæстæмæ_раздæхын
1155,zurückkommen::V,revenir,æрбаздæхын
1156,zurückkommen::V,revenir,аздæхын
1157,bleiben::V,rester,лӕууын
1158,bleiben::V,demeurer,лӕууын
1159,warten::V,attendre,ӕнхъӕлмӕ кӕсын
1160,erwarten::V,attendre,ӕнхъӕлмӕ кӕсын
1161,suchen::V,chercher,агурын
1162,finden::V,trouver,ссарын
1163,versuchen::V,essayer,фӕлварын
1164,vorbereiten::V,préparer,бацаттæ кæнын
1165,vorbereiten::V,préparer,æрæввонг кæнын
1166,lieben::V,aimer,уарзын
1167,mögen::V,aimer,зæрдæмæ цæуын
1168,mögen::V,vouloir,зæрдæмæ цæуын
1169,lachen::V,rire,худын
1170,rühren::V,toucher,зæрдæ суынгæг кæнын
1171,rühren::V,attendrir,зæрдæ суынгæг кæнын
1172,weinen::V,pleurer,кӕуын
1173,schimpfen::V,gronder,æлгъитын
1174,sich ärgern::V,se fâcher,мæсты кæнын
1175,sich fürchten::V,avoir peur,тæрсын
1176,fürchten::V,craindre,тæрсын
1177,fürchten::V,avoir peur de,тæрсын
1178,fliehen::V,fuir,лидзын
1179,flüchten::V,s'enfuir,алидзын
1180,sehen::V,voir,уынын
1181,anschauen::V,regarder,акӕсын
1182,ansehen::V,regarder,кӕсын
1183,hören::V,entendre,хъусын
1184,zuhören::V,écouter,хъусын
1185,probieren::V,goûter,уынын
1186,probieren::V,goûter,аходын
1187,riechen::V,sentir,смудын
1188,fühlen::V,sentir,ӕнкъарын
1189,scheinen::V,sembler,зынын
1190,scheinen::V,paraître,зынын
1191,zu sehen sein::V,se voir,зынын
1192,zu sehen sein::V,être visible,зынын
1193,vernehmen::V,entendre,фехъусын
1194,vernehmen::V,percevoir,фехъусын
1195,frieren::V,avoir froid,сийын
1196,tun::V,faire,кӕнын
1197,können::V,savoir,фӕразын
1198,können::V,pouvoir,фӕразын
1199,wollen::V,vouloir,фӕндын
1200,anfangen::V,commencer,райдайын
1201,beenden::V,finir,фӕуын
1202,beenden::V,terminer,фӕуын
1203,aufhören::V,cesser,банцайын
1204,aufhören::V,cesser,фенцайын
1205,aufhören::V,arrêter,банцайын
1206,aufhören::V,arrêter,фенцайын
1207,gelingen::V,réussir,бантысын
1208,geraten::V,réussir,разынын
1209,öffnen::V,ouvrir,гом кӕнын
1210,schließen::V,fermer,ӕхгӕнын
1211,stellen::V,poser,ӕвӕрын
1212,stellen::V,mettre,ӕвӕрын
1213,setzen::V,placer,сбадын кӕнын
1214,legen::V,placer,ӕрӕвӕрын
1215,berühren::V,toucher,агайын
1216,verbinden::V,lier,бӕттын
1217,bedecken::V,couvrir,ӕмбӕрзын
1218,aufhängen::V,accrocher,ауындзын
1219,anzünden::V,allumer,ссудзын
1220,aufheben::V,ramasser,сисын
1221,zurücklassen::V,laisser,ныууадзын
1222,verlieren::V,perdre,фесафын
1223,fallen lassen::V,lâcher,ӕрӕппарын
1224,fallen lassen::V,lâcher,къухтӕй феуӕгъд кӕнын
1225,fallen lassen::V,laisser tomber,ӕрӕппарын
1226,fallen lassen::V,laisser tomber,къухтӕй феуӕгъд кӕнын
1227,machen::V,faire,саразын
1228,herstellen::V,produire,сцæттæ кæнын
1229,herstellen::V,produire,саразын
1230,herstellen::V,fabriquer,сцæттæ кæнын
1231,herstellen::V,fabriquer,саразын
1232,bauen::V,bâtir,амайын
1233,bauen::V,construire,амайын
1234,reparieren::V,réparer,æмпъузын
1235,reparieren::V,réparer,цалцæг кæнын
1236,verbessern::V,améliorer,фæхуыздæр кæнын
1237,ändern::V,changer,аивын
1238,ändern::V,modifier,аивын
1239,graben::V,creuser,къахын
1240,beugen::V,plier,æркъæдз кæнын
1241,beugen::V,plier,æртасын кæнын
1242,beugen::V,ployer,æркъæдз кæнын
1243,beugen::V,ployer,æртасын кæнын
1244,biegen::V,courber,тасын кӕнын
1245,drehen::V,tordre,здухын
1246,drehen::V,tourner,здухын
1247,wenden::V,retourner,афæлдахын
1248,wenden::V,retourner,рафæлдахын
1249,umdrehen::V,tourner,афæлдахын
1250,heben::V,soulever,сдарын
1251,heben::V,soulever,схæцын
1252,hochheben::V,lever,уæлæмæ хæцын
1253,ergreifen::V,saisir,фӕлӕбурын
1254,ergreifen::V,prendre,фӕлӕбурын
1255,halten::V,tenir,дарын
1256,drücken::V,presser,æлхъивын
1257,drücken::V,presser,хæцын
1258,schieben::V,pousser,схойын
1259,kratzen::V,gratter,хафын
1260,kratzen::V,égratigner,хафын
1261,lecken::V,lécher,сдæрын
1262,beißen::V,mordre,хæцын
1263,abreißen::V,arracher,ратонын
1264,abschneiden::V,couper,ралыг кӕнын
1265,binden::V,lier,бабӕттын
1266,binden::V,attacher,бабӕттын
1267,stecken::V,enfoncer,ныссадзын
1268,brechen::V,rompre,асæттын
1269,brechen::V,rompre,басæттын
1270,brechen::V,rompre,ныссæттын
1271,klopfen::V,frapper,хойын
1272,klopfen::V,frapper,гуыпп-гуыпп кæнын
1273,klopfen::V,frapper,къуырцц-къуырцц кæнын
1274,hauen::V,frapper,цӕвын
1275,hauen::V,frapper,нӕмын
1276,kleben::V,coller,ныхасын
1277,kleben::V,coller,æндадзын
1278,reiben::V,frotter,сӕрфын
1279,reiben::V,frotter,хафын
1280,streichen::V,empâter,байсæрдын
1281,streichen::V,empâter,сахорын
1282,schleifen::V,affiler,ссын
1283,schleifen::V,affiler,цыргъ кӕнын
1284,schleifen::V,aiguiser,ссын
1285,schleifen::V,aiguiser,цыргъ кӕнын
1286,schneiden::V,couper,кӕрдын
1287,schneiden::V,trancher,кӕрдын
1288,rütteln::V,cahoter,æнкъусын
1289,schütteln::V,secouer,уигъын
1290,schwenken::V,agiter,тилын
1291,schwenken::V,agiter,уигъын
1292,schütten::V,verser,ныккӕнын
1293,füllen::V,remplir,байдзаг кæнын
1294,einwickeln::V,envelopper,батухын
1295,tragen::V,porter,хӕссын
1296,schleppen::V,traîner,ласын
1297,ziehen::V,tirer,ласын
1298,aufbewahren::V,garder,æвæрын
1299,aufbewahren::V,conserver,æвæрын
1300,werfen::V,jeter,зыввытт кӕнын
1301,werfen::V,lancer,зыввытт кӕнын
1302,fangen::V,attraper,ӕрцахсын
1303,packen::V,agripper,рацахсын
1304,verstecken::V,cacher,æмбæхсын
1305,verstecken::V,cacher,нымæхсын
1306,teilen::V,diviser,уарын
1307,schicken::V,envoyer,ӕрвитын
1308,bringen::V,apporter,æрхæссын
1309,bringen::V,apporter,æрбахæссын
1310,hinzufügen::V,ajouter,ӕфтауын
1311,bekommen::V,obtenir,ссарын
1312,bekommen::V,obtenir,сфæрæз кæнын
1313,bekommen::V,obtenir,самал кæнын
1314,erhalten::V,recevoir,райсын
1315,nehmen::V,prendre,райсын
1316,wählen::V,choisir,равзарын
1317,auswählen::V,choisir,авзарын
1318,auswählen::V,sélectionner,авзарын
1319,bewahren::V,préserver,бавæрын
1320,bewahren::V,préserver,нывæрын
1321,behindern::V,gêner,цæлхдур æвæрын
1322,behindern::V,gêner,ныхдур æвæрын
1323,behindern::V,gêner,къуылымпы кæнын
1324,behindern::V,gêner,хъыг дарын
1325,verderben::V,gâter,фесафын
1326,verderben::V,corrompre,фесафын
1327,beschädigen::V,endommager,халын
1328,zerbrechen::V,casser,асӕттын
1329,zerreißen::V,déchirer,аскъуынын
1330,zerstören::V,détruire,фехалын
1331,verbrennen::V,brûler,басудзын
1332,geben::V,donner,дӕттын
1333,reichen::V,tendre,адæттын
1334,schenken::V,offrir,лæвар кæнын
1335,versprechen::V,promettre,дзырд раттын
1336,versprechen::V,promettre,зӕрдӕ бавӕрын
1337,wünschen::V,souhaiter,зæрдæ зæгъы
1338,loben::V,louer,раппӕлын
1339,küssen::V,embrasser,пъа кæнын
1340,küssen::V,embrasser,ба кæнын
1341,wiegen::V,bercer,узын
1342,zudecken::V,couvrir,бамбӕрзын
1343,wecken::V,éveiller,райхъал кӕнын
1344,wecken::V,réveiller,райхъал кӕнын
1345,zeigen::V,montrer,амонын
1346,zeigen::V,faire voir,амонын
1347,führen::V,guider,кӕнын
1348,führen::V,guider,фæкæнын
1349,lehren::V,apprendre,ахуыр кæнын
1350,unterrichten::V,instruire,ахуыр кæнын
1351,aufziehen::V,élever,хъомыл кӕнын
1352,leiten::V,diriger,разамынд дӕттын
1353,leiten::V,conduire,разамынд дӕттын
1354,antreiben::V,pousser,тагъд кæнын
1355,antreiben::V,pousser,рог кæнын
1356,lassen::V,faire,кæнын
1357,einladen::V,inviter,ӕрхонын
1358,einladen::V,inviter,ӕрбахонын
1359,vereinigen::V,unir,баиу кӕнын
1360,vereinigen::V,réunir,баиу кӕнын
1361,besuchen::V,visiter,абæрæг кæнын
1362,besuchen::V,visiter,бабæрæг кæнын
1363,besuchen::V,visiter,бауайын
1364,besuchen::V,aller voir,абæрæг кæнын
1365,besuchen::V,aller voir,бабæрæг кæнын
1366,besuchen::V,aller voir,бауайын
1367,treffen::V,rencontrer,фембæлын
1368,sich versammeln::V,s'assembler,æрæмбырд уын
1369,spielen::V,jouer,хъазын
1370,singen::V,chanter,зарын
1371,tanzen::V,danser,кафын
1372,sich trennen::V,se séparer,фæйнæрдæм фæцæуын айхæлын
1373,verlassen::V,quitter,ныууадзын
1374,retten::V,sauver,фервӕзын кӕнын
1375,bewachen::V,garder,хъахъхъӕнын
1376,schützen::V,protéger,хъахъхъӕнын
1377,verteidigen::V,défendre,бахизын
1378,sich schlagen::V,se taper,хыл кæнын
1379,schießen::V,tirer,ӕхсын
1380,siegen::V,vaincre,басӕттын
1381,siegen::V,vaincre,фӕуӕлахиз уӕвын
1382,ärgern::V,agacer,мӕсты кӕнын
1383,schlagen::V,battre,ныццæвын
1384,schlagen::V,frapper,ныццæвын
1385,treten::V,botter,
1386,treten::V,donner un coup de pied à,
1387,stechen::V,piquer,фæрæхойын
1388,stoßen::V,heurter,риуыгъын
1389,stehlen::V,voler,давын
1390,stören::V,gêner,хъыгдарын
1391,stören::V,déranger,хъыгдарын
1392,belästigen::V,molester,хъыгдарын
1393,belästigen::V,importuner,хъыгдарын
1394,verbergen::V,cacher,бамбӕхсын
1395,verbergen::V,cacher,басусӕг кӕнын
1396,verbergen::V,dissimuler,бамбӕхсын
1397,verbergen::V,dissimuler,басусӕг кӕнын
1398,täuschen::V,abuser,фӕливын
1399,täuschen::V,abuser,асайын
1400,täuschen::V,tromper,фӕливын
1401,täuschen::V,tromper,асайын
1402,betrügen::V,duper,асайын
1403,betrügen::V,frauder,асайын
1404,töten::V,tuer,амарын
1405,wohnen::V,habiter,цӕрын
1406,wohnen::V,demeurer,цӕрын
1407,arbeiten::V,travailler,кусын
1408,sammeln::V,collectionner,æртонын
1409,pflücken::V,cueillir,тонын
1410,jagen::V,chasser,цуан кæнын
1411,fischen::V,pêcher,кæсаг ахсын æнгуырæй
1412,fischen::V,pêcher,æнгуыр дарын
1413,fassen::V,capturer,ӕрцахсын
1414,hüten::V,garder,хизын
1415,treiben::V,mener,скъӕрын
1416,anbinden::V,attacher,бабæттын
1417,anbinden::V,attacher,æрбæттын
1418,füttern::V,faire manger,холлаг дæттын
1419,füttern::V,faire manger,холлаг æвæрын
1420,füttern::V,faire manger,дарын
1421,melken::V,traire,дуцын
1422,hacken::V,fendre,кæрдын
1423,hacken::V,fendre,лыгтæ кæнын
1424,gießen::V,arroser,бакалын
1425,reifen::V,mûrir,срæгъæд уын
1426,reifen::V,mûrir,сцæттæ уын
1427,zubereiten::V,préparer,сцӕттӕ кӕнын
1428,kochen::V,cuire,фыцын
1429,backen::V,cuire,фыцын
1430,braten::V,rôtir,цурын
1431,umrühren::V,remuer,ахæццæ кæнын
1432,umrühren::V,remuer,азмæнтын
1433,umrühren::V,remuer,астауын
1434,stricken::V,tricoter,кæнын
1435,stricken::V,tricoter,бийын
1436,nähen::V,coudre,хуыйын
1437,färben::V,teindre,ахорын
1438,reinigen::V,nettoyer,ссыгъдæг кæнын
1439,reinigen::V,nettoyer,ныссыгъдæг кæнын
1440,reinigen::V,nettoyer,ныссæрфын
1441,waschen::V,laver,ӕхсын
1442,abwischen::V,essuyer,сӕрфын
1443,spülen::V,rincer,æнхъæвзын
1444,fegen::V,balayer,мӕрзын
1445,kehren::V,balayer,мӕрзын
1446,baden::V,se baigner,хи найын
1447,sich waschen::V,se laver,хи æхсын
1448,ausziehen::V,ôter,ласын
1449,ausziehen::V,enlever,ласын
1450,anziehen::V,mettre,скæнын
