,Concept_ID,ja,it
853,drei::NUM,三,tre
854,drei::NUM,三つ,tre
855,vier::NUM,四,quattro
856,vier::NUM,四つ,quattro
857,fünf::NUM,五,cinque
858,fünf::NUM,五つ,cinque
859,sechs::NUM,六,sei
860,sechs::NUM,六つ,sei
861,sieben::NUM,七,sette
862,sieben::NUM,七つ,sette
863,acht::NUM,八,otto
864,acht::NUM,八つ,otto
865,neun::NUM,九,nove
866,neun::NUM,九つ,nove
867,zehn::NUM,十,dieci
868,elf::NUM,十一,ùndici
869,zwölf::NUM,十二,dodici
870,zwanzig::NUM,二十,venti
871,dreißig::NUM,三十,trenta
872,vierzig::NUM,四十,quaranta
873,fünfzig::NUM,五十,cinquanta
874,sechzig::NUM,六十,sessanta
875,siebzig::NUM,七十,settanta
876,achtzig::NUM,八十,ottanta
877,neunzig::NUM,九十,novanta
878,hundert::NUM,百,cento
879,tausend::NUM,千,mille
880,und::CNJ,-と,e
881,und::CNJ,そして,e
882,oder::CNJ,或いは,o
883,stehen::V,立っている,stare in piedi
884,sitzen::V,座っている,sedere
885,sitzen::V,座っている,stare seduto
886,liegen::V,横になっている,giacere
887,hängen::V,掛かっている,pèndere
888,hängen::V,掛かっている,èssere appeso
889,werden::V,なる,farsi
890,werden::V,なる,diventare
891,passieren::V,起こる,succèdere
892,beginnen::V,始まる,cominciare
893,enden::V,終わる,finire
894,enden::V,終わる,terminare
895,wechseln::V,変わる,variare
896,wechseln::V,変わる,cambiare
897,aufgehen[Sonne]::V,出る,sòrgere
898,aufgehen[Sonne]::V,出る,spuntare
899,untergehen[Sonne]::V,沈む,tramontare
900,scheinen[Sonne]::V,輝く,splèndere
901,donnern::V,雷が鳴る,tonare
902,wehen::V,吹く,soffiare
903,strömen::V,流れる,fluire
904,fließen::V,流れる,fluire
905,fließen::V,流れる,scorrere
906,sich drehen::V,回転する,girarsi
907,schwanken::V,揺れる,oscillare
908,schwanken::V,揺れる,barcollare
909,schwingen::V,振動する,vibrare
910,schwingen::V,振動する,oscillare
911,fallen::V,落ちる,cadere
912,brennen::V,燃える,àrdere
913,brennen::V,燃える,bruciare
914,rauchen::V,煙を出す,fumare
915,regnen::V,雨が降る,piòvere
916,gefrieren::V,凍る,gelarsi
917,gefrieren::V,凍る,congelarsi
918,tauen::V,溶ける,sciògliersi
919,schmelzen::V,溶ける,fòndere
920,schmelzen::V,溶ける,sciògliersi
921,trocknen::V,乾く,asciugarsi
922,sieden::V,沸く,bollire
923,faulen::V,腐る,marcire
924,verfaulen::V,朽ちる,imputridire
925,reißen::V,切れる,strapparsi
926,versinken::V,沈む,affondare
927,vergehen::V,経つ,passare
928,erscheinen::V,現れる,apparire
929,erscheinen::V,現れる,comparire
930,verschwinden::V,消える,sparire
931,verschwinden::V,消える,scomparire
932,sinken::V,下がる,calare
933,sinken::V,下がる,scendere
934,abnehmen::V,減る,diminuire
935,zunehmen::V,増える,aumentare
936,steigen::V,上がる,salire
937,steigen::V,上がる,montare
938,wachsen::V,伸びる,crescere
939,glänzen::V,輝く,splèndere
940,funkeln::V,ぴかぴか光る,brillare
941,funkeln::V,ぴかぴか光る,scintillare
942,lärmen::V,騒ぐ,strepitare
943,lärmen::V,騒ぐ,fare chiasso
944,läuten::V,鳴る,suonare
945,klingeln::V,鳴る,suonare
946,klirren::V,がらんがらんと鳴る,tintinnare
947,brausen::V,逆巻く,rombare
948,brausen::V,逆巻く,rumoreggiare
949,rauschen::V,戦ぐ,frusciare
950,klingen::V,鳴る,suonare
951,bellen::V,吠える,latrare
952,bellen::V,吠える,abbaiare
953,heulen::V,きゃんきゃん鳴く,urlare
954,heulen::V,きゃんきゃん鳴く,ululare
955,blasen::V,吹く,soffiare
956,pfeifen::V,口笛を吹く,fischiare
957,schreien::V,叫ぶ,gridare
958,stöhnen::V,うめく,gèmere
959,zittern::V,震える,tremare
960,leben::V,生きている,vìvere
961,geboren werden::V,生まれる,nàscere
962,atmen::V,呼吸する,respirare
963,trinken::V,飲む,bere
964,essen::V,食べる,mangiare
965,schlucken::V,飲み込む,inghiottire
966,müde werden::V,眠くなる,stancarsi
967,einschlafen::V,寝付く,addormentarsi
968,schlafen::V,眠る,dormire
969,aufwachen::V,目が覚める,svegliarsi
970,aufstehen::V,起きる,levarsi
971,sich erholen::V,休養する,riposarsi
972,krank werden::V,病気になる,ammalarsi
973,krank sein::V,病気である,èssere malato
974,schmerzen::V,痛む,dolere
975,husten::V,咳をする,tossire
976,genesen::V,元気になる,guarire
977,sterben::V,死ぬ,morire
978,sterben::V,亡くなる,morire
979,umkommen::V,死亡する,perire
980,sich bewegen::V,移動する,agitarsi
981,sich rühren::V,動く,muòversi
982,sich erheben::V,立ち上がる,alzarsi
983,sich setzen::V,座る,sedersi
984,hinfallen::V,転ぶ,cadere
985,laufen::V,歩く,camminare
986,laufen::V,歩く,andare a piedi
987,schreiten::V,跨ぐ,andare
988,schreiten::V,跨ぐ,procedere
989,spazierengehen::V,散歩する,passeggiare
990,spazierengehen::V,散歩する,andare a passeggio
991,eilen::V,急ぐ,andare in fretta
992,sich beeilen::V,焦る,affrettarsi
993,sausen::V,疾駆する,volare
994,sausen::V,疾駆する,correre
995,rennen::V,走る,correre
996,springen::V,跳ぶ,saltare
997,klettern::V,よじ登る,arrampicarsi
998,schaukeln::V,ぶらんこに乗る,fare l'altalena
999,kriechen::V,這う,strisciare
1000,schwimmen::V,泳ぐ,nuotare
1001,tauchen::V,潜る,tuffarsi
1002,tauchen::V,潜る,immèrgersi
1003,rudern::V,漕ぐ,remare
1004,fahren::V,行く,andare
1005,fahren::V,行く,viaggiare
1006,fahren::V,乗車する,andare
1007,fahren::V,乗車する,viaggiare
1008,fliegen::V,飛ぶ,volare
1009,gehen::V,行く,andare
1010,weggehen::V,立ち去る,andàrsene
1011,weggehen::V,立ち去る,andare via
1012,abfahren::V,出発する,partire
1013,anhalten::V,止まる,fermarsi
1014,hineingehen::V,入る,entrare
1015,eintreten::V,中に入る,entrare
1016,kommen::V,来る,venire
1017,ankommen::V,着く,arrivare
1018,ankommen::V,到着する,arrivare
1019,zurückkommen::V,帰る,ritornare
1020,bleiben::V,留まる,restare
1021,bleiben::V,留まる,rimanere
1022,warten::V,待つ,aspettare
1023,erwarten::V,期待する,attèndere
1024,suchen::V,探る,cercare
1025,finden::V,見つける,trovare
1026,versuchen::V,試す,tentare
1027,vorbereiten::V,準備する,preparare
1028,lieben::V,愛する,amare
1029,mögen::V,好きである,piacere a
1030,mögen::V,好きである,volere bene a
1031,lachen::V,笑う,rìdere
1032,rühren::V,感情を動かす,commuòvere
1033,weinen::V,泣く,piàngere
1034,schimpfen::V,叱る,imprecare
1035,sich ärgern::V,怒る,stizzirsi
1036,sich ärgern::V,怒る,arrabbiarsi
1037,sich ärgern::V,腹を立てる,stizzirsi
1038,sich ärgern::V,腹を立てる,arrabbiarsi
1039,sich fürchten::V,怖がる,avere paura
1040,fürchten::V,恐れる,temere
1041,fliehen::V,逃げる,fuggire
1042,flüchten::V,逃亡する,sfuggire
1043,sehen::V,見る,vedere
1044,anschauen::V,眺める,guardare
1045,ansehen::V,見る,guardare
1046,hören::V,聞く,udire
1047,hören::V,聞く,sentire
1048,zuhören::V,聴く,ascoltare
1049,probieren::V,食べてみる,degustare
1050,probieren::V,食べてみる,assaggiare
1051,riechen::V,気取る,sentire
1052,fühlen::V,感じる,sentire
1053,scheinen::V,ように見える,parere
1054,scheinen::V,ように見える,sembrare
1055,zu sehen sein::V,見える,vedersi
1056,vernehmen::V,承る,sentire
1057,vernehmen::V,承る,percepire
1058,frieren::V,寒気がする,aver freddo
1059,tun::V,する,fare
1060,können::V,出来る,sapere
1061,wollen::V,-たい,volere
1062,anfangen::V,始める,iniziare
1063,anfangen::V,始める,cominciare
1064,beenden::V,終える,finire
1065,beenden::V,終える,terminare
1066,aufhören::V,止める,finire
1067,aufhören::V,止める,cessare
1068,gelingen::V,成功する,riuscire
1069,geraten::V,当たる,stare
1070,öffnen::V,開く,aprire
1071,öffnen::V,開ける,aprire
1072,schließen::V,閉める,chiùdere
1073,stellen::V,置く,porre
1074,stellen::V,置く,mettere
1075,stellen::V,据える,porre
1076,stellen::V,据える,mettere
1077,setzen::V,座らせる,porre
1078,setzen::V,座らせる,mettere
1079,legen::V,置く,posare
1080,legen::V,置く,mettere
1081,berühren::V,触る,toccare
1082,berühren::V,触れる,toccare
1083,verbinden::V,結びつける,unire
1084,verbinden::V,結びつける,congiùngere
1085,bedecken::V,覆う,coprire
1086,bedecken::V,覆う,ricoprire
1087,aufhängen::V,掛ける,attaccare
1088,anzünden::V,燃やす,accèndere
1089,anzünden::V,燃やす,incendiare
1090,anzünden::V,火をつける,accèndere
1091,anzünden::V,火をつける,incendiare
1092,aufheben::V,拾う,raccògliere
1093,zurücklassen::V,残す,lasciare
1094,zurücklassen::V,残す,lasciare indietro
1095,verlieren::V,無くす,pèrdere
1096,fallen lassen::V,落とす,lasciare cadere
1097,machen::V,作る,fare
1098,herstellen::V,製造する,produrre
1099,herstellen::V,製造する,fabbricare
1100,bauen::V,建設する,costruire
1101,reparieren::V,直す,riparare
1102,reparieren::V,修理する,riparare
1103,verbessern::V,改良する,migliorare
1104,ändern::V,変える,mutare
1105,ändern::V,変える,cambiare
1106,graben::V,掘る,scavare
1107,beugen::V,折る,chinare
1108,beugen::V,折る,flettere
1109,biegen::V,曲げる,tòrcere
1110,drehen::V,回す,girare
1111,wenden::V,裏返す,girare
1112,wenden::V,裏返す,voltare
1113,umdrehen::V,裏返す,rivoltare
1114,heben::V,挙げる,levare
1115,hochheben::V,持ち上げる,levare
1116,hochheben::V,持ち上げる,sollevare
1117,ergreifen::V,取り上げる,afferrare
1118,halten::V,持つ,tenere
1119,drücken::V,押す,premere
1120,schieben::V,ずらす,spìngere
1121,kratzen::V,引っ掻く,grattare
1122,kratzen::V,引っ掻く,graffiare
1123,lecken::V,なめる,leccare
1124,beißen::V,噛む,mòrdere
1125,abreißen::V,剝ぎ取る,staccarsi
1126,abreißen::V,剝ぎ取る,strapparsi
1127,abschneiden::V,切り取る,tagliare
1128,binden::V,縛る,legare
1129,binden::V,縛る,bendare
1130,stecken::V,差し込む,ficcare
1131,brechen::V,破る,rompere
1132,klopfen::V,とんとん叩く,bàttere
1133,hauen::V,叩く,picchiare
1134,kleben::V,貼る,incollare
1135,kleben::V,くっ付ける,incollare
1136,reiben::V,擦る,fregare
1137,streichen::V,塗る,spalmare
1138,schleifen::V,研ぐ,arrotare
1139,schneiden::V,切る,tagliare
1140,rütteln::V,揺さぶる,scuòtere
1141,schütteln::V,振る,agitare
1142,schütteln::V,振る,scuòtere
1143,schütteln::V,揺さぶる,agitare
1144,schütteln::V,揺さぶる,scuòtere
1145,schwenken::V,振る,agitare
1146,schwenken::V,振る,sventolare
1147,schütten::V,注ぐ,versare
1148,füllen::V,いっぱいにする,riempire
1149,einwickeln::V,包む,involtare
1150,tragen::V,運ぶ,portare
1151,schleppen::V,引きずる,trainare
1152,schleppen::V,引きずる,trascinare
1153,ziehen::V,引く,tirare
1154,aufbewahren::V,預かる,custodire
1155,aufbewahren::V,預かる,conservare
1156,werfen::V,投げる,gettare
1157,werfen::V,投げる,lanciare
1158,fangen::V,受ける,prèndere
1159,fangen::V,受ける,acchiappare
1160,packen::V,掴む,pigliare
1161,packen::V,掴む,afferrare
1162,verstecken::V,隠す,nascondere
1163,teilen::V,分ける,divìdere
1164,schicken::V,送る,inviare
1165,bringen::V,持って行く,portare
1166,bringen::V,持って行く,apportare
1167,hinzufügen::V,加える,aggiùngere
1168,bekommen::V,得る,ricevere
1169,erhalten::V,受ける,ricevere
1170,nehmen::V,取る,prèndere
1171,wählen::V,選ぶ,elèggere
1172,wählen::V,選ぶ,scegliere
1173,auswählen::V,選ぶ,scegliere
1174,bewahren::V,保存する,conservare
1175,behindern::V,妨害する,impedire
1176,verderben::V,台無しにする,guastare
1177,beschädigen::V,損傷する,danneggiare
1178,zerbrechen::V,割る,rompere
1179,zerbrechen::V,割る,spezzare
1180,zerreißen::V,引き裂く,stracciare
1181,zerstören::V,破壊する,distrùggere
1182,verbrennen::V,焼く,bruciare
1183,geben::V,上げる,dare
1184,reichen::V,渡す,pòrgere
1185,schenken::V,贈る,regalare
1186,versprechen::V,約束する,promettere
1187,wünschen::V,望む,augurare
1188,loben::V,褒める,lodare
1189,küssen::V,キスする,baciare
1190,wiegen::V,揺する,cullare
1191,wiegen::V,揺する,dondolare
1192,zudecken::V,覆う,coprire
1193,wecken::V,起こす,svegliare
1194,zeigen::V,見せる,indicare
1195,führen::V,案内する,guidare
1196,führen::V,案内する,condurre
1197,lehren::V,教える,insegnare
1198,unterrichten::V,通知する,istruire
1199,unterrichten::V,通知する,insegnare
1200,aufziehen::V,育てる,allevare
1201,leiten::V,導く,avviare
1202,leiten::V,導く,dirìgere
1203,antreiben::V,励ます,incitare
1204,lassen::V,～させる,fare
1205,einladen::V,誘う,invitare
1206,einladen::V,招待する,invitare
1207,vereinigen::V,一つにする,unire
1208,besuchen::V,訪ねる,visitare
1209,besuchen::V,訪ねる,far vìsita a
1210,treffen::V,出会う,incontrare
1211,sich versammeln::V,集まる,rinunirsi
1212,spielen::V,遊ぶ,giocare
1213,singen::V,歌う,cantare
1214,tanzen::V,踊る,danzare
1215,sich trennen::V,別れる,separarsi
1216,verlassen::V,別れる,lasciare
1217,verlassen::V,別れる,abbandonare
1218,retten::V,救う,salvare
1219,retten::V,助ける,salvare
1220,bewachen::V,見張る,custodire
1221,bewachen::V,軽微する,custodire
1222,schützen::V,保護する,protèggere
1223,verteidigen::V,守る,difèndere
1224,sich schlagen::V,殴る,bàttersi
1225,schießen::V,撃つ,sparare
1226,siegen::V,勝つ,vìncere
1227,ärgern::V,怒らせる,stizzire
1228,schlagen::V,殴る,bàttere
1229,treten::V,蹴る,calciare
1230,stechen::V,突く,pùngere
1231,stoßen::V,突く,urtare
1232,stoßen::V,突く,spìngere
1233,stehlen::V,盗る,rubare
1234,stören::V,構う,disturbare
1235,belästigen::V,邪魔する,molestare
1236,belästigen::V,邪魔する,importunare
1237,verbergen::V,隠す,celare
1238,verbergen::V,隠す,nascondere
1239,täuschen::V,だます,ingannare
1240,betrügen::V,だます,frodare
1241,betrügen::V,だます,truffare
1242,töten::V,殺す,uccìdere
1243,wohnen::V,住む,abitare
1244,arbeiten::V,働く,lavorare
1245,sammeln::V,集める,raccògliere
1246,sammeln::V,集める,collezionare
1247,sammeln::V,収集する,raccògliere
1248,sammeln::V,収集する,collezionare
1249,pflücken::V,摘む,cògliere
1250,jagen::V,狩りをする,cacciare
1251,fischen::V,釣る,pescare
1252,fassen::V,捕る,catturare
1253,fassen::V,捕る,acchiappare
1254,hüten::V,放牧する,pascolare
1255,treiben::V,追う,spìngere
1256,anbinden::V,繋ぐ,legare
1257,anbinden::V,繋ぐ,attaccare
1258,füttern::V,餌をやる,dar da mangiare a
1259,melken::V,搾乳する,mùngere
1260,hacken::V,刻む,tritare
1261,hacken::V,刻む,spaccare
1262,gießen::V,水をやる,annaffiare
1263,reifen::V,熟す,maturare
1264,zubereiten::V,調理する,preparare
1265,kochen::V,煮る,cuòcere
1266,backen::V,焼く,cuòcere
1267,backen::V,焼く,cuòcere al forno
1268,braten::V,焼く,frìggere
1269,braten::V,焼く,arrostire
1270,braten::V,炒める,frìggere
1271,braten::V,炒める,arrostire
1272,umrühren::V,混ぜる,mescolare
1273,stricken::V,編む,llavorare a maglia
1274,nähen::V,縫う,cucire
1275,färben::V,染める,tìngere
1276,reinigen::V,掃除する,pulire
1277,reinigen::V,掃除する,nettare
1278,waschen::V,洗う,lavare
1279,waschen::V,洗濯する,lavare
1280,abwischen::V,拭く,asciugare
1281,spülen::V,洗う,lavare
1282,spülen::V,洗う,sciacquare
1283,spülen::V,すすぐ,lavare
1284,spülen::V,すすぐ,sciacquare
1285,fegen::V,掃除する,spazzare
1286,kehren::V,掃く,spazzare
1287,baden::V,入浴する,bagnarsi
1288,baden::V,入浴する,fare il bagno
1289,sich waschen::V,洗う,lavarsi
1290,ausziehen::V,脱ぐ,tògliersi
1291,anziehen::V,着る,mettersi
1292,anziehen::V,着る,indossare
1293,sich anziehen::V,着る,vestirsi
1294,kämmen::V,梳く,pettinare
1295,schmücken::V,飾る,ornare
1296,schmücken::V,飾る,decorare
1297,sagen::V,言う,dire
1298,sprechen::V,話す,parlare
1299,reden::V,話す,parlare
1300,sich unterhalten::V,話をする,conversare
1301,fragen::V,聞く,chièdere
1302,fragen::V,聞く,domandare
1303,bitten::V,頼む,pregare
1304,bitten::V,お願いする,pregare
1305,erzählen::V,物語る,narrare
1306,erzählen::V,物語る,raccontare
1307,mitteilen::V,伝える,comunicare
1308,nennen::V,名づける,nominare
1309,rufen::V,呼ぶ,chiamare
1310,prahlen::V,自慢する,vantarsi
1311,übersetzen::V,訳す,tradurre
1312,denken::V,考える,pensare
1313,glauben::V,信じる,credere
1314,bemerken::V,気が付く,notare
1315,bemerken::V,気が付く,osservare
1316,erkennen::V,認識する,riconoscere
1317,begreifen::V,分かる,capire
1318,begreifen::V,分かる,comprèndere
1319,verstehen::V,聞き取る,intèndere
1320,verstehen::V,聞き取る,comprèndere
1321,lernen::V,学ぶ,imparare
1322,lernen::V,学ぶ,apprèndere
1323,lernen::V,勉強する,imparare
1324,lernen::V,勉強する,apprèndere
1325,wissen::V,知っている,sapere
1326,sich erinnern an::V,思い出す,ricordare
1327,sich erinnern an::V,思い出す,ricordarsi di
1328,vergessen::V,忘れる,dimenticare
1329,messen::V,計る,misurare
1330,messen::V,測定する,misurare
1331,zählen::V,数える,contare
1332,rechnen::V,計算する,contare
1333,rechnen::V,計算する,calcolare
1334,lesen::V,読む,lèggere
1335,malen::V,描く,dipìngere
1336,zeichnen::V,写生する,disegnare
1337,schreiben::V,書く,scrìvere
1338,besitzen::V,所持する,possedere
1339,kaufen::V,買う,comprare
1340,kaufen::V,買う,acquistare
1341,verkaufen::V,売る,vendere
1342,bezahlen::V,払う,pagare
1343,zahlen::V,支払う,pagare
1344,beherrschen::V,支配する,dominare
1345,ertragen::V,耐える,sopportare
