,Concept_ID,kl,br
735,was::FPRN,aat?,petra
736,wer::FPRN,kikkut,piv
737,wo::FADV,sumi,pelec'h
738,wohin::FADV,sumut,da belec'h
739,wie::FADV,qanoq,penaos
740,warum::FADV,sooq,perak
741,wieviel::FNUM,qassit,pet
742,wieviel::FNUM,qanoq atsigisumik?,pet
743,eins::NUM,ataaseq,unan
744,zwei::NUM,marluk,daou
745,drei::NUM,pingasut,tri
746,vier::NUM,sisamat,pevar
747,vier::NUM,qajuusat,pevar
748,fünf::NUM,tallimat,pemp
749,sechs::NUM,arfineq,c'hwec'h
750,sechs::NUM,arfinillit,c'hwec'h
751,sieben::NUM,arfineq-marluk,seizh
752,acht::NUM,arfineq pingasut,eizh
753,neun::NUM,qulingiluat,nav
754,neun::NUM,arfineq sisamat,nav
755,zehn::NUM,qulit,dek
756,elf::NUM,aqqaneq,unnek
757,zwölf::NUM,aqqaneq-marluk,daouzek
758,zwanzig::NUM,tyve,ugent
759,dreißig::NUM,tredive,tregont
760,dreißig::NUM,pingasunik qulillit,tregont
761,vierzig::NUM,fyrre,daou-ugent
762,fünfzig::NUM,halvtreds,hanter-kant
763,fünfzig::NUM,tallimanik qulillit,hanter-kant
764,sechzig::NUM,tres,tri-ugent
765,siebzig::NUM,halvfjerds,dek ha tri-ugent
766,achtzig::NUM,firs,pevar-ugent
767,neunzig::NUM,halvfems,dek ha pevar-ugent
768,hundert::NUM,et hundrede,kant
769,tausend::NUM,et tusinde,mil
770,und::CNJ,aamma,ha
771,oder::CNJ,imalluunnit,pe
772,stehen::V,sikingavoq,bezañ a-sav
773,sitzen::V,ingippoq,azezañ
774,sitzen::V,ingippoq,bezañ en e goazez
775,liegen::V,nalavoq,bezañ en e c'hourvez
776,liegen::V,aqupivoq,bezañ en e c'hourvez
777,hängen::V,nivinngarpaa,krougañ
778,werden::V,pinngorpoq,dazonet
779,passieren::V,pivoq,c'hoarvezout
780,beginnen::V,aallarnerpaa,stagañ
781,enden::V,naggaserpaa,achuiñ
782,wechseln::V,immikkut ilivoq,cheñch
783,untergehen[Sonne]::V,ilioqqaasoq,
784,scheinen[Sonne]::V,qinnorpoq,lugernañ
785,scheinen[Sonne]::V,qinngorpoq,lugernañ
786,donnern::V,kalleq,taranal
787,wehen::V,timmivoq,c'hwezhañ
788,sich drehen::V,ipippaa,troiñ
789,schwanken::V,aalavoq,trantellat
790,schwingen::V,issakajaat or issakatsiaarut,froumal
791,fallen::V,quasivaa,kouezhañ
792,brennen::V,seerpoq,deviñ
793,brennen::V,uuppaa,deviñ
794,rauchen::V,pujoorpoq,divogedañ
795,regnen::V,siallerpoq,glavañ
796,gefrieren::V,qiulerpoq,reviñ
797,tauen::V,aappoq,diskornañ
798,schmelzen::V,aappoq,teuziñ
799,schmelzen::V,aatsippaa,teuziñ
800,trocknen::V,panerserpaa,sec'hañ
801,sieden::V,qalappoq,berviñ
802,reißen::V,qulli,darnaouiñ
803,reißen::V,alittorpaa,darnaouiñ
804,reißen::V,kimillanneq,darnaouiñ
805,versinken::V,kivivaa,sodellañ
806,versinken::V,apparpoq,sodellañ
807,vergehen::V,qaangerpaa,tremen
808,vergehen::V,sarsuppoq,tremen
809,erscheinen::V,takutippoq,donet war-wel
810,sinken::V,kivivaa,en em izelat
811,sinken::V,apparpoq,en em izelat
812,abnehmen::V,ikillipput,nebeutaat
813,zunehmen::V,allisippaa,kreskiñ
814,steigen::V,allisippaa,sevel
815,wachsen::V,allivoq,kreskiñ
816,glänzen::V,qinngorpoq,lugernañ
817,glänzen::V,qinnorpoq,lugernañ
818,funkeln::V,uisorilavoq,elieniñ
819,läuten::V,avilualaarpoq,
820,klingeln::V,aviluarpoq,
821,klingeln::V,aviluarpaluppoq,
822,brausen::V,ittuk,gwegal
823,brausen::V,ittuppoq,gwegal
824,brausen::V,ittuppaluppoq,gwegal
825,bellen::V,qiluppoq,harzhal
826,heulen::V,maarpoq,yudal
827,heulen::V,maalavoq,yudal
828,heulen::V,miaggoorpoq,yudal
829,blasen::V,aporneq,c'hwezhañ
830,pfeifen::V,siggartartitsivoq,c'hwitellat
831,pfeifen::V,siorsulavoq,c'hwitellat
832,schreien::V,suaarpoq,huchal
833,stöhnen::V,nipiliorpoq,hirvoudiñ
834,stöhnen::V,nipilliorpoq,hirvoudiñ
835,zittern::V,qarsulivik,krenañ
836,leben::V,inuuvoq,bevañ
837,geboren werden::V,inuuvoq,genel
838,geboren werden::V,inunngorpoq,genel
839,atmen::V,anersaarpoq,tennañ e anal
840,trinken::V,imerpoq,evañ
841,essen::V,tamorpoq,debriñ
842,schlucken::V,tuluarnaq,lonkañ
843,einschlafen::V,sinippoq,menel kousket
844,schlafen::V,sinik,kousket
845,aufwachen::V,iterpoq,dihuniñ
846,aufwachen::V,eqqumavoq,dihuniñ
847,aufstehen::V,makippoq,sevel
848,sich erholen::V,qasuerserpoq,diskuizhañ
849,schmerzen::V,anneraa,skourjezañ
850,schmerzen::V,annernarpoq,skourjezañ
851,husten::V,quersorpoq,pasaat
852,husten::V,quersorpoq,peudal
853,genesen::V,ajunngissivoq,pareañ
854,genesen::V,ilisimmarpoq,pareañ
855,genesen::V,ilorrippoq,pareañ
856,sterben::V,toquvoq,mervel
857,sich bewegen::V,ingerlavoq,bouljal
858,sich setzen::V,ingippoq,azezañ
859,sich setzen::V,ingippoq,mont en e goazez
860,laufen::V,arpappoq,redek
861,schreiten::V,ingerlavoq,kerzhet
862,spazierengehen::V,utertakajaarpoq,pourmen
863,spazierengehen::V,utertakattajaarpoq,pourmen
864,eilen::V,qaa qaa,hastañ
865,eilen::V,qiilasaarpoq,hastañ
866,eilen::V,ingerlasaarpaa,hastañ
867,sich beeilen::V,tuaviorpoq,hastañ
868,sausen::V,uiguut,karzhañ
869,rennen::V,igivoq,redek
870,springen::V,upernassaq,lammat
871,klettern::V,pilaakkeerpoq,krimpat
872,schaukeln::V,aalavoq,brañsellat
873,schwimmen::V,naluppoq,neuial
874,tauchen::V,allorpoq,splujañ
875,rudern::V,ipuppaa,roeñvat
876,fahren::V,qimusserpoq,kas
877,fahren::V,qimusserpoq,bleniañ
878,fliegen::V,timmivoq,nijal
879,weggehen::V,piiarpoq,mont kuit
880,anhalten::V,unitsippaa,chom a-sav
881,hineingehen::V,timaappaa,monet e-barzh
882,eintreten::V,allattorpaa,monet e-barzh
883,kommen::V,qaa-,dont
884,kommen::V,pivaa,dont
885,ankommen::V,tikippoq,erruout
886,zurückkommen::V,angerlarpoq,addonet
887,bleiben::V,uninngavoq,chom
888,warten::V,paavoq,gortoz
889,warten::V,utaqqivoq,gortoz
890,suchen::V,nivivaa,klask
891,finden::V,nanivaa,kavout
892,versuchen::V,uuppaa,klask
893,versuchen::V,ussersarpaa,klask
894,vorbereiten::V,piareersarpaa,aozañ
895,lieben::V,asavaa,karout
896,mögen::V,akaaraa,karout
897,rühren::V,qeerlerpaa,tenerañ
898,weinen::V,qiavoq,gouelañ
899,schimpfen::V,qatimaarpoq,krozal
900,sich ärgern::V,ugguutigaa,fachañ
901,sich ärgern::V,ugguutigaa,en em fachañ
902,sich fürchten::V,eqqanaarpoq,
903,fürchten::V,ersigaa,
904,fliehen::V,qimaavoq,tec'het
905,flüchten::V,allikarfigaa,tuzañ
906,sehen::V,isigaa,gwelet
907,ansehen::V,alaatsinaappaa,sellout ouzh
908,hören::V,tusarpaa,klevet
909,zuhören::V,naalappoq,selaou
910,riechen::V,tipippoq,klevet
911,fühlen::V,misigaa,santout
912,scheinen::V,takutippoq,diskouez bezañ
913,frieren::V,qiiavoq,anoued
914,tun::V,iliorpoq,ober
915,wollen::V,piumavaa,fellout da
916,wollen::V,piumavaa,kaout c'hoant da
917,anfangen::V,pilerpoq,kregiñ
918,beenden::V,naggaserpaa,achuiñ
919,aufhören::V,naammatsippaa,paouez
920,öffnen::V,ammarpaa,digeriñ
921,schließen::V,matuaa,serriñ
922,stellen::V,ilivaa,lakaat
923,stellen::V,iliorarpai,lakaat
924,stellen::V,ilioqqarpai,lakaat
925,setzen::V,iliorarpai,lakaat
926,setzen::V,ilioqqarpai,lakaat
927,legen::V,ilivaa,lakaat
928,berühren::V,attorpaa,touch
929,verbinden::V,taperserpaa,eren
930,bedecken::V,iikkerpaa,goloiñ
931,bedecken::V,iikkersorpaa,goloiñ
932,aufhängen::V,inivaa,istribilhañ
933,aufhängen::V,iniorarpai,istribilhañ
934,anzünden::V,saggaavoq,alumiñ
935,anzünden::V,saggaavoq,c'hwezzañ
936,aufheben::V,allisippaa,dastum
937,zurücklassen::V,aallarpoq,lezel
938,verlieren::V,annaavaa,koll
939,fallen lassen::V,nakkaavaa,laoskel
940,fallen lassen::V,nakkaavaa,lezel da gouezhel
941,machen::V,iliorpoq,ober
942,herstellen::V,anillatsippaa,fardañ
943,bauen::V,marrarterpaa,sevel
944,reparieren::V,iluarsaappaa,adaozañ
945,verbessern::V,naqqippaa,gwellaat
946,graben::V,assappaa,kleuzañ
947,beugen::V,qappappoq,plegañ
948,biegen::V,qappappoq,krommañ
949,wenden::V,assappaa,treiñ
950,wenden::V,assakarpoq,treiñ
951,umdrehen::V,assakartippaa,treiñ
952,heben::V,kivippaa,sevel
953,hochheben::V,kissumiarpaa,sevel
954,ergreifen::V,isaappaa,kemer
955,ergreifen::V,isaguppaa,kemer
956,halten::V,minarpaa,dalc'hen
957,drücken::V,naqittaat,bountañ
958,kratzen::V,qitsuppaa,skrabat
959,lecken::V,aluppaa,lipat
960,beißen::V,kiivaa,kregiñ
961,abreißen::V,aqqarpaa,diframmañ
962,abreißen::V,isaterpaa,diframmañ
963,abschneiden::V,kipivaa,troc'hañ
964,binden::V,kakkersarpaa,stagañ
965,stecken::V,kussunneq,sankañ
966,brechen::V,nallorpaa,darnaouiñ
967,klopfen::V,pattappaa,skoiñ
968,hauen::V,aqivaa,dornañ
969,kleben::V,qaappoq,pegañ
970,reiben::V,tagiarpaa,taravat
971,reiben::V,tagiarpaa,trekiñ
972,reiben::V,tangiarpaa,taravat
973,reiben::V,tangiarpaa,trekiñ
974,streichen::V,erlerpoq,toazañ
975,schleifen::V,sequppaa,lemmañ
976,schneiden::V,uullivoq,troc'hañ
977,schütteln::V,aalavoq,hejañ
978,schwenken::V,issarpoq,
979,füllen::V,immerpaa,kargañ
980,einwickeln::V,immoqquserpaa,gronnañ
981,tragen::V,maqippaa,dougen
982,tragen::V,assartorpoq,dougen
983,schleppen::V,assartorpoq,stlejal
984,ziehen::V,kalippaa,sachañ
985,ziehen::V,kalissarpoq,sachañ
986,aufbewahren::V,toqqorpaa,miret
987,werfen::V,kuivaa,teuler
988,fangen::V,anguaa,tapañ
989,verstecken::V,anngigaa,kuzhat
990,teilen::V,agguut,rannañ
991,teilen::V,agguusersorpaa,rannañ
992,schicken::V,nassiuppaa,kas
993,bringen::V,aggiuppaa,degas
994,bringen::V,nassataraa,degas
995,bekommen::V,tiguaa,kaout
996,erhalten::V,tiguaa,kaout
997,nehmen::V,pivoq,kemer
998,nehmen::V,tiguaa,kemer
999,bewahren::V,sukkunik simerserpaa,mirout
1000,verderben::V,asiutippaa,lovrañ
1001,verderben::V,piuneerunnerit,lovrañ
1002,zerbrechen::V,ukuvoq,torriñ
1003,zerreißen::V,tisavaa,diroegiñ
1004,zerreißen::V,alittorpaa,diroegiñ
1005,zerstören::V,aserorpaa,distrujañ
1006,verbrennen::V,seerpoq,deviñ
1007,geben::V,pivoq,reiñ
1008,versprechen::V,neriorsorpaa,prometiñ
1009,wünschen::V,kissaat,hetiñ
1010,loben::V,nersorpaa,feurmiñ
1011,loben::V,nersornaat,feurmiñ
1012,küssen::V,kunippaa,pokat
1013,küssen::V,kunissorpaa,pokat
1014,zudecken::V,majorpaa,goloiñ
1015,wecken::V,itersarpaa,dihuniñ
1016,zeigen::V,tikkuuppaa,diskouez
1017,führen::V,tasissiuppaa,kas
1018,führen::V,ilitsersorpaa,kas
1019,führen::V,tasissersuuppaa,kas
1020,lehren::V,ilinniartippaa,deskiñ
1021,unterrichten::V,ajoqerpaa,kelenn
1022,unterrichten::V,ajoqersorpaa,kelenn
1023,unterrichten::V,ilinniartitsivoq,kelenn
1024,aufziehen::V,inororsarpaa,
1025,leiten::V,iluatsippaa,bleinañ
1026,antreiben::V,ikusimmippaa,poulzañ
1027,einladen::V,qaaqquaa,pediñ
1028,einladen::V,qaasarpaa,pediñ
1029,vereinigen::V,taperserpaa,unisañ
1030,besuchen::V,tikeraarpaa,gweladenniñ
1031,treffen::V,aporappaa,kejal
1032,treffen::V,aporappaa,ankontrañ
1033,sich versammeln::V,majorpoq,bodennañ
1034,spielen::V,pinnguarpoq,c'hoari
1035,singen::V,erinarsorpoq,kanañ
1036,tanzen::V,qitippoq,dañsal
1037,sich trennen::V,immikkoortippaa,dispartiañ
1038,retten::V,annaappaa,saveteiñ
1039,schützen::V,eriagaa,diwall
1040,schützen::V,pineqartaalivaa,diwall
1041,schießen::V,aallaavaa,
1042,schießen::V,piseriuppaa,
1043,ärgern::V,ninngassarpaa,hegasiñ
1044,ärgern::V,ninngassaarpaa,hegasiñ
1045,schlagen::V,unatarpaa,skeiñ
1046,treten::V,tukerpoq,botaouiñ
1047,stechen::V,iguppaa,pikat
1048,stechen::V,qasilippoq,pikat
1049,stoßen::V,ikuserpaa,stokañ
1050,stoßen::V,ikusimmippaa,stokañ
1051,stehlen::V,tillippaa,laerezh
1052,stören::V,akornuserpaa,direnkañ
1053,verbergen::V,anngigaa,skoachañ
1054,betrügen::V,peqquserluttuliorfigaa,lorbañ
1055,töten::V,maappaa,lazhañ
1056,töten::V,toquppaa,lazhañ
1057,wohnen::V,najugaqarpoq,bezañ o chom
1058,arbeiten::V,sulivoq,labourat
1059,sammeln::V,katersorpai,dastum
1060,jagen::V,piniarpoq,chaseal
1061,fischen::V,aalisarpoq,pesketa
1062,anbinden::V,qilerut,stagañ
1063,anbinden::V,qilersorpaa,stagañ
1064,anbinden::V,ungerlatserpaa,stagañ
1065,füttern::V,nerlerpaa,boueta
1066,gießen::V,imerterpaa,dourañ
1067,kochen::V,igavoq,poazhañ
1068,braten::V,siappaa,rostañ
1069,umrühren::V,qeerlerpaa,
1070,färben::V,misuppaa,livañ
1071,reinigen::V,sanniarpaa,naetañ
1072,waschen::V,asappaa,gwalc'hiñ
1073,abwischen::V,saligarpaa,torchañ
1074,abwischen::V,saligartorpaa,torchañ
1075,fegen::V,sanngiarpaa,skubañ
1076,baden::V,uffarpoq,kouronkañ
1077,sich waschen::V,uffarpoq,en em walc'hiñ
1078,ausziehen::V,annoraajarpaa,
1079,anziehen::V,ativaa,
1080,anziehen::V,atitippaa,
1081,sich anziehen::V,atisalersorpoq,gwiskañ
1082,sagen::V,oqarpoq,larêt
1083,sagen::V,oqarpoq,lavaret
1084,sprechen::V,oqaluttarpoq,komz
1085,reden::V,oqaluppoq,kaozeal
1086,fragen::V,aperaa,goulenn
1087,bitten::V,aperaa,goulenn
1088,bitten::V,qinnuigaa,goulenn
1089,erzählen::V,oqaluttuaraa,kontañ
1090,mitteilen::V,oqalualaarpoq,kemenn
1091,rufen::V,qaaqquaa,gelver
1092,prahlen::V,oqqartuvoq,fougeal
1093,prahlen::V,oqallortuvoq,fougeal
1094,übersetzen::V,ikaarpoq,treiñ
1095,übersetzen::V,nutserpaa,treiñ
1096,denken::V,isumaqarpoq,soñjal
1097,glauben::V,upperaa,krediñ
1098,glauben::V,isumaqarpoq,krediñ
1099,erkennen::V,ilisaraa,anavout
1100,verstehen::V,paasivaa,kompren
1101,lernen::V,ilinniarpoq,deskiñ
1102,wissen::V,nalunngilaa,gouzout
1103,sich erinnern an::V,eqqaavaa,kaout soñj e
1104,vergessen::V,puiorpaa,ankouaat
1105,messen::V,ussersarpaa,muzuliañ
1106,zählen::V,kisitsivoq,kontañ
1107,rechnen::V,kisitsivoq,jedañ
1108,lesen::V,atuarpoq,lenn
1109,malen::V,qalipappaa,livañ
1110,schreiben::V,allappoq,skrivañ
1111,kaufen::V,pisiaraa,prenañ
1112,verkaufen::V,akigaa,gwerzhañ
1113,bezahlen::V,akilerpaa,paeañ
1114,beherrschen::V,inappaa,mestroniañ
1115,ertragen::V,ernertaaraa,anduriñ
1116,Nase::N,,fri
1117,Schnurrbart::N,,mourenn
1118,Fuß::N,,troad
1119,Schlaf::N,,kousked
1120,Strömung::N,,red
1121,Moor::N,,taouarc'heg
1122,Wald::N,,koad
1123,Anhöhe::N,,run
1124,Gipfel::N,,barr
1125,Quelle::N,,feunteun
1126,Festland::N,,douar
1127,Kiefer[Baum]::N,,pinenn
1128,Pferd::N,,marc'h
1129,Elch::N,,karv-dour
1130,Schwarm::N,,nijad
1131,Ente::N,,houad
1132,Barsch::N,,brell
1133,Hecht::N,,beked
1134,Wurm::N,,preñv
1135,Heu::N,,foenn
1136,Kummer::N,,doan
1137,Gespräch::N,,kaozeadenn
1138,Spiel::N,,c'hoari
1139,Gesellschaft::N,,kompagnunezh
1140,Gesellschaft::N,,kavandad
1141,Angelegenheit::N,,afer
1142,Anzahl::N,,niver
1143,Strich::N,,tenn
1144,Gegenstand::N,,tra
1145,Höhe::N,,uhelder
1146,Gang::N,,kerzh
1147,Heim::N,,kêr
1148,Beutel::N,,sac'h
1149,Eimer::N,,sailh
1150,Sack::N,,sac'h
1151,Brei::N,,yod
1152,Leder::N,,lêr
1153,Gott::N,,doue
1154,Reichtum::N,,pinvidigezh
1155,Staat::N,,stad
1156,Gewalt::N,,tâerder
1157,Bogen[Waffe]::N,,gwareg
1158,Lüge::N,,gaou
1159,Schaden::N,,gwall
1160,April::N,,Ebrel
1161,frisch::A,,fresk
1162,lecker::A,,lipous
1163,lecker::A,,saourus
1164,sauer::A,,trenk
1165,bunt::A,,liesliv
1166,teuer::A,,ker
1167,geschickt::A,,dornet
1168,nackt::A,,noazh
1169,ehemalig::A,,kozh
1170,bekannt::A,,anavezet
1171,anderer::A,,all
1172,zuerst::ADV,,da gentañ
1173,niemals::ADV,,gwech ebet
1174,von hier::ADV,,alemañ
1175,dort::ADV,,aze
1176,dort::ADV,,ahont
1177,oben::ADV,,en nec'h
1178,hinauf::ADV,,e-krec'h
1179,nicht::ADV,,ne ... ket
1180,ein wenig::ADV,,un tammig
1181,so::ADV,,evel-se
1182,nur::ADV,,hepken
1183,vor::PRP,,dirak
1184,hinter::PRP,,a-drek
1185,hinter::PRP,,a-dreñv
1186,unter::PRP,,dindan
1187,durch::PRP,,dre
1188,neben::PRP,,e-kichen
1189,zwischen::PRP,,etre
1190,wegen::PRP,,abalamour da
1191,alles::PRN,,pep tra
1192,aufgehen[Sonne]::V,,dirouzañ
1193,strömen::V,,deredek
1194,fließen::V,,redek
1195,faulen::V,,breinañ
1196,verfaulen::V,,breinañ
1197,verschwinden::V,,monet diwar wel
1198,lärmen::V,,rabotat
1199,klirren::V,,diridignat
1200,klirren::V,,sterlinkañ
1201,rauschen::V,,trouzal
1202,klingen::V,,seniñ
1203,müde werden::V,,skuizhañ
1204,krank werden::V,,klañviñ
1205,krank sein::V,,bezañ klañv
1206,umkommen::V,,perisañ
1207,sich rühren::V,,fiñval
1208,sich erheben::V,,sevel
1209,hinfallen::V,,kouezhañ
1210,kriechen::V,,skrampañ
1211,gehen::V,,mont
1212,abfahren::V,,mont kuit
1213,erwarten::V,,gortoz
1214,lachen::V,,c'hoarzin
1215,anschauen::V,,sellout ouzh
1216,probieren::V,,blasa
1217,zu sehen sein::V,,bezañ gwelus
1218,vernehmen::V,,merzhañ
1219,können::V,,gouzout
1220,ändern::V,,cheñch
1221,drehen::V,,treiñ
1222,schieben::V,,poulzañ
1223,rütteln::V,,tordorosañ
1224,schütten::V,,diskargañ
1225,packen::V,,krapat
1226,hinzufügen::V,,lakat ouzhpenn
1227,wählen::V,,choaz
1228,auswählen::V,,dibab
1229,behindern::V,,diaezañ
1230,beschädigen::V,,gwallegañ
1231,schenken::V,,donezonañ
1232,wiegen::V,,pouezañ
1233,lassen::V,,leuskel
1234,verlassen::V,,lezel
1235,bewachen::V,,mesa
1236,verteidigen::V,,difenn
1237,sich schlagen::V,,lopañ
1238,siegen::V,,trec'hiñ
1239,belästigen::V,,dregasiñ
1240,täuschen::V,,tromplañ
1241,pflücken::V,,kuntuilhañ
1242,fassen::V,,pakañ
1243,hüten::V,,geota
1244,melken::V,,goro
1245,hacken::V,,difrakal
1246,reifen::V,,azviñ
1247,zubereiten::V,,keginañ
1248,backen::V,,fritañ
1249,stricken::V,,stammañ
1250,nähen::V,,gwriat
1251,spülen::V,,disgwalc'hiñ
1252,kehren::V,,skubañ
1253,kämmen::V,,kribat
1254,schmücken::V,,kinklañ
1255,sich unterhalten::V,,balbotal
1256,nennen::V,,anviñ
1257,bemerken::V,,apresevañ
1258,begreifen::V,,meizañ
1259,zeichnen::V,,tresañ
1260,besitzen::V,,kaout
1261,zahlen::V,,paeañ
