,Concept_ID,sl,br
803,schmelzen::V,kopnéti,teuziñ
804,trocknen::V,sušíti se,sec'hañ
805,sieden::V,kipéti,berviñ
806,faulen::V,gníti,breinañ
807,verfaulen::V,zgníti,breinañ
808,reißen::V,tŕgati se,darnaouiñ
809,versinken::V,pogrézniti se,sodellañ
810,vergehen::V,miníti,tremen
811,erscheinen::V,pojáviti se,donet war-wel
812,verschwinden::V,izgíniti,monet diwar wel
813,sinken::V,péšati,en em izelat
814,abnehmen::V,pojémati,nebeutaat
815,zunehmen::V,véčati se,kreskiñ
816,zunehmen::V,množíti se,kreskiñ
817,steigen::V,dvígati se,sevel
818,wachsen::V,rásti,kreskiñ
819,glänzen::V,sijáti,lugernañ
820,funkeln::V,ískriti se,elieniñ
821,lärmen::V,ropotáti,rabotat
822,lärmen::V,razgrájati,rabotat
823,läuten::V,zvoníti,
824,klingeln::V,zvončkljáti,
825,klirren::V,žvenketáti,diridignat
826,klirren::V,žvenketáti,sterlinkañ
827,brausen::V,šuméti,gwegal
828,rauschen::V,šuštéti,trouzal
829,rauschen::V,šelestéti,trouzal
830,klingen::V,zvenéti,seniñ
831,bellen::V,lájati,harzhal
832,heulen::V,zavíjati,yudal
833,blasen::V,píhniti,c'hwezhañ
834,pfeifen::V,pískati,c'hwitellat
835,pfeifen::V,žvížgati,c'hwitellat
836,schreien::V,kričáti,huchal
837,stöhnen::V,stókati,hirvoudiñ
838,zittern::V,drgetáti,krenañ
839,leben::V,živéti,bevañ
840,geboren werden::V,rodíti se,genel
841,atmen::V,díhati,tennañ e anal
842,trinken::V,píti,evañ
843,essen::V,jésti,debriñ
844,schlucken::V,požírati,lonkañ
845,müde werden::V,péšati,skuizhañ
846,müde werden::V,utrúditi se,skuizhañ
847,einschlafen::V,zaspáti,menel kousket
848,schlafen::V,spáti,kousket
849,aufwachen::V,zbudíti se,dihuniñ
850,aufstehen::V,vstáti,sevel
851,sich erholen::V,oddahníti se,diskuizhañ
852,krank werden::V,oboléti,klañviñ
853,krank sein::V,bíti bolán,bezañ klañv
854,schmerzen::V,boléti,skourjezañ
855,husten::V,kášljati,pasaat
856,husten::V,kášljati,peudal
857,genesen::V,okrévati,pareañ
858,sterben::V,umréti,mervel
859,umkommen::V,pogíniti,perisañ
860,sich bewegen::V,zganíti se,bouljal
861,sich rühren::V,premakníti se,fiñval
862,sich erheben::V,vstájati,sevel
863,sich erheben::V,vzdígniti se,sevel
864,sich setzen::V,sésti,azezañ
865,sich setzen::V,sésti,mont en e goazez
866,hinfallen::V,pásti dôl,kouezhañ
867,laufen::V,hodíti,redek
868,schreiten::V,stópati,kerzhet
869,spazierengehen::V,na sprehòd íti,pourmen
870,eilen::V,drvéti,hastañ
871,sich beeilen::V,hitéti,hastañ
872,sausen::V,dírkati,karzhañ
873,rennen::V,dírjati,redek
874,springen::V,skákati,lammat
875,klettern::V,plézati,krimpat
876,schaukeln::V,kolébati,brañsellat
877,kriechen::V,pláziti se,skrampañ
878,schwimmen::V,plávati,neuial
879,tauchen::V,potápljati se,splujañ
880,rudern::V,vesláti,roeñvat
881,fahren::V,vozíti se,kas
882,fahren::V,vozíti se,bleniañ
883,fahren::V,peljáti se,kas
884,fahren::V,peljáti se,bleniañ
885,fliegen::V,létati,nijal
886,gehen::V,íti,mont
887,weggehen::V,odíti,mont kuit
888,abfahren::V,odpeljáti se,mont kuit
889,anhalten::V,ustáviti se,chom a-sav
890,hineingehen::V,íti nóter,monet e-barzh
891,eintreten::V,vstopíti,monet e-barzh
892,kommen::V,príti,dont
893,ankommen::V,prispéti,erruout
894,ankommen::V,prihájati,erruout
895,zurückkommen::V,vrníti se,addonet
896,bleiben::V,ostáti,chom
897,warten::V,čákati,gortoz
898,erwarten::V,pričakováti,gortoz
899,suchen::V,iskáti,klask
900,finden::V,nájti,kavout
901,versuchen::V,poskúšati,klask
902,vorbereiten::V,pripráviti,aozañ
903,lieben::V,ljubíti,karout
904,mögen::V,márati,karout
905,lachen::V,smejáti se,c'hoarzin
906,rühren::V,ganíti,tenerañ
907,weinen::V,jókati,gouelañ
908,weinen::V,plákati,gouelañ
909,schimpfen::V,psováti,krozal
910,schimpfen::V,zmérjati,krozal
911,sich ärgern::V,jezíti se,fachañ
912,sich ärgern::V,jezíti se,en em fachañ
913,sich fürchten::V,báti se,
914,fürchten::V,báti se,
915,fliehen::V,bežáti,tec'het
916,flüchten::V,pobégniti,tuzañ
917,sehen::V,vídeti,gwelet
918,anschauen::V,oglédati,sellout ouzh
919,ansehen::V,glédati,sellout ouzh
920,hören::V,slíšati,klevet
921,zuhören::V,poslúšati,selaou
922,probieren::V,poskúšati,blasa
923,riechen::V,dúhati,klevet
924,fühlen::V,čutíti,santout
925,scheinen::V,zdéti se,diskouez bezañ
926,zu sehen sein::V,vídeti se,bezañ gwelus
927,vernehmen::V,čúti,merzhañ
928,frieren::V,zébsti,anoued
929,tun::V,délati,ober
930,können::V,môči,gouzout
931,wollen::V,hotéti,fellout da
932,wollen::V,hotéti,kaout c'hoant da
933,anfangen::V,začéti,kregiñ
934,beenden::V,dokončáti,achuiñ
935,aufhören::V,prenéhati,paouez
936,gelingen::V,uspéti,
937,gelingen::V,posréčiti se,
938,geraten::V,obnêsti se,
939,öffnen::V,odpréti,digeriñ
940,schließen::V,zapréti,serriñ
941,stellen::V,postáviti,lakaat
942,setzen::V,posadíti,lakaat
943,legen::V,položíti,lakaat
944,berühren::V,dotíkati se,touch
945,verbinden::V,obvézati,eren
946,bedecken::V,pokríti,goloiñ
947,aufhängen::V,obésiti,istribilhañ
948,anzünden::V,zažgáti,alumiñ
949,anzünden::V,zažgáti,c'hwezzañ
950,aufheben::V,vzdígniti,dastum
951,zurücklassen::V,zapustíti,lezel
952,verlieren::V,izgubíti,koll
953,fallen lassen::V,navréči,laoskel
954,fallen lassen::V,navréči,lezel da gouezhel
955,machen::V,naredíti,ober
956,machen::V,napráviti,ober
957,herstellen::V,izdélati,fardañ
958,bauen::V,gradíti,sevel
959,reparieren::V,popráviti,adaozañ
960,verbessern::V,izbóljšati,gwellaat
961,ändern::V,spremeníti,cheñch
962,graben::V,kopáti,kleuzañ
963,graben::V,grêbsti,kleuzañ
964,beugen::V,upogníti,plegañ
965,biegen::V,zavíjati,krommañ
966,drehen::V,vrtéti,treiñ
967,wenden::V,obrníti,treiñ
968,umdrehen::V,zasúkati,treiñ
969,heben::V,dvígati,sevel
970,hochheben::V,privzdígniti,sevel
971,ergreifen::V,zgrábiti,kemer
972,halten::V,držáti,dalc'hen
973,drücken::V,tiščáti,bountañ
974,schieben::V,ríniti,poulzañ
975,kratzen::V,práskati,skrabat
976,lecken::V,lízati,lipat
977,beißen::V,grísti,kregiñ
978,abreißen::V,odtŕgati,diframmañ
979,abschneiden::V,odrézati,troc'hañ
980,binden::V,vézati,stagañ
981,stecken::V,vtakníti,sankañ
982,brechen::V,lomíti,darnaouiñ
983,klopfen::V,tólči,skoiñ
984,hauen::V,séči,dornañ
985,kleben::V,lépiti,pegañ
986,reiben::V,tréti,taravat
987,reiben::V,tréti,trekiñ
988,reiben::V,dŕgniti,taravat
989,reiben::V,dŕgniti,trekiñ
990,streichen::V,namázati,toazañ
991,schleifen::V,brúsiti,lemmañ
992,schneiden::V,rézati,troc'hañ
993,rütteln::V,strésti,tordorosañ
994,schütteln::V,majáti,hejañ
995,schwenken::V,obrníti,
996,schütten::V,sípati,diskargañ
997,füllen::V,napolníti,kargañ
998,einwickeln::V,zavíti,gronnañ
999,tragen::V,nêsti,dougen
1000,schleppen::V,vláčiti,stlejal
1001,ziehen::V,vléči,sachañ
1002,aufbewahren::V,shranjeváti,miret
1003,werfen::V,lúčati,teuler
1004,fangen::V,ujéti,tapañ
1005,packen::V,prijéti,krapat
1006,verstecken::V,skríti,kuzhat
1007,teilen::V,razdelíti,rannañ
1008,schicken::V,pošíljati,kas
1009,bringen::V,prinêsti,degas
1010,hinzufügen::V,pristáviti,lakat ouzhpenn
1011,bekommen::V,dobíti,kaout
1012,erhalten::V,prejéti,kaout
1013,nehmen::V,vzéti,kemer
1014,wählen::V,izbírati,choaz
1015,auswählen::V,izbráti,dibab
1016,bewahren::V,ohraníti,mirout
1017,behindern::V,ovírati,diaezañ
1018,verderben::V,pokváriti,lovrañ
1019,beschädigen::V,poškodováti,gwallegañ
1020,zerbrechen::V,razlomíti,torriñ
1021,zerreißen::V,raztŕgati,diroegiñ
1022,zerstören::V,razrúšiti,distrujañ
1023,verbrennen::V,sežgáti,deviñ
1024,geben::V,dáti,reiñ
1025,reichen::V,séči,
1026,reichen::V,molíti,
1027,schenken::V,podáriti,donezonañ
1028,versprechen::V,obljubíti,prometiñ
1029,wünschen::V,vóščiti,hetiñ
1030,loben::V,hváliti,feurmiñ
1031,küssen::V,poljubováti,pokat
1032,wiegen::V,zíbati,pouezañ
1033,zudecken::V,pokríti,goloiñ
1034,wecken::V,zbudíti,dihuniñ
1035,zeigen::V,pokázati,diskouez
1036,führen::V,vêsti,kas
1037,lehren::V,učíti,deskiñ
1038,unterrichten::V,poučeváti,kelenn
1039,aufziehen::V,vzgojíti,
1040,leiten::V,uprávljati,bleinañ
1041,antreiben::V,goníti,poulzañ
1042,lassen::V,povzročíti,leuskel
1043,einladen::V,povábiti,pediñ
1044,vereinigen::V,zdrúžiti,unisañ
1045,besuchen::V,obiskáti,gweladenniñ
1046,treffen::V,pogodíti,kejal
1047,treffen::V,pogodíti,ankontrañ
1048,sich versammeln::V,zbráti se,bodennañ
1049,spielen::V,igráti se,c'hoari
1050,singen::V,péti,kanañ
1051,tanzen::V,plésati,dañsal
1052,sich trennen::V,ločíti se,dispartiañ
1053,verlassen::V,zapustíti,lezel
1054,retten::V,réšiti,saveteiñ
1055,bewachen::V,strážiti,mesa
1056,schützen::V,sčítiti,diwall
1057,verteidigen::V,braníti,difenn
1058,sich schlagen::V,têpsti se,lopañ
1059,schießen::V,stréljati,
1060,siegen::V,zmágati,trec'hiñ
1061,ärgern::V,jezíti,hegasiñ
1062,ärgern::V,razbúriti,hegasiñ
1063,schlagen::V,têpsti,skeiñ
1064,schlagen::V,udáriti,skeiñ
1065,treten::V,teptáti,botaouiñ
1066,stechen::V,ubôsti,pikat
1067,stoßen::V,peháti,stokañ
1068,stoßen::V,drégniti,stokañ
1069,stehlen::V,ukrásti,laerezh
1070,stehlen::V,pokrásti,laerezh
1071,stören::V,motíti,direnkañ
1072,belästigen::V,nadlegováti,dregasiñ
1073,verbergen::V,skríti,skoachañ
1074,täuschen::V,slepíti,tromplañ
1075,betrügen::V,várati,lorbañ
1076,betrügen::V,ogoljufáti,lorbañ
1077,töten::V,ubíti,lazhañ
1078,wohnen::V,prebívati,bezañ o chom
1079,arbeiten::V,délati,labourat
1080,sammeln::V,zbráti,dastum
1081,pflücken::V,obráti,kuntuilhañ
1082,jagen::V,lovíti,chaseal
1083,fischen::V,ribáriti,pesketa
1084,fassen::V,zajéti,pakañ
1085,hüten::V,pásti,geota
1086,treiben::V,pogánjati,
1087,anbinden::V,privézati,stagañ
1088,füttern::V,kŕmiti,boueta
1089,melken::V,mólsti,goro
1090,hacken::V,sékati,difrakal
1091,gießen::V,ulíti,dourañ
1092,reifen::V,zoréti,azviñ
1093,zubereiten::V,pripráviti,keginañ
1094,kochen::V,kúhati,poazhañ
1095,backen::V,cvréti,fritañ
1096,braten::V,pêči,rostañ
1097,umrühren::V,preméšati,
1098,stricken::V,plêsti,stammañ
1099,nähen::V,šívati,gwriat
1100,färben::V,bárvati,livañ
1101,reinigen::V,očístiti,naetañ
1102,waschen::V,opráti,gwalc'hiñ
1103,abwischen::V,obrísati,torchañ
1104,spülen::V,splakováti,disgwalc'hiñ
1105,fegen::V,pométati,skubañ
1106,kehren::V,mésti,skubañ
1107,baden::V,kópati se,kouronkañ
1108,sich waschen::V,umíti se,en em walc'hiñ
1109,ausziehen::V,izvléči,
1110,anziehen::V,obléči,
1111,sich anziehen::V,obléči se,gwiskañ
1112,kämmen::V,česáti,kribat
1113,schmücken::V,okrasíti,kinklañ
1114,sagen::V,dejáti,larêt
1115,sagen::V,dejáti,lavaret
1116,sprechen::V,govoríti,komz
1117,reden::V,rêči,kaozeal
1118,sich unterhalten::V,razgovárjati se,balbotal
1119,fragen::V,vprášati,goulenn
1120,bitten::V,prosíti,goulenn
1121,erzählen::V,práviti,kontañ
1122,mitteilen::V,naznániti,kemenn
1123,nennen::V,imenováti,anviñ
1124,rufen::V,klícati,gelver
1125,prahlen::V,baháti se,fougeal
1126,übersetzen::V,prevêsti,treiñ
1127,denken::V,mísliti,soñjal
1128,glauben::V,verjéti,krediñ
1129,bemerken::V,opáziti,apresevañ
1130,erkennen::V,spoznáti,anavout
1131,begreifen::V,pôjmiti,meizañ
1132,verstehen::V,razuméti,kompren
1133,lernen::V,učíti se,deskiñ
1134,wissen::V,znáti,gouzout
1135,wissen::V,védeti,gouzout
1136,sich erinnern an::V,spómniti se,kaout soñj e
1137,vergessen::V,pozábiti,ankouaat
1138,messen::V,mériti,muzuliañ
1139,zählen::V,štéti,kontañ
1140,rechnen::V,račúnati,jedañ
1141,lesen::V,bráti,lenn
1142,lesen::V,čítati,lenn
1143,malen::V,slíkati,livañ
1144,zeichnen::V,rísati,tresañ
1145,schreiben::V,písati,skrivañ
1146,besitzen::V,iméti,kaout
1147,kaufen::V,kupíti,prenañ
1148,verkaufen::V,prodáti,gwerzhañ
1149,bezahlen::V,pláčati,paeañ
1150,zahlen::V,plačeváti,paeañ
1151,beherrschen::V,obvládati,mestroniañ
1152,ertragen::V,prenêsti,anduriñ
1153,Verstand::N,,skiant
