,Concept_ID,mn,el
167,Weide[Baum]::N,уд,ιτιά
168,Weide[Baum]::N,бургас,ιτιά
169,Tanne::N,гачуур,έλατο
170,Horn::N,эвэр,κέρας
171,Horn::N,эвэр,κέρατο
172,Feder::N,өд,φτερό
173,Fell::N,арьс,δέρμα
174,Fell::N,арьс,τομάρι
175,Flügel::N,жигүүр,πτερύγιο
176,Flügel::N,далавч,πτερύγιο
177,Klaue::N,савар,κουλό
178,Klaue::N,хумс,κουλό
179,Kralle::N,савар,νύχι
180,Schwanz::N,сүүл,ουρά
181,Ei::N,өндөг,αβγό
182,Nest::N,үүр,φωλιά
183,Bau::N,нүх,φωλιά
184,Bau::N,элүү,φωλιά
185,Tier::N,амьтан,ζώο
186,Tier::N,адгуус,ζώο
187,Herde::N,сүрэг,κοπάδι
188,Kuh::N,үнээ,αγελάδα
189,Bulle::N,бух,ταύρος
190,Pferd::N,морь,άλογο
191,Pferd::N,адуу,άλογο
192,Schaf::N,хонь,πρόβατο
193,Schwein::N,гахай,γουρούνι
194,Hund::N,нохой,σκυλί
195,Hund::N,нохой,σκύλος
196,Katze::N,муур,γάτα
197,Katze::N,мигуй,γάτα
198,Bär::N,баавгай,άρκτος
199,Bär::N,баавгай,αρκούδα
200,Eichhörnchen::N,хэрэм,βερβερίτσα
201,Elch::N,хандгай,άλκη
202,Fuchs::N,үнэг,αλεπού
203,Hase::N,туулай,λαγός
204,Maus::N,хулгана,ποντικός
205,Wolf::N,чоно,λύκος
206,Vogel::N,шувуу,πουλί
207,Schwarm::N,сүрэг,σμήνος
208,Huhn::N,тахиа,κότα
209,Huhn::N,тахиа,όρνιθα
210,Hahn::N,эр тахиа,πετεινός
211,Gans::N,галуу,χήνα
212,Adler::N,бүргэд,αετός
213,Ente::N,нугас,πάπια
214,Eule::N,ууль,κουκουβάγια
215,Kranich::N,тогоруу,γερανός
216,Krähe::N,хэрээ,καρακάξα
217,Kuckuck::N,хөхөө,κούκος
218,Schwan::N,хун,κύκνος
219,Fisch::N,загас,ψάρι
220,Barsch::N,алгана,πέρκα
221,Hecht::N,цурхай,λούτσος
222,Schlange[Tier]::N,могой,φίδι
223,Wurm::N,өт,σκουλήκι
224,Wurm::N,хорхой,σκουλήκι
225,Spinne::N,аалз,αράχνη
226,Ameise::N,шоргоолж,μυρμήγκι
227,Laus::N,бөөс,ψείρα
228,Mücke::N,шумуул,κουνούπι
229,Fliege::N,ялаа,μύγα
230,Schmetterling::N,эрвээхэй,πεταλούδα
231,Beere::N,жимсгэнэ,ρόγα
232,Apfel::N,алим,μήλο
233,Pilz::N,мөөг,μανιτάρι
234,Zwiebel::N,сонгино,κρεμμύδι
235,Saat::N,тариа,σπόρος
236,Korn::N,үр,σπυρί
237,Korn::N,мөхлөг,σπυρί
238,Heu::N,өвс,σανός
239,Schale::N,хальс,τσόφλι
240,Grube::N,алам,λάκκος
241,Grube::N,нүх,λάκκος
242,Falle::N,хавх,παγίδα
243,Falle::N,занга,παγίδα
244,Schlinge::N,урхи,θηλειά
245,Spur::N,мөр,ίχνος
246,Asche::N,үнс,στάχτη
247,Dreck::N,хир,βρωμιά
248,Eisen::N,төмөр,σίδερο
249,Gold::N,алт,μάλαμα
250,Gold::N,алт,χρυσάφι
251,Silber::N,мөнгө,ασήμι
252,Silber::N,мөнгө,άργυρος
253,Kohle::N,нүүрс,κάρβουνο
254,Glas::N,шил,γυαλί
255,Lehm::N,шавар,πηλός
256,Sand::N,элс,άμμος
257,Mensch::N,хүн,άνθρωπος
258,Mann::N,эр,άνδρας
259,Mann::N,эрэгтэй,άνδρας
260,Frau::N,эмэгтэй,γυναίκα
261,Frau::N,хатагтай,γυναίκα
262,Kind::N,хүүхэд,παιδί
263,Junge::N,хүү,αγόρι
264,Mädchen::N,охин,κοπέλα
265,Mädchen::N,охин,κορίτσι
266,Mädchen::N,бүсгүй,κοπέλα
267,Mädchen::N,бүсгүй,κορίτσι
268,Familie::N,айл,οικογένεια
269,Großvater::N,өвгөн аав,παππούς
270,Großmutter::N,эмэг эх,γιαγιά
271,Großmutter::N,эмгээ,γιαγιά
272,Eltern::N,эцэг эх,γονείς
273,Vater::N,аав,πατέρας
274,Vater::N,эцэг,πατέρας
275,Mutter::N,эх,μητέρα
276,Mutter::N,ээж,μητέρα
277,Sohn::N,хүү,γιος
278,Tochter::N,охин,κόρη
279,Bruder::N,ах,αδελφός
280,Bruder::N,дүү,αδελφός
281,Schwester::N,эгч,αδελφή
282,Schwester::N,охин дүү,αδελφή
283,Onkel::N,авга ах,θείος
284,Onkel::N,нагац ах,θείος
285,Tante::N,авга эгч,θεία
286,Tante::N,нагац эгч,θεία
287,Ehemann::N,нөхөр,σύζυγος
288,Ehefrau::N,эхнэр,σύζυγος
289,Ehefrau::N,гэргий,σύζυγος
290,Freude::N,баяр,χαρά
291,Freude::N,баясгалан,χαρά
292,Gelächter::N,инээдэм,γέλια
293,Glück::N,жаргалан,ευτυχία
294,Kummer::N,гаслан,έγνοια
295,Wunsch::N,ерөөл,επιθυμία
296,Lust::N,дур,όρεξη
297,Lust::N,хүсэл,όρεξη
298,Geist::N,оюун,πνέυμα
299,Gedanke::N,сэтгэл,σκέψη
300,Gedächtnis::N,ой,μνήμη
301,Gedächtnis::N,цээж,μνήμη
302,Verstand::N,ухаан,νους
303,Sinn::N,утга,νόημα
304,Grund::N,учир,λόγος
305,Wahrheit::N,үнэн,αλήθεια
306,Gespräch::N,яриа,συνομιλία
307,Märchen::N,явган үлгэр,παραμύθι
308,Erzählung::N,тууж,διήγημα
309,Nachricht::N,мэдээ,είδηση
310,Neuigkeit::N,сонин,νέο
311,Name::N,нэр,όνομα
312,Rätsel::N,оньсого,αίνιγμα
313,Rede::N,хэлсэн үг,λόγος
314,Rede::N,хэлсэн үг,ομιλία
315,Sprache::N,хэл,γλώσσα
316,Stimme::N,дуу,φωνή
317,Wort::N,үг,λέξη
318,Zeichen::N,тамга,σημείο
319,Zeichen::N,тэмдэг,σημείο
320,Ruf::N,дуудлага,κραυγή
321,Lärm::N,шуугиан,θόρυβος
322,Lärm::N,чимээ,θόρυβος
323,Laut::N,анир,ήχος
324,Laut::N,дуу,ήχος
325,Ton::N,авиа,ήχος
326,Ton::N,авиа,τόνος
327,Ton::N,аялгуу,ήχος
328,Ton::N,аялгуу,τόνος
329,Lied::N,дуу,τραγούδι
330,Ruhe::N,энх,ησυχία
331,Ruhe::N,тайван,ησυχία
332,Leute::N,хүмүүс,κόσμος
333,Leute::N,хүмүүс,άνθρωποι
334,Volk::N,улс,λαός
335,Arbeit::N,ажил,εργασία
336,Arbeit::N,хөдөлмөр,εργασία
337,Gast::N,зочин,επισκέπτης
338,Gast::N,айлчин,επισκέπτης
339,Geschenk::N,бэлэг,δώρο
340,Spiel::N,наадам,παιχνίδι
341,Spiel::N,тоглоом,παιχνίδι
342,Gesellschaft::N,хамт байх,κοινωνία
343,Hilfe::N,тусламж,βοήθεια
344,Freund::N,найз,φίλος
345,Freund::N,нөхөр,φίλος
346,Kamerad::N,хань,σύντροφος
347,Kamerad::N,нөхөр,σύντροφος
348,Angelegenheit::N,хэрэг,υπόθεση
349,Anzahl::N,тоо,αριθμός
350,Art::N,төрөл,είδος
351,Art::N,янз,είδος
352,Stück::N,хэсэг,κομμάτι
353,Teil::N,хувь,μέρος
354,Teil::N,хэсэг,μέρος
355,Hälfte::N,хагас,μισό
356,Kreis::N,тойрог,κύκλος
357,Kreis::N,хүрээ,κύκλος
358,Kreuz::N,загалмай,σταυρός
359,Linie::N,шугам,γραμμή
360,Strich::N,зураас,γραμμή
361,Abstand::N,зай,απόσταση
362,Entfernung::N,зай,απόσταση
363,Entfernung::N,хол ойр,απόσταση
364,Gegend::N,хавь,περιοχή
365,Gegend::N,хавь,τοποθεσία
366,Gegend::N,газар,περιοχή
367,Gegend::N,газар,τοποθεσία
368,Platz::N,зай,χώρος
369,Platz::N,завсар,χώρος
370,Ort::N,газар,τόπος
371,Ort::N,байр,τόπος
372,Seite::N,тал,πλευρά
373,Seite::N,этгээд,πλευρά
374,Mitte::N,төв,μέση
375,Mitte::N,дунд,μέση
376,Gegenstand::N,юм,αντικείμενο
377,Sache::N,үйл,πράγμα
378,Sache::N,хэрэг,πράγμα
379,Rand::N,зах,άκρη
380,Rand::N,зах,χείλος
381,Rand::N,хөвөө,άκρη
382,Rand::N,хөвөө,χείλος
383,Kante::N,ирмэг,άκρη
384,Ecke::N,өнцөг,γωνιά
385,Spitze::N,үзүүр,μύτη
386,Ende::N,зах,άκρη
387,Ende::N,үзүүр,άκρη
388,Loch::N,цоорхой,τρύπα
389,Loch::N,онгорхой,τρύπα
390,Winkel::N,өнцөг,γωνία
391,Muster::N,хээ,σχέδιο
392,Muster::N,угалз,σχέδιο
393,Größe::N,хэмжээ,μέγεθος
394,Länge::N,урт,μήκος
395,Höhe::N,өндөр,ύψος
396,Gewicht::N,жин,βάρος
397,Menge::N,тоо,ποσότητα
398,Haufen::N,бөөн,σωρός
399,Reihe::N,эгнээ,αράδα
400,Boot::N,завь,βάρκα
401,Ruder::N,сэлүүр,κουπί
402,Schlitten::N,чарга,έλκηθρο
403,Ski::N,цана,σκι
404,Lagerfeuer::N,түүдэг,φωτιά
405,Last::N,ачаа,φορτίο
406,Gang::N,явдал,δρόμος
407,Schritt::N,алхам,βήμα
408,Norden::N,умар,βορράς
409,Süden::N,урд,νότος
410,Süden::N,өмнө,νότος
411,Westen::N,өрнө,δύση
412,Westen::N,баруун,δύση
413,Osten::N,зүүн,ανατολή
414,Osten::N,дорно,ανατολή
415,Holz::N,мод,ξύλο
416,Brett::N,банз,σανίδι
417,Platte::N,хавтан,πλάκα
418,Stütze::N,тулгуур,στήριγμα
419,Stütze::N,тулга,στήριγμα
420,Stange::N,сургааг,ραβδί
421,Stange::N,сургааг,κοντός
422,Stock::N,саваа,ξύλο
423,Stock::N,саваа,μπαστούνι
424,Stab::N,таяг,ραβδί
425,Rohr::N,хоолой,σωλήνας
426,Haus::N,гэр,σπίτι
427,Haus::N,байшин,σπίτι
428,Heim::N,гэр,σπίτι
429,Ofen::N,зуух,σόμπα
430,Ofen::N,зуух,θερμάστρα
431,Ofen::N,пийшин,σόμπα
432,Ofen::N,пийшин,θερμάστρα
433,Fußboden::N,шал,πάτωμα
434,Tisch::N,ширээ,τραπέζι
435,Stuhl::N,сандал,καρέκλα
436,Wiege::N,өлгий,κούνια
437,Bett::N,ор,κρεβάτι
438,Regal::N,тавиур,ράφι
439,Kiste::N,авдар,κιβώτιο
440,Kiste::N,хайрцаг,κιβώτιο
441,Fenster::N,гэгээвч,παράθυρο
442,Tür::N,үүд,πόρτα
443,Tür::N,хаалга,πόρτα
444,Tor::N,хаалга,πύλη
445,Zaun::N,хашаа,φράχτης
446,Dach::N,дээвэр,στέγη
447,Leiter::N,шат,σκάλα
448,Leiter::N,шат,κλίμακα
449,Besen::N,хамуур,σκούπα
450,Besen::N,туужуу,σκούπα
451,Spaten::N,хүрз,φτυάρι
452,Schaufel::N,хүрз,φτυάρι
453,Gabel::N,сэрээ,πιρούνι
454,Löffel::N,халбага,κουτάλι
455,Messer::N,хутга,μαχαίρι
456,Nagel::N,хадаас,καρφί
457,Netz::N,өөш,δίχτυ
458,Netz::N,тор,δίχτυ
459,Haken::N,гох,γάντζος
460,Haken::N,гох,αγκίστρι
461,Griff::N,иш,λαβή
462,Griff::N,сэнж,λαβή
463,Schloss::N,цуурга,κλειδαριά
464,Schloss::N,цоож,κλειδαριά
465,Bild::N,зураг,εικόνα
466,Figur::N,баримал,ανάστημα
467,Puppe::N,хүүхэлдэй,κούκλα
468,Beutel::N,агсаа,πουγγί
469,Beutel::N,уут,πουγγί
470,Bündel::N,боодол,δεμάτι
471,Tasche::N,цүнх,τσάντα
472,Eimer::N,хөнөг,κουβάς
473,Eimer::N,хувин,κουβάς
474,Deckel::N,таг,καπάκι
475,Deckel::N,хавхаг,καπάκι
476,Geschirr::N,сав суулга,σκεύη
477,Sack::N,шуудай,σάκος
478,Tasse::N,аяга,φλιτζάνι
479,Topf::N,тогоо,χύτρα
480,Kessel::N,тогоо,καζάνι
481,Essen::N,идээ,φαγητό
482,Nahrung::N,хүнс,τροφή
483,Speise::N,идээ,φαγητό
484,Fleisch::N,мах,κρέας
485,Getreide::N,будаа,σιτάρι
486,Brei::N,богшмол,χυλός
487,Brei::N,будаа,χυλός
488,Brot::N,талх,ψωμί
489,Brot::N,талх,άρτος
490,Scheibe::N,зүсэм,φέτα
491,Scheibe::N,хэрчим,φέτα
492,Fett::N,өөх,πάχος
493,Butter::N,тос,βούτυρο
494,Öl::N,тос,λάδι
495,Salz::N,давс,αλάτι
496,Suppe::N,шөл,σούπα
497,Honig::N,бал,μέλι
498,Milch::N,сүү,γάλα
499,Tee::N,цай,τσάι
500,Leder::N,арьс,πετσί
501,Leder::N,савхи,πετσί
502,Wolle::N,ноос,μαλλί
503,Wolle::N,унгас,μαλλί
504,Stoff::N,бөс,ύφασμα
505,Nadel::N,зүү,βελόνα
506,Faden::N,боолт,κλωστή
507,Faden::N,утас,κλωστή
508,Knopf::N,товч,κουμπί
509,Knoten::N,зангилаа,κόμπος
510,Farbe::N,будаг,μπογιά
511,Kleidung::N,хувцас,ρούχα
512,Kleidung::N,хувцас,ενδυμασία
513,Hemd::N,цамц,πουκάμισο
514,Kragen::N,зах заам,κολάρο
515,Ärmel::N,ханцуй,μανίκι
516,Hose::N,өмд,πανταλόνι
517,Gürtel::N,бүс,ζώνη
518,Mütze::N,малгай,σκούφος
519,Mütze::N,бүрх,σκούφος
520,Schuh::N,туфли,παπούτσι
521,Stiefel::N,гутал,μπότα
522,Ring::N,бөгж,δαχτυλίδι
523,Band::N,тууз,κορδέλα
524,Kamm::N,сам,χτένα
525,Spiegel::N,толь,καθρέφτης
526,Riemen::N,тасам,λουρί
527,Riemen::N,сур,λουρί
528,Schnur::N,татлага,κορδόνι
529,Leine::N,оосор,σχοινί
530,Decke::N,хөнжил,κουβέρτα
531,Decke::N,хучлага,κουβέρτα
532,Kissen::N,дэр,μαξιλάρι
533,Tuch::N,алчуур,πανί
534,Tuch::N,алчуур,μαντήλι
535,Tuch::N,даавуу,πανί
536,Tuch::N,даавуу,μαντήλι
537,Handtuch::N,алчуур,πετσέτα
538,Kraft::N,чадал,δύναμη
539,Kraft::N,хүч,δύναμη
540,Stärke::N,эрч,ισχύς
541,Stärke::N,эрч,δύναμη
542,Stärke::N,тэнхээ,ισχύς
543,Stärke::N,тэнхээ,δύναμη
544,Gesundheit::N,бие,υγεία
545,Gesundheit::N,эрүүл мэнд,υγεία
546,Krankheit::N,эмгэг,αρρώστια
547,Schmerz::N,өвчин,πόνος
548,Wunde::N,шарх,πληγή
549,Fieber::N,халуун,πυρετός
550,Arznei::N,эм,φάρμακο
551,Brücke::N,гүүр,γέφυρα
552,Brunnen::N,худаг,πηγάδι
553,Weide::N,бэлчээр,βοσκή
554,Pfad::N,жим,μονοπάτι
555,Pfad::N,зөрөг,μονοπάτι
556,Weg::N,зам,δρόμος
557,Weg::N,харгуй,δρόμος
558,Straße::N,зам,οδός
559,Straße::N,зам,δρόμος
560,Straße::N,харгуй,οδός
561,Straße::N,харгуй,δρόμος
562,Dorf::N,тосгон,χωριό
563,Dorf::N,гацаа,χωριό
564,Stadt::N,хот,πόλη
565,Brief::N,захидал,γράμμα
566,Brief::N,захидал,επιστολή
567,Brief::N,захиа,γράμμα
568,Brief::N,захиа,επιστολή
569,Buch::N,ном,βιβλίο
570,Buch::N,бичиг,βιβλίο
571,Buchstabe::N,үсэг,γράμμα
572,Zeitung::N,сонин,εφημερίδα
573,Leben::N,амь,ζωή
574,Leben::N,амь,βίος
575,Leben::N,амьдрал,ζωή
576,Leben::N,амьдрал,βίος
577,Tod::N,үхэл,θάνατος
578,Grab::N,булш,τάφος
579,Kirche::N,сүм,εκκλησία
580,Sünde::N,нүгэл,αμαρτία
581,Sünde::N,хилэнц,αμαρτία
582,Gott::N,бурхан,θεός
583,Arbeiter::N,ажилчин,εργάτης
584,Arbeiter::N,хөдөлмөрчин,εργάτης
585,Chef::N,дарга,προϊστάμενος
586,Meister::N,дархан,μάστορας
587,Meister::N,дархан,αρχιτεχνίτης
588,Arzt::N,эмч,γιατρός
589,Lehrer::N,багш,δάσκαλος
590,Geld::N,цаас,λεφτά
591,Geld::N,цаас,χρήματα
592,Geld::N,мөнгө,λεφτά
593,Geld::N,мөнгө,χρήματα
594,Geschäft::N,наймаа,συναλλαγή
595,Laden::N,дэлгүүр,μαγαζί
596,Laden::N,дэлгүүр,κατάστημα
597,Preis::N,үнэ,τιμή
598,Ware::N,таваар,εμπόρευμα
599,Ware::N,бараа,εμπόρευμα
600,Nutzen::N,ашиг,όφελος
601,Reichtum::N,баялаг,πλούτος
602,Welt::N,дэлхий,κόσμος
603,Welt::N,орчлон,κόσμος
604,Land::N,улс,χώρα
605,Land::N,орон,χώρα
606,Staat::N,төр,κράτος
607,Staat::N,төр,πολιτεία
608,Staat::N,гүрэн,κράτος
609,Staat::N,гүрэн,πολιτεία
610,König::N,ван,βασιλιάς
611,Macht::N,засаг,εξουσία
612,Grenze::N,хил,σύνορα
613,Krieg::N,дайн,πόλεμος
614,Feind::N,дайсан,εχθρός
615,Gewalt::N,хүчирхэх,βία
616,Kampf::N,тэмцэл,αγώνας
617,Kampf::N,байлдаан,αγώνας
618,Bogen[Waffe]::N,нум,τόξο
619,Pfeil::N,годил,σαΐτα
620,Pfeil::N,сум,σαΐτα
621,Gewehr::N,буу,τουφέκι
622,Fehler::N,эндэл,λάθος
623,Fehler::N,эндэл,σφάλμα
624,Fehler::N,алдаа,λάθος
625,Fehler::N,алдаа,σφάλμα
626,Lüge::N,худал,ψέμα
627,Lüge::N,худал,ψεύδος
628,Schaden::N,хор,ζημία
629,Schaden::N,хөнөөл,ζημία
630,Unglück::N,гай,δυστυχία
631,Unglück::N,гамшиг,δυστυχία
632,Schuld::N,гэм,ενοχή
633,Schuld::N,гэм,φταίξιμο
634,Schuld::N,буруу,ενοχή
635,Schuld::N,буруу,φταίξιμο
636,Alter::N,нас,ηλικία
637,Schluss::N,эцэс,τέλος
638,Schluss::N,төгсгөл,τέλος
639,Zeit::N,цаг,χρόνος
640,Tag::N,өдөр,μέρα
641,Tag::N,өдөр,ημέρα
642,Morgen::N,өглөө,πρωί
643,Mittag::N,үд,μεσημέρι
644,Abend::N,үдэш,βράδυ
645,Nacht::N,шөнө,νύχτα
646,Woche::N,долоо хоног,εβδομάδα
647,Monat::N,сар,μήνας
648,Jahr::N,жил,έτος
649,Jahr::N,жил,χρόνος
650,Frühling::N,хавар,άνοιξη
651,Sommer::N,зун,καλοκαίρι
652,Herbst::N,намар,φθινόπωρο
653,Winter::N,өвөл,χειμώνας
654,Januar::N,нэгдүгээр сар,Ιανουάριος
655,Februar::N,хоёрдугаар сар,Φεβρουάριος
656,März::N,гуравдугаар сар,Μάρτιος
657,April::N,дөрөвдүгээр сар,Απρίλιος
658,Mai::N,тавдугаар сар,Μάιος
659,Juni::N,зургаадугаар сар,Ιούνιος
660,Juli::N,долдугаар сар,Ιούλιος
661,August::N,наймдугаар сар,Αύγουστος
662,September::N,есдүгээр сар,Σεπτέμβριος
663,Oktober::N,аравдугаар сар,Οκτώβριος
664,November::N,арван нэгдүгээр сар,Νοέμβριος
665,Dezember::N,арван хоёрдугаар сар,Δεκέμβριος
666,Montag::N,даваа,Δευτέρα
667,Dienstag::N,мягмар,Τρίτη
668,Mittwoch::N,лхагва,Τετάρτη
669,Donnerstag::N,пүрэв,Πέμπτη
670,Freitag::N,баасан,Παρασκευή
671,Samstag::N,бямба,Σάββατο
672,Sonntag::N,ням,Κυριακή
673,groß::A,их,μεγάλος
674,groß::A,том,μεγάλος
675,klein::A,бага,μικρός
676,klein::A,жаахан,μικρός
677,lang::A,урт,μακρύς
678,kurz::A,охор,κοντός
679,kurz::A,богино,κοντός
680,breit::A,өргөн,φαρδύς
681,schmal::A,уйтан,στενός
682,schmal::A,нарийн,στενός
683,dicht::A,нягт,πυκνός
684,dicht::A,чигжүү,πυκνός
685,dick[Gegenstand]::A,зузаан,παχύς
686,dick[Gegenstand]::A,зузаан,χοντρός
687,dünn::A,нимгэн,ψιλός
688,dünn::A,нимгэн,λεπτός
689,fein::A,нарийн,ψιλός
690,fest::A,бөх,στερεός
691,fest::A,хатуу,στερεός
692,flach::A,хавтгай,επίπεδος
693,glatt::A,цагаан,λείος
694,glatt::A,цагаан,ομαλός
695,hart::A,хатуу,σκληρός
696,weich::A,зөөлөн,μαλακός
697,rund::A,дугуй,στρογγυλός
698,rund::A,дугариг,στρογγυλός
699,spitz::A,шовх,μυτερός
700,spitz::A,шовгор,μυτερός
701,scharf::A,хурц,κοφτερός
702,scharf::A,иртэй,κοφτερός
703,stumpf::A,мохоо,αμβλύς
704,schwer::A,хүнд,βαρύς
705,schön::A,гуа,ωραίος
706,schön::A,гуа,όμορφος
707,schön::A,сайхан,ωραίος
708,schön::A,сайхан,όμορφος
709,heiß::A,халуун,ζεστός
710,warm::A,дулаан,θερμός
711,kalt::A,хүйтэн,κρύος
712,kalt::A,хүйтэн,ψυχρός
713,kühl::A,сэрүүн,δροσερός
714,frisch::A,эрүүл,νωπός
715,frisch::A,эрүүл,φρέσκος
716,frisch::A,жихүүн,νωπός
