,Concept_ID,pl,ady
387,Griff::N,chwyt,къопс
388,Schloss::N,zamek,ӏункӏы́бз
389,Bild::N,obraz,сурэ́т
390,Figur::N,figura,
391,Puppe::N,lalka,нысхъа́п
392,Beutel::N,torba,дзыо́
393,Bündel::N,wiązka,
394,Tasche::N,torba,ӏэлъмэ́къ
395,Eimer::N,kubeł,щалъ
396,Eimer::N,wiadro,щалъ
397,Deckel::N,przykrywka,шъхьэ
398,Geschirr::N,statki,хьакъу-шыкъу
399,Geschirr::N,naczynia,хьакъу-шыкъу
400,Sack::N,worek,дзыо́
401,Tasse::N,filiżanka,чашк
402,Topf::N,garnek,кастрюль
403,Kessel::N,kocioł,шыуа́н
404,Essen::N,jedzenie,шхэн
405,Nahrung::N,pokarm,шхэн
406,Nahrung::N,pożywienie,шхэн
407,Speise::N,potrawa,шхыныгъу
408,Speise::N,jedzenie,шхыныгъу
409,Fleisch::N,mięso,лы
410,Getreide::N,zboże,лэжьыгъацэ́
411,Brei::N,kasza,пӏастэ́
412,Brot::N,chleb,хьалыгъу
413,Scheibe::N,kromka,такъы́р
414,Fett::N,tłuszcz,дагъэ́
415,Butter::N,masło,тхъу
416,Öl::N,olej,тхъу
417,Salz::N,sól,щыгъу
418,Suppe::N,zupa,хьантхъупс
419,Honig::N,miód,шъоу́
420,Milch::N,mleko,щэ
421,Tee::N,herbata,щай
422,Leder::N,skóra,кӏы́шъу
423,Wolle::N,wełna,цы
424,Stoff::N,tkanina,шэкӏы
425,Stoff::N,materiał,шэкӏы
426,Nadel::N,igła,бгъэ́хаӏу
427,Faden::N,nić,ӏуда́н
428,Faden::N,nitka,ӏуда́н
429,Knopf::N,guzik,занкӏэу
430,Knoten::N,węzeł,зэкъодзапӏэ
431,Farbe::N,farba,краск
432,Kleidung::N,odzież,щыгъы́ны
433,Hemd::N,koszula,джан
434,Kragen::N,kołnierz,пшъапӏ
435,Ärmel::N,rękaw,гъуап
436,Hose::N,spodnie,гъончэ́дж
437,Gürtel::N,pasek,бгыры́пх
438,Mütze::N,czapka,паӏо́
439,Schuh::N,but,
440,Schuh::N,bucik,
441,Stiefel::N,but,щазым
442,Stiefel::N,kozak,щазым
443,Ring::N,pierścień,ӏэлъы́н
444,Band::N,wstęga,лент
445,Kamm::N,grzebień,мажь
446,Spiegel::N,lustro,гъундж
447,Riemen::N,rzemień,бгыры́пх
448,Schnur::N,sznur,кӏапсэ́
449,Leine::N,smycz,шъокӏапс
450,Decke::N,kołdra,чыхӏэн
451,Kissen::N,poduszka,шъхьант
452,Tuch::N,chustka,шъхьэтехъу
453,Handtuch::N,ręcznik,ӏаплъэкӏ
454,Kraft::N,moc,къары́у
455,Kraft::N,moc,кӏуачӏэ́
456,Kraft::N,siła,къары́у
457,Kraft::N,siła,кӏуачӏэ́
458,Stärke::N,moc,кӏуачӏэ́
459,Stärke::N,siła,кӏуачӏэ́
460,Gesundheit::N,zdrowie,псауныгъ
461,Krankheit::N,choroba,узы
462,Schmerz::N,ból,узы
463,Wunde::N,rana,уӏагъэ́
464,Fieber::N,gorączka,техьа́гъу
465,Fieber::N,gorączka,жъоку
466,Arznei::N,lekarstwo,ӏэзэ́гъу
467,Brücke::N,most,лъэмы́д ж
468,Brunnen::N,studnia,псынэ́
469,Weide::N,pastwisko,хъупӏэ́
470,Pfad::N,ścieżka,лъагъу
471,Weg::N,droga,гъо́гу
472,Straße::N,ulica,гъо́гу
473,Dorf::N,wieś,къуа́дж
474,Stadt::N,miasto,къалэ́
475,Brief::N,list,тхэн
476,Brief::N,list,письмэ
477,Buch::N,książka,тхы́лъ
478,Buchstabe::N,litera,хьары́ф
479,Zeitung::N,gazeta,газет
480,Zeitung::N,dziennik,газет
481,Leben::N,życie,гъашӏэ́
482,Tod::N,śmierć,аджал
483,Grab::N,grób,бэны́
484,Kirche::N,kościół,чылы́с
485,Sünde::N,grzech,гунахь
486,Gott::N,bóg,тхьэ
487,Arbeiter::N,robotnik,рабоч
488,Chef::N,szef,гъэр
489,Meister::N,mistrz,ӏэпыӏа́с
490,Meister::N,majster,ӏэпыӏа́с
491,Arzt::N,lekarz,
492,Lehrer::N,nauczyciel,кӏэлэегъа́дж
493,Geld::N,pieniądze,ахъщ
494,Geschäft::N,sprawa,ӏофшӏэн
495,Geschäft::N,interes,ӏофшӏэн
496,Laden::N,sklep,туча́н
497,Preis::N,cena,уасэ́
498,Ware::N,towar,хьап-щып
499,Nutzen::N,pożytek,чар
500,Nutzen::N,pożytek,федэ́
501,Reichtum::N,bogactwo,байныгъ
502,Welt::N,świat,дуна́й
503,Land::N,kraj,хэгъэ́́гу
504,Staat::N,państwo,къэралыгъу
505,König::N,król,пачъы́хь
506,Macht::N,władza,шынэгъакзэ́
507,Grenze::N,granica,гъуна́пкъ
508,Krieg::N,wojna,зао́
509,Feind::N,wróg,пы́и
510,Gewalt::N,władza,егъэзыгъэныгъ
511,Kampf::N,bój,бэнэныгъ
512,Kampf::N,walka,бэнэныгъ
513,Bogen[Waffe]::N,łuk,щабз
514,Pfeil::N,strzała,щэбза́щ
515,Gewehr::N,karabin,шхонч
516,Fehler::N,błąd,хэукъоныгъ
517,Lüge::N,kłamstwo,пцӏы
518,Schaden::N,szkoda,зэра́р
519,Unglück::N,nieszczęście,тхьамыкӏагъу
520,Schuld::N,wina,мысагъэ́
521,Alter::N,wiek,ныбжь
522,Schluss::N,koniec,кӏэ
523,Schluss::N,zakończenie,кӏэ
524,Zeit::N,czas,уахътэ́
525,Tag::N,dzień,мафэ́
526,Morgen::N,ranek,пчэды́жь
527,Morgen::N,poranek,пчэды́жь
528,Mittag::N,południe,щэджагьу́
529,Abend::N,wieczór,пчыхьэ́
530,Nacht::N,noc,чэщы́
531,Woche::N,tydzień,тхьамафэ́
532,Monat::N,miesiąc,мазэ́
533,Jahr::N,rok,илъэ́с
534,Frühling::N,wiosna,гъатхэ́
535,Sommer::N,lato,гъэмафэ́
536,Herbst::N,jesień,бжыхьэ́
537,Winter::N,zima,кӏыма́ф
538,Januar::N,styczeń,январь
539,Februar::N,luty,февраль
540,März::N,marzec,март
541,April::N,kwiecień,апрель
542,Mai::N,maj,май
543,Juni::N,czerwiec,июнь
544,Juli::N,lipiec,июль
545,August::N,sierpień,август
546,September::N,wrzesień,сентябрь
547,Oktober::N,październik,октябрь
548,November::N,listopad,ноябрь
549,Dezember::N,grudzień,декабрь
550,Montag::N,poniedziałek,блыпэ́
551,Dienstag::N,wtorek,гъубдж
552,Mittwoch::N,środa,бэрэскэжъый
553,Donnerstag::N,czwartek,мэфэ́ку
554,Freitag::N,piątek,бэрэскэшху
555,Samstag::N,sobota,шэмбэ́т
556,Sonntag::N,niedziela,тхьаума́ф
557,groß::A,duży,ины́
558,groß::A,wielki,ины́
559,klein::A,mały,цӏы́кӏу
560,lang::A,długi,кӏыхьэ́
561,kurz::A,krótki,кӏэкӏы́
562,breit::A,szeroki,шъуамбгъо́
563,schmal::A,wąski,бгъузэ́
564,dicht::A,gęsty,ӏужъу́
565,dick[Gegenstand]::A,gruby,ӏужъу́
566,dünn::A,cienki,пӏуакӏэ́
567,fein::A,drobny,пӏуакӏэ́
568,fest::A,mocny,пытэ́
569,fest::A,twardy,пытэ́
570,flach::A,płaski,тешъо́
571,glatt::A,gładki,зэны́бжь
572,hart::A,twardy,пытэ́
573,weich::A,miękki,шъабэ́
574,rund::A,okrągły,хъура́й
575,spitz::A,spiczasty,папцӏэ́
576,scharf::A,ostry,чан
577,stumpf::A,tępy,цако́
578,schwer::A,ciężki,онтэ́гъу
579,schön::A,ładny,дахэ́
580,schön::A,piękny,дахэ́
581,heiß::A,gorący,жъо́ркъ
582,warm::A,ciepły,фабэ́у
583,kalt::A,zimny,чъыӏэ́
584,kühl::A,chłodny,чъыӏэтагъ
585,frisch::A,świeży,чъыӏэтагъ
586,feucht::A,wilgotny,шынагъэ зиӏэ
587,feucht::A,wilgotny,шынэгъакӏэ зиӏэ
588,nass::A,mokry,цӏынэ́
589,trocken::A,suchy,гъушъ
590,trocken::A,suchy,чъэпхъыгъ
591,voll::A,pełny,из
592,voll::A,pełny,изыбз
593,leer::A,pusty,нэкӏы́
594,leer::A,próżny,нэкӏы́
595,offen::A,otwarty,зэдэхыгъэ
596,geschlossen::A,zamknięty,зэфэшӏыгъ
597,sauber::A,czysty,къабзэ́
598,schmutzig::A,brudny,шӏо́и
599,roh::A,surowy,мыжъо́
600,reif::A,dojrzały,чъэпхъыгъ
601,lecker::A,smaczny,го́хьы
602,süß::A,słodki,ӏэшӏу
603,bitter::A,gorzki,дыджы́
604,sauer::A,kwaśny,хафэ́
605,hell::A,jasny,нэфын
606,dunkel::A,ciemny,мэзэхэ
607,schwarz::A,czarny,шӏуцӏэ
608,weiß::A,biały,фыжьы́
609,rot::A,czerwony,плъыжьы́
610,gelb::A,żółty,гъожьы́
611,blau::A,błękitny,шхъуантӏэ
612,blau::A,niebieski,шхъуантӏэ
613,grün::A,zielony,шхъуантӏэ
614,grau::A,szary,шхъо
615,bunt::A,barwny,къолэны
616,billig::A,tani,пыут
617,teuer::A,drogi,сикӏа́с
618,teuer::A,drogi,силъа́пӏ
619,wertvoll::A,cenny,пкӏэ зиӏ
620,wertvoll::A,cenny,уасэ́ зыфа́шӏ
621,blind::A,ślepy,нэшъу́
622,taub::A,głuchy,дэгу
623,kräftig::A,mocny,лъэ́ш
624,stark::A,silny,лъэ́ш
625,schwach::A,słaby,хъыбэй
626,fett::A,tłusty,пщэры́
627,schlank::A,smukły,ищыгъэ
628,hübsch::A,ładny,дахэ́
629,böse::A,zły,ябгэ
630,dumm::A,głupi,делэ
631,faul::A,leniwy,шъхьахы́нэ
632,fleißig::A,pilny,егугъурэ
633,geizig::A,skąpy,тхьацэ
634,klug::A,mądry,акъылышӏу́
635,geschickt::A,zręczny,ӏэпэӏэсэ́
636,geschickt::A,zręczny,шо́у шӏыгъэ́
637,lieb::A,miły,псэм фэд
638,lustig::A,wesoły,чэф
639,sanft::A,łagodny,ӏушъа́б
640,hungrig::A,głodny,гъаблэ́
641,krank::A,chory,сыма́дж
642,nackt::A,nagi,пцӏанэ́
643,traurig::A,smutny,нэшхъэй
644,lebendig::A,żywy,
645,gut::A,dobry,дэгъу́
646,schlecht::A,zły,дэи
647,richtig::A,słuszny,тэрэз
648,richtig::A,właściwy,тэрэз
649,schlimm::A,zły,щынэгъо
650,wahr::A,prawdziwy,шъыпкъэ́
651,alt::A,stary,жъы
652,neu::A,nowy,кӏэ
653,ehemalig::A,były,-щтыгъэ
654,ehemalig::A,były,-гъэ
655,alt[Lebewesen]::A,stary,жъы
656,jung::A,młody,ныбжьыкӏэ́
657,arm::A,ubogi,тхьамы́кӏ
658,arm::A,biedny,тхьамы́кӏ
659,reich::A,bogaty,бай
660,bekannt::A,znany,нэӏуа́с
661,berühmt::A,słynny,цӏэры́ӏу
662,fremd::A,obcy,хымэ
663,fremd::A,cudzy,хымэ
664,verschieden::A,różny,зэфэшъхьафы
665,nah::A,bliski,благъэ́
666,fern::A,daleki,чыжьэ
667,linker::A,lewy,сэмэ́гу
668,rechter::A,prawy,джабгъу
669,anderer::A,inny,нэмы́кӏ
670,erster::A,pierwszy,апэр
671,zweiter::A,drugi,я́тӏонэр
672,dritter::A,trzeci,ящэнэр
673,letzter::A,ostatni,аужыр
674,allein::ADV,sam,зы
675,auf einmal::ADV,naraz,ардэдэм
676,auf einmal::ADV,naraz,асыхьатым
677,zusammen::ADV,razem,зэгъусэхэ́у
678,lange::ADV,długo,бэрэ́
679,plötzlich::ADV,nagle,зэкӏэм
680,sofort::ADV,natychmiast,ардэдэм
681,sofort::ADV,natychmiast,асыхьатым
682,später::ADV,później,нэужым
683,jetzt::ADV,teraz,джы
684,jetzt::ADV,obecnie,джы
685,heute::ADV,dziś,непэ́
686,heute::ADV,dzisiaj,непэ́
687,morgen::ADV,jutro,неу́щы
688,bald::ADV,wkrótce,псынкӏэу
689,dann::ADV,potem,нэужым
690,gestern::ADV,wczoraj,тыгъуа́с
691,einst::ADV,kiedyś,зэгорэ́м
