,Concept_ID,be,av
755,hinter::PRP,ззаду,хадуса
756,unter::PRP,пад,ахакь
757,unter::PRP,пад,гъоркь
758,durch::PRP,праз,
759,neben::PRP,каля,аскӏо
760,zwischen::PRP,між,гьоркьоб
761,zwischen::PRP,паміж,гьоркьоб
762,wegen::PRP,з-за,гьелда
763,dies::PRN,гэта,гьаб
764,dies::PRN,гэта,гьеб
765,das::PRN,тое,доб
766,alles::PRN,усё,
767,ich::PRN,я,дун
768,du::PRN,ты,дуца
769,er::PRN,ён,доб
770,wir::PRN,мы,ниж
771,ihr::PRN,вы,нуж
772,sie::PRN,яны,дол
773,sie::PRN,яны,эл
774,was::FPRN,што,щиб
775,wer::FPRN,хто,щиб
776,wo::FADV,дзе,киб
777,wo::FADV,дзе,кибехун
778,wohin::FADV,куды,кибехун
779,wie::FADV,як,кин
780,warum::FADV,чаму,щай
781,wieviel::FNUM,колькі,кигӏан
782,eins::NUM,адзін,цо
783,zwei::NUM,два,кӏиго
784,drei::NUM,тры,лъабго
785,vier::NUM,чатыры,ункъо
786,fünf::NUM,пяць,щуго
787,sechs::NUM,шесць,анлъго
788,sieben::NUM,сем,анкьго
789,acht::NUM,восем,микьго
790,neun::NUM,дзевяць,ичӏго
791,zehn::NUM,дзесяць,анцӏго
792,elf::NUM,адзінаццаць,анцӏила цо
793,zwölf::NUM,дванаццаць,кӏиго-анцӏила
794,zwanzig::NUM,дваццаць,къого
795,dreißig::NUM,трыццаць,лъеберго
796,vierzig::NUM,сорак,кӏикъого
797,fünfzig::NUM,пядзесят,кӏикъо́ялда анцӏго
798,sechzig::NUM,шесдзесят,лъабкъого
799,siebzig::NUM,семдзесят,лъабкъо́ялда анцӏго
800,achtzig::NUM,восемдзесят,ункъого
801,neunzig::NUM,дзевяноста,ункъоялда а́нцӏила
802,hundert::NUM,сто,нусго
803,tausend::NUM,тысяча,азарго
804,und::CNJ,і,ва
805,und::CNJ,і,-ги
806,und::CNJ,ды,ва
807,und::CNJ,ды,-ги
808,oder::CNJ,або,ялъуни
809,stehen::V,стаяць,бахъунчӏезе
810,sitzen::V,сядзець,гӏодов чӏезе
811,liegen::V,ляжаць,бегизе
812,hängen::V,вісець,базе
813,werden::V,стаць,бахъине
814,werden::V,зрабіцца,бахъине
815,passieren::V,трапіцца,лъугьине
816,passieren::V,трапіцца,лъугьа-бахъине
817,beginnen::V,пачацца,байбихьизе
818,enden::V,кончыцца,лъугӏизе
819,wechseln::V,мяняцца,хиса-басизе
820,wechseln::V,мяняцца,хисизе
821,aufgehen[Sonne]::V,узысці,баккизе
822,untergehen[Sonne]::V,зайсці,щинкӏизе
823,scheinen[Sonne]::V,свяціць,къалъ-къалъизе
824,donnern::V,грымець,гъугъазе
825,wehen::V,дзьмуць,пуйзе
826,strömen::V,ліцца,чвахизе
827,fließen::V,цячы,чвахизе
828,sich drehen::V,круціцца,сверизе
829,sich drehen::V,варочацца,сверизе
830,schwanken::V,хістацца,хьвагӏезе
831,schwanken::V,хістацца,багъа-бачаризе
832,schwingen::V,гайдацца,щвартӏезе
833,schwingen::V,калыхацца,щвартӏезе
834,fallen::V,падаць,бортизе
835,brennen::V,гарэць,рекӏине
836,rauchen::V,дымець,кӏкӏуй буризе
837,regnen::V,дажджыць,базе
838,gefrieren::V,замерзнуць,гӏу́низе
839,tauen::V,раставаць,биаризе
840,schmelzen::V,плавіцца,биине
841,trocknen::V,сохнуць,бакъвазе
842,sieden::V,кіпець,гьалдезе
843,faulen::V,гнісці,махӏцине
844,verfaulen::V,згнісці,туризе
845,reißen::V,ірвацца,бихъизе
846,versinken::V,тануць,гъанкъизе
847,vergehen::V,праходзіць,базе
848,vergehen::V,праходзіць,бахъизе
849,vergehen::V,праходзіць,ине
850,erscheinen::V,зʼявіцца,баккизе
851,verschwinden::V,знікнуць,къине
852,verschwinden::V,знікнуць,билизе
853,sinken::V,спадаць,гӏодо́бе ккезе
854,abnehmen::V,паменшыцца,тӏаса камизе
855,zunehmen::V,павялічвацца,гӏемерлъизе
856,steigen::V,паднімацца,бахине
857,wachsen::V,расці,кӏодолъизе
858,glänzen::V,блішчаць,цӏвакизе
859,funkeln::V,бліскаць,паркъезе
860,lärmen::V,шумець,хъудизе
861,lärmen::V,шумець,чӏиргъдизе
862,läuten::V,званіць,кьабизе
863,klingeln::V,званіць,кьабизе
864,klirren::V,бразгаць,зваргъизе
865,brausen::V,бушаваць,гьалаглъизе
866,rauschen::V,шастаць,шуршудизе
867,klingen::V,гучаць,бахъине
868,bellen::V,брахаць,гъанчдезе
869,heulen::V,выць,рурудизе
870,blasen::V,дзьмухнуць,гьохьизе
871,pfeifen::V,свістаць,гьещтӏезе
872,schreien::V,крычаць,ахӏизе
873,schreien::V,крычаць,ахӏдезе
874,stöhnen::V,стагнаць,зигардизе
875,zittern::V,дрыжаць,дарран
876,zittern::V,дрыжаць,гьаргьадизе
877,leben::V,жыць,бетӏербахъизе
878,geboren werden::V,нарадзіцца,лъугьине
879,atmen::V,дыхаць,хӏухьел биччазе
880,trinken::V,піць,гьекъезе
881,essen::V,есці,квине
882,essen::V,есці,кваназе
883,schlucken::V,глытаць,кӏкӏвине
884,schlucken::V,глытаць,къулчӏизе
885,müde werden::V,стаміцца,сваказе
886,einschlafen::V,заснуць,кьижизе
887,einschlafen::V,заснуць,гъапуллъизе
888,schlafen::V,спаць,кьижизе
889,aufwachen::V,рассыпацца,бигьине
890,aufstehen::V,устаць,бахъине
891,aufstehen::V,устаць,тӏадебахъине
892,sich erholen::V,адпачываць,хьи бахъизе
893,sich erholen::V,адпачываць,хӏалхьи гьабизе
894,krank werden::V,захварэць,унтизе
895,krank sein::V,хварэць,унтизе
896,schmerzen::V,балець,унтизе
897,husten::V,кашляць,хъегӏизе
898,genesen::V,паправіцца,лъилъизе
899,genesen::V,паздаравець,лъилъизе
900,sterben::V,памерці,хвезе
901,umkommen::V,загінуць,гьалаглъизе
902,sich bewegen::V,рухацца,багъаризе
903,sich bewegen::V,рухацца,багъаргъизе
904,sich rühren::V,варушыцца,багъаризе
905,sich erheben::V,устаць,тӏадебахъине
906,sich erheben::V,устаць,бахъине
907,sich setzen::V,сесці,гӏодов чӏезе
908,hinfallen::V,упасці,щапизе
909,laufen::V,хадзіць,хьвадизе
910,schreiten::V,шагаць,чӏезе
911,schreiten::V,крочыць,чӏезе
912,spazierengehen::V,гуляць,тира-сверизе
913,eilen::V,спяшацца,ракӏхӏалакине
914,eilen::V,спяшацца,дуризе
915,sich beeilen::V,спяшацца,дуризе
916,sich beeilen::V,спяшацца,гӏедегӏизе
917,sausen::V,імчацца,тӏуризе
918,rennen::V,бегаць,бекеризе
919,springen::V,скакаць,кӏанцӏизе
920,klettern::V,лазіць,хархадизе
921,schaukeln::V,гайдацца,гьерщезе
922,kriechen::V,поўзаць,хъурщизе
923,schwimmen::V,плаваць,лъедезе
924,tauchen::V,ныраць,букъардизе
925,rudern::V,веславаць,хазе
926,fahren::V,ехаць,ине
927,fliegen::V,лятаць,боржине
928,gehen::V,ісці,ине
929,weggehen::V,пайсці,ине
930,abfahren::V,адʼяжджаць,къокъине
931,anhalten::V,спыніцца,чӏезе
932,anhalten::V,спыніцца,тархъизе
933,anhalten::V,спыніцца,лъалхъизе
934,anhalten::V,затрымацца,чӏезе
935,anhalten::V,затрымацца,тархъизе
936,anhalten::V,затрымацца,лъалхъизе
937,hineingehen::V,уваходзіць,тӏаделъугьине
938,eintreten::V,увайсці,лъугьине
939,kommen::V,прыйсці,бачӏине
940,ankommen::V,прыбыць,щвезе
941,ankommen::V,прыбыць,тӏадебачӏине
942,zurückkommen::V,вярнуцца,тадбуссине
943,zurückkommen::V,вярнуцца,тӏадбуссине
944,bleiben::V,застацца,чӏезе
945,bleiben::V,застацца,хутӏизе
946,warten::V,чакаць,чӏезе
947,erwarten::V,чакаць,балагьизе
948,suchen::V,шукаць,балагьизе
949,finden::V,знайсці,батизе
950,versuchen::V,прабаваць,хӏалбихьизе
951,vorbereiten::V,падрыхтаваць,хӏадурлъизабизе
952,lieben::V,кахаць,балай бегьизе
953,mögen::V,любіць,бокьизе
954,lachen::V,смяяцца,белъизе
955,rühren::V,расчуліць,
956,weinen::V,плакаць,гӏодизе
957,schimpfen::V,лаяцца,гъанчдезе
958,sich ärgern::V,сердаваць,вагъизе
959,sich ärgern::V,сердаваць,ццида́хине
960,sich fürchten::V,баяцца,хӏинкъизе
961,fürchten::V,баяцца,беркъазе
962,fürchten::V,баяцца,хӏинкъа-къазе
963,fliehen::V,уцякаць,лъутизе
964,flüchten::V,уцячы,лъутизе
965,sehen::V,бачыць,бихьизе
966,anschauen::V,паглядзець,бертӏамизе
967,anschauen::V,паглядзець,балагьизе
968,ansehen::V,глядзець,бала-гъалагьизе
969,hören::V,чуць,рагӏизе
970,zuhören::V,слухаць,гӏенеккизе
971,probieren::V,каштаваць,кӏалдиб хъва́зе
972,probieren::V,каштаваць,чӏамизе
973,riechen::V,нюхаць,су́нтӏизе
974,fühlen::V,адчуваць,чӏвазе
975,scheinen::V,здавацца,
976,zu sehen sein::V,віднецца,бихьизе
977,vernehmen::V,пачуць,рагӏизе
978,frieren::V,мёрзнуць,цӏорозе
979,tun::V,рабіць,гьабизе
980,können::V,умець,кӏвезе
981,können::V,умець,лъазе
982,wollen::V,хацець,бокьизе
983,anfangen::V,пачаць,байбихьизе
984,beenden::V,закончыць,тӏубазабизе
985,beenden::V,закончыць,лъугӏизабизе
986,aufhören::V,перастаць,бахъизе
987,gelingen::V,удацца,бахъизе
988,geraten::V,аказацца,бахъизе
989,öffnen::V,адчыніць,рагьизе
990,schließen::V,зачыніць,къазе
991,stellen::V,паставіць,чӏвазе
992,setzen::V,пасадзіць,рекӏинабизе
993,setzen::V,пасадзіць,гӏодор чӏезаризе
994,legen::V,класці,лъезе
995,berühren::V,чапаць,хъвазе
996,verbinden::V,звязаць,хьухьине
997,verbinden::V,звязаць,бухьине
998,bedecken::V,накрыць,кквезе
999,aufhängen::V,павесіць,базе
1000,anzünden::V,запаліць,бакизе
1001,anzünden::V,запаліць,рекӏинабизе
1002,aufheben::V,падняць,
1003,zurücklassen::V,пакінуць,тезе
1004,verlieren::V,згубіць,билизабизе
1005,fallen lassen::V,упусціць,бортизабизе
1006,machen::V,зрабіць,гьабизе
1007,herstellen::V,вырабіць,гьабизе
1008,herstellen::V,вырабіць,хӏадурлъизабизе
1009,bauen::V,будаваць,базе
1010,bauen::V,будаваць,гьабизе
1011,reparieren::V,правіць,къачӏазе
1012,verbessern::V,палепшыць,лъикӏлъизабизе
1013,ändern::V,змяніць,хисизабизе
1014,graben::V,капаць,бухъизе
1015,beugen::V,сагнуць,хьетӏизабизе
1016,biegen::V,пагнуць,гьетӏизабизе
1017,drehen::V,вярцець,тиризабизе
1018,drehen::V,вярцець,свердизабизе
1019,wenden::V,павярнуць,бегизе
1020,umdrehen::V,перавярнуць,бегизе
1021,umdrehen::V,перавярнуць,бега-битӏизе
1022,heben::V,падымаць,борхизе
1023,hochheben::V,падняць,борхалъизабизе
1024,hochheben::V,падняць,борхизе
1025,ergreifen::V,схапіць,кквезе
1026,ergreifen::V,схваціць,кквезе
1027,halten::V,трымаць,кквезе
1028,drücken::V,націскаць,къазе
1029,drücken::V,націскаць,къанцӏу́зе
1030,drücken::V,націскаць,къвал ба́зе
1031,schieben::V,пхаць,хъилдизе
1032,schieben::V,штурхаць,хъилдизе
1033,kratzen::V,скрэбці,хачазе
1034,lecken::V,лізаць,чӏикӏизе
1035,beißen::V,кусаць,хӏанчӏизе
1036,beißen::V,кусаць,хӏанчӏизабизе
1037,abreißen::V,адарваць,тӏезе
1038,abreißen::V,адарваць,тӏезабизе
1039,abschneiden::V,адрэзаць,къотӏизе
1040,binden::V,вязаць,бухьине
1041,stecken::V,уваткнуць,къазабизе
1042,brechen::V,зламаць,бекизе
1043,klopfen::V,стукаць,дванкезе
1044,hauen::V,біць,базе
1045,kleben::V,клеіць,бацӏцӏине
1046,reiben::V,церці,хачазе
1047,streichen::V,намазаць,бахине
1048,streichen::V,намазаць,жужазе
1049,schleifen::V,тачыць,лъухьизе
1050,schneiden::V,рэзаць,къотӏизе
1051,rütteln::V,хістаць,багъа-бачаризабизе
1052,schütteln::V,трэсці,кӏобокӏизе
1053,schwenken::V,махаць,гьесадизе
1054,schwenken::V,махаць,хьвагӏезабизе
1055,schütten::V,наліць,тӏезе
1056,füllen::V,напоўніць,цӏезабизе
1057,einwickeln::V,загарнуць,жемизе
1058,tragen::V,несці,баччизе
1059,schleppen::V,цягнуць,бехъерхъизе
1060,ziehen::V,цягнуць,цӏазе
1061,aufbewahren::V,захоўваць,цӏунизе
1062,werfen::V,кідаць,рехизе
1063,fangen::V,лавіць,кквезе
1064,packen::V,схапіць,кквезе
1065,packen::V,схваціць,кквезе
1066,verstecken::V,схаваць,бахчизе
1067,teilen::V,раздзяліць,бикьизе
1068,schicken::V,пасылаць,битӏизе
1069,bringen::V,прынесці,баччизе
1070,hinzufügen::V,дабавіць,жубазе
1071,bekommen::V,дастаць,щвезе
1072,erhalten::V,атрымаць,щвезе
1073,erhalten::V,атрымаць,босизе
1074,nehmen::V,ўзяць,босизе
1075,wählen::V,выбраць,бищизе
1076,auswählen::V,адабраць,тӏасабищизе
1077,bewahren::V,захаваць,цӏунизе
1078,behindern::V,перашкаджаць,квекӏен гьабизе
1079,verderben::V,сапсаваць,хвезабизе
1080,beschädigen::V,пашкодзіць,галгъазабизе
1081,zerbrechen::V,разбіць,щущазабизе
1082,zerreißen::V,разадраць,бихъизе
1083,zerstören::V,разбурыць,биххизабизе
1084,verbrennen::V,спаліць,бухӏизе
1085,geben::V,даць,кьезе
1086,reichen::V,перадаць,кьезе
1087,schenken::V,дарыць,кьезе
1088,versprechen::V,абяцаць,назру гьабизе
1089,wünschen::V,жадаць,бокьизе
1090,loben::V,хваліць,беццизе
1091,loben::V,хваліць,бецца-бекъизе
1092,küssen::V,цалаваць,баизе
1093,wiegen::V,гушкаць,чӏучӏадизабизе
1094,wiegen::V,калыхаць,чӏучӏадизабизе
1095,zudecken::V,накрыць,тӏадбигъине
1096,wecken::V,пабудзіць,бигьинабизе
1097,zeigen::V,паказаць,бихьизабизе
1098,führen::V,весці,бачине
1099,lehren::V,вучыць,малъизе
1100,lehren::V,вучыць,цӏализабизе
1101,unterrichten::V,выкладаць,цӏализабизе
1102,aufziehen::V,выхаваць,гӏезабизе
1103,leiten::V,кіраваць,нухмалъи гьабизе
1104,antreiben::V,падганяць,гӏедегӏизабизе
1105,lassen::V,прымусіць,
1106,einladen::V,запрасіць,ахӏизе
1107,einladen::V,запрасіць,тӏадеахӏизе
1108,vereinigen::V,абʼяднаць,цолъизабизе
1109,besuchen::V,наведаць,баккизе
1110,besuchen::V,наведаць,хьвадизе
1111,treffen::V,сустрэць,дандчӏвазе
1112,sich versammeln::V,сабрацца,данделъизе
1113,sich versammeln::V,сабрацца,бакӏаризе
1114,spielen::V,гуляць,басандизе
1115,singen::V,пець,ахӏизе
1116,singen::V,спяваць,ахӏизе
1117,tanzen::V,танцаваць,кьурдизе
1118,sich trennen::V,расстацца,батӏалъизе
1119,verlassen::V,пакінуць,тезе
1120,verlassen::V,пакінуць,рехунтезе
1121,retten::V,выратаваць,хвасар гьабизе
1122,retten::V,выратаваць,хвасарлъизабизе
1123,bewachen::V,ахоўваць,цӏунизе
1124,schützen::V,уберагаць,цӏунизе
1125,verteidigen::V,абараніць,цӏунизе
1126,sich schlagen::V,біцца,багъизе
1127,sich schlagen::V,драцца,багъизе
1128,schießen::V,страляць,речӏчӏизе
1129,siegen::V,перамагчы,бергьине
1130,ärgern::V,злаваць,вагъизавизе
1131,schlagen::V,ударыць,кьабизе
1132,treten::V,штурхаць,мал тункизе
1133,stechen::V,укалоць,къазабизе
1134,stoßen::V,папхнуць,тункизе
1135,stoßen::V,папхнуць,хъилдизе
1136,stehlen::V,украсці,щинкӏизабизе
1137,stören::V,перашкодзіць,квекӏен гьабизе
1138,stören::V,перашкодзіць,татубахъи гьабизе
1139,belästigen::V,дакучаць,рахӏатхвезабизе
1140,verbergen::V,скрыць,бахчизе
1141,verbergen::V,скрыць,балъго тезе
1142,verbergen::V,схаваць,бахчизе
1143,verbergen::V,схаваць,балъго тезе
1144,täuschen::V,падмануць,божуда рекӏкӏ гьабизе
1145,täuschen::V,падмануць,гуккизе
1146,betrügen::V,змахляваць,хӏилла гьабизе
1147,betrügen::V,змахляваць,сандирахълъи гьабизе
1148,töten::V,забіць,чӏвазе
1149,wohnen::V,жыць,яшав гьабизе
1150,arbeiten::V,працаваць,хӏалтӏизе
1151,sammeln::V,сабраць,бакӏаризе
1152,pflücken::V,зрываць,бетӏизе
1153,jagen::V,паляваць,чан гьабизе
1154,fischen::V,рыбачыць,ччугӏа кквезе
1155,fassen::V,злавіць,кквезе
1156,hüten::V,пасвіць,кваназабизе
1157,treiben::V,гнаць,гъезе
1158,anbinden::V,прывязаць,бухьине
1159,füttern::V,карміць,кваназабизе
1160,melken::V,даіць,бечӏчӏизе
1161,hacken::V,сячы,чӏвазе
1162,gießen::V,паліць,лъалъазе
1163,reifen::V,паспець,барщизе
1164,zubereiten::V,зварыць,бежа-белъине
1165,zubereiten::V,згатаваць,бежа-белъине
1166,kochen::V,варыць,белъине
1167,backen::V,пячы,базе
1168,braten::V,смажыць,бежизе
1169,umrühren::V,перамяшаць,багъаризе
1170,stricken::V,вязаць,хьухьине
1171,nähen::V,шыць,букъизе
1172,färben::V,пафарбаваць,кьер гьабизе
1173,reinigen::V,ачысціць,бацӏцӏине
1174,waschen::V,мыць,чуризе
1175,abwischen::V,выцерці,бацӏцӏине
1176,spülen::V,паласкаць,хулизе
1177,fegen::V,падмятаць,лъухьизе
1178,kehren::V,месці,лъухьизе
1179,baden::V,купацца,чордезе
1180,sich waschen::V,мыцца,
1181,ausziehen::V,зняць,бахъизе
1182,anziehen::V,надзець,ретӏине
1183,sich anziehen::V,адзецца,ретӏине
1184,kämmen::V,прычасаць,хазе
1185,schmücken::V,аздобіць,чӏухӏизабизе
1186,sagen::V,сказаць,бицине
1187,sprechen::V,гаварыць,бицине
1188,reden::V,размаўляць,гаргадизе
1189,sich unterhalten::V,гутарыць,гаргадизе
1190,fragen::V,спытаць,цӏехезе
1191,fragen::V,спытаць,гьикъизе
1192,bitten::V,прасіць,гьаризе
1193,erzählen::V,расказаць,бицине
1194,mitteilen::V,паведаміць,лъазабизе
1195,nennen::V,назваць,цӏар лъезе
1196,rufen::V,зваць,ахӏизе
1197,prahlen::V,хваліцца,беццаризе
1198,übersetzen::V,перакласці,буссинабизе
1199,denken::V,думаць,ургъизе
1200,glauben::V,верыць,божизе
1201,bemerken::V,заўважыць,берречӏчӏизе
1202,erkennen::V,пазнаць,лъазе
1203,erkennen::V,пазнаць,батӏаго бахъизе
1204,begreifen::V,спасцігнуць,бичӏчӏизе
1205,verstehen::V,пачуць,
1206,lernen::V,вучыцца,цӏализе
1207,wissen::V,знаць,лъазе
1208,sich erinnern an::V,памятаць,ракӏалде щвезе
1209,vergessen::V,забыць,кӏочене
1210,messen::V,мераць,борцине
1211,zählen::V,лічыць,рикӏкӏине
1212,rechnen::V,лічыць,рикӏкӏине
1213,lesen::V,чытаць,цӏализе
1214,malen::V,маляваць,бахъизе
1215,zeichnen::V,рысаваць,бахъизе
1216,schreiben::V,пісаць,хъвазе
1217,besitzen::V,мець,щвезе
1218,besitzen::V,мець,бу́кӏине
1219,kaufen::V,купіць,босизе
1220,verkaufen::V,прадаць,бичизе
1221,bezahlen::V,заплаціць,кьезе
1222,zahlen::V,плаціць,кьезе
1223,beherrschen::V,уладаць,
1224,beherrschen::V,валодаць,
1225,ertragen::V,выцерпець,баччизе
