,Concept_ID,av,myv
329,Rand::N,мицӏир,чире
330,Kante::N,рагӏал,ирдез
331,Kante::N,рагӏа-ракьан,ирдез
332,Ecke::N,цили,ужо
333,Spitze::N,тӏогь,пряне
334,Spitze::N,тӏогь,пе
335,Ende::N,кӏал,пе
336,Loch::N,каратӏ,варя
337,Muster::N,накъиш,сёрма
338,Größe::N,кӏодо́лъи,сэрь
339,Größe::N,кӏодо́лъи,покшолма
340,Länge::N,халалъи,кувалмо
341,Höhe::N,борхалъи,сэрь
342,Höhe::N,борхалъи,пандо
343,Gewicht::N,бакӏлъи,сталмо
344,Haufen::N,гъуни,мар
345,Haufen::N,гъуни,валявкс
346,Reihe::N,ирга́,ряд
347,Boot::N,раса,венч
348,Ruder::N,раххан,милё
349,Schlitten::N,чанагъ,нурдт
350,Ski::N,лыжаби,сокс
351,Lagerfeuer::N,цӏа,толбандя
352,Last::N,бакӏлъи,сталмо
353,Last::N,бакӏлъи,кандома
354,Gang::N,хьвади,молема
355,Gang::N,хьвади,якамо
356,Gang::N,хьвада-чӏвади,молема
357,Gang::N,хьвада-чӏвади,якамо
358,Schritt::N,гали,эскелькс
359,Norden::N,шимал,якшамо ёнкс
360,Süden::N,юг,лембе ёнкс
361,Süden::N,къибла,лембе ёнкс
362,Westen::N,гъарб,чивалгома
363,Westen::N,магъриб,чивалгома
364,Osten::N,шаркъ,чилисема
365,Osten::N,машрикъ,чилисема
366,Holz::N,цӏул,чувто
367,Brett::N,хъарщи,лаз
368,Platte::N,къоно,плита
369,Stange::N,гӏер,олга
370,Stock::N,тӏил,мандо
371,Stab::N,гӏер,олога
372,Rohr::N,турба,турба
373,Haus::N,ригь,кудо
374,Haus::N,рукъзал,кудо
375,Heim::N,рукъ,кудо
376,Ofen::N,печь,каштомо
377,Fußboden::N,чӏабар,киякс
378,Tisch::N,стол,столь
379,Stuhl::N,бакӏу,стул
380,Wiege::N,кини,лавсь
381,Wiege::N,кини,нурямот
382,Bett::N,кровать,ацамо
383,Regal::N,хъарщи,лався
384,Regal::N,хъарщи,лавсяланго
385,Kiste::N,ящик,горобия
386,Kiste::N,ящик,сундук
387,Kiste::N,тӏалагъуд,горобия
388,Kiste::N,тӏалагъуд,сундук
389,Fenster::N,гордо,вальма
390,Tür::N,нуцӏа,кенкш
391,Tor::N,каву,ортат
392,Zaun::N,раци,пирявт
393,Zaun::N,раци,пирвякс
394,Dach::N,тӏох,кудопря
395,Leiter::N,мали,кузтема
396,Besen::N,жул,тенсть
397,Spaten::N,бел,койме
398,Schaufel::N,раххан,кече
399,Schaufel::N,раххан,келей койме
400,Gabel::N,гӏучӏ,сянгине
401,Löffel::N,гъуд,пенч
402,Messer::N,нус,пеель
403,Nagel::N,магӏ,эске
404,Netz::N,гьин,алтыма
405,Haken::N,гъанцӏа,кечказ
406,Griff::N,гӏоркь,кедне
407,Schloss::N,кӏулал,замок
408,Schloss::N,кӏулал,панжома
409,Bild::N,сурат,картина
410,Puppe::N,нани,няка
411,Beutel::N,таргьа,кескав
412,Bündel::N,къай,керькс
413,Tasche::N,сумка,юдма
414,Tasche::N,къвачӏа,юдма
415,Eimer::N,ведро,ведра
416,Deckel::N,тӏалъел,велькс
417,Deckel::N,дадитӏалъел,велькс
418,Geschirr::N,цӏарагӏ,кедьге
419,Sack::N,хъап,кескав
420,Sack::N,къандалъо,кескав
421,Tasse::N,чашка,чакш
422,Topf::N,хьаг,кастрюля
423,Kessel::N,хьаг,котёл
424,Kessel::N,гереги,котёл
425,Essen::N,тӏагӏам,ярсамо
426,Nahrung::N,квен,ярсамопель
427,Speise::N,квен,ярсамопель
428,Fleisch::N,гьан,сывель
429,Getreide::N,бугӏа-ролъ,сюро
430,Getreide::N,могьолабл_культураби,сюро
431,Brei::N,карщ,каша
432,Brot::N,чед,кши
433,Scheibe::N,мочӏу,кочом
434,Scheibe::N,мочӏу,сускомо
435,Fett::N,беэнлъи,куя
436,Butter::N,нах,ой
437,Öl::N,нах,ой
438,Salz::N,цӏам,сал
439,Suppe::N,чурпа,ям
440,Honig::N,гьоцӏо,медь
441,Milch::N,рахь,ловсо
442,Tee::N,чай,чай
443,Leder::N,тӏом,киське
444,Wolle::N,квас,пона
445,Stoff::N,ххам,коцт
446,Nadel::N,рокӏкӏен,салмукс
447,Faden::N,кун,суре
448,Knopf::N,маргъал,пов
449,Knoten::N,гарацӏ,сюлмо
450,Farbe::N,релъен,артомапель
451,Kleidung::N,ретӏел,оршамот
452,Hemd::N,гурде,панар
453,Kragen::N,габур,сиве
454,Ärmel::N,къвал,ожа
455,Hose::N,тӏажу,понкст
456,Gürtel::N,рачел,каркс
457,Mütze::N,тӏагъур,чапка
458,Stiefel::N,этек,кем
459,Stiefel::N,чакма,кем
460,Ring::N,баргъич,суркс
461,Band::N,лента,лента
462,Kamm::N,гьоркьо,сурсеме
463,Spiegel::N,матӏу,чавачамо
464,Riemen::N,рижу,кшнань каркс
465,Decke::N,одея́ло,вельтямо
466,Kissen::N,къандалъо,тодов
467,Tuch::N,квархьи,паця
468,Handtuch::N,беркӏалрацӏцӏ,нардамо
469,Kraft::N,гуч,вий
470,Kraft::N,къуват,вий
471,Stärke::N,хӏалкӏвей,виевчи
472,Gesundheit::N,сахлъи́,шумбрачи
473,Krankheit::N,унти,орма
474,Krankheit::N,унти,сэредема
475,Krankheit::N,щокълъи,орма
476,Krankheit::N,щокълъи,сэредема
477,Schmerz::N,унти,сэредькс
478,Wunde::N,ругъун,керявкс
479,Fieber::N,цӏа-кан,маштыкс
480,Arznei::N,дару,ормаменькс
481,Brücke::N,кьо,сэдь
482,Brücke::N,кьо,мадамо
483,Brunnen::N,гъуй,лисьма
484,Weide::N,рицӏцӏ,ракшань ванома тарка
485,Weide::N,лъичӏирма,ракшань ванома тарка
486,Weide::N,гӏурдаллъи,ракшань ванома тарка
487,Weide::N,ри́цӏигъветӏ,ракшань ванома тарка
488,Weide::N,рицӏцӏигъветӏ,ракшань ванома тарка
489,Pfad::N,сухъмахъ,ян
490,Weg::N,нух,ки
491,Straße::N,нух,ки
492,Dorf::N,росу,веле
493,Stadt::N,шагьар,ош
494,Brief::N,кагъат,сёрма
495,Brief::N,рисалат,сёрма
496,Buch::N,тӏехь,книга
497,Buchstabe::N,хӏарп,буква
498,Zeitung::N,газет,газета
499,Leben::N,яшав,эрямо
500,Tod::N,хвел,кулома
501,Grab::N,хоб,калмо
502,Kirche::N,килиса,церькова
503,Sünde::N,хӏакъ,чумочи
504,Sünde::N,мунагь,чумочи
505,Gott::N,бичас,паз
506,Gott::N,аллагь,паз
507,Arbeiter::N,хӏалтӏухъан,робочей
508,Chef::N,хӏаким,прявт
509,Chef::N,начальник,прявт
510,Meister::N,устар,кол тевень тенця
511,Meister::N,мастер,кол тевень тенця
512,Meister::N,махщалилав,кол тевень тенця
513,Arzt::N,жайрахӏ,врач
514,Lehrer::N,мугӏалим,учитель
515,Lehrer::N,мугӏалим,тонавтыця
516,Geld::N,гӏарац,ярмак
517,Laden::N,тукен,лавка
518,Preis::N,багьа,питне
519,Ware::N,къайи,миевкс
520,Ware::N,къайи,рамавкс
521,Nutzen::N,мунпагӏат,паро
522,Nutzen::N,мунпагӏат,лезэ
523,Reichtum::N,бечелъи,сюпавчи
524,Welt::N,дуниял,мир
525,Welt::N,дуниял,мастор ланго
526,Land::N,улка,мастор
527,Land::N,икълим,мастор
528,Staat::N,пачалихъ,государства
529,König::N,пача,король
530,König::N,малик,король
531,König::N,къирал,король
532,König::N,падишагь,король
533,Macht::N,кверщел,азорксчи
534,Grenze::N,гӏорхъи,буен тешкс
535,Krieg::N,рагъ,война
536,Feind::N,тушман,душман
537,Gewalt::N,зулму,нарьгамо
538,Kampf::N,къеркьей,тюрема
539,Bogen[Waffe]::N,газаргъо,нал
540,Pfeil::N,чӏор,нал
541,Gewehr::N,туманкӏ,ружия
542,Gewehr::N,туманкӏ,винтовка
543,Fehler::N,гъалатӏ,ильведькс
544,Fehler::N,гъалатӏ,ильведевкс
545,Lüge::N,гьереси,манчема
546,Lüge::N,гьереси,кенгелема
547,Schaden::N,зиян,зыян
548,Schaden::N,зарал,зыян
549,Unglück::N,балагь,зыян
550,Schuld::N,гӏайиб,чумочи
551,Alter::N,гӏумру,шка
552,Schluss::N,ахир,пе
553,Zeit::N,заман,шка
554,Zeit::N,заман,пинге
555,Tag::N,къо,чи
556,Morgen::N,радалмех,валске
557,Mittag::N,къадемех,чикуншка
558,Abend::N,релъедамех,чокшнэ
559,Nacht::N,сордо,ве
560,Woche::N,анкь,недля
561,Monat::N,моцӏ,ков
562,Jahr::N,сон,ие
563,Jahr::N,лъагӏел,ие
564,Frühling::N,их,тундо
565,Sommer::N,рии,кизэ
566,Herbst::N,хасалихълъи,сёксь
567,Winter::N,кьин,теле
568,Januar::N,январь,якшамков
569,Februar::N,февра́ль,февраль
570,März::N,март,март
571,April::N,апрель,апрель
572,Mai::N,май,май
573,Juni::N,июнь,июнь
574,Juli::N,июль,июль
575,August::N,август,август
576,September::N,сентябрь,сентября
577,Oktober::N,октябрь,октября
578,November::N,ноябрь,ноября
579,Dezember::N,декабрь,декабря
580,Montag::N,итни,пондельник
581,Dienstag::N,талат,овторник
582,Mittwoch::N,арбагӏ,серёда
583,Donnerstag::N,хамиз,цетьверьг
584,Freitag::N,рузман,пеця
585,Samstag::N,щамат,субута
586,Samstag::N,щамат,шлямочи
587,Sonntag::N,гьатӏан,недлячи
588,groß::A,кӏудияб,ине
589,groß::A,кӏудияб,покш
590,klein::A,гьитӏинаб,вишка
591,lang::A,халатаб,кувака
592,kurz::A,къокъаб,нурькине
593,breit::A,гӏебаб,келей
594,schmal::A,къваридаб,теине
595,dicht::A,ризаб,тусто
596,dick[Gegenstand]::A,бицатаб,эчке
597,dünn::A,тӏеренаб,човине
598,fein::A,тӏеренаб,човине
599,fest::A,къвакӏараб,кеме
600,flach::A,чӏепараб,лапужа
601,glatt::A,цӏвакараб,валаня
602,hart::A,кьварараб,калгодо
603,weich::A,тамахаб,чевте
604,rund::A,гургинаб,кеверь
605,spitz::A,бегӏераб,пшти
606,scharf::A,рекӏараб,пшти
607,stumpf::A,тӏехӏараб,ношка
608,stumpf::A,рекӏинчӏеб,ношка
609,schwer::A,бакӏаб,стака
610,schön::A,берцинаб,мазый
611,heiß::A,лагьараб,пси
612,warm::A,хинаб,лембе
613,kalt::A,квачараб,якшамо
614,kühl::A,квачараб,экше
615,frisch::A,цӏияб,свежа
616,feucht::A,рагьараб,летьке
617,nass::A,би́ччараб,начко
618,trocken::A,бакъвараб,коське
619,leer::A,чӏобогояб,чаво
620,offen::A,рагьараб,панжадо
621,offen::A,рагьараб,виде
622,geschlossen::A,рахараб-къараб,пекстазь
623,geschlossen::A,рахараб-къараб,сёлгозь
624,sauber::A,бацӏцӏадаб,ванькс
625,schmutzig::A,гъизараб,ливезев
626,roh::A,хамаб,верек
627,roh::A,гӏатӏгояб,верек
628,reif::A,барщараб,кенерезь
629,lecker::A,тӏагӏамаб,тантей
630,süß::A,гьуинаб,ламбамо
631,bitter::A,кьогӏаб,сэпей
632,sauer::A,цӏекӏаб,чапамо
633,hell::A,канаб,валдо
634,dunkel::A,бецӏаб,чопода
635,schwarz::A,чӏегӏераб,раужо
636,weiß::A,хъахӏаб,ашо
637,rot::A,багӏараб,якстере
638,gelb::A,гӏобилаб,ожо
639,gelb::A,тӏогьилаб,ожо
640,blau::A,хъахӏилаб,сэнь
641,grün::A,гӏурччинаб,пиже
642,grau::A,накӏкӏуяб,шержев
643,bunt::A,къвекӏаб,сёрмав
644,bunt::A,чара-гъараб,сёрмав
645,billig::A,учузаб,аволь питней
646,teuer::A,хири́яб,питней
647,wertvoll::A,къиматаб,питней
648,blind::A,беццаб,сокор
649,taub::A,гъугъаб,амариця
650,kräftig::A,гучаб,пек виев
651,stark::A,къуватаб,виев
652,schwach::A,гӏажизаб,лавшо
653,fett::A,кьарияб,куя
654,schlank::A,чергесаб,виде ронга
655,hübsch::A,гьайбатаб,мазый
656,böse::A,ракӏквешаб,кежей
657,dumm::A,гьагаб,чавола
658,dumm::A,гьагаб,превтеме
659,dumm::A,гӏантаб,чавола
660,dumm::A,гӏантаб,превтеме
661,faul::A,кӏохӏалаб,нузякс
662,faul::A,кӏухӏа́лаб,нузякс
663,fleißig::A,хӏаракатаб,мелень путыця
664,geizig::A,къарумаб,скупой
665,klug::A,лумияб,превей
666,geschickt::A,махщел бугев,маштозь теезь
667,lieb::A,гӏазизаб,вадря
668,lustig::A,кепаб,весёла
669,sanft::A,хӏалимаб,сэтьме
670,sanft::A,хӏере́наб,сэтьме
671,hungrig::A,бакъараб,вачо
672,krank::A,щокъаб,сэредиця
673,krank::A,унтараб,сэредиця
674,nackt::A,гӏицӏаб,штапо
675,nackt::A,чӏанкӏараб,штапо
676,traurig::A,пашманаб,нусманя
677,lebendig::A,чӏагояб,эриця
678,gut::A,лъикӏаб,паро
679,schlecht::A,къадараб,берянь
680,richtig::A,битӏараб,виде
681,schlimm::A,нажасаб,берянь
682,schlimm::A,къабихӏаб,берянь
683,wahr::A,хӏакъаб,алкуксонь
684,wahr::A,битӏараб,алкуксонь
685,alt::A,басрияб,ташто
686,neu::A,цӏияб,од
687,ehemalig::A,цебе́госеб,икелень
688,alt[Lebewesen]::A,хераб,сыре
689,jung::A,тӏинчӏаб,од
690,jung::A,гӏолохъанаб,од
691,arm::A,пакъираб,кажов
692,reich::A,бечедаб,сюпав
693,bekannt::A,лъалеб,содавикс
694,berühmt::A,машгьураб,содавикс
695,fremd::A,чияр,лия
696,fremd::A,чияр,асодавикс
697,verschieden::A,батӏи-батӏияб,эрьва
698,nah::A,гӏагарда бугеб,а васолонь
699,fern::A,рикӏкӏадаб,умонь
700,fern::A,рикӏкӏадаб,кезэрень
701,linker::A,квегӏаб,керш
702,rechter::A,кваранаб,вить
703,anderer::A,батӏияб,лия
704,erster::A,тӏоцебесеб,васень
705,erster::A,тӏоцебесеб,васенце
706,zweiter::A,кӏиабилеб,омбоце
707,dritter::A,лъабабилеб,колмоце
708,letzter::A,ахирисеб,меельце
709,allein::ADV,ялгъузго,башка
710,allein::ADV,ялгъузго,ськамонзо
711,auf einmal::ADV,цихӏинтӏаго,вейсэ
712,zusammen::ADV,цойида,вейс
713,zusammen::ADV,цойида,вейсэ
714,plötzlich::ADV,цойидасанго,апак учо
715,sofort::ADV,гьебсагӏат,курок
716,sofort::ADV,гьебсагӏат,нейке
717,jetzt::ADV,гьанже,ней
718,heute::ADV,жакъа,течи
719,morgen::ADV,метер,ванды
720,bald::ADV,гьабсагӏаталъ,курок
721,dann::ADV,цинги,мейле
722,dann::ADV,цинги,седе мейле
723,gestern::ADV,сон,исяк
724,einst::ADV,цин,весть
725,einst::ADV,цин,зярдо-бути
726,damals::ADV,гьебмехалъ,сестэ
727,damals::ADV,гьебмехалда,сестэ
728,danach::ADV,цинги,мейле
729,danach::ADV,цинги,седе мейле
730,danach::ADV,хадуса,мейле
731,danach::ADV,хадуса,седе мейле
732,vorher::ADV,цебе,васняяк
733,zuerst::ADV,тӏоцебе,васня
734,einmal::ADV,цинцӏул,весть
735,einmal::ADV,цихӏин,весть
736,einmal::ADV,цоцӏул,весть
737,manchmal::ADV,олоцӏул,лиясто
738,oft::ADV,гӏемерго,сеетьстэ
739,immer::ADV,кидаго,свал
740,niemals::ADV,киданиги,а зярдояк
741,hier::ADV,аниб,тесэ
742,hierhin::ADV,анибехун,тей
743,von hier::ADV,гьаниса,тестэ
744,dort::ADV,гьениб,тосо
