,Concept_ID,mrj,os
237,Kind::N,ӓзӓ,сывӕллон
238,Kind::N,шачшы,сывӕллон
239,Junge::N,рвезӹ,лӕппу
240,Junge::N,ӹрвезӹ,лӕппу
241,Mädchen::N,ӹдӹрӓш,чызг
242,Familie::N,йиш,бинонтæ
243,Familie::N,семня,бинонтæ
244,Großvater::N,тьоти,фыдыфыд
245,Großvater::N,тьоти,мадыфыд
246,Großmutter::N,папа,фыды мад
247,Großmutter::N,папа,мады мад
248,Eltern::N,ӓтя-ӓвӓ,ныййарджытæ
249,Vater::N,ӓтя,фыд
250,Mutter::N,ӓвӓ,мад
251,Sohn::N,эргӹ,фырт
252,Tochter::N,ӹдӹр,чызг
253,Bruder::N,ӹза,ӕфсымӕр
254,Schwester::N,ӓкӓ,хо
255,Onkel::N,кугуза,фыдыфсымӕр
256,Tante::N,куака,мадыхо
257,Ehemann::N,мары,мой
258,Ehefrau::N,вӓтӹ,ус
259,Freude::N,ӹвӹртӹмӓш,цин
260,Freude::N,ӹвӹртӹмӓш,циндзинад
261,Gelächter::N,ваштылмаш,худын
262,Gelächter::N,ваштылмаш,худт
263,Gelächter::N,ваштылмаш,худæг
264,Glück::N,пиӓл,амонд
265,Kummer::N,ясы,хъыг
266,Wunsch::N,охата,бӕллиц
267,Wunsch::N,шанымаш,бӕллиц
268,Lust::N,шӓр,монц
269,Lust::N,охата,монц
270,Lust::N,шанымаш,монц
271,Geist::N,тух,уд
272,Gedanke::N,шанымаш,хъуыды
273,Gedächtnis::N,ӓш,мысæн
274,Gedächtnis::N,ӓш,мысын
275,Gedächtnis::N,ӓш,зæрдылдарын
276,Verstand::N,ыш,зонд
277,Sinn::N,кын,нысаниуæг
278,Grund::N,вир,ӕфсон
279,Wahrheit::N,тöр,æцæг
280,Gespräch::N,хытырымаш,ныхас
281,Märchen::N,ямак,аргъау
282,Erzählung::N,шайыштмаш,радзырд
283,Nachricht::N,увертӓрӹмӓш,уац
284,Neuigkeit::N,увер,хабар
285,Name::N,лӹм,ном
286,Rätsel::N,тышты,уыци-уыци
287,Rätsel::N,тышты,базон-базон
288,Rede::N,шая,раныхас
289,Rede::N,шамак,раныхас
290,Sprache::N,йӹлмӹ,ӕвзаг
291,Stimme::N,юк,хъӕлӕс
292,Wort::N,шамак,дзырд
293,Zeichen::N,палӹ,нысан
294,Ruf::N,сӹгӹрӹмӓш,сидт
295,Lärm::N,юкланымащ,уынæр
296,Laut::N,юк,зӕл
297,Laut::N,юк,мыр
298,Ton::N,юк,мыр
299,Lied::N,мыры,зарӕг
300,Ruhe::N,тыр,æнцой
301,Leute::N,эдемвлӓ,адӕм
302,Volk::N,халык,адӕм
303,Arbeit::N,пӓшӓ,фӕллой
304,Gast::N,хына,уазӕг
305,Geschenk::N,подарка,хуын
306,Spiel::N,мадыш,хъазт
307,Gesellschaft::N,йӓл,дзыллæ
308,Gesellschaft::N,йӓл,æхсæнад
309,Gesellschaft::N,йӓлвлӓ,дзыллæ
310,Gesellschaft::N,йӓлвлӓ,æхсæнад
311,Hilfe::N,палшык,æххуыс
312,Hilfe::N,палшык,ахъаз
313,Freund::N,тӓнг,лымӕн
314,Kamerad::N,тос,ӕмбал
315,Angelegenheit::N,дела,хъуыддаг
316,Angelegenheit::N,йела,хъуыддаг
317,Angelegenheit::N,йыла,хъуыддаг
318,Angelegenheit::N,пӓшӓ,хъуыддаг
319,Anzahl::N,шот,бӕрц
320,Art::N,цӹре,хуыз
321,Art::N,цӹре,хуызад
322,Stück::N,лаштык,кæрдих
323,Stück::N,лаштык,комдзаг
324,Teil::N,пай,хай
325,Teil::N,часть,хай
326,Hälfte::N,пел,æрдæг
327,Hälfte::N,пел,æмбис
328,Kreis::N,тӹртӹш,зиллакк
329,Kreuz::N,крестӹ,дзуар
330,Abstand::N,ло,æхсæнуат
331,Entfernung::N,ло,дæрддзæг
332,Entfernung::N,ло,дардцæг
333,Gegend::N,вӓр,ран
334,Platz::N,вӓр,бууат
335,Ort::N,вӓр,ран
336,Ort::N,вӓр,бынат
337,Seite::N,öрдӹж,фахс
338,Mitte::N,ло,астӕу
339,Gegenstand::N,хӓдӹр,дзаума
340,Sache::N,хӓдӹр,дзаума
341,Rand::N,шöр,кӕрон
342,Kante::N,шöр,фӕрск
343,Ecke::N,лык,тигъ
344,Ecke::N,лык,фисын
345,Spitze::N,вуй,бырынкъ
346,Ende::N,вуй,кӕрон
347,Ende::N,мычаш,кӕрон
348,Loch::N,ыраж,хуынкъ
349,Winkel::N,лык,къуым
350,Muster::N,тӹрлец,нывæфтыд
351,Muster::N,тӹрлец,кæдзист
352,Größe::N,кӱкшӹц,ас
353,Länge::N,кыт,дӕргъ
354,Höhe::N,кӱкшӹц,бæрзонд
355,Höhe::N,кӱкшӹц,бæрзæнд
356,Höhe::N,кӱкшӹц,бæрзонддзинад
357,Gewicht::N,нелӹц,уӕз
358,Menge::N,шот,бӕрц
359,Haufen::N,ара,кӕри
360,Reihe::N,ряд,рӕнхъ
361,Boot::N,пыш,чема
362,Ruder::N,вешлӓ,къохар
363,Schlitten::N,тир,дзоныгъ
364,Ski::N,ечӹ,къахдзоныгътæ
365,Ski::N,ечӹ,лыжæтæ
366,Lagerfeuer::N,тыл,арт
367,Last::N,нелӹц,уаргъ
368,Gang::N,ход,цыд
369,Schritt::N,ашкыл,санчъех
370,Schritt::N,ашкыл,къахдзӕф
371,Norden::N,йыдпелвел,цæгат
372,Süden::N,кечӹвӓлвел,хуссар
373,Westen::N,кечӹ шӹцмӹ,ныгуылæн
374,Osten::N,ирвел,скæсæн
375,Osten::N,кечӹ лӱлтмӹ,скæсæн
376,Holz::N,пушӓнгӹ,хъӕдӕрмӕг
377,Brett::N,ханга,фæйнæг
378,Platte::N,плитӓ,къӕй
379,Stütze::N,цӓрӓк,быцæу
380,Stange::N,равы,хъил
381,Stange::N,намаш,хъил
382,Stock::N,панды,лӕдзӕг
383,Stab::N,равы,хъил
384,Rohr::N,пыч,хӕтӕл
385,Haus::N,пöрт,хӕдзар
386,Heim::N,пöрт,къона
387,Ofen::N,камака,пец
388,Fußboden::N,седӹрӓ,астӕрд
389,Tisch::N,стöл,стъол
390,Stuhl::N,пöкен,бандон
391,Wiege::N,шипкӓ,авдæн
392,Bett::N,койка,сынтӕг
393,Bett::N,кравать,сынтӕг
394,Regal::N,полицӓ,тӕрхӕг
395,Regal::N,полицӓ,уӕлвӕйнӕг
396,Kiste::N,шӱ́ндӹк,асыкк
397,Fenster::N,окня,рудзынг
398,Fenster::N,окня,фæрссаг
399,Tür::N,амаса,дуар
400,Tor::N,хапка,кулдуар
401,Zaun::N,забор,æмбонд
402,Zaun::N,забор,быру
403,Zaun::N,забор,гæрæн
404,Dach::N,левӓш,уӕлхӕдзар
405,Leiter::N,ташкалтыш,асин
406,Besen::N,сало,уисой
407,Besen::N,салко,уисой
408,Spaten::N,кольмы,бел
409,Schaufel::N,лоток,æвгæнæн
410,Schaufel::N,лоток,кæфой
411,Gabel::N,ви́лка,вилкæ
412,Löffel::N,савала,уидыг
413,Messer::N,кӹзӹ,кард
414,Nagel::N,пыда,зӕгӕл
415,Netz::N,вӓпш,хыз
416,Haken::N,крӱк,хæдз
417,Haken::N,крӱк,хæбырæгъ
418,Haken::N,кагак,хæдз
419,Haken::N,кагак,хæбырæгъ
420,Griff::N,кычем,фистон
421,Schloss::N,замок,гуыдыр
422,Schloss::N,сыравач,гуыдыр
423,Bild::N,картин,ныв
424,Figur::N,кӓн,кæрдгæныв
425,Puppe::N,поханя,чындз
426,Beutel::N,мешӓк,дзӕкъул
427,Bündel::N,топ,баст
428,Bündel::N,пидӹш,баст
429,Bündel::N,кӹлдӹш,баст
430,Tasche::N,сумкы,хызын
431,Tasche::N,сумкы,дзæкъул
432,Eimer::N,ведӹрӓ,къæрта
433,Eimer::N,ведӹрӓ,чъыбыла
434,Eimer::N,ведӹрӓ,ведра
435,Deckel::N,комдыш,сæр
436,Deckel::N,комдыш,æмбæрзæн
437,Geschirr::N,ӓтӹ,мигæнæн
438,Geschirr::N,ӓтӹ,мигæнæнтæ
439,Sack::N,мешӓк,голлаг
440,Tasse::N,цӓшкӓ,пиала
441,Tasse::N,цӓшкӓ,къус
442,Topf::N,ми́ска,аг
443,Topf::N,ми́ска,чысыл аг
444,Kessel::N,пад,аг
445,Essen::N,качкыш,хӕрд
446,Essen::N,качкыш-йӱш,хӕрд
447,Nahrung::N,качкыш,хойраг
448,Nahrung::N,качкыш-йӱш,хойраг
449,Speise::N,няня,хӕринаг
450,Fleisch::N,пай,дзидза
451,Fleisch::N,пай,фыдызгъӕл
452,Getreide::N,киндӹ,халсар
453,Brei::N,шӹрӓш,кас
454,Brot::N,сыкыр,дзул
455,Scheibe::N,ламыт,къӕбӕр
456,Scheibe::N,лаштык,къӕбӕр
457,Fett::N,кая,сой
458,Butter::N,ӱ,нӕлхӕ
459,Öl::N,ӱ,зети
460,Salz::N,санзал,цӕхх
461,Suppe::N,лем,бас
462,Honig::N,мӱ,мыд
463,Milch::N,шӹшер,ӕхсыр
464,Tee::N,чӓй,цай
465,Leder::N,шарга,мæскуы
466,Leder::N,кавашты,мæскуы
467,Wolle::N,миж,фӕсмын
468,Stoff::N,матер,хъуымац
469,Stoff::N,матери,хъуымац
470,Nadel::N,им,судзин
471,Faden::N,шӹртӹ,ӕндах
472,Knopf::N,полдыш,цӕппӕр
473,Knoten::N,пӱкшем,ӕлхынцъ
474,Farbe::N,чиӓ,ахорæн
475,Farbe::N,крӓскӓ,ахорæн
476,Kleidung::N,выргем,дарӕс
477,Hemd::N,тыгыр,хӕдон
478,Kragen::N,шӱ,æфцæггот
479,Ärmel::N,шокш,дыс
480,Hose::N,ялаш,хæлаф
481,Hose::N,ялаш,æддаг хæлаф
482,Hose::N,ялаш,салбар
483,Gürtel::N,ӹштӹ,рон
484,Mütze::N,упш,худ
485,Schuh::N,ту́фльы,басмахъ
486,Stiefel::N,кем,цырыхъхъ
487,Ring::N,шӓргӓш,къухдарӕн
488,Band::N,лемтӓ,лент
489,Kamm::N,шерге,сӕрвасӕн
490,Spiegel::N,тӹгӹр,айдæн
491,Spiegel::N,тӹгӹр,кæсæн
492,Riemen::N,прӓжӓ,гӕрз
493,Schnur::N,кӓндӹра,бӕндӕн
494,Leine::N,керем,
495,Decke::N,одеял,хъӕццул
496,Kissen::N,кӹпцӹк,баз
497,Tuch::N,савыц,кæлмæрзæн
498,Tuch::N,савыц,кæрдæн
499,Handtuch::N,шӹргӹсавыц,хисæрфæн
500,Handtuch::N,шӹргӹмсавыц,хисæрфæн
501,Kraft::N,ви,тых
502,Kraft::N,ви,хъомыс
503,Stärke::N,ви,тых
504,Stärke::N,ви,æхсар
505,Gesundheit::N,шу,æнæниздзинад
506,Gesundheit::N,шулык,æнæниздзинад
507,Krankheit::N,мыж,низ
508,Krankheit::N,мыж,рын
509,Schmerz::N,карштыш,рис
510,Wunde::N,шушыр,цӕф
511,Fieber::N,ӱштӹмыж,ризӕг
512,Fieber::N,ӱштӹмыж,тӕфсӕг
513,Arznei::N,лекӓрцӹ,хос
514,Brücke::N,кӹвер,хид
515,Brunnen::N,вӹдсӹнзӓ,цъай
516,Weide::N,ныр,хизæн
517,Weide::N,ныр,хизæнуат
518,Weide::N,ныр,сæрвæт
519,Pfad::N,ялгорны,къахвæндаг
520,Pfad::N,ялгорны,къахвæд
521,Weg::N,корны,фӕндаг
522,Straße::N,корны,фӕндаг
523,Dorf::N,сола,хъӕу
524,Stadt::N,города,сахар
525,Brief::N,сирмӓш,фыстӕг
526,Buch::N,книгӓ,чиныг
527,Buchstabe::N,буква́,дамгъӕ
528,Zeitung::N,газет,газет
529,Zeitung::N,кайзет,газет
530,Leben::N,житя,цард
531,Leben::N,житя,цӕрӕнбон
532,Tod::N,смöрт,мæлæт
533,Tod::N,смöрт,адзал
534,Grab::N,шӹгер,ингӕн
535,Grab::N,мыгилӓ,ингӕн
536,Grab::N,шӹгерлӓ,ингӕн
537,Kirche::N,церкӹ,аргъуан
538,Sünde::N,сулык,тæригъæд
539,Gott::N,йымы,хуыцау
540,Arbeiter::N,пӓшӓзӹ,кусæг
541,Chef::N,вуй,ӕмцег
542,Meister::N,мастар,мастер
543,Meister::N,мастар,дæсны
544,Arzt::N,доктор,хосгæнæг
545,Arzt::N,доктор,дохтыр
546,Lehrer::N,тымдышы,ахуыргæнæг
547,Geld::N,окса,ӕхца
548,Geschäft::N,торге́йӹмӓш,бизнес
549,Geschäft::N,торге́йӹмӓш,хъуыддаг
550,Laden::N,лапка,дукани
551,Laden::N,магазин,дукани
552,Preis::N,ӓк,аргъ
553,Ware::N,товар,базайраг
554,Nutzen::N,пайда,пайда
555,Reichtum::N,перке,хъæздыгдзинад
556,Reichtum::N,перке,исбон
557,Reichtum::N,перке,мулк
558,Welt::N,сӓндӓлӹк,дуне
559,Welt::N,свет,дуне
560,Land::N,сӓндӓлӹк,бӕстӕ
561,Staat::N,кугижӓншӹ,паддзахад
562,König::N,король,къарол
563,Macht::N,власть,хицаудзинад
564,Grenze::N,пӹсмӓн,арӕн
565,Krieg::N,вырсы,хӕст
566,Feind::N,тышман,знаг
567,Feind::N,тышман,фыдгул
568,Feind::N,тышман,фыдзæрдæ
569,Feind::N,тышман,сон
570,Gewalt::N,ви,тыхми
571,Gewalt::N,ви,тыхдзинад
572,Kampf::N,кредӓлмӓш,хæст
573,Kampf::N,кредӓлмӓш,хъæбысæйхæст
574,Kampf::N,кредӓлмӓш,тох
575,Bogen[Waffe]::N,янгеж,ӕрдын
576,Pfeil::N,пикш,фат
577,Gewehr::N,пичӓл,топп
578,Fehler::N,самынь,рӕдыд
579,Lüge::N,шая,мӕнг
580,Lüge::N,шая,гӕдыдзинад
581,Schaden::N,вре́дӓ,зиан
582,Unglück::N,пёда,бæллæх
583,Unglück::N,тымаша,бæллæх
584,Schuld::N,вуйнамат,азым
585,Alter::N,иӓш,кар
586,Alter::N,игечӹ,кар
587,Schluss::N,пӹтӓртӹш,кæрон
588,Zeit::N,веремӓ,рӕстӕг
589,Tag::N,кечӹ,бон
590,Morgen::N,ир,райсом
591,Morgen::N,ирок,райсом
592,Mittag::N,кечӹвӓл,æмбисбон
593,Abend::N,вады,изӕр
594,Nacht::N,йыд,ӕхсӕв
595,Woche::N,ӓрня,къуыри
596,Monat::N,тӹ́лзӹ,мӕй
597,Jahr::N,год,аз
598,Jahr::N,год,афӕдз
599,Frühling::N,шошым,уалдзæг
600,Sommer::N,кӓнгӹж,сӕрд
601,Herbst::N,шӹжӹ,фæззæг
602,Winter::N,тел,зымӕг
603,Winter::N,телӹ,зымӕг
604,Januar::N,январ,январь
605,Januar::N,январь,январь
606,Februar::N,февраль,февраль
607,März::N,март,мартъи
608,April::N,апрель,апрель
609,Mai::N,май,май
610,Juni::N,июнь,июнь
611,Juli::N,июль,июль
612,August::N,август,август
613,September::N,сентябрь,сентябрь
614,Oktober::N,октябрь,октябрь
615,November::N,ноябрь,ноябрь
616,Dezember::N,декавыр,декабрь
617,Montag::N,шачмы,къуырисæр
618,Dienstag::N,кышкыжмы,дыццæг
619,Mittwoch::N,вӹрчегӹ,æртыццæг
620,Donnerstag::N,изӓрня,цыппæрæм
621,Freitag::N,когарня,майрæмбон
622,Samstag::N,кукшыгечӹ,сабат
623,Sonntag::N,рушӓрня,хуыцаубон
624,groß::A,кого,дынджыр
625,klein::A,изи,гыццыл
626,lang::A,кужы,даргъ
627,kurz::A,кӹтӹк,цыбыр
628,breit::A,кымда,фӕтӕн
629,schmal::A,ӓнгӹсӹр,нарӕг
630,schmal::A,ӓнгӹсӹр,уынгӕг
631,dicht::A,шӹре,бæзджын
632,dicht::A,шӹре,тар
633,dick[Gegenstand]::A,кӹжгӹ,сӕвджын
634,dünn::A,вӹцкӹж,тæнæг
635,fein::A,пыльга,лыстӕг
636,fest::A,цаткыды,фидар
637,fest::A,цаткыды,хъӕддых
638,flach::A,тӓлякӓ,тъӕпӕн
639,glatt::A,ягылгы,лӕгъз
640,hart::A,пингӹдӹ,хъӕбӕр
641,weich::A,пышкыды,фӕлмӕн
642,rund::A,тӹртӹш,тымбыл
643,spitz::A,кашар,цыргъбырынкъ
644,spitz::A,кашар,цыргъфындз
645,scharf::A,кашар,цыргъ
646,stumpf::A,нӹшкӹ,къуымых
647,schwer::A,нелӹ,уӕззау
648,schön::A,цевер,аив
649,schön::A,цевер,рӕсугъд
650,schön::A,олмыдшы,аив
651,schön::A,олмыдшы,рӕсугъд
652,heiß::A,шокшы,тӕвд
653,warm::A,шокшы,хъарм
654,kalt::A,ӱштӹ,уазал
655,kühl::A,юалгы,сатæг
656,kühl::A,юалгы,уазалгомау
657,kühl::A,йонгата,сатæг
658,kühl::A,йонгата,уазалгомау
659,frisch::A,йонгата,сатæг
660,feucht::A,ӹлӹкшӹ,уымӕл
661,feucht::A,вӹдӹжгӹ,уымӕл
662,nass::A,начкы,хуылыдз
663,trocken::A,кукшы,хус
664,voll::A,темшӹ,дзаг
665,voll::A,темшӹ,йедзаг 
666,voll::A,темыман,дзаг
667,voll::A,темыман,йедзаг 
668,leer::A,йӓрӓ,афтид
669,offen::A,виш,гом
670,geschlossen::A,чӱчмӹ,æхгæд
671,geschlossen::A,тӹкӹлӓлтшӹ,æхгæд
672,sauber::A,ире,сыгъдæг
673,schmutzig::A,шоран,чъиллон
674,schmutzig::A,лявӹрӓн,чъиллон
675,schmutzig::A,шорангшы,чъиллон
676,roh::A,пеле кӱшӹ,хом
677,reif::A,кӱшӹ,рӕгъӕд
678,lecker::A,тотан,хӕрзад
679,süß::A,мӱӓн,адджын
680,bitter::A,качы,судзаг
681,sauer::A,шапы,туаг
682,hell::A,соты,рухс
683,hell::A,валгыды,рухс
684,dunkel::A,пӹц,талынг
685,dunkel::A,пӹцкемӹш,талынг
686,schwarz::A,шим,сау
687,weiß::A,ош,урс
688,weiß::A,ошы,урс
689,rot::A,якшаргы,сырх
690,gelb::A,сар,бур
691,gelb::A,сары,бур
692,blau::A,симсӹ,цъӕх
693,grün::A,ыжар,цъӕх
694,grün::A,ыжар,кӕрдӕгхуыз
695,grau::A,луды,цъӕх
696,grau::A,луды,фӕныкхуыз
697,bunt::A,ала,хъулон
698,bunt::A,ала,гæрæм
