,Concept_ID,ca,de
92,Regenbogen::N,arc iris,Regenbogen
93,Donner::N,tro,Donner
94,Strömung::N,corrent,Strömung
95,Tropfen::N,gota,Tropfen
96,Schaum::N,escuma,Schaum
97,Schmutz::N,brutícia,Schmutz
98,See::N,llac,See
99,Sumpf::N,pantà,Sumpf
100,Moor::N,pantà,Moor
101,Wiese::N,prat,Wiese
102,Wiese::N,prada,Wiese
103,Wald::N,bosc,Wald
104,Hügel::N,puig,Hügel
105,Hügel::N,pujol,Hügel
106,Anhöhe::N,turó,Anhöhe
107,Berg::N,muntanya,Berg
108,Gipfel::N,cim,Gipfel
109,Höhle::N,cova,Höhle
110,Abhang::N,coster,Abhang
111,Quelle::N,font,Quelle
112,Bach::N,riera,Bach
113,Fluss::N,riu,Fluss
114,Ufer::N,riba,Ufer
115,Küste::N,costa,Küste
116,Festland::N,terra ferma,Festland
117,Meer::N,mar,Meer
118,Bucht::N,cala,Bucht
119,Bucht::N,badia,Bucht
120,Insel::N,illa,Insel
121,Blume::N,flor,Blume
122,Gras::N,herba,Gras
123,Wurzel::N,rel,Wurzel
124,Wurzel::N,arrel,Wurzel
125,Baum::N,arbre,Baum
126,Stamm::N,tronc,Stamm
127,Rinde::N,escorça,Rinde
128,Ast::N,branca,Ast
129,Zweig::N,ram,Zweig
130,Blatt::N,fulla,Blatt
131,Birke::N,bedoll,Birke
132,Kiefer[Baum]::N,pi,Kiefer
133,Weide[Baum]::N,salze,Weide
134,Tanne::N,avet,Tanne
135,Horn::N,corn,Horn
136,Horn::N,banya,Horn
137,Feder::N,ploma,Feder
138,Fell::N,pell,Fell
139,Flügel::N,ala,Flügel
140,Klaue::N,urpa,Klaue
141,Kralle::N,grapa,Kralle
142,Schwanz::N,cua,Schwanz
143,Ei::N,ou,Ei
144,Nest::N,niu,Nest
145,Bau::N,cau,Bau
146,Tier::N,animāl,Tier
147,Herde::N,ramat,Herde
148,Kuh::N,vaca,Kuh
149,Bulle::N,toro,Bulle
150,Pferd::N,cavāll,Pferd
151,Schaf::N,be,Schaf
152,Schaf::N,ovella,Schaf
153,Schwein::N,bacó,Schwein
154,Hund::N,ca,Hund
155,Hund::N,gos,Hund
156,Katze::N,gat,Katze
157,Bär::N,ós,Bär
158,Eichhörnchen::N,esquirol,Eichhörnchen
159,Elch::N,ant,Elch
160,Fuchs::N,guilla,Fuchs
161,Hase::N,llebre,Hase
162,Maus::N,ratolí,Maus
163,Wolf::N,llop,Wolf
164,Vogel::N,au,Vogel
165,Vogel::N,ocēll,Vogel
166,Schwarm::N,bandada,Schwarm
167,Huhn::N,gallina,Huhn
168,Hahn::N,gall,Hahn
169,Gans::N,oca,Gans
170,Adler::N,àguila,Adler
171,Ente::N,ànec,Ente
172,Eule::N,òliba,Eule
173,Eule::N,mussol,Eule
174,Kranich::N,grua,Kranich
175,Krähe::N,cornella,Krähe
176,Kuckuck::N,cucut,Kuckuck
177,Schwan::N,cigne,Schwan
178,Fisch::N,peix,Fisch
179,Barsch::N,perca,Barsch
180,Hecht::N,lluç,Hecht
181,Schlange[Tier]::N,serp,Schlange
182,Wurm::N,cuc,Wurm
183,Spinne::N,aranya,Spinne
184,Ameise::N,formiga,Ameise
185,Laus::N,poll,Laus
186,Mücke::N,mosquit,Mücke
187,Fliege::N,mosca,Fliege
188,Schmetterling::N,papallona,Schmetterling
189,Beere::N,baia,Beere
190,Apfel::N,poma,Apfel
191,Pilz::N,bolet,Pilz
192,Zwiebel::N,ceba,Zwiebel
193,Saat::N,sembra,Saat
194,Korn::N,gra,Korn
195,Heu::N,fenc,Heu
196,Schale::N,closca,Schale
197,Grube::N,sot,Grube
198,Grube::N,clot,Grube
199,Falle::N,trampa,Falle
200,Schlinge::N,baga,Schlinge
201,Spur::N,traça,Spur
202,Asche::N,cendra,Asche
203,Dreck::N,llot,Dreck
204,Eisen::N,ferro,Eisen
205,Gold::N,or,Gold
206,Silber::N,plata,Silber
207,Kohle::N,carbó,Kohle
208,Glas::N,vidre,Glas
209,Lehm::N,fang,Lehm
210,Lehm::N,argila,Lehm
211,Sand::N,arena,Sand
212,Mensch::N,humà,Mensch
213,Mensch::N,persona,Mensch
214,Mann::N,home,Mann
215,Frau::N,dona,Frau
216,Kind::N,nen,Kind
217,Junge::N,noi,Junge
218,Mädchen::N,noia,Mädchen
219,Familie::N,família,Familie
220,Großvater::N,avi,Großvater
221,Großmutter::N,àvia,Großmutter
222,Eltern::N,pares,Eltern
223,Vater::N,pare,Vater
224,Mutter::N,mare,Mutter
225,Sohn::N,fill,Sohn
226,Tochter::N,filla,Tochter
227,Bruder::N,germà,Bruder
228,Schwester::N,germana,Schwester
229,Onkel::N,oncle,Onkel
230,Tante::N,tia,Tante
231,Ehemann::N,espòs,Ehemann
232,Ehefrau::N,muller,Ehefrau
233,Freude::N,goig,Freude
234,Freude::N,alegria,Freude
235,Gelächter::N,riallada,Gelächter
236,Glück::N,felicitat,Glück
237,Kummer::N,pena,Kummer
238,Wunsch::N,desig,Wunsch
239,Lust::N,ganes,Lust
240,Geist::N,ment,Geist
241,Geist::N,esperit,Geist
242,Gedanke::N,pensament,Gedanke
243,Gedächtnis::N,memòria,Gedächtnis
244,Verstand::N,raó,Verstand
245,Verstand::N,seny,Verstand
246,Sinn::N,solta,Sinn
247,Sinn::N,sentit,Sinn
248,Grund::N,raó,Grund
249,Grund::N,causa,Grund
250,Wahrheit::N,veritāt,Wahrheit
251,Gespräch::N,conversa,Gespräch
252,Märchen::N,conte,Märchen
253,Erzählung::N,narració,Erzählung
254,Nachricht::N,missatge,Nachricht
255,Neuigkeit::N,novetat,Neuigkeit
256,Name::N,nom,Name
257,Rätsel::N,endevinalla,Rätsel
258,Rede::N,discurs,Rede
259,Sprache::N,llēngua,Sprache
260,Stimme::N,veu,Stimme
261,Wort::N,mot,Wort
262,Wort::N,paraula,Wort
263,Zeichen::N,signe,Zeichen
264,Zeichen::N,senyal,Zeichen
265,Ruf::N,crida,Ruf
266,Lärm::N,sorōll,Lärm
267,Laut::N,so,Laut
268,Ton::N,to,Ton
269,Lied::N,cançó,Lied
270,Ruhe::N,calma,Ruhe
271,Ruhe::N,silenci,Ruhe
272,Leute::N,gent,Leute
273,Volk::N,poble,Volk
274,Arbeit::N,labor,Arbeit
275,Arbeit::N,treball,Arbeit
276,Gast::N,hoste,Gast
277,Geschenk::N,regal,Geschenk
278,Geschenk::N,obsequi,Geschenk
279,Spiel::N,joc,Spiel
280,Gesellschaft::N,companyia,Gesellschaft
281,Hilfe::N,ajut,Hilfe
282,Freund::N,amīc,Freund
283,Kamerad::N,company,Kamerad
284,Kamerad::N,camarada,Kamerad
285,Angelegenheit::N,afer,Angelegenheit
286,Angelegenheit::N,assumpte,Angelegenheit
287,Anzahl::N,nombre,Anzahl
288,Anzahl::N,quantitat,Anzahl
289,Art::N,tipus,Art
290,Art::N,classe,Art
291,Stück::N,peça,Stück
292,Teil::N,part,Teil
293,Hälfte::N,meitat,Hälfte
294,Kreis::N,cercle,Kreis
295,Kreuz::N,creu,Kreuz
296,Linie::N,línia,Linie
297,Strich::N,traç,Strich
298,Strich::N,ratlla,Strich
299,Abstand::N,distància,Abstand
300,Entfernung::N,distància,Entfernung
301,Gegend::N,regió,Gegend
302,Gegend::N,contrada,Gegend
303,Platz::N,cabuda,Platz
304,Ort::N,lloc,Ort
305,Seite::N,banda,Seite
306,Seite::N,costāt,Seite
307,Mitte::N,mig,Mitte
308,Mitte::N,centre,Mitte
309,Gegenstand::N,objecte,Gegenstand
310,Sache::N,cosa,Sache
311,Rand::N,vora,Rand
312,Rand::N,marge,Rand
313,Kante::N,caire,Kante
314,Kante::N,cantell,Kante
315,Ecke::N,cantonada,Ecke
316,Spitze::N,punta,Spitze
317,Ende::N,cap,Ende
318,Loch::N,forāt,Loch
319,Winkel::N,racó,Winkel
320,Muster::N,dibuix,Muster
321,Muster::N,disseny,Muster
322,Größe::N,grandària,Größe
323,Länge::N,longitud,Länge
324,Höhe::N,altura,Höhe
325,Höhe::N,altitud,Höhe
326,Gewicht::N,pes,Gewicht
327,Menge::N,quantitat,Menge
328,Haufen::N,pila,Haufen
329,Reihe::N,fila,Reihe
330,Boot::N,bot,Boot
331,Boot::N,barca,Boot
332,Ruder::N,rem,Ruder
333,Schlitten::N,trineu,Schlitten
334,Ski::N,esquí,Ski
335,Lagerfeuer::N,foc de campament,Lagerfeuer
336,Last::N,càrrega,Last
337,Gang::N,marxa,Gang
338,Schritt::N,pas,Schritt
339,Norden::N,nord,Norden
340,Süden::N,sud,Süden
341,Westen::N,oest,Westen
342,Westen::N,occident,Westen
343,Osten::N,est,Osten
344,Osten::N,orient,Osten
345,Holz::N,fusta,Holz
346,Brett::N,taula,Brett
347,Platte::N,placa,Platte
348,Stütze::N,suport,Stütze
349,Stange::N,vara,Stange
350,Stock::N,pal,Stock
351,Stab::N,bastó,Stab
352,Rohr::N,tub,Rohr
353,Haus::N,casa,Haus
354,Heim::N,llar,Heim
355,Ofen::N,estufa,Ofen
356,Fußboden::N,terra,Fußboden
357,Tisch::N,taula,Tisch
358,Stuhl::N,cadira,Stuhl
359,Wiege::N,bressol,Wiege
360,Bett::N,llit,Bett
361,Regal::N,prestatgeria,Regal
362,Kiste::N,caixa,Kiste
363,Fenster::N,finestra,Fenster
364,Tür::N,porta,Tür
365,Tor::N,portal,Tor
366,Zaun::N,tanca,Zaun
367,Dach::N,teulada,Dach
368,Leiter::N,escala,Leiter
369,Leiter::N,escala de mà,Leiter
370,Besen::N,escombra,Besen
371,Spaten::N,pala,Spaten
372,Schaufel::N,pala,Schaufel
373,Gabel::N,forquilla,Gabel
374,Löffel::N,cullera,Löffel
375,Messer::N,coltell,Messer
376,Nagel::N,clau,Nagel
377,Netz::N,filat,Netz
378,Haken::N,ganxo,Haken
379,Griff::N,puny,Griff
380,Griff::N,mànec,Griff
381,Schloss::N,pany,Schloss
382,Bild::N,imatge,Bild
383,Figur::N,figura,Figur
384,Puppe::N,nina,Puppe
385,Beutel::N,bossa,Beutel
386,Bündel::N,feix,Bündel
387,Bündel::N,paquet,Bündel
388,Tasche::N,bossa,Tasche
389,Eimer::N,galleda,Eimer
390,Deckel::N,tapa,Deckel
391,Deckel::N,tapadora,Deckel
392,Geschirr::N,vaixella,Geschirr
393,Sack::N,sac,Sack
394,Sack::N,saca,Sack
395,Tasse::N,tassa,Tasse
396,Topf::N,pot,Topf
397,Topf::N,olla,Topf
398,Kessel::N,caldera,Kessel
399,Essen::N,àpat,Essen
400,Essen::N,menjada,Essen
401,Nahrung::N,aliment,Nahrung
402,Speise::N,plat,Speise
403,Fleisch::N,carn,Fleisch
404,Getreide::N,cereals,Getreide
405,Brei::N,puré,Brei
406,Brot::N,pa,Brot
407,Scheibe::N,tall,Scheibe
408,Scheibe::N,llesca,Scheibe
409,Fett::N,greix,Fett
410,Butter::N,mantega,Butter
411,Öl::N,oli,Öl
412,Salz::N,sal,Salz
413,Suppe::N,sopa,Suppe
414,Honig::N,mel,Honig
415,Milch::N,llet,Milch
416,Tee::N,te,Tee
417,Leder::N,cuir,Leder
418,Wolle::N,llana,Wolle
419,Stoff::N,tela,Stoff
420,Nadel::N,agulla,Nadel
421,Faden::N,fil,Faden
422,Knopf::N,botó,Knopf
423,Knoten::N,nus,Knoten
424,Farbe::N,pintura,Farbe
425,Kleidung::N,roba,Kleidung
426,Kleidung::N,vestits,Kleidung
427,Hemd::N,camisa,Hemd
428,Kragen::N,coll,Kragen
429,Ärmel::N,màniga,Ärmel
430,Hose::N,pantalōns,Hose
431,Gürtel::N,cinturó,Gürtel
432,Mütze::N,gorra,Mütze
433,Schuh::N,sabata,Schuh
434,Stiefel::N,bota,Stiefel
435,Ring::N,anell,Ring
436,Band::N,veta,Band
437,Band::N,cinta,Band
438,Kamm::N,pinta,Kamm
439,Spiegel::N,mirāll,Spiegel
440,Riemen::N,corretja,Riemen
441,Schnur::N,corda,Schnur
442,Leine::N,corretja,Leine
443,Decke::N,manta,Decke
444,Decke::N,flassada,Decke
445,Kissen::N,coixí,Kissen
446,Tuch::N,mocador,Tuch
447,Handtuch::N,tovallola,Handtuch
448,Kraft::N,força,Kraft
449,Stärke::N,vigor,Stärke
450,Gesundheit::N,salut,Gesundheit
451,Krankheit::N,malaltia,Krankheit
452,Schmerz::N,dolor,Schmerz
453,Wunde::N,ferida,Wunde
454,Fieber::N,febre,Fieber
455,Arznei::N,medicament,Arznei
456,Brücke::N,pont,Brücke
457,Brunnen::N,pou,Brunnen
458,Weide::N,pastura,Weide
459,Pfad::N,senda,Pfad
460,Pfad::N,sender,Pfad
461,Weg::N,camí,Weg
462,Straße::N,carretera,Straße
463,Dorf::N,poble,Dorf
464,Stadt::N,ciutāt,Stadt
465,Brief::N,carta,Brief
466,Buch::N,llibre,Buch
467,Buchstabe::N,lletra,Buchstabe
468,Zeitung::N,diāri,Zeitung
469,Leben::N,vida,Leben
470,Tod::N,mort,Tod
471,Grab::N,tomba,Grab
472,Kirche::N,església,Kirche
473,Sünde::N,pecat,Sünde
474,Gott::N,déu,Gott
475,Arbeiter::N,obrer,Arbeiter
476,Chef::N,cap,Chef
477,Meister::N,mestre,Meister
478,Arzt::N,metge,Arzt
479,Lehrer::N,mestre,Lehrer
480,Geld::N,dinērs,Geld
481,Geschäft::N,negoci,Geschäft
482,Laden::N,tenda,Laden
483,Laden::N,botiga,Laden
484,Preis::N,preu,Preis
485,Ware::N,mercaderia,Ware
486,Nutzen::N,profit,Nutzen
487,Reichtum::N,riquesa,Reichtum
488,Welt::N,món,Welt
489,Land::N,país,Land
490,Staat::N,estat,Staat
491,König::N,rei,König
492,Macht::N,poder,Macht
493,Macht::N,potència,Macht
494,Grenze::N,frontera,Grenze
495,Krieg::N,guerra,Krieg
496,Feind::N,enemic,Feind
497,Gewalt::N,violència,Gewalt
498,Kampf::N,lluita,Kampf
499,Bogen[Waffe]::N,arc,Bogen
500,Pfeil::N,fletxa,Pfeil
501,Gewehr::N,fusell,Gewehr
502,Gewehr::N,escopeta,Gewehr
503,Fehler::N,falta,Fehler
504,Lüge::N,mentida,Lüge
505,Schaden::N,dany,Schaden
506,Unglück::N,desgràcia,Unglück
507,Schuld::N,culpa,Schuld
508,Alter::N,edat,Alter
509,Schluss::N,fi,Schluss
510,Schluss::N,final,Schluss
511,Zeit::N,temps,Zeit
512,Tag::N,dia,Tag
513,Morgen::N,matí,Morgen
514,Mittag::N,migdia,Mittag
515,Abend::N,vespre,Abend
516,Nacht::N,nit,Nacht
517,Woche::N,setmana,Woche
518,Monat::N,mes,Monat
519,Jahr::N,any,Jahr
520,Frühling::N,primavera,Frühling
521,Sommer::N,estīu,Sommer
522,Herbst::N,tardor,Herbst
523,Winter::N,hivērn,Winter
524,Januar::N,gener,Januar
525,Februar::N,febrer,Februar
526,März::N,març,März
527,April::N,abril,April
528,Mai::N,maig,Mai
529,Juni::N,juny,Juni
530,Juli::N,juliol,Juli
531,August::N,agost,August
532,September::N,setembre,September
533,Oktober::N,octubre,Oktober
534,November::N,novembre,November
535,Dezember::N,desembre,Dezember
536,Montag::N,dilluns,Montag
537,Dienstag::N,dimarts,Dienstag
538,Mittwoch::N,dimecres,Mittwoch
539,Donnerstag::N,dijous,Donnerstag
540,Freitag::N,divendres,Freitag
541,Samstag::N,dissabte,Samstag
542,Sonntag::N,diumenge,Sonntag
543,groß::A,gros,groß
544,klein::A,petīt,klein
545,lang::A,llarg,lang
546,kurz::A,curt,kurz
547,breit::A,ample,breit
548,schmal::A,estret,schmal
549,dicht::A,dens,dicht
550,dick[Gegenstand]::A,gruixūt,dick
551,dünn::A,prim,dünn
552,fein::A,fi,fein
553,fest::A,ferm,fest
554,fest::A,sòlid,fest
555,flach::A,pla,flach
556,glatt::A,llis,glatt
557,hart::A,dur,hart
558,weich::A,tou,weich
559,rund::A,rodó,rund
560,spitz::A,punxegut,spitz
561,scharf::A,agut,scharf
562,stumpf::A,rom,stumpf
563,stumpf::A,esmussat,stumpf
564,schwer::A,pesāt,schwer
565,schön::A,bonīc,schön
566,heiß::A,calēnt,heiß
567,warm::A,càlid,warm
568,kalt::A,fred,kalt
569,kühl::A,fresc,kühl
570,frisch::A,fresc,frisch
571,feucht::A,humit,feucht
572,nass::A,mullat,nass
573,trocken::A,sec,trocken
574,voll::A,ple,voll
575,leer::A,buit,leer
576,offen::A,obert,offen
577,geschlossen::A,tancat,geschlossen
578,sauber::A,net,sauber
579,schmutzig::A,brut,schmutzig
580,roh::A,cru,roh
581,reif::A,madur,reif
582,lecker::A,deliciós,lecker
583,süß::A,dolç,süß
584,bitter::A,amarg,bitter
585,sauer::A,agre,sauer
586,hell::A,clar,hell
587,dunkel::A,fosc,dunkel
588,schwarz::A,negre,schwarz
589,weiß::A,blanc,weiß
590,rot::A,vermēll,rot
591,gelb::A,groc,gelb
592,blau::A,blau,blau
593,grün::A,verd,grün
594,grau::A,gris,grau
595,bunt::A,multicolor,bunt
596,billig::A,barat,billig
597,teuer::A,car,teuer
598,wertvoll::A,preciós,wertvoll
599,blind::A,cec,blind
600,taub::A,sord,taub
601,kräftig::A,fort,kräftig
602,kräftig::A,vigorós,kräftig
603,stark::A,fort,stark
604,schwach::A,feble,schwach
605,fett::A,gras,fett
606,schlank::A,esvelt,schlank
607,hübsch::A,maco,hübsch
608,böse::A,dolent,böse
609,dumm::A,ximple,dumm
610,dumm::A,estúpid,dumm
611,faul::A,gandūl,faul
612,faul::A,mandrós,faul
613,fleißig::A,diligēnt,fleißig
614,geizig::A,avar,geizig
615,klug::A,intel·ligent,klug
616,geschickt::A,hàbil,geschickt
617,lieb::A,amat,lieb
618,lieb::A,estimat,lieb
619,lustig::A,alegre,lustig
620,sanft::A,suau,sanft
621,hungrig::A,afamat,hungrig
622,krank::A,malālt,krank
623,nackt::A,nu,nackt
624,traurig::A,trist,traurig
625,lebendig::A,viu,lebendig
626,gut::A,bo,gut
627,schlecht::A,dolēnt,schlecht
628,richtig::A,just,richtig
629,richtig::A,correcte,richtig
630,schlimm::A,greu,schlimm
631,wahr::A,vertader,wahr
632,wahr::A,veritable,wahr
633,alt::A,vell,alt
634,neu::A,nou,neu
635,ehemalig::A,antic,ehemalig
636,alt[Lebewesen]::A,vell,alt
637,jung::A,jove,jung
638,arm::A,pobre,arm
639,reich::A,ric,reich
640,bekannt::A,conegut,bekannt
641,berühmt::A,famós,berühmt
642,fremd::A,estrany,fremd
643,verschieden::A,diferent,verschieden
644,nah::A,pròxim,nah
645,fern::A,llunyà,fern
646,fern::A,distant,fern
647,linker::A,esquerre,linker
648,rechter::A,dret,rechter
649,anderer::A,altre,anderer
650,erster::A,primer,erster
651,zweiter::A,segon,zweiter
652,dritter::A,tercer,dritter
653,letzter::A,últim,letzter
654,allein::ADV,sol,allein
655,auf einmal::ADV,d'una vegada,auf einmal
656,zusammen::ADV,junt,zusammen
657,lange::ADV,molt de temps,lange
658,plötzlich::ADV,de cop,plötzlich
659,plötzlich::ADV,de sobte,plötzlich
660,sofort::ADV,de seguida,sofort
661,später::ADV,més tard,später
662,jetzt::ADV,ara,jetzt
663,heute::ADV,avūi,heute
664,morgen::ADV,demà,morgen
665,bald::ADV,aviāt,bald
666,dann::ADV,després,dann
667,gestern::ADV,ahir,gestern
668,einst::ADV,anteriorment,einst
669,damals::ADV,llavōrs,damals
670,damals::ADV,aleshores,damals
671,danach::ADV,després,danach
672,vorher::ADV,abāns,vorher
673,zuerst::ADV,primer,zuerst
674,einmal::ADV,una vegada,einmal
675,manchmal::ADV,de vegades,manchmal
676,oft::ADV,sovint,oft
677,immer::ADV,sempre,immer
678,niemals::ADV,no ... mai,niemals
679,hier::ADV,aquí,hier
680,hierhin::ADV,per aquí,hierhin
681,von hier::ADV,des d'aquí,von hier
682,dort::ADV,allí,dort
683,dorthin::ADV,hi,dorthin
684,geradeaus::ADV,tot dret,geradeaus
685,vorwärts::ADV,endavānt,vorwärts
686,rückwärts::ADV,endarrera,rückwärts
687,zurück::ADV,darrere,zurück
688,unten::ADV,a baix,unten
689,hinab::ADV,cap avall,hinab
690,oben::ADV,dalt,oben
691,hinauf::ADV,cap amunt,hinauf
692,überall::ADV,pertot,überall
693,überall::ADV,per tot arreu,überall
694,nicht::ADV,no,nicht
695,ein wenig::ADV,una mica,ein wenig
696,kaum::ADV,a penes,kaum
697,sehr::ADV,molt,sehr
698,so::ADV,així,so
699,noch::ADV,encara,noch
700,nur::ADV,només,nur
701,schon::ADV,ja,schon
702,wieder::ADV,de nou,wieder
703,vergebens::ADV,en va,vergebens
704,vor::PRP,davānt,vor
705,vor::PRP,enfront de,vor
706,hinter::PRP,darrera,hinter
707,unter::PRP,sota,unter
708,durch::PRP,per,durch
709,neben::PRP,al costāt de,neben
710,zwischen::PRP,entre,zwischen
711,wegen::PRP,a causa de,wegen
712,dies::PRN,aquest,dies
713,das::PRN,això,das
714,alles::PRN,tot,alles
715,ich::PRN,jo,ich
716,du::PRN,tu,du
717,er::PRN,ell,er
718,wir::PRN,nosaltres,wir
719,ihr::PRN,vosaltres,ihr
720,sie::PRN,ells,sie
721,sie::PRN,elles,sie
722,was::FPRN,què,was
723,wer::FPRN,qui,wer
724,wo::FADV,on,wo
725,wohin::FADV,cap a on,wohin
726,wie::FADV,com,wie
727,warum::FADV,per què,warum
728,wieviel::FNUM,quant,wieviel
729,eins::NUM,u,eins
730,zwei::NUM,dos,zwei
731,drei::NUM,tres,drei
732,vier::NUM,quatre,vier
733,fünf::NUM,cinc,fünf
734,sechs::NUM,sis,sechs
735,sieben::NUM,set,sieben
736,acht::NUM,vuit,acht
737,neun::NUM,nou,neun
738,zehn::NUM,deu,zehn
739,elf::NUM,onze,elf
740,zwölf::NUM,dotze,zwölf
741,zwanzig::NUM,vint,zwanzig
742,dreißig::NUM,trenta,dreißig
743,vierzig::NUM,quaranta,vierzig
744,fünfzig::NUM,cinquanta,fünfzig
745,sechzig::NUM,seixanta,sechzig
746,siebzig::NUM,setanta,siebzig
747,achtzig::NUM,vuitanta,achtzig
748,neunzig::NUM,noranta,neunzig
749,hundert::NUM,cent,hundert
750,tausend::NUM,mil,tausend
751,und::CNJ,i,und
752,oder::CNJ,o,oder
753,stehen::V,estar de peu,stehen
754,sitzen::V,seure,sitzen
755,liegen::V,jeure,liegen
756,hängen::V,penjar,hängen
757,werden::V,fer-se,werden
758,werden::V,posar-se,werden
759,passieren::V,succeir,passieren
760,beginnen::V,iniciar-se,beginnen
761,enden::V,acabar-se,enden
762,enden::V,terminar-se,enden
763,wechseln::V,canviar,wechseln
764,aufgehen[Sonne]::V,sortir,aufgehen
765,untergehen[Sonne]::V,posar-se,untergehen
766,scheinen[Sonne]::V,brillar,scheinen
767,donnern::V,tronar,donnern
768,wehen::V,bufar,wehen
769,strömen::V,afluir,strömen
770,fließen::V,fluir,fließen
771,sich drehen::V,girar,sich drehen
772,schwanken::V,vacil·lar,schwanken
773,schwingen::V,oscil·lar,schwingen
774,fallen::V,caure,fallen
775,fallen::V,tombar,fallen
776,brennen::V,cremar,brennen
777,rauchen::V,fumejar,rauchen
778,regnen::V,ploure,regnen
779,gefrieren::V,gelar-se,gefrieren
780,tauen::V,fondre's,tauen
781,schmelzen::V,fondre's,schmelzen
782,trocknen::V,assecar-se,trocknen
783,sieden::V,bullir,sieden
784,faulen::V,podrir-se,faulen
785,verfaulen::V,podrir-se,verfaulen
786,reißen::V,trencar-se,reißen
787,versinken::V,enfonsar-se,versinken
788,vergehen::V,passar,vergehen
789,erscheinen::V,aparèixer,erscheinen
790,verschwinden::V,desaparèixer,verschwinden
791,sinken::V,baixar,sinken
792,sinken::V,descendir,sinken
793,abnehmen::V,decréixer,abnehmen
794,zunehmen::V,augmentar,zunehmen
795,steigen::V,pujar,steigen
796,wachsen::V,créixer,wachsen
797,glänzen::V,brillar,glänzen
798,glänzen::V,resplendir,glänzen
799,funkeln::V,espurnejar,funkeln
800,lärmen::V,fer soroll,lärmen
801,läuten::V,sonar,läuten
802,klingeln::V,trucar,klingeln
803,klirren::V,dringar,klirren
804,brausen::V,rugir,brausen
805,rauschen::V,murmurar,rauschen
806,klingen::V,sonar,klingen
807,bellen::V,lladrar,bellen
808,heulen::V,udolar,heulen
809,blasen::V,bufar,blasen
810,pfeifen::V,xiular,pfeifen
811,schreien::V,cridar,schreien
812,stöhnen::V,gemegar,stöhnen
813,zittern::V,tremolar,zittern
814,leben::V,vīure,leben
815,geboren werden::V,néixer,geboren werden
816,atmen::V,respirar,atmen
817,trinken::V,beure,trinken
818,essen::V,menjar,essen
