,Concept_ID,fa,hy
327,Anzahl::N,عده,քանակ
328,Anzahl::N,عده,գումար
329,Anzahl::N,شمار,քանակ
330,Anzahl::N,شمار,գումար
331,Art::N,نوع,տեսակ
332,Stück::N,تکه,կտոր
333,Stück::N,قطعه,կտոր
334,Teil::N,بخش,մաս
335,Teil::N,قسمت,մաս
336,Hälfte::N,نیم,կես
337,Kreis::N,حلقه,շիջանակ
338,Kreis::N,دایره,շիջանակ
339,Kreuz::N,صلیب,խաչ
340,Linie::N,خط,գիծ
341,Linie::N,سطر,գիծ
342,Strich::N,خط,գիծ
343,Abstand::N,فاصله,անջրպետ
344,Entfernung::N,مسافت,հեռավորություն
345,Gegend::N,منطقه,շրջան
346,Platz::N,گنجایش,տարածություն
347,Ort::N,جا,տեղ
348,Ort::N,جا,վայր
349,Ort::N,محل,տեղ
350,Ort::N,محل,վայր
351,Ort::N,مکان,տեղ
352,Ort::N,مکان,վայր
353,Seite::N,طرف,կողմ
354,Mitte::N,وسط,մեջտեղ
355,Mitte::N,میان,մեջտեղ
356,Gegenstand::N,چیز,առարկա
357,Sache::N,چیز,բան
358,Rand::N,کنار,վերջք
359,Rand::N,حاشیه,վերջք
360,Kante::N,لبه,եզր
361,Ecke::N,گوشه,անկյուն
362,Spitze::N,سر,ծայր
363,Spitze::N,نوک,ծայր
364,Ende::N,ته,ծայր
365,Ende::N,آخر,ծայր
366,Loch::N,سوراخ,անցք
367,Winkel::N,کنج,անկյուն
368,Muster::N,نقش,օրինակ
369,Größe::N,قد,մեծություն
370,Größe::N,بزرگی,մեծություն
371,Länge::N,طول,երկարություն
372,Höhe::N,بلندی,բարձրություն
373,Gewicht::N,وزن,կշիռ
374,Menge::N,مقدار,քանակ
375,Menge::N,اندازه,քանակ
376,Haufen::N,توده,դեզ
377,Haufen::N,توده,կույտ
378,Reihe::N,ردیف,շարք
379,Reihe::N,ردیف,կարգ
380,Boot::N,قایق,նավակ
381,Ruder::N,پارو,թի
382,Ruder::N,پارو,թիակ
383,Schlitten::N,سورتمه,բալխիր
384,Ski::N,اسکی,դահուկ
385,Lagerfeuer::N,آتش,բացօդեայ կրակ
386,Last::N,بار,բեռ
387,Last::N,سنگینی,բեռ
388,Gang::N,راه رفتن,զբոսանք
389,Schritt::N,قدم,քայլ
390,Norden::N,شمال,հյուսիս
391,Süden::N,جنوب,հարավ
392,Westen::N,غرب,արեւմուտք
393,Osten::N,شرق,արեւելք
394,Holz::N,چوب,փայտ
395,Brett::N,تخته,տախտակ
396,Platte::N,صفحه,թիթեղ
397,Stütze::N,تکیه,նեցուկ
398,Stange::N,میله,ձող
399,Stock::N,چوب,փայտ
400,Stab::N,عصا,ցուպ
401,Stab::N,عصا,գավազան
402,Rohr::N,لوله,խողովակ
403,Haus::N,منزل,տուն
404,Heim::N,خانه,տուն
405,Heim::N,کاشانه,տուն
406,Ofen::N,بخاری,վառարան
407,Fußboden::N,کف اتاق,հատակ
408,Tisch::N,میز,սեղան
409,Stuhl::N,صندلی,աթոռ
410,Wiege::N,گهواره,օրորոց
411,Bett::N,تختخواب,անկողին
412,Regal::N,قفسه,դարակ
413,Kiste::N,صندوق,տուփ
414,Fenster::N,پنجره,պատուհան
415,Tür::N,در,դուռ
416,Tür::N,درب,դուռ
417,Tor::N,دروازه,դարպաս
418,Zaun::N,حصار,ցանկապատ
419,Dach::N,بام,տանիք
420,Dach::N,بام,կտուր
421,Leiter::N,نردبان,սանդուղք
422,Besen::N,جارو,ավել
423,Spaten::N,بیل,բահ
424,Schaufel::N,بیل,թի
425,Schaufel::N,پارو,թի
426,Gabel::N,چنگال,պատառաքաղ
427,Löffel::N,قاشق,գդալ
428,Messer::N,کارد,դանակ
429,Nagel::N,میخ,մեխ
430,Netz::N,تور,ցանց
431,Netz::N,شبکه,ցանց
432,Haken::N,قلاب,կարթ
433,Griff::N,دسته,կոթ
434,Griff::N,دسته,բռնակ
435,Schloss::N,قفل,կողպեք
436,Bild::N,عکس,նկար
437,Bild::N,عکس,պատկեր
438,Bild::N,تصویر,նկար
439,Bild::N,تصویر,պատկեր
440,Figur::N,تندیس,քանդակ
441,Figur::N,تندیس,պատկեր
442,Puppe::N,عروسک,տիկնիկ
443,Beutel::N,کیسه,տոպրակ
444,Bündel::N,بسته,կապոց
445,Tasche::N,کیف,պայուսակ
446,Eimer::N,سطل,դույլ
447,Deckel::N,در,կափարիչ
448,Geschirr::N,ظرف,ամանեղեն
449,Sack::N,گونی,պարկ
450,Sack::N,گونی,տոպրակ
451,Tasse::N,فنجان,թաս
452,Tasse::N,فنجان,գավաթ
453,Topf::N,دیگ,անոթ
454,Topf::N,قابلمه,անոթ
455,Kessel::N,دیگ,կաթսա
456,Essen::N,خوراک,կերակուր
457,Nahrung::N,غذا,ուտելիք
458,Speise::N,خوراک,խորտիկ
459,Speise::N,خوراک,կերակուր
460,Fleisch::N,گوشت,միս
461,Getreide::N,غله,հացահատիկ
462,Brei::N,فرنی,լանդակ
463,Brei::N,حریره,լանդակ
464,Brot::N,نان,հաց
465,Scheibe::N,قاچ,կտոր
466,Scheibe::N,قاچ,պատառ
467,Scheibe::N,لزگه,կտոր
468,Scheibe::N,لزگه,պատառ
469,Fett::N,چربی,ճարպ
470,Butter::N,کره,կարագ
471,Öl::N,روغن,ձեթ
472,Salz::N,نمک,աղ
473,Suppe::N,آش,սուպ
474,Suppe::N,آش,ապուր
475,Suppe::N,سوپ,սուպ
476,Suppe::N,سوپ,ապուր
477,Honig::N,عسل,մեղր
478,Milch::N,شیر,կաթ
479,Tee::N,چای,թեյ
480,Leder::N,چرم,կաշի
481,Wolle::N,پشم,բուրդ
482,Stoff::N,پارچه,գործվածք
483,Nadel::N,سوزن,ասեղ
484,Faden::N,نخ,թել
485,Knopf::N,دکمه,կոճակ
486,Knoten::N,گره,հանգույց
487,Farbe::N,رنگ,ներկ
488,Kleidung::N,لباس,հագուստ
489,Kleidung::N,پوشاک,հագուստ
490,Hemd::N,پیراهن,վերնաշապիկ
491,Kragen::N,یقه,օձիք
492,Ärmel::N,آستین,թեւք
493,Hose::N,شلوار,շալվար
494,Gürtel::N,کمر‌بند,գոտի
495,Mütze::N,کلاه,կեպի
496,Schuh::N,کفش,կոշիկ
497,Stiefel::N,چکمه,երկարաճիթ կոշիկ
498,Ring::N,حلقه,զնգալ
499,Ring::N,انگشتر,զնգալ
500,Band::N,نوار,ժապավեն
501,Band::N,روبان,ժապավեն
502,Kamm::N,شانه,սանր
503,Spiegel::N,آینه,հայելի
504,Riemen::N,تسمه,փոկ
505,Schnur::N,ریسمان,լար
506,Leine::N,قلاده,փոկ
507,Decke::N,پتو,վերմակ
508,Kissen::N,بالش,բարձ
509,Tuch::N,شال,թաշկինակ
510,Handtuch::N,حوله,սրբիչ
511,Kraft::N,نیرو,ուժ
512,Stärke::N,زور,պնդություն
513,Stärke::N,زور,ամրություն
514,Gesundheit::N,سلامتی,առողջություն
515,Gesundheit::N,تندرستی,առողջություն
516,Krankheit::N,بیماری,ախտ
517,Krankheit::N,بیماری,հիվանդություն
518,Schmerz::N,درد,ցավ
519,Schmerz::N,درد,տանջանք
520,Wunde::N,زخم,վերք
521,Fieber::N,تب,տենդ
522,Arznei::N,دارو,դեղ
523,Brücke::N,پل,կամուրջ
524,Brunnen::N,چاه,հոր
525,Brunnen::N,چاه,ջրհոր
526,Weide::N,چراگاه,արոտավայր
527,Pfad::N,راه,արահետ
528,Weg::N,راه,ուղի
529,Weg::N,طریق,ուղի
530,Straße::N,راه,ճանապարհ
531,Straße::N,جاده,ճանապարհ
532,Dorf::N,ده,գյուղ
533,Dorf::N,روستا,գյուղ
534,Stadt::N,شهر,քաղաք
535,Brief::N,نامه,նամակ
536,Buch::N,کتاب,գիրք
537,Buchstabe::N,حرف,տառ
538,Buchstabe::N,حرف,գիր
539,Zeitung::N,روزنامه,լրագիր
540,Leben::N,عمر,կյանք
541,Leben::N,زندگی,կյանք
542,Tod::N,مرگ,մահ
543,Grab::N,گور,գերեզման
544,Grab::N,مزار,գերեզման
545,Kirche::N,کلیسا,եկեղեցի
546,Sünde::N,بزه,մեղք
547,Sünde::N,گناه,մեղք
548,Gott::N,خدا,աստված
549,Arbeiter::N,کارگر,բանվոր
550,Arbeiter::N,کارگر,աշխատող
551,Chef::N,رئیس,տեր
552,Meister::N,استاد,վարպետ
553,Arzt::N,پزشک,բժիշկ
554,Lehrer::N,معلم,ուսուցիչ
555,Lehrer::N,آموزگار,ուսուցիչ
556,Geld::N,پول,փող
557,Geschäft::N,کار,գործ
558,Geschäft::N,کار,աշխատանք
559,Geschäft::N,بیزنس,գործ
560,Geschäft::N,بیزنس,աշխատանք
561,Laden::N,دکان,կրպակ
562,Laden::N,دکان,խանութ
563,Laden::N,مغازه,կրպակ
564,Laden::N,مغازه,խանութ
565,Preis::N,بها,գին
566,Preis::N,قیمت,գին
567,Ware::N,جنس,ապրանք
568,Ware::N,کالا,ապրանք
569,Nutzen::N,مزیت,օգուտ
570,Nutzen::N,امتیاز,օգուտ
571,Reichtum::N,مال,հարստություն
572,Reichtum::N,ثروت,հարստություն
573,Welt::N,دنیا,աշխարհ
574,Land::N,کشور,երկիր
575,Land::N,مملکت,երկիր
576,Staat::N,دولت,պետություն
577,König::N,شاه,արքա
578,König::N,شاه,թագավոր
579,König::N,پادشاه,արքա
580,König::N,پادشاه,թագավոր
581,Macht::N,قدرت,իշխանություն
582,Macht::N,اختیار,իշխանություն
583,Grenze::N,مرز,սահման
584,Krieg::N,جنگ,պատերազմ
585,Feind::N,دشمن,թշնամի
586,Gewalt::N,زور,բռնություն
587,Gewalt::N,زور,սաստկություն
588,Gewalt::N,خشونت,բռնություն
589,Gewalt::N,خشونت,սաստկություն
590,Kampf::N,نبرد,մարտ
591,Kampf::N,مبارزه,մարտ
592,Bogen[Waffe]::N,کمان,աղեղ
593,Pfeil::N,تیر,նետ
594,Gewehr::N,تفنگ,հրացան
595,Fehler::N,غلط,սխալ
596,Fehler::N,اشتباه,սխալ
597,Lüge::N,دروغ,սուտ
598,Schaden::N,آسیب,վնաս
599,Schaden::N,خسارت,վնաս
600,Unglück::N,بلا,դժբախտություն
601,Schuld::N,گناه,պակասություն
602,Schuld::N,تقصیر,պակասություն
603,Alter::N,سن,հասակ
604,Alter::N,عمر,հասակ
605,Schluss::N,انتها,վերջ
606,Schluss::N,انتها,վախճան
607,Zeit::N,وقت,ժամանակ
608,Zeit::N,زمان,ժամանակ
609,Tag::N,روز,օր
610,Morgen::N,صبح,առավոտ
611,Mittag::N,ظهر,կեսօր
612,Abend::N,شب,երեկո
613,Abend::N,عصر,երեկո
614,Nacht::N,شب,գիշեր
615,Woche::N,هفته,շաբաթ
616,Monat::N,ماه,ամիս
617,Jahr::N,سال,տարի
618,Frühling::N,بهار,գարուն
619,Sommer::N,تابستان,ամառ
620,Herbst::N,پاییز,աշուն
621,Winter::N,زمستان,ձմեռ
622,Januar::N,ژانویه,հունվար
623,Februar::N,فوریه,փետրվար
624,März::N,مارس,մարտ
625,April::N,آوریل,ապրիլ
626,Mai::N,مه,մայիս
627,Juni::N,ژوئن,հունիս
628,Juli::N,ژویه,հուլիս
629,August::N,اوت,օգոստոս
630,September::N,سپتامبر,սեպտեմբեր
631,Oktober::N,اکتبر,հոկտեմբեր
632,November::N,نوامبر,նոյեմբեր
633,Dezember::N,دسامبر,դեկտեմբեր
634,Montag::N,دو‌شنبه,երկուշաբթի
635,Dienstag::N,سه‌شنبه,երեքշաբթի
636,Mittwoch::N,چهار‌شنبه,չորեքշաբթի
637,Donnerstag::N,پنج شنبه,հինգշաբթի
638,Freitag::N,جمعه,ուրբաթ
639,Samstag::N,شنبه,շաբաթ
640,Sonntag::N,یکشنبه,կիրակի
641,groß::A,بزرگ,մեծ
642,groß::A,بزرگ,խոշոր
643,klein::A,کوچک,պստիկ
644,klein::A,کوچک,փոքրիկ
645,lang::A,بلند,երկար
646,kurz::A,کوتاه,կարճ
647,breit::A,پهن,լայն
648,schmal::A,تنگ,նեղ
649,schmal::A,نازک,նեղ
650,dicht::A,چگال,խիտ
651,dicht::A,انبوه,խիտ
652,dick[Gegenstand]::A,ضخیم,հաստ
653,dünn::A,نازک,բարակ
654,fein::A,ریز,նուրբ
655,fein::A,باریک,նուրբ
656,fest::A,محکم,ամուր
657,fest::A,محکم,պինդ
658,flach::A,صاف,տափակ
659,flach::A,مسطح,տափակ
660,glatt::A,لیز,հարթ
661,hart::A,سفت,կարծր
662,weich::A,نرم,մեղմ
663,weich::A,نرم,փափուկ
664,weich::A,ملایم,մեղմ
665,weich::A,ملایم,փափուկ
666,rund::A,گرد,կլոր
667,spitz::A,تیز,սրածայր
668,spitz::A,نوک‌تیز,սրածայր
669,scharf::A,تیز,սուր
670,scharf::A,برنده,սուր
671,stumpf::A,کند,գուլ
672,schwer::A,سنگین,ծանր
673,schön::A,زیبا,սիրուն
674,schön::A,زیبا,գեղեցիկ
675,heiß::A,داغ,թեժ
676,warm::A,گرم,տաք
677,warm::A,گرم,ջերմ
678,kalt::A,سرد,ցուրտ
679,kühl::A,خنک,զով
680,frisch::A,تازه,թարմ
681,feucht::A,مرطوب,ղոնավ
682,nass::A,تر,թաց
683,nass::A,خیش,թաց
684,trocken::A,خشک,ցամաք
685,voll::A,پر,լի
686,voll::A,پر,լիքը
687,leer::A,خالی,դատարկ
688,offen::A,باز,բաց
689,geschlossen::A,بسته,գոց
690,sauber::A,پاک,մաքուր
691,sauber::A,تمیز,մաքուր
692,schmutzig::A,کثیف,կեղտոտ
693,schmutzig::A,آلوده,կեղտոտ
694,roh::A,خام,հում
695,reif::A,رسیده,հասած
696,reif::A,رسیده,հասուն
697,lecker::A,لذیذ,համեղ
698,lecker::A,خوشمزه,համեղ
699,süß::A,شیرین,անուշ
700,bitter::A,تلخ,կծու
701,sauer::A,ترش,թթու
702,sauer::A,ترش,թթված
703,hell::A,روشن,պայծառ
704,hell::A,روشن,խելամիտ
705,dunkel::A,تاریک,մութ
706,schwarz::A,سیاه,սեւ
707,weiß::A,سفید,սպիտակ
708,rot::A,سرخ,կարմիր
709,rot::A,قرمز,կարմիր
710,gelb::A,زرد,դեղին
711,blau::A,آبی,կապույտ
712,grün::A,سبز,կանաչ
713,grau::A,طوسی,գորշ
714,grau::A,خاکستری,գորշ
715,bunt::A,رنگارنگ,գոյնզգոյն
716,billig::A,ارزان,էժան
717,teuer::A,گران,թանկ
718,wertvoll::A,قیمتی,թանկարժեք
719,wertvoll::A,گرانبها,թանկարժեք
720,blind::A,کور,կույր
721,blind::A,نابینا,կույր
722,taub::A,کر,խուլ
723,taub::A,ناشنوا,խուլ
724,kräftig::A,قوی,հզոր
725,stark::A,قوی,ուժեղ
726,stark::A,نیرومند,ուժեղ
727,schwach::A,ضعیف,տկար
728,schwach::A,ضعیف,թույլ
729,fett::A,چرب,գեր
730,schlank::A,باریک‌اندام,նիհար
731,hübsch::A,قشنگ,գրավիչ
732,hübsch::A,قشنگ,սիրունիկ
733,hübsch::A,خوشگل,գրավիչ
734,hübsch::A,خوشگل,սիրունիկ
735,böse::A,بد,չար
736,dumm::A,احمق,հիմար
737,faul::A,لش,ծույլ
738,faul::A,تنبل,ծույլ
739,fleißig::A,زرنگ,ջանասեր
740,fleißig::A,زرنگ,փութաջան
741,geizig::A,خسیس,ագահ
742,geizig::A,خسیس,կծծի
743,klug::A,عاقل,խելոք
744,klug::A,عاقل,ընդունակ
