,Concept_ID,cv,cs
737,schlecht::A,япӑх,špatný
738,schlecht::A,начар,špatný
739,richtig::A,тӗрӗс,pravý
740,richtig::A,тӗрӗс,správný
741,schlimm::A,йӗрӗнчӗк,zlý
742,wahr::A,чӑн,pravdivý
743,alt::A,кивӗ,starý
744,neu::A,ҫӗнӗ,nový
745,ehemalig::A,пулнӑ,bývalý
746,alt[Lebewesen]::A,ватӑ,starý
747,jung::A,яш,mladý
748,jung::A,ҫамрӑк,mladý
749,arm::A,чухӑн,chudý
750,reich::A,пуян,bohatý
751,bekannt::A,пӗлӗш,známý
752,berühmt::A,чаплӑ,slavný
753,fremd::A,ют,cizí
754,verschieden::A,расна,různý
755,verschieden::A,расна,rozličný
756,nah::A,ҫывӑх,blízký
757,nah::A,ҫывӑхри,blízký
758,fern::A,инҫе,daleký
759,fern::A,аякри,daleký
760,linker::A,сулахай,levý
761,rechter::A,сылтӑм,pravý
762,anderer::A,урӑх,jiný
763,erster::A,пӗрремӗш,první
764,zweiter::A,иккӗмӗш,druhý
765,dritter::A,виҫҫӗмӗш,třetí
766,letzter::A,юлашки,poslední
767,allein::ADV,пӗччен,sám
768,auf einmal::ADV,кӗмӗрккен,najednou
769,zusammen::ADV,пӗрле,spolu
770,zusammen::ADV,пӗрле,dohromady
771,lange::ADV,вӑрах,dlouho
772,plötzlich::ADV,сасартӑк,vtom
773,plötzlich::ADV,сасартӑк,náhle
774,sofort::ADV,тӳрех,hned
775,sofort::ADV,тӳрех,ihned
776,später::ADV,кайран,později
777,jetzt::ADV,халь,teď
778,jetzt::ADV,халь,nyní
779,jetzt::ADV,халӗ,teď
780,jetzt::ADV,халӗ,nyní
781,heute::ADV,паян,dnes
782,heute::ADV,паян,dneska
783,morgen::ADV,ыран,zítra
784,bald::ADV,халех,brzo
785,bald::ADV,кӗҫех,brzo
786,dann::ADV,унтан,pak
787,dann::ADV,унтан,potom
788,gestern::ADV,ӗнер,včera
789,einst::ADV,пӗррехинче,kdysi
790,damals::ADV,ун чухне,tehdy
791,damals::ADV,ун чухне,tenkrát
792,damals::ADV,апла пулсан,tehdy
793,damals::ADV,апла пулсан,tenkrát
794,danach::ADV,унтан,podle toho
795,vorher::ADV,малтан,dříve
796,vorher::ADV,малтан,napřed
797,zuerst::ADV,пирвай,nejprve
798,zuerst::ADV,пирвай,nejdříve
799,einmal::ADV,пӗррехинче,jednou
800,manchmal::ADV,хӑш чухне,někdy
801,oft::ADV,тӑтӑш,často
802,immer::ADV,ялан,vždy
803,immer::ADV,ялан,stále
804,niemals::ADV,нихӑҫан та,nikdy
805,hier::ADV,кунта,zde
806,hier::ADV,кунта,tady
807,hierhin::ADV,кунта,sem
808,von hier::ADV,кунтан,odtud
809,dort::ADV,унта,tam
810,dort::ADV,ҫавӑнта,tam
811,dorthin::ADV,унта,tam
812,dorthin::ADV,ҫавӑнта,tam
813,geradeaus::ADV,тикӗс,rovně
814,vorwärts::ADV,малалла,kupředu
815,rückwärts::ADV,хыҫала,zpět
816,zurück::ADV,каялла,zpět
817,zurück::ADV,каялла,nazpět
818,unten::ADV,аялта,dole
819,hinab::ADV,аялта,dolů
820,oben::ADV,ҫӳлте,nahoře
821,oben::ADV,ҫӳлте,navrchu
822,hinauf::ADV,ҫӳле,nahoru
823,überall::ADV,таҫта та,všude
824,überall::ADV,пур ҫӗрте те,všude
825,überall::ADV,кирек ӑҫта та,všude
826,nicht::ADV,мар,ne
827,ein wenig::ADV,пӑртак,trochu
828,kaum::ADV,аран,sotva
829,sehr::ADV,питӗ,velmi
830,sehr::ADV,питӗ,velice
831,so::ADV,апла,tak
832,so::ADV,апла,takto
833,noch::ADV,татах,ještě
834,nur::ADV,ҫех,jen
835,nur::ADV,ҫех,jenom
836,schon::ADV,ӗнтӗ,už
837,schon::ADV,ӗнтӗ,již
838,wieder::ADV,каллех,zase
839,vergebens::ADV,харам,marně
840,vor::PRP,умӗнче,před
841,hinter::PRP,кайра,za
842,unter::PRP,айне,pod
843,unter::PRP,айӗпе,pod
844,unter::PRP,айӗнче,pod
845,unter::PRP,ҫитеспе,pod
846,durch::PRP,витӗр,skrz
847,neben::PRP,патӗнче,vedle
848,zwischen::PRP,хушшинче,mezi
849,wegen::PRP,пула,pro
850,wegen::PRP,пирки,pro
851,dies::PRN,ку,toto
852,dies::PRN,ку,tohle
853,dies::PRN,ҫак,toto
854,dies::PRN,ҫак,tohle
855,das::PRN,ҫав,to
856,alles::PRN,пурте,všechno
857,alles::PRN,йӑлт,všechno
858,ich::PRN,эп,já
859,du::PRN,эс,ty
860,er::PRN,вӑл,on
861,wir::PRN,эпир,my
862,ihr::PRN,эсир,vy
863,sie::PRN,вӗсем,oni
864,was::FPRN,мӗн,co
865,was::FPRN,мӗскер,co
866,was::FPRN,мӗн те пулин,co
867,wer::FPRN,кам,kdo
868,wo::FADV,ӑҫта,kde
869,wohin::FADV,ӑҫта,kam
870,wie::FADV,епле,jak
871,wie::FADV,мӗнле,jak
872,warum::FADV,ма,proč
873,warum::FADV,мӗншӗн,proč
874,wieviel::FNUM,миҫе,kolik
875,eins::NUM,пӗр,jeden
876,eins::NUM,пӗрре,jeden
877,zwei::NUM,ик,dva
878,zwei::NUM,икӗ,dva
879,zwei::NUM,иккӗ,dva
880,drei::NUM,виҫ,tři
881,drei::NUM,виҫӗ,tři
882,drei::NUM,виҫҫӗ,tři
883,vier::NUM,тӑват,čtyři
884,fünf::NUM,пилӗк,pět
885,fünf::NUM,пиллӗк,pět
886,sechs::NUM,улт,šest
887,sechs::NUM,ултӑ,šest
888,sechs::NUM,улттӑ,šest
889,sieben::NUM,ҫич,sedm
890,sieben::NUM,ҫичӗ,sedm
891,sieben::NUM,ҫиччӗ,sedm
892,acht::NUM,сакӑр,osm
893,acht::NUM,саккӑр,osm
894,neun::NUM,тӑхӑр,devět
895,neun::NUM,тӑххӑр,devět
896,zehn::NUM,вунӑ,deset
897,zehn::NUM,вуннӑ,deset
898,elf::NUM,вун пӗр,jedenáct
899,zwölf::NUM,вун ик,dvanáct
900,zwölf::NUM,вун икӗ,dvanáct
901,zwölf::NUM,вун иккӗ,dvanáct
902,zwanzig::NUM,ҫирӗм,dvacet
903,dreißig::NUM,вӑтӑр,třicet
904,vierzig::NUM,хӗрӗх,čtyřicet
905,fünfzig::NUM,аллӑ,padesát
906,sechzig::NUM,утмӑл,šedesát
907,siebzig::NUM,ҫитмӗл,sedmdesát
908,achtzig::NUM,сакӑр вунӑ,osmdesát
909,achtzig::NUM,сакӑр вуннӑ,osmdesát
910,neunzig::NUM,тӑхӑр вун,devadesát
911,neunzig::NUM,тӑхӑр вунӑ,devadesát
912,neunzig::NUM,тӑхӑр вуннӑ,devadesát
913,hundert::NUM,ҫӗр,sto
914,tausend::NUM,пин,tisíc
915,und::CNJ,та,a
916,oder::CNJ,е,nebo
917,stehen::V,тӑр,stát
918,sitzen::V,лар,sedět
919,liegen::V,вырт,ležet
920,hängen::V,усӑнса тӑр,viset
921,hängen::V,ҫакӑнса тӑр,viset
922,werden::V,пул,stát se
923,passieren::V,пул,stát se
924,beginnen::V,пуҫлан,počít
925,enden::V,пӗт,končit
926,enden::V,пӗт,skončit
927,enden::V,вӗҫлен,končit
928,enden::V,вӗҫлен,skončit
929,wechseln::V,улшӑн,měnit se
930,aufgehen[Sonne]::V,тух,vyjít
931,untergehen[Sonne]::V,анса лар,zapadnout
932,scheinen[Sonne]::V,пӑх,svítit
933,donnern::V,кӗмсӗртет,hřmět
934,donnern::V,авӑт,hřmět
935,wehen::V,варкӑш,vát
936,wehen::V,варкӑш,vanout
937,strömen::V,тӑкӑн,proudit
938,fließen::V,юх,téct
939,sich drehen::V,ҫаврӑн,točit se
940,schwanken::V,чӳхен,kolísat
941,schwanken::V,чӳхен,houpat se
942,schwingen::V,суллан,kývat se
943,fallen::V,кип,padat
944,fallen::V,тӳр кип,padat
945,fallen::V,татӑлса ан,padat
946,brennen::V,ҫун,hořet
947,rauchen::V,мӑкӑрлан,kouřit
948,rauchen::V,тӗтӗм кӑлар,kouřit
949,regnen::V,ҫумӑр ҫӑвать,pršet
950,gefrieren::V,шӑн,zamrznout
951,tauen::V,ирӗл,tát
952,schmelzen::V,ирӗл,tavit
953,trocknen::V,тип,schnout
954,sieden::V,вӗре,vřít
955,faulen::V,ҫӗр,hnít
956,verfaulen::V,ҫӗр,shnít
957,reißen::V,ҫурӑл,roztrhat se
958,versinken::V,пут,topit se
959,versinken::V,пут,ponořit se
960,vergehen::V,ирт,plynout
961,erscheinen::V,курӑн,objevit se
962,erscheinen::V,курӑнса кай,objevit se
963,verschwinden::V,ҫухал,zmizet
964,sinken::V,чак,klesat
965,abnehmen::V,чак,ubýt
966,zunehmen::V,пысӑклан,přibýt
967,steigen::V,ҫӗклен,stoupat
968,wachsen::V,ӳс,růst
969,glänzen::V,ҫиҫ,lesknout se
970,funkeln::V,ялкӑш,jiskřit se
971,funkeln::V,йӑлтӑртат,jiskřit se
972,lärmen::V,шавла,dělat hluk
973,läuten::V,шӑнкӑравла,zvonit
974,klingeln::V,шӑнкӑравла,zvonit
975,klirren::V,калтлат,řinčet
976,klirren::V,шӑнкӑлтат,řinčet
977,brausen::V,ахӑр,hučet
978,rauschen::V,вашӑлтат,šumět
979,rauschen::V,чашӑлтат,šumět
980,klingen::V,янӑра,znít
981,bellen::V,вӗр,štěkat
982,heulen::V,ула,výt
983,blasen::V,вӗр,foukat
984,pfeifen::V,шӑхӑр,pískat
985,schreien::V,кӑшкӑр,křičet
986,stöhnen::V,йынӑш,sténat
987,zittern::V,чӗтре,třást se
988,leben::V,пурӑн,žít
989,geboren werden::V,ҫурал,rodit se
990,atmen::V,сывла,dýchat
991,trinken::V,ӗҫ,pít
992,essen::V,ҫи,jíst
993,schlucken::V,ҫӑт,polykat
994,müde werden::V,ӗшен,unavit se
995,einschlafen::V,ыйха пут,usnout
996,einschlafen::V,ҫывӑрса кай,usnout
997,schlafen::V,ҫывӑр,spát
998,aufwachen::V,вӑран,probudit se
999,aufstehen::V,тӑр,vstát
1000,sich erholen::V,кан,zotavovat se
1001,krank werden::V,чирле,onemocnět
1002,krank sein::V,чирле,být nemocný
1003,schmerzen::V,сур,bolet
1004,schmerzen::V,ырат,bolet
1005,husten::V,ӳсӗр,kašlat
1006,genesen::V,сывал,uzdravit se
1007,genesen::V,тӳрлен,uzdravit se
1008,sterben::V,вил,umřít
1009,umkommen::V,вил,zahynout
1010,sich bewegen::V,куҫ,pohnout se
1011,sich rühren::V,хускал,hnout se
1012,sich erheben::V,тӑр,zdvihnout se
1013,sich setzen::V,лар,posadit se
1014,hinfallen::V,ӳк,upadnout
1015,laufen::V,ут,běžet
1016,schreiten::V,ут,kráčet
1017,spazierengehen::V,уҫӑлса ҫӳре,procházet se
1018,spazierengehen::V,уткаласа ҫӳре,procházet se
1019,eilen::V,васка,spěchat
1020,eilen::V,хыпалан,spěchat
1021,sich beeilen::V,васка,pospíšit si
1022,sich beeilen::V,хыпалан,pospíšit si
1023,sausen::V,ыткӑн,fičet
1024,sausen::V,вӗҫтер,fičet
1025,rennen::V,чуп,pádit
1026,springen::V,сик,skákat
1027,klettern::V,улӑх,lézt
1028,klettern::V,улӑх,šplhat
1029,schaukeln::V,йӳрӗн,houpat
1030,kriechen::V,шу,lézt
1031,kriechen::V,шу,plazit se
1032,kriechen::V,упален,lézt
1033,kriechen::V,упален,plazit se
1034,schwimmen::V,иш,plavat
1035,tauchen::V,чӑм,nořit se
1036,rudern::V,авӑс,veslovat
1037,fahren::V,пыр,jet
1038,fahren::V,пыр,jezdit
1039,fliegen::V,вӗҫ,létat
1040,gehen::V,кай,jít
1041,weggehen::V,кай,odejít
1042,abfahren::V,тапран,odjet
1043,anhalten::V,чарӑн,zastavit se
1044,hineingehen::V,кӗр,vcházet se
1045,eintreten::V,кӗр,vstoupit
1046,kommen::V,кил,přijít
1047,ankommen::V,ҫит,dojít
1048,zurückkommen::V,таврӑн,vrátit se
1049,zurückkommen::V,каялла кил,vrátit se
1050,bleiben::V,юл,zůstat
1051,warten::V,кӗт,čekat
1052,erwarten::V,кӗт,čekat na
1053,suchen::V,шыра,hledat
1054,finden::V,туп,najít
1055,versuchen::V,пикен,zkoušet
1056,vorbereiten::V,хатӗрле,připravit
1057,lieben::V,юрат,milovat
1058,mögen::V,кӑмӑлла,mít rád
1059,mögen::V,килӗштер,mít rád
1060,lachen::V,кул,smát se
1061,lachen::V,ахӑлтат,smát se
1062,rühren::V,ҫулӑх,dojmout
1063,weinen::V,йӗр,plakat
1064,weinen::V,макӑр,plakat
1065,schimpfen::V,вӑрҫ,nadávat
1066,schimpfen::V,ятлаҫ,nadávat
1067,sich ärgern::V,ҫиллен,pohoršit se
1068,sich fürchten::V,шиклен,bát se
1069,fürchten::V,хӑра,bát se
1070,fliehen::V,тар,utéct
1071,flüchten::V,чупса тар,prchnout
1072,sehen::V,кур,vidět
1073,anschauen::V,пӑхса ил,podívat se na
1074,ansehen::V,пӑх,sledovat
1075,hören::V,илт,slyšet
1076,zuhören::V,итле,poslouchat
1077,zuhören::V,тӑнла,poslouchat
1078,probieren::V,астив,ochutnávat
1079,riechen::V,шӑршла,cítit
1080,fühlen::V,туй,cítit
1081,fühlen::V,сис,cítit
1082,scheinen::V,туйӑн,zdát se
1083,zu sehen sein::V,курӑн,moci být viděn
1084,vernehmen::V,пӑл,uslyšet
1085,frieren::V,йӳтен,mrznout
1086,tun::V,ту,dělat
1087,können::V,пултар,moct
1088,wollen::V,те,chtít
1089,anfangen::V,пуҫла,začít
1090,beenden::V,пӗтер,ukončit
1091,aufhören::V,пӑрах,přestat
1092,gelingen::V,ӑн,podařit se
1093,geraten::V,пул,dařit se
1094,öffnen::V,уҫ,otevřít
1095,schließen::V,хуп,zavřít
1096,stellen::V,ларт,postavit
1097,stellen::V,тӑрат,postavit
1098,setzen::V,ларт,posadit
1099,legen::V,хур,klást
1100,legen::V,хур,položit
1101,berühren::V,перӗн,dotýkat se
1102,verbinden::V,сып,spojit
1103,bedecken::V,вит,pokrýt
1104,aufhängen::V,ҫак,oběsit
1105,aufhängen::V,ҫак,pověsit
1106,anzünden::V,ҫут,zapálit
1107,anzünden::V,ҫут,podpálit
1108,aufheben::V,ҫӗкле,zvednout
1109,aufheben::V,ҫӗкле,zdvihnout
1110,zurücklassen::V,манса хӑвар,zanechat
1111,verlieren::V,ҫӗтер,ztratit
1112,fallen lassen::V,ӳкер,upustit
1113,machen::V,ту,udělat
1114,herstellen::V,ӑстала,vyrobit
1115,bauen::V,ту,stavět
1116,bauen::V,ту,budovat
1117,reparieren::V,юса,opravit
1118,verbessern::V,лайӑхлат,zlepšit
1119,ändern::V,улӑштар,změnit
1120,graben::V,чав,rýt
1121,graben::V,чав,kopat
1122,graben::V,чакала,rýt
1123,graben::V,чакала,kopat
1124,beugen::V,кукӑрт,ohnout
1125,biegen::V,ав,ohnout
1126,biegen::V,кукӑрт,ohnout
1127,drehen::V,ҫавӑр,točit
1128,wenden::V,ӳпӗнтер,obrátit
1129,umdrehen::V,ҫавӑр,obrátit
1130,heben::V,хӑпарт,zdvihnout
1131,hochheben::V,йӑт,zvednout
1132,ergreifen::V,тыт,chopit se
1133,halten::V,тыт,držet
1134,drücken::V,пус,stisknout
1135,schieben::V,тӗк,posouvat
1136,schieben::V,тӗрт,posouvat
1137,kratzen::V,хыр,škrábat
1138,lecken::V,ҫула,lízat
1139,beißen::V,ҫырт,kousat
1140,beißen::V,хып,kousat
1141,abreißen::V,тат,utrhat
1142,abreißen::V,тат,odtrhat
1143,abschneiden::V,кас,uřezat
1144,abschneiden::V,кас,ukrojit
1145,binden::V,ҫых,přivázat
1146,stecken::V,чик,strčit
1147,brechen::V,хуҫ,lomit
1148,klopfen::V,такка,ťukat
1149,klopfen::V,такка,klepat
1150,hauen::V,шакка,bít
1151,kleben::V,ҫыпӑҫтар,lepit
1152,reiben::V,сӑтӑр,třít
1153,streichen::V,сӗр,mazat
1154,schleifen::V,хӑйра,brousit
1155,schneiden::V,кас,řezat
1156,schneiden::V,кас,střihat
1157,rütteln::V,лӑка,třást
1158,rütteln::V,лӑка,otřást
1159,rütteln::V,силлентер,třást
1160,rütteln::V,силлентер,otřást
1161,schütteln::V,лӑка,třást
1162,schütteln::V,лӑка,zatřást
1163,schütteln::V,силлентер,třást
1164,schütteln::V,силлентер,zatřást
1165,schwenken::V,сулла,mávat
1166,schütten::V,тултар,nasypat
1167,füllen::V,тултар,naplnit
1168,einwickeln::V,чӗрке,zavinout
1169,tragen::V,ҫӗкле,nést
1170,schleppen::V,сӗтӗр,vléct
1171,ziehen::V,тӑс,tahat
1172,ziehen::V,тӑс,táhnout
1173,aufbewahren::V,усра,schovat
1174,werfen::V,пӑрах,házet
1175,fangen::V,тыт,chytat
1176,packen::V,тыт,uchvátit
1177,verstecken::V,пытарса хур,schovat
1178,teilen::V,уйӑр,rozdělit
1179,teilen::V,пайла,rozdělit
1180,schicken::V,яр,posílat
1181,bringen::V,кӳр,přinést
1182,hinzufügen::V,хуш,připojit
1183,bekommen::V,ил,dostat
1184,bekommen::V,туян,dostat
1185,erhalten::V,ил,uchovat
1186,erhalten::V,туян,uchovat
1187,nehmen::V,ил,vzít
1188,wählen::V,суйла,zvolit
1189,auswählen::V,суйла,vybrat
1190,bewahren::V,упра,uchránit
1191,behindern::V,кансӗрле,překážet
1192,behindern::V,чӑрмантар,překážet
1193,verderben::V,пӑс,zkazit
1194,beschädigen::V,пӑс,porušit
1195,beschädigen::V,пӑс,poškodit
1196,zerbrechen::V,ват,rozlámat
1197,zerbrechen::V,ҫӗмӗр,rozlámat
1198,zerreißen::V,ҫур,roztrhnout
1199,zerstören::V,иш,zničit
1200,verbrennen::V,ҫунтар,spálit
1201,geben::V,пар,dát
1202,reichen::V,пар,podat
1203,schenken::V,парнеле,darovat
1204,versprechen::V,тума пул,slíbit
1205,versprechen::V,сӑмах пар,slíbit
1206,wünschen::V,сун,přát
1207,loben::V,ырла,chválit
1208,küssen::V,чуп ту,líbat
1209,wiegen::V,сиктер,chovat
1210,wiegen::V,сиктер,kolébat
1211,wiegen::V,силле,chovat
1212,wiegen::V,силле,kolébat
1213,zudecken::V,вит,přikrýt
1214,zudecken::V,вит,přiklopit
1215,wecken::V,вӑрат,vzbudit
1216,zeigen::V,кӑтарт,ukázat
1217,führen::V,илсе пыр,vést
1218,führen::V,ҫавӑтса пыр,vést
1219,lehren::V,вёрент,učit
1220,unterrichten::V,вёрент,vyučovat
1221,aufziehen::V,вӗрент,vychovat
1222,leiten::V,тытса пыр,vodit
1223,antreiben::V,васкат,nutit
1224,lassen::V,пусахла,dát
1225,lassen::V,хуш,dát
1226,einladen::V,чӗн,pozvat
1227,vereinigen::V,пӗрлештер,spojit
1228,besuchen::V,ҫит,návštívit
1229,besuchen::V,кӗрсе кур,návštívit
1230,treffen::V,тӗл пул,potkat
1231,sich versammeln::V,пуҫтарӑн,shromáždit se
1232,spielen::V,выля,hrát
1233,singen::V,юрла,zpívat
1234,tanzen::V,ташла,tančit
1235,sich trennen::V,уйрӑл,rozejít se
1236,verlassen::V,хӑвар,opustit
1237,retten::V,ҫӑл,zachránit
1238,bewachen::V,хуралла,hlídat
1239,schützen::V,сыхла,chránit
1240,verteidigen::V,хӳтӗле,obhájit
1241,sich schlagen::V,ҫапӑҫ,bít se
1242,schießen::V,пер,střílet
1243,siegen::V,ҫӗн,zvítězit
1244,siegen::V,ҫӗнтер,zvítězit
1245,ärgern::V,тарӑхтар,zlobit
1246,ärgern::V,тарӑхтар,pohoršit
1247,ärgern::V,ҫиллентер,zlobit
1248,ärgern::V,ҫиллентер,pohoršit
1249,schlagen::V,ҫап,udeřit
1250,schlagen::V,ҫап,praštit
1251,treten::V,тап,kopnout
1252,stechen::V,чик,bodnout
1253,stechen::V,чик,píchnout
1254,stoßen::V,чыш,strčit
1255,stehlen::V,вӑрла,ukrást
1256,stören::V,кансӗрле,vyrušit
1257,belästigen::V,аптӑрат,obtěžovat
1258,belästigen::V,хупла,obtěžovat
1259,verbergen::V,пытар,skrýt
1260,täuschen::V,суй,klamat
1261,betrügen::V,ултала,podvést
1262,töten::V,вӗлер,zabít
1263,wohnen::V,чуна пар,bydlit
1264,wohnen::V,парӑнса тӑр,bydlit
1265,arbeiten::V,ӗҫле,pracovat
1266,sammeln::V,пух,sebrat
1267,pflücken::V,тат,česat
1268,jagen::V,сунара ҫӳре,uhonit
1269,fischen::V,пулӑ тыт,chytat ryby
1270,fassen::V,тыт,ulovit
1271,hüten::V,кӗт,pást
1272,treiben::V,хӑвала,hnát
1273,anbinden::V,кӑкар,přivázat
1274,füttern::V,ҫитер,krmit
1275,melken::V,су,dojit
1276,hacken::V,вакла,seknout
1277,gießen::V,шӑвар,zalít
1278,reifen::V,пиҫ,uzrát
1279,zubereiten::V,пӗҫер,připravit
1280,kochen::V,пӗҫер,vařit
1281,backen::V,пӗҫер,péct
1282,braten::V,ӑшала,smažit
1283,umrühren::V,хутӑштар,zamíchat
1284,stricken::V,ҫых,plést
1285,nähen::V,ҫӗле,šít
1286,färben::V,пӗвет,nabarvit
1287,reinigen::V,тасат,očistit
1288,waschen::V,ҫу,mýt
1289,abwischen::V,шӑл,utřít
1290,spülen::V,чӳхе,spláchnout
1291,fegen::V,шӑл,zamést
1292,kehren::V,шӑл,mést
1293,baden::V,шыва кӗр,koupat se
1294,sich waschen::V,ҫӑвӑн,mýt se
1295,ausziehen::V,салан,svléct
1296,anziehen::V,тӑхӑн,obléct
1297,sich anziehen::V,тӑхӑн,oblékat se
1298,kämmen::V,тура,učesat
1299,schmücken::V,илемлет,ozdobit
1300,sagen::V,те,říct
1301,sprechen::V,кала,mluvit
1302,reden::V,сӑмахла,hovořit
1303,reden::V,калаҫ,hovořit
1304,sich unterhalten::V,пупле,povídat se
1305,fragen::V,ыйт,zeptat se
1306,bitten::V,ыйт,prosit
1307,erzählen::V,каласа пар,povídat
1308,mitteilen::V,пӗлтер,sdělit
1309,mitteilen::V,пӗлтер,oznámit
1310,mitteilen::V,хыпарла,sdělit
1311,mitteilen::V,хыпарла,oznámit
1312,nennen::V,те,nazvat
1313,nennen::V,чӗн,nazvat
1314,rufen::V,чӗн,volat
1315,rufen::V,чӗн,zavolat
1316,prahlen::V,мухтан,chlubit se
1317,prahlen::V,вӗҫкӗнлен,chlubit se
1318,übersetzen::V,куҫар,přeložit
1319,denken::V,шухӑшла,myslit
1320,glauben::V,ӗнен,věřit
1321,bemerken::V,асӑрха,zpozorovat
1322,erkennen::V,палла,poznat
1323,begreifen::V,ӑнлан,pochopit
1324,verstehen::V,пӗл,porozumět
1325,lernen::V,вӗрен,učit se
1326,wissen::V,пӗл,vědět
1327,wissen::V,ӑнкар,vědět
1328,sich erinnern an::V,аса ил,vzpomínat si na
1329,vergessen::V,ман,zapomínat
1330,vergessen::V,манса кай,zapomínat
1331,messen::V,виҫ,měřit
1332,zählen::V,шутла,spočítat
1333,rechnen::V,шутла,počítat
1334,lesen::V,вула,číst
1335,malen::V,ӳкер,malovat
1336,zeichnen::V,ӳкер,rýsovat
1337,schreiben::V,ҫыр,psát
1338,besitzen::V,тыт,mít
1339,besitzen::V,тыт,vlastnit
1340,kaufen::V,ил,koupit
1341,kaufen::V,туян,koupit
1342,verkaufen::V,сут,prodat
1343,bezahlen::V,тӳле,zaplatit
1344,zahlen::V,тӳле,platit
1345,beherrschen::V,тыт,ovládat
1346,ertragen::V,тӳс,snést
1347,Bauch::N,,břicho
