,Concept_ID,fa,fa
133,See::N,دریاچه,دریاچه
134,Sumpf::N,مرداب,مرداب
135,Sumpf::N,مرداب,باتلاق
136,Sumpf::N,باتلاق,مرداب
137,Sumpf::N,باتلاق,باتلاق
138,Moor::N,باتلاق,باتلاق
139,Wiese::N,چمن,چمن
140,Wald::N,جنگل,جنگل
141,Hügel::N,تل,تل
142,Hügel::N,تل,تپه
143,Hügel::N,تپه,تل
144,Hügel::N,تپه,تپه
145,Anhöhe::N,بلندی,بلندی
146,Berg::N,کوه,کوه
147,Gipfel::N,قله,قله
148,Höhle::N,غار,غار
149,Abhang::N,سرازیری,سرازیری
150,Quelle::N,چشمه,چشمه
151,Bach::N,نهر,نهر
152,Fluss::N,رود,رود
153,Ufer::N,ساحل,ساحل
154,Ufer::N,ساحل,کرانه
155,Ufer::N,کرانه,ساحل
156,Ufer::N,کرانه,کرانه
157,Küste::N,ساحل,ساحل
158,Festland::N,خشکی,خشکی
159,Meer::N,دریا,دریا
160,Bucht::N,خلیج,خلیج
161,Insel::N,جزیره,جزیره
162,Blume::N,گل,گل
163,Gras::N,علف,علف
164,Wurzel::N,ریشه,ریشه
165,Baum::N,درخت,درخت
166,Stamm::N,تنه,تنه
167,Rinde::N,توژ,توژ
168,Rinde::N,توژ,پوست
169,Rinde::N,پوست,توژ
170,Rinde::N,پوست,پوست
171,Ast::N,شاخه,شاخه
172,Zweig::N,شاخه,شاخه
173,Blatt::N,برگ,برگ
174,Birke::N,غان,غان
175,Kiefer[Baum]::N,کاج,کاج
176,Weide[Baum]::N,بید,بید
177,Tanne::N,صنوبر,صنوبر
178,Horn::N,شاخ,شاخ
179,Feder::N,پر,پر
180,Fell::N,خز,خز
181,Flügel::N,پر,پر
182,Flügel::N,پر,بال
183,Flügel::N,بال,پر
184,Flügel::N,بال,بال
185,Klaue::N,چنگ,چنگ
186,Klaue::N,چنگ,پنجه
187,Klaue::N,پنجه,چنگ
188,Klaue::N,پنجه,پنجه
189,Kralle::N,پنجه,پنجه
190,Schwanz::N,دم,دم
191,Ei::N,تخم,تخم
192,Nest::N,لانه,لانه
193,Bau::N,بنا,بنا
194,Bau::N,بنا,ساختمان
195,Bau::N,ساختمان,بنا
196,Bau::N,ساختمان,ساختمان
197,Tier::N,هیوان,هیوان
198,Herde::N,رمه,رمه
199,Kuh::N,گاو,گاو
200,Bulle::N,گاو نر,گاو نر
201,Pferd::N,اسب,اسب
202,Schaf::N,گوسفند,گوسفند
203,Schwein::N,خوک,خوک
204,Hund::N,سگ,سگ
205,Katze::N,گربه,گربه
206,Bär::N,خرس,خرس
207,Eichhörnchen::N,سنجاب,سنجاب
208,Elch::N,گوزن شمالی,گوزن شمالی
209,Fuchs::N,روباه,روباه
210,Hase::N,خرگوش,خرگوش
211,Maus::N,موش,موش
212,Wolf::N,گرگ,گرگ
213,Vogel::N,پرنده,پرنده
214,Schwarm::N,دسته,دسته
215,Huhn::N,مرغ,مرغ
216,Hahn::N,خروس,خروس
217,Gans::N,غاز,غاز
218,Adler::N,عقاب,عقاب
219,Ente::N,اردک,اردک
220,Ente::N,اردک,مرغابی
221,Ente::N,مرغابی,اردک
222,Ente::N,مرغابی,مرغابی
223,Eule::N,جغد,جغد
224,Kranich::N,درنا,درنا
225,Krähe::N,زاغ,زاغ
226,Krähe::N,زاغ,کلاغ
227,Krähe::N,کلاغ,زاغ
228,Krähe::N,کلاغ,کلاغ
229,Kuckuck::N,فاخته,فاخته
230,Schwan::N,قو,قو
231,Fisch::N,ماهی,ماهی
232,Barsch::N,ماهی خاردار,ماهی خاردار
233,Hecht::N,اردک ماهی,اردک ماهی
234,Schlange[Tier]::N,مار,مار
235,Wurm::N,کرم,کرم
236,Spinne::N,عنکبوت,عنکبوت
237,Ameise::N,مورچه,مورچه
238,Laus::N,شپش,شپش
239,Mücke::N,پشه,پشه
240,Fliege::N,مگس,مگس
241,Schmetterling::N,پروانه,پروانه
242,Beere::N,گیله,گیله
243,Apfel::N,سیب,سیب
244,Pilz::N,قارچ,قارچ
245,Zwiebel::N,پیاز,پیاز
246,Saat::N,بذر,بذر
247,Korn::N,تخم,تخم
248,Korn::N,تخم,دانه
249,Korn::N,دانه,تخم
250,Korn::N,دانه,دانه
251,Heu::N,علف خشک,علف خشک
252,Schale::N,پوست,پوست
253,Grube::N,گودال,گودال
254,Falle::N,دام,دام
255,Schlinge::N,حلقه,حلقه
256,Spur::N,رد,رد
257,Asche::N,خاکستر,خاکستر
258,Dreck::N,کثافت,کثافت
259,Eisen::N,آهن,آهن
260,Gold::N,زر,زر
261,Gold::N,زر,طلا
262,Gold::N,طلا,زر
263,Gold::N,طلا,طلا
264,Silber::N,نقره,نقره
265,Kohle::N,زغال,زغال
266,Glas::N,شیشه,شیشه
267,Lehm::N,گل,گل
268,Sand::N,شن,شن
269,Sand::N,شن,ماسه
270,Sand::N,ماسه,شن
271,Sand::N,ماسه,ماسه
272,Mensch::N,آدم,آدم
273,Mensch::N,آدم,انسان
274,Mensch::N,انسان,آدم
275,Mensch::N,انسان,انسان
276,Mann::N,مرد,مرد
277,Frau::N,زن,زن
278,Kind::N,بچه,بچه
279,Kind::N,بچه,کودک
280,Kind::N,کودک,بچه
281,Kind::N,کودک,کودک
282,Junge::N,پسر,پسر
283,Mädchen::N,دختر,دختر
284,Familie::N,فامیل,فامیل
285,Familie::N,فامیل,خانواده
286,Familie::N,خانواده,فامیل
287,Familie::N,خانواده,خانواده
288,Großvater::N,پدربزرگ,پدربزرگ
289,Großmutter::N,مادر‌بزرگ,مادر‌بزرگ
290,Eltern::N,والدین,والدین
291,Eltern::N,والدین,پدر‌و‌مادر
292,Eltern::N,پدر‌و‌مادر,والدین
293,Eltern::N,پدر‌و‌مادر,پدر‌و‌مادر
294,Vater::N,پدر,پدر
295,Mutter::N,مادر,مادر
296,Sohn::N,پسر,پسر
297,Tochter::N,دختر,دختر
298,Bruder::N,برادر,برادر
299,Schwester::N,خواهر,خواهر
300,Onkel::N,عمو,عمو
301,Onkel::N,عمو,دایی
302,Onkel::N,دایی,عمو
303,Onkel::N,دایی,دایی
304,Tante::N,عمه,عمه
305,Tante::N,عمه,خاله
306,Tante::N,خاله,عمه
307,Tante::N,خاله,خاله
308,Ehemann::N,همسر,همسر
309,Ehefrau::N,همسر,همسر
310,Freude::N,شادی,شادی
311,Gelächter::N,خنده,خنده
312,Gelächter::N,خنده,قاه‌قاه
313,Gelächter::N,قاه‌قاه,خنده
314,Gelächter::N,قاه‌قاه,قاه‌قاه
315,Glück::N,اقبال,اقبال
316,Kummer::N,غم,غم
317,Kummer::N,غم,غصه
318,Kummer::N,غصه,غم
319,Kummer::N,غصه,غصه
320,Wunsch::N,آرزو,آرزو
321,Lust::N,هوس,هوس
322,Geist::N,روح,روح
323,Gedanke::N,فکر,فکر
324,Gedächtnis::N,حافظه,حافظه
325,Verstand::N,هوش,هوش
326,Sinn::N,معنا,معنا
327,Sinn::N,معنا,مفهوم
328,Sinn::N,مفهوم,معنا
329,Sinn::N,مفهوم,مفهوم
330,Grund::N,سبب,سبب
331,Grund::N,سبب,دلیل
332,Grund::N,دلیل,سبب
333,Grund::N,دلیل,دلیل
334,Wahrheit::N,حقیقت,حقیقت
335,Gespräch::N,صحبت,صحبت
336,Gespräch::N,صحبت,گفتگو
337,Gespräch::N,گفتگو,صحبت
338,Gespräch::N,گفتگو,گفتگو
339,Märchen::N,قصه,قصه
340,Märchen::N,قصه,افسانه
341,Märchen::N,افسانه,قصه
342,Märchen::N,افسانه,افسانه
343,Erzählung::N,داستان,داستان
344,Nachricht::N,خبر,خبر
345,Neuigkeit::N,خبر تازه,خبر تازه
346,Name::N,اسم,اسم
347,Rätsel::N,معما,معما
348,Rede::N,سخن,سخن
349,Sprache::N,زبان,زبان
350,Stimme::N,صدا,صدا
351,Wort::N,کلمه,کلمه
352,Zeichen::N,نشان,نشان
353,Zeichen::N,نشان,علامت
354,Zeichen::N,علامت,نشان
355,Zeichen::N,علامت,علامت
356,Ruf::N,صدا,صدا
357,Lärm::N,هیاهو,هیاهو
358,Laut::N,صدا,صدا
359,Ton::N,آهنگ,آهنگ
360,Lied::N,آواز,آواز
361,Lied::N,آواز,ترانه
362,Lied::N,ترانه,آواز
363,Lied::N,ترانه,ترانه
364,Ruhe::N,آرامش,آرامش
365,Leute::N,مردم,مردم
366,Volk::N,خلق,خلق
367,Arbeit::N,کار,کار
368,Gast::N,مهمان,مهمان
369,Geschenk::N,هدیه,هدیه
370,Spiel::N,بازی,بازی
371,Gesellschaft::N,جمعیت,جمعیت
372,Hilfe::N,کمک,کمک
373,Freund::N,دوست,دوست
374,Kamerad::N,رفیق,رفیق
375,Angelegenheit::N,امر,امر
376,Angelegenheit::N,امر,قضیه
377,Angelegenheit::N,قضیه,امر
378,Angelegenheit::N,قضیه,قضیه
379,Anzahl::N,عده,عده
380,Anzahl::N,عده,شمار
381,Anzahl::N,شمار,عده
382,Anzahl::N,شمار,شمار
383,Art::N,نوع,نوع
384,Stück::N,تکه,تکه
385,Stück::N,تکه,قطعه
386,Stück::N,قطعه,تکه
387,Stück::N,قطعه,قطعه
388,Teil::N,بخش,بخش
389,Teil::N,بخش,قسمت
390,Teil::N,قسمت,بخش
391,Teil::N,قسمت,قسمت
392,Hälfte::N,نیم,نیم
393,Kreis::N,حلقه,حلقه
394,Kreis::N,حلقه,دایره
395,Kreis::N,دایره,حلقه
396,Kreis::N,دایره,دایره
397,Kreuz::N,صلیب,صلیب
398,Linie::N,خط,خط
399,Linie::N,خط,سطر
400,Linie::N,سطر,خط
401,Linie::N,سطر,سطر
402,Strich::N,خط,خط
403,Abstand::N,فاصله,فاصله
404,Entfernung::N,مسافت,مسافت
405,Gegend::N,منطقه,منطقه
406,Platz::N,گنجایش,گنجایش
407,Ort::N,جا,جا
408,Ort::N,جا,محل
409,Ort::N,جا,مکان
410,Ort::N,محل,جا
411,Ort::N,محل,محل
412,Ort::N,محل,مکان
413,Ort::N,مکان,جا
414,Ort::N,مکان,محل
415,Ort::N,مکان,مکان
416,Seite::N,طرف,طرف
417,Mitte::N,وسط,وسط
418,Mitte::N,وسط,میان
419,Mitte::N,میان,وسط
420,Mitte::N,میان,میان
421,Gegenstand::N,چیز,چیز
422,Sache::N,چیز,چیز
423,Rand::N,کنار,کنار
424,Rand::N,کنار,حاشیه
425,Rand::N,حاشیه,کنار
426,Rand::N,حاشیه,حاشیه
427,Kante::N,لبه,لبه
428,Ecke::N,گوشه,گوشه
429,Spitze::N,سر,سر
430,Spitze::N,سر,نوک
431,Spitze::N,نوک,سر
432,Spitze::N,نوک,نوک
433,Ende::N,ته,ته
434,Ende::N,ته,آخر
435,Ende::N,آخر,ته
436,Ende::N,آخر,آخر
437,Loch::N,سوراخ,سوراخ
438,Winkel::N,کنج,کنج
439,Muster::N,نقش,نقش
440,Größe::N,قد,قد
441,Größe::N,قد,بزرگی
442,Größe::N,بزرگی,قد
443,Größe::N,بزرگی,بزرگی
444,Länge::N,طول,طول
445,Höhe::N,بلندی,بلندی
446,Gewicht::N,وزن,وزن
447,Menge::N,مقدار,مقدار
448,Menge::N,مقدار,اندازه
449,Menge::N,اندازه,مقدار
450,Menge::N,اندازه,اندازه
451,Haufen::N,توده,توده
452,Reihe::N,ردیف,ردیف
453,Boot::N,قایق,قایق
454,Ruder::N,پارو,پارو
455,Schlitten::N,سورتمه,سورتمه
456,Ski::N,اسکی,اسکی
457,Lagerfeuer::N,آتش,آتش
458,Last::N,بار,بار
459,Last::N,بار,سنگینی
460,Last::N,سنگینی,بار
461,Last::N,سنگینی,سنگینی
462,Gang::N,راه رفتن,راه رفتن
463,Schritt::N,قدم,قدم
464,Norden::N,شمال,شمال
465,Süden::N,جنوب,جنوب
466,Westen::N,غرب,غرب
467,Osten::N,شرق,شرق
468,Holz::N,چوب,چوب
469,Brett::N,تخته,تخته
470,Platte::N,صفحه,صفحه
471,Stütze::N,تکیه,تکیه
472,Stange::N,میله,میله
473,Stock::N,چوب,چوب
474,Stab::N,عصا,عصا
475,Rohr::N,لوله,لوله
476,Haus::N,منزل,منزل
477,Heim::N,خانه,خانه
478,Heim::N,خانه,کاشانه
479,Heim::N,کاشانه,خانه
480,Heim::N,کاشانه,کاشانه
481,Ofen::N,بخاری,بخاری
482,Fußboden::N,کف اتاق,کف اتاق
483,Tisch::N,میز,میز
484,Stuhl::N,صندلی,صندلی
485,Wiege::N,گهواره,گهواره
486,Bett::N,تختخواب,تختخواب
487,Regal::N,قفسه,قفسه
488,Kiste::N,صندوق,صندوق
489,Fenster::N,پنجره,پنجره
490,Tür::N,در,در
491,Tür::N,در,درب
492,Tür::N,درب,در
493,Tür::N,درب,درب
494,Tor::N,دروازه,دروازه
495,Zaun::N,حصار,حصار
496,Dach::N,بام,بام
497,Leiter::N,نردبان,نردبان
498,Besen::N,جارو,جارو
499,Spaten::N,بیل,بیل
500,Schaufel::N,بیل,بیل
501,Schaufel::N,بیل,پارو
502,Schaufel::N,پارو,بیل
503,Schaufel::N,پارو,پارو
504,Gabel::N,چنگال,چنگال
505,Löffel::N,قاشق,قاشق
506,Messer::N,کارد,کارد
507,Nagel::N,میخ,میخ
508,Netz::N,تور,تور
509,Netz::N,تور,شبکه
510,Netz::N,شبکه,تور
511,Netz::N,شبکه,شبکه
512,Haken::N,قلاب,قلاب
513,Griff::N,دسته,دسته
514,Schloss::N,قفل,قفل
515,Bild::N,عکس,عکس
516,Bild::N,عکس,تصویر
517,Bild::N,تصویر,عکس
518,Bild::N,تصویر,تصویر
519,Figur::N,تندیس,تندیس
520,Puppe::N,عروسک,عروسک
521,Beutel::N,کیسه,کیسه
522,Bündel::N,بسته,بسته
523,Tasche::N,کیف,کیف
524,Eimer::N,سطل,سطل
525,Deckel::N,در,در
526,Geschirr::N,ظرف,ظرف
527,Sack::N,گونی,گونی
528,Tasse::N,فنجان,فنجان
529,Topf::N,دیگ,دیگ
530,Topf::N,دیگ,قابلمه
531,Topf::N,قابلمه,دیگ
532,Topf::N,قابلمه,قابلمه
533,Kessel::N,دیگ,دیگ
534,Essen::N,خوراک,خوراک
535,Nahrung::N,غذا,غذا
536,Speise::N,خوراک,خوراک
537,Fleisch::N,گوشت,گوشت
538,Getreide::N,غله,غله
539,Brei::N,فرنی,فرنی
540,Brei::N,فرنی,حریره
541,Brei::N,حریره,فرنی
542,Brei::N,حریره,حریره
543,Brot::N,نان,نان
544,Scheibe::N,قاچ,قاچ
545,Scheibe::N,قاچ,لزگه
546,Scheibe::N,لزگه,قاچ
547,Scheibe::N,لزگه,لزگه
548,Fett::N,چربی,چربی
549,Butter::N,کره,کره
550,Öl::N,روغن,روغن
551,Salz::N,نمک,نمک
552,Suppe::N,آش,آش
553,Suppe::N,آش,سوپ
554,Suppe::N,سوپ,آش
555,Suppe::N,سوپ,سوپ
556,Honig::N,عسل,عسل
557,Milch::N,شیر,شیر
558,Tee::N,چای,چای
559,Leder::N,چرم,چرم
560,Wolle::N,پشم,پشم
561,Stoff::N,پارچه,پارچه
562,Nadel::N,سوزن,سوزن
563,Faden::N,نخ,نخ
564,Knopf::N,دکمه,دکمه
565,Knoten::N,گره,گره
566,Farbe::N,رنگ,رنگ
567,Kleidung::N,لباس,لباس
568,Kleidung::N,لباس,پوشاک
569,Kleidung::N,پوشاک,لباس
570,Kleidung::N,پوشاک,پوشاک
571,Hemd::N,پیراهن,پیراهن
572,Kragen::N,یقه,یقه
573,Ärmel::N,آستین,آستین
574,Hose::N,شلوار,شلوار
575,Gürtel::N,کمر‌بند,کمر‌بند
576,Mütze::N,کلاه,کلاه
577,Schuh::N,کفش,کفش
578,Stiefel::N,چکمه,چکمه
579,Ring::N,حلقه,حلقه
580,Ring::N,حلقه,انگشتر
581,Ring::N,انگشتر,حلقه
582,Ring::N,انگشتر,انگشتر
583,Band::N,نوار,نوار
584,Band::N,نوار,روبان
585,Band::N,روبان,نوار
586,Band::N,روبان,روبان
587,Kamm::N,شانه,شانه
588,Spiegel::N,آینه,آینه
589,Riemen::N,تسمه,تسمه
590,Schnur::N,ریسمان,ریسمان
591,Leine::N,قلاده,قلاده
592,Decke::N,پتو,پتو
593,Kissen::N,بالش,بالش
594,Tuch::N,شال,شال
595,Handtuch::N,حوله,حوله
596,Kraft::N,نیرو,نیرو
597,Stärke::N,زور,زور
598,Gesundheit::N,سلامتی,سلامتی
599,Gesundheit::N,سلامتی,تندرستی
600,Gesundheit::N,تندرستی,سلامتی
601,Gesundheit::N,تندرستی,تندرستی
602,Krankheit::N,بیماری,بیماری
603,Schmerz::N,درد,درد
604,Wunde::N,زخم,زخم
605,Fieber::N,تب,تب
606,Arznei::N,دارو,دارو
607,Brücke::N,پل,پل
608,Brunnen::N,چاه,چاه
609,Weide::N,چراگاه,چراگاه
610,Pfad::N,راه,راه
611,Weg::N,راه,راه
612,Weg::N,راه,طریق
613,Weg::N,طریق,راه
614,Weg::N,طریق,طریق
615,Straße::N,راه,راه
616,Straße::N,راه,جاده
617,Straße::N,جاده,راه
618,Straße::N,جاده,جاده
619,Dorf::N,ده,ده
620,Dorf::N,ده,روستا
621,Dorf::N,روستا,ده
622,Dorf::N,روستا,روستا
623,Stadt::N,شهر,شهر
624,Brief::N,نامه,نامه
625,Buch::N,کتاب,کتاب
626,Buchstabe::N,حرف,حرف
627,Zeitung::N,روزنامه,روزنامه
628,Leben::N,عمر,عمر
629,Leben::N,عمر,زندگی
630,Leben::N,زندگی,عمر
631,Leben::N,زندگی,زندگی
632,Tod::N,مرگ,مرگ
633,Grab::N,گور,گور
634,Grab::N,گور,مزار
635,Grab::N,مزار,گور
636,Grab::N,مزار,مزار
637,Kirche::N,کلیسا,کلیسا
638,Sünde::N,بزه,بزه
639,Sünde::N,بزه,گناه
640,Sünde::N,گناه,بزه
641,Sünde::N,گناه,گناه
642,Gott::N,خدا,خدا
643,Arbeiter::N,کارگر,کارگر
644,Chef::N,رئیس,رئیس
645,Meister::N,استاد,استاد
646,Arzt::N,پزشک,پزشک
647,Lehrer::N,معلم,معلم
648,Lehrer::N,معلم,آموزگار
649,Lehrer::N,آموزگار,معلم
650,Lehrer::N,آموزگار,آموزگار
651,Geld::N,پول,پول
652,Geschäft::N,کار,کار
653,Geschäft::N,کار,بیزنس
654,Geschäft::N,بیزنس,کار
655,Geschäft::N,بیزنس,بیزنس
656,Laden::N,دکان,دکان
657,Laden::N,دکان,مغازه
658,Laden::N,مغازه,دکان
659,Laden::N,مغازه,مغازه
660,Preis::N,بها,بها
661,Preis::N,بها,قیمت
662,Preis::N,قیمت,بها
663,Preis::N,قیمت,قیمت
664,Ware::N,جنس,جنس
665,Ware::N,جنس,کالا
666,Ware::N,کالا,جنس
667,Ware::N,کالا,کالا
668,Nutzen::N,مزیت,مزیت
669,Nutzen::N,مزیت,امتیاز
670,Nutzen::N,امتیاز,مزیت
671,Nutzen::N,امتیاز,امتیاز
672,Reichtum::N,مال,مال
673,Reichtum::N,مال,ثروت
674,Reichtum::N,ثروت,مال
675,Reichtum::N,ثروت,ثروت
676,Welt::N,دنیا,دنیا
677,Land::N,کشور,کشور
678,Land::N,کشور,مملکت
679,Land::N,مملکت,کشور
680,Land::N,مملکت,مملکت
681,Staat::N,دولت,دولت
682,König::N,شاه,شاه
683,König::N,شاه,پادشاه
684,König::N,پادشاه,شاه
685,König::N,پادشاه,پادشاه
686,Macht::N,قدرت,قدرت
687,Macht::N,قدرت,اختیار
688,Macht::N,اختیار,قدرت
689,Macht::N,اختیار,اختیار
690,Grenze::N,مرز,مرز
691,Krieg::N,جنگ,جنگ
692,Feind::N,دشمن,دشمن
693,Gewalt::N,زور,زور
694,Gewalt::N,زور,خشونت
695,Gewalt::N,خشونت,زور
696,Gewalt::N,خشونت,خشونت
697,Kampf::N,نبرد,نبرد
698,Kampf::N,نبرد,مبارزه
699,Kampf::N,مبارزه,نبرد
700,Kampf::N,مبارزه,مبارزه
701,Bogen[Waffe]::N,کمان,کمان
702,Pfeil::N,تیر,تیر
703,Gewehr::N,تفنگ,تفنگ
704,Fehler::N,غلط,غلط
705,Fehler::N,غلط,اشتباه
706,Fehler::N,اشتباه,غلط
707,Fehler::N,اشتباه,اشتباه
708,Lüge::N,دروغ,دروغ
709,Schaden::N,آسیب,آسیب
710,Schaden::N,آسیب,خسارت
711,Schaden::N,خسارت,آسیب
712,Schaden::N,خسارت,خسارت
713,Unglück::N,بلا,بلا
714,Schuld::N,گناه,گناه
715,Schuld::N,گناه,تقصیر
716,Schuld::N,تقصیر,گناه
717,Schuld::N,تقصیر,تقصیر
718,Alter::N,سن,سن
719,Alter::N,سن,عمر
720,Alter::N,عمر,سن
721,Alter::N,عمر,عمر
722,Schluss::N,انتها,انتها
723,Zeit::N,وقت,وقت
724,Zeit::N,وقت,زمان
725,Zeit::N,زمان,وقت
726,Zeit::N,زمان,زمان
727,Tag::N,روز,روز
728,Morgen::N,صبح,صبح
729,Mittag::N,ظهر,ظهر
730,Abend::N,شب,شب
731,Abend::N,شب,عصر
732,Abend::N,عصر,شب
733,Abend::N,عصر,عصر
734,Nacht::N,شب,شب
735,Woche::N,هفته,هفته
736,Monat::N,ماه,ماه
737,Jahr::N,سال,سال
738,Frühling::N,بهار,بهار
739,Sommer::N,تابستان,تابستان
740,Herbst::N,پاییز,پاییز
741,Winter::N,زمستان,زمستان
742,Januar::N,ژانویه,ژانویه
743,Februar::N,فوریه,فوریه
744,März::N,مارس,مارس
745,April::N,آوریل,آوریل
746,Mai::N,مه,مه
747,Juni::N,ژوئن,ژوئن
748,Juli::N,ژویه,ژویه
749,August::N,اوت,اوت
750,September::N,سپتامبر,سپتامبر
751,Oktober::N,اکتبر,اکتبر
752,November::N,نوامبر,نوامبر
753,Dezember::N,دسامبر,دسامبر
754,Montag::N,دو‌شنبه,دو‌شنبه
755,Dienstag::N,سه‌شنبه,سه‌شنبه
756,Mittwoch::N,چهار‌شنبه,چهار‌شنبه
757,Donnerstag::N,پنج شنبه,پنج شنبه
758,Freitag::N,جمعه,جمعه
759,Samstag::N,شنبه,شنبه
760,Sonntag::N,یکشنبه,یکشنبه
761,groß::A,بزرگ,بزرگ
762,klein::A,کوچک,کوچک
763,lang::A,بلند,بلند
764,kurz::A,کوتاه,کوتاه
765,breit::A,پهن,پهن
766,schmal::A,تنگ,تنگ
767,schmal::A,تنگ,نازک
768,schmal::A,نازک,تنگ
769,schmal::A,نازک,نازک
770,dicht::A,چگال,چگال
771,dicht::A,چگال,انبوه
772,dicht::A,انبوه,چگال
773,dicht::A,انبوه,انبوه
774,dick[Gegenstand]::A,ضخیم,ضخیم
775,dünn::A,نازک,نازک
776,fein::A,ریز,ریز
777,fein::A,ریز,باریک
778,fein::A,باریک,ریز
779,fein::A,باریک,باریک
780,fest::A,محکم,محکم
781,flach::A,صاف,صاف
782,flach::A,صاف,مسطح
783,flach::A,مسطح,صاف
784,flach::A,مسطح,مسطح
785,glatt::A,لیز,لیز
786,hart::A,سفت,سفت
787,weich::A,نرم,نرم
788,weich::A,نرم,ملایم
789,weich::A,ملایم,نرم
790,weich::A,ملایم,ملایم
791,rund::A,گرد,گرد
