,Concept_ID,kl,hu
754,arm::A,piitsuuvoq,szegény
755,reich::A,pisuuvoq,gazdag
756,berühmt::A,tusaamasaq,híres
757,fremd::A,ajasoornarpoq,idegen
758,verschieden::A,allatut,különböző
759,verschieden::A,tamalaat,különböző
760,nah::A,qanippoq,közeli
761,fern::A,ungasippoq,távoli
762,linker::A,saamerleq,bal
763,rechter::A,innarluissut,jobb
764,erster::A,siulleq,első
765,zweiter::A,qataatsup tullia,második
766,dritter::A,pingajorarterut,harmadik
767,letzter::A,kingulleq,utolsó
768,allein::ADV,kisimiippoq,egyedül
769,auf einmal::ADV,tassanngaannaq,egyszerre
770,zusammen::ADV,attaasa,együtt
771,zusammen::ADV,attaasa,összesen
772,zusammen::ADV,attarmik,együtt
773,zusammen::ADV,attarmik,összesen
774,lange::ADV,akuni,sokáig
775,lange::ADV,akuni,hosszan
776,plötzlich::ADV,tassanngaannaq,hirtelen
777,plötzlich::ADV,tassanngaannaq,egyszerre
778,sofort::ADV,erniinnaq,rögtön
779,sofort::ADV,erniinnaq,tüstént
780,später::ADV,kingorna,későn
781,jetzt::ADV,maanna,most
782,jetzt::ADV,massakkut,most
783,heute::ADV,ullumi,ma
784,morgen::ADV,aqagu,holnap
785,bald::ADV,erniinnaq,majd
786,bald::ADV,erniinnaq,nemsokára
787,dann::ADV,taava,akkor
788,gestern::ADV,ippassaq,tegnap
789,einst::ADV,ataatsimik,hajdan
790,einst::ADV,ilaanni,hajdan
791,damals::ADV,taamani,akkor
792,damals::ADV,taamani,akkoriban
793,damals::ADV,taamanikkut,akkor
794,damals::ADV,taamanikkut,akkoriban
795,damals::ADV,taassumuunakkut,akkor
796,damals::ADV,taassumuunakkut,akkoriban
797,danach::ADV,taava,azután
798,vorher::ADV,siornagut,előbb
799,einmal::ADV,ilaanni,egyszer
800,einmal::ADV,ataatsimik,egyszer
801,manchmal::ADV,qaqutigu,néha
802,manchmal::ADV,qaqutigu,olykor
803,manchmal::ADV,qaqutigut,néha
804,manchmal::ADV,qaqutigut,olykor
805,oft::ADV,akulikitsumik,sokszor
806,immer::ADV,tamatigut,mindig
807,hier::ADV,maani,itt
808,hierhin::ADV,maani,erre
809,dorthin::ADV,ikuuna,oda
810,geradeaus::ADV,narlumut,egyenesen
811,vorwärts::ADV,pilangavoc,előre
812,rückwärts::ADV,kingumut,hátrafelé
813,rückwärts::ADV,tunumut or tunummut,hátrafelé
814,zurück::ADV,kingumut,hátra
815,zurück::ADV,kingumut,vissza
816,zurück::ADV,tunumut or tunummut,hátra
817,zurück::ADV,tunumut or tunummut,vissza
818,unten::ADV,kana,alul
819,hinab::ADV,qiviu,le
820,hinab::ADV,qiviu,lefelé
821,überall::ADV,tamaginni,mindenütt
822,überall::ADV,tamani tamaani,mindenütt
823,kaum::ADV,qaqutigorsuaq,alig
824,sehr::ADV,assut,nagyon
825,noch::ADV,qeratavoq,még
826,schon::ADV,taava-una,már
827,wieder::ADV,kingumut,ismét
828,wieder::ADV,kingumut,megint
829,vergebens::ADV,angiluk,hiába
830,dies::PRN,manna,ez
831,dies::PRN,matuma,ez
832,das::PRN,ua,az
833,ich::PRN,uanga,én
834,du::PRN,illit,te
835,er::PRN,una,ő
836,wir::PRN,uagut,mi
837,ihr::PRN,ilissi,ti
838,sie::PRN,uku,ők
839,was::FPRN,aat?,mi
840,wer::FPRN,kikkut,ki
841,wo::FADV,sumi,hol
842,wohin::FADV,sumut,hova
843,wie::FADV,qanoq,hogy
844,wie::FADV,qanoq,hogyan
845,warum::FADV,sooq,miért
846,wieviel::FNUM,qassit,hány
847,wieviel::FNUM,qassit,mennyi
848,wieviel::FNUM,qanoq atsigisumik?,hány
849,wieviel::FNUM,qanoq atsigisumik?,mennyi
850,eins::NUM,ataaseq,egy
851,zwei::NUM,marluk,kettő
852,drei::NUM,pingasut,három
853,vier::NUM,sisamat,négy
854,vier::NUM,qajuusat,négy
855,fünf::NUM,tallimat,öt
856,sechs::NUM,arfineq,hat
857,sechs::NUM,arfinillit,hat
858,sieben::NUM,arfineq-marluk,hét
859,acht::NUM,arfineq pingasut,nyolc
860,neun::NUM,qulingiluat,kilenc
861,neun::NUM,arfineq sisamat,kilenc
862,zehn::NUM,qulit,tíz
863,elf::NUM,aqqaneq,tizenegy
864,zwölf::NUM,aqqaneq-marluk,tizenkettő
865,zwanzig::NUM,tyve,húsz
866,dreißig::NUM,tredive,harminc
867,dreißig::NUM,pingasunik qulillit,harminc
868,vierzig::NUM,fyrre,negyven
869,fünfzig::NUM,halvtreds,ötven
870,fünfzig::NUM,tallimanik qulillit,ötven
871,sechzig::NUM,tres,hatvan
872,siebzig::NUM,halvfjerds,hetven
873,achtzig::NUM,firs,nyolcvan
874,neunzig::NUM,halvfems,kilencven
875,hundert::NUM,et hundrede,száz
876,tausend::NUM,et tusinde,ezer
877,und::CNJ,aamma,és
878,und::CNJ,aamma,meg
879,oder::CNJ,imalluunnit,vagy
880,stehen::V,sikingavoq,áll
881,sitzen::V,ingippoq,ül
882,liegen::V,nalavoq,fekszik
883,liegen::V,aqupivoq,fekszik
884,hängen::V,nivinngarpaa,függ
885,werden::V,pinngorpoq,lesz
886,passieren::V,pivoq,történik
887,beginnen::V,aallarnerpaa,kezdődik
888,enden::V,naggaserpaa,végződik
889,enden::V,naggaserpaa,befejeződik
890,wechseln::V,immikkut ilivoq,változik
891,untergehen[Sonne]::V,ilioqqaasoq,lemegy
892,scheinen[Sonne]::V,qinnorpoq,süt
893,scheinen[Sonne]::V,qinngorpoq,süt
894,donnern::V,kalleq,dörög
895,wehen::V,timmivoq,fúj
896,sich drehen::V,ipippaa,forog
897,schwanken::V,aalavoq,inog
898,schwanken::V,aalavoq,ingadozik
899,schwingen::V,issakajaat or issakatsiaarut,leng
900,fallen::V,quasivaa,esik
901,brennen::V,seerpoq,ég
902,brennen::V,uuppaa,ég
903,rauchen::V,pujoorpoq,füstöl
904,regnen::V,siallerpoq,esik
905,gefrieren::V,qiulerpoq,megfagy
906,tauen::V,aappoq,olvad
907,schmelzen::V,aappoq,olvad
908,schmelzen::V,aappoq,elolvad
909,schmelzen::V,aatsippaa,olvad
910,schmelzen::V,aatsippaa,elolvad
911,trocknen::V,panerserpaa,szárad
912,sieden::V,qalappoq,forr
913,reißen::V,qulli,szakad
914,reißen::V,alittorpaa,szakad
915,reißen::V,kimillanneq,szakad
916,versinken::V,kivivaa,süllyed
917,versinken::V,kivivaa,elsüllyed
918,versinken::V,apparpoq,süllyed
919,versinken::V,apparpoq,elsüllyed
920,vergehen::V,qaangerpaa,múlik
921,vergehen::V,qaangerpaa,elmúlik
922,vergehen::V,sarsuppoq,múlik
923,vergehen::V,sarsuppoq,elmúlik
924,erscheinen::V,takutippoq,feltűnik
925,erscheinen::V,takutippoq,megjelenik
926,sinken::V,kivivaa,süllyed
927,sinken::V,apparpoq,süllyed
928,abnehmen::V,ikillipput,apad
929,abnehmen::V,ikillipput,csökken
930,zunehmen::V,allisippaa,növekszik
931,zunehmen::V,allisippaa,gyarapszik
932,steigen::V,allisippaa,emelkedik
933,wachsen::V,allivoq,nő
934,wachsen::V,allivoq,terem
935,wachsen::V,allivoq,növekszik
936,glänzen::V,qinngorpoq,ragyog
937,glänzen::V,qinngorpoq,fénylik
938,glänzen::V,qinnorpoq,ragyog
939,glänzen::V,qinnorpoq,fénylik
940,funkeln::V,uisorilavoq,csillog
941,funkeln::V,uisorilavoq,tündöklik
942,läuten::V,avilualaarpoq,cseng
943,klingeln::V,aviluarpoq,csenget
944,klingeln::V,aviluarpaluppoq,csenget
945,brausen::V,ittuk,zúg
946,brausen::V,ittuk,morajlik
947,brausen::V,ittuppoq,zúg
948,brausen::V,ittuppoq,morajlik
949,brausen::V,ittuppaluppoq,zúg
950,brausen::V,ittuppaluppoq,morajlik
951,bellen::V,qiluppoq,ugat
952,heulen::V,maarpoq,bőg
953,heulen::V,maarpoq,üvölt
954,heulen::V,maalavoq,bőg
955,heulen::V,maalavoq,üvölt
956,heulen::V,miaggoorpoq,bőg
957,heulen::V,miaggoorpoq,üvölt
958,blasen::V,aporneq,fúj
959,pfeifen::V,siggartartitsivoq,fütyül
960,pfeifen::V,siorsulavoq,fütyül
961,schreien::V,suaarpoq,kiált
962,schreien::V,suaarpoq,kiabál
963,stöhnen::V,nipiliorpoq,nyög
964,stöhnen::V,nipilliorpoq,nyög
965,zittern::V,qarsulivik,remeg
966,zittern::V,qarsulivik,reszket
967,leben::V,inuuvoq,él
968,geboren werden::V,inuuvoq,születik
969,geboren werden::V,inunngorpoq,születik
970,atmen::V,anersaarpoq,lélegzik
971,trinken::V,imerpoq,iszik
972,essen::V,tamorpoq,eszik
973,schlucken::V,tuluarnaq,nyel
974,einschlafen::V,sinippoq,elalszik
975,schlafen::V,sinik,alszik
976,aufwachen::V,iterpoq,felébred
977,aufwachen::V,eqqumavoq,felébred
978,aufstehen::V,makippoq,felkel
979,sich erholen::V,qasuerserpoq,pihen
980,schmerzen::V,anneraa,fáj
981,schmerzen::V,annernarpoq,fáj
982,husten::V,quersorpoq,köhög
983,genesen::V,ajunngissivoq,meggyógyul
984,genesen::V,ilisimmarpoq,meggyógyul
985,genesen::V,ilorrippoq,meggyógyul
986,sterben::V,toquvoq,hal
987,sich bewegen::V,ingerlavoq,mozog
988,sich setzen::V,ingippoq,ül
989,sich setzen::V,ingippoq,leül
990,laufen::V,arpappoq,jár
991,schreiten::V,ingerlavoq,lép
992,spazierengehen::V,utertakajaarpoq,sétál
993,spazierengehen::V,utertakattajaarpoq,sétál
994,eilen::V,qaa qaa,siet
995,eilen::V,qiilasaarpoq,siet
996,eilen::V,ingerlasaarpaa,siet
997,sich beeilen::V,tuaviorpoq,siet
998,sausen::V,uiguut,robog
999,rennen::V,igivoq,fut
1000,rennen::V,igivoq,szalad
1001,springen::V,upernassaq,ugrik
1002,klettern::V,pilaakkeerpoq,kúszik
1003,schaukeln::V,aalavoq,hintázik
1004,schwimmen::V,naluppoq,úszik
1005,tauchen::V,allorpoq,merül
1006,rudern::V,ipuppaa,evez
1007,fahren::V,qimusserpoq,jár
1008,fahren::V,qimusserpoq,megy
1009,fahren::V,qimusserpoq,utazik
1010,fliegen::V,timmivoq,száll
1011,weggehen::V,piiarpoq,elmegy
1012,anhalten::V,unitsippaa,megáll
1013,hineingehen::V,timaappaa,bemegy
1014,eintreten::V,allattorpaa,belép
1015,kommen::V,qaa-,jön
1016,kommen::V,pivaa,jön
1017,ankommen::V,tikippoq,érkezik
1018,ankommen::V,tikippoq,megérkezik
1019,zurückkommen::V,angerlarpoq,visszajön
1020,bleiben::V,uninngavoq,marad
1021,bleiben::V,uninngavoq,megmarad
1022,warten::V,paavoq,vár
1023,warten::V,paavoq,várakozik
1024,warten::V,utaqqivoq,vár
1025,warten::V,utaqqivoq,várakozik
1026,suchen::V,nivivaa,kutat
1027,finden::V,nanivaa,talál
1028,versuchen::V,uuppaa,megpróbál
1029,versuchen::V,uuppaa,megkísérel
1030,versuchen::V,ussersarpaa,megpróbál
1031,versuchen::V,ussersarpaa,megkísérel
1032,vorbereiten::V,piareersarpaa,előkészít
1033,lieben::V,asavaa,szeret
1034,mögen::V,akaaraa,szeret
1035,rühren::V,qeerlerpaa,mozdít
1036,weinen::V,qiavoq,sír
1037,schimpfen::V,qatimaarpoq,szid
1038,schimpfen::V,qatimaarpoq,szitkozódik
1039,sich ärgern::V,ugguutigaa,mérgelődik
1040,sich ärgern::V,ugguutigaa,bosszankodik
1041,sich fürchten::V,eqqanaarpoq,fél
1042,sich fürchten::V,eqqanaarpoq,retteg
1043,fürchten::V,ersigaa,fél
1044,fliehen::V,qimaavoq,menekül
1045,flüchten::V,allikarfigaa,elmenekül
1046,sehen::V,isigaa,néz
1047,ansehen::V,alaatsinaappaa,néz
1048,ansehen::V,alaatsinaappaa,ránéz
1049,ansehen::V,alaatsinaappaa,megnéz
1050,hören::V,tusarpaa,hall
1051,zuhören::V,naalappoq,hallgat
1052,zuhören::V,naalappoq,meghallgat
1053,riechen::V,tipippoq,szagol
1054,fühlen::V,misigaa,érez
1055,scheinen::V,takutippoq,tűnik
1056,scheinen::V,takutippoq,látszik
1057,frieren::V,qiiavoq,fázik
1058,tun::V,iliorpoq,csinál
1059,tun::V,iliorpoq,cselekszik
1060,wollen::V,piumavaa,akar
1061,anfangen::V,pilerpoq,kezd
1062,beenden::V,naggaserpaa,befejez
1063,aufhören::V,naammatsippaa,megszűnik
1064,öffnen::V,ammarpaa,nyit
1065,öffnen::V,ammarpaa,kinyit
1066,schließen::V,matuaa,csuk
1067,schließen::V,matuaa,becsuk
1068,stellen::V,ilivaa,állít
1069,stellen::V,ilivaa,helyez
1070,stellen::V,iliorarpai,állít
1071,stellen::V,iliorarpai,helyez
1072,stellen::V,ilioqqarpai,állít
1073,stellen::V,ilioqqarpai,helyez
1074,setzen::V,iliorarpai,ültet
1075,setzen::V,iliorarpai,helyez
1076,setzen::V,ilioqqarpai,ültet
1077,setzen::V,ilioqqarpai,helyez
1078,legen::V,ilivaa,tesz
1079,legen::V,ilivaa,fektet
1080,berühren::V,attorpaa,érint
1081,verbinden::V,taperserpaa,beköt
1082,verbinden::V,taperserpaa,összeköt
1083,bedecken::V,iikkerpaa,betakar
1084,bedecken::V,iikkerpaa,beborít
1085,bedecken::V,iikkersorpaa,betakar
1086,bedecken::V,iikkersorpaa,beborít
1087,aufhängen::V,inivaa,felakaszt
1088,aufhängen::V,iniorarpai,felakaszt
1089,anzünden::V,saggaavoq,gyújt
1090,anzünden::V,saggaavoq,meggyújt
1091,aufheben::V,allisippaa,felemel
1092,zurücklassen::V,aallarpoq,hátrahagy
1093,verlieren::V,annaavaa,veszít
1094,verlieren::V,annaavaa,elveszít
1095,fallen lassen::V,nakkaavaa,elejt
1096,machen::V,iliorpoq,tesz
1097,machen::V,iliorpoq,csinál
1098,herstellen::V,anillatsippaa,gyárt
1099,herstellen::V,anillatsippaa,előállít
1100,bauen::V,marrarterpaa,épít
1101,reparieren::V,iluarsaappaa,javít
1102,reparieren::V,iluarsaappaa,kijavít
1103,reparieren::V,iluarsaappaa,megjavít
1104,verbessern::V,naqqippaa,megjavít
1105,graben::V,assappaa,ás
1106,beugen::V,qappappoq,meghajt
1107,biegen::V,qappappoq,hajlít
1108,wenden::V,assappaa,fordít
1109,wenden::V,assappaa,megfordít
1110,wenden::V,assakarpoq,fordít
1111,wenden::V,assakarpoq,megfordít
1112,umdrehen::V,assakartippaa,megfordít
1113,umdrehen::V,assakartippaa,megforgat
1114,heben::V,kivippaa,emel
1115,hochheben::V,kissumiarpaa,felemel
1116,ergreifen::V,isaappaa,megfog
1117,ergreifen::V,isaguppaa,megfog
1118,halten::V,minarpaa,tart
1119,drücken::V,naqittaat,nyom
1120,drücken::V,naqittaat,megnyom
1121,kratzen::V,qitsuppaa,vakar
1122,lecken::V,aluppaa,nyal
1123,beißen::V,kiivaa,harap
1124,abreißen::V,aqqarpaa,letép
1125,abreißen::V,isaterpaa,letép
1126,abschneiden::V,kipivaa,levág
1127,binden::V,kakkersarpaa,köt
1128,binden::V,kakkersarpaa,kötöz
1129,stecken::V,kussunneq,dug
1130,brechen::V,nallorpaa,tör
1131,brechen::V,nallorpaa,eltör
1132,klopfen::V,pattappaa,kopogtat
1133,hauen::V,aqivaa,vág
1134,hauen::V,aqivaa,levág
1135,kleben::V,qaappoq,tapaszt
1136,reiben::V,tagiarpaa,dörzsöl
1137,reiben::V,tagiarpaa,súrol
1138,reiben::V,tangiarpaa,dörzsöl
1139,reiben::V,tangiarpaa,súrol
1140,streichen::V,erlerpoq,simít
1141,schleifen::V,sequppaa,fen
1142,schleifen::V,sequppaa,csiszol
1143,schleifen::V,sequppaa,köszörül
1144,schneiden::V,uullivoq,vág
1145,schneiden::V,uullivoq,szel
1146,schneiden::V,uullivoq,metsz
1147,schütteln::V,aalavoq,ráz
1148,schütteln::V,aalavoq,megráz
1149,schwenken::V,issarpoq,lóbál
1150,schwenken::V,issarpoq,lobogtat
1151,füllen::V,immerpaa,tölt
1152,füllen::V,immerpaa,megtölt
1153,einwickeln::V,immoqquserpaa,becsavar
1154,tragen::V,maqippaa,hord
1155,tragen::V,assartorpoq,hord
1156,schleppen::V,assartorpoq,vonszol
1157,ziehen::V,kalippaa,húz
1158,ziehen::V,kalissarpoq,húz
1159,aufbewahren::V,toqqorpaa,megőriz
1160,werfen::V,kuivaa,dob
1161,werfen::V,kuivaa,hajít
1162,fangen::V,anguaa,fog
1163,verstecken::V,anngigaa,eldug
1164,verstecken::V,anngigaa,elrejt
1165,teilen::V,agguut,oszt
1166,teilen::V,agguut,megoszt
1167,teilen::V,agguusersorpaa,oszt
1168,teilen::V,agguusersorpaa,megoszt
1169,schicken::V,nassiuppaa,küld
1170,bringen::V,aggiuppaa,hoz
1171,bringen::V,aggiuppaa,visz
1172,bringen::V,nassataraa,hoz
1173,bringen::V,nassataraa,visz
1174,bekommen::V,tiguaa,kap
1175,bekommen::V,tiguaa,megkap
1176,erhalten::V,tiguaa,kap
1177,erhalten::V,tiguaa,megkap
1178,nehmen::V,pivoq,vesz
1179,nehmen::V,tiguaa,vesz
1180,bewahren::V,sukkunik simerserpaa,megtart
1181,verderben::V,asiutippaa,elront
1182,verderben::V,piuneerunnerit,elront
1183,zerbrechen::V,ukuvoq,eltör
1184,zerbrechen::V,ukuvoq,széttör
1185,zerbrechen::V,ukuvoq,kettétör
1186,zerreißen::V,tisavaa,eltép
1187,zerreißen::V,tisavaa,széttép
1188,zerreißen::V,alittorpaa,eltép
1189,zerreißen::V,alittorpaa,széttép
1190,zerstören::V,aserorpaa,elpusztít
1191,verbrennen::V,seerpoq,éget
1192,verbrennen::V,seerpoq,eléget
1193,geben::V,pivoq,ad
1194,versprechen::V,neriorsorpaa,ígér
1195,wünschen::V,kissaat,kíván
1196,loben::V,nersorpaa,dicsér
1197,loben::V,nersornaat,dicsér
1198,küssen::V,kunippaa,csókol
1199,küssen::V,kunissorpaa,csókol
1200,zudecken::V,majorpaa,betakar
1201,wecken::V,itersarpaa,kelt
1202,wecken::V,itersarpaa,ébreszt
1203,zeigen::V,tikkuuppaa,mutat
1204,führen::V,tasissiuppaa,visz
1205,führen::V,tasissiuppaa,vezet
1206,führen::V,ilitsersorpaa,visz
1207,führen::V,ilitsersorpaa,vezet
1208,führen::V,tasissersuuppaa,visz
1209,führen::V,tasissersuuppaa,vezet
1210,lehren::V,ilinniartippaa,tanít
1211,unterrichten::V,ajoqerpaa,tanít
1212,unterrichten::V,ajoqersorpaa,tanít
1213,unterrichten::V,ilinniartitsivoq,tanít
1214,aufziehen::V,inororsarpaa,felnevel
1215,leiten::V,iluatsippaa,vezet
1216,leiten::V,iluatsippaa,vezérel
1217,antreiben::V,ikusimmippaa,hajt
1218,einladen::V,qaaqquaa,meghív
1219,einladen::V,qaasarpaa,meghív
1220,vereinigen::V,taperserpaa,egyesít
1221,besuchen::V,tikeraarpaa,látogat
1222,treffen::V,aporappaa,talál
1223,sich versammeln::V,majorpoq,gyülekezik
1224,sich versammeln::V,majorpoq,összegyűlik
1225,spielen::V,pinnguarpoq,játszik
1226,singen::V,erinarsorpoq,énekel
1227,tanzen::V,qitippoq,táncol
1228,sich trennen::V,immikkoortippaa,elválik
1229,retten::V,annaappaa,ment
1230,schützen::V,eriagaa,óv
1231,schützen::V,eriagaa,véd
1232,schützen::V,pineqartaalivaa,óv
1233,schützen::V,pineqartaalivaa,véd
1234,schießen::V,aallaavaa,lő
1235,schießen::V,piseriuppaa,lő
1236,ärgern::V,ninngassarpaa,bosszant
1237,ärgern::V,ninngassaarpaa,bosszant
1238,schlagen::V,unatarpaa,üt
1239,schlagen::V,unatarpaa,ver
1240,treten::V,tukerpoq,rúg
1241,stechen::V,iguppaa,döf
1242,stechen::V,iguppaa,szúr
1243,stechen::V,qasilippoq,döf
1244,stechen::V,qasilippoq,szúr
1245,stoßen::V,ikuserpaa,lök
1246,stoßen::V,ikusimmippaa,lök
1247,stehlen::V,tillippaa,lop
1248,stören::V,akornuserpaa,zavar
1249,verbergen::V,anngigaa,rejt
1250,verbergen::V,anngigaa,elrejt
1251,betrügen::V,peqquserluttuliorfigaa,csal
1252,töten::V,maappaa,öl
1253,töten::V,toquppaa,öl
1254,wohnen::V,najugaqarpoq,lakik
1255,arbeiten::V,sulivoq,dolgozik
1256,sammeln::V,katersorpai,szed
1257,sammeln::V,katersorpai,gyűjt
1258,jagen::V,piniarpoq,vadászik
1259,fischen::V,aalisarpoq,halászik
1260,anbinden::V,qilerut,köt
1261,anbinden::V,qilersorpaa,köt
1262,anbinden::V,ungerlatserpaa,köt
1263,füttern::V,nerlerpaa,etet
1264,gießen::V,imerterpaa,öntöz
1265,kochen::V,igavoq,főz
1266,braten::V,siappaa,süt
1267,umrühren::V,qeerlerpaa,megkever
1268,färben::V,misuppaa,fest
1269,reinigen::V,sanniarpaa,tisztít
1270,waschen::V,asappaa,mos
1271,abwischen::V,saligarpaa,letöröl
1272,abwischen::V,saligartorpaa,letöröl
1273,fegen::V,sanngiarpaa,söpör
1274,baden::V,uffarpoq,fürdik
1275,sich waschen::V,uffarpoq,mosdik
1276,sich waschen::V,uffarpoq,mosakszik
1277,ausziehen::V,annoraajarpaa,levesz
1278,anziehen::V,ativaa,felölt
1279,anziehen::V,ativaa,felvesz
1280,anziehen::V,atitippaa,felölt
1281,anziehen::V,atitippaa,felvesz
1282,sich anziehen::V,atisalersorpoq,öltözik
1283,sich anziehen::V,atisalersorpoq,felöltözik
1284,sagen::V,oqarpoq,mond
1285,sprechen::V,oqaluttarpoq,beszél
1286,reden::V,oqaluppoq,beszél
1287,fragen::V,aperaa,kérdez
1288,bitten::V,aperaa,kér
1289,bitten::V,qinnuigaa,kér
1290,erzählen::V,oqaluttuaraa,mesél
1291,erzählen::V,oqaluttuaraa,elbeszél
1292,mitteilen::V,oqalualaarpoq,közöl
1293,rufen::V,qaaqquaa,hív
1294,prahlen::V,oqqartuvoq,dicsekszik
1295,prahlen::V,oqallortuvoq,dicsekszik
1296,übersetzen::V,ikaarpoq,fordít
1297,übersetzen::V,nutserpaa,fordít
1298,denken::V,isumaqarpoq,gondol
1299,glauben::V,upperaa,hisz
1300,glauben::V,isumaqarpoq,hisz
1301,erkennen::V,ilisaraa,ráismer
1302,erkennen::V,ilisaraa,felismer
1303,verstehen::V,paasivaa,ért
1304,verstehen::V,paasivaa,megért
1305,lernen::V,ilinniarpoq,tanul
1306,lernen::V,ilinniarpoq,megtanul
1307,wissen::V,nalunngilaa,tud
1308,sich erinnern an::V,eqqaavaa,emlékszik
1309,vergessen::V,puiorpaa,felejt
1310,vergessen::V,puiorpaa,elfelejt
1311,messen::V,ussersarpaa,mér
1312,messen::V,ussersarpaa,megmér
1313,zählen::V,kisitsivoq,számol
1314,zählen::V,kisitsivoq,megszámol
1315,rechnen::V,kisitsivoq,számít
1316,lesen::V,atuarpoq,olvas
1317,malen::V,qalipappaa,fest
1318,schreiben::V,allappoq,ír
1319,kaufen::V,pisiaraa,vesz
1320,kaufen::V,pisiaraa,megvesz
1321,verkaufen::V,akigaa,elad
1322,bezahlen::V,akilerpaa,fizet
1323,bezahlen::V,akilerpaa,kifizet
1324,beherrschen::V,inappaa,ural
1325,ertragen::V,ernertaaraa,elbír
1326,ertragen::V,ernertaaraa,elvisel
1327,Nase::N,,orr
1328,Schnurrbart::N,,bajusz
1329,Fuß::N,,láb
1330,Schlaf::N,,álom
1331,Schlaf::N,,alvás
1332,Strömung::N,,áramlat
1333,Moor::N,,láp
1334,Wald::N,,erdő
1335,Anhöhe::N,,magaslat
1336,Gipfel::N,,csúcs
1337,Quelle::N,,forrás
1338,Festland::N,,szárazföld
1339,Kiefer[Baum]::N,,fenyő
1340,Pferd::N,,ló
1341,Elch::N,,jávorszarvas
1342,Schwarm::N,,raj
1343,Ente::N,,kacsa
1344,Barsch::N,,sügér
1345,Hecht::N,,csuka
1346,Wurm::N,,kukac
1347,Heu::N,,széna
1348,Kummer::N,,bánat
1349,Gespräch::N,,beszélgetés
1350,Spiel::N,,játék
1351,Gesellschaft::N,,társaság
1352,Angelegenheit::N,,ügy
1353,Anzahl::N,,szám
1354,Strich::N,,vonás
1355,Gegenstand::N,,tárgy
1356,Höhe::N,,magasság
1357,Lagerfeuer::N,,tábortűz
1358,Gang::N,,járás
1359,Heim::N,,otthon
1360,Beutel::N,,zacskó
1361,Eimer::N,,vödör
1362,Sack::N,,zsák
1363,Brei::N,,pép
1364,Brei::N,,kása
1365,Leder::N,,bőr
1366,Gott::N,,isten
1367,Reichtum::N,,gazdagság
1368,Staat::N,,állam
1369,Gewalt::N,,erőszak
1370,Bogen[Waffe]::N,,íj
1371,Lüge::N,,hazugság
1372,Schaden::N,,kár
1373,April::N,,április
1374,frisch::A,,üde
1375,frisch::A,,friss
1376,lecker::A,,finom
1377,sauer::A,,savanyú
1378,bunt::A,,tarka
1379,bunt::A,,színes
1380,teuer::A,,drága
1381,geschickt::A,,ügyes
1382,nackt::A,,csupasz
1383,nackt::A,,meztelen
1384,ehemalig::A,,volt
1385,ehemalig::A,,egykori
1386,bekannt::A,,ismert
1387,bekannt::A,,ismeretes
1388,anderer::A,,más
1389,anderer::A,,másik
1390,zuerst::ADV,,először
1391,niemals::ADV,,sohasem
1392,von hier::ADV,,innen
1393,dort::ADV,,ott
1394,oben::ADV,,fenn
1395,oben::ADV,,felül
1396,hinauf::ADV,,fel
1397,hinauf::ADV,,felfelé
1398,nicht::ADV,,nem
1399,ein wenig::ADV,,egy kicsit
1400,so::ADV,,úgy
1401,nur::ADV,,csak
1402,nur::ADV,,csupán
1403,vor::PRP,,előtt
1404,hinter::PRP,,mögött
1405,unter::PRP,,alatt
1406,durch::PRP,,át
1407,durch::PRP,,keresztül
1408,neben::PRP,,mellett
1409,zwischen::PRP,,között
1410,wegen::PRP,,miatt
1411,wegen::PRP,,végett
1412,alles::PRN,,minden
1413,aufgehen[Sonne]::V,,kel
1414,strömen::V,,áramlik
1415,fließen::V,,folyik
1416,faulen::V,,rothad
1417,verfaulen::V,,elrothad
1418,verfaulen::V,,megrothad
1419,verschwinden::V,,letűnik
1420,lärmen::V,,lármázik
1421,klirren::V,,csörömpöl
1422,rauschen::V,,zúg
1423,klingen::V,,hangzik
1424,müde werden::V,,elfárad
1425,müde werden::V,,kifárad
1426,krank werden::V,,megbetegedik
1427,krank werden::V,,belebetegszik
1428,krank sein::V,,betegeskedik
1429,umkommen::V,,elpusztul
1430,sich rühren::V,,mozdul
1431,sich erheben::V,,feláll
1432,sich erheben::V,,felemelkedik
1433,hinfallen::V,,bukik
1434,hinfallen::V,,elesik
1435,kriechen::V,,kúszik
1436,gehen::V,,megy
1437,abfahren::V,,indul
1438,erwarten::V,,vár
1439,erwarten::V,,megvár
1440,lachen::V,,nevet
1441,anschauen::V,,megnéz
1442,probieren::V,,kóstol
1443,probieren::V,,megkóstol
1444,zu sehen sein::V,,mutatkozik
1445,vernehmen::V,,hall
1446,können::V,,tud
1447,gelingen::V,,sikerül
1448,geraten::V,,kerül
1449,geraten::V,,jut
1450,ändern::V,,változtat
1451,ändern::V,,megváltoztat
1452,drehen::V,,forgat
1453,schieben::V,,tol
1454,rütteln::V,,ráz
1455,schütten::V,,önt
1456,packen::V,,megragad
1457,hinzufügen::V,,hozzáad
1458,wählen::V,,választ
1459,auswählen::V,,kiválaszt
1460,behindern::V,,akadályoz
1461,behindern::V,,gátol
1462,beschädigen::V,,rongál
1463,reichen::V,,nyújt
1464,schenken::V,,ajándékoz
1465,wiegen::V,,ringat
1466,lassen::V,,-tat
1467,lassen::V,,-at
1468,verlassen::V,,elhagy
1469,bewachen::V,,őriz
1470,verteidigen::V,,véd
