,Concept_ID,ab,es
737,morgen::ADV,уаҵәы,mañana
738,bald::ADV,иласны,pronto
739,bald::ADV,иласны,en breve
740,dann::ADV,нас,luego
741,dann::ADV,нас,entonces
742,gestern::ADV,иацы,ayer
743,einst::ADV,зны,antaño
744,damals::ADV,усҟан,entonces
745,danach::ADV,нас,después
746,vorher::ADV,уаанӡа,antes
747,zuerst::ADV,азнаказы,primero
748,zuerst::ADV,аҧхьа,primero
749,einmal::ADV,зны,una vez
750,manchmal::ADV,зны-зынла,a veces
751,oft::ADV,лассы-лассы,a menudo
752,oft::ADV,лассы-лассы,con frecuencia
753,immer::ADV,енагь,siempre
754,immer::ADV,еснагь,siempre
755,niemals::ADV,ианакəызаалак,jamás
756,hier::ADV,ара,aquí
757,hier::ADV,абра,aquí
758,hier::ADV,араҟа,aquí
759,hierhin::ADV,ара,acá
760,hierhin::ADV,араҟа,acá
761,von hier::ADV,арантә,desde aquí
762,dort::ADV,уа,ahí
763,dort::ADV,уа,allí
764,dorthin::ADV,уахь,allí
765,dorthin::ADV,уахь,hacia allí
766,dorthin::ADV,анахь,allí
767,dorthin::ADV,анахь,hacia allí
768,geradeaus::ADV,ишиашоу,todo derecho
769,vorwärts::ADV,ҕхьаҟа,adelante
770,rückwärts::ADV,шьҭахьла,hacia atrás
771,zurück::ADV,шьҭахьҟа,atrás
772,unten::ADV,лбаа,abajo
773,hinab::ADV,алада,hacia abajo
774,oben::ADV,хыхь,arriba
775,hinauf::ADV,аҩада,hacia arriba
776,überall::ADV,зегьынцьара,por todas partes
777,nicht::ADV,-м,no
778,ein wenig::ADV,ҕыҭк,un poco
779,kaum::ADV,аарлаҳәа,apenas
780,kaum::ADV,афергьҳәа,apenas
781,sehr::ADV,даара,muy
782,sehr::ADV,даара,mucho
783,so::ADV,ас,tan
784,so::ADV,абас,tan
785,noch::ADV,макьана,aún
786,noch::ADV,макьана,todavía
787,nur::ADV,заҵәык,solamente
788,schon::ADV,уажәшьҭа,ya
789,schon::ADV,аиҳа ипоу,ya
790,wieder::ADV,ҿыц,de nuevo
791,wieder::ADV,дырҩегь,de nuevo
792,wieder::ADV,дырҩегьых,de nuevo
793,vergebens::ADV,баша,en vano
794,vor::PRP,аҕхьа,antes de
795,vor::PRP,аҕхьа,delante de
796,hinter::PRP,нхыҵ,tras
797,hinter::PRP,нхыҵ,detrás de
798,unter::PRP,амҵа,bajo
799,unter::PRP,амҵа,debajo de
800,unter::PRP,амҵан,bajo
801,unter::PRP,амҵан,debajo de
802,neben::PRP,ааигуара,al lado de
803,zwischen::PRP,абжьара,entre
804,wegen::PRP,-иззы,por
805,wegen::PRP,-иззы,a causa de
806,wegen::PRP,-ҟнытә,por
807,wegen::PRP,-ҟнытә,a causa de
808,dies::PRN,ари,esto
809,dies::PRN,абри,esto
810,das::PRN,Абни,eso
811,das::PRN,Абни,esto
812,das::PRN,убри,eso
813,das::PRN,убри,esto
814,alles::PRN,зегьы,todo
815,ich::PRN,са,yo
816,ich::PRN,сара,yo
817,du::PRN,бара,tú
818,er::PRN,иара,él
819,wir::PRN,ҳара,nosotros
820,ihr::PRN,шәара,vosotros
821,sie::PRN,дара,ellos
822,wer::FPRN,дарбан,quién
823,wo::FADV,иабыкуу,dónde
824,wo::FADV,аба-,dónde
825,wo::FADV,ахь-,dónde
826,wohin::FADV,иабыкуу,adónde
827,wohin::FADV,иабыкуу,hacia dónde
828,wohin::FADV,аба-,adónde
829,wohin::FADV,аба-,hacia dónde
830,wohin::FADV,ахь-,adónde
831,wohin::FADV,ахь-,hacia dónde
832,wie::FADV,-шҕа,cómo
833,warum::FADV,избан,por qué
834,wieviel::FNUM,заҟа,cuánto
835,eins::NUM,акы,uno
836,eins::NUM,аӡәы,uno
837,zwei::NUM,ҩба,dos
838,drei::NUM,хҕа,tres
839,vier::NUM,ҕшьба,cuatro
840,fünf::NUM,хəба,cinco
841,sechs::NUM,фба,seis
842,sieben::NUM,Бжьба,siete
843,acht::NUM,ааба,ocho
844,neun::NUM,жәба,nueve
845,zehn::NUM,жәаба,diez
846,elf::NUM,жәеизатәи,once
847,zwölf::NUM,жәаҩа,doce
848,zwanzig::NUM,ҩажәа,veinte
849,dreißig::NUM,ҩажәижәабатәи,treinta
850,vierzig::NUM,ҩынҩажәа,cuarenta
851,fünfzig::NUM,ҩынҩажәеижәаба,cincuenta
852,sechzig::NUM,хынҩажәа,sesenta
853,siebzig::NUM,хынҩажәижәаба,setenta
854,achtzig::NUM,ҕшьынҩажәа,ochenta
855,neunzig::NUM,ҕшьынҩажәижәаба,noventa
856,hundert::NUM,шәкы,cien
857,hundert::NUM,шәкы,ciento
858,tausend::NUM,зқьы,mil
859,und::CNJ,-и,y
860,oder::CNJ,ма,o
861,stehen::V,агылазаара,estar de pie
862,sitzen::V,атəара,estar sentado
863,sitzen::V,атəа(заа)ра,estar sentado
864,liegen::V,аиара,yacer
865,liegen::V,аиара,estar acostado
866,hängen::V,акнаҳара,pender
867,werden::V,аҟалара,hacerse
868,passieren::V,аҟалара,suceder
869,beginnen::V,алагара,iniciarse
870,beginnen::V,алагара,principiar
871,enden::V,алгара,acabar
872,enden::V,алгара,terminar
873,wechseln::V,аҽыҧсахра,variar
874,wechseln::V,аҽыҧсахра,alternar
875,aufgehen[Sonne]::V,агылара,salir
876,aufgehen[Sonne]::V,ахашлара,salir
877,aufgehen[Sonne]::V,аҩаҵхахара,salir
878,untergehen[Sonne]::V,аҭашəара,ponerse
879,untergehen[Sonne]::V,аҭашəара,descender
880,scheinen[Sonne]::V,акаҧхара,brillar
881,donnern::V,адыдра,tronar
882,wehen::V,асра,soplar
883,strömen::V,акаҭəара,afluir
884,fließen::V,ацара,fluir
885,fließen::V,ацара,correr
886,sich drehen::V,ахагьежьра,girar
887,schwanken::V,аҵысра,vacilar
888,schwingen::V,ахызазара,oscilar
889,schwingen::V,акьаандара,oscilar
890,fallen::V,акаҳара,caer
891,brennen::V,абылра,arder
892,brennen::V,абылра,quemar
893,rauchen::V,ахылҵра,humear
894,rauchen::V,ахылҵра,echar humo
895,regnen::V,аура,llover
896,gefrieren::V,аҵаара,helarse
897,tauen::V,аӡҭра,deshelarse
898,schmelzen::V,ақəӡыҭра,fundirse
899,schmelzen::V,ақəӡыҭра,derretirse
900,schmelzen::V,аҭəара,fundirse
901,schmelzen::V,аҭəара,derretirse
902,trocknen::V,абара,secarse
903,sieden::V,ашра,hervir
904,faulen::V,абаара,pudrirse
905,verfaulen::V,абаара,pudrirse
906,verfaulen::V,аилашра,pudrirse
907,reißen::V,аҧжəара,romperse
908,versinken::V,аӡааҟəрылара,hundirse
909,vergehen::V,ацара,pasar
910,erscheinen::V,ацəырҵра,aparecer
911,verschwinden::V,аҵашəкəара,desaparecer
912,sinken::V,атəара,bajar
913,sinken::V,алаҟəра,bajar
914,abnehmen::V,ацӡаара,decrecer
915,abnehmen::V,ацӡаара,disminuir
916,abnehmen::V,аиҵалара,decrecer
917,abnehmen::V,аиҵалара,disminuir
918,zunehmen::V,аҽырҭбаара,crecer
919,zunehmen::V,аҽырҭбаара,aumentar
920,zunehmen::V,аиҵыҵра,crecer
921,zunehmen::V,аиҵыҵра,aumentar
922,zunehmen::V,арацəахара,crecer
923,zunehmen::V,арацəахара,aumentar
924,steigen::V,азҳара,subir
925,steigen::V,азҳара,ascender
926,steigen::V,ашьҭыҵра,subir
927,steigen::V,ашьҭыҵра,ascender
928,steigen::V,адухара,subir
929,steigen::V,адухара,ascender
930,steigen::V,ацлара,subir
931,steigen::V,ацлара,ascender
932,wachsen::V,азҳара,crecer
933,glänzen::V,ацыр-цырра,brillar
934,glänzen::V,ацыр-цырра,resplandecer
935,glänzen::V,ацыҩ-цыҩра,brillar
936,glänzen::V,ацыҩ-цыҩра,resplandecer
937,glänzen::V,аказказра,brillar
938,glänzen::V,аказказра,resplandecer
939,funkeln::V,ашап-шапра,chispear
940,funkeln::V,ацым-цымра,chispear
941,lärmen::V,ашьҭыбжьгара,hacer ruido
942,lärmen::V,аҕьҕьаҳәа аилалара,hacer ruido
943,läuten::V,аҵəҵəасра,sonar
944,läuten::V,аҵəҵəасра,repicar
945,klingeln::V,аҵəҵəасра,tocar el timbre
946,klirren::V,ахьархьарра,tintinear
947,klirren::V,архьархьарра,tintinear
948,brausen::V,аилаҽҽара,zumbar
949,brausen::V,еилашуера,zumbar
950,klingen::V,агара,sonar
951,klingen::V,ашьҭыбжь гара,sonar
952,bellen::V,ашра,ladrar
953,heulen::V,ауура,ulular
954,blasen::V,аҭəҳəара,soplar
955,pfeifen::V,ашəшəра,silbar
956,schreien::V,аҳəҳəара,gritar
957,schreien::V,ахəаара,gritar
958,schreien::V,аҟаара,gritar
959,stöhnen::V,ақьра,gemir
960,zittern::V,аҵыс-ҵысра,temblar
961,leben::V,аҟазаара,vivir
962,geboren werden::V,Аира,nacer
963,atmen::V,аҕсыҕ лагаҩагара,respirar
964,trinken::V,ажəра,beber
965,essen::V,акрыфара,comer
966,schlucken::V,албаадара,tragar
967,müde werden::V,ааҕсара,cansarse
968,müde werden::V,ааҕсара,fatigarse
969,einschlafen::V,ацəара,dormirse
970,schlafen::V,ацəазаара,dormir
971,aufwachen::V,аҿыхара,despertarse
972,aufstehen::V,Агəылҵра,levantarse
973,sich erholen::V,аҧсшьара,reposar
974,sich erholen::V,аҧсшьара,descansar
975,krank werden::V,ачмазаҩхара,caer enfermo
976,krank sein::V,аҳəарҧсарра,estar enfermo
977,schmerzen::V,ахьра,doler
978,husten::V,аимҳәара,toser
979,genesen::V,абзиахара,convalecer
980,genesen::V,абзиахара,restablecerse
981,genesen::V,аӷəӷəахара,convalecer
982,genesen::V,аӷəӷəахара,restablecerse
983,sterben::V,аҧсра,morir
984,umkommen::V,аҭахара,perecer
985,sich bewegen::V,аиҭаҵра,moverse
986,sich rühren::V,ақəацара,rebullir
987,sich erheben::V,аҩагылара,levantarse
988,sich setzen::V,атəара,sentarse
989,hinfallen::V,акаҳара,caerse
990,laufen::V,аныҟəара,andar
991,schreiten::V,ашьаҿа еихгара,proceder
992,spazierengehen::V,анеи-ааира,pasear
993,spazierengehen::V,анеи-ааира,pasearse
994,eilen::V,аццакра,correr prisa
995,sich beeilen::V,аццакра,darse prisa
996,sausen::V,аҧырра,correr
997,sausen::V,иҭрысны,correr
998,sausen::V,ишьҭҟьаны ацара,correr
999,rennen::V,аҩра,correr
1000,springen::V,аҧара,saltar
1001,klettern::V,ақəлара,trepar
1002,klettern::V,ақəлара,escalar
1003,schaukeln::V,аҟəараҟəанҽара,bambolearse
1004,kriechen::V,аҳəазара,reptar
1005,kriechen::V,аҳəазара,arrastrarse
1006,schwimmen::V,аӡсара,nadar
1007,tauchen::V,ахəӡааҵəира,bucear
1008,tauchen::V,ахəӡааҵəира,sumergirse
1009,rudern::V,аҵшьра,remar
1010,fahren::V,акала,ir
1011,fliegen::V,аҧырра,volar
1012,gehen::V,аиҭаҵра,ir
1013,gehen::V,аиҭаҵра,andar
1014,weggehen::V,ацара,irse
1015,weggehen::V,ацара,marcharse
1016,abfahren::V,адəықəлара,salir
1017,abfahren::V,адəықəлара,partir
1018,abfahren::V,ацара,salir
1019,abfahren::V,ацара,partir
1020,anhalten::V,ааныргылара,parar
1021,anhalten::V,ааныргылара,pararse
1022,hineingehen::V,аҭалара,entrar
1023,eintreten::V,аҩналара,entrar
1024,kommen::V,аара,venir
1025,kommen::V,ааира,venir
1026,ankommen::V,ааира,llegar
1027,ankommen::V,аара,llegar
1028,ankommen::V,анеира,llegar
1029,zurückkommen::V,азыхынҳəра,volver
1030,zurückkommen::V,азыхынҳəра,regresar
1031,bleiben::V,аанхара,quedarse
1032,bleiben::V,анхара,quedarse
1033,bleiben::V,аангылара,quedarse
1034,warten::V,азҧшзаара,esperar
1035,erwarten::V,азҧшра,esperar
1036,suchen::V,ашьҭазаара,buscar
1037,finden::V,аҧшаара,hallar
1038,finden::V,аҧшаара,encontrar
1039,versuchen::V,аҽазкра,intentar
1040,vorbereiten::V,армазеира,preparar
1041,lieben::V,абзиабара,amar
1042,lieben::V,абзиабара,querer
1043,mögen::V,агəаҧхара,querer
1044,lachen::V,аччара,reír
1045,rühren::V,арҵəуара,conmover
1046,weinen::V,аҵəуара,llorar
1047,schimpfen::V,ацəҳара,regañar
1048,sich ärgern::V,агəаара,enfadarse
1049,sich fürchten::V,аӡыӡара,tener miedo
1050,fürchten::V,ацəшəара,temer
1051,fürchten::V,ацəшəара,tener miedo a
1052,fliehen::V,абналара,huir
1053,fliehen::V,ацəцара,huir
1054,flüchten::V,абналара,escaparse
1055,flüchten::V,ацəцара,escaparse
1056,sehen::V,абара,ver
1057,anschauen::V,ахəаҧшра,mirar
1058,ansehen::V,ахəаҧшра,mirar
1059,hören::V,аҳара,oír
1060,zuhören::V,азыӡырҩра,escuchar
1061,probieren::V,аҧышəара,probar
1062,probieren::V,аҧышəара,degustar
1063,riechen::V,афыҩра,oler
1064,fühlen::V,анырра,sentir
1065,fühlen::V,ацәакырра,sentir
1066,scheinen::V,шәа,parecer
1067,scheinen::V,аацәырҵа,parecer
1068,vernehmen::V,аҳара,oír
1069,vernehmen::V,аҳара,percibir
1070,frieren::V,ашəра,tener frío
1071,frieren::V,аҵаара,tener frío
1072,tun::V,аҟаҵара,hacer
1073,können::V,алшара,poder
1074,wollen::V,аҭахра,querer
1075,anfangen::V,алагара,iniciar
1076,beenden::V,алгара,acabar
1077,beenden::V,алгара,terminar
1078,aufhören::V,аҟəыҵра,cesar
1079,gelingen::V,аура,salir bien
1080,gelingen::V,аманшəалахара,salir bien
1081,gelingen::V,алҵра,salir bien
1082,geraten::V,нзаарын,salir
1083,geraten::V,нзаарын,dar resultado
1084,öffnen::V,аартра,abrir
1085,schließen::V,аркра,cerrar
1086,stellen::V,аргылара,poner
1087,stellen::V,аргылара,colocar
1088,setzen::V,артəара,poner
1089,setzen::V,артəара,colocar
1090,legen::V,ақəҵара,poner
1091,berühren::V,акьысра,tocar
1092,berühren::V,алакьысра,tocar
1093,verbinden::V,аҿаҳəара,unir
1094,verbinden::V,аҿаҳəара,juntar
1095,bedecken::V,ақəршəра,tapar
1096,bedecken::V,ақəршəра,cubrir
1097,aufhängen::V,акнаҳара,colgar
1098,anzünden::V,аркра,encender
1099,aufheben::V,ашьҭыхра,recoger
1100,zurücklassen::V,аныжьра,dejar
1101,verlieren::V,ацəыӡра,perder
1102,fallen lassen::V,ацəкаҳара,dejar caer
1103,machen::V,ачаҧара,hacer
1104,herstellen::V,аиҵдара,fabricar
1105,bauen::V,аргылара,construir
1106,reparieren::V,арҽеира,reparar
1107,verbessern::V,аиҕьтəра,mejorar
1108,ändern::V,аҧсахра,mudar
1109,ändern::V,аҧсахра,modificar
1110,graben::V,ажра,cavar
1111,beugen::V,арҟəра,doblar
1112,beugen::V,арҟəра,inclinar
1113,beugen::V,архəара,doblar
1114,beugen::V,архəара,inclinar
1115,biegen::V,арҟəра,doblar
1116,biegen::V,архəара,doblar
1117,drehen::V,аргьежьра,volver
1118,drehen::V,аргьежьра,hacer girar
1119,umdrehen::V,аарҳәра,revolver
1120,heben::V,аҩахара,levantar
1121,heben::V,араҳара,levantar
1122,hochheben::V,ахагалара,alzar
1123,hochheben::V,ашьҭҳəара,alzar
1124,halten::V,акра,tener
1125,drücken::V,ақəрӷəӷəара,apretar
1126,schieben::V,аҵгəара,empujar
1127,schieben::V,агəара,empujar
1128,kratzen::V,ацəҟьара,rascar
1129,lecken::V,арбзара,lamer
1130,beißen::V,ацҳара,morder
1131,abreißen::V,амжəара,arrancar
1132,abschneiden::V,ахҵəара,cortar
1133,abschneiden::V,аҿахҵəара,cortar
1134,binden::V,аҿаҳəара,atar
1135,stecken::V,алаҵара,meter
1136,brechen::V,аҧҵəара,romper
1137,brechen::V,аҧҵəара,quebrar
1138,klopfen::V,асра,golpear
1139,hauen::V,ақəкшара,pegar
1140,kleben::V,аҷабра,pegar
1141,kleben::V,аҷабра,encolar
1142,reiben::V,арҟəыҷра,frotar
1143,streichen::V,ахьшьра,untar
1144,streichen::V,ахьшьра,recubrir
1145,schleifen::V,ахра,afilar
1146,schneiden::V,аҧҟара,cortar
1147,rütteln::V,арҵысра,agitar
1148,schütteln::V,аршəшəара,agitar
1149,schütteln::V,аршəшəара,sacudir
1150,schwenken::V,аҟьара,menear
1151,schütten::V,аҭаҭəара,verter
1152,füllen::V,арҭəра,llenar
1153,einwickeln::V,алаҳəара,envolver
1154,tragen::V,аҩагара,llevar
1155,schleppen::V,арҳəазара,arrastrar
1156,ziehen::V,ахара,tirar
1157,aufbewahren::V,аҵəахра,conservar
1158,werfen::V,аршəра,echar
1159,werfen::V,аршəра,lanzar
1160,fangen::V,акра,coger
1161,packen::V,анкра,agarrar
1162,packen::V,аҵкаара,agarrar
1163,verstecken::V,аҵəахра,esconder
1164,teilen::V,ашара,partir
1165,teilen::V,ашара,dividir
1166,schicken::V,ашьҭра,enviar
1167,bringen::V,аагара,traer
1168,hinzufügen::V,ацҵара,añadir
1169,bekommen::V,аҧшаара,obtener
1170,bekommen::V,аҧшаара,conseguir
1171,bekommen::V,архиара,obtener
1172,bekommen::V,архиара,conseguir
1173,bekommen::V,аура,obtener
1174,bekommen::V,аура,conseguir
1175,erhalten::V,аиура,recibir
1176,nehmen::V,агара,tomar
1177,wählen::V,алҧшаара,elegir
1178,auswählen::V,алхра,escoger
1179,auswählen::V,алхра,seleccionar
1180,behindern::V,аҧырхагахара,estorbar
1181,behindern::V,аҧырхагахара,obstaculizar
1182,verderben::V,алгара,estropear
1183,verderben::V,абжьыхра,estropear
1184,verderben::V,аҧхасҭатəра,estropear
1185,beschädigen::V,аҧхасҭатəра,deteriorar
1186,zerbrechen::V,аҧҽра,romper
1187,zerbrechen::V,аҧҽра,quebrar
1188,zerreißen::V,аҧжəара,desgarrar
1189,zerreißen::V,аҧжəара,despedazar
1190,zerstören::V,аилаҧыххаара,destruir
1191,zerstören::V,аилаҧыххаара,destrozar
1192,verbrennen::V,абылра,quemar
1193,geben::V,аҭара,dar
1194,reichen::V,аҭара,pasar
1195,schenken::V,аҩгара,regalar
1196,versprechen::V,ақəргəыӷра,prometer
1197,loben::V,арҽхəара,alabar
1198,küssen::V,агəӡра,besar
1199,zudecken::V,аҵахҩара,tapar
1200,zudecken::V,аҵахҩара,cubrir
1201,zudecken::V,ақəршəра,tapar
1202,zudecken::V,ақəршəра,cubrir
1203,wecken::V,арҿыхара,despertar
1204,zeigen::V,арбара,mostrar
1205,führen::V,аныҟəгара,guiar
1206,führen::V,аныҟəгара,conducir
1207,lehren::V,арҵара,enseñar
1208,lehren::V,арҵара,instruir
1209,unterrichten::V,арҧхьара,enseñar
1210,aufziehen::V,ааӡара,criar
1211,leiten::V,ахагылазаара,guiar
1212,leiten::V,ахагылазаара,dirigir
1213,antreiben::V,арццакра,impeler
1214,antreiben::V,арццакра,impulsar
1215,lassen::V,арҟаҵара,hacer
1216,einladen::V,ааҕхьара,invitar
1217,einladen::V,анаҧхьара,invitar
1218,vereinigen::V,аилаҵара,unir
1219,besuchen::V,абара,visitar
1220,besuchen::V,абара,ir a ver
1221,treffen::V,аҧылара,encontrar
1222,sich versammeln::V,аизара,reunirse
1223,sich versammeln::V,аизара,congregarse
1224,spielen::V,ахəмарра,jugar
1225,singen::V,ашəаҳəара,cantar
1226,tanzen::V,акəашара,bailar
1227,sich trennen::V,аилыҵра,separarse
1228,verlassen::V,акажьра,dejar
1229,verlassen::V,акажьра,abandonar
1230,retten::V,Аиқəрхара,salvar
1231,bewachen::V,ахьчара,vigilar
1232,schützen::V,ацəыхьчара,proteger
1233,verteidigen::V,ахьчара,defender
1234,sich schlagen::V,аисра,batirse
1235,schießen::V,ахысра,tirar
1236,schießen::V,ахысра,disparar
1237,siegen::V,аиааира,vencer
1238,ärgern::V,аргəаара,enojar
1239,ärgern::V,аргəаара,enfadar
1240,schlagen::V,асра,pegar
1241,schlagen::V,асра,golpear
1242,schlagen::V,аҭасра,pegar
1243,schlagen::V,аҭасра,golpear
1244,stechen::V,алакшара,pinchar
1245,stoßen::V,агəҭасра,empujar
1246,stehlen::V,аӡара,robar
1247,stehlen::V,аӡара,hurtar
1248,stören::V,аҧырхагахара,molestar
1249,belästigen::V,аргəамҵра,molestar
1250,belästigen::V,аргəамҵра,importunar
1251,verbergen::V,аӡара,ocultar
1252,verbergen::V,аӡара,esconder
1253,täuschen::V,ажьара,engañar
1254,betrügen::V,ажьара,engañar
1255,töten::V,ашьра,matar
1256,wohnen::V,анхара,vivir
1257,wohnen::V,анхара,habitar
1258,arbeiten::V,аусура,trabajar
1259,sammeln::V,аҟəшəара,recoger
1260,sammeln::V,аҟəшəара,coleccionar
1261,pflücken::V,аҿыршəара,coger
1262,pflücken::V,аҿыхра,coger
1263,jagen::V,ашəарыцара,cazar
1264,fischen::V,аҧсыӡ икуеит,pescar
1265,fassen::V,акра,atrapar
1266,fassen::V,акра,capturar
1267,hüten::V,арҳəра,guardar
1268,hüten::V,ахьчара,guardar
1269,treiben::V,акацара,aballar
1270,anbinden::V,адҳəалара,atar
1271,füttern::V,акырҿаҵара,echar de comer
1272,melken::V,ахьара,ordeñar
1273,hacken::V,аҟəаҟəара,picar
1274,hacken::V,аҟəаҟəара,cortar
1275,gießen::V,аҵаҭəара,regar
1276,reifen::V,ашəра,madurar
1277,reifen::V,аҟалара,madurar
1278,zubereiten::V,ацура,preparar
1279,kochen::V,ажəра,cocer
1280,kochen::V,ажəра,guisar
1281,backen::V,аӡра,hornear
1282,backen::V,аӡра,cocer al horno
1283,braten::V,аӡра,asar
1284,braten::V,аӡра,freír
1285,umrühren::V,аилрыхра,remover
1286,stricken::V,аҧара,hacer punto
1287,stricken::V,аҧара,hacer calceta
1288,nähen::V,аӡахра,coser
1289,färben::V,ашəра,teñir
1290,färben::V,ашəра,colorear
1291,reinigen::V,арыцқьара,limpiar
1292,waschen::V,аӡәӡәара,lavar
1293,abwischen::V,арбара,fregar
1294,abwischen::V,арбара,limpiar
1295,spülen::V,аҭыршара,aclarar
1296,spülen::V,аҭыршара,enjuagar
1297,fegen::V,аҧссара,barrer
1298,fegen::V,аҧссара,pasar la escoba
1299,baden::V,аҽыкəабара,bañarse
1300,sich waschen::V,аҽыӡəӡəара,lavarse
1301,ausziehen::V,ашəыхра,quitar
1302,ausziehen::V,ашəыхра,quitarse
1303,anziehen::V,ашəҵара,ponerse
1304,sich anziehen::V,аҽеилаҳəара,vestirse
1305,kämmen::V,аҳəара,peinar
1306,schmücken::V,арҧшӡара,adornar
1307,sagen::V,аҳəара,decir
1308,sprechen::V,ацəажəара,hablar
1309,reden::V,ацəажəара,hablar
1310,reden::V,ацəажəара,conversar
1311,reden::V,аицәажәара,hablar
1312,reden::V,аицәажәара,conversar
1313,sich unterhalten::V,аицәажәара,charlar
1314,sich unterhalten::V,аицәажәара,conversar
1315,fragen::V,азҵаара,preguntar
1316,bitten::V,аҳəара,rogar
1317,erzählen::V,аҳəара,contar
1318,mitteilen::V,азыцҳара,comunicar
1319,mitteilen::V,азыцҳара,participar
1320,nennen::V,ахьӡҵара,llamar
1321,nennen::V,ахьӡҵара,nombrar
1322,rufen::V,азҿыҭра,llamar
1323,prahlen::V,аҽхəара,jactarse
1324,übersetzen::V,аиҭагара,traducir
1325,denken::V,азхəыцра,pensar
1326,glauben::V,ахаҵара,creer
1327,bemerken::V,агəаҭара,notar
1328,erkennen::V,адырра,reconocer
1329,begreifen::V,аилкаара,concebir
1330,verstehen::V,аҳара,entender
1331,verstehen::V,аҳара,comprender
1332,lernen::V,аҵара,aprender
1333,wissen::V,адырра,saber
1334,sich erinnern an::V,агəаларшəара,recordar
1335,sich erinnern an::V,агəаларшəара,acordarse de
1336,vergessen::V,ахашҭра,olvidar
1337,messen::V,ашəара,medir
1338,zählen::V,аҧхьаӡара,contar
1339,rechnen::V,аҳасабра,contar
1340,rechnen::V,аҳасабра,calcular
1341,lesen::V,аҧхьара,leer
1342,besitzen::V,амазаара,poseer
1343,kaufen::V,Аахəара,comprar
1344,verkaufen::V,аҭира,vender
1345,bezahlen::V,ахҭынҵара,pagar
1346,bezahlen::V,ашəара,pagar
1347,zahlen::V,ашəара,pagar
1348,ertragen::V,ачҳара,soportar
1349,Moor::N,,turbera
1350,Kralle::N,,uña
1351,Kralle::N,,garra
1352,Schwarm::N,,bandada
1353,Sache::N,,cosa
1354,Menge::N,,cantidad
1355,Essen::N,,comida
1356,Geschäft::N,,negocio
1357,Monat::N,,mes
1358,Jahr::N,,año
1359,dünn::A,,fino
1360,dünn::A,,delgado
1361,roh::A,,crudo
1362,durch::PRP,,por
1363,durch::PRP,,a través de
1364,was::FPRN,,qué
1365,rauschen::V,,murmurar
1366,zu sehen sein::V,,poder verse
1367,wenden::V,,volver
1368,ergreifen::V,,coger
1369,bewahren::V,,guardar
1370,bewahren::V,,preservar
1371,wünschen::V,,desear
1372,wiegen::V,,mecer
1373,treten::V,,dar una patada a
1374,kehren::V,,barrer
1375,malen::V,,pintar
1376,zeichnen::V,,dibujar
1377,schreiben::V,,escribir
1378,beherrschen::V,,dominar
