,Concept_ID,bn,av
211,Mensch::N,মানুষ,чи
212,Mann::N,মানুষ,бихьинчи
213,Frau::N,নারী,гӏадан
214,Kind::N,বাচ্চা,лъимер
215,Junge::N,ছেলে,вас
216,Mädchen::N,মেয়ে,яс
217,Familie::N,পরিবার,хъизан
218,Großvater::N,মাতামহ,кӏудада
219,Großmutter::N,মাতামহী,кӏодо
220,Eltern::N,মাতাপিতা,эбел-эмен
221,Vater::N,পিতা,эмен
222,Mutter::N,মাতা,эбел
223,Sohn::N,ছেলে,вас
224,Tochter::N,মেয়ে,яс
225,Bruder::N,দাদা,вац
226,Schwester::N,বোন,яц
227,Schwester::N,দিদি,яц
228,Onkel::N,মামা,даци
229,Tante::N,মাসী,ада
230,Ehemann::N,স্বামী,рос
231,Ehefrau::N,পত্নী,чӏужу
232,Freude::N,উল্লাস,ракӏбохи
233,Gelächter::N,হাসি,релъи
234,Glück::N,সুখ,талихӏ
235,Glück::N,সুখ,талихӏ-рохел
236,Kummer::N,দুঃখ,хӏалкъай
237,Wunsch::N,আকাঙ্ক্ষা,къасд
238,Lust::N,বাসনা,гъира
239,Geist::N,আত্না,чӏанкӏ
240,Geist::N,আত্না,рухӏ-жан
241,Gedanke::N,চিন্তা,пикру
242,Gedächtnis::N,স্মরণশক্তি,
243,Verstand::N,মন,лумалъи
244,Verstand::N,মন,цӏодорлъи
245,Sinn::N,পদার্থ,магӏна
246,Grund::N,কারণ,багьана
247,Wahrheit::N,সত্য,ритӏухълъи
248,Gespräch::N,কথাবার্তা,накъит
249,Märchen::N,রূপকথা,маргьа
250,Erzählung::N,গল্প,къиса
251,Nachricht::N,তথ্য,хабар
252,Neuigkeit::N,খবরাখবর,хабар-гӏазаб
253,Name::N,নাম,цӏар
254,Rätsel::N,ধাঁধা,бицанкӏо
255,Rede::N,বক্তৃতা,речь
256,Rede::N,বক্তৃতা,калам
257,Sprache::N,ভাষা,мацӏ
258,Stimme::N,স্বর,гьаракь
259,Wort::N,শব্দ,рагӏи
260,Zeichen::N,প্রতীক,ишара
261,Zeichen::N,প্রতীক,гӏаламат
262,Ruf::N,ডাক,ахӏи
263,Lärm::N,হৈচৈ,хъуй
264,Lärm::N,হৈচৈ,хъуди
265,Laut::N,ধ্বনি,гьаракь
266,Laut::N,ধ্বনি,сас
267,Ton::N,স্বর,
268,Lied::N,গান,кечӏ
269,Ruhe::N,শান্তি,рахӏат
270,Leute::N,প্রজাপুঞ্জ,гӏадамал
271,Volk::N,জাতি,халкъ
272,Arbeit::N,চাকরি,хӏалтӏи
273,Gast::N,অতিথি,гьобол
274,Geschenk::N,উপহার,сайигъат
275,Spiel::N,খেলা,хӏай
276,Spiel::N,খেলা,расанди
277,Gesellschaft::N,সঙ্গিগণ,жамагӏат
278,Hilfe::N,সাহায্য,кумек
279,Freund::N,বন্ধু,гьудул
280,Kamerad::N,সঙ্গী,гьалмагъ
281,Angelegenheit::N,বিষয়,къваригӏел
282,Anzahl::N,পরিমাণ,рикӏкӏен
283,Art::N,রকম,жинс
284,Stück::N,টুকরো,кесек
285,Teil::N,অংশ,пай
286,Hälfte::N,অর্ধেক,бащдаб
287,Kreis::N,বৃত্ত,гор
288,Kreuz::N,ক্রুশ,хъанч
289,Linie::N,রেখা,мухъ
290,Strich::N,কষি,хӏучч
291,Abstand::N,ফাঁক,манзил
292,Entfernung::N,ব্যবধান,манзил
293,Gegend::N,ক্ষেত্র,рахъ
294,Platz::N,জায়গা,бакӏ
295,Ort::N,স্থান,бакӏ
296,Seite::N,পার্শ্ব,рахъ
297,Mitte::N,মধ্য,бакьулъбакӏ
298,Gegenstand::N,জিনিস,жо
299,Sache::N,বস্তু,жо
300,Rand::N,কানা,мицӏир
301,Kante::N,ধার,рагӏал
302,Kante::N,ধার,рагӏа-ракьан
303,Ecke::N,কোণ,цили
304,Spitze::N,ডগা,тӏогь
305,Ende::N,প্রান্ত,кӏал
306,Loch::N,গর্ত,каратӏ
307,Winkel::N,কোণ,
308,Muster::N,নমুন্,накъиш
309,Größe::N,আয়তন,кӏодо́лъи
310,Länge::N,দৈর্ঘ্য,халалъи
311,Höhe::N,উচ্চতা,борхалъи
312,Gewicht::N,ওজন,бакӏлъи
313,Menge::N,পরিমাণ,
314,Haufen::N,পুঞ্জ,гъуни
315,Reihe::N,শ্রেণী,ирга́
316,Boot::N,নৌকা,раса
317,Ruder::N,দাঁড়,раххан
318,Schlitten::N,স্নেজ্-গাড়ি,чанагъ
319,Ski::N,শী,лыжаби
320,Lagerfeuer::N,অগ্নি,цӏа
321,Last::N,বোঝা,бакӏлъи
322,Gang::N,হণ্টন,хьвади
323,Gang::N,হণ্টন,хьвада-чӏвади
324,Schritt::N,পদ,гали
325,Norden::N,উত্তরদিক্,шимал
326,Süden::N,দক্ষিণদিক,юг
327,Süden::N,দক্ষিণদিক,къибла
328,Westen::N,পশ্চিমদিক্,гъарб
329,Westen::N,পশ্চিমদিক্,магъриб
330,Osten::N,পূর্বদিক,шаркъ
331,Osten::N,পূর্বদিক,машрикъ
332,Holz::N,কাঠ,цӏул
333,Brett::N,তক্তা,хъарщи
334,Platte::N,ফলক,къоно
335,Stütze::N,নাগদণ্ড,
336,Stange::N,দণ্ড,гӏер
337,Stock::N,ছড়ি,тӏил
338,Stab::N,যষ্টি,гӏер
339,Rohr::N,নল,турба
340,Haus::N,ঘর,ригь
341,Haus::N,ঘর,рукъзал
342,Heim::N,বাসা,рукъ
343,Ofen::N,স্টোভ্,печь
344,Fußboden::N,গহতল,чӏабар
345,Tisch::N,মেজ,стол
346,Tisch::N,টেবিল,стол
347,Stuhl::N,চেয়ার,бакӏу
348,Stuhl::N,কেদারা,бакӏу
349,Wiege::N,দোলনা,кини
350,Bett::N,শয্যা,кровать
351,Regal::N,তাক,хъарщи
352,Kiste::N,বাক্স,ящик
353,Kiste::N,বাক্স,тӏалагъуд
354,Fenster::N,জানালা,гордо
355,Tür::N,দ্বার,нуцӏа
356,Tor::N,দ্বার,каву
357,Zaun::N,বেড়া,раци
358,Dach::N,ছাদ,тӏох
359,Leiter::N,মই,мали
360,Besen::N,গুল্মবিশেষ,жул
361,Spaten::N,কোদাল,бел
362,Schaufel::N,বেলচা,раххан
363,Gabel::N,কাঁটা,гӏучӏ
364,Löffel::N,চামচ,гъуд
365,Messer::N,ছুরি,нус
366,Nagel::N,পেরেক,магӏ
367,Netz::N,জাল,гьин
368,Haken::N,কাচি,гъанцӏа
369,Griff::N,হাতল,гӏоркь
370,Schloss::N,তালা,кӏулал
371,Bild::N,ছবি,сурат
372,Bild::N,চিত্র,сурат
373,Figur::N,আকার,
374,Puppe::N,পুতুল,нани
375,Beutel::N,বটুয়া,таргьа
376,Bündel::N,আঁটি,къай
377,Tasche::N,থলি,сумка
378,Tasche::N,থলি,къвачӏа
379,Eimer::N,বাল্তি,ведро
380,Deckel::N,আবরণ,тӏалъел
381,Deckel::N,আবরণ,дадитӏалъел
382,Geschirr::N,থালা-বাসন,цӏарагӏ
383,Sack::N,বস্তা,хъап
384,Sack::N,বস্তা,къандалъо
385,Tasse::N,কাপ,чашка
386,Topf::N,পাত্র,хьаг
387,Kessel::N,কেটলি,хьаг
388,Kessel::N,কেটলি,гереги
389,Essen::N,আহার,тӏагӏам
390,Nahrung::N,খাদ্য,квен
391,Speise::N,খাদ্য,квен
392,Fleisch::N,মাংস,гьан
393,Getreide::N,শস্য,бугӏа-ролъ
394,Getreide::N,শস্য,могьолабл_культураби
395,Brei::N,মণ্ড,карщ
396,Brot::N,রুটি,чед
397,Scheibe::N,ফালি,мочӏу
398,Fett::N,মেদ,беэнлъи
399,Butter::N,মাখন,нах
400,Öl::N,তৈল,нах
401,Salz::N,নুন,цӏам
402,Suppe::N,শুরুয়া,чурпа
403,Honig::N,মধু,гьоцӏо
404,Milch::N,দুধ,рахь
405,Tee::N,চা,чай
406,Leder::N,পাকা চামড়া,тӏом
407,Wolle::N,পশম,квас
408,Stoff::N,বস্ত্র,ххам
409,Nadel::N,সুচ,рокӏкӏен
410,Faden::N,সূত্র,кун
411,Knopf::N,বোতাম,маргъал
412,Knoten::N,গিঁট,гарацӏ
413,Farbe::N,রং,релъен
414,Kleidung::N,কাপড়,ретӏел
415,Hemd::N,শার্ট,гурде
416,Kragen::N,গলবন্ধ,габур
417,Ärmel::N,আস্তিন্,къвал
418,Hose::N,ট্রাউজার,тӏажу
419,Gürtel::N,কটিবন্ধ,рачел
420,Mütze::N,টুপি,тӏагъур
421,Schuh::N,জুতো,
422,Stiefel::N,বুট,этек
423,Stiefel::N,বুট,чакма
424,Ring::N,আংটি,баргъич
425,Band::N,ফিতা,лента
426,Kamm::N,চিরুনি,гьоркьо
427,Spiegel::N,আয়না,матӏу
428,Riemen::N,চাবুক,рижу
429,Schnur::N,দড়ি,
430,Leine::N,শিকল,
431,Decke::N,কম্বল,одея́ло
432,Kissen::N,উপাধান,къандалъо
433,Tuch::N,বস্ত্র,квархьи
434,Handtuch::N,তোয়ালে,беркӏалрацӏцӏ
435,Kraft::N,জোর,гуч
436,Kraft::N,জোর,къуват
437,Stärke::N,শক্তি,хӏалкӏвей
438,Gesundheit::N,স্বাস্থ্য,сахлъи́
439,Krankheit::N,অসুখ,унти
440,Krankheit::N,অসুখ,щокълъи
441,Krankheit::N,ব্যামো,унти
442,Krankheit::N,ব্যামো,щокълъи
443,Schmerz::N,যন্ত্রণা,унти
444,Wunde::N,ক্ষত,ругъун
445,Fieber::N,জ্বর,цӏа-кан
446,Arznei::N,ঔষধ,дару
447,Brücke::N,সেতু,кьо
448,Brunnen::N,কূপ,гъуй
449,Weide::N,পশুচারণভূমি,рицӏцӏ
450,Weide::N,পশুচারণভূমি,лъичӏирма
451,Weide::N,পশুচারণভূমি,гӏурдаллъи
452,Weide::N,পশুচারণভূমি,ри́цӏигъветӏ
453,Weide::N,পশুচারণভূমি,рицӏцӏигъветӏ
454,Pfad::N,পথ,сухъмахъ
455,Weg::N,পথ,нух
456,Straße::N,রাস্তা,нух
457,Dorf::N,গ্রাম,росу
458,Stadt::N,শহর,шагьар
459,Brief::N,চিঠি,кагъат
460,Brief::N,চিঠি,рисалат
461,Buch::N,বই,тӏехь
462,Buchstabe::N,অক্ষর,хӏарп
463,Zeitung::N,সংবাদপত্র,газет
464,Leben::N,জীবন,яшав
465,Tod::N,মৃত্যু,хвел
466,Grab::N,কবর,хоб
467,Kirche::N,গির্জা,килиса
468,Sünde::N,পাপ,хӏакъ
469,Sünde::N,পাপ,мунагь
470,Gott::N,দেবতা,бичас
471,Gott::N,দেবতা,аллагь
472,Arbeiter::N,শ্রমিক,хӏалтӏухъан
473,Chef::N,নেতা,хӏаким
474,Chef::N,নেতা,начальник
475,Meister::N,ব্যক্তি,устар
476,Meister::N,ব্যক্তি,мастер
477,Meister::N,ব্যক্তি,махщалилав
478,Arzt::N,চিকিৎসক,жайрахӏ
479,Lehrer::N,অধ্যাপক,мугӏалим
480,Geld::N,মুদ্রা,гӏарац
481,Geld::N,টাকাপয়সা,гӏарац
482,Geschäft::N,ব্যস্ততা,
483,Laden::N,দোকান,тукен
484,Preis::N,মূল্য,багьа
485,Ware::N,পণ্যদ্রব্য,къайи
486,Nutzen::N,সুবিধা,мунпагӏат
487,Reichtum::N,ধনদৌলত,бечелъи
488,Welt::N,জগৎ,дуниял
489,Land::N,খেত,улка
490,Land::N,খেত,икълим
491,Staat::N,রাষ্ট্র,пачалихъ
492,König::N,রাজা,пача
493,König::N,রাজা,малик
494,König::N,রাজা,къирал
495,König::N,রাজা,падишагь
496,Macht::N,প্রভাব,кверщел
497,Grenze::N,সীমা,гӏорхъи
498,Krieg::N,যুদ্ধ,рагъ
499,Feind::N,শত্রু,тушман
500,Gewalt::N,জোর,зулму
501,Kampf::N,লড়াই,къеркьей
502,Bogen[Waffe]::N,ধনুক,газаргъо
503,Pfeil::N,বাণ,чӏор
504,Gewehr::N,বন্দুক,туманкӏ
505,Fehler::N,ভুল,гъалатӏ
506,Lüge::N,মিথ্যা,гьереси
507,Schaden::N,ক্ষতি,зиян
508,Schaden::N,ক্ষতি,зарал
509,Unglück::N,দুর্ভাগ্য,балагь
510,Schuld::N,অপরাধ,гӏайиб
511,Alter::N,আয়ু,гӏумру
512,Schluss::N,শেষ,ахир
513,Zeit::N,সময়,заман
514,Tag::N,দিন,къо
515,Morgen::N,সকাল,радалмех
516,Mittag::N,মধ্যাহু,къадемех
517,Abend::N,সন্ধ্যা,релъедамех
518,Nacht::N,রাত্রি,сордо
519,Woche::N,সপ্তাহ,анкь
520,Monat::N,মাস,моцӏ
521,Jahr::N,সৌরবর্ষ,сон
522,Jahr::N,সৌরবর্ষ,лъагӏел
523,Frühling::N,বসন্তকাল,их
524,Sommer::N,গ্রীষ্মকাল,рии
525,Herbst::N,শরংঋতু,хасалихълъи
526,Winter::N,শীতকাল,кьин
527,Januar::N,জানুয়ারী,январь
528,Februar::N,ফেব্রুয়ারী,февра́ль
529,März::N,মার্চ,март
530,April::N,এপ্রিল,апрель
531,Mai::N,মে,май
532,Juni::N,জুন,июнь
533,Juli::N,জুলাই,июль
534,August::N,অগাস্ট,август
535,September::N,সেপ্টেম্বর,сентябрь
536,Oktober::N,অক্টোবর,октябрь
537,November::N,নভেম্বর,ноябрь
538,Dezember::N,ডিসেম্বর,декабрь
539,Montag::N,সোমবার,итни
540,Dienstag::N,মঙ্গলবার,талат
541,Mittwoch::N,বুধবার,арбагӏ
542,Donnerstag::N,বৃহম্পতিবার,хамиз
543,Freitag::N,শুক্রবার,рузман
544,Samstag::N,শনিবার,щамат
545,Sonntag::N,রবিবার,гьатӏан
546,groß::A,বৃহৎ,кӏудияб
547,klein::A,ছোট,гьитӏинаб
548,lang::A,দীর্ঘ,халатаб
549,kurz::A,খর্ব,къокъаб
550,kurz::A,হ্রস্ব,къокъаб
551,breit::A,চওড়া,гӏебаб
552,schmal::A,সরু,къваридаб
553,dicht::A,ঘন,ризаб
554,dick[Gegenstand]::A,পুরু,бицатаб
555,dünn::A,কৃশ,тӏеренаб
556,fein::A,সূক্ষ্ম,тӏеренаб
557,fest::A,দৃঢ়,къвакӏараб
558,flach::A,সমতল,чӏепараб
559,glatt::A,মসৃণ,цӏвакараб
560,hart::A,শক্ত,кьварараб
561,weich::A,নরম,тамахаб
562,rund::A,গোলাকার,гургинаб
563,spitz::A,তীক্ষ্ন,бегӏераб
564,scharf::A,শাণিত,рекӏараб
565,stumpf::A,ভোঁতা,тӏехӏараб
566,stumpf::A,ভোঁতা,рекӏинчӏеб
567,schwer::A,ভারী,бакӏаб
568,schön::A,সুন্দর,берцинаб
569,heiß::A,গরম,лагьараб
570,warm::A,ঈষদুষ্ণ,хинаб
571,kalt::A,ঠাণ্ডা,квачараб
572,kühl::A,শীতল,квачараб
573,frisch::A,তাজা,цӏияб
574,feucht::A,ভিজা,рагьараб
575,nass::A,ভিজা,би́ччараб
576,trocken::A,শুষ্ক,бакъвараб
577,voll::A,পূর্ণ,
578,leer::A,খালি,чӏобогояб
579,offen::A,খোলা,рагьараб
580,geschlossen::A,বন্ধ,рахараб-къараб
581,sauber::A,নির্মল,бацӏцӏадаб
582,schmutzig::A,নোংরা,гъизараб
583,roh::A,কাঁচা,хамаб
584,roh::A,কাঁচা,гӏатӏгояб
585,reif::A,পাকা,барщараб
586,lecker::A,সুস্বাদ,тӏагӏамаб
587,süß::A,মিষ্ট,гьуинаб
588,bitter::A,তিক্ত,кьогӏаб
589,sauer::A,টক,цӏекӏаб
590,hell::A,উজ্জ্বল,канаб
591,dunkel::A,অন্ধকারময়,бецӏаб
592,schwarz::A,কালো,чӏегӏераб
593,weiß::A,সাদা,хъахӏаб
594,rot::A,লাল,багӏараб
595,gelb::A,হলদে,гӏобилаб
596,gelb::A,হলদে,тӏогьилаб
597,blau::A,নীল,хъахӏилаб
598,grün::A,সবুজ,гӏурччинаб
599,grau::A,ছাই-রঙা,накӏкӏуяб
600,bunt::A,রঙিন,къвекӏаб
601,bunt::A,রঙিন,чара-гъараб
602,billig::A,সস্তা,учузаб
603,teuer::A,আক্রা,хири́яб
604,wertvoll::A,মহার্ঘ,къиматаб
605,blind::A,কানা,беццаб
606,taub::A,বধির,гъугъаб
607,kräftig::A,বিশাল,гучаб
608,stark::A,শক্তিশালী,къуватаб
609,schwach::A,দুর্বল,гӏажизаб
610,fett::A,মোটা,кьарияб
611,schlank::A,কৃশ,чергесаб
612,hübsch::A,সুন্দর,гьайбатаб
613,böse::A,খারাপ,ракӏквешаб
614,dumm::A,মূর্খ,гьагаб
615,dumm::A,মূর্খ,гӏантаб
616,faul::A,শ্রমবিমুখ,кӏохӏалаб
617,faul::A,শ্রমবিমুখ,кӏухӏа́лаб
618,fleißig::A,পরিশ্রমী,хӏаракатаб
619,geizig::A,ব্যয়কুণ্ঠ,къарумаб
620,klug::A,দক্ষ,лумияб
621,geschickt::A,পটু,махщел бугев
622,lieb::A,প্রেয়,гӏазизаб
623,lustig::A,প্রফুল্ল,кепаб
624,sanft::A,নম্র,хӏалимаб
625,sanft::A,নম্র,хӏере́наб
626,hungrig::A,ক্ষুধার্ত,бакъараб
627,krank::A,অসুস্থ,щокъаб
628,krank::A,অসুস্থ,унтараб
629,nackt::A,উলঙ্গ,гӏицӏаб
630,nackt::A,উলঙ্গ,чӏанкӏараб
631,traurig::A,দুঃখিত,пашманаб
632,lebendig::A,জীবিত,чӏагояб
633,gut::A,ভালো,лъикӏаб
634,schlecht::A,মন্দ,къадараб
635,richtig::A,ঠিক,битӏараб
636,schlimm::A,কদর্য,нажасаб
637,schlimm::A,কদর্য,къабихӏаб
638,wahr::A,বাস্তব,хӏакъаб
639,wahr::A,বাস্তব,битӏараб
640,alt::A,পুরাতন,басрияб
641,neu::A,নব,цӏияб
642,neu::A,নূতন,цӏияб
643,ehemalig::A,পূর্বকালীন,цебе́госеб
644,alt[Lebewesen]::A,বৃদ্ধ,хераб
645,jung::A,তরুণ,тӏинчӏаб
646,jung::A,তরুণ,гӏолохъанаб
647,arm::A,ক্ষুদ্র,пакъираб
648,reich::A,ধনবান্,бечедаб
649,bekannt::A,সুপরিচিত,лъалеб
650,berühmt::A,বিখ্যাত,машгьураб
651,fremd::A,বিদেশি,чияр
652,verschieden::A,বিসদৃশ,батӏи-батӏияб
653,nah::A,নিকটবতী,гӏагарда бугеб
654,fern::A,দুরবতী,рикӏкӏадаб
655,linker::A,বাম,квегӏаб
656,rechter::A,ডান,кваранаб
657,rechter::A,ডাইন,кваранаб
658,anderer::A,অন্যতর,батӏияб
659,erster::A,প্রথম,тӏоцебесеб
660,zweiter::A,দ্বিতীয়,кӏиабилеб
661,dritter::A,তৃতীয়,лъабабилеб
662,letzter::A,সর্বশেষ,ахирисеб
663,allein::ADV,একক,ялгъузго
664,auf einmal::ADV,জলদি,цихӏинтӏаго
665,zusammen::ADV,একসঙ্গে,цойида
666,lange::ADV,লম্বা,
