,Concept_ID,ta,sv
706,noch::ADV,இப்பொழுதும்,ännu
707,nur::ADV,மட்டும்,bara
708,nur::ADV,மட்டும்,endast
709,schon::ADV,ஏற்கனவே,redan
710,wieder::ADV,மறுபடியும்,åter
711,vergebens::ADV,வீண்,förgäves
712,vor::PRP,முன்,utanför
713,hinter::PRP,பின்பக்கம்,bakom
714,unter::PRP,கீழே,under
715,durch::PRP,ஊடே,genom
716,durch::PRP,ஊடே,igenom
717,neben::PRP,அடுத்து,bredvid
718,neben::PRP,அடுத்து,vid sidan av
719,zwischen::PRP,இடையில்,mellan
720,wegen::PRP,ஏனெனில்,på grund av
721,dies::PRN,இது,detta
722,das::PRN,அது,det
723,alles::PRN,ஒவ்வொன்றும்,allt
724,ich::PRN,நான்,jag
725,du::PRN,நீ,du
726,er::PRN,அவன்,han
727,wir::PRN,நாம்,vi
728,wir::PRN,நாங்கள்,vi
729,ihr::PRN,நீங்கள்,ni
730,sie::PRN,அவர்கள்,de
731,was::FPRN,என்ன,vad
732,wer::FPRN,யார்,vem
733,wo::FADV,எங்கே,var
734,wohin::FADV,எதற்கு,vart
735,wie::FADV,எப்படி,hur
736,warum::FADV,ஏன்,varför
737,wieviel::FNUM,எவ்வளவு,hur mycket
738,eins::NUM,ஒன்று,en
739,eins::NUM,ஒன்று,ett
740,zwei::NUM,இரண்டு,två
741,drei::NUM,மூன்று,tre
742,vier::NUM,நான்கு,fyra
743,fünf::NUM,ஐந்து,fem
744,sechs::NUM,ஆறு,sex
745,sieben::NUM,ஏழு,sju
746,acht::NUM,எட்டு,åtta
747,neun::NUM,ஒன்பது,nio
748,zehn::NUM,பத்து,tio
749,elf::NUM,பதினொன்று,elva
750,zwölf::NUM,பன்னிரண்டு,tolv
751,zwanzig::NUM,இருபது,tjugo
752,dreißig::NUM,முப்பது,trettio
753,vierzig::NUM,நாற்பது,fyrtio
754,fünfzig::NUM,ஐமபது,femtio
755,sechzig::NUM,அறுபது,sextio
756,siebzig::NUM,எழுபது,sjuttio
757,achtzig::NUM,எண்பது,åttio
758,neunzig::NUM,தொன்னூறு,nittio
759,hundert::NUM,நூறு,hundra
760,tausend::NUM,ஆயிரம்,tusen
761,und::CNJ,மற்றும்,och
762,oder::CNJ,அல்லது,eller
763,stehen::V,நில்,stå
764,sitzen::V,உட்கார்,sitta
765,liegen::V,படு,ligga
766,hängen::V,தொங்கச் செய்,hänga
767,werden::V,ஆகு,bli
768,passieren::V,நிகழ்,ske
769,passieren::V,நிகழ்,hända
770,beginnen::V,ஆரம்பி,börja
771,enden::V,முடி,ända
772,wechseln::V,மாற்று,växla
773,aufgehen[Sonne]::V,உயர எழு,gå upp
774,untergehen[Sonne]::V,பொறுத்து,gå ned
775,scheinen[Sonne]::V,பிரகாசி,skina
776,donnern::V,இடி,dundra
777,wehen::V,வீசு,blåsa
778,strömen::V,பாயதல்,forsa
779,strömen::V,பாயதல்,strömma
780,fließen::V,நீரோட்டம் போக்கில் போ,flyta
781,sich drehen::V,சுழல்,snurra
782,schwanken::V,தள்ளாடு,vackla
783,schwingen::V,ஆடு,svinga
784,fallen::V,விழு,falla
785,brennen::V,எரி,brinna
786,rauchen::V,பகை பிடி,ryka
787,regnen::V,மழை பெய்,regna
788,gefrieren::V,உறைந்துவிடு,frysa
789,tauen::V,உருகு,töa
790,schmelzen::V,உருகு,smälta
791,trocknen::V,உலர்த்து,torka
792,sieden::V,கொதிக்க வை,koka
793,sieden::V,கொதிக்க வை,sjuda
794,faulen::V,அழுகச் செய்,ruttna
795,verfaulen::V,அழுகச் செய்,ruttna
796,reißen::V,திடீரென அறு,brista
797,versinken::V,மூழ்கு,sjunka
798,vergehen::V,கடந்துசெல்,förgå
799,erscheinen::V,தோன்றச்,synas
800,erscheinen::V,தோன்றச்,visa sig
801,verschwinden::V,மறைந்து போ,försvinna
802,sinken::V,பதைவுறு,sjunka
803,abnehmen::V,குறை,avta
804,abnehmen::V,குறை,minskas
805,zunehmen::V,உயர்த்து,tilltaga
806,steigen::V,உயர எழு,stiga
807,wachsen::V,வளர்,växa
808,glänzen::V,மிளிர்,glimma
809,funkeln::V,பிரகாசி,tindra
810,funkeln::V,பிரகாசி,gnistra
811,lärmen::V,கொம்பு,bråka
812,lärmen::V,கொம்பு,väsnas
813,läuten::V,மணியொலியிசை,ringa
814,klingeln::V,மணி அடி,ringa
815,klirren::V,கிலுங்கு,klirra
816,brausen::V,இரைதல்,brusa
817,rauschen::V,சலசலப்பு,susa
818,klingen::V,சிலம்புதல்,låta
819,klingen::V,சிலம்புதல்,klinga
820,bellen::V,குரை,skälla
821,heulen::V,ஊளையிடு,yla
822,heulen::V,ஊளையிடு,tjuta
823,blasen::V,ஊது,blåsa
824,pfeifen::V,சீழ்க்கை எழப்பு,vissla
825,schreien::V,கூச்சலிடு,skrika
826,stöhnen::V,வேதனை,stöna
827,zittern::V,நடுங்கு,darra
828,zittern::V,நடுங்கு,skälva
829,leben::V,உயிருடனிரு,leva
830,geboren werden::V,பிற,födas
831,atmen::V,சுவாசி,andas
832,trinken::V,குடி,dricka
833,essen::V,சாப்பிடு,äta
834,schlucken::V,முழுங்கு,svälja
835,müde werden::V,கையயர்தல்,tröttna
836,einschlafen::V,தூங்க,somna
837,schlafen::V,தூங்கு,sova
838,aufwachen::V,எழுப்பு,vakna
839,aufstehen::V,எழுந்திரு,stiga upp
840,sich erholen::V,இளைப்பாறு,repa sig
841,sich erholen::V,இளைப்பாறு,hämta sig
842,krank werden::V,விழுதல்,insjukna
843,krank sein::V,நருக்கலாயிருக்க,vara sjuk
844,schmerzen::V,நோவுறு,smärta
845,schmerzen::V,நோவுறு,göra ont
846,husten::V,இருமு,hosta
847,genesen::V,குணம் அடை,tillfriskna
848,sterben::V,மரணமடை,dö
849,umkommen::V,நசி,omkomma
850,sich bewegen::V,நகர்த்து,röra sig
851,sich rühren::V,அசை,röra på sig
852,sich erheben::V,எழுந்து நில்,resa sig
853,sich setzen::V,உட்கார்,sätta sig
854,hinfallen::V,விழு,falla omkull
855,laufen::V,நட,löpa
856,schreiten::V,கவடுவைத்தல்,skrida
857,spazierengehen::V,உலவு,promenera
858,eilen::V,விரைந்து,ila
859,sich beeilen::V,அவசரப்படுத்து,skynda sig
860,sausen::V,விரைந்து செல்,susa
861,rennen::V,ஓடு,löpa
862,rennen::V,ஓடு,springa
863,springen::V,குதி,hoppa
864,klettern::V,ஏறு,klättra
865,schaukeln::V,தள்ளாடு,gunga
866,kriechen::V,மெதுவாக நடந்து செல்,kräla
867,schwimmen::V,நீந்து,simma
868,tauchen::V,மூழ்கி நீச்சலடி,dyka
869,rudern::V,துடுப்புப் போடு,ro
870,fahren::V,ஓட்டு,köra
871,fliegen::V,பற,flyga
872,gehen::V,போ,gå
873,weggehen::V,விலகிச் செல்,gå bort
874,abfahren::V,புறப்பட்டுச் செல்,resa
875,abfahren::V,புறப்பட்டுச் செல்,avresa
876,anhalten::V,நின்றுவிடு,stanna
877,hineingehen::V,மறையச் செய்,gå in
878,eintreten::V,நுழை,träda in
879,kommen::V,வா,komma
880,ankommen::V,வநது சேர்,ankomma
881,zurückkommen::V,திரும்பி வா,återkomma
882,bleiben::V,இரு,bli
883,bleiben::V,இரு,förbli
884,warten::V,தாமதி,vänta
885,erwarten::V,எதிர்நோக்கு,vänta
886,suchen::V,தேடு,leta
887,finden::V,கண்டுபிடி,finna
888,versuchen::V,முயற்சி செய்,försöka
889,vorbereiten::V,ஆயத்தம் செய்,förbereda
890,lieben::V,அன்பு செலுத்து,älska
891,mögen::V,விரும்பு,tycka om
892,lachen::V,சிரி,skratta
893,rühren::V,இதயத்தைத் தொடு,röra
894,weinen::V,அழு,gråta
895,schimpfen::V,சாபமிடு,skälla
896,sich ärgern::V,கோப்பபடு,förargas
897,sich fürchten::V,பயப்படு,vara rädd
898,fürchten::V,பயப்படுத்து,frukta
899,fliehen::V,ஓடு,fly
900,fliehen::V,ஓடு,rymma
901,flüchten::V,தப்பிவிடு,fly
902,sehen::V,பார்,se
903,anschauen::V,கூர்ந்து கவனி,se på
904,anschauen::V,கூர்ந்து கவனி,betrakta
905,ansehen::V,கவனி,åse
906,hören::V,கேள்,höra
907,zuhören::V,சுவைத்துப் பார்,höra på
908,zuhören::V,சுவைத்துப் பார்,lyssna till
909,probieren::V,ருசி,smaka
910,probieren::V,ருசி,smaka på
911,riechen::V,முகர்ந்து பார்,lukta
912,fühlen::V,தொட்டுணர்,känna
913,scheinen::V,காணப்படு,verka
914,scheinen::V,காணப்படு,tyckas
915,zu sehen sein::V,தோன்றுதல்,synas
916,zu sehen sein::V,தோன்றுதல்,kunna ses
917,vernehmen::V,கேள்,få veta
918,vernehmen::V,கேள்,förnimma
919,frieren::V,குதுகுதுகு,frysa
920,tun::V,செய்,göra
921,können::V,இயல்வது,kunna
922,wollen::V,விரும்பு,vilja
923,anfangen::V,தொடங்கு,börja
924,beenden::V,முடி,avsluta
925,aufhören::V,நிறுத்து,sluta
926,aufhören::V,நிறுத்து,upphöra
927,gelingen::V,வெற்றி,lyckas
928,geraten::V,ஏற்படுத்து,bli
929,öffnen::V,திற,öppna
930,schließen::V,மூடு,låsa
931,schließen::V,மூடு,stänga
932,stellen::V,வை,ställa
933,setzen::V,வை,sätta
934,legen::V,பரப்பி வை,lägga
935,berühren::V,பதி,beröra
936,verbinden::V,சேர்,förbinda
937,bedecken::V,உறைபோடு,täcka
938,bedecken::V,உறைபோடு,betäcka
939,aufhängen::V,தொங்கவிடு,hänga
940,aufhängen::V,தொங்கவிடு,hänga upp
941,anzünden::V,எரியூட்டு,tända
942,anzünden::V,எரியூட்டு,antända
943,anzünden::V,எரியூட்டு,tända på
944,aufheben::V,பொறுக்கி எடு,lyfta
945,zurücklassen::V,விட்டுச் செல்,lämna
946,zurücklassen::V,விட்டுச் செல்,efterlämna
947,verlieren::V,இழ,mista
948,verlieren::V,இழ,förlora
949,fallen lassen::V,அளவில் குறைவு,tappa
950,fallen lassen::V,அளவில் குறைவு,släppa
951,machen::V,தயார்செய்,göra
952,herstellen::V,உற்பத்தி செய்,tillverka
953,herstellen::V,உற்பத்தி செய்,framställa
954,bauen::V,கட்டு,bygga
955,reparieren::V,பழுது பார்,reparera
956,verbessern::V,மேம்படுத்து,rätta
957,verbessern::V,மேம்படுத்து,förbättra
958,ändern::V,மாற்றி அமை,ändra
959,ändern::V,மாற்றி அமை,förändra
960,graben::V,குழி வெட்டு,gräva
961,beugen::V,வனை,böja
962,biegen::V,வனை,böja
963,biegen::V,வனை,kröka
964,drehen::V,சுழல்,vrida
965,wenden::V,குடைகவிழு,vända
966,umdrehen::V,சுற்றும் முற்றும் பார்,vrida om
967,heben::V,தூக்கு,häva
968,hochheben::V,தூக்கு,lyfta
969,ergreifen::V,பறி,gripa
970,halten::V,பிடித்துக் கொள்,hålla
971,drücken::V,அழுத்து,trycka
972,schieben::V,தள்ளு,skjuta
973,kratzen::V,கீறு,riva
974,kratzen::V,கீறு,skrapa
975,lecken::V,நக்கு,slicka
976,beißen::V,கடி,bita
977,abreißen::V,கிழி,slita_av
978,abreißen::V,கிழி,riva_av
979,abschneiden::V,வெட்டி எடு,skära av
980,binden::V,கட்டு,binda
981,stecken::V,பதிய வை,sticka
982,brechen::V,உடை,bryta
983,brechen::V,உடை,brista
984,klopfen::V,தட்டு,banka
985,klopfen::V,தட்டு,klappa
986,hauen::V,அடி,hugga
987,kleben::V,ஒட்டு,klistra
988,reiben::V,தேய்,gnida
989,streichen::V,பரவச்செய்,smörja
990,schleifen::V,அரை,slipa
991,schneiden::V,துண்டாக்கு,skära
992,schneiden::V,துண்டாக்கு,klippa
993,rütteln::V,மெல்ல தள்ளு,skaka
994,schütteln::V,குலுக்கு,rista
995,schwenken::V,ஊஞ்சலாடு,svänga
996,schütten::V,ஊற்று,hälla
997,füllen::V,நிரப்பு,fylla
998,einwickeln::V,சுற்று,slå in
999,einwickeln::V,சுற்று,veckla in
1000,tragen::V,எடுத்துச் செல்,bära
1001,schleppen::V,இழுத்துச் செல்,släpa
1002,ziehen::V,இழு,dra
1003,aufbewahren::V,வைத்துக் கொள்,förvara
1004,aufbewahren::V,வைத்துக் கொள்,ta vara på
1005,werfen::V,வீசி எறி,kasta
1006,fangen::V,பிடி,fånga
1007,packen::V,பிடித்துக்கொள்,gripa
1008,packen::V,பிடித்துக்கொள்,gripa tag
1009,verstecken::V,மறை,gömma
1010,teilen::V,பாகங்களாகப் பிரி,dela
1011,schicken::V,அனுப்பு,skicka
1012,bringen::V,கொண்டு வா,bringa
1013,hinzufügen::V,சேர்,tillägga
1014,bekommen::V,பெறு,få
1015,bekommen::V,பெறு,erhålla
1016,erhalten::V,பெறு,få
1017,erhalten::V,பெறு,erhålla
1018,nehmen::V,எடு,ta
1019,nehmen::V,எடு,taga
1020,wählen::V,தேர்ந்தெடு,välja
1021,auswählen::V,தேர்ல்தெடு,utvälja
1022,bewahren::V,கெடாது பேணு,bevara
1023,behindern::V,தடங்கல் செய்,hindra
1024,behindern::V,தடங்கல் செய்,förhindra
1025,verderben::V,நாசமாக்கு,förstöra
1026,beschädigen::V,சேதப்படுத்து,skada
1027,zerbrechen::V,உடை,bryta isär
1028,zerbrechen::V,உடை,bryta sönder
1029,zerreißen::V,கிழி,riva sönder
1030,zerreißen::V,கிழி,slita sönder
1031,zerstören::V,அழி,förstöra
1032,verbrennen::V,எரியூட்டு,bränna
1033,verbrennen::V,எரியூட்டு,bränna upp
1034,geben::V,கொடு,ge
1035,reichen::V,வழங்கு,räcka
1036,schenken::V,மொயத்தல்,skänka
1037,versprechen::V,உறுதியளி,lova
1038,wünschen::V,ஆசைப்படு,önska
1039,loben::V,புகழ்ச்சி கூறு,lova
1040,loben::V,புகழ்ச்சி கூறு,beröma
1041,küssen::V,முத்தமிடு,pussa
1042,wiegen::V,ஆட்டுத்தல்,vagga
1043,zudecken::V,உறைபோடு,täcka
1044,wecken::V,எழுப்பு,väcka
1045,zeigen::V,காட்டு,visa
1046,führen::V,வழிகாட்டி,föra
1047,lehren::V,சொல்லிக் கொடு,lära
1048,unterrichten::V,அறிவுரை கூறு,undervisa
1049,aufziehen::V,வளர்,uppfostra
1050,leiten::V,அழைத்துச் செல்,leda
1051,antreiben::V,தூண்டு,driva på
1052,lassen::V,விடு,få att
1053,einladen::V,அழை,bjuda
1054,einladen::V,அழை,inbjuda
1055,vereinigen::V,ஒன்றாகச் சேர்,förena
1056,besuchen::V,வருகை புரி,besöka
1057,treffen::V,சந்தி,möta
1058,treffen::V,சந்தி,träffa
1059,sich versammeln::V,தொகுப்பு,församla sig
1060,spielen::V,விளையாடு,leka
1061,spielen::V,விளையாடு,spela
1062,singen::V,பாடு,sjunga
1063,tanzen::V,நடனமாடு,dansa
1064,sich trennen::V,தனிப்படடுத்து,skiljas
1065,verlassen::V,கைவிடு,lämna
1066,verlassen::V,கைவிடு,överge
1067,retten::V,காப்பாற்று,rädda
1068,bewachen::V,காவல் செய்,bevaka
1069,schützen::V,பாதுகாப்பு செய்,skydda
1070,schützen::V,பாதுகாப்பு செய்,beskydda
1071,verteidigen::V,எதிர்த்து நில்,försvara
1072,sich schlagen::V,பூசலிடு,slåss
1073,schießen::V,சுட்டுக் கொல்,skjuta
1074,siegen::V,வெற்றி பெறு,segra
1075,ärgern::V,எரிச்சலூட்டு,förarga
1076,schlagen::V,அடி,slå
1077,treten::V,உதை,sparka
1078,stechen::V,கொட்டு,sticka
1079,stoßen::V,நெருக்கு,stöta
1080,stehlen::V,திருடு,stjäla
1081,stören::V,தொல்லைகொடு,störa
1082,belästigen::V,தொல்லை கொடு,genera
1083,belästigen::V,தொல்லை கொடு,besvära
1084,verbergen::V,மறை,dölja
1085,täuschen::V,ஏமாற்று,vilseleda
1086,betrügen::V,ஏமாற்று,bedra
1087,töten::V,கொல்,döda
1088,wohnen::V,தங்கியிரு,bo
1089,arbeiten::V,வேலை செய்,arbeta
1090,sammeln::V,ஒன்றுசேர்,samla
1091,pflücken::V,கொய்து எடு,plocka
1092,jagen::V,வேட்டையாடு,jaga
1093,fischen::V,மீன் பிடி,fiska
1094,fassen::V,பிடி,fånga
1095,hüten::V,காவல் செய்,vakta
1096,treiben::V,ஓட்டு,driva
1097,anbinden::V,கட்டு,binda fast
1098,füttern::V,உணவளி,fodra
1099,melken::V,பால் கற,mjölka
1100,hacken::V,வெட்டி எடு,hacka
1101,gießen::V,நீர்ப் பாய்ச்சு,hälla
1102,gießen::V,நீர்ப் பாய்ச்சு,vattna
1103,reifen::V,பழு,mogna
1104,zubereiten::V,சமையல் செய்,tillaga
1105,zubereiten::V,சமையல் செய்,tillreda
1106,kochen::V,வேகவை,koka
1107,backen::V,வெப்பத்தில் வாட்டு,baka
1108,braten::V,பொரியச் செய்,steka
1109,umrühren::V,கலக்கு,röra om
1110,stricken::V,பின்னியிழை,sticka
1111,nähen::V,தையல் வேலை செய்,sy
1112,färben::V,வண்ணம் பெறச் செய்,färga
1113,reinigen::V,சுத்தம் செய்,rensa
1114,reinigen::V,சுத்தம் செய்,rengöra
1115,waschen::V,கழுவு,tvätta
1116,abwischen::V,துடை,torka av
1117,spülen::V,அலசு,spola
1118,spülen::V,அலசு,skölja
1119,fegen::V,பெறுக்கு,feja
1120,kehren::V,பெறுக்கு,sopa
1121,baden::V,குளி,bada
1122,sich waschen::V,கழுவு,tvätta sig
1123,ausziehen::V,கழற்று,ta av
1124,anziehen::V,புனைதல்,ta på
1125,sich anziehen::V,உடுத்துதல்,klä på sig
1126,kämmen::V,தலை வாரிக் கொள்,kamma
1127,schmücken::V,அழகுபடுத்து,pynta
1128,schmücken::V,அழகுபடுத்து,smycka
1129,sagen::V,சொல்,säga
1130,sprechen::V,பேசு,tala
1131,reden::V,பெசு,tala
1132,reden::V,பெசு,prata
1133,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,prata
1134,fragen::V,கேள்,fråga
1135,fragen::V,கேள்,spörja
1136,bitten::V,வேண்டு,be
1137,erzählen::V,சொல்,berätta
1138,mitteilen::V,சொல்,meddela
1139,nennen::V,பெயரிடுதல்,kalla
1140,rufen::V,கூச்சலிடு,ropa
1141,prahlen::V,தற்பெருமை பேசு,pråla
1142,prahlen::V,தற்பெருமை பேசு,skryta
1143,übersetzen::V,மொழிபெயர்ப்பு செய்,tolka
1144,übersetzen::V,மொழிபெயர்ப்பு செய்,översätta
1145,denken::V,யோசி,tänka
1146,glauben::V,நம்பு,tro
1147,bemerken::V,கவனி,uppmärksamma
1148,bemerken::V,கவனி,lägga märke till
1149,erkennen::V,அடையாளம் கண்டுகொள்,känna igen
1150,begreifen::V,பற்றிக்கொள்,begripa
1151,verstehen::V,புரிந்து கொள்,förstå
1152,lernen::V,கற்றுக்கொள்,lära sig
1153,wissen::V,தெரிந்திரு,veta
1154,sich erinnern an::V,நினைவு கூர்,minnas
1155,sich erinnern an::V,நினைவு கூர்,komma ihåg
1156,vergessen::V,மற,glömma
1157,messen::V,அளவிடு,mäta
1158,zählen::V,எண்ணு,räkna
1159,rechnen::V,கணக்கிடு,räkna
1160,lesen::V,படி,läsa
1161,malen::V,வண்ணச்சித்திரம்,måla
1162,zeichnen::V,வரை,teckna
1163,schreiben::V,எழுது,skriva
1164,besitzen::V,உடைமையாகக் கொண்டிரு,äga
1165,besitzen::V,உடைமையாகக் கொண்டிரு,besitta
1166,kaufen::V,வாங்கு,köpa
1167,verkaufen::V,விற்பனை செய்,sälja
1168,bezahlen::V,இறுத்தல்,betala
1169,zahlen::V,பணம் செலுத்து,betala
1170,beherrschen::V,ஆட்சிசெய்,behärska
1171,ertragen::V,தாங்கு,tåla
1172,ertragen::V,தாங்கு,uthärda
